OID|DESCRIPTION|BOOK_VALUE|RPT_ID
11545|Legal Escrow|75000|330079
6357|Pre Paid Rent|960|303103
6358|Deposits|480|303103
3946|Miscellaneous Deposits|262|276166
4419|PREPAID POSTAGE|1034|283897
4420|BRANCH JACKET FUND|132|283897
1724|PREPAID EXPENSES|6768|269735
2839|NALC RETIREMENT & DEATH FD|427334|272897
2848|Deposit Receivable|224|272950
4388|None|0|283548
13331|Depreciated computers and out of date credit card|1000|338856
1503|PAYROLL TAXES|2476|268306
11676|DUE FROM REALTY CORP.|129192|330704
1962|NA|0|270808
2333|Letter Carriers Trust 3|25459|271637
3010|Savings Account|345267|273138
4577|WORKER COMPENSATION DEPOSIT|246|291420
2015|BIBLES|291|271020
2017|UTILITY DEPOSIT|150|271020
2016|RENT DEPOSIT|1000|271020
3860|Postage Dues|73|275619
3861|Twiggs Permit|731|275619
2382|Real Estate Tax Escrow|34539|271703
4958|STOCK IN BUILDING CORPORATION|295511|296008
13157|PREPAID EXPENSES|2366|338045
13158|ESCROW ACCOUNT|2139|338045
2364|None|0|271685
4935|INTEREST IN TPWU AUXILLIARY BANK ACCOUNT|1729|295425
4934|DEPOSIT AT EMBASSY SUITES HOTEL|6328|295425
11511|IRS|1309|329689
847|6 TOTE BAGS|60|255416
157|NONE|0|247836
6567|Security Deposit|2000|303962
3491|Prepaid Federal Tax|2385|273823
3492|Prepaid State Tax|1528|273823
2169|ACCRUED INTERST-CD'S|578|271183
2172|DUE FROM ADMINISTRATIVE FUND|263357|271183
2171|DUE FROM FUNDS OFFICE-RENT, ETC.|12088|271183
2170|PREPAID INSURANCE|12508|271183
2594|PREPAID EXPENSES|2788|272319
3916|NONE|0|275931
6648|PREPAID RENT|2000|304983
2355|PREPAID EXPENSES|1810|271675
2356|DEFERRED EXPENSES|82159|271675
1501|PREPAID EXPENSES|7874|268278
4741|SECURITY DEPOSIT FOR RENTED OFFICE SPACE|3229|293199
2559|SECURITY DEPOSIT ON LEASE|3084|272271
3545|SECURITY DEPOSIT|3750|273867
2392|NONE|0|271713
3613|Deposits|530|273935
3614|Prepaid Insurance|3168|273935
3948|RENT DEPOSIT|1950|276169
4502|INVENTORY|1000|286729
4914|Undisbursed Withholdings|896|295258
4319|Security Deposits|1731|282278
4322|Advances on expenses of affiliated local unions|18733|282278
4321|Due from affiliate - Medeiros|21433|282278
4320|Installment sale receivable|25000|282278
2730|PREPAID INSURANCE|49847|272770
2740|DUE FROM AFFILIATES|88539|272770
2739|PREPAID COUNCIL REBATES|42806|272770
2738|UNAMORTIZED FINANCING COSTS|227478|272770
2737|PREPAID PENSION COST|3074240|272770
2736|DEATH BENEFIT RESERVE|394948|272770
2735|SECURITY DEPOSITS PAID|24041|272770
2734|INVENTORY OF SUPPLIES|94299|272770
2733|PREPAID SUBSCRIPTIONS|65157|272770
2732|PREPAID DISTRICT RENT|24733|272770
2731|PREPAID TAXES|32790|272770
1123|Inventory - at cost|80313|261628
1126|Deposits|40946|261628
1125|Insurance annuity|480517|261628
1124|Prepaid expenses|272154|261628
4755|PREPAID EXPENSES|7693|293257
11112|Office equipment|3227|325398
3956|FUNDS W/D - HELD IN RESERVE|25000|276399
4171|PREPAID DENTAL INSURANCE PREMIUMS|35856|279351
4172|INTEREST RECEIVABLE|502|279351
3844|PRPAID EXPENSES|1000|275552
951|PREPAID EXPENSES|5440|259444
3846|PREPAID EXPENSE|3427|275554
3847|DEPOSIT|3233|275554
4408|ESCROW ACCOUNT|1172|283581
19330|N/A|0|366231
19342|N/A|0|366231
19341|N/A|0|366231
19340|N/A|0|366231
19339|N/A|0|366231
19338|N/A|0|366231
19337|N/A|0|366231
19336|N/A|0|366231
19335|N/A|0|366231
19334|N/A|0|366231
19333|N/A|0|366231
19332|N/A|0|366231
19331|N/A|0|366231
1204|PREPAID RENT|2944|262063
1205|SECURITY DEPOSIT|1472|262063
1255|OFFICE LEASE SECURITY DEPOSIT|2800|262738
1471|Rent deposit|5366|267868
1472|Prepaid insurance|16891|267868
4345|Rent Security Deposit|12300|282514
4841|EXCHANGE-NUHHCE|363565|294279
4842|EXCHANGE-OTHER FUNDS|94400|294279
2601|PREPAID FEDERAL INCOME TAX|12560|272335
748|PROMOTIONAL SUPPLIES|2512|252402
2243|Bibles|1876|271346
2247|Auto Flags|426|271346
2246|Watches|720|271346
2245|Auto Show Tickets|2000|271346
2244|Labor Day T-Shirts|151|271346
2393|RENT DEPOSIT|4160|271715
2394|WORKERS COMP DEPOSIT|3287|271715
1012|ESCROWED AGENCY FEES|1804|260535
2709|PSO Utility Deposit|115|272705
3520|Deposit-Workers Comp Insurance|74211|273847
3521|Deposit-Rental Security|17432|273847
4587|deposits|350|291797
1659|DEPOSITS|1948|269339
1661|PREPAID FEDERAL INCOME TAXES|29027|269339
1660|PREPAID STATE INCOME TAXES|4203|269339
1591|BIBLES  - 5 CATHOLIC- 5 PROTESTANT @ $28.95 EACH|290|269012
1593|VETERANS T SHIRTS     100    @$11 EACH|1100|269012
1592|UNION T SHIRTS  65 SHIRTS @$ 10 EACH|650|269012
220|Deposits|4990|248158
221|Finance fees|1525|248158
4394|Prepaid payroll taxes|2348|283562
5112|PREPAID EXPENSES|1806|297810
225|ADVANCE TO EXECUTIVE DIRECTOR & DEPUTY DIRECTOR|750|248174
4196|PREPAID TAXES AND INSURANCE|3821|279747
4858|RENT SECURITY|1200|294400
4423|PRPAID EXPENSES|7768|284107
1860|DEPOSITS - SOCIAL EVENTS|3500|270408
1861|PREPAID EXPENSES|3843|270408
1965|SECURITY DEPOSIT|2284|270821
4317|Prepaid Expenses|17301|282265
4318|Accrued Interest|6701|282265
6306|UTILITY DEPOSITS|100|302662
6309|SUPPLIES INVENTORY|22118|302662
6308|OTHER PREPAID EXPENSES|10773|302662
6307|PREPAID POSTAGE|1520|302662
11513|INVENTORY OF SUPPLIES FOR RESALE|1000|329692
11516|DEBT ISSUE COSTS|4415|329692
11515|ACCRUED INTEREST|548|329692
11514|TRAVEL ADVANCES NOT CONSIDERED LOANS|299|329692
11684|Real Estate Escrow|8308|331150
3252|PARTIAL INTEREST IN BUILDING|167698|273614
1866|PREPAID EXPENSES|21317|270427
2972|TRAVEL ADVANCES & DUE TO/FROM ACCOUNTS|702|273103
2973|REFUNDABLE DEPOSITS|802|273103
4180|SECURITY DEPOSITS|3000|279427
2746|NONE|0|272784
3253|Workman's compensation deposit|5304|273617
862|ADVANCED FUNDS|167|256107
863|HATS, JACKETS, EMBLEMS, ETC.|978|256107
1419|Due from PAC|196|267392
1417|Due from National Assoc. of Catholic Teachers|42994|267392
1418|Due from ACT Health and Welfare Fund|1773|267392
1421|Accrued interest receivable|5872|267392
1420|Prepaid expenses|6052|267392
1779|Prepaid Insurance|56458|270079
841|pre-paid expenses|7072|255032
842|payroll tax refund receivable|2227|255032
4729|Lehman Scolarship|750|293119
4806|Advance to officers|738|293671
3483|SECURITY DEPOSITS|11088|273813
3484|OTHER DEPOSITS|6355|273813
1742|bULK mAIL ACCOUNT|313|269775
1744|COMFORT OF THE DAY BOOKS|280|269775
1743|T SHIRTS FOR RESALE|1686|269775
3176|DEPOSITS|10795|273432
3178|CONSTRUCTION IN PROGRESS|66249|273432
3177|PREPAID EXPENSES|737|273432
38269|Security Deposit - LIPA|500|463534
6802|Security Deposit|3650|305656
3529|Prepaid Expenses|13812|273859
8272|SECURITY DEPOSIT - LEASE|2457|311445
8273|DUE FROM PP&E FUND|32016|311445
12747|Lease Deposits|9249|336036
12748|Worker's Compensation Deposit|15390|336036
3223|DUE FROM AFFILIATE|9383|273470
3224|ACCRUED INTEREST|73982|273470
3488|RENT DEPOSIT|2979|273818
6166|INTEREST RECEIVABLE|809|301941
6170|PREPAID INCOME TAXES|509|301941
6169|PREPAID EXPENSES|1351|301941
6168|STATE COMP DEPOSIT|805|301941
6167|RENT DEPOSIT|778|301941
1606|SECURITY DEPOSIT|1312|269206
2967|Deposit Labor Press|200|273093
106|Prepaid Insurance|9407|247085
107|Other Receivables|328|247085
4572|ESCROW|6225|291334
4575|MORTGAGE COSTS (NET)|3742|291334
4574|PREPAID EXPENSES|1037|291334
4573|SECURITY DEPOSITS|5550|291334
3792|DEPOSIT|214|275363
3793|COPE WITHHOLDING|149|275363
595|Prepaid Benefits|40353|249522
4259|Postage left on the meter|1100|281526
4262|Watches for Service & Recognition Awards|8190|281526
4261|Shirts for the Vets Committee|1208|281526
4260|Bibles left from 2005 - (62)|1364|281526
3347|CASH HELD AS TRUSTEE|3393|273709
3349|PREPAID EXPENSES|30955|273709
3348|ACCRUED INTEREST|13158|273709
935|Rent Security Deposit|3000|259109
1879|FMV of Building Equity Fund|147254|270455
518|Loan Originaltion Costs|668|248991
2175|ESCROW FU ND|3835|271187
4766|Interest Receivable|2119|293455
4767|Prepaid Expenses|910|293455
2176|ACCRUED INTEREST|13593|271188
2633|PREPAID EXPENSE|4849|272376
3314|WORKERS COMPENSATION DEPOSIT|753|273654
682|Prepaid Insurance|805|250934
2125|LEASE DEPOSIT|2270|271153
849|Prepaid Expenses|2871|255797
2876|UTILITY DEPOSIT|50|273004
3716|Deposits and Prepaids|154055|274592
3717|Accrued Interest|128755|274592
11659|Prepaid Insurance|1045|330675
11660|Prepaid Expenses|5651|330675
4251|SECURITY DEPOSIT|11909|281434
4343|RENT SECURITY DEPOSITS|2420|282513
4344|PREPAID TAXES|2198|282513
2488|SECURITY DEPOSIT|31200|272036
2489|PREPAID EXPENSES|46625|272036
1578|INVENTORY|2000|268949
11034|SECURITY DEPOSITS|3903|322313
11035|PREPAID EXPENSES|2010|322313
4375|PREPAID EXP-  MARYANNE COLLINS UNREIMBURSED SALARY|12258|283321
4249|Prepaid Expenses|68242|281362
4250|Deposits and Closing Costs|22123|281362
6952|PREPAID SUPPLIES|139|306752
139|Prepaid Payroll|22383|247552
142|Product Inventory|3859|247552
141|Due from Dept of Education|476|247552
140|Security Deposits|2833|247552
11333|FEDERAL PAYROLL TAX REFUND RECEIVABLE|59|327701
2183|Recognition Award - 9 Retiree Watches|315|271206
2185|T-Shirts - Local 2280 - 60|300|271206
2184|Bibles - 36|1188|271206
2545|Prepaid|7420|272181
1333|DEPOSITS-OFFICE RENTAL|466|265933
700|PREPAID EXPENSE|2886|251921
702|DEPOSITS|3901|251921
701|INTANGIBLE ASSETS, NET|29374|251921
5162|PREPAID POSTAGE|2773|298103
5160|ESCROW|45541|298103
5161|PREPAID INSURANCE|11604|298103
5164|SECURITY DEPOSIT|2916|298103
5163|PREPAID RENT|3805|298103
1175|NONE|0|261936
3724|Travel advances|1720|274745
3725|Security deposit|19744|274745
3540|SECURITY DEPOSIT - WARREN OFFICE|2000|273865
3543|PREPAID EXPENSES|158996|273865
3542|BOND DEPOSIT|200000|273865
3541|TRAVEL AND EXPENSE ADVANCES|3571|273865
4295|Shirts and Hats|3358|281912
4299|Static Stickers|513|281912
4298|Mugs|447|281912
4297|Flags|49|281912
4296|Bibles|742|281912
994|PREPAID DEPOSITS|4370|259864
995|PREPAID EXPENSES|43308|259864
978|Art (Commissioned wallhangings)|5093|259706
980|Other Prepaid Expenses|47896|259706
979|Prepaid Real and Personal Property Taxes|4562|259706
2369|UTILITY DEPOSITS|90|271692
1582|RESALE ITEMS: HATS|174|269007
1588|PROMOTIONAL INK PENS|3496|269007
1587|RETIREE PINS|294|269007
1586|BIBLES|2326|269007
1585|RESALE ITEMS: AUTO PLATES, BUTTONS, EMBLEMS|607|269007
1584|RESALE ITEMS: SHIRTS|2710|269007
1583|RESALE ITEMS: JACKETS|364|269007
185|NONE|0|247995
1178|Other prepaid|297471|261937
1176|Deferred compensation|1541586|261937
1177|Prepaid retirement|2591886|261937
1183|Investment in subsidiary|200|261937
1182|Affiliate receivable|279745|261937
1181|Interest/Other|303785|261937
1180|Inventory|152175|261937
1179|Deposits|51995|261937
3608|SECURITY DEPOSIT|3300|273923
4280|PREPAID EXPENSE|749413|281651
4283|PREPAID PENSION COST|2795037|281651
4282|IEA RETIRED DENTAL PLAN|16317|281651
4281|SECURITY DEPOSIT|66424|281651
4109|Prepaid Expenses|13440|278106
4110|Deposits|1455|278106
6737|Deferred compensation|970593|305530
6739|Security deposits|5430|305530
6738|Prepaid expenses|466670|305530
11204|Rental Deposits|30726|326469
2603|none|0|272344
2615|none|0|272344
2614|none|0|272344
2613|none|0|272344
2612|none|0|272344
2611|none|0|272344
2610|none|0|272344
2609|none|0|272344
2608|none|0|272344
2607|none|0|272344
2606|none|0|272344
2605|none|0|272344
2604|none|0|272344
1712|SHIRTS|616|269617
1714|BIBLES|1425|269617
1713|HATS|1700|269617
4061|OTHER RECEIVABLES|59964|277768
4062|PREPAID EXPENSES|29927|277768
3606|Pre-Paid Insurance|9529|273918
5080|Prepaid Insurance|282|297319
5081|Deposit|3260|297319
4579|N/A|0|291479
3499|Security Deposit|1050|273830
51680|Prepaid Expenses|1112|533498
51681|Deposits with Telephone Co & Utilities|20177|533498
1046|PREPAID EXPENSE AND OTHER|52426|261044
1050|PARKING ADVANCES|951|261044
1049|TRAVEL ADVANCES|20350|261044
1048|SECURITY DEPOSITS|12737|261044
1047|INTANGIBLE PENSION ASSET|233210|261044
158|Deposits|1000|247839
886|PREPAID EXPENSES|3804|257243
887|SECURITY DEPOSIT|13506|257243
3473|Inventory of Publications|8062|273808
3476|USPS Postal Accounts|85|273808
3475|Security Deposits - Rent|16639|273808
3474|Prepaid Insurance|637|273808
966|Advances|19850|259662
968|Promotional inventory|19627|259662
967|Deposits|33779|259662
4376|DEPOSITS|47241|283338
4378|PREPAID EXPENSES|24460|283338
4377|PREPAID TICKETS - INVENTORY|554|283338
7029|Security Deposit|684|307736
620|ACCOUNTS RECEIVABLE|33658|249541
1495|Prepaid Expenses|5299|268116
5125|FEDERAL INCOME TAX WITHHELD|2136|297867
1027|LEASE SECURITY DEPOSIT|2930|260858
1295|UTILITY DEPOSITS|4959|263903
1296|LOANS & EXCHANGES|275|263903
900|PREPAID EXPENSES|19538|257978
901|MISCELLANEOUS RECEIVABLES|232394|257978
958|Prepaid Expenses and Insurance|167711|259551
961|Intangible Pension Asset|609121|259551
960|Deposits|13300|259551
959|Travel Advances|10975|259551
3670|CONFERENCE DEPOSIT|1010|274279
5120|MORTGAGE - GNHCLC|67152|297852
3666|Warren County Water Deposit|550|274258
3668|Bibles|200|274258
3667|Warren Rural Electric Coop. - Electric Deposit|50|274258
1572|Prepaid FICA Taxes|9|268854
3103|UTILITY DEPOSIT|210|273208
1055|PREPAID EXPENSES|1861|261145
3000|SECURITY DEPOSIT|714|273132
4114|Security Deposit|340|278112
4463|Due from affiliated labor organizations|20328|286089
4464|prepaid expenses|6162|286089
3928|Security Deposits|7686|275947
4218|Prepaid Expenses|2127|280396
4220|Other Assets|1232|280396
4219|Security Deposits|4809|280396
4631|Deposit|3350|292748
4632|Refund Receivable|410|292748
1933|Prepaid Expense|52865|270778
1935|Investment - Common Stock|43|270778
1934|Deposits|875|270778
2480|SECURITY DEPOSIT|2400|271982
315|Security Deposit|1968|248479
1357|Pre-Paid Legal|1200|266412
1359|Pre-Paid Conference Expense|675|266412
1358|Pre-Paid Insurancel|4293|266412
12220|Security Deposit|300|334779
12221|Intangible Asset|1633|334779
623|ESCROW DEPOSITS|6606|249660
624|DEPOSITS|59987|249660
3814|PAYROLL TAXES|1359|275496
3809|ACCRUED INTEREST RECEIVABLE|1573|275496
3813|SECURITY DEPOSITS|1195|275496
3812|EXCHANGE - PARKING LOT|37514|275496
3811|PREPAID EXPENSES|22122|275496
3810|PREPAID INSURANCE|16631|275496
482|DEPOSITS AND RECEIVABLES|6378|248903
1838|Utility Deposit|1430|270354
1842|UAW Rings|1683|270354
1841|Shirts, Jackets, Caps, Misc.|20813|270354
1840|Bibles|4342|270354
1839|UAW Watches|1518|270354
2581|ANNUITY CONTRACTS|408035|272299
1473|BIBLES|347|267869
1476|KNIVES|784|267869
1475|PROMOTIONAL CAPS|1254|267869
1474|WATCHES|858|267869
4814|Prepaid Rent|5700|293775
4815|Prepaid Unrelated Business Income Tax|11823|293775
1652|Protestant Bibles|1867|269334
1658|UAW Rings|6160|269334
1657|UAW patches, stickers, pins, and American flags|1498|269334
1656|UAW Hats|778|269334
1655|UAW T-Shirts|2670|269334
1654|African American Bibles|912|269334
1653|Catholic Bibles|303|269334
11601|Prepaid Expenses|32478|330592
11602|Security Deposit|150|330592
4258|Deposits as Security|2440|281523
1208|Caps and T-Shirts on hand|800|262081
32798|Prepayment to prepaid center for annual meeting ex|14696|433733
32804|Prepaid income taxes|1862|433733
32803|Prepaid payroll withheld and accrued taxes|1788|433733
32802|Prepaid legal fees|4500|433733
32801|Prepaid life insurance|5758|433733
32800|Prepaid insurances expenses|3962|433733
32799|Prepaid maintenance agreement|1296|433733
1143|PREPAID RENT|4604|261726
3040|C-I-P   BLDG LOCATED AT HARBORSIDE DR., GALVESTON|348741|273163
2218|MEMORIAL BIBLES FOR GIVEAWAY -A LIST IS MAINTAINED|8046|271274
6171|Due From FDIC|2121|301943
1130|LEASE DEPOSITS|5500|261666
1285|Prepaid Expenses|376314|263694
1287|Security Deposits|7656|263694
1286|Promotional Supplies Inventory|10465|263694
424|NONE|0|248743
468|TRAVEL ADVANCES|2400|248892
473|INVESTMENT IN TFT/TSTA JOINT MISSION|1000|248892
472|ACCOUNTS RECEIVABLE-MISCELLANEOUS|1459|248892
471|LEASE DEPOSIT|9972|248892
470|PREPAID EXPENSES|4177|248892
469|RETIREMENT PLAN LOAN CLEARING|-163|248892
1675|Bibles|1300|269470
1679|Misc. Items|1666|269470
1678|Rings|1106|269470
1677|Watches|1330|269470
1676|Shirts & Hats|8440|269470
11525|PREPAID EXPENSES|1215|329975
11526|DEPOSITS|2000|329975
4157|Interest receivable|3581|278918
4159|Security deposits|19098|278918
4158|Prepaid expenses|58158|278918
186|SECURITY DEPOSITS|5783|247999
4473|STATE FUND INSURANCE DEPOSIT|1024|286297
668|INVENTORY OF CAPS, JACKESTS, AND T-SHIRTS|1035|250185
3819|Deposits|170|275530
3833|Other assets|3727|275537
2962|Prepaid insurance|9641|273087
2797|BIBLES CATHOLIC / PROSTESTANT|2236|272852
2800|ATTACHE BAGS / COOKBOOKS|485|272852
2799|T-SHIRTS / MENS POLO SHIRTS|254|272852
2798|WATCHES MEN / WOMEN|4400|272852
2256|SEE LIST ATTACHED FOR PROMOTIONAL ITEMS DESCRIPTIO|32643|271396
2067|SECURITY DEPOSITS|10500|271081
823|RENTAL DEPOSITS|1996|254259
376|SECURITY DEPOSIT|4000|248680
6629|PREPAID EXPENSES|9799|304573
6630|PREPAID EXPENSES|15951|304573
1250|NONE|0|262632
1850|PREPAID INSURANCE|4350|270371
1058|PREPAID EXPENSES|265|261198
1059|SECURITY DEPOSIT|4059|261198
3767|Rent Security|713|275110
523|Amounts receivable from CCI settlement|220085|249002
178|Deposits|500|247981
1051|PROMOTIONAL INVENTORY|57663|261084
2221|20TH ANNIVERSAY DVD'S|1500|271288
2231|GRUENINGER TRAVEL AGENCY DEPOSIT|3000|271288
2230|KEG DEPOSIT (10 PRE-PAID KEG DEPOSITS)|850|271288
2229|WATCHES RECOGNITION AWARDS|3618|271288
2228|SWEATPANTS|3120|271288
2227|SHIRTS|2187|271288
2226|HATS|900|271288
2225|BIBLES FUNERAL TRIBUTES|2475|271288
2224|UMBRELLAS|420|271288
2223|COOKBOOKS|2240|271288
2222|LAPEL PINS|300|271288
22625|SECURITY DEPOSITS|1800|380155
5052|PREPAID EXPENSES|5201|297112
5053|SECURITY DEPOSIT - RENT|1675|297112
3038|PREPAID INSURANCE|1226|273161
3039|INTEREST RECEIVABLE|267|273161
1162|WORKER COMPENSATION DEPOSIT|93|261749
6337|RENT DEPOSIT|895|302959
12951|GUARANTY DEPOSITS|3373|337107
12953|OTHERS|11281|337107
12952|DEFERRED INTEREST|2588|337107
3268|Accrued Interest Income|34551|273624
3269|Prepaid Expense|14332|273624
2935|Prepaid Expenses|64010|273068
2937|Exchanges|105002|273068
2936|Deposits|25661|273068
975|PREPAID EXPENSES|488|259701
4945|none|0|295567
1076|Prepaid Payroll Taxes|30607|261354
3794|INTEREST RECEIVABLE|2441|275374
3796|DEPOSIT ON LEASE PROPERTY|387|275374
3795|PREPAID EXPENSES|1040|275374
1880|Prepaid Expenses|4748|270456
1881|UA Local 73 Building Corp.-Accum. subsidiary loss|-282235|270456
4243|Deposit - Workers' Comp|1000|281304
4955|DUE FROM AFFILIATE LABOR ORGANIZATION|164233|296003
4956|DUE FROM AFFILIATE TRUST FUND|13624|296003
2727|ACCRUED INVESTMENT INCOME|2697|272767
3359|SECURITY DEPOSITS|5800|273721
3148|WORKERS' COMPENSATION DEPOSIT|647|273358
1406|UTILITY DEPOSITS|300|267068
314|Deferred compensation plan|263792|248476
912|Prepaid expenses|3534|258549
915|Other miscellaneous receivable|830|258549
914|Stamps inventory|7520|258549
913|Security deposit|125|258549
4217|Security Deposit|650|280389
3763|NONE|0|274971
152|Workers Compensation deposit|15|247748
6603|Life Insurance, Rent Deposits, Property Taxes|7388|304261
964|Security Deposit|3856|259654
965|Prepaid Expenses|23387|259654
1240|PREPAID RENT EXPENSE|600|262527
740|INVENTORY FOR RESALE|2211|252254
683|ADVANCES ON BEHALF OF JOINT APPRENTICE COMMITTEE|35512|250935
687|DEPOSIT ON PURCHASE OF LAND|25000|250935
686|PREPAID LEASES|6180|250935
685|PREPAID INSURANCE|4899|250935
684|RECEIVABLE FROM INSURANCE COMPANY FOR FLOOD DAMAGE|544022|250935
1226|Prepaid Insurance|37490|262223
1231|Other Prepaids|16416|262223
1230|Benefits Insurance|156696|262223
1229|Local/District Central Ledger|452899|262223
1228|OPAC|72950|262223
1227|Clearing Account|6906|262223
4346|ADVANCE RECOVERABLE|199|282516
4347|RENT DEPOSIT|698|282516
128|UNION T-SHIRTS, SWEAT SHIRTS, ETC. FOR SALE AND|0|247494
129|FOR PROMOTIONAL GIVEAWAY (ESTIMATED)|22764|247494
156|SHIRTS FOR RESALE AND GIVEAWAY (ESTIMATED).|4275|247820
739|SHIRTS FOR RESALE AND GIVEAWAY (ESTIMATED).|4460|252253
2106|UTILITY DEPOSIT|1450|271137
2109|PATCHES, PINS, WATCHES, BUCKLES, ETC.|2256|271137
2108|SHIRTS,SWEATSHIRTS,HATS,CLOTHING, ETC.|4630|271137
2107|TRAVEL DEPOSIT|500|271137
6621|Advance for Conference|2500|304542
4994|RENT DEPOSIT|2000|296631
6301|Deposits|14209|302456
1105|PREPAID RENT|3488|261520
1108|SECURITY DEPOSIT|1950|261520
1107|PREPAID EXPENSES|30482|261520
1106|PREPAID INSURANCE|5619|261520
5034|RENTAL SECURITY DEPOSIT|2893|297081
5036|DUE FROM AFFILIATED FUNDS - FOR SHARED OFFICE EXP|16|297081
5035|DUE FROM OFFICER-REIMB. DISABILITY|464|297081
3081|Benefits and taxes paid|753|273191
3082|Rent deposits|2933|273191
3731|n/a|0|274753
3743|n/a|0|274753
3742|n/a|0|274753
3741|n/a|0|274753
3740|n/a|0|274753
3739|n/a|0|274753
3738|n/a|0|274753
3737|n/a|0|274753
3736|n/a|0|274753
3735|n/a|0|274753
3734|n/a|0|274753
3733|n/a|0|274753
3732|n/a|0|274753
2114|PREPAID INSURANCE|2064|271147
2220|Accrued Interest|2328|271283
2255|DEPOSITS|140000|271390
1413|NONE|0|267336
2717|Investment in Liberty Steamfitters Protective Assc|1125816|272756
4580|SECURITY DEPOSIT|2400|291586
1999|PREPAID EXPENSES|688|270985
13967|PREPAID RENT ON ACCOUNT|1450|343201
4350|PREPAID EXPENSES|3871|282693
1908|SECURITY DEPOSIT|740|270650
659|Over-remitted salary withheld|146|249976
560|Prepaid Expenses|101817|249290
3841|Inventory Assets - Stamps|38950|275551
3843|Other|500|275551
3842|Prepaaid Expenses|3594|275551
6291|Utility deposits|125|302396
4545|SECURITY DEPOSIT|979|290061
3489|PREPAID EXENSES|67069|273819
2128|Misc Witholding Rec|752|271158
2525|NONE|0|272093
458|NONE|0|248870
