OID|DESCRIPTION|AMOUNT|RPT_ID
1785|LEGAL DEFENSE FUND - HEMET PD|3971|261201
6477|DEFERRED REVENUE|35991|275545
6479|DUE TO BUILDIG CORP.|4000|275545
6478|CONTRACTOR/JOB TARGETING|43000|275545
1158|PAYROLL WITHHOLDING NOT YET REMITTED AT YEAR END|2266|251521
15651|Payroll Withholdings|9172|313830
19643|Security Deposits Received|2535|332211
19644|Accrued Vacation. Personal and Sick Time|195341|332211
7115|PAYROLL TAXES|1380|279408
5737|State Withholding Taxes-Commonwealth of Kentucky|1800|273782
3046|Payroll Taxes Payable|198|270050
820|STATE AND COUNTY WITHHOLDING|694|248888
5449|Payroll withholding|315|273560
8663|DUES DEDUCTIONS|32|298179
19286|ACCRUED SEVERENCE PAY|331516|330468
19288|UNION DUES PAYABLE|103005|330468
19287|ACCRUED VACATION PAY|37836|330468
5695|PAYROLL TAXES|2975|273761
5603|December 941|1665|273715
5606|Mo Division of Employment Security|118|273715
5605|Mo. Dept of Revenue|628|273715
5604|Fourth Quarter 940|53|273715
8664|EXCHANGE OF SETTLEMENT ACCOUNT|8006|298180
1653|RESERVE FOR MEDICAL CLAIMS|561420|259844
1651|ACCRUED PERSONNEL COSTS|470331|259844
1652|DEFERRED INCOME|122586|259844
1659|RETIREE MEDICAL ACCRUAL|26373553|259844
1658|VACATION AND SICK ACCRUAL|7573952|259844
1657|LSA EDUCATION LEAVE|47246|259844
1656|PSA EDUCATION LEAVE|65247|259844
1655|RESERVE FOR HEAT USA GRANTS|6304|259844
1654|DEFERRED RENTAL LIABILITY|874997|259844
8130|ACCRUED PAYROLL TAXES|2853|294147
1960|Payroll Taxes|6217|261744
1963|Credit Cards|4397|261744
1962|401K|300|261744
1961|Deducted Work Assements|289|261744
6851|Withheld payroll taxes|1458|277582
7053|VOLUNTARY CONTRUBUTIONS|108|278599
7047|FEDERAL 941 TAXES|2680|278599
7052|PERCAPITA TAXES UAW CAP COUNCILS|481|278599
7051|PERCAPITA TAXES INTERNATIONAL UNION|9946|278599
7050|MICHIGAN WHITHHOLDING TAXES|1561|278599
7049|MICHIGAN UNEMPLOYMENT TAXES|762|278599
7048|FEDERAL 940 TAXES|305|278599
3997|DUE TO LOCAL #1686|200068|271732
9920|PAYROLL WITHHOLDINGS|1911|299931
10529|Unremitted taxes|4552|302276
10530|Unremitted Union dues|663|302276
2989|PAYROLL WITHHOLDINGS/TAXES|2061|269788
523|Payroll tax payable|30945|248368
527|Accumulated postretirement benefit|12633594|248368
526|Accrued severance pay|3132298|248368
525|Objector's payable|4108|248368
524|Other payroll withholding|13883|248368
7629|Dell Computer|1677|286010
7631|HERE Pension Fund|78089|286010
7630|UNITED HERE Tip Campaign Committee|7071|286010
1904|PAYROLL TAX WITHHOLDING|4112|261716
13659|FEDERAL TAX WITHHELD|3308|311418
13662|PA  SUI|60|311418
13661|OTHER PAYROLL DEDUCTIONS|310|311418
13660|STATE AND LOCAL TAX WITHHELD|1079|311418
3618|EMPLOYEE WITHHELD TAXES|1465|271230
3619|ACCRUED EXPENSES|3183|271230
6635|STATE/CITY WITHHOLDING|1894|276154
6636|FUTA/MESC|214|276154
5077|Payroll Taxes|1901|273126
21636|PAYROLL TAXES|8141|336307
6228|Payroll Taxes Payable|2510|274746
5708|Due to American Express Company|2446|273766
5710|Florida Sales Tax Payable|25|273766
5709|Payroll Liabilities|9627|273766
3218|Real Estate Taxes Payable|9185|270639
4968|NONE|0|273057
6213|DUE TO COPA|540|274685
6215|DUE TO PRESIDENTS THRIFT SAVINGS PLAN|531|274685
6214|WITHHOLDING PAYABLES|2891|274685
4969|ACCRUED PAYROLL TAXES|395|273059
5626|Payroll Taxes Withheld|1872|273736
5625|CompBenefits Dental Plan-On Behalf of Affiliates|1735|273736
5628|Union offical insurance/benefits realated debt|12888|273736
5627|Officer salary and Stewards reimbursement Nov/Dec|2113|273736
3766|Payroll Liabilities|2367|271459
7392|Xerox copier payoff|10385|282453
7662|Accrued leave pay|1999|286493
7663|Accrued sick pay|3697|286493
10439|EMPLOYEE WITHHELD  FOR FORWARDING TO PERSONAL SVGS|160|302057
4877|PRTX's Payable|13870|273009
5866|Payroll Liabilities|3146|273846
3156|Wage Tax withheld|107|270421
3161|Officers Accrued Leave Payable|56201|270421
3160|Thrift Savings|1527|270421
3159|Payroll Liabilities|784|270421
3158|Federal Retirement Fund|784|270421
3157|State unemployment tax withheld|13|270421
18042|Federal taxes|2623|316200
18044|Michigan Unemployment|94|316200
18043|State of Mi|430|316200
66|Federal and State Unemployment Tax|371|241929
67|Federal and State Withholdings|763|241929
2999|PAYROLL TAXES PAYABLE|8439|269872
4693|Payroll Liabilities|2704|272804
2696|Taes paid in 2006|5447|268931
3299|NONE|0|270809
19240|Accrued Vacation/ Sick|142668|330079
19239|Accrued Rent|72296|330079
19243|Payroll Liabilities|16214|330079
19242|Accrued Expenses|396224|330079
19241|Accrued Wages|50479|330079
10770|PAYROLL TAXES|4644|303103
21806|SECURITY DEPOSITS|1064|337249
8576|Payroll Taxes|8663|297812
1115|NALC PER CAPITAL TAX NATIONAL|45937|250211
1116|NALC PER CAPITAL TAX NATIONAL|2410|250211
6649|Payroll Taxes|5436|276166
6651|Accrued Delegate Fund|23211|276166
6650|Employee Benefits|12259|276166
5545|Accrued and withheld payroll taxes|295|273650
7391|UNPAID PAYROLL TAXES|130|282442
2949|PAYROLL TAXES WITHHELD AND ACCRUED|2585|269735
2951|RENT RECEIVED IN ADVANCE|2615|269735
2950|SICK & ANNUAL LEAVE PAYABLE|47998|269735
7061|FWH|1543|278616
7064|FUTA|465|278616
7063|MED|167|278616
7062|FICA|714|278616
5061|SICK LEAVE BENEFITS PAYABLE|59636|273112
5064|PREPAID RENT|995|273112
5063|DAMAGE DEPOSITS|1600|273112
5062|WITHHELD PAYROLL DEDUCTIONS|90|273112
7480|Payroll Liabilities|4845|283548
3110|Delta Skymiles American Express Credit Card|2732|270348
3112|Employee Tax Withholdings|4106|270348
3111|Employer Payroll Taxes|1705|270348
2382|Due to MDA|101|266906
2381|Payroll Withholdings|3306|266906
4798|Federal withholding|2102|272896
4802|Employee flex savings account|1387|272896
4801|Optional life insurance|5367|272896
4800|Medicare withholding|418|272896
4799|Social Security withholding|1787|272896
19447|PAYROLL TAXES|3848|330704
19449|DUE TO MARK SOBEL|840|330704
19448|DUE TO MDA|228|330704
3298|NA|0|270808
3875|Employees FICA & Medicare taxes withheld|528|271637
3877|Employers Unemployment taxes, state and federal|325|271637
3876|Employers FICA & Medicare taxes|528|271637
5894|PAYROLL TAXES PAYABLE|6128|273864
5898|UNION DUES PAYABLE|115|273864
5897|INSURANCE PAYABLE|138|273864
5896|HEALTH BENIFITS PAYABLE|385|273864
5895|PENSION PAYABLE|1090|273864
5561|WITHHELD PAYROLL TAXES|4494|273657
5562|OTHER PAYROLL TAXES|1236|273657
7792|ACCRUED & WITHHELD PAYROLL TAXES & OTHER WITHHELD|3870|291420
8060|EMPLOYMENT TAXES PAYABLE|8188|293458
3176|SALARIES|6057|270448
3173|PAYROLL WITHOLDING|3345|270448
3175|REAL ESTATE TAXES|5093|270448
3174|TAXES (PAYROLL)|2237|270448
8716|PAYROLL lIABILITIES|13660|298460
3367|PER CAPITA TAXES - INTERNATIONAL|15767|271020
3361|FEDERAL INCOME TAXES|490|271020
3368|PER CAPITA TAXES - CAP COUNCIL|762|271020
3366|UNEMPLOYMENT TAXES, STATE|86|271020
3365|UNEMPLOYMENT TAXES, FEDERAL|38|271020
3364|STATE INCOME TAXES|381|271020
3363|FICA-EMPLOYER OASDI & HI|548|271020
3362|FICA-EMPLOYEE OASDI & HI|548|271020
51900|Mastercard|1288|433944
51906|Current Payroll Taxes Payable (Local #9333)|3690|433944
51905|Payroll Taxes (Local #9418)|6667|433944
51904|Payroll Taxes (Local # 9426)|1067|433944
51903|Payroll Taxes (Local #9407)|5175|433944
51902|County Bank Visa|1645|433944
51901|BOA Mastercard|2509|433944
4387|Payroll Taxes Payable|3249|272332
4388|Other Miscellaneous Payroll Withholdings|569|272332
19558|PAYROLL LIABILITIES|1655|331973
6512|withholdings|8378|275619
6517|Life Insurance Fund|412|275619
6516|Health & Welfare Fund|8934|275619
6515|Retirement Fund|2952|275619
6514|accrued leave and sick benefits|9013|275619
6513|scholarship fund|500|275619
6001|Payroll Liabilities|16850|273956
8310|ACCRUED PAYROLL TAXES|2988|296008
22058|INCOME TAX WITHHELD 7%|541|338045
22062|PAYROLL LIABILITIES|16696|338045
22061|ANNUAL SICKLEAVE LOSS|8665|338045
22060|VACATION ACCRUED|15295|338045
22059|MEMBERS REBATE PAYABLE|195|338045
3928|President's Leave balance|18574|271685
8256|IRS FORMS 941 2004 2nd QTR, 2003 2ND AND 4TH QTR|13438|295425
8257|Deffered expense -- 2004 advance to C.Clifton|1200|295425
19198|State Withholding|208|329689
19202|Retirement Payable|13792|329689
19201|FUTA|82|329689
19200|SUTA|72|329689
19199|City Withholding|375|329689
2039|Payroll liabilities|2126|262080
2040|Payroll taxes payable|5744|262080
2154|Payroll Liabilities|5810|263131
2155|Riess AL & SL|19758|263131
160|FEDERAL WITHHOLDING PAYROLL TAX|541|246842
167|DIRECT DEPOSIT WITHHOLDING|1000|246842
166|INSURANCE PAYROLL WITHHOLDING|182|246842
165|401(k) & Retirement Fund Contributions|373|246842
164|UNEMPLOYMENT PAYROLL TAX|468|246842
163|STATE OF MICHIGAN WITHHOLDING TAX|1067|246842
162|MEDICARE TAX|57|246842
161|FICA Withholding Tax|489|246842
293|COMPENSATRF ABSENCES PAYABLE|13105|247838
294|EMPLOYEE BENEFITS PAYABLE|85|247838
349|NONE|0|247989
275|PAYROLL LIABILITIES|7754|247744
367|PAYROLL TAX LIABILITIES|1772|247996
1512|401(K) PAYABLE|2985|258282
1514|PAYROLL TAXES WITHHELD|794|258282
1513|STEWARD BENEFITS WITHHELD|1643|258282
1412|PAYROLL TAXES E.D.D. AND I.R.S.|231|255416
229|ACCRUED EXPENSES|11442|247478
118|Payroll Taxes Due|1116|246230
288|PAYROLL LIABILITY|4707|247836
7357|PAYROLL TAXES|5508|281914
7359|BENEFITS PAYABLE|6831|281914
7358|UNION DUES|1128|281914
910|Payroll Libilities|36977|249148
912|Accured Sick Leave for Full Time Employees|5250|249148
911|Accured Annual Leave for Full Time Employees|10500|249148
3998|Payroll Withholding|1956|271733
3594|PER CAPITA DUES PAYABLE|30610|271183
3596|DUE TO SICK FUND|595|271183
3595|ACCRUED EXPENSES-AUDIT|7500|271183
2922|PAYROLL TAXES WITHHELD BUT NOT YET PAID|8569|269614
4375|VISA CARD PAYABLE|4147|272319
4376|BENEFIT WITHHOLDING LIABILTIES|3161|272319
1002|PAYROLL TAXES|7378|249417
6591|PAYROLL WITHHOLDING NOT REMITTED AT YEAR END|4767|275931
2201|Employee withholding payable|884|263787
6271|BRUSH GRAPHICS|550|274881
6272|MUSCULAR DYSTROPHY ASSOCIATION|1307|274881
3920|ACCRUED EXPENSES|10186|271675
3921|UNFUNDED DEFERRED EXPENSES|82159|271675
8293|FUTA|337|295879
8294|SUI|181|295879
2520|ACCRUED PAYROLL|6155|268278
2522|ACCRUED VACATION|8275|268278
2521|LIUNA PENSION|1286|268278
6999|PAYROLL TAXES|2468|278269
7003|RENTAL SECURITY DEPOSITS|1871|278269
7002|DUE TO OFFICER|315|278269
7001|OTHER WITHHOLDINGS|709|278269
7000|TAX WITHHOLDINGS|12266|278269
8030|ACCRUED PENSION|144362|293199
8032|ACCRUED PAYROLL TAXES|4701|293199
8031|ACCRUED PAYROLL|48612|293199
4300|PAYROLL WITHHOLDING NOT YET REMITTED AT YEAR END|150|272271
1105|Payroll taxes payable|7112|250026
1106|Payroll withholdings payable|25507|250026
5904|CAPITAL LEASE OBLIGATION|5892|273867
5905|ACCRUED LEAVE AND SICK PAY FOR OFFICERS|11743|273867
3961|NON PAYROLL TAX WITHHLDG WITHHELD BUT NOT REMITTED|2188|271713
5987|Payroll Taxes|5064|273935
6657|Income taxes payable, 2002 - 2005 Form 990T|40433|276169
6658|LIUNA Local Union an District Council Pension Fund|37508|276169
6662|Undisbursed payroll withholdings|5457|276169
6661|Income taxes payable, MO 1120 y/e 12-31-03 and 04|32428|276169
6660|Income taxes payable, Fed 1120 y/e 12-31-03 and 04|195755|276169
6659|United States Postal Service Pension Fund|8083|276169
6365|Payroll Taxes|5849|275145
7683|FICA & WITHHOLDING PAYABLE|3266|286729
7684|TEC & FUTA PAYABLE|153|286729
6757|PAYROLL TAXES WITHHELD AND ACCRUED|5803|276771
6758|UNION DUES WITHHELD|165|276771
7382|Share of Partnership Liabilities - Framingham|61912|282278
7383|Share of Partnership Liabilities - Lamplighter|22972|282278
4671|ACCRUED SALARIES|888942|272770
4679|DEATH CLAIMS LIABILITY|114122|272770
4678|PAYROLL WITHHOLDINGS|6714|272770
4677|ACCRUED PENSION COST|5913580|272770
4676|REAL ESTATE TAX ESCROW -C19|3498|272770
4675|ACCRUED HEALTH BENEFITS|15301571|272770
4674|DEFERRED PER CAPITA REVENUE|542889|272770
4673|ACCRUED VACATION|1057537|272770
4672|LOCAL UNION MONIES IN ESCROW|97218|272770
1875|Accrued salaries and vacation|1293865|261628
1880|Deferred compensation|455025|261628
1879|Deferred rent|5529|261628
1878|Membership dues received in advance|98431|261628
1877|Premiums payable to insurance underwriters|46601|261628
1876|Payable to chapters|245432|261628
5922|Federal Income tax withholdings - December 2005|2052|273874
5924|Federal Unemployment Tax - 2005|223|273874
5923|State Income tax withholdings -  December 2005|511|273874
4444|Federal payroll taxes|1056|272377
4445|State payroll taxes|748|272377
6672|FUTA|779|276399
6673|941 TAXES|4060|276399
6676|SALARIES|0|276399
6675|AFGE PER CAPITA|10667|276399
6674|STATE INCOME TAX|1471|276399
7110|PAYROLL TAXES|1860|279351
7111|ACCRUED VACATION AND SICK LEAVE|13531|279351
6326|Delta Denta & Colonial Disability|3699|275045
7598|Payroll taxes|254|285716
6484|PER CAPITA PAYABLE|25600|275552
6490|ACCRUED SALARIES|1987|275554
6491|ACCRUED VACATION|5477|275554
31027|PAYROLL LIABILITY|1161|366231
2033|UNION DUES PAYABLE|56|262063
2032|RENT PAYABLE|200|262063
2482|Pension Fund Payable C. Goldman|1338|267868
2489|Capital lease obligation|5487|267868
2488|WMC PCT payable|2351|267868
2487|Per Capita Payable|42310|267868
2486|Rebates payable|6166|267868
2485|Accrued salaries payable|2974|267868
2484|Accrued pension obligation current year|28460|267868
2483|Accrued vacation payable|12074|267868
8135|EMPLOYEE WITHHOLDINGS|25607|294279
5980|Payroll Withholdings|1083|273916
661|STATE INCOME TAX WITHHOLDING|894|248580
19538|Payroll taxes payable|1325|331801
19539|Balance due on improvements - window replacement|4700|331801
4389|ACCRUED PAYROLL TAXES|9247|272335
1295|PAYROLL WITHHOLDINGS|2883|252402
3692|Retirement Savings Withheld|66|271346
3700|City Income Tax Withheld|715|271346
3699|State Unemployment Tax|20|271346
3698|Federal Unemployment Tax|214|271346
3697|State Taxes Withheld|308|271346
3696|Federal Taxes|2157|271346
3695|School District Income Tax Withheld|55|271346
3694|Union Dues Withheld|63|271346
3693|Charitable Contributions Withheld|20|271346
2419|Payroll taxes payable|319|267200
923|Per capita taxes collected|17650|249229
4478|Deduction that exceed garnishment paid1/2006|80|272394
4480|TSP withheld paid to National Union 1/06|501|272394
4479|insurance withheld  owed to PDC paid 1/06|912|272394
1690|WITHHELD PAYROLL DEDUCTIONS|14165|260535
1691|DEFERRED AGENCY FEES|1804|260535
6993|FUI Payable|93|278267
6989|FICA Tax Payable|1841|278267
6992|City Withholding Payable|120|278267
6991|State Withholding Payable|609|278267
6990|Federal Withholding Payable|805|278267
6998|Accrued Interest Payable - National Office|48947|278267
6997|Accrued Pension Payable|3822|278267
6996|Accrued Salaries|7023|278267
6995|County Withholding Payable|60|278267
6994|SUI Payable|172|278267
1027|WITHHELD BENEFITS PAYABLE|2645|249527
6663|PAYROLL TAXES|1368|276170
1709|PAYROLL TAXES|2362|260900
5867|SEIU Retirement Payable|127267|273847
5871|Vacation Payable|703696|273847
5870|SEIU 121 Payable|6785|273847
5869|Per Capita Tax Payable|354022|273847
5868|Accrued Payroll|151088|273847
7831|accrued severance|77321|291797
7828|payroll taxes payable|5144|291797
7830|other payroll withholdings|2535|291797
7829|pension liability|2293|291797
2857|ACCRUED LEAVE|4918|269339
2858|ACCRUED PAYROLL|33854|269339
2713|4TH QTR FED PAYROLL TAX|1625|269012
2716|SECRETARY'S PENSION|180|269012
2715|STATE WITHHOLDING TAX|286|269012
2714|STATE QTRLY UNEMPLOYMENT|100|269012
3197|Payroll taxes and withholdings|7494|270472
412|Security Deposits|3000|248158
7186|STATE WITHHOLDING PAYABLE|541|280354
7506|State Unemployment Contributions|35|283562
8575|ACCRUED VACATION LIABILITY PAYABLE|19248|297810
422|VACATION WITHHOLDING|512|248174
424|CLIC WITHHOLDING|80|248174
423|WORK FEES WITHHOLDING|342|248174
7158|VACATION AND SICK TIME PAYABLE|33042|279747
8156|PAYROLL TAXES|15917|294400
6518|FUI/SUI Payable|1265|275621
7544|ACCRUED PAYROLL|14537|284107
7547|OTHER ACCRUED LIABILITIES|1425|284107
7546|RETIREE REBATE ACCOUNT|1814|284107
7545|ACCRUED REAL ESTATE TAXES|30922|284107
6499|Accrued Payroll & W/H Taxes|1438|275587
2446|Withheld Thrift Savings Plan Deposits|398|267459
7380|Per Capita Taxes|85659|282265
7381|Payroll Taxes and Withholdings|8908|282265
5437|D.A.R.E. LIABILITY|5809|273552
10673|PAYROLL TAXES PAYABLE|993|302662
10674|ACCRUED WAGES PAYABLE|12262|302662
19205|PAYROLL TAXES|3773|329692
19206|CAPITAL LEASE OBLIGATIONS|17536|329692
4823|Payroll withholding tax liabilities|691|272923
5482|PERMIT FEES DUE TO INTERNATIONAL UNION|128827|273614
5696|Federal Withheld|473|273762
5699|Federal Unemployment|14|273762
5698|State Unemployment|2|273762
5697|State Income Tax Withheld|258|273762
3163|SECURITY DEPOSIT (HELD IN BANK ACCOUNT FOR SAME $)|17478|270427
7516|PAYROLL TAX|2850|283585
6404|WITHHOLDING AND PAYROLL DEDUCTIONS|6113|275284
5040|KATRINA RELIEF FUND|5|273103
5042|PAYROLL LIABILITIES PAYABLE|5590|273103
5041|SCHEME CASE DEPOSITS|280|273103
7124|SECURITY DEPOSITS|9849|279427
4689|NONE|0|272784
5483|Payroll taxes payable|594|273617
1441|C.O.P.E. WITHHELD|163|256107
2433|Payroll withholdings payable|1347|267392
3637|Payroll Taxes Payable|2335|271263
1397|Security Deposits|2546|255032
1398|Deferred Income|2284|255032
8076|Payroll Taxes Payable|3741|293671
5792|ACCRUED COMPENSATION|258436|273813
5795|EMPLOYEE DUES AND 401K|25285|273813
5794|SECURITY DEPOSITS|7620|273813
5793|CAPITAL LEASE PAYABLE|39900|273813
2980|FED 941|1014|269775
2984|IA UNEMPLOYMENT TAX|91|269775
2983|ILLINOIS 941|98|269775
2982|IOWA 941|322|269775
2981|FED 940|43|269775
5884|Payroll Taxes Payable|25110|273859
5885|For Members for Disbursements on their Behalf|2389|273859
13679|DUE TO PP&E FUND|32016|311445
4985|PAYROLL TAXES|3262|273070
8675|Federal withholding payable|591|298183
8676|FICA payable|168|298183
10235|Federal Taxes Payable|9133|301277
10236|DC Taxes Payable|546|301277
21559|Payroll Tax Payable|373|336036
96|GMAC - Auto|15259|245604
4155|Due to AFSCME Connecticut Council No. 4|207743|272051
4157|Due to Chapters|681767|272051
4156|Due AFSCME International|102768|272051
5401|MISCELLANEOUS ACCRUED EXPENSES|2000|273470
5404|ACCRUED SEVERANCE|226000|273470
5403|ACCRUED VACATION|160000|273470
5402|ACCRUED PENSION|1172686|273470
7653|Accrued payroll & taxes|3040|286338
5801|LOCAL 257 FUNDS|18952|273818
5796|Flying Eagles - Settlement|100000|273814
10423|ACCRUED WAGES|559|301941
10425|PENSION CONTRIBUTION PAYABLE|100|301941
10424|PAYROLL TAXES WITHHELD AND ACCRUED|4677|301941
2753|DEFERRED 585 RETIREE INCOME|2543|269206
2754|PAYROLL LIABILITIES|882|269206
187|Accrued Taxes|6800|247085
189|Accrued Union Benefits|109032|247085
188|Accrued Compensation|121169|247085
6666|Payroll withholdings|1423|276172
18645|FEDERAL INCOME TAXES (941)|2533|324278
18651|PER CAPITA TAXES - CAP COUNCIL|1920|324278
18650|PER CAPITA TAXES - INTERNATIONAL|39704|324278
18649|UNEMPLOYMENT TAXES FORWARD|928|324278
18648|UNEMPLOYMENT TAXES FEDERAL|336|324278
18647|CITY INCOME TAXES|47|324278
18646|STATE INCOME TAXES FORWARD|312|324278
7201|PAYROLL TAXES|6746|280461
7779|ACCRUED PAYROLL|64637|291334
7781|PENSION PAYABLE|93295|291334
7780|ACCRUED VACATION & SICK COMPENSATION|530860|291334
1015|State Withholding|134|249522
7277|City of Lorain Income Taxes W/H|113|281526
7283|Union Dues Forwarded|194|281526
7282|Ohio School District Tax W/H|6|281526
7281|Ohio Bureau of Workers Comp Tax|1183|281526
7280|Ohio Dept of Job & Family Services|459|281526
7279|Ohio State Income Taxes W/H|768|281526
7278|Sheffield Vlg Income Taxes W/H|330|281526
5596|CASH HELD AS TRUSTEE|3393|273709
5598|POSTRETIREMENT BENEFIT OBLIGATION|1114226|273709
5597|ACCRUED SICK AND VACATION|917084|273709
18553|SEGURO SOCIAL A PAGAR|2861|322269
18556|RETIRO A PAGAR|60|322269
18557|COLCPE|152|322269
18555|INCOME TAX A PAGAR|1900|322269
18554|SINOT A PAGAR|99|322269
3182|SEP/IRA payable|35527|270455
867|Security Deposits|4975|248991
5770|PAYROLL WITHHOLDINGS|9334|273800
5771|REFUNDABLE DEPOSITS|110873|273800
8058|Accrued Payroll Taxes|2950|293455
8059|Accured Payroll|578|293455
10222|FICA Payable|3937|301253
10229|Accounts Payable|7117|301253
10228|Union Dues Withheld|1001|301253
10227|Special Withholdings|2490|301253
10226|Retirement Withheld|542|301253
10225|SUTA Payable|1321|301253
10224|FUTA Payable|1229|301253
10223|FIT Payable|15305|301253
3599|WITHHELD AND ACCRUED PAYROLL TAXES|663|271188
4438|ACCURED REAL ESTATE TAX|30000|272376
4436|ACCRUED SEVERANCE PAYABLE|1407138|272376
4437|ACCRUED VACATION|305691|272376
4443|ACCRUED HEALTHCARE REIMBURSEMENT ARRANGEMENT|124136|272376
4442|ACCURED EXPENSES|72869|272376
4441|PAYROLL WITHHOLDING PAYABLE|4912|272376
4440|DUE TO COPE|405435|272376
4439|DUE TO AFFILIATES|180716|272376
5548|SEVERANCE PAY|279960|273654
5758|STATE WITHHOLDING|464|273793
5759|PER CAPITA WITHHOLDING|29|273793
1144|Credit Card Payable|627|250934
1146|Unpaid Payroll Taxes|883|250934
1145|Payroll Taxes Withheld|2500|250934
4578|Deferred Revenue|28205|272611
7468|MI. State Tax, 4th. Qtr. deposit|342|283353
7471|FUTA  4th. Qtr. Tax deposit|34|283353
7470|State Unemployment, 4th. Qtr. Tax deposit|24|283353
7469|940, 4th. Qtr. Tax deposit|701|283353
1422|Accrued Expenses|30144|255797
1423|Payroll Taxes Payable|4582|255797
4868|FEDERAL TAXES WITHHELD|1065|273004
4872|STATE UNEMPLOYMENT TAX|2|273004
4871|STATE TAX WITHHELD|418|273004
4870|940 FUTA TAX|19|273004
4869|EMPLOYER MATCH/OASDI AND HI|440|273004
6188|ACCRUED VACATION|487943|274592
6203|DEFERRED LIFE INSURANCE|939|274592
6202|CHILD CARE BENEFIT PAYABLE|2292|274592
6201|MEDICAL CARE ASSISTANCE PAYABLE|3361|274592
6200|ACCRUED CONVENTION PAYABLE|289527|274592
6199|MISC PAYABLE|21477|274592
6198|EMPLOYEE POST RETIREMENT OBLIGATION|11576417|274592
6197|DEFERRED INCOME ORGANIZING PAYABLE|17052|274592
6196|CENTRAL LABOR BODIES PAYABLE|132|274592
6195|CHICAGO FED PAYABLE|19636|274592
6194|UNALLOCATED MEMBERSHIP FEES PAYABLE|151364|274592
6193|LOCAL UNION REBATES PAYABLE|55|274592
6192|DISASTER RELIEF PAYABLE|28966|274592
6191|SOLIDARITY PAYABLE|1228435|274592
6190|REAL ESTATE TAXES PAYABLE|25877|274592
6189|ACCRUED SEVERANCE|1810723|274592
19431|Due to Affiliates of Funds Collected|453871|330675
19432|Section 125 Flex Plan|1804|330675
19226|UNREMITTED DUES|382|330010
5418|PAYROLL LIABILITIES|853|273514
5419|CREDIT CARD LIABILITY|2361|273514
7409|CREDIT CARD PAYABLE|3102|282513
4153|ACCRUED PAYROLL AND EXPENSES|344231|272036
18558|VACATION/SEVERANCE ACCRUAL|13786|322313
7455|PAYROLL TAXES PAYABLE|2399|283321
7456|DC Public Schools- G. Parker Sal Reimb|24999|283321
1331|Employee payroll withholdings|2750|253277
7248|Accrued Payroll and Related Liabilities|1042899|281362
7249|Other Accrued Expenses|511189|281362
4580|941 taxes|1027|272613
4582|State of Ohio income taxes forward|431|272613
4581|Ohio Stat  unempoloyment taxes|128|272613
2644|Federal Unemployment Tax|161|268646
11564|ACCRUED AND WITHHELD PAYROLL TAXES|14110|306752
11569|ACCRUED BENEFITS|15900|306752
11568|PENSION FUND PAYABLE|25216|306752
11567|ADVANCE RENTAL PAYMENTS|300|306752
11566|ACCRUED PROPERTY TAXES|12085|306752
11565|ACCRUED SALARIES|23077|306752
263|Vacation Accrual|81711|247552
19003|STATE INCOME TAX WITHHOLDING PAYABLE|1111|327701
2266|PAYROLL TAXES/DUES WITHHELD|1702|265552
3602|Federal Unemployment Taxes - 2005|133|271206
3603|State of Michigan Unemployment Taxes - 4th Quarter|201|271206
1173|PAYROLL TAXES PAYABLE|3672|251921
