OID|INV_TYPE|NAME|AMOUNT|RPT_ID
240474|701|NORTHERN LIGHTS - LEADER TOTAL RETURN I|6296|600993
240475|705|Other Investments Total Cost||600993
240476|706|Other Investments Total Book Value||600993
241105|703|Marketable Securities Total Cost|955812|601817
241106|704|Marketable Securities Total BookValue|924816|601817
241107|701|Autailia Common 8.375%|106396|601817
241108|701|BMW Bank NA 2.1%|101589|601817
241109|701|BP CAP Markets|100007|601817
241110|701|Commonwealth Bank 1.9%|252492|601817
241111|701|Discover Bank 2.15%|101085|601817
241112|701|Goldman Sachs 5.25%|100732|601817
241113|701|Jeffries Group 3.875%|100216|601817
241114|701|Invesco Van Kampen|56890|601817
241115|705|Other Investments Total Cost|0|601817
241116|706|Other Investments Total Book Value|0|601817
238736|703|Marketable Securities Total Cost||598728
238737|704|Marketable Securities Total BookValue||598728
238738|705|Other Investments Total Cost||598728
238739|706|Other Investments Total Book Value||598728
242131|703|Marketable Securities Total Cost||603343
242132|704|Marketable Securities Total BookValue||603343
242133|705|Other Investments Total Cost|85000|603343
242134|706|Other Investments Total Book Value|50066|603343
251447|703|Marketable Securities Total Cost||612191
251448|704|Marketable Securities Total BookValue||612191
251449|705|Other Investments Total Cost||612191
251450|706|Other Investments Total Book Value||612191
255898|702|LOCAL 234 BUILDING CORP. |521884|614228
255895|704|Marketable Securities Total BookValue||614228
255896|705|Other Investments Total Cost|521884|614228
255897|706|Other Investments Total Book Value|521884|614228
255894|703|Marketable Securities Total Cost||614228
238781|703|Marketable Securities Total Cost|294385|598755
238782|704|Marketable Securities Total BookValue|294385|598755
238783|701|AMERICAN FDS - GRWTH FD OF AMERICA|41883|598755
238784|701|AMERICAN FDS - FUNDAMENTAL INVESTORS|64333|598755
238785|701|AMERICAN FDS - CAPITAL WORLD GTH & INCOME FUND|70981|598755
238786|701|AMERICAN FDS - CAPITAL INCOME BUILDER|58098|598755
238787|701|AMERICAN FDS -  INT'L GRTH & INC FD|25757|598755
238788|701|AMERICAN FDS - BALANCED CLASS A FUND|33333|598755
238789|705|Other Investments Total Cost||598755
238790|706|Other Investments Total Book Value||598755
247644|705|Other Investments Total Cost||610066
247642|703|Marketable Securities Total Cost||610066
247645|706|Other Investments Total Book Value||610066
247643|704|Marketable Securities Total BookValue||610066
237740|703|Marketable Securities Total Cost|613366|598375
237741|704|Marketable Securities Total BookValue|633153|598375
237742|701|ADVISORS DISCIPLINED TR 1287 FUND|37587|598375
237743|701|ADVISORS DISCIPLINED 1431 FUND|47775|598375
237744|701|BLACKROCK EQUITY FUND|42735|598375
237745|701|BLACKROCK GLOBAL FUND|66629|598375
237746|701|FRANKLIN RISING FUND|39536|598375
237747|701|FT 5083 DIVIDEND FUND|51483|598375
237748|701|GUGGENHEIM DEFINED 1057 FUND|44835|598375
237749|701|INVESCO UNIT TRS UNIT FUND|53843|598375
237750|701|LORD ABBET SHORT FUND|45226|598375
237751|701|4673 RICHARD BERNSTEIN FUND|39788|598375
237752|701|4728 HIGH DIVIDEND EQUITY FUND|46749|598375
237753|705|Other Investments Total Cost|0|598375
237754|706|Other Investments Total Book Value|0|598375
237755|702|N/A|0|598375
247937|703|Marketable Securities Total Cost|100597|610396
247938|704|Marketable Securities Total BookValue|92189|610396
247939|701|LORD ABBETT SHORT DURATION INCOME FUND CLASS C|46394|610396
247940|701|VIRTUS SENIOR FLOATING RATE FUND CLASS C|45795|610396
247941|705|Other Investments Total Cost||610396
247942|706|Other Investments Total Book Value||610396
247901|705|Other Investments Total Cost||610385
247902|706|Other Investments Total Book Value||610385
247899|704|Marketable Securities Total BookValue|781369|610385
247900|701|Vanguard Star Fund|781369|610385
247898|703|Marketable Securities Total Cost|781369|610385
246171|703|Marketable Securities Total Cost|0|609362
246172|704|Marketable Securities Total BookValue|0|609362
246173|705|Other Investments Total Cost|0|609362
246174|706|Other Investments Total Book Value|0|609362
235065|703|Marketable Securities Total Cost|250000|594698
235066|704|Marketable Securities Total BookValue|250000|594698
235067|701|MORGAN STANLEY CAP TR IV - 4,000 SHARES|100000|594698
235068|701|MORGAN STANLEY CAP TR VI - 4,000 SHARES|100000|594698
235069|701|COUNTRYWIDE FIN CAP V - 2,000 SHARES|50000|594698
235070|705|Other Investments Total Cost||594698
235071|706|Other Investments Total Book Value||594698
235478|703|Marketable Securities Total Cost||595588
235479|704|Marketable Securities Total BookValue||595588
235480|705|Other Investments Total Cost||595588
235481|706|Other Investments Total Book Value||595588
243668|703|Marketable Securities Total Cost||606910
243669|704|Marketable Securities Total BookValue||606910
243670|701|N/A|0|606910
243671|705|Other Investments Total Cost||606910
243672|706|Other Investments Total Book Value||606910
245109|703|Marketable Securities Total Cost|1000000|608643
245110|704|Marketable Securities Total BookValue|1000000|608643
245111|705|Other Investments Total Cost||608643
245112|706|Other Investments Total Book Value||608643
241766|701|MERRILL LYNCH SERVICE AWARD ACCOUNT|467410|602304
241764|704|Marketable Securities Total BookValue|989543|602304
241765|701|MERRILL LYNCH SPECIAL ACCOUNT|522133|602304
241767|705|Other Investments Total Cost||602304
241768|706|Other Investments Total Book Value||602304
241763|703|Marketable Securities Total Cost|989543|602304
236904|703|Marketable Securities Total Cost|1065181|597952
236905|704|Marketable Securities Total BookValue|1052925|597952
236906|701|Hartford Capital Appreciation|114568|597952
236907|701|Hartford Capital Appreciation II|54170|597952
236908|701|Hartford Dividend Appreciation|55380|597952
236909|701|INV MS Stocks for 2018|147334|597952
236910|701|FT GLB Div Ldr 3rd Qtr 2014|88524|597952
236911|701|FT Euro Deep Value|87329|597952
236912|701|FT Sab Fwd Looking Value|103897|597952
236913|705|Other Investments Total Cost||597952
236914|706|Other Investments Total Book Value||597952
257891|704|Marketable Securities Total BookValue|0|614742
257892|705|Other Investments Total Cost|0|614742
257893|706|Other Investments Total Book Value|0|614742
257890|703|Marketable Securities Total Cost|0|614742
246281|703|Marketable Securities Total Cost|0|609405
246282|704|Marketable Securities Total BookValue|0|609405
246283|705|Other Investments Total Cost|0|609405
246284|706|Other Investments Total Book Value|0|609405
243559|703|Marketable Securities Total Cost|0|606701
243560|704|Marketable Securities Total BookValue|0|606701
243561|705|Other Investments Total Cost|0|606701
243562|706|Other Investments Total Book Value|0|606701
253871|703|Marketable Securities Total Cost|379380|613259
253873|701|Union Bank & Trust CD|352290|613259
253874|701|Share Point Credit Union Money Market Fund|27085|613259
253875|705|Other Investments Total Cost|23800|613259
253876|706|Other Investments Total Book Value|23800|613259
253877|702|Minneapolis Labor Temple Association Stock|23750|613259
253872|704|Marketable Securities Total BookValue|379380|613259
249025|703|Marketable Securities Total Cost||610930
249026|704|Marketable Securities Total BookValue||610930
249027|705|Other Investments Total Cost||610930
249028|706|Other Investments Total Book Value||610930
241574|703|Marketable Securities Total Cost||602133
241575|704|Marketable Securities Total BookValue|36253|602133
241576|701|482.193 P R E S Class A|10637|602133
241577|701|129.791 PCAF|7137|602133
241579|701|179.151 American Funds Short term Bond|5345|602133
241580|705|Other Investments Total Cost||602133
241581|706|Other Investments Total Book Value||602133
241578|701|579.395|6354|602133
240558|703|Marketable Securities Total Cost|22574410|601129
240559|704|Marketable Securities Total BookValue|22574410|601129
240560|701|LORD ABBETT SHORT DURATION INCOME FUND A|3048842|601129
240561|701|PIMCO MODERATE DURATION FUND|2949516|601129
240562|701|METROPOLITAN WEST INTERMEDIATE BOND FUND|3854818|601129
240563|701|BAIRD INTERMEDIATE BOND FUND|1225795|601129
240564|705|Other Investments Total Cost||601129
240565|706|Other Investments Total Book Value||601129
244693|704|Marketable Securities Total BookValue||608370
244692|703|Marketable Securities Total Cost||608370
244694|705|Other Investments Total Cost||608370
244695|706|Other Investments Total Book Value||608370
242857|703|Marketable Securities Total Cost||605581
242858|704|Marketable Securities Total BookValue||605581
242859|705|Other Investments Total Cost||605581
242860|706|Other Investments Total Book Value||605581
249506|703|Marketable Securities Total Cost|1330739|611311
249507|704|Marketable Securities Total BookValue|1357101|611311
249508|701|Principal Government & High|305961|611311
249509|701|Principal Flexible Income|389486|611311
249510|701|Principal Short-Term Income|246688|611311
249511|701|Principal Income Fund Class A|145946|611311
249512|705|Other Investments Total Cost||611311
249513|706|Other Investments Total Book Value||611311
244485|703|Marketable Securities Total Cost||607991
244486|704|Marketable Securities Total BookValue||607991
244487|705|Other Investments Total Cost||607991
244488|706|Other Investments Total Book Value||607991
238727|703|Marketable Securities Total Cost|7218306|598724
238728|704|Marketable Securities Total BookValue|7143361|598724
238729|705|Other Investments Total Cost|122936|598724
238730|706|Other Investments Total Book Value|551374|598724
238731|702|Investment in UFCW Local 1776 Limited Partnership|551374|598724
259960|703|Marketable Securities Total Cost|0|620265
259961|704|Marketable Securities Total BookValue|0|620265
259962|705|Other Investments Total Cost|0|620265
259963|706|Other Investments Total Book Value|0|620265
258965|703|Marketable Securities Total Cost|60097|615574
258966|704|Marketable Securities Total BookValue|62254|615574
258967|701|PIMCO FUNDS PAC INVT MGT TOTAL RETURN FUND|32357|615574
258968|701|PIMCO FUNDS PAC INVT MGM LOW DURATION FUND|5152|615574
258969|705|Other Investments Total Cost||615574
258970|706|Other Investments Total Book Value||615574
252513|703|Marketable Securities Total Cost||612625
252514|704|Marketable Securities Total BookValue||612625
252515|705|Other Investments Total Cost||612625
252516|706|Other Investments Total Book Value||612625
259599|705|Other Investments Total Cost|12482|618816
259595|704|Marketable Securities Total BookValue|15000|618816
259596|701|Core Cash|4674|618816
259597|701|Interbond Fund|3564|618816
259598|701|Value Fund|6762|618816
259600|706|Other Investments Total Book Value|15000|618816
259594|703|Marketable Securities Total Cost|12482|618816
242253|703|Marketable Securities Total Cost||604174
242254|704|Marketable Securities Total BookValue|2210|604174
242256|705|Other Investments Total Cost||604174
242257|706|Other Investments Total Book Value||604174
242255|701|Ullico|2210|604174
252599|704|Marketable Securities Total BookValue||612656
252598|703|Marketable Securities Total Cost||612656
252600|705|Other Investments Total Cost||612656
252601|706|Other Investments Total Book Value||612656
244725|703|Marketable Securities Total Cost|0|608410
244726|704|Marketable Securities Total BookValue|0|608410
244727|705|Other Investments Total Cost|0|608410
244728|706|Other Investments Total Book Value|0|608410
253808|703|Marketable Securities Total Cost|410684|613238
253809|704|Marketable Securities Total BookValue|401673|613238
253810|701|AMERN US GOVT SECS FUND CL A|86776|613238
253811|701|BOND FUND OF AMERICA|88107|613238
253812|701|GROWTH FUND OF AMERICA|71806|613238
253813|701|INTER BOND FD OF AMERICA|87729|613238
253814|701|INVESTMENT CO OF AMERICA|67255|613238
253815|705|Other Investments Total Cost||613238
253816|706|Other Investments Total Book Value||613238
256737|703|Marketable Securities Total Cost|0|614470
256738|704|Marketable Securities Total BookValue|0|614470
256739|705|Other Investments Total Cost|0|614470
256740|706|Other Investments Total Book Value|0|614470
255117|704|Marketable Securities Total BookValue||613928
255116|703|Marketable Securities Total Cost|0|613928
255118|705|Other Investments Total Cost|0|613928
255119|706|Other Investments Total Book Value||613928
256273|701|FRANKLIN INCOME FUND|282817|614314
256269|703|Marketable Securities Total Cost|937458|614314
256274|701|POWERSHARES|49678|614314
256275|701|SX5E STEPUP|48351|614314
256276|705|Other Investments Total Cost||614314
256277|706|Other Investments Total Book Value||614314
256270|704|Marketable Securities Total BookValue|937458|614314
256271|701|AMERICAN FUNDS|173785|614314
256272|701|BLACKROCK GLOBAL|105820|614314
249922|703|Marketable Securities Total Cost||611462
249923|704|Marketable Securities Total BookValue||611462
249924|705|Other Investments Total Cost||611462
249925|706|Other Investments Total Book Value||611462
252466|703|Marketable Securities Total Cost||612608
252467|704|Marketable Securities Total BookValue||612608
252468|705|Other Investments Total Cost|68978|612608
252469|706|Other Investments Total Book Value|68978|612608
250417|703|Marketable Securities Total Cost||611682
250418|704|Marketable Securities Total BookValue||611682
250419|705|Other Investments Total Cost||611682
250420|706|Other Investments Total Book Value||611682
247739|703|Marketable Securities Total Cost||610198
247740|704|Marketable Securities Total BookValue||610198
247741|705|Other Investments Total Cost||610198
247742|706|Other Investments Total Book Value||610198
253774|703|Marketable Securities Total Cost|0|613207
253775|704|Marketable Securities Total BookValue|0|613207
253776|705|Other Investments Total Cost|0|613207
253777|706|Other Investments Total Book Value|0|613207
251288|703|Marketable Securities Total Cost|0|612105
251289|704|Marketable Securities Total BookValue|0|612105
251290|705|Other Investments Total Cost|0|612105
251291|706|Other Investments Total Book Value|0|612105
243544|701|Franklin Flex Cap Growth|68301|606601
243541|703|Marketable Securities Total Cost|362600|606601
243545|701|Franklin Income|30308|606601
243546|701|Franklin Rising Dividend|103841|606601
243547|701|Franklin Strategic Income|30613|606601
243548|701|Mutual Global Discovery|32644|606601
243549|701|Tepleton Global Bond|30112|606601
243550|705|Other Investments Total Cost||606601
243551|706|Other Investments Total Book Value||606601
243542|704|Marketable Securities Total BookValue|362600|606601
243543|701|Franklin Balance Sheet|66781|606601
249304|701|N/A|0|611192
249303|704|Marketable Securities Total BookValue|0|611192
249305|705|Other Investments Total Cost|0|611192
249306|706|Other Investments Total Book Value|0|611192
249307|702|N/A|0|611192
249302|703|Marketable Securities Total Cost|0|611192
250133|703|Marketable Securities Total Cost|4575|611579
250134|704|Marketable Securities Total BookValue|4575|611579
250135|705|Other Investments Total Cost||611579
250136|706|Other Investments Total Book Value||611579
235472|703|Marketable Securities Total Cost|0|595585
235473|704|Marketable Securities Total BookValue|0|595585
235474|701|NONE|0|595585
235475|705|Other Investments Total Cost|0|595585
235476|706|Other Investments Total Book Value|0|595585
235477|702|NONE|0|595585
257573|703|Marketable Securities Total Cost|140000|614666
257574|704|Marketable Securities Total BookValue|151264|614666
257575|701|2018 CD|112430|614666
257576|701|2017 CD|38834|614666
257577|705|Other Investments Total Cost||614666
257578|706|Other Investments Total Book Value||614666
259670|703|Marketable Securities Total Cost|63072|618908
259671|704|Marketable Securities Total BookValue|63072|618908
259672|701|Fairholme-Mutual Fund|6959|618908
259673|701|Royal Alliance-Mutual Fund|45984|618908
259674|705|Other Investments Total Cost||618908
259675|706|Other Investments Total Book Value||618908
250405|703|Marketable Securities Total Cost|29790|611674
250406|704|Marketable Securities Total BookValue|31347|611674
250407|701|BARCLAYS BK PLC ADR PFD SHS 3|10387|611674
250408|701|BANK OF AMERICA CORP 6.204% D|10332|611674
250409|701|STATE STREET CORP PFD SERIES E|10628|611674
250410|705|Other Investments Total Cost||611674
250411|706|Other Investments Total Book Value||611674
256358|703|Marketable Securities Total Cost||614345
256359|704|Marketable Securities Total BookValue||614345
256360|705|Other Investments Total Cost||614345
256361|706|Other Investments Total Book Value||614345
245373|703|Marketable Securities Total Cost|0|608908
245374|704|Marketable Securities Total BookValue|0|608908
245375|701|N/A|0|608908
245376|705|Other Investments Total Cost|0|608908
245377|706|Other Investments Total Book Value|0|608908
245378|702|N/A|0|608908
257563|703|Marketable Securities Total Cost|0|614664
257564|704|Marketable Securities Total BookValue|0|614664
257565|705|Other Investments Total Cost|0|614664
257566|706|Other Investments Total Book Value|0|614664
257567|702|None|0|614664
243586|705|Other Investments Total Cost|70000|606742
243584|703|Marketable Securities Total Cost||606742
243587|706|Other Investments Total Book Value|84040|606742
243588|702|Certificate of Deposit|84040|606742
243585|704|Marketable Securities Total BookValue||606742
258549|703|Marketable Securities Total Cost||615140
258550|704|Marketable Securities Total BookValue||615140
258551|705|Other Investments Total Cost||615140
258552|706|Other Investments Total Book Value||615140
242208|703|Marketable Securities Total Cost|0|603804
242209|704|Marketable Securities Total BookValue|0|603804
242210|705|Other Investments Total Cost|0|603804
242211|706|Other Investments Total Book Value|0|603804
252487|703|Marketable Securities Total Cost||612616
252488|704|Marketable Securities Total BookValue||612616
252489|705|Other Investments Total Cost|90|612616
252490|706|Other Investments Total Book Value|90|612616
235021|703|Marketable Securities Total Cost||594674
235022|704|Marketable Securities Total BookValue||594674
235023|705|Other Investments Total Cost|850000|594674
235024|706|Other Investments Total Book Value|850000|594674
235025|702|36.56% OWNERSHIP IN BUILDING CORPORATION|850000|594674
245162|703|Marketable Securities Total Cost||608673
245163|704|Marketable Securities Total BookValue||608673
245164|705|Other Investments Total Cost||608673
245165|706|Other Investments Total Book Value|-113098|608673
245166|702|NALC Building Corp, negatve retained earnings|-113098|608673
243688|703|Marketable Securities Total Cost|0|606968
243689|704|Marketable Securities Total BookValue|0|606968
243690|705|Other Investments Total Cost|0|606968
243691|706|Other Investments Total Book Value|0|606968
249902|703|Marketable Securities Total Cost||611449
249903|704|Marketable Securities Total BookValue||611449
249904|705|Other Investments Total Cost||611449
249905|706|Other Investments Total Book Value||611449
266734|703|Marketable Securities Total Cost||629161
266735|704|Marketable Securities Total BookValue||629161
266736|705|Other Investments Total Cost||629161
266737|706|Other Investments Total Book Value||629161
259530|703|Marketable Securities Total Cost|143445|618397
259531|704|Marketable Securities Total BookValue|136819|618397
259532|701|Matrix|136819|618397
259533|705|Other Investments Total Cost||618397
259534|706|Other Investments Total Book Value||618397
244136|703|Marketable Securities Total Cost||607672
244137|704|Marketable Securities Total BookValue||607672
244138|705|Other Investments Total Cost||607672
244139|706|Other Investments Total Book Value||607672
253866|703|Marketable Securities Total Cost||613258
253867|704|Marketable Securities Total BookValue||613258
253868|705|Other Investments Total Cost|342467|613258
253869|706|Other Investments Total Book Value|342467|613258
253870|702|3062 NW 60th Ave., Ft. Lauderdale, FL 33313 |342467|613258
245816|703|Marketable Securities Total Cost||609179
245817|704|Marketable Securities Total BookValue||609179
245818|705|Other Investments Total Cost|0|609179
245819|706|Other Investments Total Book Value||609179
251770|703|Marketable Securities Total Cost|1378543|612331
251771|704|Marketable Securities Total BookValue|1378543|612331
251772|701|BB&T Corporation|29741|612331
251773|701|Barclays Bank|118000|612331
251774|701|AMEX Centurion|80000|612331
251775|701|Salle Mae BK|136000|612331
251776|701|GE CAP|245000|612331
251777|701|Discover BK Greenwood|190000|612331
251778|701|Synchony Draper|200000|612331
251779|701|FPL Group Capital Trust|41667|612331
251780|701|General Electric CAP|26088|612331
251781|701|PPL Capital Funding|51380|612331
251782|701|Assured Guarnty MUNI Holdings|18598|612331
251783|705|Other Investments Total Cost|44135369|612331
251784|706|Other Investments Total Book Value|44135369|612331
251785|702|Tropical Letter Carriers Holding Corporation|44135369|612331
255644|703|Marketable Securities Total Cost||614149
255645|704|Marketable Securities Total BookValue||614149
255646|705|Other Investments Total Cost||614149
255647|706|Other Investments Total Book Value||614149
250225|706|Other Investments Total Book Value|4088|611606
250226|702|Real Property - 1840 Alice Avenue, WPB, FL 33406|4088|611606
250223|704|Marketable Securities Total BookValue||611606
250224|705|Other Investments Total Cost|4088|611606
250222|703|Marketable Securities Total Cost||611606
259746|703|Marketable Securities Total Cost||619104
259747|704|Marketable Securities Total BookValue||619104
259748|705|Other Investments Total Cost||619104
259749|706|Other Investments Total Book Value||619104
258811|703|Marketable Securities Total Cost||615311
258812|704|Marketable Securities Total BookValue||615311
258813|705|Other Investments Total Cost||615311
258814|706|Other Investments Total Book Value||615311
252885|706|Other Investments Total Book Value|357946|612821
252882|703|Marketable Securities Total Cost||612821
252886|702|Building Investment - U, Inc|357946|612821
252883|704|Marketable Securities Total BookValue||612821
252884|705|Other Investments Total Cost|357946|612821
252145|703|Marketable Securities Total Cost||612486
252146|704|Marketable Securities Total BookValue||612486
252147|705|Other Investments Total Cost||612486
252148|706|Other Investments Total Book Value||612486
259290|703|Marketable Securities Total Cost|0|617952
259291|704|Marketable Securities Total BookValue|0|617952
259292|705|Other Investments Total Cost|0|617952
259293|706|Other Investments Total Book Value|0|617952
248775|703|Marketable Securities Total Cost||610813
248776|704|Marketable Securities Total BookValue|209069|610813
248777|701|Franklin US Gov't Securities Fund Class A|55797|610813
248778|701|Franklin Floating Rate Daily Access Fund Class A|61308|610813
248779|701|Franklin Templeton Global Bond Fund Class A|46225|610813
248780|701|Franklin Strategic Income Fund Class|45739|610813
248781|705|Other Investments Total Cost||610813
248782|706|Other Investments Total Book Value||610813
244093|706|Other Investments Total Book Value|1611886|607633
244091|704|Marketable Securities Total BookValue||607633
244092|705|Other Investments Total Cost|1611886|607633
244094|702|Genworth Life|408597|607633
244095|702|Jackson National Life Insurance Company|179977|607633
244096|702|Wells Fargo|1023312|607633
244090|703|Marketable Securities Total Cost||607633
252324|703|Marketable Securities Total Cost||612557
252325|704|Marketable Securities Total BookValue||612557
252326|705|Other Investments Total Cost||612557
252327|706|Other Investments Total Book Value||612557
246856|703|Marketable Securities Total Cost|0|609650
246857|704|Marketable Securities Total BookValue|0|609650
246858|705|Other Investments Total Cost|0|609650
246859|706|Other Investments Total Book Value|0|609650
253878|703|Marketable Securities Total Cost|0|613268
253879|704|Marketable Securities Total BookValue|0|613268
253880|705|Other Investments Total Cost|0|613268
253881|706|Other Investments Total Book Value|0|613268
250510|701|N/A|0|611761
250508|703|Marketable Securities Total Cost||611761
250509|704|Marketable Securities Total BookValue||611761
250511|705|Other Investments Total Cost||611761
250512|706|Other Investments Total Book Value||611761
250513|702|N/A|0|611761
243261|703|Marketable Securities Total Cost|69038|606149
243262|704|Marketable Securities Total BookValue|69038|606149
243263|701|Morgan Stanley U.S.Trust A|26810|606149
243264|701|Morgan Stanley Pioneer Strategic Income B|42228|606149
243265|705|Other Investments Total Cost||606149
243266|706|Other Investments Total Book Value||606149
245105|703|Marketable Securities Total Cost||608642
245106|704|Marketable Securities Total BookValue||608642
245107|705|Other Investments Total Cost||608642
245108|706|Other Investments Total Book Value||608642
244414|703|Marketable Securities Total Cost||607886
244415|704|Marketable Securities Total BookValue||607886
244416|705|Other Investments Total Cost||607886
244417|706|Other Investments Total Book Value||607886
244149|703|Marketable Securities Total Cost||607693
244150|704|Marketable Securities Total BookValue||607693
244151|705|Other Investments Total Cost||607693
244152|706|Other Investments Total Book Value||607693
254270|703|Marketable Securities Total Cost||613523
254271|704|Marketable Securities Total BookValue||613523
254272|705|Other Investments Total Cost||613523
254273|706|Other Investments Total Book Value||613523
254801|703|Marketable Securities Total Cost|0|613793
254802|704|Marketable Securities Total BookValue|0|613793
254803|701|N/A|0|613793
254804|701|N/A|0|613793
254805|701|N/A|0|613793
254806|701|N/A|0|613793
254807|701|N/A|0|613793
254808|701|N/A|0|613793
254809|701|N/A|0|613793
254810|701|N/A|0|613793
254811|701|N/A|0|613793
254812|701|N/A|0|613793
254813|701|N/A|0|613793
254814|701|N/A|0|613793
254815|701|N/A|0|613793
254816|701|N/A|0|613793
254817|701|N/A|0|613793
254818|705|Other Investments Total Cost|0|613793
254819|706|Other Investments Total Book Value|0|613793
254820|702|N/A|0|613793
254821|702|N/A|0|613793
254822|702|N/A|0|613793
254823|702|N/A|0|613793
254824|702|N/A|0|613793
254825|702|N/A|0|613793
254826|702|N/A|0|613793
254827|702|N/A|0|613793
254828|702|N/A|0|613793
254829|702|N/A|0|613793
254830|702|N/A|0|613793
254831|702|N/A|0|613793
254832|702|N/A|0|613793
254833|702|N/A|0|613793
254834|702|N/A|0|613793
269950|703|Marketable Securities Total Cost||635001
269951|704|Marketable Securities Total BookValue||635001
269952|705|Other Investments Total Cost||635001
269953|706|Other Investments Total Book Value||635001
259021|703|Marketable Securities Total Cost|25013|615627
259022|704|Marketable Securities Total BookValue|25013|615627
259023|701|AMALGAMATED BANK|25013|615627
259024|705|Other Investments Total Cost||615627
259025|706|Other Investments Total Book Value||615627
258654|703|Marketable Securities Total Cost|0|615206
