OID|DESCRIPTION|AMOUNT|RPT_ID
122195|Employee Share OASDI and HI forward|118|663557
122194|Employer Share OASDI and HI forward|118|663557
122193|Quarterly Federal Unemployment|22|663557
122192|Quarterly City Taxes|12|663557
122191|Quarterly School Taxes|2|663557
122190|Quarterly State Unemployment|33|663557
122189|Quarterly State taxes|181|663557
125993|PREPAID DUES|0|671952
119798|PAYROLL TAXES WITHHELD NOT REMITTED AT YEAR END|1959|655753
124203|PAYROLL LIABILITIES|767|669059
119326|Due to SSOBA Welfare Fund|184961|653386
123860|Payroll withholdings|249|668530
122163|NONE|0|663370
121505|DUE TO NATIONAL|84608|658643
121506|DUE TO CWA 1109 PENSION FUND|2003|658643
119781|Accrued Payroll Taxes|5164|655719
118842|FUNDS COLLECTED ON BEHALF OF AFFILIATES, BUT NOT|0|648884
118843|YET DISBURSED BY THE END OF THE REPORTING PERIOD.|22|648884
126005|Due to affiliates|196123|671962
122034|Delaware State Withholding|488|662098
122032|Form 941 (Federal and FICA Withholding)|966|662098
122033|Form 940 (Federal Unemployment)|289|662098
122036|Delaware Unemployment Compensation Fund (DUCF)|29|662098
122035|Delaware Training Fund (DETF)|52|662098
126588|Payroll Taxes Paid and Forwarded|472|674557
124352|FEDERAL INCOME TAX 941|306|669311
124358|UNEMPLOYMENT STATE TAX|164|669311
124357|UNEMPLOYMENT 940|306|669311
124356|FICA 941|189|669311
124355|CITY TAX|92|669311
124354|STATE TAX|75|669311
124353|FICA|189|669311
121609|Accrued Payroll and Liabilities|3283|658924
121610|Credit Card|1434|658924
128849|ACCRUED PERSONNEL COSTS|813922|685517
128859|DEFERRED RENTAL LIABILITY|507356|685517
128858|SECURITY DEPOSITS|38805|685517
128857|ACCRUED PENSIONS|249400917|685517
128856|RETIREE MEDICAL ACCRUAL|294105721|685517
128855|VACATION AND SICK ACCRUAL|12279459|685517
128854|LSA EDUCATION LEAVE|165329|685517
128853|DEFERRED COMPENSATION - 457B|1150412|685517
128852|DEFERRED RENTAL INCOME|28486|685517
128851|RESERVE FOR MEDICAL CLAIMS|792000|685517
128850|DEFERRED INCOME|533072|685517
121710|Payroll Withholdings|14443|659100
121712|Assessment Payable - RMELC|19|659100
121711|Credit Cards Payable|695|659100
122814|Payroll Withholdings|2684|666148
120580|Accrued Vacation|581270|656517
120585|Other Withholdings|57818|656517
120584|Post Retirement Costs Payable|55248442|656517
120583|Severance Payable|2446315|656517
120582|Fair Share Objectors Payable|586|656517
120581|Deferred Income|51764|656517
126978|Payroll Liabilities|242|678862
121407|Accrued payroll taxes|2330|658298
125568|Payroll Liabilities|1367|671128
125160|ACCRUED AND WITHHELD TAXES|10159|670635
122150|Payroll Withholding Taxes|291|663240
122153|Accrued Payroll Taxes|126|663240
122152|Employee Vacation Pay and Union Dues Withheld|960|663240
122151|Accrued Fringe Benefits Payable|5440|663240
125979|Payroll taxes|8579|671923
125980|Credit Card|5086|671923
121952|Payroll Taxes Payable|1058|661254
127166|CREDIT CARD LIABILITIES|226|679788
127167|SALES TAX PAYABLE|33|679788
121950|REAL ESTATE TAX 2017|12000|661205
121881|WITHOLDING PAYABLES|5146|660096
126344|PAYROLL TAXES PAYABLE|935|672551
126345|UNION DUES PAYABLE|63|672551
124665|ACCRUED LEAVE PAYABLE|8057|669784
124666|ACCRUED SICK PAYABLE|3219|669784
122161|Funds Held for the Benefit of Others - ML Scholars|29351|663332
125930|PR TAXES PAYABLE|336|671841
124367|Officers accrued leave payable|147260|669316
124366|Payroll liabilities|2162|669316
124369|Due to scholarship fund|758|669316
124368|Pass through arbitration award|8136|669316
125927|Payroll Liabilities|2820|671836
125928|Vacation and Sick Payable|22192|671836
119161|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|759|650450
126476|PAYROLL TAX WITHHOLDING|6304|673199
126478|CREDIT CARD|2953|673199
126477|SECURITY DEPOSIT|1495|673199
126780|American Express Payable|2470|676376
126782|Retirement W/H Liability Payable|498|676376
126781|Payroll Taxes Payable|281|676376
122580|ACCRUED PAYROLL TAXES AND WITHHOLDINGS|2616|665396
123750|PAYROLL LIABILITIES|5375|668389
121251|International Union UAW|167539|657660
121257|State Unemployment Taxes|397|657660
121256|Federal Unemployment Taxes|58|657660
121255|Illinois Income Taxes|169|657660
121254|FICA Taxes|750|657660
121253|Region 4 IPS Council|2601|657660
121252|Illinois State CAP Council|22301|657660
124780|None|0|669915
125578|Payroll Liabilities|6373|671148
123460|UNCLAIMED FUNDS|1777|667716
122488|SECURITY DEPOSIT|4564|664986
122489|PAYROLL TAXES PAYABLE|12364|664986
119533|PAYROLL TAXES AND WITHHOLDINGS|2358|654682
123023|Payroll/COLCPE/TSP Payable|16|666583
122215|FEDERAL WITHHOLDING PAYABLE|1783|663719
122218|STATE WITHHOLDING PAYABLE|482|663719
122217|SOCIAL SECURITY PAYABLE|2191|663719
122216|MEDICARE PAYABLE|512|663719
122977|Rent Deposit |1400|666538
122979|Accrued Delegate Fund |13489|666538
122978|Payroll Liabilities |9110|666538
124165|Accrued and withheld payroll taxes|3191|669017
129580|Payroll withholdings|13680|690343
129581|MDA|1323|690343
123542|PAYROLL TAXES WITHHELD AND ACCRUED|945|667858
123544|RENT REC'D IN ADVANCE|5983|667858
123543|SICK AND ANNUAL LEAVE PAYABLE|32921|667858
125776|None|0|671593
123049|Due to State of Florida|2317|666679
122270|Federal withholding for December 2017|1221|664008
122272|Medicare withholding December 2017|349|664008
122274|Florida Unemployment Tax Qtr 4 2107|7|664008
122273|Federal Unemployment tax Qtr 4  2017|44|664008
122271|FICA withholding/company liability for Dec 2017|1493|664008
123966|Sick Leave Benefits Payable|16862|668652
123968|Prepaid Rent|1200|668652
123967|Damage Deposits|2100|668652
125878|Payroll Deductions Payable|4397|671780
124013|Employer Payroll Taxes|1634|668726
124014|Employee Taxes Withheld|5112|668726
122941|PAYROLL WITHHOLDING LIABILITIES|2176|666465
123535|PAYROLL TAXES|5502|667845
123537|KEY DEPOSIT PAYABLE|130|667845
123536|DUE TO MDA|2827|667845
126074|STATE WITHHOLDINGS|447|672055
125164|PAYROLL LIABILITIES|1330|670648
124157|FEDERAL PAYROLL TAXES WITHHELD|83|668976
125493|WITHHELD PAYROLL TAX |1940|671019
125494|OTHER PAYROLL TAX |2328|671019
122144|Payroll Taxes|6616|663201
125154|PAYROLL|2468|670632
125156|REAL ESTATE|6930|670632
125155|PAYROLL TAXES|1285|670632
122667|PAYROLL TAXES PAYABLE|9424|665647
123467|Federal Taxes Fwd|1182|667727
123469|Unemployment State Taxes|3|667727
123468|State Taxes Fwd|272|667727
128746|PAYROLL LIABILITIES|456|684906
125851|Payroll Taxes|3297|671725
126735|N/A|0|676052
126746|N/A|0|676052
126745|N/A|0|676052
126744|N/A|0|676052
126743|N/A|0|676052
126742|N/A|0|676052
126741|N/A|0|676052
126740|N/A|0|676052
126739|N/A|0|676052
126738|N/A|0|676052
126737|N/A|0|676052
126736|N/A|0|676052
122103|Payroll Liabilities|6100|662813
126980|PAYROLL TAXES|587|678916
126716|Payroll Taxes to be paid in January|223|675636
126398|LONG PORTION OF OBLICATION UNDER CAPITAL LEASE|8340|672718
124059|Federal form 941 tax payable|5778|668813
124063|Federal unemployment tax payable|314|668813
124062|State unemployment tax payable|300|668813
124061|City withholding tax payable|750|668813
124060|Ohio withholding tax payalbe|605|668813
119644|Accrued salaries and vacation pay|110540|655318
119647|Deferred revenues|1832544|655318
119646|Accrued interest|3527|655318
119645|Accrued payroll taxes|4240|655318
119641|Payroll Liabilities|4417|655313
120790|Payroll liabilities|819|656667
120307|Federal Withholding|105|656194
120311|Federal Unemployment|125|656194
120310|Michigan Unemployment|181|656194
120309|Michigan Withholding|486|656194
120308|FICA|640|656194
119786|PAYROLL TAXES NOT PAID |3410|655737
119670|Payroll Liabilities|7051|655378
119796|PAYROLL LIABILITIES|1164|655750
119797|EMPLOYEE BENEFITS|329|655750
119785|MISCELLANEOUS PAYROLL WITHHOLDINGS|6434|655734
119946|Accrued payroll liabilities|22177|655854
119953|ACCRUED EXPENSES|20962|655861
119372|Payroll Tax Liabilities|620|653860
119764|Department of Treasury - Payroll Liabilities|5156|655692
119765|APCU Visa - Union Credit Card Liability|13177|655692
119361|PAYROLL LIABILITIES|6028|653765
119362|ACCRUED VACATION AND SICK LEAVE|11649|653765
119955|Payroll Liabilities of Accrued Sick Leave|23064|655880
119956|Payroll Liabilities |11877|655880
126173|ACCRUED PENSION CONTRIBUTIONS|3262|672203
126174|ACCRUED SALARIES|5996|672203
125981|PAYROLL LIABILITIES|10612|671928
125975|FRINGE BENEFITS DUE TO NATIONAL|1055|671908
126222|VISA PAYABLE|2112|672282
126224|SECURITY DEPOSITS|2565|672282
126223|PAYROLL TAX LIABILITY|313|672282
119671|none|0|655385
119551|Payroll taxes withheld &company portions for June |1101|654817
123576|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|3776|668015
118958|ACCRUED PAYROLL TAXES|245|649628
126415|Excess payroll deductions owed to employees|3371|672796
126417|Other payroll deductions withheld and payable|40|672796
126416|Payroll taxes withheld and payable|7858|672796
122921|TAXES PAYABLE|822|666424
122922|UNFUNDED DEFERRED EXPENSES- CARRYOVER ANNUAL LEAVE|92536|666424
123182|Credit card|574|666993
122514|Payroll withholding liabilities|410|665169
122515|Payroll taxes payable|184|665169
124178|PAYROLL TAXES WITHHELD|14036|669037
124179|OTHER CURRENT LIABILITIES|1078|669037
123670|Accrued Leave - Liability|37782|668245
122923|ACCRUED LIABILITIES|4271|666430
122924|ACCRUED PAYROLL|14017|666430
129933|Amex Credit Card|8294|692487
129939|Income Taxes Payable|90327|692487
129938|Accrued Compensated Balances|58842|692487
129937|Security Deposits Payable|1861|692487
129936|Payroll Liabilities|2069|692487
129935|Accrued Taxes|30060|692487
129934|Stale Payroll Checks|6583|692487
122936|L.I.U.N.A. Pension payable|13681|666455
125639|WELLS FARGO CREDIT CARD|11296|671211
128781|CREDIT CARD PAYABLE|1276|685239
128780|PAYROLL WITHHOLDINGS|9319|685239
128782|ACCRUED PAYROLL TAX EXPENSES|100|685239
124751|ACCRUED LEAVE PAYABLE|21153|669844
124752|ACCRUED SICK PAYABLE|18063|669844
125810|NONE|0|671659
124882|Payroll Taxes Withheld|2152|670136
128948|Federal Payroll Tax Liabilities|24634|685702
128950|LIUNA Pension Fund|6089|685702
128949|Income Taxes Payable 990-T|18826|685702
126163|Payroll Liabilities|5254|672189
125876|PAYROLL TAXES PAYABLE|104|671777
125877|IRA PAYABLE|489|671777
128965|UNITED STATE TREASURY - IRS - Employee Taxes|4934|685802
128967|DEPARTMENT OF REVENUE - unemployment taxes due |25|685802
128966|FLORIDA STATE TAXES - APWU Union Dues|486|685802
126794|PAYROLL TAXES WITHHELD|9329|676614
125460|ON BEHALF OF AFFILIATES|2292159|670973
125449|INCURRED BUT NOT REPORTED HEALTH CLAIMS|612162|670973
125458|ACCRUED PENSION|28700218|670973
125457|ACCRUED POSTRETIREMENT BENEFIT OBLIGATION|49256148|670973
125456|DEFERRED REVENUE|1444612|670973
125455|PAYROLL WITHHOLDINGS|71091|670973
125454|ACCRUED VACATION|1853066|670973
125453|EMPLOYER'S 401K MATCH CONTRIBUTION PAYABLE|79632|670973
125452|EMPLOYER'S PAYROLL TAX PAYABLE|142699|670973
125451|ACCRUED SALARIES|1952886|670973
125450|DUES OVERPAYMENT|385969|670973
125459|UNION MONIES IN ESCROW|105407|670973
121641|ACCRUED SALARY AND VACATION|2258110|658953
121649|PAYROLL TAXES AND OTHER PAYROLL LIABILITIES|220725|658953
121648|ACCRUED EXPENSES|204268|658953
121647|DEFERRED COMPENSATION|1545714|658953
121646|LONG TERM PORTION OF DEFERRED GAINS|4777187|658953
121645|DEFERRED RENT INCENTIVES|799795|658953
121644|MEMBERSHIP DUES RECIEVED IN ADVANCE|39758|658953
121643|PREMIUMS PAYABLE TO INSURANCE UNDERWRITERS|2163|658953
121642|PAYABLE TO CHAPTERS|471844|658953
120819|Payroll taxes|613|656688
120821|L/P - other|26|656688
120820|Deferred Revenue from Theft Loss Recovery|3850|656688
122770|PAYROLL LIABILITIES|974|665941
125794|N/A|0|671627
126808|LAF (LEGISLATIVE ACTION FUND)|1470|676649
126814|ORGANIZING|5625|676649
126813|LEGISLATIVE DEFCON|0|676649
126812|ANNUAL TAX PREPARATION |1250|676649
126811|CYBER FED|1398|676649
126810|SUN SHINE CLUB (SICK/DEATH/BIRTHDAY)|25|676649
126809|DLA OUNCIL 169 PER CAPITA TAX|4243|676649
127091|Payroll Liabilities|6068|679688
125839|FEDERAL PAYROLL TAXES|3456|671708
125840|STATE PAYROLL TAXES|607|671708
122245|N/A|0|663907
122256|N/A|0|663907
122255|N/A|0|663907
122254|N/A|0|663907
122253|N/A|0|663907
122252|N/A|0|663907
122251|N/A|0|663907
122250|N/A|0|663907
122249|N/A|0|663907
122248|N/A|0|663907
122247|N/A|0|663907
122246|N/A|0|663907
123606|0|0|668086
119093|PAYROLL LIABILITIES|3045|650385
119095|PAYABLE DUE TO VA FOR DUPLICATE PAYMENT RECEIVED|37909|650385
119094|CREDIT CARD PAYABLES|15207|650385
126864|N/A|0|677247
126875|NA|0|677247
126874|NA|0|677247
126873|NA|0|677247
126872|NA|0|677247
126871|NA|0|677247
126870|NA|0|677247
126869|NA|0|677247
126868|NA|0|677247
126867|NA|0|677247
126866|NA|0|677247
126865|NA|0|677247
123162|PAYROLL TAXES|3337|666950
123163|VACATION AND SICK LEAVE|27260|666950
124075|CREDIT CARD PAYMENTS DUE|9248|668831
124076|PAYROLL LIABILITIES DUE|4176|668831
124511|PAYROLL TAXES PAYABLE|830|669598
126422|Credit Card Payable|2889|672845
123221|n/a|0|667112
126580|Payroll Liabilities|2175|674381
122059|PAYROLL LIABILITIES|2154|662369
126945|Cell phone deposits|5300|677722
126942|Due to related parties|35132|677722
126944|Employer payroll taxes payable|3093|677722
126943|Wages payable|30836|677722
124788|PAYROLL TAXES|625|669974
124688|No liabilities exist n/a|0|669797
121288|PASSTHROUGH CONTRIBUTIONS PAYABLE|15917|658043
121289|ACCRUED VACATION|12669|658043
126729|CREDIT CARDS PAYABLE|6043|675859
119860|PAYROLL TAXES PAYABLE|965|655810
126724|Accrued expenses|608|675743
119628|ACCRUED SICK AND VACATION PAYABLE|3984|655265
126185|n/a|0|672213
126026|Local Chapter Rebates Payable|8677|671983
126027|Per Capita Tax Payable|40033|671983
125085|ACCRUED EXP - NATIONAL UNION PENSION FUND|32896|670560
125093|ESCROW PAYABLE - UNOP|453907|670560
125092|ESCROW PAYABLE - AHERF|2476|670560
125091|ACCRUED EXP - SEVERANCE|80514|670560
125090|ACCRUED EXP - VACATION|203287|670560
125089|ACCRUED EXP - SICK TIME|169782|670560
125088|ACCRUED EXP - DISTRICT 1199C TRAINING FUND|2188|670560
125087|ACCRUED EXP - DISTRICT 1199C LEGAL SERVICES PLAN|362|670560
125086|ACCRUED EXP - NATIONAL UNION BENEFIT FUND|53100|670560
126368|Employee payroll withholdings|3341|672591
120509|Payroll Liabilities|2624|656441
122213|Payroll and withholding taxes payable|334|663690
120874|Per capita taxes collected|25313|656727
120875|Credit cards payable, Wells Fargo Bank|4523|656727
125161|PAYROLL WITHHOLDINGS PAYABLE|4304|670636
126825|Payroll Tax Liabilities|5164|676719
126826|Accrued Pension Payable|7084|676719
120371|WITHHELD BENEFITS PAYABLE|6922|656286
121696|PAYROLL TAXES|3203|659049
122557|Federal Income taxes forwarded|1140|665328
122559|State of Pennsylvania withholding tax|167|665328
122558|State of Pennsylvania SUTA tax|550|665328
120293|Payroll Taxes|1667|656169
120294|Regions Visa Credit Card|769|656169
126339|Active Ballot Club|34869|672540
126336|Payroll Liabilities|40212|672540
126338|Deferred Compensation|4427649|672540
126337|Miscellaneous Payables|5136|672540
124949|ACCRUED SEVERANCE|78056|670418
124950|PAYROLL LIABILITIES|1422|670418
121750|Payroll liabilities|168666|659213
124795|Payroll taxes and withholdings|30527|670040
120016|Accrued expenses|32033|655934
120274|Security Deposits|3000|656143
120275|Payroll Liabilities|1546|656143
126071|Payroll tax liabilities|605|672045
119450|Payroll Liabilities|5565|654286
124093|Payroll Taxes Liability|2823|668858
127014|FEDERAL TAXES WITHHELD BUT NOT PAID|1778|679186
127012|ACCRUE;D  WAGES|7662|679186
127013|ACCRUED VACATION  PAYABLE|23963|679186
127015|ACCRUED PAYROLL TAXES|1208|679186
120049|Vacation Withholding|490|655950
120052|Vacation Time Earned But Not Paid Out|25238|655950
120051|CLIC Withholding|164|655950
120050|Work Fees Withholding|374|655950
123742|VACATION AND SICK TIME PAYABLE|8190|668376
122819|PAYROLL TAXES|243|666157
126789|Security Deposit - Rent|2131|676490
126787|Realeste Taxes Payable|18264|676490
126788|Other|510|676490
124393|Accrued Payroll and Withholding Taxes Payable|2524|669350
125834|Accrued Expenses|5000|671697
125835|Per Capita Taxes Payable|105018|671697
126183|Payroll Withholdings|2619|672208
125665|NONE|0|671288
121503|PAYROLL TAXES PAYABLE|3522|658626
121504|ACCRUED PAYROLL|6650|658626
126228|OBLIGATIONS UNDER CAPITAL LEASE|25047|672289
126229|PAYROLL LIABILITIES|1085|672289
122107|Funds held for others|1699|662861
122108|Payroll liabilities|2566|662861
123653|PER CAPITA TAX PAYABLE|260011|668158
119158|DEFERRED RENTAL INCOME|54919|650435
119160|SECURITY DEPOSITS|436494|650435
119159|ACCRUED EXPENSES|12397|650435
120857|Accrued Salaries Payable|94703|656710
120859|Other Payables|111547|656710
120858|Accrued Vacation & Sick Pay Payable|187364|656710
123841|N/A|0|668517
121972|PAYROLL TAX LIABILITIES|786|661717
122605|Payroll Liabilities|12444|665456
122606|Mastercard Balance Due|4254|665456
125520|FULL TIME OFFICERS ANNUAL LEAVE PAYABLE|10800|671051
125522|PAYROLL TAXES AND BENEFITS PAYABLE|1885|671051
125521|DUE TO/FROM POWER |495|671051
124466|SECURITY DEPOSITS|5545|669515
124468|VACATION AND SICK TIME PAYABLE|329597|669515
124467|ACCRUED WAGES AND PAYROLL TAXES PAYABLE|123867|669515
123320|DUE TO SEIU LOCAL NO. 1|1795|667291
123321|PAYROLL WITHHOLDINGS|173|667291
123560|Payroll tax liabilities|2058|667898
126917|COPE|103|677622
126549|THRIFT SAVING PLAN|110|674006
126553|SOCIAL SECURITY PAYABLE|1460|674006
126552|MEDICARE PAYABLE|342|674006
126551|FEDERAL WITHHOLDING PAYABLE |1621|674006
126550|STATE WITHHOLDING PAYABLE|380|674006
123709|Payroll Taxes Payable|3465|668297
120142|PAYROLL LIABILITIES|271|656000
120140|ACCRUED PAYROLL|3226|656000
120141|SECURITY DEPOSTS|3150|656000
120143|DEFERRED RENT|1500|656000
122223|CAPITAL ONE CREDIT CARD|319|663788
122224|PAYROLL TAX LIABILITY|2199|663788
125309|Refund Payable|44|670784
125311|Other Liabilities|1081|670784
125310|COPE Payable|62|670784
125624|Other Liabilities|4400|671193
125625|Accrued Vacation and Sick Leave|617300|671193
124166|IOWA 941|610|669020
124170|IL DEC 501|165|669020
124169|IWD UNEMPLOYMENT|130|669020
124168|941 FED DECEMBER|2568|669020
124167|940 4TH QTR|59|669020
125875|Accrued absences|353400|671775
124158|Employee Deferred Compensation Plan|44125|669003
124164|United Way|10|669003
124163|Unite Here TIP|65|669003
124162|Employee Dues Liability|518|669003
124161|401 Employee 401K Contribution|1041|669003
124160|Per Capita Payable|155657|669003
124159|Vacation Accrual|67600|669003
118810|PAYROLL LIABILITIES|4202|648693
118813|SECURITY DEPOSIT ON RENTAL|5750|648693
118812|UNREALIZED LOSS VANGUARD|3|648693
118811|PENSION LIABILITY|33246|648693
125468|Pay Taxes/Deductions Payable & Advanced Subsidies|995540|670990
124212|Missouri Withholding|967|669086
124215|City of Kansas City Withholding|52|669086
124214|City of St Louis Withholding|196|669086
124213|Illinois Withholding|20|669086
124051|Payroll withholdings|19637|668800
124053|Funds received, due to other organization|12639|668800
124052|Funds to be escheated to state|2507|668800
122417|PAYROLL TAXES|3110|664633
126508|pending credit cad charges|1194|673565
123839|Legal settlement payable|300000|668516
123840|Payroll and withholding taxes|5864|668516
125182|Payroll liabilities|1520|670663
125183|Liability for future litigation|17896|670663
122577|Due to AFSCME Council 4|94724|665393
122579|Due to Chapters|950091|665393
122578|Due to International|173968|665393
123107|ACCRUED EXPENSES|106982|666813
123111|ACCRUED WAGES|105713|666813
123110|ACCRUED POST-RETIREMENT BENEFITS|11478406|666813
123109|ACCRUED SEVERANCE|233880|666813
123108|ACCRUED VACATION|315516|666813
128757|Payroll taxes payable|3408|684977
121748|BB&T Credit Cards|379|659207
121749|Payroll Liabilities|4994|659207
126956|WITHHOLDING LIABILITIES|3652|677798
125484|Death Burial Benefits Accrual|5550|671007
125485|Vacation Accrual|36785|671007
123166|Accrued Payroll Taxes|4068|666957
124988|Payroll Liabilities|3126|670465
124989|Advances from Locals|30000|670465
123595|Federal Income Taxes (941) Forward|60|668074
123601|Unemployment Taxes State|519|668074
123600|Unemployment Taxes Federal (940)|48|668074
123599|FICA Employer OASDI and HI (941)|313|668074
123598|City Income Taxes Forward|5|668074
123597|State Income Taxes Forward|131|668074
123596|FICA-Employee OASDI and HI Forward|313|668074
119485| Impuestos sobre Nominas por Pagar|6821|654349
119488|Impuestos por Servicios Prestados por Pagar|6321|654349
119487|Otros descuentos de Nominas por Pagar|340|654349
119486|Beneficios de Nominas por Pagar|13072|654349
126097|Accounts Payable|3936|672104
126101|Member's Contingency Fund Withheld|992457|672104
126100|Payroll Taxes|1534|672104
126099|First Citizens Visa Credit Card|11442|672104
126098|First Citizens Visa Credit Card|86|672104
120827|Retiree Medical Trust/Benserco|1645|656696
120832|COPE to trans (A35,BG35,BR10)|281|656696
120831|Dues P Staff U $330|0|656696
120830|Pen & 401K Payable|8693|656696
120829|Sick Time Liability|263362|656696
120828|Vacation Liability|227664|656696
125360|SECURITY DEPOSIT|2700|670852
121152|BENEFITS PAYABLE|13043|657166
121153|PAYROLL TAXES|175|657166
124892|Federal Income Taxes|1416|670148
124901|Retirement Savings|1520|670148
124900|940 Futa Tax|30|670148
124899|Credit Union|485|670148
124898|Union Dues W/H|374|670148
124897|Ohio Dept of Job & Family Services|161|670148
124896|Ohio State Income Taxes W/H|415|670148
124895|School District Taxes W/H|8|670148
124894|Rita Taxes W/H|324|670148
124893|Fica/Meca Taxes|2130|670148
119181|Withholding Taxes|1193|650505
119182|Robert Gunter|497|650505
126542|UNION EMPLOYEES RELATED DEBTS|3373|673955
126548|OTHER PAYROLL LIABILITIES |154|673955
126547|FUTA PAYABLE|20|673955
126546|FICA PAYABLE|1395|673955
126545|PR WITHHOLDING|713|673955
126544|SINOT PAYABLE|67|673955
126543|SUTA PAYABLE|606|673955
124804|SEP/IRA|33209|670051
124806|Per Capita dues (Dec 2017 paid in Jan 2018)|10660|670051
124805|Payroll liabilities|275|670051
121387|Accrued Annual Leave|39474|658256
121390|Accrued Postretirement Benefit|910815|658256
121389|Capital Lease Obligation|8837|658256
121388|Accrued Payroll|8773|658256
126214|Payroll Witholdings Payable|678|672257
123077|ACCRUED SUBSIDIES|101577|666750
123090|ACCRUED DEFENSE|68751|666750
123089|ACCRUED RETIREMENT INCENTIVE|225000|666750
123088|DEFERRED REVENUE|30567|666750
123087|ACCRUED REAL ESTATE TAXES|59200|666750
123086|ACCRUED EXPENSE|35389|666750
123085|PSRP SCHOLARSHIP|3285|666750
123084|FAIR SHARE ESCROW|41274|666750
123083|DUE TO COPE|787130|666750
123082|DIRECT DEPOSIT PROGRAM|340628|666750
123081|ACCRUED VACATION|516401|666750
123080|ACCRUED SEVERANCE|2462408|666750
123079|ACCRUED HSA/FSA|560455|666750
123078|ACCRUED WITHHOLDING|8729|666750
125755|State Withholding Payable|455|671559
125756|Per Capita Withholding|15|671559
119788|Payroll Taxes Payable|70|655740
119363|PAYROLL TAXES WITHHELD|2174|653787
124766|RETIREE CHAPTER FUNDS|3594|669877
121229|Accrued expenses|71650|657588
121230|Payroll taxes payable|2171|657588
123521|Medical Care Payable|7378|667841
123534|Accrued Convention|137535|667841
123533|Deferred Rent|725489|667841
123532|Employee Post-Retirement Obligation|20869406|667841
123531|Central Labor Body Payable|168|667841
123530|Chicago Federation of Labor Payable|24362|667841
123529|Unallocated Membership Dues |230931|667841
123528|Solidarity Fund|1617093|667841
123527|Local Union Rebates Payable|160|667841
123526|Disaster Relief Payable|78392|667841
123525|Real Estate Taxes Payable|10932|667841
123524|Accrued Severance|2227608|667841
123523|Accrued Vacation|722768|667841
123522|Dependent Care Payable|1461|667841
123348|LOCAL & NATIONAL DUES PAYABLE|180598|667357
123349|FLEX PLAN PAYABLE|2005|667357
124524|MUFG UNION BANK CREDIT CARD|432|669612
126554|UNREMITTED PAYROLL TAXES|17945|674027
127054|Strike Funds (restricted funds)|50|679503
127055|Employee Withholdings|374|679503
119324|CREDIT CARD PAYABLE|129|653373
119325|RETIREMENT CONTRIBUTION WITHHOLDINGS PAYABLE|5138|653373
124415|ACCRUED PAYROLL AND PAYROLL TAXES|201178|669408
124417|DEFERRED RENT|125550|669408
124416|ACCRUED BENEFITS|599250|669408
120207|Vacation and sick pay accrual|71789|656089
120208|Exchanges|246045|656089
123512|Payroll Liabilities|6358|667836
123520|Postretirement Benefit Obligation|9973392|667836
123519|Security Deposits & Prepaid Rents|21710|667836
123518|Reserve for Convention|84509|667836
123517|Reserve for Legal Settlements|387362|667836
123516|Due to Local Unions|36106|667836
123515|Accrued Expenses|18622|667836
