OID|DESCRIPTION|BOOK_VALUE|RPT_ID
41702|PREPAID INSURANCE AND TAXES|4219|482340
44405|Income tax overpayment|69775|495221
44406|Prepaid expenses|1558|495221
44435|PREPAID EXPENSES|34339|495342
44436|SECURITY DEPOSIT|3229|495342
44232|SECURITY DEPOSIT ON LEASE|3084|491371
41115|Security deposit|4073|479839
41109|NONE|0|479816
40690|Miscellaneous Receivables|15|478384
40691|Deposits|530|478384
45090|Rent Deposit|1950|503821
45091|Saving Account on Deposit with National|12682|503821
43164|Promotional Items Inventory|1000|489726
39425|Utility Security Deposit|1731|469718
42748|PREPAID INSURANCE |51047|489095
42759|DUE FROM AFFILIATES |-326|489095
42758|INVENTORY OF SUPPLIES |229404|489095
42757|SECURITY DEPOSIT PAID |59957|489095
42756|PREPAID TAXES|56908|489095
42755|PREPAID LICENSES & SOFTWARE |55496|489095
42754|PREPAID AFL-CIO SPECIAL ASSESSMENT|167519|489095
42753|PREPAID COUNCIL REBATES|88093|489095
42752|PREPAID DISTRICT RENT|51681|489095
42751|PREPAID SERVICES & SUPPORT|62787|489095
42750|PREPAID SUBSCRIPTIONS|67575|489095
42749|PREPAID RENTAL COMMISSION FEE|40482|489095
39743|Inventory|69802|470950
39746|Deposits|80250|470950
39745|Insurance Annuity Investment|657485|470950
39744|Prepaid Expenses & Others|195169|470950
43044|PREPAID INSURANCE|1599|489517
43045|PREPAID POSTAGE|1190|489517
42065|PREPAID EXPENSES|5242|486799
46560|N/A|0|507442
46535|none|0|507301
39179|NONE|0|467335
44491|0|0|496358
44526|None|0|496955
46561|PREPAID DENTAL INSURANCE|27342|507443
44615|Inventory|11317|497900
44450|Payroll Tax Deposits|11302|495627
39411|PREPAID EXPENSES|5098|469658
44572|N/A|0|497796
40125|97 SHIRTS|1088|475454
40126|9 BIBLES|270|475454
38716|NONE|0|466511
44181|Dental Insurance Premimums|1354|491098
46556|Prepaid expenses|24504|507405
46557|Security deposit|3425|507405
38929|RENT DEPOSIT|1874|467009
38931|PREPAID EXPENSES|744|467009
38930|INVESTMENT IN FISE BUILDING & MANAGEMENT GROUP LLC|200000|467009
39703|OFFICE LEASE SECURITY DEPOSIT|2800|470866
42162|PREPAID EXPENSES|19853|487041
50972|Rent Security Deposit|17817|522534
40836|Continental Stocks - UBOP|5000|479023
40837|Liquor License|8770|479023
39270|PARTNERSHIP OF VARIOUS LABOR ORG LAND AQUISITION|84394|468103
44123|Accrued Interest - Investments|9128|490787
41026|FEDERAL INCOME TAX REFUND RECEIVABLE|8278|479530
43065|RENT DEPOSIT|6300|489531
43066|WORKERS COMP INSURANCE DEPOSIT|1397|489531
44632|N/A|0|498427
44369|Prepaid Expenses|1687|492950
44371|Miscellaneous Deposits|1849|492950
44370|Workers' Compensation Deposit|11390|492950
43757|Deposits|350|490009
43758|Employee advances|250|490009
41232|SECURITY DEPOSITS|1948|480132
41234|PREPAID STATE INCOME TAXES|2728|480132
41233|PREPAID FEDERAL INCOME TAXES|19656|480132
39207|PREPAID EXPENSES|5951|467528
39208|PREPAID PAYROLL TAXES|1386|467528
38607|Security deposit|4990|466214
38608|Loan fee, net of amortization|4427|466214
38410|Amounts due from SAL Realty|11289|465055
41461|INVENTORY|273|481074
43079|Prepaid Expense for insurance and rent|2993|489548
38455|ADVANCE TO EXECUTIVE DIRECTOR AND DEPUTY DIRECTOR|750|465309
44247|PREPAID TAXES AND INSURANCE|11049|491731
43779|SECURITY DEPOSIT|1200|490025
42074|NONE|0|486822
44356| none|0|492571
41159|PREPAID EXPENSES|4503|479957
43230|Prepaid Insurance|19161|489782
43232|Lease acquisition Cost |11469|489782
43231|Loan origination fees, net of amortization|7549|489782
45038|MEMBER DUES RECEIVABLE WITHHELD FROM DECEMBER P/R|11125|503584
39583|UTILITY DEPOSITS|100|470473
39586|SUPPLIES INVENTORY|29082|470473
39585|PREPAID CONVENTION COSTS|32187|470473
39584|PREPAID POSTAGE|574|470473
44783|INVENTORY FOR RESALE|715|501029
44784|DEBT ISSUE COSTS|1831|501029
42204|PARTIAL INTEREST IN BUILDING|130979|487141
42205|PREPAID EXPENSE|41395|487141
38168|PREPAID EXPENSES -LEASING COMMISSIONS|163337|461506
38171|INTEREST RECEIVABLE|25744|461506
38170|SECURITY DEPOSIT|2000|461506
38169|PREPAID EXPENSES- INSURANCE AND REAL ESTATE TAXES|108857|461506
38854|Accrued Income Receivable|14595|466891
38858|Rebates Receivable|139770|466891
38857|Due from Related Entities|480621|466891
38856|Security Deposits|101797|466891
38855|Prepaid Expenses|35928|466891
40596|REFUNDABLE DEPOSITS|971|478027
42554|PREPAID EXPENSES|12980|488709
40619|Bibles|1740|478052
40621|Caps|25|478052
40620|Tee-shirts|198|478052
39403|Due from Affiliates|49281|469598
39405|Prepaid Expenses|2426|469598
39404|Accrued Interest|4066|469598
39862|Payroll Tax Receivable|1517|472487
44139|Cope Dues Overpayment|615|490954
52582|Deposit, Workers Compensation Insurance|8647|536850
52585|Interfund Receivables|2721053|536850
52584|Security Deposits|12441|536850
52583|Other Receivables|35968|536850
40032|BULK MAIL ACCOUNT|974|474475
40033|COMFORT FOR THE DAY BOOKS|460|474475
41140|PREPAID EXPENSES|70857|479901
41141|DEPOSITS|6750|479901
41855|Employees Deferred Compensation Plan|43258|482572
38025|LIPA Deposit|500|459658
43131|PREPAID INSURANCE|4949|489679
43134|RENTAL  SECURITY DEPOSITS|6243|489679
43133|PREPAID LEASE PAYMENTS |19268|489679
43132|PREPAID HEALTH & WELFARE AND FLEX INSURANCE|97653|489679
42346|CEMETERY LOTS|4400|487759
42347|BUILDING LEASE DEPOSIT|2900|487759
50873|Restitution from L. Marable and D.Powell |11191|522213
40344|Security Deposit|2457|477005
40906|Refundable payroll taxes|663|479161
40908|Workers' compensation deposit|12941|479161
40907|Lease deposits|10350|479161
42550|None|0|488698
38867|Loan Closing Costs on $300,000. Mortgage Refinance|9755|466914
38869|Electrical Expanstion In-progress costs|28266|466914
38868|Deposit - Fume Extraction System|36000|466914
45113|Due from Affiliate|10159|503889
45114|Prepaid Expenses|28013|503889
44316|Security Deposit|1200|492210
44042|SECURITY DEPOSITS|2133|490229
41404|PREPAID EXPENSES|1243|480859
41405|REFUNDABLE DEPOSIT|1300|480859
40155|Security Deposit|3511|475737
41707|SECURITY DEPOSIT|1382|482351
40297|1 BIBLE |26|476580
38429|Excrow Account - Doral Mortgage Corp.|18096|465119
38430|Servicios Prepagados|1133|465119
39117|Escrow|2782|467280
39119|Exchanges|7621|467280
39118|Secuirty Deposits|4801|467280
43070|FINANCIAL INTEREST IN LOCAL UNION 1600 BLDG. CORP.|0|489537
39280|PREPAID BENEFITS|39370|468534
40118|Shirts for Women's Committee (36)|360|475351
40115|Postage on Meter|88|475351
40117|Watches for Service and Recognition Awards (50)|1900|475351
40116|Bibles Left from 2011 (75)|2250|475351
40119|Shirts for Veteran's Committee (56)|448|475351
38297|Lease Deposits|500|463886
45273|Cash held as trustee|7078|504302
45275|Prepaid expenses|26397|504302
45274|Accrued interest|931|504302
39395|Rent security deposit|3577|469548
41477|FMV of Building Equity Fund|147254|481104
42465|MORTGAGE ESCROW|6874|488559
46440|PREPAID EXPENSE|1889|506317
40374|ACCRUED INTEREST|2781|477221
41121|PREPAID EXPENSE|162762|479851
41123|ACCRUED INTEREST RECEIVABLE|25307|479851
41122|DEPOSITS|11261|479851
42918|DEPOSIT - WORKERS COMPENSATION|753|489380
42096|Deferred Expenses|8537|486869
40982|N/A|0|479390
39350|Prepaid expenses|2233|468969
38735|Deposits|500|466555
45410|Accrued Interest |164850|504670
45413|Deposits & Prepaids|99513|504670
45412|Prepaid Computer Maintenance|18689|504670
45411|Prepaid Insurance|64283|504670
41206|PREPAID EXPENSES|19856|480096
41205|DUES RECEIVABLE|76187|480096
40713|Deposit on lease|11909|478540
40714|Loans & Exchange|21261|478540
38239|DEPOSITS|9171|463152
41039|BUILDING LEASE DEPOSIT|51302|479563
41040|PREPAID EXPENSE|101235|479563
38936|SECURITY DEPOSIT|6000|467015
38938|SOLIDARITY ACCOUNT|131606|467015
38937|PREPAID EXPENSES|4458|467015
42292|Prepaid Insurance|53458|487469
42294|Unamortized Origination Fees|2461|487469
42293|Deposits - Security, Meetings & Utilities|53709|487469
39930| VETS. STORE INVENTORY FOR RESALE TO FUND VETS.   |18135|473547
39931|UAW LOCAL UNION INVENTORY|25404|473547
40313|Lease agreement deposit|900|476682
38545|Security Deposits|13456|466020
44130|Inventory held for resale.|6260|490837
43221|PREPAID INSURANCE|4926|489773
39120|Prepaid Expenses|2611|467283
39122|Intangible Post Retirement Benefits|25983|467283
39121|Loan Costs - Net|5290|467283
43113|Escrow|134362|489639
44651|Deffered compensation retirement asset|163945|498808
44438|EXPENSE & TRAVEL ADVANCE|46008|495366
44440|RESERVE FOR WAR FUND|382390|495366
44439|PREPAID EXPENSES/DEPOSITS|118423|495366
42012|SECURITY DEPOSIT - WARREN OFFICE|2000|486727
42014|PREPAID EXPENSES|166924|486727
42013|TRAVEL & EXPENSE ADVANCES|1807|486727
40612|Shirts for resale|1305|478049
40618|Bibles|528|478049
40617|Frisbees |140|478049
40616|Cups |144|478049
40615|Hats for resale|372|478049
40614|Dress shirts for resale|105|478049
40613|Sweatshirts for resale|225|478049
39462|Prepaid expenses|8084|469853
39399|Art- Commissioned wallhanging|5093|469593
39402|Other prepaid expenses|14950|469593
39401|Prepaid Insurance|400|469593
39400|Prepaid real and personal property taxes|3777|469593
40278|Bibles|2540|476512
40283|Bereavement Books |882|476512
40282|Sunshades|912|476512
40281|Knives|687|476512
40280|Blankets|313|476512
40279|Shirts|774|476512
38320|NONE|0|464047
39435|Deferred compensation|571376|469782
39440|Affiliate receivable|494716|469782
39439|Interest/Other|36652|469782
39438|Inventory|213825|469782
39437|Deposits|50499|469782
39436|Other prepaid|480760|469782
40795|SECURITY DEPOSIT|3300|478893
40796|PREPAID EXPENSES|5566|478893
38772|PREPAID EXPENSE|319439|466654
38774|FLEXIBLE SPENDING ACCOUNT|44800|466654
38773|SECURITY DEPOSIT|68749|466654
40793|PREPAID EXPENSES|13765|478888
40794|DEPOSITS|1455|478888
42766|Prepaid expenses|16762|489105
39388|Deferred Compensation|1256716|469521
39390|Security Deposits|5573|469521
39389|Prepaid Expenses|508652|469521
43235|PREPAID EXPENSES|52988|489790
43234|RENTAL DEPOSITS|53197|489790
43236|PENSION BENEFITS ASSETS|14342388|489790
40179|T-Shirts|871|475909
43068|Prepaid Expenses|80656|489534
44493|Telephones|279|496421
44498|Battery back up|211|496421
44497|Computers network hardware|1215|496421
44496|2 laptops|1634|496421
44495|vaccuun cleaner|315|496421
44494|Fold up chairs|2154|496421
41894|Prepaids|805|482683
41895|Deposits|8294|482683
51702|Prepaid rent|19602|533528
51705|Deposits|26670|533528
51704|Loan costs, net of accumulated amortization|2657|533528
51703|Prepaid health insurance|18800|533528
42854|PREPAID & OTHER CURRENT ASSETS|353|489246
44527|Deposits|1000|496991
38289|PREPAID EXPENSES|62971|463697
38290|SECURITY DEPOSIT|12465|463697
39247|Prepaid Expenses|6838|467766
39248|Security Deposits|13506|467766
44499|BIBLES|300|496432
44283|Inventory of Publication|11303|491999
44289|Security Deposits|20290|491999
44288|Due from foundation|1997|491999
44287|Prepaid Insurance|532|491999
44286|Deferred cost of production|7395|491999
44285|Travel Advance|547|491999
44284|Due from Chapter|6278|491999
39393|Deposits|31753|469538
39394|Promotional inventory|6981|469538
40883|Security Deposit|1200|479111
44556|Membership database software, net of amortization|291|497734
44557|Operating Engineers Local 800 Vacation Fund|20631|497734
39679|Due from Affiliate|12170|470836
39541|LEASE SECURITY DEPOSIT|2930|470416
38467|LETTER OF CREDIT|30885|465425
38469|LOANS & EXCHANGES|449|465425
38468|UTILITY DEPOSITS|4959|465425
39358|MISCELLANEOUS RECEIVABLES|159396|469016
39359|PREPAID EXPENSES|58209|469016
50731|Prepaid DSHS Software Development Costs|1096364|521933
50732|Prepaid Employee Benefits|5904|521933
39377|Prepaid Insurance|36320|469406
39381|Merchandise Inventory|23441|469406
39380|Deposits|3220|469406
39379|Travel Advances|1868|469406
39378|Prepaid Operating Expenses|152261|469406
39596|CLOTHING AND APPAREL ITEMS|1186|470491
38393|EQUITY IN BUILDING ASSOCIATION|24692|464932
38394|PREPAID EXPENSES|264|464932
42768|T-SHIRTS 30TH ANNIV. (70)   |770|489108
42771|WARREN RURAL ELECTRIC COOP-ELECTRIC DEPOSIT|300|489108
42770|WARREN COUNTY WATER DEPOSIT|550|489108
42769|BIBLES (10)|200|489108
38521|NONE|0|465854
42847|Utility Deposit|210|489216
42480|PAYROLL TAX RECEIVABLE|973|488590
39667|Security Deposits|6395|470744
42917|SECURITY DEPOSITS|1906|489378
38112|NONE|0|460868
44774|Due from affiliated labor organizations|37238|500758
44776|Other receivables|4218|500758
44775|Prepaid expenses|10484|500758
40555|Rent Security Deposits|7940|477836
40556|Utility Security Deposits|576|477836
44893|Security deposits|1975|502294
41119|Deposit|3350|479847
41120|Payroll taxes receivable|2305|479847
42839|Prepaid Expenses|300906|489204
42841|Utility Deposits|875|489204
42840|Common Stock|43|489204
38933|LEASE DEPOSIT|5803|467014
38935|PREPAID EXPENSES|23949|467014
38934|SAIF DEPOSIT|4719|467014
44385|RENTAL SECURITY DEPOSIT|1600|494183
40457|OTHER RECEIVABLES|1546|477463
39281|Funds in escrow|5091|468553
51257|INVENTORY|1724|528214
38749|DUES RECEIVABLE|29099|466601
38751|DEPOSITS|1950|466601
38750|PREPAID EXPENSES|1950|466601
41058|PREPAID INSURANCE|10735|479612
41060|SECURITY DEPOSITS|2700|479612
41059|PREPAID EXPENSES|5632|479612
40497|RINGS|3225|477619
40501|UTILITY DEPOSIT|1430|477619
40500|SHIRTS, JACKETS, CAPS, MISC.|12363|477619
40499|WATCHES|975|477619
40498|BIBLES|1277|477619
40543|ANNUITY CONTRACTS|330052|477782
44546|Prepaid rent|900|497358
44548|Prepaid 990-T income taxes|6454|497358
44547|Advance payroll draft|3116|497358
40511|Protestant Bibles KJV|60|477719
40522|Nikon 35 mm camera|138|477719
40521|Ethernet Switch|140|477719
40520|Magnetic Bumper Stickers|200|477719
40519|2009 Labor Day shirts|30|477719
40518|2010 Labor Day shirts|90|477719
40517|2010 Calenders|930|477719
40516|25 yr. service rings|1296|477719
40515|Spanish Bibles|20|477719
40514|Quran Bibles|126|477719
40513|African American Bibles|882|477719
40512|Catholic Bibles|375|477719
42947|DEPOSITS AS SECURITY|680|489421
39547|Prepaid Life Insurance|5239|470423
39551|Other prepaid expense|458|470423
39550|Dues receivable|992|470423
39549|Prepaid legal fees|5500|470423
39548|Prepaid insurance expenses|2758|470423
44748|Due from FDIC|2121|499354
39658|LEASE DEPOSIT|7933|470706
42343|Bibles for Deceased Members|377|487739
39624|Prepaid Expenses|595124|470627
39628|Security Deposits|8897|470627
39627|Prepaid CSE Political Action Fund Contribution|257540|470627
39626|Prepaid Affiliation Dues|105864|470627
39625|Prepaid Annual Delegates Meetings Oct 2011|365570|470627
38962|NONE|0|467036
39092|LEASE DEPOSITS|11272|467255
39094|TRAVEL ADVANCES|2200|467255
39093|PREPAID EXPENSES|2256|467255
38217|PREPAID EXPENSES|10256|461728
38218|MISCELLANEOUS RECEIVABLE - BACK UP WITHHOLDING|211|461728
44229|RENT DEPOSIT |3355|491346
40271|DEPOSITS|810|476412
41009|Bibles|1500|479481
41013|Misc. items|1462|479481
41012|Rings|721|479481
41011|Watches|1540|479481
41010|Shirts & hats|7618|479481
38794|ADVANCES TO SE AREA JOINT APPRENTICESHIP COMMITTEE|13896|466685
38796|INVENTORY - SHIRTS|1506|466685
38795|ADVANCES TO M.O.S.T.|5440|466685
40928|DEPOSITS|170|479183
39068|overpaid payroll taxes|207|467185
39052|NONE|0|467169
42109|Accrued Investment Income|3750|486895
42111|Other Receivable|46569|486895
42110|Prepaid Expenses|21622|486895
39669|T-SHIRTS AND PROMOTIONAL ITEMS|4714|470800
39188|ACCRUED INTEREST RECEIVABLE|3150|467416
39189|PREPAID EXPENSES|1716|467416
40843|Security Deposits|10500|479040
38742|NONE|0|466567
44112|DOG TAGS|148|490696
44113|BIBLES|348|490696
39837|NONE|0|471592
40787|INVENTORY SPONSORSHIP|6906|478866
39415|Prepaid Insurance|248|469682
39416|Security Deposit - Office Rent|4059|469682
44617|Rent Deposit|713|497980
39289|Due from UA|22182|468618
39294|Interfund Expenses|4825|468618
39293|Due from Western States Pipe Trades|59|468618
39292|Due from JATC|13694|468618
39291|Due from Members|50|468618
39290|Due from PMCA|893|468618
39325|Deposits|950|468832
39616|PROMOTIONAL INVENTORY|55411|470623
41675|Refund due on payroll taxes|1079|482308
44568|Lapel Pins 212 @ 1.00|212|497778
44561|Hats 73 x $10|730|497778
44567|20th Anniversary cd's 585 @ 2.00|1170|497778
44566|Grueninger Travel|3000|497778
44565|Resale Bar Items|500|497778
44564|Keg Deposit|350|497778
44563|Youth Shirt 48 x $10|480|497778
44562|Adult Shirts 522 x $15|7830|497778
44571|Watches 27 x $90|2430|497778
44570|Mugs and Water bottles 73 x $5|365|497778
44569|Cook books 20 x $10|200|497778
44903|Security Deposit|1800|502524
40064|ILA Local 2038 Pension Fund bank account|44754|475037
40066|ILA Local 2038 Welfare Fund bank account|16011|475037
40065|ILA Local 2038 Vacation Fund bank account|3038|475037
41664|Prepaid Expenses|7401|482299
41665|Security Deposits|2400|482299
44679|Prepaid Expense|56376|499052
41403|PREPAID INSURANCE|1114|480858
42809|Credit Card Overpayments|24|489149
37944|Pension Fund|142637|458535
37945|Deposits|19959|458535
39698|Workers Compensation Deposit|93|470857
38464|GUARANTY DEPOSITS|3073|465382
38465|OTHERS|15482|465382
42923|DEPOSITS|38965|489386
42925|EXCHANGES|364187|489386
42924|PREPAID EXPENSES|144043|489386
39426|PREPAID TAXES|1193|469730
45202|Prepaid Expenses|61377|504169
39639|PREPAID PAYROLL TAXES|98605|470660
41765|Interest Receivable|639|482445
41766|Deposit on Leased Property|387|482445
40204|102 t shirts xl|510|476002
40198|65 t shirts xxl|325|476002
40203|275 UAW buttons|69|476002
40202|1 bag hand fans|20|476002
40201|3 boxes fly swatters|60|476002
40200|10 boxes frisbees|200|476002
40199|18 t shirts xxxl|90|476002
40205|91 t shirts l|455|476002
42036|Prepaid Expenses|1502|486765
43097|DEPOSIT - WORKERS' COMP.|1065|489585
42149|DUE FROM AFFILIATED TRUST FUNDS|61994|486981
41662|ACCRUED INVESTMENT INCOME|2105|482298
41663|INVESTMENT MARKET VALUE ADJUSTMENT|483|482298
44197|WORKERS' COMPENSATION DEPOSIT|647|491281
40337|UTILITY DEPOSITS|300|476981
38877|PROMOTIONAL MERCHANDISE ON HAND|11383|466926
38974|PROMOTIONAL GOODS ON HAND|8805|467067
42690|Other Assets|4574|488930
38817|PROMOTIONAL MERCHANDISE ON HAND|4428|466708
38641|DEFERRED COMPENSATION PLAN|153832|466336
38642|MERCHANDISE INVENTORY|18645|466336
38710|PROMOTIONAL GOODS ON HAND|17728|466504
39528|Stamps on hand|14100|470383
39529|Security deposit|125|470383
40262|n/a|0|476334
42062|NONE|0|486791
38696|Workers Compensation Deposit|15|466453
39449|Prepaid expenses|8879|469817
38202|Prepaid Expenses|193907|461593
38205|Post Retirement Liability due from MB|555183|461593
38204|Event Deposits|46869|461593
38203|Security Deposits|68395|461593
44782|Union Label Merchandice|10343|500967
39215|Inventory for resale|4085|467577
38782|PREPAID DUES|14000|466661
38777|ADVANCES ON BEHALF OF J A C|43382|466661
38781|INVENTORY|2975|466661
38780|ACCRUED INTEREST|249|466661
38779|PREPAID LEASES|0|466661
38778|PREPAID INSURANCE|2611|466661
39751|Prepaid insurance|21006|470981
39756|Other prepaids|31515|470981
39755|Fair Share|8044|470981
39754|Benefits insurance|149648|470981
39753|Local central ledger|598458|470981
39752|OPAC|36185|470981
42216|Deposits|1598|487160
39234|INVENTORY OF T-SHIRTS ( ESTIMATED)|4788|467676
39236|PURPOSES ONLY.  IT WAS NOT SUBJECTED TO AUDIT.)|0|467676
39235|(THE INFORMATION ON THIS PAGE IS FOR DISCLOSURE|0|467676
38943|INVENTORY OF T-SHIRTS (ESTIMATED)|1876|467024
38945|PURPOSES ONLY.  IT WAS NOT SUBJECTED TO AUDIT.)|0|467024
38944|(THE INFORMATION ON THIS PAGE IS FOR DISCLOSURE|0|467024
39277|INVENTORY SHIRTS JACKETS HATS (EST & NOT AUDITED)|4108|468307
42418|Utility Deposit (Electric)|1400|488291
42423|Watches (53 at $70 each)|3710|488291
42422|Bibles (76 at $30 each)|2280|488291
42421|Postage on Meter|47|488291
42420|Travel Deposit|500|488291
42419|Utility Deposit (Water)|50|488291
39913|Security Deposit , Maxxum, 300 S 1st St Suite 325|2196|473471
42700|Security Deposit|0|488952
39772|SECURITY DEPOSIT|1950|471010
39769|PREPAID RENT|1200|471010
39771|PREPAID EXPENSES|30124|471010
39770|PREPAID INSURANCE|8380|471010
40191|61 T-Shirts|610|475966
40192|20 Bibles|639|475966
42441|Prepaid rent|7044|488411
42442|Deposits|6764|488411
44027|Prepaid Rent|105000|490162
39932|Prepaid Insurance|702|473554
38627|PROMOTIONAL GOODS ON HAND|5613|466322
39933|NONE|0|473572
41463|Due from BJV Memorial Scholarship Fund|18211|481077
41465|Investment in Plumbers & Steamfitters Prot. Assoc.|1044165|481077
41464|Due from Plumbers & Steamfitters Protective Assoc.|146078|481077
41558|SECURITY DEPOSIT|2400|481267
42004|Prepaid Expenses|1251|486717
40706|PREPAID RENT ON ACCOUNT|1450|478442
46976|Prepaid Expenses|3459|511976
46978|Intangible Assets|25562|511976
46977|Prepaid Expenses|3674|511976
41253|PREPAID PAYROLL WITHHOLDINGS|8834|480204
40019|UAW 2317 SHIRTS|1847|474361
40020|UAW 2317 HATS|970|474361
38851|PREPAID EXPENSES|78671|466886
38324|Prepaid Expenses|6211|464064
40295|Deposits|931|476564
46456|PREPAID EXPENSES|87559|506443
41359|PREPAID EXPENSES|9244|480775
41360|DUE FROM OTHER FUNDS|1968|480775
39206|RENT DEPOSITS|1978|467524
40391|Due from Finishing Trades of SNE|27880|477333
40392|Due from Local 1122|44649|477333
40597|NONE|0|478036
39788|Inventory|2915|471258
42462|Prepaid Expenses|36334|488540
52734|Security Deposits (Rent)|6200|538004
40739|36 Bibles|1260|478594
40744|2 tote bags|30|478594
40743|4 hats|40|478594
40742|2 fleece jackets|70|478594
40741|10 Sweatshirts|350|478594
40740|38 T-shirts|551|478594
42448|PREPAID INSURANCE|309|488467
38411|Security Deposit|4400|465075
42266|Prepaid payroll withholdings|193|487324
41516|Employee Expense Advance|6500|481185
41519|Utility Deposits|300|481185
41518|Prepaid Insurance|5761|481185
41517|Accrued Interest|95|481185
39043|INVENTORY OF T-SHIRTS (ESTIMATED AND NOT AUDITED)|39525|467155
39838|Deposits|778|471662
39839|Prepaid Expenses|2988|471662
39730|SECURITY DEPOSITS|5289|470929
39736|FIDUCIARY TRUST DEPOSIT ACCOUNT|55152|470929
39735|PROMOTIONAL ITEMS/OFFICE SUPPLY INVENTORY|6111|470929
39734|PREPAID EXPENSES|98846|470929
39733|DUE FROM AFFILIATES|1440141|470929
39732|INSUFFICIENT FUNDS DEPOSIT RETURNS|14519|470929
39731|PAYROLL WITHHOLDINGS|2637|470929
