OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
138144|2102||0|F|467000
144580|2101|REGULAR MEMBERS|31438|T|479578
144581|2102||0|F|479578
137636|2101|JOURNEYMAN|853|T|466695
137637|2101|APPRENTICE|82|T|466695
137638|2101|RETIRED MEMBER|69|T|466695
137639|2101|EARLY RETIREE AND DISABLED|123|T|466695
137640|2101|HONORARY MEMBER|89|T|466695
137641|2101|CONTRACTOR|2|F|466695
137642|2102||0|F|466695
134851|2101||0|T|460864
134852|2102||0|F|460864
152458|2101|OFFICERS|7|T|495659
152459|2101|STEWARDS|57|T|495659
152460|2101|ACTIVE MEMBERS|2446|T|495659
143565|2101|Regular-fully paid members|393|T|478414
153090|2101|COSTRUCTION|230|T|499149
153091|2101|PUBLIC EMPLOYEES|167|T|499149
153092|2101|RETIREES|80|T|499149
150455|2101|MICHIGAN LOCAL UNIONS|143911|T|489787
135024|2101|ACTIVE MEMBER|1959|T|461377
135025|2101|RETIRED MEMBER|27|F|461377
135026|2101|UNEMPLOYED MEMBER|0|F|461377
135027|2101|LIFE MEMBER|422|F|461377
135028|2101|OFFICIAL MEMBER|153|F|461377
135687|2101|ACTIVE MEMBERS|2570|T|463843
136260|2101|A|6|T|465651
136261|2101|BA|1016|T|465651
136262|2102||0|F|465651
143188|2101|Regular members|602|T|477803
143189|2101|Retired members|23|T|477803
143489|2101|JOURNEYMEN|990|T|478322
143490|2101|APPRENTICES|237|T|478322
143491|2101|RETIREES|270|F|478322
143492|2101|ARREARS MEMBERS|59|F|478322
140352|2101|Direct Bill Members|379|T|470426
140353|2101|State Employed Members|1160|T|470426
140354|2101|County Employed Members|923|T|470426
140355|2102||1356|F|470426
140531|2101|FULL DUES PAYING MEMBERS|1571|T|470699
140532|2102||0|F|470699
138404|2101|Journeymen|462|T|467096
138405|2101|Apprentice|96|F|467096
138406|2101|Retirees|374|T|467096
135155|2101|ACTIVE MEMBER|967|T|461668
135156|2101|RETIRED MEMBER|11|F|461668
135157|2101|UNEMPLOYED MEMBER|0|F|461668
135158|2101|LIFE MEMBER|160|F|461668
135159|2101|OFFICIAL MEMBER|64|F|461668
147355|2101|Goodyear Tire and Rubber Company Employees|2205|T|482788
147356|2101|Defender Industries|95|T|482788
148023|2101|Full time members|8072|T|487058
148024|2101|Part time members|202|T|487058
148025|2101|Part time-part time members|137|T|487058
148026|2102||1563|F|487058
147251|2101|Members|1750|T|482685
147252|2102||1|F|482685
142108|2101|Regular Members|879|T|476004
142109|2102||7|F|476004
144139|2101|Regular members|486|T|479124
144140|2102||0|F|479124
140703|2101|Active member|693|T|470905
140704|2102||3|F|470905
145249|2101|ACTIVE|1150|T|480152
145250|2101|RETIREES|69|F|480152
140185|2101|INSERVICE|394120|T|469918
140186|2101|RETIREES|184035|T|469918
140187|2101|AT-LARGE|7588|F|469918
140188|2101|SPECIAL CONSTITUENCY GROUPS|6513|F|469918
140189|2102||21652|F|469918
153610|2101|DUES PAYING MEMBERS|810|T|502140
153611|2101|LIFE MEMBERS|1|T|502140
153612|2101|EXEMPT MEMBERS|7|T|502140
153613|2101|RETIRED MEMBERS|179|T|502140
153614|2102||2|F|502140
140813|2101|MEMBERS OF AFFILIATED UNIONS|7537|F|471086
140814|2102||7537|F|471086
141301|2101|Union members|758|T|473760
141302|2101|Associate members|165|F|473760
141303|2101|Retirees|147|T|473760
143197|2101|"A"|104|T|477816
143198|2101|"BA"|1261|T|477816
143199|2102||0|F|477816
141334|2101|REGULAR PRIVATE AND PUBLIC SECTOR MEMBERS|449|T|473857
153347|2101|Dues paying members|1080|T|500898
153348|2102||0|F|500898
140080|2101|0806|1|T|469735
140061|2101|4609|29|T|469735
140081|2101|0810|4|T|469735
140082|2101|9107|3|T|469735
140083|2101|9173|4|T|469735
140084|2101|9218|16|T|469735
140085|2101|9508|2|T|469735
140086|2101|9510|2|T|469735
140087|2101|9554|3|T|469735
140088|2101|33374|1|T|469735
140057|2101|1230|8|T|469735
140056|2101|2917|13|T|469735
140058|2101|9115|47|T|469735
140059|2101|9118|157|T|469735
140060|2101|1461|8|T|469735
140062|2101|4614|1|T|469735
140063|2101|9156|36|T|469735
140064|2101|2419|12|T|469735
140065|2101|2024|37|T|469735
140066|2101|3355|23|T|469735
140067|2101|4610|171|T|469735
140068|2101|9153|75|T|469735
140069|2101|9199|273|T|469735
140070|2101|4611|6|T|469735
140071|2101|9171|7|T|469735
140072|2101|500|200|T|469735
140073|2101|4629|1|T|469735
140074|2101|0007|115|T|469735
140075|2101|0008|2|T|469735
140076|2101|0013|69|T|469735
140077|2101|0014|21|T|469735
140078|2101|0022|15|T|469735
140079|2101|23|1|T|469735
141324|2101|REGULAR MEMBERS PAYING DUES|255|T|473828
139065|2101|State and Non-State Member|48616|T|467323
139066|2102||13039|F|467323
146735|2101|Regular membership|3090|T|482388
146736|2102||0|F|482388
140468|2101|GENERAL|692|T|470628
140469|2102||0|F|470628
144672|2101|A|7|T|479640
144673|2101|BA|333|T|479640
153671|2101|Permit Fee Payers|1282|F|502279
153672|2101|Passive members|289|F|502279
153673|2101|Retirees|2|F|502279
153674|2101|Financial Core|291|F|502279
153675|2101|Beck|1|F|502279
153670|2101|Regular Members|11841|T|502279
144112|2101|Dues paying members|1815|T|479093
144113|2101|Fee paying members|150|F|479093
151780|2101|Active|905|T|491280
151781|2102||1|F|491280
141376|2101|Roofers Union 70 members in good standing|276|T|473931
141377|2101|Superannuated|18|T|473931
141378|2101|Removed from rolls|12|F|473931
135160|2101|JOURNEYMEN|813|T|461673
135161|2101|APPRENTICES|88|T|461673
135162|2101|DISABLED|50|T|461673
135163|2101|EARLY RETIRED|88|T|461673
135164|2101|RETIRED|120|T|461673
135165|2101|HONORARY|169|T|461673
144747|2101|Regular Members|3274|T|479777
144748|2101|Retired Members|25|F|479777
149884|2101|General Member|727|T|489423
149885|2101|PSE|40|T|489423
141154|2101|Active members|1118|T|473006
141155|2102||1118|F|473006
149187|2101|ACTIVE - CAREER EMPLOYEES|1197|T|488919
149188|2101|POSTAL SUPPORT EMPLOYEES|34|T|488919
149189|2101|RETIRED, FULL DUES PAYING MEMBERS|3|T|488919
149190|2102||0|F|488919
143548|2101|Regular Membership|1666|T|478388
150208|2101|Regular Members|1511|T|489644
150209|2101|Retire Members|173|T|489644
150210|2101|Honorary Members|6|T|489644
149220|2101|REGULAR MEMBERS PAY FULL DUES|607|T|488966
147803|2101|ACTIVE|1330|T|486831
146664|2101|FULL DUES PAYING MEMBERS|1081|T|482345
146665|2101|POSTAL SUPPORT EMPLOYEES|22|F|482345
151326|2101|Regular Union Members|849|T|490317
151327|2101|Union Non-pay Members|34|T|490317
151328|2101|Retirees|4|T|490317
146708|2101|USPS Employees|630|T|482370
146709|2101|MCA Private Sector Employees|99|T|482370
144534|2101|All members are full paying|1945|T|479540
147292|2101|APWU National members|1527|T|482721
147175|2101|ACTIVE DUES PAYING MEMBERS|1188|T|482622
147176|2101|ACTIVE NON-PAYING MEMBERS|35|T|482622
147177|2101|RETIREES FULL DUES PAYING MEMBERS|6|T|482622
147178|2101|RETIREES REDUCED DUES PAYING MEMBERS|270|T|482622
144817|2101|All members are full paying|900|T|479846
147173|2101|Career employees|636|T|482617
147174|2101|PSE employees|222|T|482617
146182|2101|ACTIVE|1308|T|481259
150080|2101|Full Time Members- Pay Full Dues|1789|T|489544
150081|2101|Cash Pay Members- Pay Full Dues|11|T|489544
150082|2101|Non Career Members- Pay Reduced Dues|113|T|489544
150083|2101|Retiree Members-do Not Pay Full Dues|357|F|489544
148156|2101|MOTOR VEHICLE|41|T|487154
148154|2101|CLERKS|400|T|487154
148157|2101|POSTAL SUPPORT EMPLOYEES|43|T|487154
148158|2102||0|F|487154
148155|2101|MAINTENANCE|153|T|487154
143082|2101|Actives|757|T|477689
144232|2101|Full Dues Paying Members|909|T|479198
144233|2102||0|F|479198
150084|2101|Active dues paying members|1881|T|489545
151509|2101|ACTIVE MEMBERS|841|T|490780
143078|2101|Active Members|1375|T|477674
143079|2101|Other Members (Managers)|3|F|477674
143080|2101|Retired Members|14|T|477674
134797|2101|Career Employees|1101|T|460730
134798|2101|Retirees|401|F|460730
134799|2102||0|F|460730
143780|2101|CAREER|1167|T|478825
143781|2101|PSE|85|T|478825
143782|2102||0|F|478825
147466|2101|Dues Pay Member|1027|T|486651
147467|2102||0|F|486651
151376|2101|Members|750|T|490448
151377|2102||0|F|490448
150394|2101|REGULAR MEMBERS|689|T|489762
145980|2101|RETIRED MEMBERS|521|T|481122
145979|2101|ACTIVE MEMBERS|1150|T|481122
142129|2101|ACTIVE|760|T|476032
142130|2101|RETIRED|294|T|476032
142131|2101|LIFE TIME MEMBERS - 50 YEARS PLUS|63|T|476032
149987|2101|Active|554|T|489481
149988|2101|Retired|189|T|489481
149989|2101|Life|16|T|489481
149990|2101|Associate|15|F|489481
141031|2101|ACTIVE  MEMBERS FULL DUES|542|T|472232
141032|2101|REITREES|168|T|472232
150101|2101|ACTIVE MEMBERS|1218|T|489565
150102|2101|RETIREE MEMBERS|353|T|489565
146492|2101|Active|1406|T|482247
146493|2101|Retired|627|T|482247
141089|2101|REGULAR MEMBERS|680|T|472575
141090|2101|RETIRED MEMBERS|140|T|472575
141091|2102||0|F|472575
151475|2101|ACTIVE DUES PAYING MEMBERS|1829|T|490655
151476|2101|ACTIVE NON-DUES PAYING MEMBERS|55|T|490655
151477|2101|RETIREES DUES PAYING MEMBERS|581|T|490655
152622|2101|ALL MEMBERS IN GOOD STANDING|1363|T|496628
134899|2101|ACTIVE MEMBERS|1610|T|461172
134900|2101|RETIRED MEMBERS|424|T|461172
134901|2101|LIFE MEMBERS|107|T|461172
136654|2101|REGULAR MEMBERS|624|T|466047
136655|2101|RETIRED MEMBERS|125|T|466047
142057|2101|Active|916|T|475862
142058|2101|Retirees|264|T|475862
137262|2101|REGULAR MEMBERS|3164|T|466517
137263|2101|RETIRED MEMBERS|918|T|466517
137264|2102||0|F|466517
141529|2101|INACTIVE CARRIERS NOT PAYING FULL DUES|302|T|474340
141528|2101|ACTIVE CARRIERS PAYING FULL DUES|490|T|474340
152401|2101|ACTIVE|498|T|495337
152402|2101|RETIRED|280|T|495337
144393|2101|Active members|1485|T|479398
144394|2101|Retired members|501|T|479398
144395|2101|Life members|254|T|479398
144396|2101|Military service members|3|T|479398
144397|2101|Retired members-direct pays|8|T|479398
152760|2101|REGULAR MEMBERS|808|T|497388
152761|2101|RETIRED MEMBERS|232|T|497388
152762|2101|LIFE MEMBERS|83|T|497388
149106|2101|ACTIVE|1100|T|488875
149107|2101|RETIRED|600|T|488875
149108|2101|LIFE|200|T|488875
141764|2101|ACTIVE|1819|T|475233
141765|2101|RETIREES|756|T|475233
141766|2101|ASSOCIATES|1|T|475233
141419|2101|Active Members|540|T|473989
141420|2101|Retired Members|280|T|473989
141421|2102||0|F|473989
161703|2101|Actively employed|639|T|515322
161704|2101|Retirees|269|T|515322
152651|2101|Active Letter Carriers|647|T|496792
152652|2101|Retired letter carriers|316|T|496792
144531|2101|ACTIVES|1559|T|479539
144532|2101|RETIREES|787|T|479539
144533|2102||0|F|479539
151460|2101|ACTIVE|2136|T|490633
151461|2101|RETIRED|883|T|490633
151462|2101|GOLD CARD MEMBERS|375|T|490633
144911|2101|Active Members|798|T|479919
144912|2101|Retired Members|327|T|479919
144913|2101|Gold Card Members|23|T|479919
145690|2101|Active|749|T|480824
145691|2101|Retired|270|T|480824
145692|2101|lifetime|14|T|480824
148332|2101|Active Members|3546|T|487577
148333|2101|Retired Members|1299|T|487577
148334|2101|Life Members|53|T|487577
148335|2102||0|F|487577
141586|2101|Active Letter Carriers|684|T|474686
141587|2101|Retired Letter Carriers|466|T|474686
142572|2101|Active|888|T|476977
142573|2101|Retired|350|T|476977
148652|2101|ACTIVE MEMBERS|697|T|488554
148653|2101|Retirees|432|T|488554
143264|2101|ACTIVE|1571|T|477966
143265|2101|RETIRED|357|T|477966
143266|2101|GOLD CARD|71|T|477966
143267|2101|ASSOCIATE|12|T|477966
143268|2101|RETIRED ASSOCIATE|1|T|477966
149677|2101|Regular Membership|995|T|489280
149678|2101|Retirees|455|T|489280
150389|2101|Active Letter Carriers|685|T|489755
150390|2101|Retired Letter Carriers|201|T|489755
150391|2102||0|F|489755
150289|2101|Active|679|T|489680
150290|2101|Retiree|381|T|489680
142235|2101|ACTIVE MEMBERS|1530|T|476229
142236|2101|RETIRED MEMBERS|924|T|476229
143253|2101|Active members|1303|T|477943
143254|2101|Retired members|200|T|477943
143255|2102||0|F|477943
142660|2101|ACTIVE MEMBERS|3522|T|477104
142661|2101|RETIREES|1635|T|477104
144739|2101|ACTIVE MEMBERS|612|T|479738
144740|2101|RETIRED MEMBERS|233|T|479738
143035|2101|Active Branch Members|1337|T|477610
143036|2101|Retired Members|402|T|477610
153590|2101|Active Membership|366|T|501855
153591|2102||0|F|501855
141194|2101|REGULAR|860|T|473312
141195|2101|RETIREE|440|T|473312
141196|2101|LIFE MEMBERS|59|T|473312
143758|2101|Active Members|716|T|478780
143759|2101|Retirees|449|T|478780
143760|2101|Life Members|81|T|478780
143437|2101|Active members|3728|T|478209
143438|2101|Retired members - $24 per year|1229|T|478209
143439|2101|Retired associate - $36 per year|52|F|478209
143440|2101|Life members|689|T|478209
142402|2101|ACTIVE|918|T|476549
142403|2101|RETIREES|344|T|476549
141449|2101|REGULAR MEMBERS|1247|T|474086
141450|2101|RETIRED MEMBERS|510|T|474086
141451|2101|LIFE MEMBERS|85|T|474086
144992|2101|Active Member|1644|T|479991
144993|2101|Retired Members|600|T|479991
144994|2101|Life Members|119|T|479991
144995|2102||442|F|479991
143500|2101|ACTIVE|1052|T|478326
143501|2101|RETIRED|465|T|478326
149966|2101|Active Memebers|604|T|489462
149967|2101|Retired Members|388|T|489462
149968|2101|Associate Members|5|F|489462
149969|2102||0|F|489462
143926|2101|ACTIVE MEMBERS|740|T|478952
143927|2101|RETIRED MEMBERS|260|T|478952
143602|2101|ACTIVE MEMBERS|569|T|478451
143603|2101|RETIRED MEMBERS|219|T|478451
152478|2101|LIFE MEMBERS|242|T|495743
152479|2101|RETIRED|394|T|495743
152480|2101|ACTIVE|1105|T|495743
142778|2101|Active members|1826|T|477274
142779|2101|Retired partial dues|968|F|477274
142780|2101|Lifetime members pay no dues|142|F|477274
142524|2101|Active Members  Pay full dues|683|T|476894
142525|2101|Retired Members|300|F|476894
142526|2102||0|F|476894
144803|2101|REGULAR ACTIVE MEMBERSHIP|757|T|479837
144804|2101|RETIRED MEMBERS|302|T|479837
144805|2101|GOLD CARD MEMBERS (LIFETIME MEMBERS)|26|T|479837
144806|2101|ASSOCIATE MEMBERS FOR NALC INSURANCE|180|F|479837
144807|2102||0|F|479837
144229|2101|ACTIVE MEMBERS|909|T|479192
144230|2101|RETIRED MEMBERS|355|T|479192
144231|2101|ASSOCIATE MEMBERS|241|F|479192
143395|2101|Regular Members|669|T|478055
140797|2101|MEMBERS|863|T|471028
140798|2102||208|F|471028
143712|2101|ACTIVE|1060|T|478673
143713|2101|RETIREES|632|T|478673
148531|2101|Regular Voting Members Paying Full Dues|678|T|488346
142067|2101|ACTIVE - FULL DUES|955|T|475922
142068|2101|RETIREE - REDUCED DUES|312|T|475922
147544|2101|ACTIVE|3140|T|486714
147545|2101|RETIRED|879|T|486714
147546|2102||0|F|486714
152104|2101|Regular Active|851|T|492214
152105|2101|Regular Retired|285|T|492214
152106|2101|50 Year Life|54|T|492214
152107|2101|60 Year Life|16|T|492214
152108|2101|70 Year Life|3|T|492214
152109|2101|Associated Active|8|F|492214
152110|2101|Associated Retired|10|F|492214
152111|2101|Associated 50 Year Life|3|F|492214
148714|2101|ACTIVE|1173|T|488597
148715|2101|RETIRED|445|T|488597
148716|2101|GOLD CARD|91|T|488597
148717|2102||0|F|488597
141490|2101|Active|676|T|474213
141491|2101|Retired|348|T|474213
148281|2101|REGULAR MEMBERS|3449|T|487394
148282|2101|RETIRED MEMBERS|782|T|487394
145379|2101|ACTIVE MEMBERS/ DUES PAYING|1781|T|480298
145380|2102||0|F|480298
141063|2101|maintenance craft:70member|70|T|472392
141062|2101|clerk craft:640 member|640|T|472392
141064|2101|motor vehicle service: 70member|70|T|472392
152508|2101|CA EMPLOYEES STATUS|1103|T|495932
152509|2101|CA NON PAY EMPLOYEES|45|F|495932
151316|2101|REGULAR MEMBERS|1254|T|490307
152061|2101|MEMBERS AT LARGE DUES PAYING|570|T|492181
152062|2101|STATE LOCALS|50|T|492181
152063|2101|MEMBERS AT LARGE NON PAYING|12|T|492181
149850|2101|CLERKS|870|T|489407
149851|2101|MAINTENANCE|211|T|489407
149852|2101|MOTOR VEHICLES|133|T|489407
137838|2101|Associates & Regular Carriers|977|T|466833
137839|2101|Relief Carriers|554|T|466833
137840|2101|Retirees|401|F|466833
138956|2101|Regular|753|T|467282
138957|2101|Retired|510|T|467282
138958|2101|Associate|15|F|467282
138959|2101|Part-time rural letter carriers|381|T|467282
138960|2102||0|F|467282
152851|2101|Regular carrier members|1002|T|498062
152852|2101|Relief carrier membes|616|T|498062
152853|2101|Retired carrier members|836|T|498062
152854|2101|Associate members|17|F|498062
152855|2102||0|F|498062
137700|2101|BARGAINING UNIT RURAL CARRIERS|2338|T|466712
137701|2101|RETIRED RURAL CARRIERS|778|T|466712
137702|2101|ASSOCIATES|10|F|466712
136895|2101|Regular Rural Carrier|2186|T|466290
136896|2101|Retired Rural Carrier|842|T|466290
136897|2101|Relief Rural Carrier|1421|T|466290
136898|2101|Part-Time Flexible Rural Carrier|2|T|466290
136899|2101|Associate Rural Carrier|15|F|466290
136900|2101|Retired Associate Rural Carrier|2|F|466290
137141|2101|REGULAR CARRIERS|1612|T|466400
137142|2101|LEAVE REPLACEMENT CARRIERS|834|T|466400
137143|2101|RETIRED CARRIERS|650|T|466400
137144|2101|PART-TIME FLEX CARRIERS|17|T|466400
137145|2101|ASSOCIATES|12|F|466400
137146|2102||0|F|466400
152706|2101|Regular Rural Carriers|2630|T|497247
152707|2101|PTF Carriers|8|T|497247
152708|2101|Rural Carrier Associates|1567|T|497247
152709|2101|Retired Rural Carriers|802|T|497247
152710|2101|Associate Members|39|F|497247
138906|2101|REGULAR|45|T|467265
138907|2101|RETIREES|12|T|467265
137504|2101|REGULAR CARRIERS|2359|T|466657
137505|2101|RELIEF CARRIERS|1475|T|466657
137506|2101|RETIRED CARRIERS|987|T|466657
137507|2101|ASSOCIATE MEMBERS|29|F|466657
152692|2101|REGULAR|3982|T|497027
152693|2101|RELIEF|1886|T|497027
152694|2101|RETIRED|975|T|497027
152695|2101|PTF'|21|T|497027
152684|2101|ACTIVE MEMBERS - FULL AND PART TIME|3680|T|496989
152685|2101|RETIREES|895|T|496989
152686|2101|ASSOCIATES|24|F|496989
139306|2101|BARGAINING UNIT RURAL CARRIERS|1239|T|467552
139307|2101|RETIRED RURAL CARRIERS|110|T|467552
139308|2101|ASSOCIATES|11|F|467552
139309|2101|RETIRED ASSOCIATES|2|F|467552
136579|2101|Members - Pays Full Dues|897|T|466016
136580|2101|Associate Members - Pays Full Dues|13|F|466016
136581|2102||0|F|466016
136271|2101|Regular|2086|T|465694
136272|2101|RCA (sub-relief)|1271|T|465694
136273|2101|Retired|1039|T|465694
136274|2102||0|F|465694
138361|2101|Regular|1477|T|467076
138362|2101|Relief|551|T|467076
138363|2101|Retired|446|T|467076
138364|2102||30|F|467076
139113|2101|Regular Members|1618|T|467366
139114|2101|Retired Members|916|T|467366
139115|2101|Relief Members|1171|T|467366
139116|2101|Associate Members|14|F|467366
139117|2101|PTF Member|1|T|467366
137708|2101|Regular|1689|T|466714
137709|2101|Relief carriers|936|T|466714
137710|2101|Retirees|906|T|466714
137711|2101|Associates|30|F|466714
152751|2101|RETIRED CARRIERS|404|T|497368
152749|2101|REGULAR CARRIERS|917|T|497368
152752|2101|ASSOCIATE MEMBERS|21|F|497368
152753|2102||0|F|497368
152750|2101|RELIEF CARRIERS|632|T|497368
152812|2101|Bargaining Unit Rural Carriers|1554|T|497835
152813|2101|Retired Rural Carriers|278|T|497835
152814|2101|Associates|7|F|497835
152815|2101|Retired Associates|1|F|497835
152816|2102||0|F|497835
152736|2101|REGULAR CARRIER MEMBERS|1928|T|497318
152737|2101|RELIEF CARRIER MEMBERS|821|T|497318
152738|2101|PART-TIME FLEXIBLE CARRIER MEMBERS|2|T|497318
152739|2101|RETIRED CARRIER MEMBERS|790|T|497318
152740|2102||0|F|497318
136363|2101|REGULAR|1669|T|465789
136364|2101|RELIEF|1121|T|465789
136365|2101|RETIRED|733|T|465789
136366|2101|ASSOCIATE|17|F|465789
138356|2101|REGULAR|888|T|467074
138357|2101|RETIRED|164|T|467074
138358|2101|RELIEF|388|T|467074
138359|2101|PTF|22|T|467074
138360|2101|ASSOCIATE|10|F|467074
138726|2101|Regular Carriers|2182|T|467189
138727|2101|PTF|6|T|467189
138728|2101|Relief Carriers|1248|T|467189
138729|2101|Retired Carriers|957|T|467189
138730|2101|Associate|28|F|467189
144644|2101|ACTIVE MEMBERS|1044|T|479620
144645|2101|ASSOCIATES MEMBERS|124|F|479620
153292|2101|Associate Members|4106|F|499404
153291|2101|Regular Members|909|T|499404
135747|2101|Clerk Craft|1033|T|464063
135748|2101|Maintenance Craft|57|T|464063
135749|2101|Cash Paying Members|9|T|464063
135750|2101|Letter Carriers|6|F|464063
135751|2101|Postmasters|1|F|464063
135752|2101|Supervisors|5|F|464063
149230|2101|Active|725|T|488972
149231|2101|Retired|299|T|488972
147633|2101|JOURNEYMAN WIREMAN|701|T|486772
147634|2101|JOURNEYMAN WIREMAN/TELEDATA|42|T|486772
147635|2101|MAINT & INSP|3|T|486772
147636|2101|INSIDE/APPRENTICE|54|F|486772
147637|2101|JOURNEYMAN/LINEMAN|2|T|486772
147638|2101|TELEDATA TECH/APPRENTICE|4|F|486772
147639|2101|SOLAR/TELEDATA|5|T|486772
147640|2101|RESIDENTIAL WIREMAN|1|T|486772
147641|2101|RESIDENTIAL/WIREMAN APPRENTICE|0|F|486772
147642|2101|JOURNEYMAN WIREMAN/TEL/SOLAR|4|T|486772
147643|2101|LIN MA/ IN APPRENTICE|17|F|486772
147644|2101|TECH/TR T-D|6|F|486772
147645|2101|LINE/HIVOL-INMA|64|T|486772
147646|2101|GROUNDMAN/EQUIPMENT OPERATOR|0|T|486772
147647|2101|JOURNEYMAN-WIRE/EQ OP|2|T|486772
147648|2101|GROUNDPERSON|10|T|486772
147649|2101|JOURNEYMAN-WIREWOMAN|8|T|486772
147650|2101|LGNT PROT/TECH|1|T|486772
147651|2101|TELEDATA/TECH|46|T|486772
147652|2101|COMMUNICATION|1|T|486772
147653|2101|WIREMAN|29|T|486772
147654|2101|LIGHTNING ROD TRAINEE|0|F|486772
147655|2101|RESIDENTIAL/SOLAR/TELETECH|1|T|486772
147656|2101|LIGHTNING TECHNICIAN TRAINEE|7|F|486772
147657|2101|LIGHTNING TECHNICIAN|1|T|486772
141092|2101|Active Members|26288|T|472581
141093|2101|Retired Members|7822|T|472581
141094|2101|Life Members|1038|T|472581
141095|2102||0|F|472581
148936|2101|Active|566|T|488773
148937|2101|Retiree|210|T|488773
148938|2101|Assiciate Retiree|1|T|488773
148939|2101|Life Memeber|26|T|488773
145212|2101|ACTIVE|1792|T|480130
145213|2101|RETIRED|801|T|480130
145214|2101|RETIRED-LIFE|40|T|480130
147197|2101|Regular Members|1288|T|482645
147198|2101|Retired Members|505|T|482645
139234|2101|REGULAR MEMBER|1620|T|467509
139235|2101|RETIRED MEMBER|502|T|467509
139236|2101|PART TIME FLEXIBLE MEMBER|37|T|467509
139237|2101|RELIEF MEMBER|737|T|467509
139238|2101|ASSOCIATE MEMBER|18|F|467509
136437|2101|ASSOCIATE MEMBERS|9|F|465845
136434|2101|REGULAR RURAL CARRIER|1265|T|465845
136435|2101|RELIEF CARRIERS|769|T|465845
136436|2101|RETIRE RURAL CARRIERS|536|T|465845
150445|2101|ACTIVE MEMBERS|634|T|489781
