OID|INV_TYPE|NAME|AMOUNT|RPT_ID
99818|701|Sigma Planning Corp|53584|407795
99819|701|sIGMA fINANCIAL Corp|10322|407795
99820|703|Marketable Securities Total Cost|179865|407795
99821|704|Marketable Securities Total BookValue|222674|407795
99584|701|CORPORATE BONDS-SBC COMMUNICATIONS 5.1%|113355|407432
99585|701|CORPORATE BONDS-FIFTH THIRD BANK 4.75%|101133|407432
99586|701|CORPORATE BONDS-INTL LEASE 4.375%|99375|407432
99587|701|VAN KAMPER SR INC TR|53760|407432
99588|703|Marketable Securities Total Cost|337243|407432
99589|704|Marketable Securities Total BookValue|410371|407432
99590|702|N/A|0|407432
117044|701|N/A|0|432427
117045|702|N/A|0|432427
124225|703|Marketable Securities Total Cost|233667|441272
124226|704|Marketable Securities Total BookValue|171292|441272
124227|701|Northern Trust - Stock Index Fund|171292|441272
124228|705|Other Investments Total Cost||441272
124229|706|Other Investments Total Book Value||441272
115237|701|N/A|0|425925
115238|702|N/A|0|425925
109157|701|N/A|0|418411
109158|702|N/A|0|418411
117046|701|N/A|0|432436
117047|702|N/A|0|432436
100206|701|N/A|0|408707
100207|702|N/A|0|408707
100780|701|N/A|0|409953
100781|702|30,000 Citi Group Bond - ML|29223|409953
100782|702|1,150 Freddie Mac Bond - ML|29587|409953
100783|702|1,000 Fannie Mae Bond - ML|25000|409953
100784|705|Other Investments Total Cost|83810|409953
100785|706|Other Investments Total Book Value|83810|409953
115259|701|N/A|0|425933
115260|702|N/A|0|425933
113568|701|N/A|0|420717
113569|702|LOCAL 234 BUILDING CORP.|527553|420717
113570|705|Other Investments Total Cost|527553|420717
113571|706|Other Investments Total Book Value|527553|420717
97076|701|AMERICAN FUNDS - GROWTH FUND OF AMERICA|50730|403762
97077|701|AMERICAN FDS - FUNDAMENTAL INVESTORS FUND|69930|403762
97078|701|AMERICAN FDS - INVESTMENT COMPANY OF AMERICA|75127|403762
97079|701|AMERICAN FDS - AMERICAN MUTUAL FUND|20369|403762
97080|701|AMERICAN FDS - BOND FUND OF AMERICA CLASS A|34052|403762
97081|701|AMERICAN FDS - CAPITAL INCOME BUILDER FUND|20487|403762
97082|701|AMERICAN FDS - INCOME FUND OF AMERICA|50824|403762
97083|703|Marketable Securities Total Cost|437968|403762
97084|704|Marketable Securities Total BookValue|437968|403762
97085|702|N/A|0|403762
101839|701|N/A|0|412099
101840|702|N/A|0|412099
94212|701|AMERICAN FUNDS INCOME FUND|29301|402581
94213|701|EVERGREEN UTILITY AND TELECOMMUNICATIONS FUND|36702|402581
94214|701|FRANKLIN INCOME FUND|33815|402581
94215|701|JOHN HANCOCK LIFESTYLE FUND|38412|402581
94216|701|LOOMIS SAYLES STRATEGIC INCOME FUND|72615|402581
94217|701|LORD ABBETT BOND FUND|52209|402581
94218|701|PIMCO TOTAL RETURN FUND|30000|402581
94219|703|Marketable Securities Total Cost|565309|402581
94220|704|Marketable Securities Total BookValue|444025|402581
94221|702|N/A|0|402581
115183|701|N/A|0|425631
115184|702|N/A|0|425631
104781|701|N/A|0|415674
104782|702|N/A|0|415674
112687|701|Vanguard Star Fund|360888|420335
112688|703|Marketable Securities Total Cost|370459|420335
112689|704|Marketable Securities Total BookValue|360888|420335
112690|702|N/A|0|420335
113397|701|N/A|0|420650
113398|702|N/A|0|420650
109567|701|N/A|0|418639
109568|702|N/A|0|418639
92980|701|MORGAN STANLEY CAP TR III - 4,000 SHARES|100000|400550
92981|701|WELLS FARGO CAP TR III - 4,000 SHARES|100000|400550
92982|701|USB CAPITAL VII - 100 SHARES|25000|400550
92983|701|MORGAN STANLEY CAP TR VI - 4,000 SHARES|100000|400550
92984|701|BELL SOUTH - 4,000 SHARES|100000|400550
92985|701|COUNTRYWIDE FIN CAP V - 2,000 SHARES|50000|400550
92988|702|N/A|0|400550
92986|703|Marketable Securities Total Cost|475000|400550
92987|704|Marketable Securities Total BookValue|475000|400550
92757|701|N/A|0|400082
92758|702|N/A|0|400082
94170|702|N/A|0|402450
94169|701|N/A|0|402450
107867|701|N/A|0|417810
107868|702|N/A|0|417810
100519|701|N/A|0|409251
100520|702|N/A|0|409251
100609|701|MERRILL LYNCH SPECIAL ACCOUNT|568167|409438
100610|701|MERRILL LYNCH SERVICE AWARD ACCOUNT|500056|409438
100611|703|Marketable Securities Total Cost|1068223|409438
100612|704|Marketable Securities Total BookValue|1068223|409438
100613|702|N/A|0|409438
94828|701|Countrywide 04-J2|27830|402880
94829|701|GSR Mortgage 05/25/34|40399|402880
94830|701|FHLMC 2750 SJ|44557|402880
94831|701|JPMorgan 09/29/36|37791|402880
94832|701|Hartford Capital Appreciation|66963|402880
94833|701|Hartford Capital Appreciation II|30061|402880
94834|701|Hartford International Opportunity|29181|402880
94835|701|Hartford Dividend Growth|31171|402880
94836|701|Hartford Small Company|27895|402880
94837|701|Eaton Vance Large Cap Value|46308|402880
94838|701|First Trust REIT Growth & Income|50900|402880
94839|703|Marketable Securities Total Cost|563251|402880
94840|704|Marketable Securities Total BookValue|447386|402880
94841|702|N/A|0|402880
92657|702|N/A|0|399735
92655|703|Marketable Securities Total Cost|25000|399735
92656|704|Marketable Securities Total BookValue|25000|399735
92654|701|HARRIS PREFERRED CAPITAL - 1,000 SHARES|25000|399735
114418|701|N/A|0|421526
114419|702|N/A|0|421526
102469|701|N/A|0|413068
102470|702|N/A|0|413068
112946|701|N/A|0|420457
112947|702|N/A|0|420457
111203|703|Marketable Securities Total Cost|375032|419527
111201|701|Retail Employees Credit Union CD|308685|419527
111204|704|Marketable Securities Total BookValue|375032|419527
111205|702|Minneapolis Labor Temple Association Stock|23750|419527
111206|706|Other Investments Total Book Value|26260|419527
111202|701|Retail Employees Credit Money Market Fund|66342|419527
104599|701|N/A|0|415547
104600|702|N/A|0|415547
103271|701|N/A|0|414139
103272|702|N/A|0|414139
101272|701|772.976 SHARES DWS STRATEGIC GOVERNMENT SEC FUND A|6771|410658
101273|701|487.737 SHARES PRINCIPAL REAL ESTATE FUND CLASS B|5867|410658
101274|701|1154.973 SHARES PRINCIPAL LAGECAP BLEND FUND II|9240|410658
101275|701|579.908 SHS PRIN GOV'T & HIGH QUALITY BOND|6292|410658
101276|703|Marketable Securities Total Cost|40000|410658
101277|704|Marketable Securities Total BookValue|28170|410658
101278|702|N/A|0|410658
108072|701|N/A|0|417862
108073|702|N/A|0|417862
99102|701|VICTORY INSTITUTIONAL DIVERSIFIED STOCK FUND|2500000|406624
99103|701|VICTORY CAP SER A CORE FIXED INCOME LLC|7643530|406624
99104|703|Marketable Securities Total Cost|16488563|406624
99105|704|Marketable Securities Total BookValue|16488563|406624
99106|702|NYSUT BUILDING CORPORTATION (TRUST)|37821579|406624
99107|705|Other Investments Total Cost|37821579|406624
99108|706|Other Investments Total Book Value|37821579|406624
104691|701|N/A|0|415606
104692|702|N/A|0|415606
108162|701|N/A|0|417883
108163|703|Marketable Securities Total Cost|48280|417883
108164|704|Marketable Securities Total BookValue|48280|417883
108165|702|N/A|0|417883
100198|701|N/A|0|408698
100199|702|N/A|0|408698
113850|701|N/A|0|420803
113851|702|N/A|0|420803
101112|701|N/A|0|410496
101113|702|N/A|0|410496
108031|701|Black Hills Corporation|7752|417845
108032|701|Xcel Energy Inc.|6850|417845
108033|701|ITC Holdings Corp|5220|417845
108034|701|Alliant Energy Corporation|8884|417845
108035|703|Marketable Securities Total Cost|36324|417845
108036|704|Marketable Securities Total BookValue|36324|417845
108037|702|N/A|0|417845
92779|701|N/A|0|400152
92780|702|N/A|0|400152
109667|701|N/A|0|418706
109668|702|N/A|0|418706
111217|701|N/A|0|419530
111218|702|N/A|0|419530
124160|701|N/A|0|441041
124161|702|N/A|0|441041
100501|701|N/A|0|409241
100502|702|N/A|0|409241
102212|701|N/A|0|412866
102213|702|N/A|0|412866
101017|701|N/A|0|410452
101018|702|N/A|0|410452
95756|701|T Rowe Price Equity Income Fund|378351|403212
95757|701|Harbor Capital Appreciation Fund|394274|403212
95758|703|Marketable Securities Total Cost|8010387|403212
95759|704|Marketable Securities Total BookValue|7008185|403212
95760|702|UFCW Local 1776 Ltd. Partnership|0|403212
95761|706|Other Investments Total Book Value|293472|403212
115347|701|N/A|0|426263
115348|702|N/A|0|426263
100499|701|N/A|0|409240
100500|702|N/A|0|409240
105892|701|N/A|0|416708
105893|702|N/A|0|416708
113045|701|N/A|0|420526
113046|702|N/A|0|420526
113391|701|N/A|0|420648
113392|703|Marketable Securities Total Cost|54440|420648
113393|704|Marketable Securities Total BookValue|54440|420648
113394|702|N/A|0|420648
113395|705|Other Investments Total Cost|3072|420648
113396|706|Other Investments Total Book Value|3072|420648
102897|701|N/A|0|413729
102898|702|N/A|0|413729
97593|701|N/A|0|403962
97594|702|Merrill Lynch-Certificates of Deposit|253451|403962
97595|702|NJ Trades-Certificate of Deposit|23069|403962
97596|702|102 Credit- Certificate of Deposit|252777|403962
97597|705|Other Investments Total Cost|529297|403962
97598|706|Other Investments Total Book Value|529297|403962
102849|701|N/A|0|413689
102850|702|N/A|0|413689
108636|701|Core Cash|4667|418079
108637|701|Intrbond Fund|2878|418079
108638|701|Value Fund|3397|418079
108639|703|Marketable Securities Total Cost|10909|418079
108640|704|Marketable Securities Total BookValue|10942|418079
108641|702|N/A|0|418079
110604|701|N/A|0|419259
110605|704|Marketable Securities Total BookValue|2210|419259
110606|702|N/A|0|419259
103666|701|N/A|0|414705
103667|702|N/A|0|414705
103000|701|N/A|0|413926
103001|702|N/A|0|413926
91955|701|N/A|0|395696
91956|702|N/A|0|395696
105842|701|N/A|0|416631
105843|702|N/A|0|416631
102761|701|N/A|0|413615
102762|702|N/A|0|413615
105172|701|RBC DAIN RAUCHER|16254|415828
105173|701|RBC DAIN RAUCHER|32921|415828
105174|701|RBC DAIN RAUCHER|100290|415828
105175|703|Marketable Securities Total Cost|178827|415828
105176|704|Marketable Securities Total BookValue|149465|415828
105177|702|N/A|0|415828
114547|701|N/A|0|422028
114548|702|N/A|0|422028
108548|701|N/A|0|418040
108549|702|N/A|0|418040
103306|701|Franklin Income Fund Class A|247001|414148
103307|701|Templeton Growth Fund Class A|32676|414148
103308|701|Blackrock Global|206438|414148
103309|703|Marketable Securities Total Cost|486116|414148
103310|704|Marketable Securities Total BookValue|486116|414148
103311|702|N/A|0|414148
108282|701|N/A|0|417945
108283|702|N/A|0|417945
113939|701|N/A|0|420826
113940|702|N/A|0|420826
113941|705|Other Investments Total Cost|51245|420826
113942|706|Other Investments Total Book Value|51245|420826
105619|701|N/A|0|416378
105620|702|N/A|0|416378
102652|701|N/A|0|413387
102653|702|N/A|0|413387
102654|706|Other Investments Total Book Value|4200|413387
106345|701|N/A|0|416925
106346|702|N/A|0|416925
112076|701|N/A|0|420046
112077|702|N/A|0|420046
104629|701|N/A|0|415574
104630|702|N/A|0|415574
113399|701|N/A|0|420651
113400|702|N/A|0|420651
111257|701|N/A|0|419592
111258|701|N/A|0|419592
111259|701|N/A|0|419592
111260|702|N/A|0|419592
111261|702|N/A|0|419592
111262|702|N/A|0|419592
111263|702|N/A|0|419592
105066|701|N/A|0|415802
105067|702|N/A|0|415802
108625|701|N/A|0|418075
108626|702|N/A|0|418075
110099|701|N/A|0|418962
110100|702|N/A|0|418962
106280|701|N/A|0|416897
106281|702|N/A|0|416897
106282|705|Other Investments Total Cost|4575|416897
106283|706|Other Investments Total Book Value|4575|416897
91582|701|None|0|393920
91583|701|None|0|393920
91584|701|None|0|393920
91585|702|None|0|393920
104398|701|HIGHLAND CAP FLOAT RATE ADVANTAGE|44947|415445
104399|701|HARTFORD CAPITAL APPRECIATION|10578|415445
104400|701|HARTFORD FLOATING RATE FUND|78357|415445
104401|701|GNMA FUND|18291|415445
104402|701|HUNTINGTON MONEY MARKET FUND|21206|415445
104403|701|HUNTINGTON FIXED INC SECURITIES FUND|9094|415445
104404|701|SHORT TERM GOV'T FUND|2700|415445
104405|703|Marketable Securities Total Cost|204653|415445
104406|704|Marketable Securities Total BookValue|185174|415445
104407|702|N/A|0|415445
105011|701|Fairholme-Mutual Fund|5178|415781
105012|701|Royal Alliance-Mutual Fund|18092|415781
105013|701|Misc Mutual Funds|7192|415781
105014|703|Marketable Securities Total Cost|30462|415781
105015|704|Marketable Securities Total BookValue|30462|415781
105016|702|N/A|0|415781
115010|701|N/A|0|424031
115011|702|N/A|0|424031
112363|701|N/A|0|420136
112364|702|N/A|0|420136
113951|701|N/A|0|420830
113952|702|N/A|0|420830
108166|701|N/A|0|417884
108167|702|N/A|0|417884
114707|701|N/A|0|422487
114708|702|N/A|0|422487
103563|701|N/A|0|414457
103564|702|N/A|0|414457
103565|705|Other Investments Total Cost|70000|414457
103566|706|Other Investments Total Book Value|80017|414457
113535|701|N/A|0|420695
113536|702|N/A|0|420695
108235|701|N/A|0|417914
108236|702|N/A|0|417914
100699|701|N/A|0|409568
100700|702|N/A|0|409568
112365|701|N/A|0|420137
112366|702|N/A|0|420137
112367|705|Other Investments Total Cost|90|420137
112368|706|Other Investments Total Book Value|90|420137
105786|701|N/A|0|416562
105787|702|N/A|0|416562
100567|701|N/A|0|409320
100568|702|36.56% ownership in Building Corporation|850000|409320
100569|705|Other Investments Total Cost|850000|409320
100570|706|Other Investments Total Book Value|850000|409320
95875|701|N/A|0|403242
95876|702|N/A|0|403242
114077|701|N/A|0|420870
114078|702|N/A|0|420870
93390|701|N/A|0|401567
93391|702|N/A|0|401567
106775|702|N/A|0|417154
106774|701|N/A|0|417154
110880|701|N/A|0|419391
110881|702|N/A|0|419391
111053|701|N/A|0|419466
111054|702|NALC Building Corp, negative retained earnings|-52919|419466
104954|701|N/A|0|415755
104955|702|N/A|0|415755
118068|701|N/A|0|434005
118069|702|N/A|0|434005
102225|701|N/A|0|412914
102226|702|N/A|0|412914
115335|701|N/A|0|426113
115336|702|N/A|0|426113
95504|701|N/A|0|403159
95505|702|N/A|0|403159
162846|703|Marketable Securities Total Cost||492182
162847|704|Marketable Securities Total BookValue||492182
162848|701|N/A|0|492182
162849|705|Other Investments Total Cost||492182
162850|706|Other Investments Total Book Value||492182
162851|702|N/A|0|492182
112886|701|Federated Prime Cash Series Fund|7737|420439
112887|701|DFA 5 Yr Govt Port Fund|11025|420439
112888|701|DFA US Micrcap Fund|5796|420439
112889|701|DFA 1 Year fised income Port Fund|22104|420439
112890|701|DFA Intl Small Cap Value Fund|8180|420439
112891|701|DFA Emerging Mkts Port Fund|5862|420439
112892|701|DFA Large Company Fund|11669|420439
112893|701|DFA US Small Cap Value Fund|5944|420439
112894|701|DFA 5 Yr Global Fixed Income Port|10587|420439
112895|701|DFA Intl Value Fund|8362|420439
112896|701|DFA US Large Cap Value III Fund|11494|420439
112897|703|Marketable Securities Total Cost|102960|420439
112898|704|Marketable Securities Total BookValue|112297|420439
112899|702|N/A|0|420439
103351|701|N/A|0|414190
103352|702|N/A|0|414190
106226|701|N/A|0|416872
106227|702|N/A|0|416872
121819|701|N/A|0|437466
121820|702|NATIONAL ASSOCIATION OF LETTER CARRIERS HOLDING AS|359333|437466
121821|705|Other Investments Total Cost|359333|437466
121822|706|Other Investments Total Book Value|359333|437466
103649|701|N/A|0|414558
103650|702|N/A|0|414558
110840|701|UBS Securities - Scholarship Fund|183823|419385
110841|703|Marketable Securities Total Cost|183823|419385
110842|704|Marketable Securities Total BookValue|183823|419385
110843|702|Tropical Letter Carriers Holding Corporation|595729|419385
110844|705|Other Investments Total Cost|595729|419385
110845|706|Other Investments Total Book Value|595729|419385
104597|701|N/A|0|415543
104598|702|N/A|0|415543
103216|701|N/A|0|414116
103217|702|N/A|0|414116
110288|701|N/A|0|419008
110289|702|N/A|0|419008
105782|701|N/A|0|416560
105783|702|N/A|0|416560
114310|701|N/A|0|421246
114311|702|N/A|0|421246
101390|701|N/A|0|411100
101391|702|N/A|0|411100
107967|701|N/A|0|417839
107968|702|N/A|0|417839
101438|701|N/A|0|411155
101439|702|N/A|0|411155
112769|701|N/A|0|420369
112770|702|U, Inc., 1/2 Union Building|301433|420369
112771|705|Other Investments Total Cost|301433|420369
112772|706|Other Investments Total Book Value|301433|420369
102971|701|N/A|0|413914
102972|702|N/A|0|413914
115437|701|N/A|0|426493
115438|702|N/A|0|426493
115307|701|N/A|0|426087
115308|702|N/A|0|426087
117514|701|N/A|0|433400
117515|702|N/A|0|433400
101158|701|N/A|0|410505
101159|702|N/A|0|410505
101564|701|Franklin US Gov't Securities Fund Class A|50481|411580
101565|701|Franklin Floating Rate Daily Access Fund Class A|63817|411580
101566|701|Franklin Templeton Global Bond Fund Class A|48448|411580
101567|701|Franklin Strategic Income Fund Class|48448|411580
101568|703|Marketable Securities Total Cost|211194|411580
101569|704|Marketable Securities Total BookValue|211194|411580
101570|702|N/A|0|411580
105815|702|Investments in Genworth Life Insurance Company|508745|416598
105813|701|N/A|0|416598
105816|702|Investments in Jackson National Life Insurance|158709|416598
105817|705|Other Investments Total Cost|2286938|416598
105818|706|Other Investments Total Book Value|2286938|416598
105814|702|Investments in AXA Equitable|1619484|416598
108913|701|N/A|0|418293
108914|702|N/A|0|418293
115225|701|N/A|0|425882
115226|702|N/A|0|425882
104370|701|N/A|0|415423
104371|702|N/A|0|415423
102925|701|N/A|0|413765
102926|702|N/A|0|413765
112286|701|N/A|0|420105
112287|702|N/A|0|420105
111255|701|N/A|0|419584
111256|702|N/A|0|419584
103769|701|N/A|0|414901
103770|702|N/A|0|414901
108504|701|N/A|0|418027
108505|702|N/A|0|418027
110101|701|N/A|0|418963
110102|703|Marketable Securities Total Cost|14979|418963
110103|704|Marketable Securities Total BookValue|12976|418963
110104|702|N/A|0|418963
107544|701|N/A|0|417680
107545|702|N/A|0|417680
114588|702|N/A|0|422080
114587|701|N/A|0|422080
102071|704|Marketable Securities Total BookValue|54861|412705
102072|702|N/A|0|412705
102068|701|Morgan Stanley U.S. Securities Trust A&B|23094|412705
102069|701|Morgan Stanley Pioneer Strategic Income Fund B|31767|412705
102070|703|Marketable Securities Total Cost|54861|412705
102067|701|N/A|0|412705
105637|701|N/A|0|416402
105638|702|N/A|0|416402
103343|701|N/A|0|414156
103344|702|N/A|0|414156
100761|701|N/A|0|409794
100762|702|N/A|0|409794
103730|701|N/A|0|414756
103731|702|N/A|0|414756
100497|701|N/A|0|409239
100498|702|N/A|0|409239
114199|701|N/A|0|420911
114200|702|N/A|0|420911
102283|701|N/A|0|412944
102284|702|N/A|0|412944
114720|701|N/A|0|422521
114721|702|N/A|0|422521
107354|701|N/A|0|417611
107355|702|N/A|0|417611
111905|701|N/A|0|419955
111906|702|N/A|0|419955
114088|701|N/A|0|420873
114089|702|N/A|0|420873
101167|701|N/A|0|410508
101168|702|N/A|0|410508
106472|701|N/A|0|416955
106473|702|AMALGAMATED BANK COMMON STOCK|25013|416955
106474|705|Other Investments Total Cost|25013|416955
106475|706|Other Investments Total Book Value|25013|416955
108380|701|N/A|0|417994
108381|702|N/A|0|417994
101133|701|N/A|0|410501
101134|702|N/A|0|410501
115690|701|N/A|0|428209
115691|702|N/A|0|428209
105957|701|N/A|0|416784
105958|702|N/A|0|416784
115031|701|N/A|0|424034
115032|702|N/A|0|424034
102939|701|N/A|0|413775
102940|702|N/A|0|413775
97669|701|N/A|0|404003
97670|702|N/A|0|404003
95394|701|N/A|0|403133
95395|702|N/A|0|403133
96716|701|N/A|0|403629
96717|702|N/A|0|403629
94747|701|N/A|0|402832
94748|702|N/A|0|402832
98855|701|N/A|0|406165
98856|702|N/A|0|406165
94548|701|N/A|0|402764
94549|702|N/A|0|402764
93968|701|N/A|0|402291
93969|702|N/A|0|402291
95203|701|N/A|0|403088
95204|702|N/A|0|403088
96003|701|N/A|0|403278
96004|702|N/A|0|403278
96937|701|N/A|0|403722
96938|702|N/A|0|403722
98101|701|FNMA REMIC PASS THRU CTF 2003-46|20751|404874
98102|701|GNMA II GUARANTEED PASS THROUGH POOL 574362|25287|404874
98103|701|FHLMC PART CTF GOLD POOL A17666|15192|404874
98104|703|Marketable Securities Total Cost|262235|404874
98105|704|Marketable Securities Total BookValue|262235|404874
98106|702|N/A|0|404874
94206|701|N/A|0|402563
94207|702|N/A|0|402563
97712|701|N/A|0|404017
97713|702|N/A|0|404017
96318|701|N/A|0|403363
96319|702|N/A|0|403363
97339|701|N/A|0|403849
97340|702|N/A|0|403849
96376|701|N/A|0|403386
96377|702|N/A|0|403386
96316|701|N/A|0|403362
96317|702|N/A|0|403362
94819|701|N/A|0|402873
94820|702|N/A|0|402873
98067|701|N/A|0|404731
98068|702|N/A|0|404731
93781|701|N/A|0|402065
93782|702|N/A|0|402065
97608|701|N/A|0|403993
97609|702|N/A|0|403993
94550|701|N/A|0|402765
94551|702|N/A|0|402765
95552|701|N/A|0|403171
95553|702|N/A|0|403171
97190|702|N/A|0|403803
97189|701|N/A|0|403803
112828|701|N/A|0|420415
112829|702|N/A|0|420415
112290|701|N/A|0|420107
112291|702|N/A|0|420107
92587|701|American Century Target Fund|58162|399239
92588|701|N/A|0|399239
92589|701|N/A|0|399239
92590|703|Marketable Securities Total Cost|48334|399239
92591|704|Marketable Securities Total BookValue|58162|399239
92592|702|N/A|0|399239
92593|702|N/A|0|399239
92594|702|N/A|0|399239
92595|702|N/A|0|399239
92973|701|FIDELITY CASH RESERVES FUND|996220|400548
92974|701|IMS CAPITAL VALUE FUND|690579|400548
92975|703|Marketable Securities Total Cost|1686799|400548
92976|704|Marketable Securities Total BookValue|1686799|400548
92977|702|N/A|0|400548
108491|701|N/A|0|418024
108492|702|N/A|0|418024
109809|701|N/A|0|418804
109810|703|Marketable Securities Total Cost|5005157|418804
109811|704|Marketable Securities Total BookValue|4967056|418804
109812|702|N/A|0|418804
102987|701|N/A|0|413918
102988|702|N/A|0|413918
114308|701|N/A|0|421242
114309|702|N/A|0|421242
102376|701|N/A|0|412989
102377|702|N/A|0|412989
107269|706|Other Investments Total Book Value|2955|417574
107266|701|N/A|0|417574
107267|702|N/A|0|417574
107268|705|Other Investments Total Cost|2955|417574
115477|701|N/A|0|426644
115478|702|N/A|0|426644
97931|701|N/A|0|404368
97932|702|N/A|0|404368
109759|701|N/A|0|418785
109760|702|N/A|0|418785
92963|701|N/A|0|400543
92964|702|N/A|0|400543
114763|701|N/A|0|422779
114764|702|N/A|0|422779
102591|701|N/A|0|413352
102592|702|N/A|0|413352
111919|701|N/A|0|419960
111920|702|N/A|0|419960
102658|701|N/A|0|413404
102659|702|N/A|0|413404
114259|701|N/A|0|421119
114260|702|N/A|0|421119
103807|701|N/A|0|414924
103808|702|N/A|0|414924
102730|701|N/A|0|413580
102731|702|N/A|0|413580
115497|701|N/A|0|426670
115498|702|N/A|0|426670
106963|701|N/A|0|417324
106964|702|N/A|0|417324
111662|701|N/A|0|419835
111663|702|N/A|0|419835
111996|701|N/A|0|420015
111997|702|N/A|0|420015
115042|701|N/A|0|424038
115043|702|N/A|0|424038
99034|701|N/A|0|406606
99035|702|N/A|0|406606
110333|701|N/A|0|419022
110334|702|N/A|0|419022
114047|701|N/A|0|420857
114048|702|N/A|0|420857
109423|701|N/A|0|418556
109424|702|N/A|0|418556
115343|701|N/A|0|426158
115344|702|N/A|0|426158
115664|701|N/A|0|427656
115665|702|N/A|0|427656
114345|701|N/A|0|421390
114346|702|Building at 2360 SE Morrison|125811|421390
114347|705|Other Investments Total Cost|125811|421390
114348|706|Other Investments Total Book Value|125811|421390
114812|701|N/A|0|423108
114813|702|N/A|0|423108
115399|701|N/A|0|426442
115400|702|N/A|0|426442
115401|702|Investment in fixed assets|290165|426442
115402|705|Other Investments Total Cost|290165|426442
115403|706|Other Investments Total Book Value|290165|426442
109684|701|AMERICAN FUNDS-INVESTMENT CO|12936|418730
109685|701|AMERICAN FUNDS -THE BOND FUND|35025|418730
109686|701|AMERICAN FUNDS-EURO PACIFIC FUND|5686|418730
109687|701|AMERICAN FUNDS-SMALL CAP WORLD FUND|5528|418730
109688|701|AMERICAN FUNDS-CAP INC FUND|11227|418730
109689|701|AMERICAN FUNDS-INC FUND OF AMER|11295|418730
109690|701|AMERICAN FUNDS-BAL FUND|21655|418730
109691|701|AMERICAN FUNDS-MUTUAL FUND|10940|418730
109692|703|Marketable Securities Total Cost|114292|418730
109693|704|Marketable Securities Total BookValue|114292|418730
109694|702|N/A|0|418730
107450|701|N/A|0|417635
107451|702|N/A|0|417635
114106|701|N/A|0|420881
114107|702|N/A|0|420881
115445|701|Wells REIT|400000|426507
115446|701|Inland American REIT|400000|426507
115447|701|Leaf Equipment Leasing Income Fund III, LP|300000|426507
