OID|DESCRIPTION|BOOK_VALUE|RPT_ID
29083|Miscellaneous Deposits|10891|414117
29082|Workers Compensation Deposits|11390|414117
29325|DEPOSITS|350|415430
29326|PREPAID EXPENSES|1076|415430
30232|SECURITY DEPOSITS|1948|417881
28558|SECURITY DEPOSITS|2380|410511
26923|Security Deposit|4990|402882
26924|Loan Fee, net of amortization|5197|402882
26631|Amounts due from SAL Realty|5640|401299
29546|PREPAID NC PAYROLL TAX|1582|415818
30666|PREPAID EXPENSES FOR INSURANCE AND RENT|3264|418930
26856|ADVANCE TO EXECUTIVE DIRECTOR AND DEPUTY DIRECTOR|750|402696
31900|PREPAID INSURANCE AND TAXES|14626|421142
32473|RENT SECURITY DEPOSIT|1200|430961
30142|DEPOSIT SOCIAL EVENTS|500|417730
30143|PREPAID EXPENSES|3492|417730
30001|SECURITY DEPOSIT|2322|417478
31851|Loan acquisition Costs|47778|420868
31848|Prepaid Expenses|18470|420868
31850|Organizationn Costs|18710|420868
31849|Lease Acquisition Costs|3203|420868
32238|MEMBER DUES RECEIVABLE WITHHELD FROM DECEMBER P/R|10375|429098
28105|UTILITY DEPOSITS|100|407214
28107|SUPPLIES INVENTORY|18349|407214
28106|PREPAID POSTAGE|2503|407214
31710|INVENTORY OF SUPPLIES FOR RESALE|1273|420762
31711|DEBT ISSUE COSTS|2693|420762
31972|PARTIAL INTEREST IN BUILDING|138322|422037
32416|REIMBURSEMENT FOR OVERPAYMENT OF BENEFITS|839|430735
32418|EXCHANGE|3366|430735
32417|MISCELLANEOUS RECEIVABLE - PENSION WITHHOLDING|34483|430735
27707|Due from Related Entities|499765|404196
27710|Security Deposit|84496|404196
27709|Prepaid Expenses|23208|404196
27708|Accrued Income Receivable|5517|404196
29620|REFUNDABLE DEPOSITS|971|416321
29621|BANK CORRECTIONS|48|416321
31223|SECURITY DEPOSITS|1000|419966
31224|PREPAID EXPENSES|43884|419966
31829|Worker's compensation deposit|2178|420851
26798|Hats, Jackets, Emblems, etc.|978|402368
27984|Due from Affiliate|37985|406609
27986|Prepaid Expenses|949|406609
27985|Accrued Interest|6058|406609
27202|PAYROLL TAX REFUND RECEIVABLE|3501|403268
27813|LEHMAN SCHOLARSHIP|750|405046
27814|ACADEMIC EXCELLANCE ACCT|5000|405046
52590|Security Deposits|12293|536853
52592|Interfund Receivables|1148666|536853
52591|Other Receivables|45834|536853
29034|BULK MAIL ACCOUNT|981|413968
29035|COMFORT OF THE DAY BOOKS|820|413968
30053|DEPOSITS|13163|417604
31226|Employees Deferred Compensation Plan|34544|419971
26146|LIPA deposit|500|393651
29685|Prepaid Expenses|98385|416541
30134|Security Deposit|2457|417689
29922|Lease deposits|10350|417294
29923|Worker compensation deposit|11143|417294
26863|Loan Closing Costs on $300,000. Mortgge Refinance|11056|402709
31796|Prepaid audit fees|7000|420822
31085|Due from Affiliate|7419|419690
31087|Accrued Interest|63250|419690
31086|Prepaid Expenses|19655|419690
31624|Security Deposit|1200|420637
31489|SECURITY DEPOSITS|450|420464
31429|RENT DEPOSIT|778|420316
31431|PREPAID EXPENSES|2317|420316
31430|STATE COMP DEPOSIT|805|420316
29010|SECURITY DEPOSIT|3511|413860
29013|PREPAID EXPENSES|5778|413860
29012|RECEIVABLE FROM CHANGE THAT WORKS|4310|413860
29011|RECEIVABLE FROM SEIU CHILDCARE|15999|413860
29038|SECURITY DEPOSIT|1382|413977
29330|BEGINNING 67 BIBLES/ENDING 22 BIBLES|369|415438
26668|Exrow Account - Doral Mortgage Corp.|17374|401657
34001|Escrow|2782|439006
34004|Exchange|1435|439006
34003|Mortgage Cost (net)|425|439006
34002|Security Deposit|5551|439006
26732|PREPAID BENEFITS|35343|402014
29068|Postage Left on Meter|4|414059
29071|Watches for Service and Recognition Awards  - (30)|1060|414059
29070|Bibles Left From 2009 - (99)|3013|414059
29069|Shirts for Veterans Committee - (117)|936|414059
32558|Lease Deposits|968|431682
30454|Cash held as trustee|7204|418311
30456|Prepaid expenses|91153|418311
30455|Accrued interest|6773|418311
28000|Rent Security Deposit|3465|406620
32570|PREPAID EXPENSES|175|431841
28880|FMV of Building Equity Fund|147254|413066
31617|MORTGAGE ESCROW|6826|420628
30600|ACCRUED INTEREST|7008|418685
28679|PREPAID EXPENSE|114172|411902
28682|PURCHASED INTEREST|1269|411902
28681|ACCRUED INTEREST RECEIVABLE|19943|411902
28680|DEPOSITS|16827|411902
31111|DEPOSIT - WORKERS COMPENSATION|753|419752
29493|Deferred Bond Expense|463|415697
29332|OFFICE LEASE DEPOSIT|2270|415441
27916|Prepaid Expenses|1677|405940
26637|UTILITY DEPOSIT|50|401417
29485|Deposits & Prepaids|138723|415683
29486|Accrued Interest|96141|415683
32619|PREPAID INSURANCE|1375|432173
32620|PREPAID EXPENSE|5000|432173
32084|SDG&E (UTILITY) - SECURITY DEPOSIT|665|425244
29991|DEPOSIT ON LEASE|11909|417448
29993|OTHER ASSETS|2099|417448
29992|LOAN & EXCHANGE|21261|417448
28201|SECURITY DEPOSIT|2420|407793
26522|PAYROLL TAXES RECEIVABLE|10991|400549
26523|DEPOSITS|9171|400549
31973|BUILDING LEASE DEPOSITS|81251|422038
31974|PREPAID EXPENSES|125775|422038
28465|INVENTORY|2000|409623
27380|SECURITY DEPOSIT|3903|403573
27381|PREPAID EXPENSES|4612|403573
30487|Prepaid Insurance|63340|418404
30490|Unamortized Origination Fees|3319|418404
30489|Deposits-Security, Meetings & Utilities|44426|418404
30488|Prepaid Taxes & Expenses|16435|418404
30720|VETS STORE INVENTORY FOR RESALE TO FUND VETS WALL|19432|418979
28687|SECURITY DEPOSIT|900|412040
26644|Product Inventory|14187|401427
26646|Other Miscelaneous Assets|543|401427
26645|Security Deposits|5741|401427
30399|INVENTORY HELD FOR RESALE|11800|418208
28718|PREPAID INSURANCE|8369|412292
28719|PREPAID EXPENSES|8112|412292
29188|SECURITY DEPOSIT ON OFFICE RENTAL|466|414752
27602|Prepaid expense|3709|403859
27601|Intangiable assets|40887|403859
31170|Prepaid Insurance|11456|419860
31176|Due from SEIU International|3877|419860
31175|Due from SEIU Wisconsin State Council|1343|419860
31174|Escrow|110740|419860
31173|Security Deposit|3025|419860
31172|Prepaid Health Insurance|8608|419860
31171|Prepaid Postage|2195|419860
27981|CONTINGENCY DEBT REDUCTION|2117470|406607
27983|RETIREMENT ASSET|66920|406607
27982|CONTINGENCY RESERVE|2117525|406607
32119|PREPAID EXPENSES|128238|426054
31051|SECURITY DEPOSIT - WARREN OFFICE|2000|419648
31053|PREPAID EXPENSES|133706|419648
31052|TRAVEL & EXPENSE ADVANCES|1693|419648
28731|RETIREE WATCHES FOR RESALE|836|412310
28739|VETERANS T-SHIRTS|1335|412310
28738|POCKET PLANNERS|162|412310
28737|MUGS|357|412310
28736|FLAGS|132|412310
28735|VETERANS WATCHES FOR RESALE|210|412310
28734|SHIRTS FOR RESALE|6136|412310
28733|BIBLES|429|412310
28732|HATS FOR RESALE|660|412310
27994|PREPAID EXPENSES|82404|406615
27995|DUE FROM GENERAL FUND|22843|406615
28003|Art- Commissioned wallhangings|5093|406622
28005|Other Prepaid Expenses|13553|406622
28004|Prepaid Real and Personal Property Taxes|3938|406622
28965|RESALE ITEMS:  HATS|32|413700
28973|RETIREE WATCHES|6956|413700
28972|RETIREE PLAQUES|1220|413700
28971|RETIREE PINS|234|413700
28970|25TH ANNIVERSARY INK PENS|1516|413700
28969|BIBLES|1018|413700
28968|RESALE ITEMS: AUTO PLATES, BUTTONS, EMBLEMS, ETC.|395|413700
28967|RESALE ITEMS: SHIRTS|1509|413700
28966|RESALE ITEMS: JACKETS|208|413700
29215|Bibles|3465|414907
29217|Shirts|690|414907
29216|Watches|700|414907
26790|NONE|0|402325
28018|DEFERRED COMPENSATION|790150|406664
28024|INVESTMENT IN SUBSIDIARIES|100|406664
28023|AFFILIATE RECEIVABLE|119678|406664
28022|INTEREST/OTHER|129001|406664
28021|INVENTORY|185554|406664
28020|DEPOSITS|59382|406664
28019|OTHER PREPAID|512053|406664
31080|SECURITY DEPOSIT|3300|419685
31081|PREPAID EXPENSES|502|419685
27090|PREPAID EXPENSE|571483|403182
27094|FLEXIBLE SPENDING ACCOUNT|23078|403182
27093|IPACE|21621|403182
27092|IEA RETIRED DENTAL PLAN|25024|403182
27091|SECURITY DEPOSIT|69249|403182
30030|PREPAID EXPENSES|28181|417578
30031|DEPOSITS|1455|417578
31488|Prepaid expenses|4057|420462
28032|Deferred compensation|1008300|406736
28034|Security deposits|5998|406736
28033|Prepaid expenses|429244|406736
32121|Office Rent Deposits|42306|426080
32122|PrePaid Expenses|13102|426080
28600|none|0|410922
28612|none|0|410922
28611|none|0|410922
28610|none|0|410922
28609|none|0|410922
28608|none|0|410922
28607|none|0|410922
28606|none|0|410922
28605|none|0|410922
28604|none|0|410922
28603|none|0|410922
28602|none|0|410922
28601|none|0|410922
29202|Bibles|554|414784
29203|Fair giveaways|409|414784
31609|Prepaid Expenses|38066|420619
32170|Pre-Paid Insurance|2981|427079
31625|Rental deposit|8294|420652
31626|Prepaid insurance|1078|420652
26846|UNREALIZED LOSS ON INVESTMENTS|13279|402686
51693|Travel advances|1695|533505
51696|Loan closing costs, net|3415|533505
51695|Due from affiliate|24993|533505
51694|Utility deposits|26670|533505
31614|DEPOSIT - CITY OF CHICAGO|12650|420626
27028|Deposits|1000|403115
26496|PREPAID EXPENSES|59905|400487
26497|SECURITY DEPOSIT|12465|400487
27711|Prepaid Expenses|6441|404197
27712|Security Deposits|13506|404197
33826|N/A|0|437609
33838|N/A|0|437609
33837|N/A|0|437609
33836|N/A|0|437609
33835|N/A|0|437609
33834|N/A|0|437609
33833|N/A|0|437609
33832|N/A|0|437609
33831|N/A|0|437609
33830|N/A|0|437609
33829|N/A|0|437609
33828|N/A|0|437609
33827|N/A|0|437609
31759|Inventory of Publication|27505|420796
31763|Security Deposits|20290|420796
31762|Production costs of publication|46256|420796
31761|Due from Foundation|2763|420796
31760|Prepaid Travel|2171|420796
28046|Deposits|46268|406827
28047|Promotional inventory|26319|406827
28837|Security deposits|684|412841
31336|Computer Software Net of Amortization|1346|420114
34583|PREPAID PAYROLL|4009|441856
28180|LEASE SECURITY DEPOSIT|2930|407675
28181|AMOUNTS DUE FROM OVERPAID PAYROLL WITHHOLDINGS|649|407675
26899|UTILITY DEPOSITS|4959|402818
26901|LOANS & EXCHANGES|449|402818
26900|LETTER OF CREDIT|30885|402818
28716|MISCELLANEOUS RECEIVABLES|78261|412268
28717|PREPAID EXPENSES|71002|412268
31852|Prepaid DSHS Software Development Costs|1370454|420869
31853|Prepaid Employee Benefits|2454|420869
27961|PREPAID INSURANCE|42676|406567
27964|DEPOSITS|6530|406567
27963|TRAVEL ADVANCES|4448|406567
27962|PREPAID EXPENSES|128792|406567
26840|INVESTMENT LOCAL 2100 BUILDING ASSOCIATION|41253|402668
26841|PREPAID EXPENSES|2624|402668
32673|MORTGAGE RECEIVABLE-GNHCLC|51406|432990
32234|WARREN COUNTY WATER DEPOSIT|550|428878
32235|WARREN RURAL ELECTRIC COOP-ELECTRIC DEPOSIT|300|428878
32237|UNION T-SHIRTS  (48 IN STOCK)|432|428878
32236|BIBLES|854|428878
26748|ACCRUED INTEREST RECEIVABLE|541|402078
32302|Office Supplies (paper, folders, etc|100|430429
32303|BIBLES FOR MEMBERS|300|430429
31576|UTILITY DEPOSIT|210|420579
31833|REIMBURSEMENTS RECEIVABLE - AFFILIATES|3174|420854
31834|PAYROLL TAX ADJUSTMENTS|539|420854
27931|PREPAID EXPENSES|1618|406222
27932|ACCRUED PAYROLL|1696|406222
28124|Security Deposits|6395|407241
30894|Security Deposits|14438|419365
26400|NONE|0|397988
29984|Due from affiliated labor organizations|8700|417422
29986|Other receivables|3539|417422
29985|Prepaid expenses|11629|417422
32035|Rent security deposits|7927|423212
32036|Utility Deposits|576|423212
32220|Security deposits|1975|428501
30561|Deposit|3350|418626
30562|Payroll taxes overpaid and refundable|9759|418626
30757|Prepaid Expenses|96996|419024
30759|Utility Deposits|875|419024
30758|Common Stock|43|419024
31098|Overpayment of Payroll Taxes|1077|419706
27659|LEASE DEPOSIT|5803|403995
32083|RENTAL SECURITY DEPOSIT|1600|425243
27077|Funds in escrow|4977|403175
27065|SECURITY DEPOSITS|1950|403162
27064|PREPAID EXPENSES|3900|403162
29348|PREPAID INSURANCE|18733|415456
29351|PREPAID PAYROLL TAXES|34|415456
29350|SECURITY DEPOSITS|1195|415456
29349|PREPAID EXPENSES|6615|415456
28658|RINGS|3675|411512
28664|DEPOSITS- TRAVEL|37267|411512
28663|UTILITY DEPOSIT|1430|411512
28662|POSTAGE|1600|411512
28661|SHIRTS,JACKETS,CAPS,MISC.|13717|411512
28660|WATCHES|2625|411512
28659|BIBLES|6660|411512
29408|ANNUITY CONTRACTS|358696|415538
28565|BIBLES|0|410522
28568|DRINKS|0|410522
28567|KNIVES|0|410522
28566|WATCHES|0|410522
31402|Rent deposit|900|420206
31404|Prepaid income tax for 990T liability|3143|420206
31403|ACH deposit draft for 1/4/2010 payroll|2013|420206
29135|PROTESTANT BIBLES|414|414358
29147|CAR MAGNETS|460|414358
29146|UAW PATCHES, STICKERS, PINS, DECALS|350|414358
29145|2007 LABOR DAY SHIRTS|120|414358
29144|2009 LABOR DAY SHIRTS|189|414358
29143|2010 CALENDARS|932|414358
29142|25 YEAR SERVICE PINS|1|414358
29141|25 YEAR SERVICE RINGS|1840|414358
29140|JEWISH BIBLES|26|414358
29139|SPANISH BIBLES|41|414358
29138|QURAN BIBLES|312|414358
29137|AFRICAN BIBLES|1089|414358
29136|CATHOLIC BIBLES|259|414358
31476|Payroll Clearing|2372|420440
31860|Deposits as Security|680|420891
27033|PRODUCT INVENTORY|2474|403118
31082|Security Deposit|900|419687
32834|Prepaid maintenance agreement|1490|433892
32837|Prepaid insurance expenses|2840|433892
32836|Prepaid life insurance|5533|433892
32835|Prepaid legal fees|5500|433892
31870|Advances|500|420910
29725|Memorial Bibles for giveaway; a list is maintained|1610|416737
32211|Due From FDIC|2121|428479
28442|LANDLORD'S LEASE DEPOSIT|7933|409319
32424|HIGH PLAINS JOURNAL|3000|430741
32426|CREDIT CARD OVERPAYMENT|248|430741
32425|BIBLE INVENTORY - 22 BIBLES @ $13.50 EACH|297|430741
27738|RENT DEPOSIT FROM MERGER WITH LOCAL 6|2129|404367
28197|Prepaid Expenses|877948|407695
28199|Security Deposits|13496|407695
28198|Construction in Progress|68448|407695
27015|NONE|0|403099
27537|TRAVEL ADVANCES|2200|403804
27539|LEASE DEPOSITS|11272|403804
27538|PREPAID EXPENSSE|16418|403804
26420|PREPAID EXPENSES|14903|399114
26421|BACK UP WITHHOLDING RECEIVABLE|40|399114
29722|DEPOSIT|613|416713
29528|Bibles|1740|415789
29532|Misc. Items|1268|415789
29531|Rings|756|415789
29530|Watches|3850|415789
29529|Shirts & Hats|7071|415789
32412|STATE FUND INSURANCE DEPOSIT|1293|430731
27252|ADVANCES TO SOUTHEAST JOINT APPRENTICE COMMITTEE|20938|403322
27254|INVENTORY - SHIRTS|2550|403322
27253|ADVANCES TO OTHER RELATED ORGANIZATION|1722|403322
29805|Deposits|170|416877
27449|Back-up Withholding Receivable|8647|403680
27039|PREPAYMENT OF PAYROLL WITHHOLDINGS|915|403127
32212|Prepaid Expenses|1200|428494
32213|Security Deposit|1650|428494
31154|BIBLE: CATHLIC & PROTESTANT|5115|419837
31160|WATCHES: MEN & WOMEN|3220|419837
31159|ATTACHED BAG|865|419837
31158|T-SHIRT|16|419837
31157|GLASSES|452|419837
31156|PATCHES|103|419837
31155|HAT|11|419837
27545|PREPAID EXPENSES|96066|403811
30002|PROMOTIONAL ITEMS--SEE ATTACHED LIST|45088|417479
32140|SECURITY DEPOSITS|10500|426478
26055|NONE|0|392062
26999|LEASE DEPOSIT|4000|403091
29917|MCDONALDS GIFT CERTIFICATES|1290|417262
29920|DOG TAGS (OBAMA)|148|417262
29919|BIBLES|633|417262
29918|AMC MOVIE PASSES|184|417262
29816|Inventory for Sponsorship|6905|416913
28001|Prepaid Insurance -|248|406621
28002|Rent - Security Deposit|4059|406621
31282|Ret Deposit|713|420064
27057|Due from UA|30044|403150
27059|Miscellaneous|3756|403150
27058|Due from JATC|3649|403150
27237|Deposits|950|403302
28256|PROMOTIONAL INVENTORY|80250|408048
32102|20th Anniversary DVD's (585 @ $2.00 EA)|1170|425924
32112|Grueinger Travel Agency Deposit|3000|425924
32111|Keg Deposits|300|425924
32110|Resale Bar Items|450|425924
32109|Recognition Award Watches (208 - 164= 44 @ 90 EA)|3960|425924
32108|Sweatshirts (7 at $15 EA)|105|425924
32107|Shirts (353-90=263 @ $15 EA)|3945|425924
32106|Hats (17-11+ 6 @ $10 EA)|60|425924
32105|Funeral Tribute Bibles  (178-89+89 @ $27 EA)|2403|425924
32104|Cook Books (69-42+27 @ $10 EA)|270|425924
32103|Lapel Pins  (212 @ $1.00 EA)|212|425924
34546|SECURITY DEPOSITS|1800|441108
32519|ILA Local 2038 Pension Fund bank account|44710|431244
32521|ILA Local 2038 Welfare Fund bank account|15998|431244
32520|ILA Local 2038 Vacation Fund bank account|3035|431244
31004|Prepaid Expenses|6994|419526
31005|Security Deposit (Rent)|2400|419526
32635|PREPAID EXPENSES|28426|432381
31724|ACCRUED INTEREST RECEIVABLE|4477|420774
26105|Pension Fund|147930|392748
26106|Deposits|14393|392748
28312|WORKERS COMPENSATION DEPOSIT|93|408635
26752|GUARANTY DEPOSITS|3073|402082
26754|OTHERS|15482|402082
26753|DEFERRED INTERES|4706|402082
32434|Deposits|8400|430751
32436|Exchanges|497849|430751
32435|Prepaid Expenses|181458|430751
32039|Deposits|376|423398
33962|Prepaid Expenses|20383|438752
28253|PREPAID PAYROLL TAXES|37874|408030
29410|INTEREST RECEIVABLE|2433|415550
29412|DEPOSIT ON LEASED PROPERTY|387|415550
29411|PREPAID EXPENSES|2309|415550
30087|204 t shirts at average cost of $6.73 per shirt|1400|417636
30117|SPACE HEATER|61|417636
30116|TRASH CAN|28|417636
30115|3 SMOKER OUTPOSTS|228|417636
30114|BROTHER PRINTER 7430|91|417636
30113|VACUUM CLEANER|106|417636
30112|2 book cases|200|417636
30111|1 blue banner, 1 yellow banner|150|417636
30110|2 metal ballot boxes|100|417636
30109|radio shack desk tape recorder|124|417636
30108|copier/printer/fax machine - HP|750|417636
30107|staples paper shredder|25|417636
30106|large paper shredder|44|417636
30105|navigator attache bag|46|417636
30104|xacto paper cutter|42|417636
30103|fire safe|352|417636
30102|sony (tcm200dv) hand held tape recorder|43|417636
30101|radio shack (ctr-121) tape recorder|62|417636
30100|staples( spl-p500) calculator|19|417636
30099|office max adding machine|78|417636
30098|4 office chairs|675|417636
30097|1 basketball, 3 softballs, 5 sets horseshoes|150|417636
30096|dell tower computer/monitor/keyboard/printer|3685|417636
30095|computer bag/mouse|127|417636
30094|dell laptop computer - serial number 28468148977|2010|417636
30093|2 fire extinguishers|146|417636
30092|19 glass christmas candle sets|190|417636
30091|portable phones|101|417636
30090|4 griddles|85|417636
30089|4 henley/collared shirts|91|417636
30088|kmart adding machine|61|417636
29089|Prepaid Expenses|2775|414144
31318|DEPOSIT - WORKERS' COMP|1000|420096
34732|DUE FROM AFFILIATE LABOR ORGINIZATION|988362|444023
34733|DUE FROM AFFILIATE TRUST FUND|61994|444023
