OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
289204|2101|Members on Withdrawal|22|F|736581
290080|2101|JOURNEYMEN|3129|T|737880
290081|2101|APPRENTICE|928|T|737880
290082|2101|RETIRED|162|T|737880
290083|2101|DISABLED|8|T|737880
290084|2101|HONORARY|69|T|737880
290085|2101|ARREARS|290|F|737880
290086|2102|Agency Fee Payers|1|F|737880
285626|2101|JOURNEYMEN|3688|T|733937
285627|2101|APPRENTICE|1529|T|733937
285628|2101|RETIRED|195|T|733937
285629|2101|DISABLED|22|T|733937
285630|2101|HONORARY|150|T|733937
285631|2101|ARREARS|483|F|733937
285632|2102|Agency Fee Payers|6|F|733937
288676|2101|JOURNEYMEN|2913|T|736399
288677|2101|APPRENTICE|790|T|736399
288678|2101|RETIRED|209|T|736399
288679|2101|DISABLED|58|T|736399
288680|2101|HONORARY|135|T|736399
288681|2101|ARREARS|309|F|736399
288682|2102|Agency Fee Payers|5|F|736399
290028|2101|Journeyman|2303|T|737775
290029|2101|Apprentice|959|T|737775
290030|2101|Retired|143|T|737775
290031|2101|Honorary|121|T|737775
290032|2102|Agency Fee Payers|0|F|737775
287419|2101|REGULAR RURAL CARRIER|1730|T|735839
287420|2101|RELIEF CARRIERS|1300|T|735839
287421|2101|PTF|7|T|735839
287422|2101|ARC'S|10|T|735839
287423|2101|RETIRED CARRIERS|396|T|735839
287424|2101|ASSOCIATE MEMBERS|10|F|735839
287425|2101|RETIRED ASSOCIATES|0|F|735839
286872|2101|JOURNEYMEN|256|T|735565
286873|2101|APPRENTICES|33|F|735565
286874|2101|PROBATIONARIES|2|F|735565
286875|2101|RETIREES|173|F|735565
286876|2101|HONORARY MEMBERS|38|F|735565
288685|2101|REGULAR|1145|T|736406
288686|2101|APPRENTICE|336|T|736406
288687|2101|DISABLED|27|T|736406
288688|2101|RETIRED|171|T|736406
288689|2101|HONORARY MEMBER|113|T|736406
288690|2102|Agency Fee Payers|0|F|736406
288543|2101|Full Dues|9761|T|736356
288544|2101|Half Dues|3300|T|736356
288545|2101|Quarterly Dues|922|T|736356
288097|2101|Journeyman|699|T|736183
288098|2101|Apprentice|124|T|736183
288099|2101|Retired|48|T|736183
288100|2101|Honorary|30|T|736183
289530|2101|Active Members|13819|T|736759
289531|2102|Agency Fee Payers|153|F|736759
290560|2101|A MEMBERS|70|T|738763
290561|2101|BA MEMBERS|487|T|738763
290562|2102|Agency Fee Payers|5|F|738763
290763|2101|GENERAL MEMBERSHIP|2303|T|738989
289675|2101|Active members with all rights|557|T|737060
289676|2101|Members on LTD|7|F|737060
289677|2101|Members not sworn in|23|F|737060
289678|2102|Agency Fee Payers|0|F|737060
290309|2101|GENERAL MEMBERSHIP|225|T|738331
290471|2101|Full Dues Paying Members|709|T|738631
290472|2102|Agency Fee Payers|0|F|738631
290306|2101|REGULAR MEMBER|981|T|738322
290307|2101|RETIRED MEMBERS|1|T|738322
290308|2102|Agency Fee Payers|9|F|738322
286118|2101|JOURNEYMEN MEMBERS|338|T|734953
286119|2101|APPRENTICES MEMBERS|37|T|734953
286120|2101|RETIREE MEMBERS|44|T|734953
286121|2101|LIFE MEMBERS|42|T|734953
286122|2102|Agency Fee Payers|0|F|734953
286423|2101|JOURNEYMAN|863|T|735217
286424|2101|APPRENTICE|180|T|735217
286425|2101|RETIRED MEMBER|105|T|735217
286426|2101|EARLY RETIREE AND DISABLED|104|T|735217
286427|2101|HONORARY MEMBER|96|T|735217
286428|2101|CONTRACTOR|1|F|735217
286429|2102|Agency Fee Payers|0|F|735217
284392|2101|ACTIVE MEMBER|1924|T|729898
284393|2101|RETIRED MEMBER|8|F|729898
284394|2101|UNEMPLOYED MEMBER|0|F|729898
284395|2101|LIFE MEMBER|498|F|729898
284396|2101|OFFICIAL MEMBER|120|F|729898
290252|2101|Active Members|4300|T|738064
289342|2101|A|49|T|736658
289343|2101|BA|864|T|736658
289344|2102|Agency Fee Payers|0|F|736658
290568|2101|GENERAL MEMBERSHIP|498|T|738769
290874|2101|State Employed Members|998|T|739150
290875|2101|County Employed Members|1762|T|739150
290876|2101|Private Practice Members|40|T|739150
290695|2101|FULL DUES PAYING MEMBERS|2488|T|738899
286251|2101|Journeyman|441|T|735064
286252|2101|Apprentices|92|F|735064
286253|2101|Retirees|346|T|735064
283659|2101|ACTIVE MEMBER|990|T|728176
283660|2101|RETIRED MEMBER|0|F|728176
283661|2101|UNEMPLOYED MEMBER|0|F|728176
283662|2101|LIFE MEMBER|135|F|728176
283663|2101|OFFICIAL MEMBER|60|F|728176
288405|2101|Active Members|6570|T|736294
288406|2102|Agency Fee Payers|0|F|736294
284967|2101|FULL DUES PAYING MEMBERS HAVE FULL VOTING RIGHTS|560|T|731664
290645|2101|Active Members|593|T|738832
290646|2102|Agency Fee Payers|1|F|738832
290186|2101|IN-SERVICE|423790|T|737960
290187|2101|RETIREES|237911|T|737960
290188|2101|AT-LARGE|7142|F|737960
290189|2101|SPECIAL CONSTITUENCY GROUPS|2686|F|737960
290190|2102|Agency Fee Payers|1365|F|737960
290539|2101|Members of Affiliated Unions|8604|F|738729
287980|2101|Regular Members|48026|T|736136
287981|2102|Agency Fee Payers|403|F|736136
290325|2101|GENERAL|604|T|738383
289340|2101|BA|279|T|736653
289341|2102|Agency Fee Payers|0|F|736653
284346|2102|Agency Fee Payers|0|F|729768
284345|2101|Regular members|621|T|729768
284530|2101|CAREER EMPLOYEES|911|T|730163
284531|2101|POSTAL SUPPORT EMPLOYEES|125|T|730163
284532|2101|RETIREES|417|F|730163
284533|2102|Agency Fee Payers|0|F|730163
285487|2101|union members|13|T|733404
284779|2101|ACTIVE MEMBER|1499|T|730524
284780|2101|RETIRED MEMBERS|478|T|730524
284781|2101|LIFE MEMBERS|83|T|730524
287609|2101|REGULAR MEMBERS|577|T|735930
287610|2101|RETIRED MEMBERS|142|T|735930
287716|2101|REGULAR MEMBERS|3398|T|735973
287717|2101|RETIRED MEMBERS|584|T|735973
287718|2101|LIFE MEMBERS|287|T|735973
287719|2102|Agency Fee Payers|0|F|735973
285923|2101|Members - Regular|2135|T|734685
285924|2101|Members - Apprentice|444|T|734685
285925|2101|Members - Retired|457|T|734685
288838|2101|SHOPMEN|194|T|736479
290956|2101|clerk craft pay in full due|700|T|739687
290957|2101|maintenance craft pay in full due|100|T|739687
290958|2101|motor vehicle craft pay in full due|50|T|739687
288082|2101|Active Membership|345367|T|736178
288083|2101|Honorary Membership|168|F|736178
284384|2101|ACTIVE MEMBER|394|T|729868
284385|2101|RETIRED MEMBER|4|F|729868
284386|2101|UNEMPLOYED MEMBER|0|F|729868
284387|2101|LIFE MEMBER|23|F|729868
284388|2101|OFFICIAL MEMBER|25|F|729868
287830|2101|Regular Carriers|1004|T|736020
287831|2101|Relief Carriers|709|T|736020
287832|2101|Retirees|354|T|736020
287833|2101|Associate Member|9|F|736020
287862|2101|Bargaining Unit Rural Carriers|2138|T|736053
287863|2101|Retired Rural Carriers|616|T|736053
287358|2101|REGULAR RURAL CARRIERS - PAY FULL DUES|1036|T|735816
287359|2101|PTF CARRIERS- PART-TIME FLEXIBLE PAY FULL DUES|17|T|735816
287360|2101|RURAL CARRIER RELIEF- PART- TIME CARRIERS- PAY SMALLER DUES PO|692|T|735816
287361|2101|RETIRED RURAL CARRIERS- PAY SMALLER DUES PORTION|368|T|735816
287362|2101|ASSOCIATE MEMBERS- PAY FULL DUES|8|F|735816
287363|2102|Agency Fee Payers|0|F|735816
285836|2101|Regular Rural Carriers|2188|T|734554
285837|2101|Rural Carrier Associates (RCA)|1452|T|734554
285838|2101|Retired Carriers|819|T|734554
285839|2101|Assistant Rural Carriers (ARC)|34|T|734554
285840|2101|Part-Time Flexible Carriers|13|T|734554
285841|2101|Associate Rural Carrier|6|F|734554
285842|2101|Retired Associate Member|1|F|734554
285518|2101|REGULAR CARRIERS|1569|T|733596
285519|2101|PTF CARRIERS|36|T|733596
285520|2101|LEAVE REPLACEMENT CARRIERS|995|T|733596
285521|2101|RETIRED CARRIERS|531|T|733596
285522|2101|REGULAR ASSOCIATIES|2|F|733596
285523|2101|RETIRED ASSOCIATES|1|F|733596
287010|2101|ASSISTANT RURAL CARRIER|141|T|735637
287011|2101|RETIRED CARRIERS|805|T|735637
287012|2101|ASSOCIATE MEMBERS|13|F|735637
287008|2101|PTF CARRIER|125|T|735637
287009|2101|RURAL CARRIER RELIEF|1966|T|735637
287007|2101|REGULAR RURAL CARRIERS|3833|T|735637
286103|2101|REGULAR CARRIERS|2781|T|734937
286104|2101|RELIEF CARRIERS|1823|T|734937
286105|2101|RETIRED CARRIERS|771|T|734937
286106|2101|ASSOCIATE MEMBERS|9|F|734937
287068|2101|REGULAR MEMBERS|5053|T|735683
287069|2101|RETIRED MEMBERS|956|T|735683
287070|2101|RELIEF MEMBERS|3262|T|735683
287071|2101|ASSOCIATE|12|F|735683
286472|2101|Regular Rural Carriers|2468|T|735276
286473|2101|Part Time Flexible Carriers|86|T|735276
286474|2101|Rural Carrier Associates|1348|T|735276
286475|2101|Retired Rural Carriers|741|T|735276
286476|2101|Associate Rural Carriers|4|F|735276
286477|2102|Agency Fee Payers|0|F|735276
287417|2101|Associate|6|F|735838
287418|2101|Retired Associate|0|F|735838
287413|2101|Retired|959|T|735838
287414|2101|Relief|1291|T|735838
287415|2101|PTF|58|T|735838
287416|2101|ARC|1|T|735838
287412|2101|Regular|2001|T|735838
285231|2101|Regular|1557|T|732500
285232|2101|Relief|1253|T|732500
285233|2101|Retired|417|F|732500
285234|2101|Associate|7|F|732500
285235|2102|Agency Fee Payers|0|F|732500
286510|2101|REGULAR  AND PTF|2106|T|735345
286511|2101|RCA and ARC relief carriers|852|T|735345
286512|2101|RETIREE|327|T|735345
286513|2101|ASSOCIATES|9|F|735345
287062|2101|REGULAR|1615|T|735672
287063|2101|RETIRED|732|T|735672
287064|2101|RELIEF|878|T|735672
287065|2101|ASSOCIATE|3|T|735672
286846|2101|REGULARS|1692|T|735546
286847|2101|RELIEF CARRIERS|970|T|735546
286848|2101|RETIREES|810|T|735546
286849|2101|ASSOCIATES|7|F|735546
286088|2101|Bargaining Unit Rural Carriers|1822|T|734908
286089|2101|Retired Rural Carriers|305|T|734908
286090|2101|Associates|3|F|734908
286091|2101|Retired Associates|1|F|734908
286092|2102|Agency Fee Payers|0|F|734908
286355|2101|Regular Carrier Members|2004|T|735148
286356|2101|Part-Time Flexible Carriers|29|F|735148
286357|2101|Relief Carriers/RCAs|1444|T|735148
286358|2101|Assistant Rural Carriers|33|F|735148
286359|2101|Associates Members|6|F|735148
286360|2101|Retired Members|662|T|735148
286361|2101|Rural Carrier Reliefs|1|F|735148
287891|2101|REGULAR|1800|T|736071
287892|2101|RELIEF|1129|T|736071
287893|2101|RETIRED|688|T|736071
287894|2101|ASSOCIATE|7|F|736071
285813|2101|Regular Rural Carriers|2151|T|734452
285814|2101|PTF|6|T|734452
285815|2101|Relief Rural Carriers|1303|T|734452
285816|2101|Retired Rural Carriers|949|T|734452
285817|2101|Associate Rural Members|6|F|734452
285818|2101|Assistant Rural Carriers|5|T|734452
285646|2101|Clerk Craft|821|T|733974
285647|2101|Maintance Craft|65|T|733974
285648|2101|Letter Carriers|2|F|733974
285649|2101|Postmasters|1|F|733974
285650|2101|Supervisors|5|F|733974
285651|2101|Cash Paying Members|9|T|733974
285588|2101|Regular Rural Carrier Members|1724|T|733794
285589|2101|Retired Rural Carrier Members|439|T|733794
285590|2101|Part Time Flexible (PTF) Rural Carrier Members|85|T|733794
285591|2101|Relief Carriers|1215|T|733794
285592|2101|Associate Members|5|F|733794
285593|2102|Agency Fee Payers|0|F|733794
286025|2101|Regular Rural Carrier|1277|T|734827
286026|2101|Relief Rural Carrier|791|T|734827
286027|2101|Retired Rural Carrier|485|T|734827
286028|2101|Part Time Flex Rural Carrier|39|T|734827
286029|2101|Associate Members|5|F|734827
285178|2101|ACTIVE MEMBERS|11000|T|732220
285179|2101|RETIRED MEMBERS|4800|T|732220
289265|2102|Agency Fee Payers|0|F|736632
289263|2101|Active Members|623|T|736632
289264|2101|Retired Members|109|T|736632
290166|2101|Members|43125|T|737933
290167|2102|Agency Fee Payers|0|F|737933
290625|2101|EMPLOYEES|12|F|738823
290622|2101|MEMBER|76346|T|738823
290626|2101|MEMBERS AT LARGE|19|F|738823
290627|2102|Agency Fee Payers|0|F|738823
290623|2101|RETIREE|3636|T|738823
290624|2101|FORMER EMPLOYEE|2|T|738823
289544|2101|ACTIVE MEMBERS|829|T|736790
289545|2101|RETIRED MEMBERS|160|T|736790
289546|2101|SPECIAL RETIRED AFFILIATES|8|F|736790
289547|2102|Agency Fee Payers|0|F|736790
285326|2101|GENERAL MEMBERSHIP|22128|T|732776
288617|2101|Voting members|1460|T|736381
290392|2101|ALL MEMBERS TRANSFERRED  TO dISTRICT LODGE 2020|0|T|738517
290168|2101|active|69|T|737934
290169|2102|Agency Fee Payers|0|F|737934
290913|2101|AAFES|3|T|739399
290911|2101|GS|38|T|739399
290912|2101|NAF|8|T|739399
290914|2102|Agency Fee Payers|0|F|739399
290910|2101|DECA|10|T|739399
289603|2101|Public Service Members|632|T|736888
289604|2101|Retiree|8|T|736888
285951|2101|ACTIVE MEMBERS|876|T|734703
285952|2101|RETIRED MEMBERS|29|T|734703
284636|2101|BARGAINING UNIT EMPLOYEES|123740|T|730296
285753|2101|Active regular PCT|1260|T|734223
288026|2101|GENERAL MEMBERS|561|T|736157
290022|2101|Active-Retired|1497|T|737758
281512|2101|Active Member|1606|T|724541
281513|2101|Retirees|20|T|724541
289966|2101|Full Members|22|T|737661
284539|2101|Active Members|221|T|730172
284540|2101|Members Honorary Withdrawal|11|F|730172
284541|2102|Agency Fee Payers|0|F|730172
290153|2101|Active Full Time|4594|T|737921
290154|2101|Active Part Time|232|T|737921
290155|2101|Associate|34|F|737921
290156|2101|Retired Life|609|F|737921
290157|2101|Student Teachers|5|F|737921
286784|2101|ACTIVE|554|T|735488
286785|2101|RETIRED|41|T|735488
290344|2101|Regular Full-Time teachers who pay full dues|440|T|738435
290345|2101|Half time teacher pay reduced dues|1|T|738435
290346|2102|Agency Fee Payers|0|F|738435
290318|2101|Working Members|1617|T|738360
290319|2101|Retired Members|7|T|738360
290320|2102|Agency Fee Payers|0|F|738360
285658|2101|Full members|151|T|733996
285659|2101|Half members|163|T|733996
285660|2101|Quarter members|225|T|733996
285661|2101|One eighth members|585|T|733996
290839|2101|GENERAL MEMBERS|3404|T|739058
290420|2101|RETIRED MEMBERS|0|F|738570
290419|2101|REGULAR MEMBERS|467|T|738570
290421|2102|Agency Fee Payers|3|F|738570
287782|2101|Regular Members|339|T|736000
287783|2101|Retired Members|19|T|736000
287784|2101|Gold Card|6|T|736000
290002|2101|Voting Membership|2257|T|737737
287593|2101|Working member|868|T|735921
287594|2101|Retirees|12|F|735921
287595|2102|Agency Fee Payers|0|F|735921
288438|2101|ACTIVE|2164|T|736310
288439|2101|APPRENTICE|235|T|736310
288440|2101|RETIRED|302|T|736310
290299|2101|ACTIVE MEMBERS PAY FULL DUES|326|T|738306
288000|2101|Regular Members|430|T|736144
288001|2101|Retired Members|18|F|736144
288002|2101|Early Retired|29|F|736144
288003|2101|50 Disabled|12|F|736144
288004|2101|Apprentice|150|T|736144
288005|2101|Contractor|4|F|736144
288006|2101|Honorary Members|10|F|736144
286899|2101|REGULAR MEMBERS|120|T|735581
290877|2101|Active members|470|T|739154
290878|2102|Agency Fee Payers|0|F|739154
289396|2101|Full time professors|229|T|736693
289397|2101|Part time adjuncts|346|F|736693
285756|2101|Clerk|399|T|734227
285757|2101|Motor Vehicle|113|T|734227
285758|2101|Maintenance|178|T|734227
285759|2101|Supervisor|9|T|734227
285404|2101|REGULAR MEMBERS|314|T|733104
286592|2102|Agency Fee Payers|15|F|735394
286590|2101|RETIREE MEMBERS|5529|T|735394
286591|2101|ACTIVE MEMBERS|32729|T|735394
290294|2101|REGULAR FULL TIME MEMBERS|1891|T|738300
290295|2101|"DUES EQUIVALENT" MEMBERS|11|F|738300
290296|2101|INVESTMENT FIRM MEMBERS|3|T|738300
290297|2101|RETIRED MEMBERS|7|T|738300
284601|2101|ACTIVE|3970|T|730246
284602|2101|RETIREE|569|T|730246
284603|2101|AGENCY|309|T|730246
289130|2101|Members|14494|T|736547
289131|2102|Agency Fee Payers|42|F|736547
289251|2101|REGULAR MEMBERS|442|T|736622
289252|2101|RETIRED MEMBERS|10|T|736622
289253|2102|Agency Fee Payers|0|F|736622
285708|2101|FULL TIME MEMBERS|3300|T|734136
286527|2101|Regular Members|269|T|735353
286528|2101|Retired Members|6|T|735353
286529|2102|Agency Fee Payers|0|F|735353
290068|2101|Voting Members|534|T|737846
287903|2101|CAREER MEMBERS|1012|T|736078
287904|2101|PSE MEMBERS|86|T|736078
283580|2101|ACTIVE MEMBERS|877|T|727834
289985|2101|Professional|75|T|737702
289986|2101|Associate|30|T|737702
289987|2101|Retired|7|F|737702
289755|2101|Union Member|120|T|737222
285417|2101|Dues Paying Members|8|T|733177
288847|2101|SHOP MEN|59|T|736483
290459|2101|Active|258|T|738620
290460|2101|Retired|141|F|738620
285622|2101|General Union Membership|4095|T|733929
285623|2101|Inactive Union Membership|0|T|733929
288523|2101|Members|12877|T|736348
288524|2101|Members - at - Large/Retired Member|256|F|736348
288525|2102|Agency Fee Payers|51|F|736348
287744|2101|FULL MEMBERSHIP TEACHERS|230|T|735981
284894|2101|Active Membership|24831|T|731533
284895|2101|Inactive Membership|1774|T|731533
284896|2102|Agency Fee Payers|373|F|731533
290122|2101|Full Time                                                                                   Teachers|2027|T|737893
290123|2101|Part Time                                                                                   Teachers|278|T|737893
290124|2102|Agency Fee Payers|271|F|737893
290048|2101|Regular - Active|8300|T|737823
290049|2101|Retired|60|T|737823
290050|2101|At Large|70|T|737823
289720|2101|Professional|97|T|737114
289510|2101|Certified Registered Nurse Anesthetists|401|T|736722
285569|2101|ACTIVE|1182|T|733756
285570|2101|APPRENTICE|234|T|733756
285571|2101|RETIRED|135|T|733756
285572|2101|DISABILITY|4|T|733756
285573|2101|HONORARY|55|T|733756
285574|2101|ARREARS|191|F|733756
289830|2101|General Membership|1635|T|737362
285810|2101|Local Unions|7|T|734428
285811|2102|Agency Fee Payers|0|F|734428
285225|2101|MEMBERS NOT COVERED BY CONTRACT AND NOT CURRENTLY BEING ORGANIZED|0|T|732416
285226|2101|MEMBERS NOT COVERED BY CONTRACT AND CURRENTLY BEING ORGANIZED|0|T|732416
285227|2101|MEMBERS COVERED BY CONTRACT - $40/MONTH|2691|T|732416
285228|2101|MEMBERS WHO ARE PHARMACY INTERNS, REDUCED DUES - $20.00 / MONTH|17|T|732416
283884|2101|active membership|8|T|728661
286065|2101|Active|19079|T|734890
286066|2102|Agency Fee Payers|1|F|734890
284553|2101|Local 603 Members|1500|T|730196
289005|2101|Salary $17,527 - $28,867.99|1711|T|736505
289002|2101|Salary $95,368 +|215|T|736505
289006|2101|Salary from $10,310 - $17,526.99|1067|T|736505
289007|2101|Salary $10,309.99 or less|1466|T|736505
289008|2101|Leave/ Layoff|241|T|736505
289009|2102|Agency Fee Payers|8|F|736505
289003|2101|Salary $41,240 - $95,367.99|2448|T|736505
289004|2101|Salary $28,868 - $41,239.99|1099|T|736505
290146|2101|EDUCATOR ACTIVE FULL TIME|96244|T|737920
290147|2101|EDUCATORS HALF TIME OR LESS|2074|T|737920
290148|2101|EDUCATOR SUPPORT PERSONNELL|12316|T|737920
290149|2101|RETIRED|9009|T|737920
290150|2101|STUDENT|1358|T|737920
290151|2101|LIFE|834|T|737920
290152|2102|Agency Fee Payers|2|F|737920
286416|2101|Journeymen- Wireman A|225|T|735205
286417|2101|Apprentices|52|T|735205
286418|2101|Maintenance Member BA|2|T|735205
286419|2102|Agency Fee Payers|0|F|735205
288292|2101|Active members paying full dues|405|T|736255
288293|2101|Retired, disabled, honorary|108|T|736255
288294|2101|Arrears|8|F|736255
290329|2101|Active members|7377|T|738398
290330|2101|Educational support members|2233|T|738398
290331|2101|Retired members|1661|T|738398
290332|2101|Substitute members|1|T|738398
290333|2101|Student members|116|T|738398
290334|2102|Agency Fee Payers|135|F|738398
290111|2101|Active full time members|13119|T|737892
290112|2101|Active part time|312|T|737892
290113|2101|Active ESP full time members|4419|T|737892
290114|2101|Active ESP part time members|307|T|737892
290115|2101|Reserve members|28|F|737892
290116|2101|Student members|61|T|737892
290117|2101|Past presidents|8|T|737892
290118|2101|Staff members|1|F|737892
290119|2101|Retired members|5309|T|737892
290120|2101|Active Quarter time members|10|T|737892
290121|2101|Active ESP Quarter time members|18|T|737892
288491|2101|A|72|T|736335
288492|2101|BA|112|T|736335
288493|2102|Agency Fee Payers|2|F|736335
289228|2101|Operations & Maintenance|328|T|736602
289229|2102|Agency Fee Payers|0|F|736602
288758|2101|Apprentice|27|T|736439
288759|2101|Regular|597|T|736439
288760|2101|Retired|56|T|736439
290222|2101|Retired|36551|T|737980
290218|2101|EA|66920|T|737980
290223|2102|Agency Fee Payers|0|F|737980
290219|2101|ESP|16424|T|737980
290220|2101|Students|1028|F|737980
290221|2101|Associate|0|F|737980
288012|2101|ACTIVE|125188|T|736148
288013|2101|RETIRED|11585|T|736148
288014|2101|STUDENT|669|T|736148
288015|2102|Agency Fee Payers|77|F|736148
290087|2101|Active|140704|T|737881
290088|2101|Reserve|708|F|737881
290089|2101|Life|6|T|737881
290090|2101|Retired (including Retired Life)|30590|F|737881
290091|2101|Student|6845|F|737881
290092|2101|Substitute/Associate|369|F|737881
290093|2102|Agency Fee Payers|57|F|737881
288174|2101|TEACHERS/EDUCATORS|7765|T|736217
288175|2101|STATE EMPLOYEES|718|T|736217
288176|2101|PRIVATE SECTOR|230|T|736217
288177|2101|NIRSES & HEALTH PROFESSIONALS|186|T|736217
287895|2101|Full|15253|T|736072
287896|2102|Agency Fee Payers|0|F|736072
289873|2101|Active Professional FT|8438|T|737396
289874|2101|Active Professional PT 26 to 50%|202|T|737396
289875|2101|Active Professional PT 25% or less|38|T|737396
289876|2101|Active ESP Tier 1|526|T|737396
289877|2101|Active ESP Tier II|2900|T|737396
289878|2101|Active ESP Tier III|81|T|737396
289879|2101|Substitutes|6|F|737396
289880|2101|Reserve Membership|36|F|737396
289881|2101|Retired Members|1111|F|737396
289882|2101|Staff|1|F|737396
289883|2101|Student|14|F|737396
287020|2101|ACTIVE MEMBERS OF PARTICIPATING LOCALS|73837|F|735644
287372|2101|Regular Members|3679|T|735824
287373|2101|Part-time Flexible|190|T|735824
287374|2101|Relief|2203|T|735824
287375|2101|Retired|535|T|735824
287376|2101|Associate|14|F|735824
285270|2101|MEMBERS|24094|T|732632
285271|2102|Agency Fee Payers|62|F|732632
289532|2101|Active Members|1372|T|736765
289533|2102|Agency Fee Payers|6|F|736765
290069|2101|Maintenance|782|T|737848
290070|2101|Custodial|1957|T|737848
290071|2101|Other Services|2817|T|737848
290072|2101|Child Nutrition|2840|T|737848
290073|2101|Transportation|3632|T|737848
290074|2101|Secretarial/Clerical|3809|T|737848
290075|2101|Paraeducator|13865|T|737848
290076|2102|Agency Fee Payers|1|F|737848
288721|2101|MEMBER FULL|22760|T|736417
288722|2101|MEMBER TWO-THIRDS|1135|T|736417
288723|2101|MEMBER HALF|2936|T|736417
288724|2101|MEMBER QUARTER|900|T|736417
288725|2102|Agency Fee Payers|183|F|736417
284734|2101|REGULAR MEMBERS|613|T|730474
284735|2101|RETIRED MEMBERS|154|T|730474
284736|2101|LIFETIME MEMBERS|24|T|730474
284737|2101|SUPERVISORY MEMBERS|11|F|730474
284738|2101|SUPERVISORY - RETIRED|2|F|730474
284739|2101|OTHER CRAFT MEMBERS|4|T|730474
284740|2101|OTHER CRAFT - RETIRED|2|T|730474
290483|2101|ACTIVE DUES PAYING MEMBERS - VOTING|1119|T|738642
290484|2102|Agency Fee Payers|7|F|738642
286898|2101|FULL DUES PAYING MEMBERS|2967|T|735579
290286|2101|ACTIVE|26925|T|738234
290287|2102|Agency Fee Payers|101|F|738234
290023|2101|Members|31358|T|737762
290024|2102|Agency Fee Payers|379|F|737762
290360|2101|GENERAL MEMBERSHIP|907|T|738464
290361|2102|Agency Fee Payers|0|F|738464
287563|2101|A member|20|T|735912
287564|2101|BA members|726|T|735912
287565|2101|BA Interns|4|T|735912
287566|2101|BA Meter Readers|11|T|735912
290241|2101|REGULAR MEMBERS PAYING FULL DUES|3322|T|738022
284800|2101|JOURNEYMAN INSIDE WIREMAN|714|T|730552
284801|2101|APPRENTICE WIREMAN|172|T|730552
284802|2101|RESIDENTAL|23|T|730552
284803|2101|LIMITED ENERGY WIREMAN (TECHNICIANS AND INSTALLERS)|105|T|730552
284804|2102|Agency Fee Payers|0|F|730552
286430|2101|Members in Good Standing|408|T|735226
289235|2101|Mechanics|158|T|736608
289236|2101|Apprentices|49|T|736608
285697|2101|Regular|14178|T|734086
285698|2102|Agency Fee Payers|91|F|734086
290508|2101|Regular active voting members|5275|T|738692
290509|2101|Religious exempt|2|F|738692
290510|2102|Agency Fee Payers|197|F|738692
289743|2101|Production Member QCC|13|T|737187
289744|2101|Field Member|177|T|737187
288024|2101|ACTIVE MEMBERS|903|T|736154
288025|2102|Agency Fee Payers|0|F|736154
286593|2101|FOOD WORKERS: RETAIL, PROCESSING AND RELATED|13410|T|735396
286594|2101|COMMERCIAL WORKERS|832|T|735396
286595|2101|HEALTH WORKERS AND RELATED|1404|T|735396
286596|2102|Agency Fee Payers|15|F|735396
285048|2101|Registered Nurses|442|T|731961
290504|2101|SEE NOTES IN ITEM 69|0|F|738687
