OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
69518||SALE OF MUTUAL FUND INVESTED ASSETS|345|645|645|645|521886
66124||Sale of mutual funds|118237|118238|199005|199005|515339
69307||0|0|0|0|0|521372
69348||none|0|0|0|0|521450
69350||0|0|0|0|0|521456
62815||none|0|0|0|0|501202
66112||Edward Jones|12000|12000|12000|12000|515290
66419||US Tsy Bd Fed Str|184412|184412|186366|186336|516554
66422||Strips-Tint US Treasury|370476|370476|357442|357442|516554
66421||US Tsy Bd Fed Str|259708|259708|265104|265104|516554
66420||SPDR Barclays Capital Long Ter|34881|34881|36278|36278|516554
65950||0|0|0|0|0|514657
68989||10/21/2010 rebuild of the Secretary's computer|150|90|0|0|520933
68990||10/21/2010 rebuild of the VP's computer|327|196|0|0|520933
66872||AUTOMOBILE (TRADED-IN)|22988|0|7000|7000|517866
66459||AXA Equitable|1301508|1301508|1290987|0|516772
69071||N/A|0|0|0|0|521022
67074||Bldg-8751 E Hampden Avenue Denver, CO|183500|140554|127000|119602|518460
67948||None|0|0|0|0|520028
68180||N/A|0|0|0|0|520197
66433||3321 N 76TH STREET, MILWAUKEE, WI|146270|33500|31877|31877|516640
69856||LAND & BUILDING ,1411 S MICHIGAN AVE, CHICAGO IL|2990843|1595344|3128000|3105683|524413
65334||N/A|0|0|0|0|508708
64137||FHLMC MEDIUM TERM NOTE|10000|10000|10000|10000|505076
64139||MONEY MARKET|53826|53826|53826|53826|505076
64138||RETURN OF PRINCIPAL|26435|26435|26435|26435|505076
63139||HP OFFICEJET PORTABLE PRINTER - OUTDATED/JUNKED|333|38|0|0|503500
63140||2 CANNON PRINTERS - OUTDATED/JUNKED|217|0|0|0|503500
63146||BROTHER INTELLIFAX - OUTDATED/JUNKED|125|22|0|0|503500
63145||PRINTER - OUTDATED/JUNKED|507|0|0|0|503500
63144||OFFICE PHONE - OUTDATED/JUNKED|126|11|0|0|503500
63143||CORDLESS PHONE - OUTDATED/JUNKED|197|0|0|0|503500
63142||TV/VCR COMBO - OUTDATED/JUNKED|120|0|0|0|503500
63141||MS OFFICE XP - OUTDATED/JUNKED|350|0|0|0|503500
66864||Sale of Ford Fusion|32592|3259|4000|4000|517821
66865||Disposal of Leasehold Improvements|23495|17230|0|0|517821
67255||Sale of Various Mutual Funds|0|0|79441|79441|518756
67256||Sale of Various Common Stocks|127427|130677|130677|130677|518756
66773||NONE|0|0|0|0|517525
64565||N/A|0|0|0|0|505389
69610||Sale of union automobile|27500|8708|12500|12500|522214
67900||NONE|0|0|0|0|519960
69881||INVESTMENTS|119767|119767|102222|0|525903
69882||SCRAPPED AIR CONDITIONER|1940|1194|0|0|525903
70009||Mutual Funds|458020|458020|447284|447284|528451
70010||Corporate Bonds|80157|80157|76614|76614|528451
67546||MUTUAL FUND|6065887|6065887|5628779|5628779|519375
67548||COMMON TRUST FUND|999|999|1009|1009|519375
67547||COMMON STOCK|1148095|1148095|1336927|1336927|519375
65186||NTEU Treasury|1187895|1176574|1216109|1216109|508430
65190||NTEU Mutual Funds|0|0|0|0|508430
65189||NTEU Equities|19266622|20112797|20112797|20112797|508430
65188||NTEU Trust Mutual Funds|1959697|1968024|1968024|1968024|508430
65187||NTEU Trust Equities|246476|314372|314372|314372|508430
69338||N/A|0|0|0|0|521423
65507||N/A|0|0|0|0|510931
66764||WELLS FARGO ADVANTAGE ADJUSTABLE RATE G|18152|18152|18152|18152|517484
66765||WELLS FARGO CASH SWEEP ACCOUNT|3211|3211|3211|3211|517484
69974||none|0|0|0|0|527204
66430||None|0|0|0|0|516633
65012||FAX MACHINE|294|0|0|0|507441
65016||HP SCANJET 55900|433|0|0|0|507441
65015||DELL LAPTOP|1297|0|0|0|507441
65014||2 LAPTOP COMPUTERS|2090|0|0|0|507441
65013||FAX MACHINE|675|0|0|0|507441
69413||TIME SAVING CERTIFICATE|117696|117696|117696|117696|521583
69634||N/A|0|0|0|0|522394
69630||N/A|0|0|0|0|522394
69633||N/A|0|0|0|0|522394
69632||N/A|0|0|0|0|522394
69631||N/A|0|0|0|0|522394
69639||N/A|0|0|0|0|522394
69638||N/A|0|0|0|0|522394
69637||N/A|0|0|0|0|522394
69636||N/A|0|0|0|0|522394
69635||N/A|0|0|0|0|522394
69547||N/A|0|0|0|0|521989
65571||n/a|0|0|0|0|512191
69420||2009 Ford pickup|39084|20397|20000||521615
63303||Office furniture and equipment|23568|452|0|0|504028
68827||RAYMOND JAMES MUTUAL FUNDS|16174|16174|17589|17589|520737
65092||SALE OF INVESTMENTS|1648681|1648681|1698470|1698470|508079
63518||INVESTMENTS|300743|300743|297251|297251|504319
66368||Computer Equipment||0|245|245|516323
66370||New America High Income Fund|100000|100000|100000|100000|516323
66369||Corporate Bonds|699173|699173|688321|688321|516323
63312||Sale of stock held at SEI|137746|137746|153671|153671|504079
63121||MIREF I|250613|250613|201764|201764|503426
63122||AUTOMOBILES|59088|0|13000|13000|503426
63120||NUVEEN LARGE-CAP VALUE R-SHARES|44334|44334|40000|40000|503426
63119||DELAWARE FIXED INCOME POOLED TRUST|311844|311844|340000|340000|503426
70060||DISPOSED OF AN OLD GATE FOR THE BUILDING|1098|0|0|0|529734
70061||DISPOSED OF OLD OBSOLETE OFFICE EQUIP.|496|0|0|0|529734
68950||23 SHS UIT CLAYMORE SECS DEFINED PORT|258|258|258|0|520885
70193||WACHOVIA MUTUAL FUNDS|123191|123191|115620|115620|531549
69500||INVESTMENTS|74525|74525|74525|74525|521856
69501||INVESTMENTS|72630|72630|75702|75702|521856
69411||Various Furniture & Equipment - junked|8495|8495|0|0|521567
63972||Software Reimbursement|30132|30132|30132|30132|504916
63974||US Treasury Securities|1155001|1155001|1151180|1151180|504916
63973||Computer Equipment Reimbursement|1479|1479|1479|1479|504916
65839||NONE||||0|514081
67248||GOVERNMENT COLLATERIZED MORTGAGE OBLIGATONS|2984753|2883147|2883147|2883147|518747
67249||OFFICE FURNITURE AND EQUIPMENT|50099|0|0|0|518747
67515||Automobile|46753|2338|6750|6750|519297
67516||Furniture & equipment - abandoned see stmt. 69|6086|1525|0|0|519297
63042||Franklin U.S. Government Securities Fund Class A|357|359|359|359|503167
63043||Mutual Global Discovery Class A|81|75|75|75|503167
68190||Sale of Alliance Bernstein Mun Income|1455|1460|1488|1488|520218
64547||11.317 DFA INVT DIMENSIONS GROUP SC|3109|3109|2976|2976|505368
64551||2719.295 DFA INVT DIMENSIONS GROUP SC|75859|75859|59338|59338|505368
64550||3092.32 DFA INVT DIMENSIONS GROUP EM|100301|100301|87551|87551|505368
64549||3254.555 DFA INVT DIMENSIONS GROUP LC|76021|76021|59534|59534|505368
64548||1012.955 DFA INVT DIMENSIONS GROUP EM|32940|32940|30000|30000|505368
65467||N/A|0|0|0|0|510354
63245||INVESTMENTS-MARKETABLE SECURITIES|219147|219147|219147|219147|503826
69355||Automobiles|153065|3975|11950|11950|521489
69357||Leasehold improvements - abandoned see stmt. 69|66892|20400|0|0|521489
69356||Furniture & equipment - abandoned see stmt. 69|16235|0|0|0|521489
63050||Furniture and equipment junked|5215|0|0|0|503314
69846||Sale of Stocks and Bonds|1738248|1738248|1738248|1738248|524351
69570||2299 ADAM CLAYTON POWELL BLVD, NY NY 10030|411761|220169|922000|648993|522064
69593||MARKETABLE SECURITIES HELD BY BROKER|853206|853206|914175|914175|522185
63005||SBC COMMUNICATIONS INC BOND|29513|29513|30297|30297|502702
63008||GE CAPITAL CORP BOND|25125|25125|25000|25000|502702
63007||VERIZON NEW JERSEY BOND|25750|25750|25000|25000|502702
63006||DELTA NATURAL GAS CO BOND|49750|49750|50000|50000|502702
64441||Lincoln Inv 3500 Conservative |583791|583791|575806|575806|505257
67372||VEHICLE|26008|0|750|750|519035
62694||Sale of securities|2220600|2220600|2220600|2220600|498889
62696||Office Furniture and Equipment|12520|4591|5000|5000|498889
62695||Computers|7152|0|600|600|498889
64968||5.911shs Janus Forty Fund|167|167|218|218|507258
64966||10.736shs First Eagle Fund|167|167|183|183|507258
64967||11.2shs First Eagle Fund|174|174|193|193|507258
64969||11.546 Eaton Vance Fund|229|229|209|209|507258
66472||U.S. GOVERNMENT AGENCY|329745|329745|330151|330151|516851
65045||Bonds|589535|601974|601974|601974|507581
66431||N/A|0|0|0|0|516636
69272||AUTO (TOTALED)|22291|22291|23071|23071|521255
69273||INVESTMENTS|16845989|16845989|17968189|17968189|521255
62808||US TREASURY BILLS|8775000|8775000|8775000|8775000|501154
67286||FIXED INCOME SECURITIES|98044|98044|98044|98044|518867
63405||NONE|0|0|0|0|504153
66381||TOTAL OR ALL LINES|0|0|0|0|516388
63052||Principal Financial Service-Bond /funds|||150050|150050|503350
66390||SECURITIES|127335|99484|107011|107011|516415
67986||Bond Funds|6807|6830|7000|7000|520086
67992||Real Estate|34483|19044|23634|23634|520086
67991||Alternative Securities|151177|100884|100794|100794|520086
67990||Taxable Bonds|285483|192602|200555|200555|520086
67989||International Stock|275861|258124|276046|276046|520086
67988||US Stock|537962|444297|465647|465647|520086
67987||Mutual Funds|41474|41474|43275|43275|520086
65009||MEEDER|1562394|1562394|1562394|1562394|507432
65011||POST 65 FIFTHIRD|5700296|5700296|5700296|5700296|507432
65010||FIFTHTHIRD|12582070|12582070|12582070|12582070|507432
67151||Old/Obsolete Computer & Office Equipment|8850|8600|0|0|518585
65073||OPEB Wash Trust - 4389 Investment|322816|322816|322816|322816|507952
65074||MAP Wash Trust - 4405 Investment|216319|216319|216319|216319|507952
65021||US Treasury securities|35153|35153|35000|35000|507469
65024||Vehicle|24780|24780|15000|15000|507469
65023||Stocks|196337|196337|191137|191137|507469
65022||CD|10135|10135|10000|10000|507469
62821||NONE|0|0|0|0|501312
65019||Fixed Assets (Various)|80002|148|148|148|507456
65020||Investments (Various)|2074701|2074701|2075781|2075781|507456
63283||COMPUTER EQUIPMENT|77216|522|6762|6762|503861
63284||PHONE EQUIPMENT|4682|4214|4541|4541|503861
72612||Short-term investment funds|37928|37928|37928|37928|538796
72616||Common and preferred stock|23441|23441|25000|25000|538796
72615||Certificates of deposit|45261|45261|36000|36000|538796
72614||Municipal obligations|0|0|54|54|538796
72613||Corporate obligations|0|0|2|2|538796
64970||PIMCO|327941|327941|331000|331000|507297
64985||Vanguard Short-Term Bond Index Fund|3721439|3721439|3721439|3721439|507297
64984||Vanguard Short-Term Bond Index Fund|403|403|400|400|507297
64983||Vanguard Total Bond Market Fund|1426|1426|1500|1500|507297
64982||Vanguard Total Bond Market Fund|615296|615296|647000|647000|507297
64981||Vanguard Total Bond Market Fund|208828|208828|219000|219000|507297
64980||Vanguard Total Bond Market Fund|83913|83913|88000|88000|507297
64979||Vanguard Total Bond Market Fund|10949|10949|11420|11420|507297
64978||Vanguard Global Equity Fund|7291|7291|7400|7400|507297
64977||Vanguard Global Equity Fund|1260988|1260988|1285000|1285000|507297
64976||American Funds Europacific Fund|362084|362084|452000|452000|507297
64975||Vanguard Total Stock Market Fund|1443904|1443904|1700000|1700000|507297
64974||Vanguard International Growth Fund|440071|440071|469000|469000|507297
64973||Vanguard Inflation Protected Fund|67740|67740|67740|67740|507297
64972||Vanguard Inflation Protected Fund|6647|6647|8400|8400|507297
64971||PIMCO|1396205|1396205|1447000|1447000|507297
67519||Lakeside Bank CD|95000|95000|95000|95000|519329
67533||Bank of India CD|50000|50000|50000|50000|519329
67532||Goldman Sachs Bank USA CD|95000|95000|95000|95000|519329
67531||Bank of China CD|50000|50000|50000|50000|519329
67530||GE Capital Retail Bank CD|95000|95000|95000|95000|519329
67529||Bank of China CD|95000|95000|95000|95000|519329
67528||BMW Bank North America|95000|95000|95000|95000|519329
67527||State Bank of India CD|95000|95000|95000|95000|519329
67526||Trans Alliance Bank CD|95000|95000|95000|95000|519329
67525||State Bank of India CD|95000|95000|95000|95000|519329
67524||North Shore Community Bank CD|95000|95000|95000|95000|519329
67523||Bank of Baroda CD|95000|95000|95000|95000|519329
67522||Wright Exp Financial Services CD|95000|95000|95000|95000|519329
67521||Bank of Baroda CD|95000|95000|95000|95000|519329
67520||Bank of China CD|95000|95000|95000|95000|519329
70406||Automobiles and other vehicles|20606|4121|0|0|533537
67616||4 AUTOMOBILES|95643|0|25200|25200|519510
67619||CORPORATE BONDS|20320|20681|20000|20000|519510
67618||U.S. TREASURY BONDS |249847|250781|250076|250076|519510
67617||BUILDING-371 SOUTH MAIN PLACE, CAROL STREAM, IL|484479|382505|299411|299411|519510
63600||Steward Equipment|17244|17244|2750|2750|504367
70821||N/A|0|0|0|0|534851
69747||Various common stock|351606|361473|361473|361473|523434
69751||Various brokerage certificates of deposits|320000|320000|330258|330258|523434
69750||Various corporate bonds|225773|225773|226474|226474|523434
69749||Various partnerships|39908|39908|61597|61597|523434
69748||Various mututal funds|355828|348363|348363|348363|523434
64942||Certificate of deposit|79451|79451|79451|79451|506697
63918||INVESTMENT PROCEEDS FROM MERILL LYNCH|955277|1064592|1064592|1064592|504835
65185||BONDS, MUTUAL FUNDS, CD'S, US TREASURIES|9335805|9305686|9276604|9276604|508352
64997||2005 Chevrolet Equinox|14568|8275|5600|5600|507360
64998||Old Phones|5608|0|180|180|507360
68953||Sale of folding chairs|100|||100|520888
62709||MARKETABLE SECURITIES|42455|42455|43946|43946|499189
62710||AUTOMOBILE|16200|1157|1257|1257|499189
66274||Collection of principal|1094|1094|1094|1094|515916
64575||US Government Bonds|251763|251763|251763|251763|505730
62914||US TREASURY SECURITIES (NET)|405719|405719|405719|405719|502602
68118||Capital Gains Reinvested|||765641|765641|520118
63712||TEMPLE IPAD 2|530|521|476|476|504578
66379||VANGUARD STAR MUTUAL FUND|93784|90091|100000|100000|516377
63137||EQUITIES|81496|81496|105286|105286|503498
63138||CORPORATE AND US AGENCY SECURITIES|3438996|3438996|3477270|3477270|503498
66364||MUTUAL FUNDS|16969|24699|25000|25000|516274
67144||NONE|0|0|0|0|518559
66113||NONE|0|0|0|0|515294
65865||FIRST UNION SECURITIES|0|0|224268|224268|514368
65094||Reclamación al seguro-aire acondicionado|2183||3389|3389|508140
65095||Federal Home Loan Bank|238898||240000|240000|508140
65096||SUNAMERICA MONEY MARKET|650000|650000|650000|650000|508170
65209||CASH & CASH EQUIVALENTS|314539|314539|314539|314539|508529
65216||MUTUAL FUNDS|44753|44753|45358|45358|508529
65215||MUTUAL FUNDS|27549|27549|28185|28185|508529
65214||COMPUTER|1326|73|200|200|508529
65213||BONDS|250948|250948|245000|245000|508529
65212||CASH & CASH EQUIVALENTS|287447|287447|287447|287447|508529
65211||STOCKS|206679|206679|227468|227468|508529
65210||BONDS|99092|99092|96906|96906|508529
65229||COMMON STOCK|1551372|1551372|1783222|1783222|508540
65235||EQUIPMENT|239079|3414|50605|50605|508540
65234||TREASURY SECURITIES|1386941|1386941|1777231|1777231|508540
65233||MUTUAL FUNDS|1049116|1049116|1108810|1108810|508540
65232||FEDERAL AGENCIES|2140778|2140778|2119746|2119746|508540
65231||EXCHANGE TRADED PRODUCTS|82835|82835|83439|83439|508540
65230||CORPORATE BONDS|29647512|29647512|29925440|29925440|508540
63452||LAND & BUILDING - 1485 ETNA AVE, HUNTINGTON, IN|60199|9154|35298|35298|504234
63453||MUTUAL FUNDS AND EXCHANGE TRADED FUNDS|56751|56751|59809|59809|504234
69282||AUTOMOBILE (GIFT)|34601|14417|0|0|521279
66595||Office Equipment|702|702|25|25|516955
66596||Machinery & Equipment|390|390|20|20|516955
66115||VEHICLES|267985|122500|122500|122500|515301
72254||NONE|0|0|0|0|537092
69970||CORPORATE BONDS AND EQUITY SECURITIES|95889|95889|107718|107718|526972
67063||MARKETABLE SECURITIES|4351|4351|4351|4351|518378
67064||AUTOMOBILES|70750|0|12300|12300|518378
64104||Mortgage and Asset Backed Securities|56|56|56|56|505037
64107||Exchange Traded & Closed End Funds|68485|68021|68021|68021|505037
64106||Common Stocks|73756|70424|70424|70424|505037
64105||Mutual Funds|349356|331140|331140|312831|505037
63762||None|0|0|0|0|504693
67147||NONE|0|0|0|0|518567
66708||LAND AND BUILDING - 1730 PARK ST. NAPERVILLE, IL|496457|389131|305000|305000|517243
66709||U.S. TREASURY SECURITIES|196000|196000|196000|196000|517243
63793||Building-2417 Larpenteur Ave. W., Lauderdale, MN|195000|182746|200000|177486|504723
63796||Bonds|490521|490521|519573|519573|504723
63795||Preferred Stocks|139681|139681|146007|146007|504723
63794||Mutual Funds|30385|30385|31346|31346|504723
63306||MUTUAL FUNDS|72825|104448|93519|93519|504049
65460||2005 FORD TAURUS,GOLD|19400|700|700|700|509953
65461||2003 FORD TAURUS,GRAY|17690|500|500|500|509953
63599||PIMCO mutual funds|672770|672700|700000|700000|504362
65174||COMMON STOCK|702192|702192|819256|819256|508306
65178||CORPORATE OBLIGATIONS|35765|35765|35000|35000|508306
65177||MONEY MARKET FUNDS|454222|454222|454222|454222|508306
65176||US GOVERNMENT OBLIGATIONS|67196|67196|65000|65000|508306
65175||US TREASURY SECURITIES|84571|84571|90000|90000|508306
67195||Computers|5114|0|0|0|518645
67201||2005 Bonneville|15740|0|1176|1176|518645
67200||2004 Impala|14646|0|712|712|518645
67199||2006 Impala|16394|0|1500|1500|518645
67198||2005 Buick|14911|0|1500|1500|518645
67197||Scanner|318|0|0|0|518645
67196||Monitor|371|0|0|0|518645
66679||N/A|0|0|0|0|517177
69613||Sale of Mutual Funds|1346968|1346968|1344107|1344107|522240
69650||SALE OF INVESTMENT|83773|83773|83773|83773|522518
68899||Building Improvements (see question 15)|103180|0|0|0|520830
68898||Furniture & Equipment (see question 15)|61525|0|0|0|520830
72260||1. UNITED STATES TREASURY BILLS|115816995|115816995|115786246|115786246|537237
72261||2. GOVERNMENT DEBT SECURITIES|390817|390817|390817|390817|537237
65242||NONE|0|0|0|0|508608
70014||LORD ABBETT SHORT DURATION INCOME FUND||||10064|528825
70018||GENWORTH||||25000|528825
70017||BANK OF AMERICA||||50000|528825
70016||BLS||||50843|528825
70015||BANK OF AMERICA||||20000|528825
67045||sales of shirts|852|||852|518360
67046||sales of tickets|1148|||1148|518360
66604||Mutual Fund|43482|43482|50000|50000|516971
69378||INVESTMENTS - US GOVERNMENT-BACKED SECURITIES|44037|44037|45714|45714|521519
69380||INVESTMENTS - CORPORATE STOCK|202187|202187|236974|236974|521519
69379||INVESTMENTS - MUTUAL FUNDS|244571|244571|283484|283484|521519
66962||GOVERNMENT OBLIGATIONS|74970|74970|75000|75000|518173
66964||GOVERNMENT OBLIGATIONS|49878|49878|50000|50000|518173
66963||GOVERNMENT OBLIGATIONS|49981|49981|50000|50000|518173
69810||MORGAN STANLEY BOND DUE 4/1/14|1501010|1501010|1438587|1438587|523835
69812||MBNA AMERICA BANK NAT'L ASSOC NOTES DUE 11/15/12|244951|244951|219000|219000|523835
69811||CITIGROUP INC NOTES DUE 8/19/13|747050|747050|703962|703962|523835
63716||PHONE BOOTH|1247|977|0|0|504589
63923||COPY MACHINE|9535|0|0|0|504838
69033||n/a|0|0|0|0|520967
69550||MUTUAL FUND|4984|4984|5038|5038|522016
69552||AUTOMOBILE|17000|283|1000|1000|522016
69551||OFFICE FURNITURE AND EQUIPMENT|625|0|456|456|522016
64999||Investments - Stocks|958838|958838|944982|944982|507404
65001||Investments - Trusts|191008|191008|188960|188960|507404
65000||Investments - Mutual Funds|31644|31644|27111|27111|507404
65025||Stocks|23816|27755|27755|27755|507474
65026||Mutual Funds|216935|207295|207295|207295|507474
63694||Securities|118125|118125|118125|118125|504558
65341||Sales of marketable securities|1654332|1576878|1576878|1576878|508809
69389||N/A|0|0|0|0|521545
63281||GE WATER COOLER (RETURNED)|140|0|0|0|503855
63441||VARIOUS COMPUTERS (DONATED)|6939|0|0|0|504216
63442||VARIOUS PRINTERS (DONATED)|2686|0|0|0|504216
65195||NONE|0|0|0|0|508482
62849||INVESTMENTS|66270|66270|69459|69459|501522
62850||VEHICLES|83076|83076|45178|45178|501522
69529||Marketable Securities|3784933|3784933|4138786|4138786|521918
69498||REAL ESTATE|1060992|801608|865228|865228|521849
69499||INVESTMENTS|197890|197890|196844|196844|521849
65840||CORPORATE BONDS|840456|840456|835000|835000|514114
65842||PREFERRED STOCK|49800|49800|50000|50000|514114
65841||MUTUAL FUNDS|179871|179871|193762|193762|514114
69591||na|0|0|0|0|522173
69322||Sale of Building on Innis Avenue (Poughkeepsie)|102727|1625|200000|195245|521408
66210||US GOVERNMENT SECURITIES|443852|461201|466391|466391|515747
63810||Common Stock|63764|63764|113815|113815|504733
63815||US Treasury Bonds/Notes|242311|242311|266487|266487|504733
63814||Government National Mortgage Association|122027|122027|121787|121787|504733
63813||Federal National Mortgage Association|666494|666494|717807|717807|504733
63812||US Government Agencies|35115|35115|36615|36615|504733
63811||Corporate Bonds|352409|352409|357104|357104|504733
64045||US GOVERNMENT SECURITIES|2699710|2699710|2699710|2699710|504995
64046||2006 FORD EXPLORER|31839|31839|0|0|504995
64992||MONEY MARKET MUTUAL FUND|462095|462095|462095|462095|507346
63915||FNR 94-1|1000|1000|1000|1000|504824
63916||FNMA PL735060|1116|1116|1116|1116|504824
67746||VEHICLE|16540|0|500|500|519653
67747||WELLS FARGO - 9340|758532|856510|856510|97977|519653
66209||US TREASURY SECURITIES|619949|619949|619863|619863|515746
69445||Fixed Income & Equities|1350853|1364430|1364430|1364430|521673
67957||AUTOMOBILES (2)|32220|5100|15000|15000|520045
67961||US GOV'T AGENCY OBLIGATIONS|230100|230100|230000|230000|520045
67960||MUTUAL FUNDS|114768|114768|117748|117748|520045
67959||FURNITURE & EQUIPMENT|19796|277|1507|1507|520045
67958||BUILD/LAND 5638 PROFESSIONAL CIRCLE INDIANAPOLIS I|669210|101175|414045|414045|520045
65283||Registered Investment Companies|519986|519986|528156|528156|508684
65284||Principal payment recieved on Gov't Securities|290|290|290|290|508684
69619||Temporary Investments|3000|3000|6127|3127|522320
66965||Auto|21870|7655|9500|9500|518180
66217||719 NEW YORK STREET, INDIANAPOLIS, IN 46202|3600|3600|21970|21970|515831
66729||US TREASURY NOTE|199984|199984|199984|199984|517293
66730||US TREASURY NOTE|169986|169986|169986|169986|517293
65965||sale of land|35000|35000|128890|128890|514881
65966||sale of furniture and equipment|350|350|350|350|514881
67579||U.S. Government Agency obligations|1367882|1367882|1374522|1374522|519436
67583||2116 Ocean Heights Avenue, Egg Harbor Township|346546|269331|742898|742898|519436
67582||Money market mutual funds|1756094|1756094|1756094|1756094|519436
67581||Corporate stock|112598|112598|108753|108753|519436
67580||Corporate obligations|0|0|2471|2471|519436
66795||LEXMARK PRINTER (DISPOSED)|272|33|0|0|517590
66950||None|0|0|0|0|518085
66045||Van Eck Global|51500|51500|40818|40818|515057
66042||Verizon|67937|67937|65000|65000|515057
66016||Alger Spectra Fund|15830|15830|15484|15484|515057
66044||USB|20077|20077|20000|20000|515057
66041||Yachtman Fund Inc|41969|41969|45889|45889|515057
66040||SPDR S&P Bric 40 ETF|39674|39674|35998|35998|515057
66039||Royce Premier Fund|36504|36504|37687|37687|515057
66038||Parnassuss Workplace|29380|29380|32782|32782|515057
66037||Nuveen Tradewinds Value|28289|28289|25501|25501|515057
66036||Gamco Westwood Mighty Fund|32391|32391|32384|32384|515057
66035||Amana Income Fund|27176|27176|28987|28987|515057
66034||Alger Spectra Fund|31864|31864|39539|39539|515057
66033||NTT Docomo|12922|12922|10562|10562|515057
66032||Glaxo|14066|14066|12902|12902|515057
66031||Home Depot|12842|12842|17931|17931|515057
66030||Exxon Mobil|12930|12930|13377|13377|515057
66029||Van Eck Global|276|276|273|273|515057
66028||Nestles|12902|12902|14047|14047|515057
66027||AT&T Inc.|12895|12895|16133|16133|515057
66026||Procter & Gamble|13005|13005|12319|12319|515057
66025||3M|12989|12989|12858|12858|515057
66024||Pepsico|12962|12962|12583|12583|515057
66023||Yachtman Fund Inc|17609|17609|18251|18251|515057
66022||SPDR S&P Bric 40 ETF|13060|13060|11153|11153|515057
66021||Royce Premier Fund|19154|19154|18022|18022|515057
66020||Parnassuss Workplace|14830|14830|14570|14570|515057
66019||Nuveen Tradewinds Value|14332|14332|13226|13226|515057
66018||Gamco Westwood Mighty Fund|679|679|739|739|515057
66017||Amana Income Fund|12001|12001|11948|11948|515057
66043||Estee Lauder|2964|2964|3000|3000|515057
