OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|CASH_PAID|RPT_ID
126449||Stackable Chairs|1575|1575|1575|501202
132919||COMPUTER|280|280|280|514238
132921||PRINTER|150|150|150|514238
132920||REFRIDGERATOR|299|299|299|514238
133538||Edward Jones |12000|12000|12000|515290
141047||OFFICE EQUIPMENT|764|764|764|521773
132155||OFFICE EQUIPMENT|1220|1220|1220|511069
141306||COMPUTER|1180|1180|1180|522076
128056||FILE CABINETS (5) AND FAX MACHINE|1040|1040|1040|504372
135171||BUILDING IMPROVEMENTS - CARPET|1660|1660|1660|517851
135172||OFFICE EQUIPMENT - BEST BUY|429|429|429|517851
137585||2013 Lincoln MKX - 24 Month Lease|16966|16966|16966|520043
146015||COMPUTER EQUIPMENT|2638|2638|2638|536747
146016||OFFICE EQUIPMENT|4885|4885|4885|536747
140867||Canon printer|162|130|162|521614
140870||Desktop computer|837|676|837|521614
140869||Projector|400|360|400|521614
140868||HP printer|217|173|217|521614
141411||3 CELL PHONES|157|157|157|522270
133581||COPIER|6469|6469|6469|515363
133582||COMPUTER|535|535|535|515363
135219||Copier|18209|18209|18209|518008
134172||Discover Bank CD 1750|187000|187000|187000|516554
134178||Furniture and Fixtures|887|887|887|516554
134177||GE Cap Ret BK|245000|245000|245000|516554
134176||Barclays Bank Delaware - DE|118000|118000|118000|516554
134175||Goldman Sachs Bank USA - NY|240000|240000|240000|516554
134174||Gen Elec Cap|14515|14515|14515|516554
134173||Assured Guar Muni 6250|18803|18803|18803|516554
133112||0|0|0|0|514657
134020||OFFICE EQUIPMENT|2097|2097|2097|516311
142257||IMPROVEMENTS TO OFFICE BUILDING|48461|48461|48461|530198
139784||Tiger Direct computer |462|369|462|520933
135585||PAPER SHREDDER|673|673|673|518425
135586||PRINTER|592|592|592|518425
134889||Computer|1018|1018|1018|517477
134891||Investment in U, Inc.|12328|12328|12328|517477
134890||Key System Power Supply|358|358|358|517477
135174||AUTOMOBILE|29754|29754|29754|517866
141351||4 Dell computors|3816|3816|3816|522178
141357||3 fir extinguishers|99|99|99|522178
141356||3 chill tables|1102|1102|1102|522178
141355||external hard drive|127|127|127|522178
141354||microphone & speaker|330|330|330|522178
141353||printer|530|530|530|522178
141352||computor software|254|254|254|522178
134171||(2) Intel Desktop Computers with Monitors |1437|1401|1437|516548
134287||Wells Fargo|1295407|1295407|0|516772
141849||COMPUTER EQUIPMENT AND FURNISHING|8263|8263|8263|526643
141850||BUILDING IMPROVEMENTS|40149|40149|40149|526643
140004||N/A|0|0|0|521022
135598||Handicap Lift-1010 S Joliet St Aurora, CO |14608|5843|14608|518460
141566||Telephone system|4921|4822|4921|522664
137572||Morgan Stanley U.S. Securities Trust A|615|615|615|520028
137573||Morgan Stanley Pioneer Strategic Income B|1430|1430|1430|520028
137920||CARPET 1860 RADIO RD. DAYTON, OH|1569|1569|1569|520197
137923||CAMER|218|218|218|520197
137922||COPIER|12495|12495|12495|520197
137921||2 COMPUTERS|1757|1757|1757|520197
134688||EQUIPTMENT|1248|1248|1248|517035
133114||File Cabinets|907|907|907|514670
133118||Camera|141|141|141|514670
133117||Vacuum Cleaner|181|181|181|514670
133116||Recorder|123|123|123|514670
133115||Laptop Computer|427|427|427|514670
139845||New Office Furniture|450|450|450|520951
141484||Computer|||777|522496
142023||COPIER|16330||16330|527799
131855||N/A|0|0|0|508708
128190||Office Equipment|4638|4125|4638|504540
126872||Desktop Computer|2029||2029|503282
126881||Printer|288||288|503282
126880||Printer|360||360|503282
126879||Printer|244||244|503282
126878||Scanner|199||199|503282
126877||Scanner|199||199|503282
126876||Scanner|199||199|503282
126875||Laptop|1420||1420|503282
126874||Laptop|1997||1997|503282
126873||Printer|535||535|503282
129304||FED FARM CREDIT BK BOND|43191|43191|43191|505076
129308||J835DW PRINTER/FAX|312|312|312|505076
129307||BALLOT SOFTWARE|545|545|545|505076
129306||DELL LAPTOP & STATION|1492|1492|1492|505076
129305||FED FARM CREDIT BK BOND|10480|10480|10480|505076
127178||COMPUTERS|2209|1988|2209|503648
127183||PAPER SHREDDER|180|0|180|503648
127182||FILE CABINETS|445|0|445|503648
127181||COMPUTER|1080|972|1080|503648
127180||PRINTER|379|341|379|503648
127179||RECORDING EQUIPMENT|991|892|991|503648
127469||Dell Laptop Computer|784|0|784|503853
127006||HP 100 MOBILE PRINTER|280|224|280|503500
127002||POWER POINT PROJECTOR CORD|69|55|69|503500
127005||HP OFFICEJET 4500 AIO PRINTER|130|104|130|503500
127004||HP100 MOBILE PRINTER|280|224|280|503500
127003||HP OFFICEJET 100 MOBILE PRINTER|369|295|369|503500
127014||IPAD|817|654|817|503500
127013||IPAD|817|654|817|503500
127012||IPAD|817|654|817|503500
127011||HP PAVILION LAPTOP|2605|2084|2605|503500
127010||DYMO LABELWRITER |200|160|200|503500
127009||PHONE SYSTEM|236|202|236|503500
127008||HP LAPTOP |2101|1681|2101|503500
127007||DYMO LABELWRITER 450|100|80|100|503500
127262||2 PRINTERS AND 1 SHREDDER|883|0|883|503686
135155||2012 Chevrolet Malibu|20250|20250|20250|517821
135159||Shelves|386|386|386|517821
135158||Couch|636|636|636|517821
135157||File Cabinet|276|276|276|517821
135156||Laptop|1067|1067|1067|517821
142108||Computer Equipment|3031|3031|3031|528766
142110||General Office Equipment|457|457|457|528766
142109||Communications Equipment|369|369|369|528766
126516||Oppenheimer Investment Fund|3009|3009|3009|501365
135999||Purchase of Leasehold Improvements|4369|4369|4369|518756
136002||Purchase of Various Mutual Funds|220994|220994|220994|518756
136001||Purchase of Various Common Stocks|119716|119716|119716|518756
136000||Purchase of Furniture and Fixtures|14640|14640|14640|518756
132242||Computer Equipment|960|960|960|512059
141403||FILE CABINETS|216|216|216|522261
141406||APPLIANCE|484|484|484|522261
141405||COPIER|10216|10216|10216|522261
141404||COMPUTER|568|568|568|522261
130170||Laptop Computer|1626|1626|1626|505287
130177||Printer|46|46|46|505287
130176||Printer|79|79|79|505287
130175||Laptop Printer|214|214|214|505287
130174||Filing Cabinet|196|196|196|505287
130173||Power Supply Portable Printer|17|17|17|505287
130172||Portable Printer|110|110|110|505287
130171||Shelving Units|82|82|82|505287
134911||OFFICE FURNITURE AND EQUIPMENT|1820|1820|1820|517525
141026||Five B634 Power Spec Computers|2809|1334|2809|521755
130419||N/A|0|0|0|505389
171894||3 Office Chairs|315|315|315|601463
171896||Dell Inspiron N5050 laptop computer, mouse and cas|471|471|471|601463
171895||12 File Totes|257|257|257|601463
138121||Computers|2702|2162|2702|520280
138122||Furniture and equipment|267|227|267|520280
141994||Air Conditioner|3750|3214|3750|527200
134288||COMPUTERS|4134|4134|4134|516774
135428||Munivest Repayment of proceeds of Investment|60000|0|60000|518288
150193||Leasehold improvements|3726|3726|3726|547546
150194||Equipment|2958|2958|2958|547546
135722||COMPUTER & OFFICE EQUIPMENT|4970|3168|4970|518553
141385||1940 UNION STREET #3, OAKLAND, CA 94607|194252|194252|194252|522214
155596||TABLES|2526|2526|2526|560998
155597||COMPUTER SOFTWARE (DEPOSIT CONVERTED, PUT INTO SVC|46027|46027|46027|560998
133525||Computer|1437|1294|1437|515263
137482||COMPUTER|607|607|607|519960
137029||Furniture and Fixtures|2360|2360|2360|519608
137030||Improvements|132784|132784|132784|519608
140073||5 STAR LEASE - KONICA COPIER|1568||1568|521048
140074||COMPUTER/ELECTRONICS|1679||1679|521048
141308||dDELL LAPTOP OPTI 790|905|859|905|522096
141310||DELL PRINTER 5130 COLOR LASER PRINTER|1696|1611|1696|522096
141309||DELL LAPTOP OPTI 990|905|859|905|522096
142094||Computer Equipment|9694|9694|9694|528451
142096||Corporate Bonds|64726|64726|64726|528451
142095||Mutual Funds|441287|441287|441287|528451
131295||Building Improvements - California|24810|24810|24810|507753
131298||Computers |21588|21588|21588|507753
131297||Building Improvements - Quincy|69829|69829|69829|507753
131296||Building Improvements - Springfield|8700|8700|8700|507753
136711||MUTUAL FUND|4859963|4859963|4859963|519375
136715||BUILDING IMPROVEMENTS|2415072|2415072|2246528|519375
136714||FURNITURE & EQUIPMENT|788389|788389|783010|519375
136713||COMMON COLLECTIVE TRUST FUND|1502557|1502557|1502557|519375
136712||COMMON STOCK|1271443|1271443|1271443|519375
131611||NTEU Treasury|413021|413021|413021|508430
131618||Software|15656|15656|15656|508430
131617||Computer Equipment|86577|86577|86577|508430
131616||Furniture, Fixtures & Equipment|10819|10819|10819|508430
131615||NTEU Mutual Funds|7328|7328|7328|508430
131614||NTEU Equities|19503306|19503306|19503306|508430
131613||NTEU Trust Mutual Funds|2137547|2137547|2137547|508430
131612||NTEU Trust Equities|37279|37279|37279|508430
167975||Computer|650|650|650|592145
167976||Projector EX51|400|400|400|592145
132240||GENEVA CONFERENCE TABLE|995|945|995|512008
140716||AMERICAN BUSINESS EQUIPMENT/COPIER|6420|6420|6420|521423
140717||COMPUTER|1335|1335|1335|521423
132151||N/A|0|0|0|510931
132450||TOSHIBA ESTUDIO 2540 C COLOR COPIER/PRINTER/FAX|8140|8140|8140|512801
132454||INTUIT QUICKBOOKS SOFTWARE|497|497|497|512801
132453||HP TONER CARTRIDGES|244|244|244|512801
132452||WOOD PRINTER STAND|75|75|75|512801
132451||HP LASERJET COPIER/PRINTER|398|398|398|512801
134893||RS INVT TR FLOATING RATE FUND CLASS C|1800|1800|1800|517484
134895||COFFEE MAKER AND SMALL FRIDGE|200|200|200|517484
134894||LAP TOP COMPUTER|1265|1265|1265|517484
141995||none|0|0|0|527204
137935||VARIOUS STOCKS|5075|5075|5075|520208
137936||PRUDENTIAL MONEY MARKET|12000|12000|12000|520208
166124||Factory Express adding/counting machine|173|173|173|586366
140630||File Cabinet|349|296|349|521357
140631||Projector / Screen|504|462|504|521357
134222||none|0|0|0|516633
131188||DELL DESKTOP COMPUTER|1223|1162|1223|507441
131191||ALL-IN-ONE PRINTER|634|581|634|507441
131190||DELL LAPTOP|650|574|650|507441
131189||COMB-BIND MACHINE|522|516|522|507441
131187||DELL LAPTOP|1110|999|1110|507441
131186||IPAD II|872|770|872|507441
131185||IPAD II|871|769|871|507441
131184||DELL 480 LAPTOP|882|720|882|507441
131183||EPSON PROJECTOR|587|503|587|507441
140853||OFFICE EQUIPMENT|1756|1756|1756|521583
140961||BUILDING 2185 W MAGEE RD, TUCSON, AZ|659635|655397|659635|521677
140965||LAND|70000|70000|70000|521677
140964||WINDOW BLINDS|3961|3961|3961|521677
140963||COMPUTER NETWORK INSTALL|10120|9951|10120|521677
140962||ALARM SYSTEM|4696|4602|4696|521677
141444||N/A|0|0|0|522394
141453||N/A|0|0|0|522394
141452||N/A|0|0|0|522394
141451||N/A|0|0|0|522394
141450||N/A|0|0|0|522394
141449||N/A|0|0|0|522394
141448||N/A|0|0|0|522394
141447||N/A|0|0|0|522394
141446||N/A|0|0|0|522394
141445||N/A|0|0|0|522394
135490||LAPTOP FOR EVP|1450|1450|1450|518339
133241||EQUIPMENT - COMPUTERS|4457|4016|4457|514919
131124||COMPUTER EQUIPMENT|6717|6717|6717|507300
134223||UAW FLOOR MATS(LOCAL)|321|321|321|516635
134232||COMPUTER TOWER(IN-PLANT)|300|300|300|516635
134231||LASER PRINTER,USB CORD(LOCAL)|109|109|109|516635
134230||FLAGS AND POLES(LOCAL),3X5 UAW FLAG|549|549|549|516635
134229||STAPLER,SURGE PROTECTER(2),TAPE DISPENSER,FILE SYS|179|179|179|516635
134228||LAPTOP COMPUTER(BENEFITS)|848|848|848|516635
134227||3 WASTEBASKETS|22|22|22|516635
134226||LABEL MAKER|130|130|130|516635
134225||FLASH DRIVE(2)|27|27|27|516635
134224||FIREPROOF FILE CABINET(LOCAL)|1097|1097|1097|516635
128185||OFFICE  FIXTURES |411|371|411|504533
141166||OFFICE FURNITURE AND EQUIPMENT|2747|2355|2747|521884
141167||COMPUTER EQUIPMENT|16827|13462|16827|521884
132258||n/a|0|0|0|512191
140871||2012 Dodge pickup|34958|31462|34958|521615
140874||Computers|9458|8512|8512|521615
140873||Desk|2089|1940|1940|521615
140872||2012 Ford pickup|34421|30978|34421|521615
129229||SCANNER|503|503|503|505039
129238||LANDSCAPING|1923|1923|1923|505039
129237||ELECTRICAL UPGRADE|3728|3728|3728|505039
129236||BACK ROOM FLOOR AND STAIRS|4800|4800|4800|505039
129235||FENCE|6700|6700|6700|505039
129234||WOOD SHADE PURGULA|2889|2889|2889|505039
129233||SHELVING|4783|4783|4783|505039
129232||COPIER|5131|5131|5131|505039
129231||iPADS FOR BOARD|11022|11022|11022|505039
129230||iPHONES FOR BOARD|9714|9714|9714|505039
131494||OFFICE EQUIPMENT|663|663|663|508247
142026||VEHICLE|8211|8211|8211|527841
142027||OFFICE EQUIPMENT|5337|5337|5337|527841
136056||Equipment|643|643|643|518809
133503||Keystone Digi Computer|5012|5012|5012|515239
141224||Lateral files|594|594|594|521934
167517||COPIER|1704|1363|1704|590805
167512||COMPUTER|581|465|581|590805
167516||COPIER|1704|1363|1704|590805
167515||COMPUTER|746|597|746|590805
167514||COMPUTER|541|433|541|590805
167513||COMPUTER|653|522|653|590805
167518||CERTIFICATES OF DEPOSIT|8755|8755|8755|590805
132262||Lord abbett short duration income fund|21828|21828|21828|512254
127553||Office furniture and equipment|2728|2728|2728|504028
139347||RAYMOND JAMES MUTUAL FUNDS|11710|11710|11710|520737
139348||COMPUTER EQUIPMENT|8339|8339|8339|520737
131417||JABRA GN 9125 FLEX HEADSET|176|176|176|508079
131362||PURCHASE OF INVESTMENTS|1775831|1775831|1775831|508079
131374||DEVELOPMENT OF WEB APPS AND WEBSITE|15500|15500|15500|508079
131373||NEW PHONE SYSTEM - ERIE|4226|4226|4226|508079
131372||NEW PHONE SYSTEM - COVINGTON|412|412|412|508079
131371||NEW PHONE SYSTEM - CONSHOHOCKEN|4227|4227|4227|508079
131370||NEW PHONE SYSTEM - CANONSBURG|412|412|412|508079
131369||COMPUTER PURCHASES - DELL|280|280|280|508079
131368||JABRA GN 9125 FLEX MONO HEADSET|176|176|176|508079
131367||NEW PHONE SYSTEM - BETHLEHEM|4227|4227|4227|508079
131366||SECURITY SYSTEM - PITTSBURGH|6556|6556|6556|508079
131365||2 FALCON EL 1690 LATCH RETRACTION EXIT|2810|2810|2810|508079
131364||SECURITY SYSTEM - HARRISBURG|11451|11451|11451|508079
131363||HVAC SYSTEM |57048|57048|57048|508079
131375||ADOBE SYSTEMS |1010|1010|1010|508079
131416||DELL LATITUDE E6520|1254|1254|1254|508079
131415||DELL XPS 17|1850|1850|1850|508079
131414||NEW PHONE SYSTEM - UNIONTOWN|588|588|588|508079
131413||JABRA GN 9125 FLEX HEADSET|88|88|88|508079
131412||JABRA GB 9125 FLEX HEADSET|88|88|88|508079
131411||DESK & CHAIR|999|999|999|508079
131410||COMPUTER PURCHASES|282|282|282|508079
131409||NEW PHONE SYSTEM - PITTSBURGH|5810|5810|5810|508079
131408||2 DELL COMPUTERS, PRINTER & MINITOWER|4695|4695|4695|508079
131407||NEW PHONE SYSTEM - PHILADELPHIA|4477|4477|4477|508079
131406||COMPUTER PURCHASES|327|327|327|508079
131405||DESK & CHAIR|664|664|664|508079
131404||DELL MONITOR & PRINTER|534|534|534|508079
131403||ADOBE SYSTEMS - ORGANIZING|1010|1010|1010|508079
131402||SERTA EXEC CHAIR & L-SHAPED DESK & ASSEMBLY|230|230|230|508079
131401||NEW PHONE SYSTEM - ORGANIZING|7141|7141|7141|508079
131400||2 DELL 1210S PROJECTORS|829|829|829|508079
131399||COMPUTER ACCESSORIES|113|113|113|508079
131398||DELL MINITOWER, LASER PRINTER & MONITOR|1460|1460|1460|508079
131397||DELL OPTIPLEX 390 MINITOWER STANDARD PSU|1201|1201|1201|508079
131396||DELL OPTIPLEX 390 MINITOWER STANDARD PSU|1021|1021|1021|508079
131395||DELL LATITUDE E6520|1254|1254|1254|508079
131394||DELL 2350D LASER PRINTER & WIDESCREEN MONITOR|327|327|327|508079
131393||DELL LATITUDE E6320|1705|1705|1705|508079
131392||DELL BASE, NBK, CTO, VOS 3750|1571|1571|1571|508079
131391||NEW PHONE SYSTEM - JOHNSTOWN|5044|5044|5044|508079
131390||COMPUTER AND PRINTER|1973|1973|1973|508079
131389||OFFICE FURNITURE|1063|1063|1063|508079
131388||DELL OPTIPLEX 390 MINITOWER STANDARD PSU|3104|3104|3104|508079
131387||DELL PROFESSIONAL P2412H 24 SCREEN|713|713|713|508079
131386||DELL 2350D LASER PRINTER|504|504|504|508079
131385||COMPUTER AND MICROSOFT OFFICE WINDOWS|2233|2233|2233|508079
131384||DELL - PRINTER & DESKTOP COMPUTER|1711|1711|1711|508079
131383||NEW MEMBER TRACKING SOFTWARE|20899|20899|20899|508079
131382||DELL LATITUDE E6320 |1705|1705|1705|508079
131381||REFRIGERATOR|600|600|600|508079
131380||OFFICE CHAIRS|668|668|668|508079
131379||DELL LAPTOP|1376|1376|1376|508079
131378||DELL LASER PRINTER|168|168|168|508079
131377||IPADS|2382|2382|2382|508079
131376||NEW PHONE SYSTEM - HARRISBURG|8207|8207|8207|508079
131428||JABRA GN 9125 FLEX HEADSET|176|176|176|508079
131427||NEW PHONE SYSTEM - SCRANTON|5291|5291|5291|508079
131426||PATIO TABLE & CHAIRS|813|813|813|508079
131425||DELL PROFESSIONAL P2412H WIDESCREEN MONITOR|355|355|355|508079
131424||DELL LATITUDE E6520|1529|1529|1529|508079
131423||DELL 2350DN LASER PRINTER|194|194|194|508079
131422||JABRA GN 9125 FLEX  HEADSET|522|522|522|508079
131421||JABRA GN 9125 FLEX  HEADSET|176|176|176|508079
131420||JABRA GN 9125 FLEX  HEADSET|176|176|176|508079
131419||DELL LATITUDE E6520 |1254|1254|1254|508079
131418||DELL LATITUDE E6520 |1254|1254|1254|508079
133495||2 shredders|637|637|637|515230
127932||INVESTMENTS|85011|85011|85011|504319
127934||OFFICE EQUIPMENT|1035|1035|1035|504319
127933||AUTOMOBILES|38360|38360|38360|504319
131608||LAPTOP COMPUTER|1245|1245|1245|508364
129183||REINVESTED DIVIDENDS-VK EQUITY & INCOME FUND|1866|1866|1866|505020
129185||TELEPHONES|120|120|120|505020
129184||COMPUTER MONITOR|146|146|146|505020
134021||Computer Equipment & Office Furniture|33427|33427|33427|516323
134022||Building Improvement|25700|25700|25700|516323
133603||COMPUTER WEST PALM BEACH |630|630|630|515538
133604||4 COMPUTERS TAMPA PDC/LDC|2014|2014|2014|515538
127575||Investment portfolio at SEI|29897|29897|29897|504079
140715||EQUIPMENT - TWO COPY MACHINES|3757|3757|3757|521420
139376||Computers & Copier|6131|5020|6131|520751
136020||3 TASK CHAIRS AND MATS|534|534|534|518770
136013||TABLET DOCKING STATION|161|161|161|518770
136019||FIRE EXTINGUISHERS|306|306|306|518770
136018||DELL ALIENWARE COMPUTER |1259|1259|1259|518770
136017||2012 QUICKBOOKS SOFTWARE|186|186|186|518770
136016||WESTERN DIGITAL PORTABLE HARD DRIVE|80|80|80|518770
136015||HP WIRELESS ROUTER|77|77|77|518770
136014||ANTI VIRUS SOFTWARE|161|161|161|518770
136023||BROTHER INTELLIFAX |237|237|237|518770
136022||CELLPHONE|161|161|161|518770
136021||BANNER |258|258|258|518770
141178||LAP TOP COMPUTER|870|870|870|521898
126975||MIREF I|3375|3375|3375|503426
126979||COMPUTER EQUIPMENT|876|876|876|503426
126978||AUTOMOBILE|30651|30651|30651|503426
126977||NUVEEN LARGE-CAP VALUE R -SHARES|9357|9357|9357|503426
126976||DELAWARE FIXED INCOME POOLED TRUST|56923|56923|56923|503426
142184||GATE FOR BUILDING|2280|2280|2280|529734
142186||LAPTOP COMPUTER|784|784|784|529734
142185||2 DESKS|1332|1332|1332|529734
139665||PIMCO FUND|711|711|711|520885
142449||CFSI INVESTMENTS|116894|116894|116894|531549
141105||Furniture|1980|1980|1980|521843
140876||Office condo mortgage payments|||20811|521617
141133||COMPUTERS & EQUIPMENT|6273|6273|6273|521856
141135||INVESTMENTS|5408|5408|5408|521856
141134||FURNITURE|2750|2750|2750|521856
140846||Secretary Chair|775|775|775|521567
131290||FAX MACHINE|2025|2025|2025|507676
131291||NET EARNINGS REINVESTED|2078|2078|2078|507676
140472||LEASED COPIER|47940|47940|8789|521218
140473||OLD COPIER BUYOUT|2395|2395|2395|521218
137216||Desktop computer|893|893|893|519770
137222||Telephone system|599|599|599|519770
137221||Desktop computer|725|725|725|519770
137220||Desktop computer|725|725|725|519770
137219||Desktop computer|1434|1434|1434|519770
137218||File cabinet|536|536|536|519770
