OID|DESCRIPTION|BOOK_VALUE|RPT_ID
47984|Payroll taxes overpaid|34|517477
47720|Payroll taxes|5072|516772
47973|DUE FROM REALTY CORP.|104279|517361
50226|N/A|0|521022
48362|HOA-deposit for bldg @ 1010 S Joliet St Aurora, CO|1535|518460
51027|Workers' Compensation Deposit|246|522664
51028|Rent Deposit|2000|522664
49241|None|0|520028
49409|N/A|0|520197
47270|Utility Deposit|150|514670
47273|19 Watches valued at $1,520|1520|514670
47272|5 Bibles valued at $388|388|514670
47271|42 T-Shirts valued at $550|550|514670
51516|49 Watches|1990|531585
51519|4 Convention T-Shirts|117|531585
51518|29 T-Shirts|290|531585
51517|23 Aprons|253|531585
51125|REAL ESTATE TAX ESCROW|50510|524413
48042|STOCK IN BUILDING CORPORATION|361106|517641
51551|Texas State Auxiliary Organization|3055|532149
51238|FEDERAL WITHHOLDING|2085|527799
46834|N/A|0|508708
46448|Prepaid Expenses|4803|506343
45572|POSTAGE|156|504876
45102|Prepaid Payroll Taxes|3215|503853
45022|NONE|0|503500
45250|WEBSITE|1170|504249
44816|Inventory: Jackets, Shirts & Pins|4918|501365
48541|Prepaid Insurance - Various|18139|518756
50894|DEPOSITS|1000|522261
47993|NONE|0|517525
50631|Refundable deposit|1315|521755
50632|Overpaid payroll tax|425|521755
46378|N/A|0|505389
62984|None|0|601463
49480|SECURITY DEPOSIT|4200|520280
61315|PREPAID EXPENSES|2815|590970
61316|DEFERRED EXPENSES|69172|590970
51214|Loan Fees - Net of Amortization|6281|527200
47044|SECURITY DEPOSIT|3500|512813
48566|PREPAID INSURANCE AND OTHER ASSETS|3981|518836
54270|Prepaid expenses|1258|547546
54271|Income tax receivable|67784|547546
48398|PREPAID RENT|4878|518553
48400|INVENTORY|809|518553
48399|SECURITY DEPOSIT|3229|518553
50874|SECURITY DEPOSIT ON LEASE|3084|522214
56493|OVERPAID WITHHOLDING TAXES (REFUND DUE)|89|560998
56494|PREPAID INSURANCE|5847|560998
49201|NONE|0|519960
50704|Miscellaneous Receivables|15|521877
50705|Deposits|530|521877
63326|RENT DEPOSIT|1950|604596
50591|Employee A/R|492|521692
50593|Credit balance in Payroll Taxes Payable|143|521692
50592|Supplies Inventory|1000|521692
46635|Utility Security Deposit|1731|507753
48855|PREPAID INSURANCE|83392|519375
48865|DUE FROM AFFILIATES|20305|519375
48864|INVENTORY OF SUPPLIES|215537|519375
48863|SECURITY DEPOSIT PAID|74684|519375
48862|PREPAID TAXES|53005|519375
48861|PREPAID LICENSES & SOFTWARE|32811|519375
48860|PREPAID COUNCIL REBATES|97468|519375
48859|PREPAID DISTRICT RENT|51088|519375
48858|PREPAID SERVICES & SUPPORT|71839|519375
48857|PREPAID SUBSCRIPTIONS|89074|519375
48856|PREPAID RENTAL COMMISSION FEE|34979|519375
46746|Inventory|60483|508430
46749|Deposits|84112|508430
46748|Insurance Annuity Investment|927456|508430
46747|Prepaid Expenses & Others|239241|508430
51275|PREPAID POSTAGE|1191|528555
51274|PREPAID INSURANCE|1599|528555
48663|PREPAID EXPENSES|5462|519056
47474|DUES RECEIVABLE|115227|515811
50469|N/A|0|521423
51225|none|0|527504
53180|Prepaid Dental expenses|7793|542702
52575|Laptop|650|536833
47693|none|0|516633
50535|PREPAID DENTAL INSURANCE|23740|521583
50588|Prepaid expenses|16100|521677
50589|Inventory|11317|521677
47950|Payroll Tax Deposits|11334|517304
47309|PREPAID EXPENSES  - DEPOSIT FOR SUMMER PICNIC|1000|514919
51252|Refrigerator|80|528109
51253|Shredder|20|528109
46534|PREPAID EXPENSES|2317|507300
50760|N/A|0|521989
47694|115 SHIRTS @ $7.45)|857|516635
47695|13 BIBLES @ $ 33.69)|438|516635
46988|Dental Insurance Premiums|2427|512191
50548|Prepaid Expenses|21451|521615
50549|Security Deposit|3425|521615
45840|INVESTMENT IN FISE BUILDING & MANAGEMENT GROUP, LL|200000|505039
45841|DEPOSITS|2127|505039
46695|OFFICE LEASE SECURITY DEPOSIT|2800|508247
51303|PREPAID EXPENSES|19488|529087
48558|Rent Security Deposit|17817|518809
47382|Liquor License|8770|515239
45361|PARTNERSHIP OF VARIOUS LABOR ORG LAND AQUISITION|79562|504545
51552|Accrued Interest - Investments|6517|532161
61288|FEDERAL INCOME TAX REFUND RECEIVABLE|6800|590805
61289|PREPAID EXPENSE|9201|590805
46992|Overpayment payroll and withholding taxes|107|512254
50844|TSp an Insurance deducted from check for national|1857|522151
49995|RENT DEPOSIT|6300|520737
49996|WORKERS COMP DEPOSIT|466|520737
47605|Prepaid Expenses|1687|516323
47607|Miscellaneous Deposits|1849|516323
47606|Workers' Compensation Deposit|11390|516323
51276|Deposits|350|528585
51277|Employee advances|500|528585
47425|SECURITY DEPOSITS|1948|515538
47427|PREPAID STATE INCOME TAXES|5780|515538
47426|PREPAID FEDERAL INCOME TAXES|30567|515538
45155|Security deposit|4990|504079
45156|Loan fees, net of amorization|4042|504079
44911|Amounts due from SAL Realty|14008|502613
49992|TAXES AND INSURANCE ESCROW|3115|520733
48548|INVENTORY |1008|518770
50712|PREPAID EXPENSE FOR INSURANCE AND RENT|2971|521898
45008|ADVANCE TO EXECUTIVE DIRECTOR|500|503426
51361|PREPAID TAXES AND EXPENSES|11951|529734
50109|SECURITY DEPOSIT|1200|520885
51508|NONE|0|531549
50685|Payroll advances|826|521843
48354|PREPAID EXPENSES|3384|518431
50552|Prepaid Insurance|20006|521617
50554|Lease acquisition cost, net of amortization|4825|521617
50553|Loan origination fees, net of amortization|9394|521617
51852|MEMBER DUES RECEIVABLE WITHHELD FROM DECEMBER P/R|10600|534606
46631|UTILITY DEPOSITS|100|507676
46633|SUPPLIES INVENTORY|11621|507676
46632|PREPAID POSTAGE|160|507676
50361|DEBT ISSUE COSTS|1400|521218
50832|PARTIAL INTEREST IN RENTAL PROPERTY|37945|522124
50833|PREPAID EXPENSE|1500|522124
44669|PREPAID EXPENSES - LEASING COMMISSIONS|134607|498976
44672|INTEREST RECEIVABLE|27109|498976
44671|SECURITY DEPOSIT|2000|498976
44670|PREPAID EXPENSES - INSURANCE & OTHER|18590|498976
45626|Accrued Income Receivable|15900|504916
45631|Other Receivables|1003|504916
45630|Security Deposits|91366|504916
45629|Prepaid Expenses|49226|504916
45628|Due From Related Entities|353431|504916
45627|Rebates Receivable|149599|504916
47192|REFUNDABLE DEPOSIT|1735|514081
48537|PREPAID EXPENSES|19563|518747
47867|Bibles|1110|517024
47869|Caps|467|517024
47868|Tee-Shirts|223|517024
48167|OVERPAYMENT STAND UP! CHICAGO|8333|518107
46545|Due from NACST|18892|507318
46546|Tickets|1096|507318
46377|PREPAID EXPENSES|2938|505383
46368|EMPLOYEE ADVANCE|7000|505368
52896|Deposit, Workers Compensation Insurance|10004|538596
52901|Safeway Gift Cards|14060|538596
52900|Interfund Receivables|3344230|538596
52899|Other Receivables|100863|538596
52898|Prepaid Expense|8788|538596
52897|Security Deposits|12475|538596
47156|BULK MAIL ACCOUNT|566|513768
47157|COMFORT FOR THE DAY BOOKS|300|513768
71716|PREPAID EXPENSES|42326|631134
71717|DEPOSITS|6750|631134
50009|Employees Deferred Compensation Plan|37428|520754
50010|Compensation Reimbursement for Martha Reyes |41221|520754
44551|LIPA|500|497389
51112|Prepaid expenses|2328|524330
50654|Prepaid Expenses|24682|521804
49090|CEMETERY LOTS|4400|519744
49091|BUILDING LEASE DEPOSIT|2900|519744
51234|Computer|812|527685
51236|Projector|430|527685
51235|Printer|200|527685
50445|Security Deposit|2100|521401
46917|N/A|0|510354
49181|Prepaid Expenses|16269|519904
50487|Lease deposit|12775|521489
50488|Workers' compensation deposit|5546|521489
44991|Loan Closing Costs|19878|503314
44993|Electrical Expansion In-Progress Costs|41543|503314
44992|Fume Extraction System In-Progress Costs|63887|503314
51116|Due from Affiliate|20008|524351
51117|Prepaid Expenses|16616|524351
50803|COMPUTER|525|522064
50804|ACCUMULATED DEPRECIATION|-500|522064
50937|Security Deposit|1200|522396
50855|SECURITY DEPOSITS|450|522185
48172|PREPAID EXPENSES|1167|518117
48174|REIMBURSEMENT FROM MAIL HANDERS BENEFIT PLAN|12013|518117
48173|REFUNDABLE DEPOSIT|1300|518117
49067|Security Deposit|3511|519725
46156|Security Deposit|6257|505257
44840|PREPAID BENEFITS|37171|501698
47320|Shirts for Womens Committee (47)|470|514940
47317|Postage on Meter|148|514940
47319|Watches for Service and Recognition Awards (76)|2888|514940
47318|Bibles left from 2012 (40)|1200|514940
47321|Shirts for Veterans Committee (21)|210|514940
44664|Lease Deposits|500|498889
49349|Cash held as trustee|30607|520130
49351|Prepaid expenses|18513|520130
49350|Accrued interest|1361|520130
46523|Rent security deposit|3932|507258
48063|FMV of Building Equity Fund|147254|517699
46989|Furniture and equiptment|670|512208
48032|MORTGAGE ESCROW|7581|517617
52542|PREPAID INSURANCE|1503|536627
47016|ACCRUED INTEREST|637|512611
47017|PAYROLL TAXES WITHHELD AND ACCRUED|4308|512611
47750|PREPAID EXPENSE|175750|516851
47752|ACCRUED INTEREST RECEIVABLE|25743|516851
47751|DEPOSITS|16212|516851
48956|DEPOSIT - WORKERS COMPENSATION|753|519495
49062|Deferred Expenses|17380|519708
47696|N/A|0|516636
51612|Prepaid expenses|2392|532571
50388|ACCRUED INTEREST RECEIVABLE|188132|521255
50391|DEPOSITS & PREPAIDS|96846|521255
50390|PREPAID COMPUTER EXPENSE|7637|521255
50389|PREPAID INSURANCE|60464|521255
47683|DUES RECEIVABLE|80907|516587
47684|PREPAID EXPENSES|6092|516587
50938|SDG&E (UTILITY) - SECURITY DEPOSIT|193|522402
44794|DEPOSITS|9171|501154
48576|BUILDING LEASE DEPOSIT|51593|518867
48577|PREPAID EXPENSES|101112|518867
45402|Security Deposit|6000|504636
45404|Solidarity Account|193886|504636
45403|Prepaid Expenses|4459|504636
45196|NONE|0|504153
48599|Deposits - Security, Meetings & Utilities|22837|518976
48601|Unamortized Origination Fees|2030|518976
48600|Prepaid Insurance|43139|518976
47627|VETS. STORE INVENTORY FOR RESALE TO VETS FUND|23980|516388
47628|UAW LOCAL UNION INVENTORY|31968|516388
50906|Lease agreement deposit|900|522291
44996|Security Deposits|4308|503350
44997|Clearing account|598|503350
48545|Inventory held for resale|1919|518764
47643|PREPAID INSURANCE|6493|516415
46181|Prepaid expenses|3016|505270
46182|Intangible assets, net|4873|505270
46558|DEFERRED COMPENSATION RETIREMENT|225088|507432
46559|POSTRETIREMENT HEALTHCARE BENEFITS|2511506|507432
50273|EMPLOYEE ADVANCES |68571|521099
50275|RESERVE FOR WAR FUND|96318|521099
50274|PREPAID DEPOSITS|141514|521099
48432|Security Deposit - Warren Office|2000|518585
48434|Prepaid Expenses|133674|518585
48433|Travel & Expense Advances|1745|518585
48439|226 T-shirts |3390|518604
48443|9 Bibles|315|518604
48442|30 Cups|60|518604
48441|17 Watches|748|518604
48440|9 American flags|180|518604
46646|Prepaid Expenses|23499|507952
46570|Art- Commissioned wallhanging|5093|507469
46573|Other prepaid expenses|21835|507469
46572|Prepaid insurance|6458|507469
46571|Prepaid real and personal property taxes|3854|507469
51278|Shirts|270|528595
51280|Sunshades|892|528595
51279|Bibles|1560|528595
44806|NONE|0|501312
46564|Deferred compensation|518131|507456
46569|Affiliated receivables|588430|507456
46568|Interest/Other|55063|507456
46567|Inventory|167805|507456
46566|Deposits|48349|507456
46565|Other prepaid|480835|507456
50606|SECURITY DEPOSIT|3300|521725
50607|PREPAID EXPENSES|56|521725
45107|PREPAID EXPENSE|483264|503861
45108|SECURITY DEPOSIT|69550|503861
47680|PREPAID EXPENSES|14415|516582
47681|DEPOSITS|1455|516582
52935|Prepaid expenses|14382|538796
46531|Deferred Compensation|1350079|507297
46533|Security Deposits|6323|507297
46532|Prepaid Expenses|489122|507297
50973|RENTAL DEPOSITS|71657|522537
50975|PENSION BENEFITS ASSETS|15400830|522537
50974|PREPAID EXPENSES|2607|522537
47417|Hats|367|515409
47419|Bibles|571|515409
47418|T-shirts|1207|515409
48818|Prepaid expenses|95658|519329
47048|Telephones|239|512865
47053|battery back up|181|512865
47052|computers network  hardware|1041|512865
47051|2 laptops|1400|512865
47050|vaccuum cleaner|270|512865
47049|Fold up chairs|1846|512865
50659|Rent deposit|8294|521808
50660|Prepaid Insurance|1214|521808
51706|Travel advance|285|533537
51710|Deposits|31670|533537
51709|Loan costs, net of accumulated amortization|2277|533537
51708|Prepaid rent|17569|533537
51707|Prepaid insurance|16737|533537
47727|PREPAID & OTHER CURRENT ASSETS|353|516792
45309|Deposits|1000|504367
44819|PREPAID EXPENSES|71751|501420
44820|SECURITY DEPOSIT|12465|501420
45311|Prepaid Expenses|2100|504371
45312|Security Deposits|13506|504371
51948|BIBLES|300|534851
51084|Inventory of Publication|3351|523613
51088|Security Deposits - Rent|20290|523613
51087|Due from Foundation|6650|523613
51086|Prepaid Insurance|532|523613
51085|Travel Advances|7024|523613
46562|Deposits|31735|507447
46563|Promotional inventory|22216|507447
47506|Security Deposit|1200|515950
51072|Prepaid Expense|6326|523434
51073|Operating Engineers Local 800 Vacation Fund|17891|523434
46713|Security Deposit|3420|508291
46715|Accrued Investment Income|518|508291
46714|Prepaid Expenses|1777|508291
46660|LEASE SECURITY DEPOSIT|2930|508023
45319|LETTER OF CREDIT|30885|504417
45320|UTILITY DEPOSITS|5408|504417
46734|MISCELLANEOUS RECEIVABLES|50742|508352
46735|PREPAID EXPENSES|29515|508352
50733|PREPAID DSHS SOFTWARE DEVELOPMENT COSTS|959319|521935
50734|PREPAID EMPLOYEE BENEFITS|7099|521935
46550|Prepaid Insurance|41937|507360
46554|Merchandise Inventory|24786|507360
46553|Deposits|3380|507360
46552|Travel Advances|13632|507360
46551|Prepaid Operating Expenses|158322|507360
46795|CLOTHING AND APPAREL ITEMS|1186|508641
45140|Equity in Building Association|40595|504001
45141|Prepaid Insurance|4133|504001
50112|T-SHIRS AUTO WORKERS SHIRTS|11956|520888
50115|WARREN RURAL ELECTRIC COOP-ELECTRIC DEPOSIT|300|520888
50114|WARREN COUNTY WATER DEPOSIT|550|520888
50113|BIBLES|213|520888
45186|NONE|0|504140
48355|SHARED EXPENSE RECEIVABLE LOCAL 35|11709|518434
48357|PAYROLL TAX RECEIVABLE|973|518434
48356|SHARED EXPENSE RECEIVABLE LOCAL 217|10703|518434
46521|Security Deposit|6395|507179
48047|SECURITY DEPOSITS|1906|517679
48048|VENDOR CREDITS|1263|517679
44697|NONE|0|499189
51271|Due from affiliated labor organizations|24357|528489
51273|Other receivables|10043|528489
51272|Prepaid expense|45932|528489
47500|Rent security deposits|7940|515916
47501|Utility security deposits|576|515916
50563|Deposit|3350|521628
50564|Payroll taxes receivable|1664|521628
49339|Prepaid Expenses|60505|520118
49341|Deposits|1925|520118
49340|Common Stock|43|520118
45377|EMPLOYEE ADVANCE|1109|504578
45379|PREPAID EXPENSES|21953|504578
45378|LEASE DEPOSIT|5803|504578
47976|RENTAL SECURITY DEPOSIT|1600|517376
48064|PREPAID RENT|47064|517710
48066|SECURITY DEPOSIT|47000|517710
48065|DEPOSIT - FURNITURE FOR NEW OFFICE SPACE|81036|517710
45270|Funds in escrow|5361|504294
48979|INVENTORY|1724|519538
45120|PREPAID EXPENSES|1950|503919
45121|DEPOSITS|1950|503919
47623|PREPAID INSURANCE|12876|516377
47625|SECURITY DEPOSITS|2700|516377
47624|PREPAID EXPENSES|8806|516377
47291|SHIRTS, HATS,|2404|514867
47293|ELECTRIC UTILITY DEPOSIT|1000|514867
47292|BIBLES|320|514867
47598|ANNUITY CONTRACTS|320687|516274
48404|NONE|0|518559
48317|Prepaid rent|900|518354
48320|990T income tax deposits|6454|518354
48319|Utility deposit|1000|518354
48318|Prepaid payroll ACH draft|867|518354
47399|25 yr. service rings|1634|515294
47394|Protestant Bibles KJV|390|515294
47398|Quran Bibles|126|515294
47397|Catholic Spanish Bibles|504|515294
47396|African American Bibles|714|515294
47395|Catholic Bibles|588|515294
47401|Nikon 35 mm camera|138|515294
47400|Ethernet Switch|140|515294
50695|Gift Certificate|500|521867
46668|Prepaid life insurance|3398|508140
46671|Other prepaid expense|2000|508140
46670|Prepaid insurane expense|621|508140
46669|Prepaid auditory fees|4000|508140
46679|PREPAID TAXES|9445|508170
46680|PREPAID INSURANCE|6393|508170
50932|Due from FDIC|2121|522362
48350|50 t-shirts|500|518396
46768|LEASE DEPOSIT|7933|508529
49395|BIBLES FOR DECEASED MEMBERS|261|520181
45348|MERCHANDISE INVENTORY AT 6/30/12.|543|504515
46777|Prepaid Expenses|707909|508540
46781|Security Deposits|8897|508540
46780|Prepaid CSE Political Action Fund Contribution|284359|508540
46779|Prepaid to Affiliates|99628|508540
46778|Prepaid Annual Delegates Meetings Oct 2012|108719|508540
45240|NONE|0|504234
45878|LEASE DEPOSITS|11272|505069
45880|TRAVEL ADVANCES|2200|505069
45879|PREPAID EXPENSES|2256|505069
44733|PREPAID EXPENSES|15223|499275
44734|BACKUP WITHHOLDING |543|499275
50808|RENT DEPOSIT|3355|522100
47821|Bibles|440|516955
47825|Misc. Items|1421|516955
47824|Rings|721|516955
47823|Watches|4947|516955
47822|Shirts, Hats, & Jackets|5659|516955
45366|ADVANCES TO SE AREA JOINT APPRENTICESHIP COMMITTEE|1727|504549
45368|INVENTORY -- SHIRTS|847|504549
45367|ADVANCES TO M.O.S.T. TRAINING ACTIVITIES|2100|504549
51208|EMPLOYEE ADVANCES AND PREPAID EXPENSES|33896|526972
51209|LAND CONTRACT RECEIVABLE|16957|526972
48341|DEPOSITS|170|518378
45433|None|0|504693
48416|NONE|0|518567
47982|Accrued Investment Income|3750|517470
47983|Other Receivables|46569|517470
46666|T-SHIRTS AND PROMOTIONAL ITEMS|4655|508116
45464|Accrued Interest Receivable|462|504723
45465|Prepaid Expenses|1592|504723
48553|PROMOTIONAL ITEMS--SEE ATTACHED LIST|41306|518787
46620|INVENTORY|410|507587
45148|NONE|0|504049
50981|DOG TAGS|94|522545
50982|BIBLES|286|522545
46902|NONE|0|509953
48289|none|0|518321
48298|none|0|518321
48297|none|0|518321
48296|none|0|518321
48295|none|0|518321
48294| none|0|518321
48293| none|0|518321
48292| none|0|518321
48291| none|0|518321
48290|none|0|518321
48383|INVENTORY SPONSORSHIP|13007|518504
46577|Prepaid Insurance|4564|507494
46578|Security Deposit - Office Rent|4059|507494
51306|Rent Security|713|529208
46343|Due from PMCA|893|505353
46344|Due from JATC|12258|505353
45306|Deposits|950|504362
46719|PROMOTIONAL INVENTORY|55613|508306
46720|REIMBURSEMENTS RECEIVABLE|38740|508306
49366|Reg Hats  70 x $10|700|520160
49376|Sweatshirts 143 x $37.75|5398|520160
49375|Mugs|200|520160
49374|Lapel Pins 212 @ 1.00|212|520160
49373|20th Annversary CD's 585 @ 2.00|1170|520160
49372|Grueninger Travel|3000|520160
49371|Resale Bar Items|500|520160
49370|Keg Deposit|350|520160
49369|Youth Shirt  30 x $10|300|520160
49368|Adult Shirt  672 x $15|10080|520160
49367|Beanie Hats  122 x 10|1220|520160
48444|Security Deposit|1800|518609
50891|ILA Local 2038 Welfare Fund Bank Account|16020|522256
50889|ILA Local 2038 Pension Fund Bank Account|44792|522256
50890|ILA Local 2038 Vacation Fund Bank Account|3039|522256
50892|ILA LOCAL 2038 Health and Welfare Fund Bank Accoun|23903|522256
47897|Prepaid Expenses|9783|517177
47898|Security Deposits|2400|517177
44817|Prepaid Expenses|51081|501366
44470|Pension Fund|138043|495956
44471|Deposits|24059|495956
46879|Workers Compensation Deposit|93|509419
46880|Payroll Tax Receivable|8857|509419
45084|GUARANTY DEPOSITS|3073|503805
45085|OTHERS|23977|503805
52619|DEPOSITS|14700|537237
52621|EXCHANGES|542318|537237
52620|PREPAID EXPENSES|120869|537237
49151|Prepaid Expenses|29418|519870
46790|PREPAID PAYROLL TAXES|30705|508608
47122|Interest Receivable|270|513523
47123|Security Deposits|973|513523
47832|Prepaid Expenses|3411|516971
50518|DEPOSIT - WORKERS' COMP.|1065|521519
50611|DUE FROM AFFILIATED TRUST FUNDS|61994|521739
48187|ACCRUED INVESTMENT INCOME|5223|518173
48188|INVESTMENT MARKET VALUE ADJUSTMENT|9416|518173
51093|WORKERS' COMPENSATION DEPOSIT|647|523835
51416|UTILITY DEPOSIT|300|530282
45287|PROMOTIONAL MERCHANDISE ON HAND|10631|504328
45384|PROMOTIONAL GOODS ON HAND|6916|504589
51284|Other Assets|4507|528883
45205|PROMOTIONAL MERCHANDISES ON HAND|4399|504177
44936|DEFERRED COMPENSATION PLAN|122709|502706
44937|MERCHANDISE INVENTORY|14602|502706
45560|PROMOTIONAL GOODS ON HAND|23932|504838
51281|Stamps on hand|12000|528713
51282|Security deposit|125|528713
50189|n/a|0|520967
50773|NONE|0|522016
46555|Prepaid Expenses|9300|507404
44756|Prepaid Expenses|174739|499364
44759|Post Retirement Liability due from Memb Ben|836668|499364
44758|Event Deposits|36869|499364
44757|Security Deposits|70753|499364
48971|Union Label Merchandice|11556|519524
45372|Inventory for resale|4733|504558
45393|ADVANCE ON BEHALF OF  JAC|60340|504616
45396|ACCRUED INTEREST|300|504616
45395|INVENTORY|2975|504616
45394|PREPAID INSURANCE|3724|504616
46844|PREPAID INSURANCE|33074|508809
46852|AAA INSURANCE |400|508809
46851|COBRA HEALTH INSURANCE|9084|508809
46850|PREPAID OVERHEAD SERVICES|6143|508809
46849|FAIR SHARE|9616|508809
46848|STAFF FLEX|25076|508809
46847|BENEFITS|80065|508809
46846|LOCAL CENTRAL LEDGER|618074|508809
46845|OPAC|51789|508809
50525|Deposits|1598|521545
45103|INVENTORY OF T-SHIRTS (ESTIMATED)|740|503855
45105|PURPOSES ONLY.  IT WAS NOT SUBJECTED TO AUDIT.)|0|503855
45104|(THE INFORMATION ON THIS PAGE IS FOR DISCLOSURE|0|503855
45231|INVENTORY OF T-SHIRTS (ESTIMATED)|2396|504216
45233|PURPOSES ONLY.  IT WAS SUBJECTED TO AUDIT.)|0|504216
45232|(THE INFORMATION ON THIS PAGE IS FOR DISCLOSURE|0|504216
45375|INVENTORY SHIRTS JACKETS HATS (EST & NOT AUDITED)|6954|504568
48913|Utility Deposit (Water)|50|519434
48917|Recognition Watches Retirees (22@$70 each)|1540|519434
48916|Bibles (127@$30 each)|3810|519434
48915|Utility Deposit Banquet Hall (Electric)|5000|519434
48914|Utility Deposit Gym (Electric)|1400|519434
46951|Security Deposit, Maxxum, 300 S 1st Suite 325|2196|510902
48565|2013 IA STAMPS |105654|518829
46756|PREPAID RENT|1200|508482
46759|SECURITY DEPOSIT|1950|508482
46758|PREPAID EXPENSES|33360|508482
46757|PREPAID INSURANCE|8120|508482
47794|30 bibles|960|516918
47795|23 T-Shirts|207|516918
50724|Prepaid Rent|142906|521918
47499|Prepaid Insurance|877|515884
45271|PROMOTIONAL MERCHANDISE ON HAND|4334|504300
50690|RENTAL DEPOSIT|3200|521849
47193|NONE|0|514114
53115|Due from BJV Memorial Scholarship Fund|19753|542165
53117|Investment in Plumbers & Steamfitters Prot. Assoc.|1990699|542165
53116|Due from Plumbers & Steamfitters Protective Assoc.|444227|542165
47886|SECURITY DEPOSIT|2400|517091
47461|Prepaid Expenses|2008|515764
50852|PREPAID RENT ON ACCOUNT|1450|522173
50457|Prepaid Expenses|3459|521408
50459|Intangible Assets|23620|521408
50458|Prepaid Expenses|3674|521408
47459|PREPAID PAYROLL WITHHOLDINGS|7499|515747
47097|Dues receivable|64437|513193
47098|Prepaid insurance|405|513193
47312|UAW 2317 SHIRTS|2390|514933
47313|UAW 2317 HATS|1000|514933
45803|PREPAID REAL ESTATE TAX|70219|504995
45805|PREPAID MAINTENANCE CONTRACT|5967|504995
45804|PREPAID INSURANCE|5802|504995
54022|Deposit with The Butler Firm PLLC for new building|25000|546784
44813|Prepaid Expenses|6211|501335
48494|Deposits|931|518661
48495|Prepaid rent|1605|518661
51648|RENT DEPOSIT|100|533115
50486|PREPAIDS|85851|521488
48437|PREPAID EXPENSES|6662|518596
48438|DUE FROM OTHER FUNDS|2018|518596
45547|RENT DEPOSITS|1978|504824
49025|Due from Finishing Trades of SNE|20237|519653
49027|Security deposit|1266|519653
49026|Due from Local 1122|26489|519653
47458|NONE|0|515746
46878|Inventory|2915|509356
44777|Inventory|2915|500785
50587|Prepaid Expenses|34813|521673
46914|PREPAID EXPENSES|33585|510301
46915|SECURITY DEPOSITS|6200|510301
47547|1 tote bag|15|516124
47546|4 Hats|40|516124
47543|21 T-shirts|305|516124
47542|40 Bibles|1400|516124
47545|2 Fleece Jackets|70|516124
47544|7 Sweatshirts|245|516124
49185|Prepaid Insurance|624|519916
44905|Security Deposit|4400|502587
49249|PREPAID PAYROLL WITHHOLDING|265|520045
49250|SECURITY DEPOSIT|6823|520045
48533|Employee Expense Advance|5600|518737
48536|Utility Deposits|300|518737
48535|Prepaid Insurance|6213|518737
48534|Accrued Interest|65|518737
46180|INVENTORY OF APPAREL (ESTIMATED AND NOT AUDITED)|33905|505269
