OID|DESCRIPTION|BOOK_VALUE|RPT_ID
19431|Hats, Jackets, Emblems, etc.|978|366602
19433|Advanced Funds|167|366602
19432|2007 Dues collected in 2008|33034|366602
23763|THRIFT SAVINGS PLAN|3|383259
26127|Interest Receivable|5863|393495
26129|Prepaid Expenses|2500|393495
26128|Prepaid Insurance|2816|393495
21021|Rent receivable|4167|371105
21022|Payroll tax refund receivable|10|371105
26628|LEHMAN SCHOLARSHIP|750|401288
26630|EMPLOYEE ADVANCE|518|401288
26629|ACADEMIC EXCELLANCE ACCT|5000|401288
21777|BULK MAIL ACCOUNT|806|376555
21778|COMFORT OF THE DAY BOOKS|960|376555
23413|DEPOSITS|13262|382279
23868|Employees Deferred Compensation Plan|112958|383403
21113|LIPA deposit|500|371576
22850|Prepaid Expenses|31319|380950
23660|Security Deposit - Lease|2457|382875
23795|Lease deposit|10350|383304
23797|Refundable payroll taxes|653|383304
23796|Worker compensation deposit|12353|383304
19724|Loan Closing Costs on $300,000. Mortgge Refinance|11707|368047
25995|Due From Affiliate|7319|391047
25998|Bond Premium|72945|391047
25997|Defered Compensation Plan Assets|1416019|391047
25996|Prepaid Expenses|20927|391047
25489|UTILITY DEPOSIT|3800|385376
25491|ESCROW|1036|385376
25490|NET INTANGIBLE ASSETS|13488|385376
24167|Rental security deposit|1200|383849
24680|SECURITY DEPOSITS|9991|384467
22982|RENT DEPOSIT|778|381275
22984|PREPAID EXPENSES|2616|381275
22983|STATE COMP DEPOSIT|805|381275
25450|SECURITY DEPOSIT|2861|385350
25452|RECEIVABLE FROM SEIU MPO PROGRAM|61070|385350
25451|RECEIVABLE FROM SEIU CHILDCARE|18320|385350
22840|SECURITY DEPOSIT|1382|380890
19353|Excrow Account - Doral Mortgage Corp.|14310|366345
21032|Escrow|8472|371143
21035|Exchange|6685|371143
21034|Mrtgage Cost (net)|1254|371143
21033|Security Deposit|5551|371143
19576|PREPAID BENEFITS|44596|367759
26020|POSTAGE LEFT ON METER|40|391374
26023|WATCHES FOR SERVICE AND RECOGNITION AWARDS - (104)|3676|391374
26022|BIBLES LEFT FROM 2008 (152)|4762|391374
26021|SHIRTS FOR VETERANS COMMITTEE (136)|1088|391374
19021|Lease deposits|968|363073
24312|Cash held as trustee|8799|383978
24314|Prepaid expenses|23993|383978
24313|Accrued interest|10651|383978
21213|Rent Security Deposit|3465|372404
22020|FMV of Building Equity Fund|147254|378051
24256|MORTGAGE ESCROW|6635|383914
28935|SECURITY DEPOSIT|700|413610
22268|ACCRUED INTEREST|7265|379000
22486|PREPAID EXPENSE|100953|379760
22487|DEPOSITS|7465|379760
23626|DEPOSIT - WORKERS COMPENSATION|753|382816
24304|Prepaid National Dues|35|383973
22874|OFFICE LEASE DEPOSIT|2270|380977
21080|Prepaid Expenses|3072|371354
23703|Deposits & Prepaids|126095|382949
23704|Accrued Interest|152291|382949
25973|PREPAID INSURANCE|1180|390678
25974|PREPAID EXPENSE|5000|390678
25980|SDG&E (UTILITY) - SECURITY DEPOSIT|665|390767
25192|DEPOSIT ON LEASE|11909|384959
25194|OTHER ASSET|2884|384959
25193|LOAN & EXCHANGE|21260|384959
26726|RENT SECURITY DEPOSIT|2420|401926
18995|DEPOSITS|9171|362946
18996|PREPAID PAYROLL TAXES|45391|362946
23523|BUILDING LEASE DEPOSIT|31200|382556
23524|PREPAID EXPENSES|40104|382556
20944|INVENTORY|2000|370477
19887|SECURITY DEPOSIT|3903|368437
19888|PREPAID EXPENSES|4274|368437
23403|Prepaid Insurance|45254|382273
23404|Other Assets|26793|382273
23525|VET STORE INVENTORY  FOR RESALE  TO FUND VETS WALL|16224|382557
21727|SECURITY DEPOSIT|900|375673
20779|Security Deposits|4233|369236
20781|Inventory|10204|369236
20780|Prepaid Assets|14069|369236
26329|PREPAID FEDERAL UNEMPLOYMENT TAX|150|396620
28530|PREPAID INSURANCE|5214|410422
21528|SECURITY DEPOSIT ON OFFICE RENTAL|466|373293
20642|Prepaid expense|3709|369044
20643|Intangible assets|41321|369044
25626|PREPAID INSURANCE|14075|385454
25632|DUE FROM SEIU WISCONSIN STATE COUNCIL|3594|385454
25631|DUE FROM SEIU INTERNATIONAL|12987|385454
25630|ESCROW|100061|385454
25629|SECURITY DEPOSIT|3025|385454
25628|PREPAID HEALTH INSURANCE|7656|385454
25627|PREPAID POSTAGE|1900|385454
21162|PREPAID PENSION ASSET|3295326|372102
21163|PREPAID FAS 106 POST RETIREMENT HEALTHCARE|2689277|372102
26199|TRAVEL ADVANCES|43152|394243
26201|SECURITY DEPOSIT|3490|394243
26200|PREPAID EXPENSES|179474|394243
26655|SECURITY DEPOSIT - WARREN OFFICE|2000|401556
26657|PREPAID EXPENSES|145707|401556
26656|TRAVEL AND EXPENSE ADVANCES|7834|401556
24192|RETIREE WATCHES FOR RESALE|920|383880
24198|MUGS|225|383880
24197|FLAGS|147|383880
24196|VETERANS WATCHES FOR RESALE|320|383880
24195|SHIRTS FOR RESALE|3159|383880
24194|BIBLES|1056|383880
24193|HATS FOR RESALE|744|383880
21574|PREPAID EXPENSES|9392|373629
21226|Art (Commissioned wallhangings)|5093|372414
21228|Other Prepaid Expenses|17933|372414
21227|Prepaid Real and Personal Property Taxes|735|372414
22345|RESALE ITEMS:  HATS|32|379400
22353|RETIREE WATCHES|7177|379400
22352|RETIREE PLAQUES|1076|379400
22351|RETIREE PINS|353|379400
22350|25TH ANNIVERSARY INK PENS|2970|379400
22349|BIBLES|967|379400
22348|RESALE ITEMS:  AUTO PLATES, BUTTONS, EMBLEMS, ETC.|475|379400
22347|RESALE ITEMS:  SHIRTS|1599|379400
22346|RESALE ITEMS:  JACKETS|208|379400
19355|NONE|0|366410
21242|OTHER PREPAID|386993|372424
21241|DEFERRED COMPENSATION|966311|372424
21247|INVESTMENT IN SUBSIDIARIES|200|372424
21246|AFFILIATE RECEIVABLE|199346|372424
21245|INTEREST/OTHER|118846|372424
21244|INVENTORY|206492|372424
21243|DEPOSITS|56213|372424
22776|SECURITY DEPOSIT|3300|380631
19679|PREPAID EXPENSE|747494|367933
19681|IEA RETIRED DENTAL PLAN|26449|367933
19680|SECURITY DEPOSIT|71773|367933
23392|PREPAID EXPENSES|17690|382263
23393|DEPOSITS|3455|382263
25883|Prepaid expenses|6715|387784
21208|Deferred compensation|987433|372387
21210|Security deposits|5998|372387
21209|Prepaid expenses|468708|372387
26171|Office Rent Deposits|42306|394055
23133|none|0|381543
23145|none|0|381543
23144|none|0|381543
23143|none|0|381543
23142|none|0|381543
23141|none|0|381543
23140|none|0|381543
23139|none|0|381543
23138|none|0|381543
23137|none|0|381543
23136|none|0|381543
23135|none|0|381543
23134|none|0|381543
24548|BIBLES|818|384328
25082|Prepaid Expenses|38066|384716
24222|Pre-Paid Insurance|2761|383892
25394|Prepaid insurance|228|385283
25395|Rent deposit|4677|385283
19692|UNREALIZED LOSS ON INVESTMENTS|3730|367981
25796|Security Deposit|1100|385678
51687|Employee receivables|210|533503
51692|Loan costs, net of amortization - Building Corp|3794|533503
51691|Due from Affiliate|18260|533503
51690|Utility deposits|26670|533503
51689|Prepaid rent|21383|533503
51688|Travel advances|2060|533503
24255|NONE|0|383913
33907|Prepaid Insurance|4465|438468
19716|Deposits|1000|368005
19241|PREPAID EXPENSES|72367|364112
19242|SECURITY DEPOSIT|12465|364112
20793|Prepaid Expenses|10238|369296
20794|Security Deposits|13506|369296
25695|Inventory of Publication|27499|385491
25699|Security Deposit|20290|385491
25698|Preproduction cost of publication|13386|385491
25697|Due from GAG Foundation|768|385491
25696|Prepaid Travel|863|385491
21206|Deposits|29694|372386
21207|Promotional Inventory|52671|372386
26112|Security Deposit|684|392781
25240|Computer Software net of Amortization|5386|385070
21418|LEASE SECURITY DEPOSIT|2930|373060
19476|UTILTIY DEPOSITS|4959|367202
19478|LETTER OF CREDIT|30885|367202
19477|LAONS & EXCHANGES|275|367202
26043|MISCELLANEOUS RECEIVABLES|373252|392015
26045|ARBITRATION AWARD RECEIVABLE|1200000|392015
26044|PREPAID EXPENSES|47683|392015
25592|Prepaid DSHS Software Development Costs|797727|385439
25594|Prepaid Rent & Security Deposits|8236|385439
25593|Prepaid employee benefits|6151|385439
21139|PREPAID INSURANCE|42972|371804
21142|DEPOSITS|9570|371804
21141|TRAVEL ADVANCES|21613|371804
21140|PREPAID EXPENSES|125706|371804
22662|DEPOSITS|1010|380256
19555|INVESTMENT IN LOCAL 2100 BUILDING ASSOCIATION|52374|367625
25517|MORTGAGE RECEIVABLE-GNHCLC|55740|385401
32229|WAREN COUNTY WATER DEPOSIT|550|428877
32233|UNION T-SHIRTS  (50 IN STOCK)|442|428877
32232|25 YEARS OF CORVETTE T-SHIRTS   (259 IN STOCK)|2292|428877
32231|BIBLES (9 BIBLES INSTOCK-3 CATHOLIC & 6 PROTESTANT|297|428877
32230|WARREN RURAL ELECTRIC COOP-ELECTRIC DEPOSIT|300|428877
24039|UTILITY DEPOSIT|210|383701
22841|FIXED ASSET PURCHASE RECEIVABLE - AFFILIATES|3175|380902
21148|PREPAID EXPENSES|1618|371935
20683|SECURITY DEPOSITS|15459|369102
21444|Security Deposits|6395|373084
26067|Deposits|14438|392131
26068|Tax overpayment|887|392131
19069|NONE|0|363172
23689|Due from affiliated labor organizations|7500|382927
23691|oher receivables|904|382927
23690|prepaid exenses|10645|382927
22367|Office Security Deposits|7927|379422
22368|Utility Deposits|576|379422
32216|Security deposits|4809|428499
32218|Employee advances|512|428499
32217|Petty cash|1000|428499
25373|Deposit|3350|385254
25374|Payroll taxes overpaid and refundable|2299|385254
26457|PAYROLL ADVANCES|1553|399917
26451|PREPAID RENT|381|399917
26456|UNAPPLIED AMERICAN EXPRESS DEPOSIT|1000|399917
26455|FUTA DEPOSIT|1571|399917
26454|FEDERAL TAX DEPOSITS|16357|399917
26453|UTILITY DEPOSITS|330|399917
26452|OFFICE DEPOSIT|75|399917
25601|Prepaid Expenses|29878|385442
25603|Utility deposits|875|385442
25602|Common Stock|43|385442
20807|LEASE DEPOSIT|5803|369317
25383|RENTAL SECURITY DEPOSIT|1600|385268
20828|ESCROW DEPOSITS|4438|369338
26160|PREPAID TAXES|59|393972
20110|PREPAID EXPENSES|4140|368753
20112|SECURITY DEPOSITS|1950|368753
20111|EMPLOYEE RECEIVABLE|83|368753
22571|ACCRUED DIVIDENDS RECEIVABLE|112|379963
22574|SECURITY DEPOSITS|1195|379963
22573|PREPAID EXPENSES|6679|379963
22572|PREPAID INSURANCE|16216|379963
23166|Deposits - Travel - Leadership Conference 1/09|20649|381563
23159|Bibles|6570|381563
23165|UTILITY DEPOSIT|1430|381563
23164|BULK RATE POSTAGE|2947|381563
23163|Postage by Phone|269|381563
23162|Shirts, Jackets, Caps, Misc.|21948|381563
23161|Watches|1690|381563
23160|Rings|3900|381563
25000|ANNUITY CONTRACTS|382545|384656
22042|BIBLES|234|378324
22045|DRINKS|84|378324
22044|KNIVES|4134|378324
22043|WATCHES|21093|378324
22735|Prepaid rent|5700|380501
21861|PROTESTANT BIBLES|751|377108
21868|UAW PATCHES, PINS, STICKERS & U.S. FLAG STICKERS|1510|377108
21867|UAW LOCAL 5960 T-SHIRTS AND HATS|3538|377108
21866|UAW 25 YEAR SERVICE RINGS|1800|377108
21865|SPANISH BIBLES|102|377108
21864|HOLY QURAN BIBLES|312|377108
21863|AFRICAN AMERICAN BIBLES|1445|377108
21862|CATHOLIC BIBLES|1110|377108
28705|Prepaid Expenses|44695|412107
28707|Deposit on Fixed Asset|5000|412107
28706|Security Deposit|150|412107
23854|REFUND RECEIVABLE|407|383366
22363|Deposits as Security|680|379417
32818|Prepaid maintenance agreement|725|433802
32824|Prepaid income taxes withhold on dividends|656|433802
32823|Membership receivable (received Oct 2, 2008)|1550|433802
32822|Prepaid payroll withheld and accrued taxes|873|433802
32821|Prepaid insurance expense|2898|433802
32820|Prepaid life insurance|5632|433802
32819|Prepaid legal fees|5500|433802
21367|PREPAID RENT|4604|373021
22478|Construction in Progress|12162|379722
22480|Hurricane Ike.)|0|379722
22479|(This represents repairs to the Bldg due to|0|379722
23191|MEMORIAL BIBLES FOR GIVEAWAY; A LIST IS MAINTAINED|1507|381636
23196|CAP COMM. FUNDRAISING MERCH; A LIST IS MAINTAINED|429|381636
23195|WOMENS COMM. FUNDRAISING MERCH; A LIST IS MNTND|624|381636
23194|VETERANS COMM. CARE PACKAGE PROG; A LIST IS MNTND|896|381636
23193|VETERANS COMM. GIVEAWAYS; A LIST IS MAINTAINED|540|381636
23192|VETERANS COMM. FUNDRAISING MERCH; A LIST IS MNTND|697|381636
25821|Due From FDIC|2121|386299
22064|(8) Retirement watches|560|378391
22063|(26) T-shirts|348|378391
21482|LANDLORD'S LEASE DEPOSIT|7933|373110
25130|HIGH PLAINS JOURNAL|3000|384845
25131|BIBLE INVENTORY - 22 BIBLES @ $13.50 EACH|297|384845
21368|Prepaid Expenses|1523435|373022
21371|Security Deposits|12201|373022
21370|Construction in Progress|239348|373022
21369|Promtional Supplies Inventory|6001|373022
19647|NONE|0|367887
20194|TRAVEL ADVANCES|2400|368910
20196|LEASE DEPOSITS|11272|368910
20195|PREPAID EXPENSE|3750|368910
19043|PREPAID EXPENSES|14243|363108
19044|BACK UP WITHHOLDING RECEIVABLE WASHINGTON MUTUAL|40|363108
24277|DEPOSIT|613|383929
23458|Bibles|720|382326
23462|Misc. Items|1206|382326
23461|Rings|791|382326
23460|Watches|2520|382326
23459|Shirts & Hats|7669|382326
26276|STATE FUND INSURANCE DEPOSIT|1293|395308
20250|ADVANCES TO SOUTHEAST AREA JOINT APPRENTICE COMM.|30725|368957
20251|INVENTORY - SHIRTS|1202|368957
20241|Other Current Assets|50|368947
26116|Deposits|170|392888
19844|NONE|0|368319
25759|Misc Assets|17562|385513
22274|BIBLE: CATHOLIC & PROTESTANT|3439|379041
22277|GLASSES|456|379041
22276|HATS|857|379041
22275|WATCHES ( MEN & WOMEN)|5100|379041
24051|PROMOTIONAL ITEMS--SEE ATTACHED LIST|25238|383709
24011|SECURITY DEPOSITS|10500|383659
19893|SECURITY DEPOSIT|1996|368475
19839|LEASE DEPOSIT|4000|368310
25078|MCDONALDS GIFT CERTIFICATES|375|384713
25081|Dog Tags|196|384713
25080|BIBLES|703|384713
25079|AMC MOVIE PASSES|216|384713
24324|Inventory|11572|383987
21249|Prepaid Insurance -|249|372428
21250|Rent - Security Deposit|4059|372428
25900|Rent Security|713|388073
20756|Due from UA|27104|369194
20757|Miscellaneous|348|369194
19776|Deposits|500|368211
21431|PROMOTIONAL INVENTORY|59612|373073
21432|COMMUNITY SERVICE FUND RECEIVABLE|654|373073
21898|20th Anniversary DVS's|1170|377363
21907|Grueinger Travel Agency Deposit|3000|377363
21906|Keg Deposits|850|377363
21905|Recognition Award Watches|2405|377363
21904|Resale Bar Items|500|377363
21903|Shirts|3285|377363
21902|Hats|170|377363
21901|Funeral Tribute Bibles|2862|377363
21900|Cook Books|645|377363
21899|Lapel Pins|212|377363
34545|SECURITY DEPOSITS|1800|441107
25957|ILA Local 2038 Pension Fund bank account|44683|390226
25959|ILA Local 2038 Welfare Fund bank account|15992|390226
25958|ILA Local 2038 Vacation Fund bank account|3034|390226
25927|Prepaid Expenses|10091|388582
25928|Security Deposits - Rent|2400|388582
21646|Prepaid Expenses|60435|374204
18763|Pension Fund|144472|360852
18764|Deposits|14393|360852
21378|WORKERS COMPENSATION DEPOSIT|93|373033
19866|GUARANTY DEPOSITS|3073|368361
19868|OTHERS|17732|368361
19867|DEFERRED INTERES|7256|368361
25180|Prepaid Expenses|89966|384950
25182|Exchanges|153778|384950
25181|Deposits|1470|384950
21154|TRAVEL ADVANCE|1000|371946
24604|Prepaid Insurance|10561|384396
21388|PREPAID PAYROLL TAXES|110975|373037
22960|INTEREST RECEIVABLE|6495|381191
22962|DEPOSIT ON LEASED PROPERTY|387|381191
22961|PREPAID EXPENSES|3545|381191
24511|208 t shirts at average cost of $6.73 per shirt|1400|384312
24534|radio shack desk tape recorder|124|384312
24533|copier/printer/fax machine|750|384312
24532|staples paper shredder|25|384312
24531|large paper shredder|44|384312
24530|navigator attache bag|46|384312
24529|xacto paper cutter|42|384312
24528|fire safe|352|384312
24527|sony (tcm200dv) hand held tape recorder|43|384312
24526|radio shack (ctr-121) tape recorder|62|384312
24525|staples( spl-p500) calculator|19|384312
24524|office max adding machine|78|384312
24523|4 office chairs|675|384312
24522|1 basketball, 3 softballs, 5 sets horseshoes|150|384312
24521|computer bag/mouse|127|384312
24520|dell tower computer/monitor/keyboard/printer|3685|384312
24519|hp-(s) laptop computer - serial number tw24223174|712|384312
24518|dell laptop computer - serial number 28468148977|2010|384312
24517|2 fire extinguishers|146|384312
24516|19 glass christmas candle sets|190|384312
24515|portable phones|101|384312
24514|4 griddles|85|384312
24513|4 henley/collared shirts|91|384312
24512|kmart adding machine|61|384312
25157|Prepaid Expenses|3171|384923
23122|Deposit - Workers' Comp|1000|381525
