OID|DESCRIPTION|AMOUNT|RPT_ID
37656|INSURANCE PAYABLE|159|383484
37655|HEALTH BENEFITS PAYABLE|514|383484
37654|PENSION PAYABLE|1882|383484
35501|WITHHELD PAYROLL TAXES|740|379756
35502|OTHER PAYROLL TAXES|939|379756
38353|PAYROLL & OTHER PAYROLL TAXES & WITHHOLDINGS|3135|384266
34553|Accrued 2008 payroll  withholding taxes|4410|377103
34554|Accrued 2008 Payroll taxes|655|377103
35086|PAYROLL WITHOLDING|2633|378839
35089|SALARIES|6852|378839
35088|REAL ESTATE TAXES|5996|378839
35087|TAXES (PAYROLL)|2309|378839
41637|FEDERAL INCOME TAXES|483|400919
41645|NC STATE AFL - CIO|155|400919
41644|PER CAPITA TAXES - CAP COUNCIL|693|400919
41643|PER CAPITA TAXES - INTERNATIONAL|14421|400919
41642|UNEMPLOYMENT TAXES - FEDERAL|32|400919
41641|UNEMPLOYMENT TAXES - STATE|127|400919
41640|STATE INCOME TAXES|347|400919
41639|FICA - EMPLOYER OASDI & HI|477|400919
41638|FICA - EMPLOYEE OASDI & HI|477|400919
53451|B of A - Master Card|3196|437241
53454|Payroll tax liability|11440|437241
53453|Visa - 9283|7347|437241
53452|County Bank Visa|776|437241
36959|Payroll Taxes Payable|3374|382325
36960|Other Payroll Withholdings|59|382325
35153|Payroll Liabilities|405|378896
37537|Accrued Leave and Sick Benefits|30070|383338
37539|Payroll Liabilities|3905|383338
37538|Accrued Presidential Benefits and Retirement|9229|383338
40378|Payroll liabilities|14638|386975
37272|DEERRED CREDIT SALE OF EXISTING BUILDING|47830|382783
36354|PAYROLL TAXES|1322|381465
38003|LONG PORTION OF OBLIGATION UNDER CAPITAL LEASES|41485|383907
34974|None|0|378682
35804|RETIREMENT PAYABLE|10998|380335
35809|FEDERAL UNEMPLOYMENT TAXES|99|380335
35808|STATE UNEMPLOYMENT TAXES|68|380335
35807|CITY WITHHOLDING TAXES|485|380335
35806|STATE WITHHOLDING TAXES|682|380335
35805|FEDERAL WITHHOLDING TAXES|1884|380335
32436|Payroll Liabilities|8438|368848
33198|PAYROLL TAXES PAYABLE|9298|370592
32815|Payroll Liabilities|7390|369052
32180|MICHIGAN WITHHOLDING TAX - PAYROLL LIABILITY|1546|368662
32187|FEDERAL UNEMPLOYMENT TAX - PAYROLL LIABILITY|119|368662
32186|MICHIGAN UNEMPLOYMENT TAX - PAYROLL LIABILITY|98|368662
32185|DENTAL & VISION WITHHOLDING - PAYROLL LIABILITY|216|368662
32184|UNION DUES WITHHOLDING|933|368662
32183|HEALTH & LIFE INSURANCE WITHHOLDING - PAYROLL LIAB|233|368662
32182|RETIREMENT WITHHOLDING - PAYROLL LIABILITY|273|368662
32181|DISABILITY INSURANCE|13|368662
31392|COMPENSATED ABSENCES PAYABLE|23499|367607
31393|EMPLOYEE BENEFITS PAYABLE|159|367607
32452|ACCRUED PAYROLL TAXES|4739|368864
32453|ACCRUED RETIREMENT|861|368864
31435|PAYROLL LIABILITIES|11895|367725
31165|MISCELLANEOUS EMPLOYEE PAYROLL WITHHOLDINGS|5031|366528
33056|Steward Benefits|6076|369462
33057|Payroll taxes|264|369462
32079|Federal Unemployment tax|264|368588
32617|ACCRUED EXPENSES|39999|368956
33277|PAYROLL TAX LIABILITY|18028|371132
32620|Payroll taxes due|1098|368958
33001|ACPU VISA CREDIT CARD - TRAVEL EXPENSES|2738|369337
33005|USPS ACCOUNTING SERVICE - LIFE INSURANCE WITHHELD|240|369337
33004|USPS ACCOUNTING SERVICE - HEALTH INSURANCE WITHHEL|1397|369337
33003|USPS ACCOUNTING SERVICE - FERS RETIREMENT WITHHELD|804|369337
33002|INTERNAL REVENUE SERVICE - PAYROLL LIABILITIES|5549|369337
33121|PAYROLL LIABILITIES|5467|369918
33122|BENEFITS PAYABLE|8124|369918
32799|CREDIT CARD WOODS|366|369047
32812|PAYROLL OTHER|615|369047
32811|PAYROLL TSP PAYABLE|3739|369047
32810|PAYROLL SUTA PAYABLE|39|369047
32809|PAYROLL STATE WITHHOLDING PAYABLE|819|369047
32808|PAYROLL SOCIAL SECURITY PAYABLE|872|369047
32807|PAYROLL MEDICARE|204|369047
32806|PAYROLL LIFE INSURANCE|54|369047
32805|PAYROLL HEALTH PLAN|293|369047
32804|PAYROLL FUTA|81|369047
32803|PAYROLL FERS RETIREMENT|295|369047
32802|PAYROLL FEDERAL WITHHOLDING|1533|369047
32801|CREDIT CARD MEUSEL|4165|369047
32800|CREDIT CARD JONES|322|369047
31484|Payroll Libilities|44806|367796
31486|Accured Sick Leave for Full Time Employees|17610|367796
31485|Accured Annual Leave for Full Time Employees|10500|367796
37752|ACCRUED AND WITHHELD PAYROLL TAXES|8029|383706
38075|Payroll withholding|4171|383960
34365|PAYROLL TAXES PAYABLE|31280|376245
37321|VISA PAYABLE|5974|382867
37323|SECURITY DEPOSIT PAYABLE|1993|382867
37322|BENEFITS WITHHOLDING LIABILITIES|8750|382867
32783|NONE|0|369039
32822|PAYROLL TAXES|3542|369056
32824|UNION DUES|663|369056
32823|BENEFITS PAYABLE|3099|369056
36423|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|3767|381565
33492|FICA Payable|1418|372228
33495|Accrued SUTA|225|372228
33494|Accrued FUTA|187|372228
33493|State Withholding Tax|842|372228
59903|Accrued Annual Leave - President|12693|460869
59904|Accrued Annual Leave/Sick Leave - Vice President|2026|460869
38080|BRUSH GRAPHICS|550|383969
38081|MUSCULAR DYSTROPHY ASSOCIATION|2307|383969
36657|UNFUNDED DEFERRED EXPENSES|67522|382092
35144|Payroll taxes withheld|2757|378891
38120|Payroll Taxes|417|384017
41189|ACCRUED VACATION|15409|396243
41190|ACRRUED PAYROLL|7605|396243
39926|Tax Withholdings|53192|385403
39929|Income Taxes Payable|145484|385403
39928|Rental Security Deposits|1861|385403
39927|Other Withholdings|280|385403
39834|Pension payable|137107|385338
39838|Payroll taxes payable|27345|385338
39837|Accrued income taxes|342821|385338
39836|Accrued salary|15270|385338
39835|Payroll withholding payable|227378|385338
34299|PAYROLL WITHHOLDINGS PAYABLE|6596|375398
34301|PENSION PLAN PAYABLE|4505|375398
34300|ACCRUED PAYROLL TAX EXPENSE|3691|375398
35241|Accrued Leave and Sick Pay for Officers|78490|379048
35242|Postal Benefits Payable|0|379048
39905|NONE|0|385391
44178|Payroll tax payable|1535|407443
37366|Payroll Taxes Withheld from Employees|3037|382931
41126|DUES RECIEVED IN ADVANCE|37887|395357
41134|CURRENT YEAR BUSINESS INCOME TAX|4000|395357
41133|INCOME TAXES PAYABLE, MO 1120 Y/E 12-31-03 AND 04|32428|395357
41132|INCOME TAXES PAYABLE, FED 1120 Y/E 12-31-03 AND 04|195755|395357
41131|2007 PAYROLL TAXES AND PAYROLL DEDUCTIONS|12223|395357
41130|CURRENT YEAR PAYROLL TAXES AND PAYROLL DEDUCTIONS|10106|395357
41129|INCOME TAX PENALTY & INTEREST 990T|18992|395357
41128|INCOME TAX PAYABLE  990T|7721|395357
41127|LIUNA LOCAL UNION A DISTRICT COUNCIL PENSION FUND|52866|395357
40745|PPECU Visa|542|391913
40746|State Unemployment Insurance|103|391913
41098|PAYROLL TAXES PAYABLE|1634|395203
41099|COPA PAYABLE|531|395203
38225|PAROLL TAXES WITHHELD AND ACCRUED|4584|384141
37664|President's Accrued Leave|1681|383490
38266|ACCRUED SALARIES|1455006|384177
38276|TENANT DEPOSITS HELD|30000|384177
38275|INCURRED BUT NOT REPORTED HEALTH CLAIMS|590984|384177
38274|TENANT IMPROVEMENT LIABILITY|40150|384177
38273|ACCRUED PAYROLL TAXES PAYABLE|153542|384177
38272|DEATH CLAIMS LIABILITY|123362|384177
38271|ACCRUED PENSION COST|18984861|384177
38270|ACCRUED POSTRETIREMENT HEALTH BENEFITS|28837425|384177
38269|DEFERRED REVENUE|1012352|384177
38268|ACCRUED VACATION|1393311|384177
38267|LOCAL UNION MONIES IN ESCROW|160878|384177
43872|Accrued Salaries|1628812|406307
43877|Accrued Exps - Premiums payable to Ins Underwriter|29160|406307
43876|Dues Paid In Advance|46008|406307
43875|Deferred Rent Revenue|140684|406307
43874|Dues W/H Payable|319611|406307
43873|Deferred Compensation|371784|406307
61781|To Employee|19292|468666
61794|Civil Rights Education (Women's & Fair Practices) |1147|468666
61793|Legislative Action  Education|496|468666
61792|Publications and Subscriptions|1158|468666
61791|Petty Cash|1123|468666
61790|Organizing Events|3324|468666
61789|Social Activities|5321|468666
61788|Member /leadershipTraining|2757|468666
61787|Donation to MWC- Comm Serv Agemcy  |100|468666
61786|Contributions, Gifts and Grants (members)|170|468666
61785|Award Disbursement to members|71006|468666
61784|Professional Fees|1122|468666
61783|Office and Administrative Expenses|3184|468666
61782|Per Capita|83368|468666
39256|Accrued Payroll|165|384711
39738|FEDERAL PAYROLL TAXES|497|385259
39739|STATE PAYROLL TAXES|507|385259
40683|Payroll Taxes|2090|391524
34633|None|0|377426
34120|NA NONE|0|374059
40541|941 TAX|3173|389578
40547|3rd Qtr 941 TAXES|264|389578
40546|SALARIES|300|389578
40545|AFGE PER CAPITA|10385|389578
40544|STATE UNEMP TAX|17|389578
40543|STATE INCOME TAX|316|389578
40542|FUTA TAX|153|389578
60141|Bank of America Service Fees|85|463424
41676|Payroll Taxes Payable|65|401005
30875|FEDERAL UNEMPLOYMENT TAXES|228|364218
36226|PAYROLL TAXES|3304|381114
36227|VACATION AND SICK LEAVE|19372|381114
37660|PAYROLL LIABILITIES|2660|383486
37594|PAYROLL TAXES|382|383426
38048|PER CAPITA TAX PAYABLE|27170|383940
38049|REFUNDS PAYABLE|572|383940
33417|DEFERRED REVENUE|19000|371734
32611|US TREASURY--PAYROLL TAXES PAYABLE|854|368954
32612|NY STATE INCOME TAX|272|368954
34351|PAYROLL WITHHOLDINGS|2664|375967
55212|Income Tax Withheld Payable|125|445367
55211|Social Secrurity, FUTA and Other Taxes|358|445367
41577|Payroll Liabilties|12761|400565
44603|none|0|409620
40725|Credit Card Payable|3663|391910
35534|ACCRUED PENSION FUND CONTRIBUTION|23575|379846
35543|WMC PCT PAYABLE|5229|379846
35542|PER CAPITA PAYABLE|45299|379846
35541|REBATES PAYABLE|8743|379846
35540|ACCRUED VACATION PAYABLE|20229|379846
35539|SALARY LIEN PAYABLE|425|379846
35538|MWC/CSA WITHHOLDING PAYABLE|20|379846
35537|UNITED WAY WITHHOLDINGS|20|379846
35536|ACCRUED SALARIES|6506|379846
35535|SURETY BOND PAYABLE|50|379846
37593|401K payable|243|383425
39828|PAYROLL WITHHOLDING|33241|385326
31827|PAYROLL LIABILITIES|225|368251
43380|FED UNEMP INS TAX LIABILITY|568|403909
43381|ACCRUED EXPENSES PAYABLE|7500|403909
40533|ACCRUED PAYROLL TAXES|7498|389135
33201|Payroll Withholdings|20|370612
35533|Payroll taxes payable|172|379843
30720|Per capita taxes collected|21398|363957
35236|Benefit contribution by officers owed to PDC|743|379044
35467|INTERNATIONAL UNION TIP DEDUCTION PAYABLE|36|379663
35470|BALANCE DUE ON PHONE SYSTEM|2362|379663
35469|PAYROLL TAXES PAYABLE|1080|379663
35468|EMPLOYEE DUES DEDUCTION PAYABLE|38|379663
33734|WITHHELD PAYROLL DEDUCTIONS|10529|372841
33735|DEFERRED REVENUE|284|372841
37150|County Withholding Payable|32|382601
37142|Accrued Interest Payable - National Office|72366|382601
37149|SUI Payable|163|382601
37148|FUTA Payable|460|382601
37147|City Withholding Payable|64|382601
37146|State Withholding Payable|561|382601
37145|Federal Withholding Payable|1440|382601
37144|FICA Tax Payable|3091|382601
37143|Credit Card Payable|6742|382601
37152|Accrued Pension Payable|18785|382601
37151|Accrued Salaries|408|382601
33164|WITHHELD BENEFITS|3153|370213
40963|EMPLOYEES PAYROLL TAXES WITHHELD-LIAB AT 12/31/08|1385|394054
33733|PAYROLL TAXES|1762|372840
40548|Deferred Compensation|2384754|389603
40551|SaveMart Settlement - Funds to Forward to Members|3418|389603
40550|Payroll Withholdings Payable|17367|389603
40549|Active Ballot Club|295|389603
36642|PAYROLL TAXES PAYABLE|5506|382017
36645|ACCRUED SEVERENCE|51232|382017
36644|OTHER PAYROLL WITHHOLDINGS|362|382017
36643|PENSION LIABILITY|1427|382017
36415|FEDERAL INCOME TAXES PAYABLE|19358|381562
36416|STATE INCOME TAXES PAYABLE|3762|381562
37265|Payroll taxes and withholdings|14231|382777
31852|Security deposits|3000|368301
31092|Payroll liabilities|4526|366470
35624|STATE WITHHOLDING PAYABLE|1582|379961
35625|OTHER WITHHOLDINGS PAYABLE|84|379961
34698|State Unemployment Contributions|270|377537
40431|ACCRUED VACATION PAYABLE|15968|387773
40432|ACCRUED WAGES AND PAYROLL TAXES|7127|387773
31657|VACATION WITHHOLDING|560|367982
31659|CLIC WITHHOLDING|88|367982
31658|WORK FEES WITHHOLDING|413|367982
41215|VACATION AND SICK LEAVE PAYABLE|61244|396541
38118|PAYROLL TAXES PAYABLE|436|384007
39473|Other Accrued Liabilities|249|384964
39471|Accrued Real Estate Taxes|30922|384964
39472|Retiree Rebate Account|9982|384964
40653|Accrued Payroll & W/H Taxes|2707|391316
35425|Wihheld Thrift Savings Plan Deposits|513|379483
38462|Payroll Taxes Withheld|40|384360
38463|Payroll Taxes Accrued - federal & state|1738|384360
33852|PAYROLL TAXES PAYABLE|2919|373064
33853|ACCRUED PAYROLL|962|373064
40165|PAYROLL TAXES|1904|385494
40166|CAPITAL LEASE OBLIGATIONS|12706|385494
37651|Funds held for others|17978|383483
37652|Payroll liabilities|339|383483
40340|PERMIT FEES DUE TO INTERNATIONAL UNION|92827|386314
40341|PER CAPITA TAXES|22112|386314
51129|SECURITY DEPOSITS PAYABLE|149659|430585
51130|UNEARNED RENTAL INCOME|55519|430585
36684|Medicare Withheld|56|382175
36682|Federal Withholding|340|382175
36683|Social Security Withheld|238|382175
36689|Employer Share Medicare|56|382175
36688|Employers Share Fica|238|382175
36687|Federal Unemployment|43|382175
36686|State Unemployment|5|382175
36685|State Income Tax Withheld|570|382175
33351|Salaries & Severence Pay Accruals|313210|371508
33352|Other Liabilities|88403|371508
37356|PENSION AND HEALTHCARE WITHHOLDINGS|1868|382922
37357|PAYROLL TAXES WITHHELD|63|382922
40380|Payroll Liabilities|3276|387077
39574|PAYROLL LIABILITIES|7130|385114
35857|AFFILIATED & PAYROLL PAYABLES|6167|380469
40976|SECURITY DEPOSITS|9849|394157
40979|VACATION AND SICK TIME PAYABLE|147968|394157
40978|ACCRUED WAGES AND PAYROLL TAX PAYABLE|72723|394157
40977|LEGAL SETTLEMENT PAYABLE|150000|394157
38689|Payroll taxes payable|937|384473
31178|C.O.P.E. Withheld|316|366602
31179|Payroll liabilities|83|366602
37475|PAYROLL TAXES PAYABLE|704|383259
31015|ACCRUED EXPENSE|200|365052
31016|PAYROLL TAXES|9|365052
36020|Payroll Taxes Payable|1828|380796
39717|Acrued Wages|12956|385238
33275|Security Deposit|3267|371105
33276|Payroll taxes withheld|869|371105
41718|PAYROLL TAX PAYABLE|1368|401288
44625|Payroll Taxes Payable|177|409693
39637|Credit Cards Payable|385|385182
39641|Accrued Compensation|98865|385182
39640|Per Capita Payable|205602|385182
39639|Other current liabilities|10192|385182
39638|Employee Deductions|4592|385182
34409|iLLINOIS TAX|928|376555
34414|CAP PCT|1035|376555
34413|IA TAX|1251|376555
34412|IWD TAX|66|376555
34411|FED 940 TAX|135|376555
34410|FED 941 TAX|3849|376555
36867|MEMBER INSURANCE PREMIUM PAYABLE|8670|382279
37579|Per Capita Tax|221435|383403
37580|Employees Deferred Compensation Plan|112958|383403
33373|payroll taxes|2825|371576
36118|Payroll Taxes and Deductions Payable|65141|380950
36119|From Members for Disbursements on their Behalf|6579|380950
36860|PAYROLL TAXES|2419|382275
44933|Payroll Taxes Payable|2071|411150
31695|Powernet Credit Union - Auto|11872|368047
39276|Du to AFSCME Council 4|445323|384720
39278|Due to Chapters|767912|384720
39277|Due to AFSCME International|196968|384720
40628|Accrued Post Retirement Benefit|2039011|391047
40632|Defered Compensation Liability|1416019|391047
40631|Accrued Payroll|5073|391047
40630|Accrued Severance|226784|391047
40629|Accrued Vacation|217802|391047
37909|Payroll taxes payable|3100|383849
40510|Paroll Taxes Payable|2977|388665
40511|401(k) Withholding|480|388665
36074|WITHHOLDING LIABILITIES|4012|380901
40185|Payroll Withholding Liabilities|1768|385505
40187|Death Benefits|30850|385505
40186|Vacation Accrual|41397|385505
36261|PAYROLL TAXES PAYABLE|5237|381275
36262|ACCRUED WAGES|162|381275
39854|PAROLL TAX LIABILITIES|43266|385350
39859|ADVANCES, SPECIAL PROJECTS|1681|385350
39858|ADVANCES, CHANGE TO WIN FOOD PROGRAM|19800|385350
39857|ADVANCES, HCAN|4882|385350
39856|ADVANCES, RX|34683|385350
39855|DEFERRED 585 INCOME|1155|385350
36072|PER CAPITA TAX PAYABLE|438|380890
31414|ACCRUED PAYROLL WITHHOLDINGS|9416|367633
31415|CONTRACTOR BONDS PAYABLE|70000|367633
40841|PER CAPITA TAXES - INTERNATIONAL|37136|392713
40846|940 FUTA TAXES|111|392713
40845|STATE OF MICHIGAN - UNEMPLOYMENT INC. AGENCY|84|392713
40844|MICHIGAN DEPT. OF TREASURY-SUW|724|392713
40843|TREASURER CITY OF DETROIT|392|392713
40842|PER CAPITA TAXES - CAP COUNCIL|1794|392713
31067|Payroll Liabilities|8320|366345
31070|Other Liabilities|465|366345
31069|Vendor Taxes Payable|9841|366345
31068|Medical Plan Payable|16922|366345
38254|MEMBERS' CONTINGENCY FUND SAVINGS|229031|384168
38257|PAYROLL TAXES|992|384168
38256|EMPLOYEES - EXCESS FICA WITHHOLDINGS|1585|384168
38255|INTERNATIONAL DUES WITHHELD|512|384168
33292|Accrued Vacation and Sick Pay|614191|371143
33293|Pension Payable|85942|371143
31445|STATE WITHHOLDING|143|367759
40663|OHIO DEPT OF JOBS & FAMILY SERVICES|259|391374
40660|CITY OF LORAIN INCOME TAXES WITHHELD|155|391374
40662|OHIO STATE INCOME TAXES WITHHELD|882|391374
40661|SHEFFIELD VILLAGE INCOME TAXES WITHHELD|412|391374
40667|CREDIT UNION DEDUCTIONS - FINANCIAL SECRETARY|800|391374
40666|UNION DUES WITHHELD|382|391374
40665|OHIO SCHOOL DISTRICT INCOME TAXES|10|391374
40664|OHIO BUREAU OF WORKERS COMP INS|1110|391374
30414|Withholding Taxes|24960|363073
38093|Cash held as trustee|8799|383978
38095|Postretirement benefit obligation|2166199|383978
38094|Accrued sick and vacation|875104|383978
