OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
34885||U.S GOVERNMENT AGENCY OBLIGATIONS|231745|231745|230087|230087|383913
34886||CORPORATE BONDS|19992|19992|20000|20000|383913
36614||none|0|0|0|0|385491
36257||20 sh Morgan Stanley|852|852|565|565|385070
36214||46 sh Abb Ltd|1512|1512|1053|1053|385070
36248||12 sh Kraft Foods Inc CL A|390|390|346|346|385070
36215||8 sh Abbott Laboratories|437|437|434|434|385070
36256||42 sh Merrill Lynch & Co Inc.|1572|1572|841|841|385070
36255||6 sh Merck & Co|236|236|185|185|385070
36254||1 sh McDonalds Corp|59|59|61|61|385070
36253||Cash in Lieu Lorillard Inc.|0|0|65|65|385070
36252||29 sh Loews Corporation|1717|1717|862|862|385070
36251||12 sh Lincoln Ntl Corp Ind|587|587|270|270|385070
36250||8 sh Liberty Media Corp Sr A Lib En|140|140|98|98|385070
36249||52 sh Lehman Bros Holding Inc.|1998|1998|11|11|385070
36247||50 sh Keycorp New|1042|1042|577|577|385070
36246||4 sh JPMorgan Chase & Co|172|172|138|138|385070
36245||14 sh Joy Global Inc.|1086|1086|989|989|385070
36244||2 sh Johnson & Johnson|131|131|136|136|385070
36243||11 sh Invesco Ltd|299|299|139|139|385070
36242||25 sh IAC/Interactive Corp New|585|585|569|569|385070
36241||5 sh Hispira Inc.|194|194|146|146|385070
36240||12 sh Hewlett Packard|537|537|540|540|385070
36239||2 sh H J Heinz Co|94|94|73|73|385070
36238||7 sh H & R Block Inc.|149|149|140|140|385070
36237||66 sh General Electric Co|1970|1970|1633|1633|385070
36236||1 sh General Cable CP Del New|39|39|18|18|385070
36235||102 sh Fifth 3rd Bancorp Ohio|1055|1055|913|913|385070
36234||7 sh Exelon Corp|628|628|477|477|385070
36233||2 sh DPL Inc.|57|57|40|40|385070
36232||2 sh CVS Caremark Corp|86|86|58|58|385070
36231||4 sh Corning Inc.|108|108|36|36|385070
36230||2 sh Chevron Corp|205|205|154|154|385070
36229||14 sh chesapeake Energy Corp|747|747|680|680|385070
36228||8 sh Cabot Oil & Gas Corp A|487|487|451|451|385070
36227||4 sh Boston Scientific Corp|54|54|29|29|385070
36226||14 sh Barr Laboratories|591|591|888|888|385070
36225||5 sh Bank of New York Mellon Corp|219|219|143|143|385070
36224||2 sh Bank of America Corp|45|45|34|34|385070
36223||4 sh Ball Corporation|214|214|151|151|385070
36222||1 sh AT&T Inc.|39|39|29|29|385070
36221||20 sh Assured Guaranty Ltd|464|464|231|231|385070
36220||2 sh Assuarant Inc.|132|132|46|46|385070
36219||15 sh Applera CP-Applied Biosys GP|505|505|512|512|385070
36218||6 sh Amgen Inc.|265|265|330|330|385070
36217||34 sh American International GP|1140|1140|106|106|385070
36216||5 sh Alcoa|206|206|51|51|385070
36281||ANB Finl Natl Assn AR US CD|20310|20310|20000|20000|385070
36280||112 sh Zale Corp New|1961|1961|1297|1297|385070
36279||3 sh Wyeth|144|144|105|105|385070
36278||1 sh Wellpoint Inc.|55|55|36|36|385070
36277||1 sh Waste Mgmt Inc (Dela)|35|35|30|30|385070
36276||63 sh Washington Mutual Inc.|584|584|140|140|385070
36275||13 sh Wachovia Corp 2nd New Com|337|337|299|299|385070
36274||3 sh Verizon Communications|111|111|101|101|385070
36273||20 sh UAL Corp Stock New|166|166|154|154|385070
36272||2 sh U S Bancorp Com New|67|67|56|56|385070
36271||11 sh Triquint Semiconductor Inc.|74|74|27|27|385070
36270||13 sh Time Warner Inc New|212|212|130|130|385070
36269||5 sh Symantec Corp|104|104|63|63|385070
36268||64 sh Stillwater Mining Co.|1001|1001|461|461|385070
36267||2 sh Simon Pprt Group Inc.|194|194|106|106|385070
36266||4 sh Shaw Group Incorporated|227|227|81|81|385070
36265||1 sh Raytheon Co (New)|59|59|52|52|385070
36264||7 sh PNC Finl Svcs GP|466|466|399|399|385070
36263||1 sh Philip Morris Intl Inc.|52|52|42|42|385070
36262||2 sh Pfizer Inc.|37|37|33|33|385070
36261||15 sh Peabody Energy Corp|1136|1136|739|739|385070
36260||13 sh Oceaneering Intl Inc.|935|935|381|381|385070
36259||11 sh Noble Energy Inc.|1099|1099|1081|1081|385070
36258||4 sh Natl Fuel Gas Co|244|244|121|121|385070
29300||INVESTMENT PROCEEDS FROM MERILL LYNCH|374079|374079|400000|400000|369313
35612||Inflation Protected Bond|8003|8003|8110|8110|384519
35613||Money Market Mutual Funds|257361|257361|257361|257361|384519
37127||GOVERNMENT AGENCY BONDS|6197510|6454150|6497000|6497000|392015
29580||autos|1004180|308465|376252|75265|371804
32033||INVESTMENTS|246602|246602|246602|246602|380256
27701||Old Equipment|3570|3|0|0|367625
47369||METAL CHAIRS  (218 chairs @ $4.00 each)|872|872|872|872|428877
47370||ICE DISPENCER|400|400|400|400|428877
34719||N/A|0|0|0|0|383701
29103||10000 CAPMARK BK(GMAC COMML MTG) 6.0% DUE 01/27/12|9914|9914|10000|10000|369102
29127||192 SH SPRINT NEXTEL CORP|1739|1739|1549|1549|369102
29126||18 SH WATSON PHARMACEUTICALS INC|459|459|565|565|369102
29125||17 SH WAL-MART STORES INC|821|821|978|978|369102
29124||34 SH VERIZON COMMUNICATIONS|1016|1016|1516|1516|369102
29123||101 SH SOLECTRON CORP|363|363|393|393|369102
29122||255 SH SPRINT NEXTEL CORP|4424|4424|2057|2057|369102
29121||31 SH ROYAL DUTCH SHELL PLC|2000|2000|2575|2575|369102
29120||75 SH MICROSOFT CORP|1952|1952|2672|2672|369102
29119||40 SH ALTRIA GROUP INC|2165|2165|2923|2923|369102
29118||56 SH HEWLETT-PACKARD CO|1798|1798|2644|2644|369102
29117||CASH IN LIEU FLEXTRONICS INTL|6|6|7|7|369102
29116||73 SH CVS CAREMARK CORP|2066|2066|2906|2906|369102
29115||41 SH CISCO SYS INC|750|750|1375|1375|369102
29114||90 SH AGILENT TECHNOLOGIES|2980|2980|3327|3327|369102
29113||5000 U S TREAS NOTES 3.5% DUE 08/15/2009|4827|4827|5067|5067|369102
29112||4000 U S TREAS NOTES 3.25% DUE 08/15/2008|3865|3865|4008|4008|369102
29111||12000 U S TREAS NOTES 3.0% DUE 11/15/2007|11689|11689|11997|11997|369102
29110||188 SH LEGGETT & PLATT INC|4418|4418|3365|3365|369102
29109||CASH IN LIEU FLEXTRONICS INTL|3|3|4|4|369102
29108||5 SH AGILENT TECHNOLOGIES INC|196|196|185|185|369102
29107||18000 U S TREAS NOTES 3.0% DUE 11/15/2007|17815|17815|18000|18000|369102
29106||50000 BANK LEUMI 5.0% DUE 10/23/2015|48901|48901|50000|50000|369102
29105||25000 BANK LEUMI 5.0% DUE 10/23/2015|24451|24451|25074|25074|369102
29104||25000 BANK LEUMI 5.0% DUE 10/23/2015|24450|24450|25056|25056|369102
29964||Office Equipment Abandoned (see stmt 69)|6623|0|0|0|373084
37137||US Treasury Notes|405292|418788|418788|418788|392131
37138||Fannie Mae - Freddie Mac Notes|197680|203384|203384|203384|392131
27032||VANGUARD INVESTMENTS|50000|50052|50000|50000|363172
31744||Collection of CDO principal|8791|8791|8791|8791|379422
31746||Other|0|0|0|843|379422
31745||Sale of CDO's|92481|82847|82847|82847|379422
36972||312 Shares Anhueser-Busch Stock|979|979|21840|21840|389553
29349||CHEVY TAHOE - TRADE IN|30001|835|4350|0|369338
27999||MUTUAL FUNDS|3746505|3746505|3671375|3671375|368051
28001||EQUITIES|52601|52601|54182|54182|368051
28000||CORPORATE & U.S. AGENCY SECURITIES|512555|512555|515159|515159|368051
35743||NONE|0|0|0|0|384656
34773||iNVESTMENT PROF INC-INVESTMENT SOLD-DEF COMP|7693|7693|7693|7693|383809
34774||EDWARD JONES MMF-INVESTMENT SOLD|14000|14000|14000|14000|383809
37098||INVESTMENT BROCKERAGE MUTAL FUNDS|55796|55796|55796|55796|391371
30848||NONE|0|0|0|0|377108
41904||FIRST UNION SECURITIES|40000|40000|40000|40000|410466
29080||360.195 SHARES THIRD AVE FUND|21047|21047|21738|21738|369086
29081||JOHN HANCOCK PRIME|100000|100000|1000000|100000|369086
47967||Federal Home Loan Bank Bond|100000|100000|100000|100000|433802
47968||W Holding Co. Preferred Stocks|33250|17863|17863|17863|433802
30113||SALES OF VARIOUS SECURITIES IN BROKERAGE ACCT|408884|408884|411669|411669|373110
29432||Trade in auto|35000|0|0|0|370327
29433||Trade in auto|35000|0|0|0|370327
29785||COMMON STOCK|2172035|2172035|2129760|2129760|373022
29792||Equipment|33610|0|1400|1400|373022
29791||Autos|144478|8736|45725|45725|373022
29790||US SECURITIES|1804595|1804595|1858746|1858746|373022
29789||US BACKED SECURITIES|11919807|11919807|11940621|11940621|373022
29788||US ASSET BACKED SECURITIES|798930|798930|808677|808677|373022
29787||MUTUAL FUNDS|500000|500000|1052990|1052990|373022
29786||CORPORATE BONDS|687764|687764|686341|686341|373022
27853||U.S. GOVT AND GOVT AGENCY OBLIGATIONS|545777|545777|550000|550000|367887
27854||CLOSED END FUNDS - EQUITIES|50929|50929|69561|69561|367887
26995||DEFERRED GAIN ON NOTE|2468|2468|2468|2468|363108
26997||WASHINGTON MUTUAL FINANCIAL SERVICES INVESTMENT|500020|500020|500020|500020|363108
26996||MERRILL LYNCH BONDS|92672|92672|92672|92672|363108
34904||WRITE OFF OF AUTOMOBILES|169689|0|0|0|383929
34907||WRITE OFF OF BUILDING IMPROVEMENTS|50860|0|0|0|383929
34906||WRITE OFF OF LEASEHOLD IMPROVEMENTS|31433|0|0|0|383929
34905||WRITE OFF OF OFFICE FURNITURE AND EQUIPMENT|90202|0|0|0|383929
29346||Marketable Securities|400000|400000|400000|400000|369336
32877||Morgan Stanley U. S. Govt Securities|67071|80229|80229|80224|381401
28567||Preferred Stock|45000|45000|45474|45474|368573
28572||Return of Principle - Mortgage Backed Securities|13545|13545|13545|13545|368573
28571||Mortgage Backed Securities|83350|83350|74958|74958|368573
28570||Municipal Bond|20000|20000|20000|20000|368573
28569||Government Bonds|363936|363936|369266|369266|368573
28568||Corporate Bonds|148992|148992|149384|149384|368573
28566||Brokered Certificates of Deposit|260000|260000|259872|259872|368573
28565||Mutual Funds|140603|140603|121280|121280|368573
28140||NONE|0|0|0|0|368319
34777||INVESTMENT PROFESSIONALS INC-FUNDS LIQUIDATED|6000|6000|6000|6000|383813
36629||Vanguard Group Short Term Treasury Admiral Shares|265364|265364|270000|270000|385513
36632||AREMCO Preferred Stock|1000000|100000|1000000|1000000|385513
36631||UNITE General Pooled Fund|3492000|3492000|3492000|3492000|385513
36630||Vanguard Group 500 Index Admiral Shares|106366|106366|152000|152000|385513
30784||U.S. TREASURY SECURITIES|90384|97951|97951|97951|376904
27580||National City Cap Trust III|6250|6250|5778|5778|367194
27586||Saturns Tribune Company|112204|112204|82308|82308|367194
27585||CBS Corp Sr Notes|33248|33248|34669|34669|367194
27584||Countrywide Capital V|133946|133946|98082|98082|367194
27583||AMBAC Financial|9247|9247|10276|10276|367194
27582||Renaissancere Holdings|30124|30124|27990|27990|367194
27581||Allied Capital Corp|37674|37674|33056|33056|367194
28218||2003 GMC ENVOY|28999|4279|4000|4000|368475
28219||2005 CHEVY TAHOE|29995|17121|18000|18000|368475
28126||MUTUAL FUNDS|336479|336479|331049|331049|368310
28127||GOVERNMENT AGENCY BONDS|46304|46304|46304|46304|368310
30132||2001 FORD TAURUS REDL:SL|18747|0|600|600|373128
30131||2001 FORD TAURUS SILVER LS|17567|0|600|600|373128
29936||US GOVERNMENT SECURITIES (HAVERFORD)|524263|524263|529927|529927|373073
29939||FIRST TRUST SWEEP|433553|433553|433553|433553|373073
29938||HAVERFORD FEDERAL PRIME MONEY MARKET|260435|260435|260435|260435|373073
29937||STOCKS (HAVERFORD)|358619|358619|335726|335726|373073
30156||1,422 Share od Oppenheimer Capital Income Fund|18014|18014|18014|18014|373251
33318||WASHINGTON MUTUAL INVESTMENTS|54713|54713|48218|48218|382515
33321||VARIOUS OFFICE FURNITURE AND EQUIPMENT|395|0|0|0|382515
33320||INVESTMENT COMPANY OF AMERICA|70003|70003|57542|57542|382515
33319||AMERICAN BOND FUND OF AMERICA|68198|68198|60919|60919|382515
