OID|DESCRIPTION|AMOUNT|RPT_ID
11023|PAYROLL TAX WITHHOLDINGS|661|303735
14350|EMPLOYEE WITHHOLDINGS|2293|312533
12088|ACCRUED INTEREST|414|308994
12091|TAX WITHHOLDINGS - FEDERAL|1568|308994
12090|TAX WITHHOLDINGS - STATE|741|308994
12089|ACCRUED WAGES|3406|308994
16668|PAYROLL WITHHOLDINGS|2867|314448
17863|Payroll taxes|1878|315278
11744|Payroll Taxes Payable|2682|307955
11745|Credit Cards Payable|2358|307955
14698|PAYROLL LIABILITIES|2530|312884
14700|CREDIT CARD LIABILITIES|422|312884
14699|FLORIDA SALES TAX PAYABLE|19|312884
12624|Real Estate Taxes Payable|10100|309970
18146|WITHHOLDING PAYABLES|743|316728
12755|PAYROLL TAXES PAYABLE|98|310217
12756|UNION DUES WITHHELD|424|310217
18966|CompBenefits Dental Plan-On Behalf of Affiliates|3522|327616
18968|Union offical insurance/benefits realated debt|10899|327616
18967|Officer salary and Stewards reimbursement Nov/Dec|380|327616
15152|Payroll Liabilities|2216|313439
12663|Xerox copier payoff|1106|310053
17821|Accrued Leave and Sick Pay for Officers|6476|315255
13505|401K|2701|311038
13512|Other Payroll Liabilities|81|311038
13511|State Withholding Tax|1041|311038
13510|SUTA|13|311038
13509|Medicare|681|311038
13508|Federal Withholding Tax|3433|311038
13507|FUTA|47|311038
13506|FICA|2913|311038
15879|PR Taxes Payable|23578|314017
16810|Payroll Liabilities|8331|314541
13754|federal retirement|512|311536
13752|wage tax withheld|107|311536
13753|state unemployment tax withheld|13|311536
13757|officers accrued leave payable|78414|311536
13756|thrift savings|1728|311536
13755|payroll liabilities|3268|311536
18152|PAYROLL TAX LIABILITIES|4821|316751
18045|payroll liabilities|8609|316204
7844|State Unemployment Tax|122|291802
7846|Officer withholdings|291|291802
7845|Employee dues|164|291802
15015|PAYROLL WITHHOLDING TAXES|7654|313330
13953|Payroll Taxes Payable|15292|311763
13955|American Express Payable|3175|311763
13954|Payroll W/H Payable|1398|311763
18033|UNION DUES PAYABLE|132|316157
22570|PAYROLL LIABILITIES|2384|339827
12682|NONE|0|310074
18493|payroll tax|4325|321476
18494|fringe benefits to Postal Data Center|35075|321476
21807|SECURITY DEPOSITS|1064|337250
19488|Payroll Taxes|13451|331433
19489|Thrift Savings|7817|331433
8963|NALC PER CAPITAL TAX NATIONAL|46540|298967
8964|NALC PER CAPITAL STATE|2502|298967
18923|PAYROLL TAXES PAYABLE|4330|327071
17812|PAYROLL TAXES|5492|315240
17814|ACCRUED DELEGATE FUND|4379|315240
17813|EMPLOYEE BENEFITS|12898|315240
18542|Accrued and withheld payroll taxes|288|321996
19017|Accrued payroll taxes|1089|328061
22893|DEFERED INCOME|37697|341823
12896|PAYROLL TAXES WITHHELD AND ACCRUED|3961|310333
12898|RENT RECEIVED IN ADVANCE|762|310333
12897|SICK AND ANNUAL LEAVE PAYABLE|38759|310333
18620|federal withholding|1636|323748
18623|USPS reimbursement  for retirement and benefits|4272|323748
18622|MED|360|323748
18621|FICA|1539|323748
16616|State of Florida|646|314407
18287|WITHHELD PAYROLL DEDUCTIONS|91|317626
18286|SICK LEAVE BENEFITS PAYABLE|67359|317626
18289|PREPAID RENT|995|317626
18288|DAMAGE DEPOSITS|1950|317626
14966|PAYROLL LIABILITIES|288|313284
15536|Delta Skymiles American Express Card|3789|313698
15539|Employee Tax Withholding|3953|313698
15538|Employer Payroll Taxes|1645|313698
15537|Marriott Rewards VISA|100|313698
12119|PAYROLL WITHHOLDING LIABILITY|1269|309232
16285|Payroll Taxes Withheld|4421|314265
19687|PAYROLL TAXES|3248|332251
19689|NALCREST KEY DEPOSIT|80|332251
19688|DUE TO MDA|143|332251
17570|Employees FICA and Medicare taxes withheld|343|314853
17572|Employers unemployment taxes, state and federal|313|314853
17571|Employer FICA and Medicare taxes|343|314853
13860|PAYROLL TAXES PAYABLE|5643|311603
13864|UNION DUES PAYABLE|116|311603
13863|INSURANCE PAYABLE|138|311603
13862|HEALTH BENIFITS PAYABLE|385|311603
13861|PENSION PAYABLE|1090|311603
18260|WITHHELD PAYROLL TAXES|905|317498
18261|OTHER PAYROLL TAXES|1288|317498
18343|ACCRUED & WITHHELD PAYROLL TAXES & OTHER WITHHELD|3750|318871
13738|2006 Payroll Withholdings|4356|311528
13739|2006 Payroll Taxes|333|311528
14198|PAYROLL WITHOLDING|3600|312252
14201|SALARIES|4500|312252
14200|REAL ESTATE TAXES|5321|312252
14199|TAXES(PAYROLL)|2584|312252
23168|FEDERAL INCOME TAXES|717|343142
23175|PER CAPITA TAXES - CAP COUNCIL|828|343142
23174|PER CAPITA TAXES - INTERNATIONAL|17131|343142
23173|UNEMPLOYMENT TAXES, STATE|225|343142
23172|UNEMPLOYMENT TAXES, FEDERAL|62|343142
23171|STATE INCOME TAXES|491|343142
23170|FICA-EMPLOYER OASDI & HI|622|343142
23169|FICA-EMPLOYEE OASDI & HI|622|343142
53602|Bank of America Mastercard|349|438537
53605|Payroll Tax Liabilities|7405|438537
53604|County Bank Visa|776|438537
53603|VISA|1592|438537
15436|Payroll Taxes Payable|2986|313615
16535|Withholdings|568|314372
16537|Officer benefits|5069|314372
16536|Accrued Leave & Sick benefits|15251|314372
11624|Payroll liabilities|17084|307109
12846|ACCRUED PAYROLL TAXES|603|310275
22056|OBLIGATION UNDER CAPITAL LEASE|27257|338043
22057|MORTGAGE PAYABLE|24940|338043
16883|None|0|314601
19203|RETIREMENT PAYABLE|15226|329690
19204|PAYROLL TAXES|700|329690
11113|PAYROLL TAXES PAYABLE|5221|304358
10047|Payroll Liabilities|6847|300070
10048|Riess AL & SL|28704|300070
8611|FICA - PAYROLL LIABILITY|9|297917
8616|PAYROLL LIABILITIES|469|297917
8615|UNION DUES WITHHOLDING|139|297917
8614|HEALTH & LIFE INSURANCE WITHHOLDING - PAYROLL LIAB|108|297917
8613|RETIREMENT WITHHOLDING - PAYROLL LIABILITY|31|297917
8612|MICHIGAN WITHHOLDING TAX - PAYROLL LIABILITY|1352|297917
8898|COMPENSATED ABSENCES PAYABLE|18088|298904
8899|EMPLOYEE BENEFITS PAYABLE|446|298904
11122|PAYROLL LIABILITIES|22391|304477
8966|PAYROLL LIABILITIES|5842|298969
9320|PAYROLL TAXES PAYABLE|16527|299336
9321|OTHER MISCELLANEOUS PAYROLL WITHHOLDINGS|3936|299336
10068|401(K) PAYABLE|2847|300174
10071|UNION DUES WITHHELD|118|300174
10070|PAYROLL TAXES WITHHELD|1333|300174
10069|STEWARD BENEFITS WITHHELD|472|300174
8919|Federal tax withholdings|1887|298919
8924|Federal unemployment insurance|101|298919
8923|State unemployment insurance|160|298919
8922|USPS Employee benefits|4392|298919
8921|State tax withholdings|798|298919
8920|FICA withholdings|2299|298919
8976|ACCRUED EXPENSES|36483|298980
21415|Payroll liabilities|8785|335493
8684|Payroll Taxes Due|1104|298303
8906|INTERNAL REVENUE SERVICE - PAYROLL TAXES WITHHELD|6312|298912
8910|NRLCA UNION DUES WITHHELD|135|298912
8909|USPS ACCOUNTING SERVICE - LIFE INSURANCE PAYABLE|95|298912
8908|USPS ACCOUNTING SERVICE - HEALTH INSURANCE PAYABLE|1355|298912
8907|USPS ACCOUNTING SERVICE - FERS RETIREMENT PAYABLE|790|298912
8970|PAYROLL TAXES|4376|298974
8972|BENEFITS PAYABLE|6615|298974
8971|UNION DUES|1478|298974
9328|CREDIT CARD JONES|437|299340
9336|PAYROLL LIABILITIES SUTA|86|299340
9335|PAYROLL LIABILITIES BENEFITS|1228|299340
9334|PAYROLL LIABILITIES STATE WITHHOLDING|858|299340
9333|PAYROLL LIABILITIES FEDERAL WITHHOLDING|2039|299340
9332|PAYROLL LIABILITIES MEDICARE|404|299340
9331|PAYROLL LIABILITIES SOCIAL SECURITY|1729|299340
9330|CREDIR CARD STRITE|141|299340
9329|CREDIT CARD MEUSEL|2865|299340
8925|Payroll Liabilities|43413|298927
8927|Accured Sick Leave for Full Time Employees|15250|298927
8926|Accured Annual Leave for Full Time Employees|10500|298927
15274|Payroll Withholding|4756|313514
16898|PER CAPITA DUES PAYABLE|30398|314610
16899|ACCRUED AUDIT EXPENSES|8000|314610
13951|PAYROLL TAXES PAYABLE|12195|311760
18932|VISA CARD PAYABLE|4994|327171
18934|SECURITY DEPOSITS PAYABLE|1445|327171
18933|BENEFIT WITHHOLDING LIABILTIES|3550|327171
9836|None|0|299883
9930|PAYROLL TAXES|8815|299937
12373|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|2642|309588
8539|FICA Payable|5243|297511
8542|Accrued SUTA|301|297511
8541|Accrued FUTA|219|297511
8540|State Withholding|960|297511
11301|Employee withholding payale|2844|305533
14777|BRUSH GRAPHICS|550|312992
14778|MUSCULAR DYSTROPHY ASSOCIATION|1506|312992
13156|UNFUNDED DEFERRED EXPENSES|54735|310656
12965|Payroll taxes|1167|310385
12391|ACCRUED PAYROLL|6660|309611
12392|ACCRUED VACATION|12972|309611
16871|PAYROLL TAXES|2281|314582
16874|RENTAL SECURITY DEPOSITS|1861|314582
16873|OTHER WITHHOLDINGS|408|314582
16872|TAX WITHHOLDINGS|51956|314582
16350|Accrued Pension|71761|314296
16352|Accrued Payroll Taxes|16006|314296
16351|Accrued Payroll|229527|314296
16487|NONE|0|314356
19013|Payroll Withholdings Payable|10811|328030
19014|Payroll Tax Expense Payable|3607|328030
11964|Accrued Leave and Sick Pay for Officers|31845|308720
13839|NON PAYROLL TAX WITHHOLDING NOT REMITTED AT Y/E|2338|311573
14616|NONE|0|312840
14357|Payroll Taxes|3583|312537
18362|INCOME TAXES PAYABLE, MO 1120 Y/E 12/31/03 AND 04|32428|319231
18354|INCOME TAXES PAYABLE 2002-2006 FORM 990T|49090|319231
18361|INCOME TAXES PAYABLE, FED 1120 Y/E 12/31/03 AND 04|195755|319231
18360|FICA, FED W/H, FUTA, SUTA TAXES 3RD & 4TH QTR 2006|20079|319231
18359|MISSOURI WITHHOLDING PAYABLE 1998-2006|16155|319231
18358|INCOME TAX PENALTIES AND INTEREST 2002-2005 990T|24828|319231
18357|UNITED STATES POSTAL SERVICE HEALTH INSURANCE|25948|319231
18356|USPS PENSION FUND-VICKIE JONES|11388|319231
18355|LIUNA LOCAL UNION A DISTRICT COUNCIL PENSION FUND|46869|319231
18363|USPS PENSION FUND-LINDA TAYLOR|30250|319231
16859|Payroll Taxes payable|8763|314569
16876|PAYROLL TAX AND WITHHOLDING LIABILITIES|49|314586
14274|PAYROLL TAXES WITHHELD AND ACCRUED|5991|312395
17607|Accrued Leave By President|4826|314873
17608|Undisbursed Withholdings|299|314873
16587|ACCRUED SALARIES|911529|314400
16595|DEATH CLAIMS LIABILITY|114072|314400
16594|PAYROLL WITHHOLDINGS|3054|314400
16593|ACCRUED PENSION COST|5965049|314400
16592|REAL ESTATE TAX ESCROW-C19|1683|314400
16591|ACCRUED HEALTH BENEFITS|17029718|314400
16590|DEFERRED PER CAPITA REVENUE|717464|314400
16589|ACCRUED VACATION|1128991|314400
16588|LOCAL UNION MONIES IN ESCROW|106624|314400
10879|AD&D Payable|585|303434
10878|Accrued Salaries|1359218|303434
10885|Accrued Expenses|285399|303434
10884|Other Liabilities|23286|303434
10883|Dues Paid In Advance|93334|303434
10882|Deferred Rent Revenue|68294|303434
10881|Dues W/H Payable|246049|303434
10880|Deferred Compensation|229084|303434
13504|PAYROLL TAXES DUE|1328|311036
11168|Misc Liabilities|21329|304872
13491|THE DENTAL NETWORK|13829|311025
12206|Federal income tax withholdings - December 2006|1961|309407
12208|Federal Unemployment tax - 2006|223|309407
12207|State income tax withholdings - December 2006|492|309407
18451|Accrued Payroll|266|321139
15971|PAYMENTS TO AFFILIATES|76324|314076
16037|FEDERAL PAYROLL TAXES|731|314132
16038|STATE PAYROLL TAXES|728|314132
13558|Payroll Taxes|554|311117
13455|91 FUTA TAXES|3994|310986
13459|SALARIES|600|310986
13458|AFGE PER CAPITA|9758|310986
13457|STATE UNEMPLOYMENT TAX|5|310986
13456|STATE INCOME TAX|489|310986
53633|Not Applicable|0|438704
34094|Per Capita Dues Payable|20416|373835
8731|0|0|298530
18495|PAYROLL TAXES|2293|321477
18496|VACATION AND SICK LEAVE|18785|321477
15255|FUTA Tax for 2005|56|313506
15259|Colonial Disability Insurance|4201|313506
15258|Delta Dental|14759|313506
15257|State Payroll Taxes for 4th Qtr of 2005|551|313506
15256|Federal Payroll Taxes for December of 2005|1024|313506
19312|PER CAPITA TAX PAYABLE|25071|330579
18445|FEDERAL UNEMPLOYMENT TAXES|19|321121
18449|EMPLOYER FICA/MECA TAXES|185|321121
18448|FEDERAL TAXES|177|321121
18447|STATE TAXES|128|321121
18446|STATE UMPLOYMENT TAXES|29|321121
10445|PAYROLL TAX LIABILITIES|500|302062
18582|Payroll withholdings|1461|323217
10428|SOCIAL SECURITY|491|301950
10431|SINOT|29|301950
10430|INCOME TAX|35|301950
10429|MEDICARE|115|301950
31029|PAYROLL LIABILITIES|1640|366247
18783|PAYROLL DEDUCTIONS PAYABLE|47|326443
11380|Surety bond payable|45|305998
11387|Capital lease obligation|3565|305998
11386|Washington Metro Council per capita payable|3332|305998
11385|Per capita payable|39321|305998
11384|Rebates payable|10642|305998
11383|Accrued vacation payable|17133|305998
11382|Accrued pension obligation|23466|305998
11381|Accrued salaries|6948|305998
16881|Employee payroll withholdings|24708|314598
14814|PAYROLL WITHHOLDINGS|249|313103
19540|Payroll taxes payable|151|331817
14023|ACCRUED PAYROLL TAXES|9675|311858
9658|PAYROLL WITHHOLDINGS|1857|299707
11949|0|0|308684
11960|Workers Comp Insurance|239|308684
11959|City Income Tax Withheld|536|308684
11958|Federal Unemployment Tax|94|308684
11957|School District Income Tax Withheld|57|308684
11956|State Taxes Withheld|208|308684
11955|Federal income taxes|1929|308684
11954|0|0|308684
11953|0|0|308684
11952|Union Dues Withheld|42|308684
11951|Retirement Savings Withheld|40|308684
11950|Charitable Contributions Withheld|20|308684
13225|Payroll and withholding taxes payable|553|310758
9452|Per capita taxes collected|19889|299517
13642|insurance withheld  owed to Postal Data Center|91|311187
13643|TSP withheld paid to National union|474|311187
11242|PAYROLL TAXES PAYABLE|684|305359
10830|WITHHELD PAYROLL DEDUCTIONS|8174|303284
10831|DEFERRED AGENCY FEES|486|303284
16980|County Withholding Payable|54|314671
16975|Credit Card Payable|3156|314671
16979|State Withholding Payable|475|314671
16978|FICA Payable|1769|314671
16977|Federal WithHolding Payable|790|314671
16976|Accrued Pension Payable|4568|314671
16984|Accrued Interest Payable - National Office|54397|314671
16983|FUTA Payable|35|314671
16982|SI Payable|46|314671
16981|City Withholding Payable|107|314671
9301|WITHHELD BENEFITS PAYABLE|4074|299324
28956|NONE|0|351872
10764|PAYROLL TAXES|1145|303092
15553|SEIU Retirememb Payable|127267|313708
15556|Vacation Payable|703696|313708
15555|Per Capita Tax Payable|354022|313708
15554|Accrued Payroll|151088|313708
15250|PAYROLL TAXES PAYABLE|5073|313503
15253|ACCRUED SEVERENCE|77321|313503
15252|OTHER PAYROLL WITHHOLDINGS|709|313503
15251|PENSION LIABILITY|1925|313503
12748|ACCRUED ANNUAL AND SICK LEAVE|12827|310211
12750|THRIFT SAVINGS PLAN LOAN PAYROLL DEDUCTION PAYABLE|67|310211
12751|ACCRUED STATE INCOME TAXES|691|310211
12749|ACCRUED PAYROLL|34355|310211
11601|4TH QTR FED PAYROLL TAX|698|306962
11604|SECRETARY'S PENSION|189|306962
11603|STATE WITHHOLDING TAX|300|306962
11602|STATE QTRLY UNEMPLOYMENT|31|306962
16026|Payroll taxes and withholdings|13100|314116
9084|Security deposits|3000|299122
8475|PAYROLL WITHHOLDINGS|3690|297127
15121|STAT WITHHOLDING PAYABLE|1264|313403
15254|State Unemployment Contributions|38|313505
15487|ACCRUED VACATION PAYABLE|10928|313658
8700|VACATION WITHHOLDING|660|298404
8702|CLIC WITHHOLDING|102|298404
8701|WORK FEES WITHHOLDING|448|298404
15398|VACATION AND SICK LEAVE PAYABLE|46190|313583
21527|PAYROLL TAXES PAYABLE|1598|335803
14708|Accrued Payroll|14217|312902
14711|Other Accrued Liabilities|94|312902
14710|Retiree Rebate Account|6029|312902
14709|Accrued Real Estate Taxes|30922|312902
14502|Accrued Payroll & W/H Taxes|4123|312724
11609|Withheld Thrift Savings Plan Deposits|418|306965
24046|Payroll Liabilities|6661|345698
24048|Katrina Relief Payable|91|345698
24047|Per Capita Tax Payable|100000|345698
11931|PAYROLL TAXES PAYABLE|6185|308586
16492|PAYROLL TAXES|1823|314358
16493|CAPITAL LEASE OBLIGATIONS|10863|314358
18471|PERMIT FEES DUE TO INTERNATIONAL UNION|118827|321332
18472|PER CAPITA TAXES|8224|321332
8117|ACCRUED VACATION PAY|170562|294056
14537|Federal Withholding|355|312775
14544|Employer Share Medicare|55|312775
14543|Employers Share Fica|234|312775
14542|Federal Unemployment|44|312775
14541|State Unemployment|5|312775
14540|State Income Tax Withheld|119|312775
14539|Medicare Withheld|55|312775
14538|Social Security Withheld|234|312775
17652|PENSION AND HEALTHCARE WITHHOLDINGS|1970|315013
15582|Employee Payroll Liabilities|14161|313742
15583|Employer Payroll Liabilities|3649|313742
11366|End of Year income tax , FICA, Medicare, W/H|4836|305804
15056|KATRINA RELIEF FUND|5|313361
15058|PAYROLL LIABILITIES PAYABLE|7267|313361
15057|SCHEME CASE DEPOSITS|280|313361
18073|SECURITY DEPOSITS|10249|316459
18074|DUES PAYABLE - FUNDS RECEIVED IN ERROR|6069|316459
16912|Payroll taxes payable|1797|314625
9442|C.O.P.E. WITHHELD|472|299493
9443|NORMAL MONTHLY ACCOUNTS PAYABLE|11323|299493
18768|Payroll Taxes Payable|3394|326195
18770|Insurance|59|326195
18769|Thrift Savings Plan|603|326195
11167|Payroll withholdings payable|5084|304871
15972|Payroll Taxes Payable|2334|314077
19216|Security Deposits|2546|329973
19217|Payroll tax payable|954|329973
16154|Payroll Taxes Payable|2410|314209
16625|PER CAPITA|85000|314419
16621|ACCRUED COMPENSATION|214352|314419
16624|EMPLOYEE DUES AND 401K|34682|314419
16623|SECURITY DEPOSITS|7620|314419
16622|CAPITAL LEASE PAYABLE|39900|314419
12149|FED 941|1339|309263
12153|IL 941|107|309263
12152|IOWA 941|367|309263
12151|IA UNEMPLOYMENT|85|309263
12150|FED 940|53|309263
17835|Members' Insurance Premium Payable|35983|315267
17504|Payroll Taxes and Deductions Payable|59069|314831
17505|From Members for Disbursements on their Behalf|104|314831
9931|PAYROLL TAXES PAYABLE|2127|299938
11724|PAYROLL TAXES|2884|307910
14984|Payroll taxes payable|187|313303
13844|Payroll taxes payable|539|311578
13845|Credit  card payable|1004|311578
8784|PowerNel Credit Union - Auto|20404|298635
14842|Due to AFSCME Council 4|219428|313181
14844|Due to Chapters|724078|313181
14843|Due to AFSCME International|104164|313181
15602|ACCRUED PENSION|1373115|313784
15605|MICELLANEOUS ACCRUED EXPENSES|2000|313784
15604|ACCRUED SEVERANCE|168000|313784
15603|ACCRUED VACATION|195000|313784
15851|Accrued payroll taxes|2261|313999
11088|PAYROLL TAXES PAYABLE|400|304165
11089|401K WITHHELD|1789|304165
13713|PAYROLL WITHHOLDING TAXES|1598|311502
16986|LOCAL 257 FUNDS|13690|314674
14730|PENSION FUND PAYABLE|354|312922
14731|PAYROLL TAXES WITHHELD AND ACCRUED|4101|312922
15095|PAYROLL LIABILITIES|17611|313385
15097|DEFERRED 585 RETIREE INCOME|1982|313385
15096|ADVANCE FROM SEIU CHILDCARE|1723|313385
14805|WITHHELD PAYROLL TAXES|1149|313087
9379|Accrued Taxes|6608|299364
9382|Contractor Bonds Held|25431|299364
9381|Accrued Union Benefits|135740|299364
9380|Accrued Compensation|122240|299364
18597|FEDERAL INCOME TAXES (941)|1353|323256
18603|PER CAPITA TAXES - CAP COUNCIL|1943|323256
18602|PER CAPITA TAXES - iNTERNATIONAL|40172|323256
18601|UNEPLOYMENT TAXES, STATE|1004|323256
18600|UNEMPLOYMENT TAXES, FEDERAL|79|323256
18599|CITY INCOME TAXES|95|323256
18598|STATE INCOME TAXES FORWARD|397|323256
10677|Beneficios a Empleados por Pagar|6388|302739
10678|Contribuciones Retenidas por Pagar|9654|302739
15352|PAYROLL TAXES|4823|313558
15353|EMPLOYEES|565|313558
9970|ACCRUED PAYROLL|13514|299991
9972|PENSION PAYABLE|95172|299991
9971|ACCRUED VACATION & SICK COMPENSATION|672506|299991
8732|STATE WITHHOLDING|178|298537
11577|CITY OF LORAIN INCOME TAXES WITHHELD|115|306771
11583|UNION DUES FORWARDED|312|306771
11582|OHIO SCHOOL DISTRICT INCOME TAXES|7|306771
11581|OHIO BUREAU OF WORKERS COMP INS|1260|306771
11580|OHIO DEPT OF JOB & FAMILY SERVICES|315|306771
11579|OHIO STATE INCOME TAXES WITHHELD|608|306771
11578|SHEFFIELD VILLAGE INCOME TAXES WITHHELD|287|306771
7910|Withholding Taxes|26849|292827
14100|Cash held as trustee|14669|311969
14102|Postretirement benefit obligation|1429250|311969
14101|Accrued sick and vacation|923127|311969
18637|SEGURO SOCIAL A PAGAR|3016|324276
18640|COLCPE|72|324276
18639|INCOME TAX A PAGAR|1100|324276
18638|SINOT A PAGAR|129|324276
12578|SEP/IRA Payable|33057|309911
12579|FUTA Tax 2006 (940)|224|309911
9795|Security Deposits|5635|299857
13462|Escrow Deposit Liability|49|310990
15437|Payroll Tax Withholding|7542|313616
15438|Refundable Deposits|114130|313616
16885|FICA Payable|2592|314604
16890|Other Witholdings|266|314604
16889|Accounts Payable|10858|314604
16888|SUTA Payable|1730|314604
16887|FUTA Payable|2738|314604
16886|FIT Payable|16174|314604
14754|WITHHELD AND ACCRUED PAYROLL TAXES|1750|312958
12828|ACCRUED SEVERANCE PAYABLE|1402474|310270
12835|ACCRUED SUBSIDIES|29269|310270
12834|ACCRUED HEALTHCARE REIMBURSEMENT ARRANGEMENT|114941|310270
12833|ACCURED EXPENSES|258449|310270
12832|ACCURED WITHOLDING PAYABLE|2211|310270
12831|DUE TO COPE|316888|310270
12830|ACCURED REAL ESTATE TAX|30000|310270
12829|ACCRUED VACATION|323949|310270
13631|SEVERANCE PAY|254460|311179
14432|STATE WITHHOLDING|409|312620
14433|PER CAPITA WITHHOLDING|12|312620
9991|Credit Card Payable|81|300016
9993|Payroll Taxes Withheld|564|300016
9992|Payroll Taxes Payable|2359|300016
14287|Deferred Revenue|25740|312430
10264|Accrued Expenses|25240|301405
10265|Payroll Taxes Payable|698|301405
12922|FEDERAL TAX WITHHELD|651|310345
12925|SUTA - 4TH QUARTER|3|310345
12924|FUTA - 940 TAXES - 4TH QUARTER|18|310345
12923|STATE TAX WITHHELD|217|310345
18413|Accrued Vacation|622983|320697
18428|Deferred Life Insurance|0|320697
18427|Child Care Benefit Payable|1345|320697
18426|Medical Care Assistance Payable|9467|320697
18425|Accrued Convention Payable|314124|320697
18424|Misc Payable|0|320697
18423|Employee Post Retirement Obligation|12029050|320697
18422|Deferred Income Organizing Payable|0|320697
