OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|CASH_PAID|RPT_ID
163407||NA|0|0|0|583606
166347||COMPUTER EQUIPMENT|9952|9952|9952|586570
158875||AMERICAN FUNDS - BOND FUND OF AMERICA, CLASS A|1485|1485|1485|562991
158879||CASH PAYMENTS FOR TWO NEW VEHICLES|32712|32712|32712|562991
158878||CASH PURCHASES OF NEW PHONES|1072|1072|1072|562991
158877||BUILDING IMPROVEMENTS - CARPETING|3698|3698|3698|562991
158876||BUILDING IMPROVEMENTS - HVAC FOR CONFERENCE ROOM|1914|1914|1914|562991
156248||FURNITURE AND EQUIPMENT|8323|8323|8323|561974
156249||MUTUAL FUNDS|279906|279906|279906|561974
163163||OFFICE FURNITURE|5664|5664|5664|583388
163168||VIRTUS SENIOR FLOATING RATE FUND CLASS C|1405|1405|1405|583388
163167||LORD ABETT SHORT DURATION INCOME FUND|1407|1407|1407|583388
163166||EATON VANCE EMERGING MARKETS LOCAL INCOME FUND|684|684|684|583388
163165||CARPORT|298|298|298|583388
163164||OFFICE EQUIPMENT|1738|1738|1738|583388
165857||Vanguard Crisis Fund|50625|50625|50625|585951
154775||OFFICE EQUIPMENT|2403|2403|2403|557229
155305||Building improvements (199 North Wellwood Ave)|209006|209006|209006|559703
155739||TRAILER|2035|2035|2035|561376
161346||FOLDING CHAIRS - 30|1079|1079|1079|580759
161347||H.P. LASER FAX|325|325|325|580759
159659||EQUIPMENT|10422|10422|10422|574157
155662||Access Midstream Partners LP|6024|6024|6024|561285
155680||Ford Edge|27309|27309|27309|561285
155679||FT GLB Div Ldr|59993|59993|59993|561285
155678||FT Sabrient BKRS|30000|30000|30000|561285
155677||FT DP Val Sub|50598|50598|50598|561285
155676||FT Eur Deep Val Sub|99994|99994|99994|561285
155675||FT GLB Div Ldr|99998|99998|99998|561285
155674||FT RBA Tactical M&A|9999|9999|9999|561285
155673||First Tr New Opp MLP & Energy Fund|50000|50000|50000|561285
155672||Invesco Balances Risk Allocation|100000|100000|100000|561285
155671||Western Gas Equity Partners|6063|6063|6063|561285
155670||Plains All American Pipeline LP|6060|6060|6060|561285
155669||Phillips 66 Partners LP|6125|6125|6125|561285
155668||MPLX LP|6079|6079|6079|561285
155667||Magellan Midstram Partners LP|6041|6041|6041|561285
155666||Enterprise Prod Partners LP|5988|5988|5988|561285
155665||Energy Trans Equity LP|6077|6077|6077|561285
155664||Cheniere Energy Partners LP|6064|6064|6064|561285
155663||Atlas Energy LP|6019|6019|6019|561285
154831||OFFICE EQUIPMENT|6032|6032|6032|557577
154832||OFFICE BLDG, 333 EAST BROADWAY, MAYFIELD, KY 42066|110719|110719|110719|557577
163297||Computer|1351|1351|1351|583463
163298||Share Point Credit Union CD, MMs and Savings|1080|1080|1080|583463
161559||TABLES AND CHAIRS|962|962|962|581211
171405||None|0|0|0|600202
159939||Various mutual funds( Principal and American)|457|457|457|574554
159952||Laptop|379|379|379|574554
159951||conference table|210|210|210|574554
159950||Front doors|352|352|352|574554
159949||Heater for office|418|418|418|574554
159948||Double Windows|440|440|440|574554
159947||Shelving|529|529|529|574554
159946||Board Room Chairs|743|743|743|574554
159945||toilet for Hall|466|466|466|574554
159944||vanity for bathroom|648|648|648|574554
159943||computers for office|1584|1584|1584|574554
159942||Gas Fireplace|3780|3780|3780|574554
159941||Laminate Floorining and underlayment|5551|5551|5551|574554
159940||Epson Wireless Projector|727|727|727|574554
159334||US GOVERNMENT AND GOVERNMENT AGENCIES|1181660|1181660|1181660|573263
159342||AUTOMOBILES|954213|954213|954213|573263
159341||SOFTWARE|163382|163382|163382|573263
159340||COMPUTER EQUIPMENT|123673|123673|123673|573263
159339||IMPROVEMENTS|1230187|1230187|1230187|573263
159338||OFFICE FURNITURE AND EQUIPMENT|115825|115825|115825|573263
159337||STRUCTURED ASSETS|9685|9685|9685|573263
159336||MUTUAL FUNDS|2945778|2945778|2945778|573263
159335||CORPORATE BONDS|3604232|3604232|3604232|573263
155540||Automobile|25045|20545|20545|560851
159478||Office furniture and equipment|2165|2165|2165|573672
159974||n/a|0|0|0|575079
163499||HP Laserjet Pro Printer|832|832|832|583698
163503||Mutual Funds|194911|194911|194911|583698
163502||2015 Chevy Equinox|27565|27565|27565|583698
163501||5 Computers & Installation Labor|7030|7030|7030|583698
163500||Document Mail|7321|7321|7321|583698
158534||US Government and agency securities|1765521|1765521|1765521|562710
158539||Building improvements|125019|125019|125019|562710
158538||Furniture fixtures and equipment|65929|65929|65929|562710
158537||Common stock|1278203|1278203|1278203|562710
158536||Mutual funds|749506|749506|749506|562710
158535||Corporate bonds|785290|785290|785290|562710
163032||Computer Equipment|3237|3237|3237|583221
162742||COMPUTER|1631|1631|1631|583111
173295||Interior spray foam insulation|15000||15000|606505
173294||Bldg. Improvements, 1014 Atlantic Ave., Atlantic C|36090||36090|606505
173302||reception desk, cubicles, & office chairs|17674||17674|606505
173301||front window sign and wall mural|4775||4775|606505
173300||telephone system placed in service|132372||132372|606505
173299||1st floor renovations|119938||119938|606505
173298||1st floor carpeting|10225||10225|606505
173297||electric baseboard heaters & split AC system|13032||13032|606505
173296||1st Floor HVAC & furnace|11395||11395|606505
164407||MUTUAL FUNDS|3792|3792|3792|584351
164408||LAPTOP UPGRADE|575|575|575|584351
161022||New asphalt parking lot|18450|18450|18450|579957
161024||Pole Barn Addition|22630|22630|22630|579957
161023||Wall Furnance|2922|2922|2922|579957
166661||FILEMAKER SOFTWARE|1164|1164|1164|586961
166664||COMPUTER FOR CFS|621|621|621|586961
166663||3- 8 GIG MEMORY|545|545|545|586961
166662||DELL OPTIPLEX SERVER|961|961|961|586961
166286||4672 SH AMERN US GOVT SECS FUND CL A|67000|67000|67000|586509
166292||2014 FORD FUSION HYBRID|19612|19612|19612|586509
166291||2014 FORD FUSION HYBRID|20775|20775|20775|586509
166290||1228 SH INVESTMENT CO OF AMERICA|54000|54000|54000|586509
166289||4876 SH INTER BOND FD OF AMERICA|67417|67417|67417|586509
166288||1118 SH GROWTH FUND OF AMERICA|54000|54000|54000|586509
166287||5199 SH BOND FUND OF AMERICA|68000|68000|68000|586509
166825||COMPUTER EQUIPMENT & ACCESSORIES|2921|1341|2921|587150
166827||PURCHASES OF MUTUAL FUNDS|112400|112400|112400|587150
166826||2 FLAT SCREEN & SOUND SYSTEM FOR UNION HALL|14534|6540|14534|587150
165842||COMPUTERS AND ACCESSORIES|9674|9674|9674|585910
165844||SECURITY CAMERA|1512|1512|1512|585910
165843||OFFICE FURNITURE AND EQUIPMENT|1784|1784|1784|585910
168049||COMPUTERS|3600|3240|3600|592590
164520||0|0|0|0|584521
167658||Franklin Balance Sheet Fund|14960|14960|14960|591301
167665||New roof|18000|18000|18000|591301
167664||Templeton Global Fund|9023|9023|9023|591301
167663||Mutual Global Discovery Fund|8959|8959|8959|591301
167662||Franklin Strategic Income Fund|8870|8870|8870|591301
167661||Franklin Rising Dividend Fund|8282|8282|8282|591301
167660||Franklin Income Fund|8542|8542|8542|591301
167659||Franklin Flex Cap Growth Fund|15561|15561|15561|591301
165377||Office Equipment - Fax|128|128|128|585592
154821||NONE|0|0|0|557555
163070||Computer Equipment|316|316|316|583310
162108||2 HP COMPUTERS|1682||1682|582179
162109||A/C UNIT|5026||5026|582179
167050||None|0|0|0|587342
159994||BUILDING IMPROVEMENTS|9761|9761|9761|575792
162446||FORD FUSION |28342|28342|28342|582732
162447||CRYSLER TOWN AND COUNTRY VAN|20675|20675|20675|582732
158029||COMPUTER|2306|2306|2306|562473
167413||2014 Lincoln MKX -  lease (Flood damaged)|16723|16723|16723|589277
167414||2015 Lincoln MKX - lease|17218|17218|17218|589277
164547||Mutual funds|4301|4301|4301|584617
163704||Computer|1707|1707|1707|583894
161832||AUTOMOBILE-2014 CHEVY CRUISE|18978|18978|18978|581633
161837||ACCRUED INTEREST|2467|2467|2467|581633
161836||GOLDMAN SACHS NEW YORK NY CD|242295|242295|242295|581633
161835||DISCOVER BK GREENWOOD DE CD|190000|190000|190000|581633
161834||GE CAP RET BK DRAPER UT CD|245000|245000|245000|581633
161833||FURNITURE & EQUIPMENT|8328|8328|8328|581633
161527||0|0|0|0|581139
171331||Dell Computers|1848|1848|1848|600007
171333||Air Conditioners|1896|1896|1896|600007
171332||Computer Monitors|192|192|192|600007
165845||Computer Systems Upgrades|1169|935|1169|585913
165846||LJ Pro Printer|470|376|470|585913
164962||Refrigerator|463|463|463|585123
162060||MUMS software|1595|1595|1595|582092
162057||Phone system|2395|2395|2395|582092
162059||Symantec software|212|212|212|582092
162058||Laptop|270|270|270|582092
162061||Lock installations|940|940|940|582092
164546||internet router|106|106|106|584610
161025||Furniture and fixtures|1472|1472|1472|579961
161859||FURNITURE & EQUIPMENT|491|491|491|581651
161861||BUILDING IMPROVEMENTS:SIGNS,LIGHTS,DOWNSPOUT,ELEC|7747|7747|7747|581651
161860||BUILDING IMPROVEMENTS: STUCCO(SCOTTISH HOME IMPROV|19000|19000|19000|581651
171338||DESK|500|500|500|600015
171340||LAPTOP COMPUTER|700|700|700|600015
171339||BOOK SHELVES (2)|300|300|300|600015
167448||Office equipment|1436|1436|1436|589945
167447||Building improvements - 3003 W Cypress St, Tampa |79422|79422|79422|589945
163654||N/A|0|0|0|583839
161624||Morgan Stanley U.S. Securities Trust A|590|590|590|581323
161625||Morgan Stanley Pioneer Stretgic Income fund B|2138|2138|2138|581323
161579||DROP IN LIGHTS|840|840|840|581234
161585||SOUND SYSTEM|1799|1799|1799|581234
161584||PHONE SYSTEM|3673|3673|3673|581234
161583||WATER FOUNTAIN|426|426|426|581234
161582||DESK|329|329|329|581234
161581||SEAL COAT PARKING LOT|4050|4050|4050|581234
161580||A/C COMPRESSOR|1900|1900|1900|581234
161373||Equiptment - 3 Ton Heating/AC Unit|6450|6450|6450|580847
163082||Water Cooler|117|117|117|583321
163085||Framed Documents and Artwork|931|931|931|583321
163084||Office Furniture & Equipment|3149|3149|3149|583321
163083||Phone Tree|2796|2796|2796|583321
163004||Improvements to building at 11716 W Greenfield Ave|68169|68169|68169|583208
163005||Flooring in building at 11716 W Greenfield Ave|6625|6625|6625|583208
165643||FURNITURE - MEETING ROOM|985|985|985|585772
165648||4 DELL OPTIPLEX 7010|4058|4058|4058|585772
165647||DELL MONITORS/KEYBOARDS|908|908|908|585772
165646||SERVER & SET UP|3848|3848|3848|585772
165645||DELL PC-SEC-TREAS|1020|1020|1020|585772
165644||SHREDDER|873|873|873|585772
166694||VENDING MACHINE|5590|5590|5590|587020
160070||copier|1200|1200|1200|576199
165663||Copier|24844||24844|585779
158746||PURCHASE OF LAPTOP|1887|1887|1887|562887
158690||DELL LAPTOP AND DOCKING STATION|2660|2660|2660|562817
158693||FNMA MEDIUM TERM NOTE|11902|11902|11902|562817
158692||FEDERAL FARM CREDIT|41623|41623|41623|562817
158691||TENNESSEE VALLEY AUTHORITY|24122|24122|24122|562817
155884||LAPTOP|735|0|735|561629
155885||BROTHER PRINTER|424|0|424|561629
158196||Toshiba Laptop|1549|1549|1549|562554
158197||Balloting Equipment|2207|2207|2207|562554
156322||Office equipment|2931|0|2931|562090
155570||DELL COMPUTER|1366|1093|1366|560903
155571||PROJECTOR|670|536|670|560903
161003||Tablet & Programs|1370|1370|1370|579931
165903||Computer Equipment|2839|2839|2839|586093
165904||General Office Equipment|336|336|336|586093
155290||Oppenhimer Fund|33526|33526|33526|559643
163079||Purchase of Leasehold Improvements|2582|2582|2582|583317
163081||Purchase of Various Common Stocks|234224|234224|234224|583317
163080||Purchase of Various Mutual Funds|2373249|2373249|2373249|583317
161490||Equipment|8436|8436|8436|581073
166941||CHAIRS|692|692|692|587273
166943||TILE WORK - BATHROOMS|1534|1534|1534|587273
166942||CARPET|4375|4375|4375|587273
164566||COMPUTER|519|208|519|584703
165436||COMPUTER|1504|1504|1504|585646
156101||Dymo Labeler|137|137|137|561820
156099||Laptop|880|880|880|561820
156100||Laptop|277|277|277|561820
156104||Flash Drives|40|40|40|561820
156103||External Hard Drive|74|74|74|561820
156102||16 GB Flash Drive|16|16|16|561820
163404||OFFICE FURNITURE AND EQUIPMENT|2298|2298|2298|583596
167013||HVAC Unit - 6310 Chillum Place NW, Washington, DC |19500|19500|19500|587324
167014||Roof - 6310 Chillum Place NW, Washington, DC|49000|49000|49000|587324
160068||Toshiba computer,  external drive, mouse|576|576|576|576184
160069||snow thrower|199|199|199|576184
164521||Epson projector|393|393|393|584531
164522||Computer for LA plant|656|656|656|584531
168735||OFFICE EQUIPMENT|3427|3427|3427|596534
168030||Computer equipment|5367|4741|5367|592503
163324||Two HP Pro 3500 Micro Tower|1386|1386|1386|583492
163325||Boiler & Water Heater|7977|7977|7977|583492
167573||AIR CONDITIONING|2575|2575|2575|590978
163075||Equipment|1932|1932|1932|583314
163074||Leasehold Improvements|3906|3906|3906|583314
163148||BUILDING IMPROVEMENTS|55154|53512|55154|583370
163149||OFFICE EQUIPMENT|7203|5763|7203|583370
167255||COMPUTER SAC PLANT|756|680|756|587513
165401||OFFICE FURNITURE AND EQUIPMENT|14500|14500|14500|585619
165429||Furniture and Fixtures|1119|1119|1119|585633
163797||New Air Conditioning Unit|4260||4260|583962
163798||Computer Monitor|120||120|583962
166421||NEW COMPUTERS|2598|2338|2598|586725
162122||5 Star Lease - Konica Copier|1413||1413|582237
162123||Computer/Electronics|1025||1025|582237
166097||FOUR DELL COMPUTERS |2022|1820|2022|586328
166099||EXTREME NETWORKS SUMMIT X440|1462|1316|1462|586328
166098||MAC MINI|1120|1008|1120|586328
168014||Investment Securities - Unit Investment Trusts|1020396|1020396|1020396|592423
168015||Computer Equipment|8234|8234|8234|592423
159358||Server upgrade|65582|65582|65582|573273
159364||Freight elevator|30000|30000|30000|573273
159363||Refinish parking lot - Quincy|13000|13000|13000|573273
159362||Thinkpad x240 Laptops|15369|15369|15369|573273
159361||ThinkCentre Edge 73 Desktops|11332|11332|11332|573273
159360||HP Laptops|17868|17868|17868|573273
159359||Dell Computers|28213|28213|28213|573273
163742||MUTUAL FUND|4333864|4333864|4333864|583923
163746||BUILDING IMPROVEMENTS|1482906|1482906|1556000|583923
163745||FURNITURE & EQUIPMENT|418002|418002|442207|583923
163744||COMMON TRUST FUND|757032|757032|757032|583923
163743||COMMON STOCK|2434803|2434803|2434803|583923
159650||NTEU Fixed Income|18583|18583|18583|574150
159655||Software|8891|8891|8891|574150
159654||Computer Equipment|61752|61752|61752|574150
159653||Furniture and Fixtures|45342|45342|45342|574150
159652||NTEU Equities |4013066|4013066|4013066|574150
159651||NTEU Mutual Fund|28498|28498|28498|574150
168048|| ||||592586
158845||Water Cooler|323|323|323|562939
158851||Phone|230|230|230|562939
158850||Phone|391|391|391|562939
158849||Time clock|236|236|236|562939
158848||2 Monitors|204|204|204|562939
158847||Copier|7837|7837|7837|562939
158846||2 Computers|869|869|869|562939
155295||Furniture|1500|1500|1500|559690
156489||Epson Projector|450|450|450|562256
156491||Scanner|328|328|328|562256
156490||Portable Screen|150|150|150|562256
164535||N/A|0|0|0|584577
157774||Equipment|1349|1349|1349|562439
167917||HP ENVY 700-210xt DESKTOP PERSONAL COMPUTER|837|837|837|591883
167918||MICROSOFT NATURAL ERGONOMIC DESKTOP 7000 KEYBOARD|211|211|211|591883
167436||Furniture and fixtures|5911|5911|5911|589813
164174||WELLS FARGO ADVISOR|12000|12000|12000|584186
164176||PITNEY BOWES POSTAGE METER|6386|6386|6386|584186
164175||VARIOUS STOCK|9705|9705|9705|584186
167564||n/a|0|0|0|590965
154888||RECORDING EQUIPMENT|520|520|520|557789
154893||IPAD|562|562|562|557789
154892||IPAD|562|562|562|557789
154891||IPAD|562|562|562|557789
154890||MACBOOK PRO|1248|1248|1248|557789
154889||MACBOOK PRO|1248|1248|1248|557789
164644||OFFICE EQUIPMENT|1220|1220|1220|584828
168658||Office Equipment & Furniture |4559|4559|4559|595810
167364||U.S. Treasury Securities|4336187|4336187|4336187|587959
167369||Computers|14476|14476|14476|587959
167368||Improvements - 730 E. Yandell, El Paso, TX|401472|401472|401472|587959
167367||Building and land - 801 Kings Way, Del Rio, TX|196000|196000|196000|587959
167366||Building and land - 730 E. Yandell, El Paso, TX |380317|380317|380317|587959
167365||Corporate bonds and notes|4059372|4059372|4059372|587959
162133||N/A|0|0|0|582292
162144||N/A|0|0|0|582292
162143||N/A|0|0|0|582292
162142||N/A|0|0|0|582292
162141||N/A|0|0|0|582292
162140||N/A|0|0|0|582292
162139||N/A|0|0|0|582292
162138||N/A|0|0|0|582292
162137||N/A|0|0|0|582292
162136||N/A|0|0|0|582292
162135||N/A|0|0|0|582292
162134||N/A|0|0|0|582292
164852||COMPUTER|764|611|764|585013
154764||Lenovo Laptop Bundle and Laptop Sleeve with pocket|311||311|557032
154765||2013 Quick Books Computer Program |164||164|557032
163652||Laptop for President|1425|1425|1425|583830
163653||Laptop for Secretary/Treasurer|1537|1537|1537|583830
159294||Equipment|5537|5537|5537|573216
164870||Purchase of Lab Top Computer, Case, wirless keyboa|497|497|497|585023
162621||4-  4' X 6' UAW OUTDOOR FLAGS|724|724|724|582946
162628||2 PHONES FOR LOCAL|70|70|70|582946
162627||1 OFFICE CHAIR LOCAL|60|60|60|582946
162626||1 CELL PHONE FOR LOCAL|133|133|133|582946
162625||1 USB SUPERDRIVE FOR PRESIDENT|84|84|84|582946
162624||1 FIREPROOF FILE CABINET FOR LOCAL|482|482|482|582946
162623||1 PHONTREE FOR LOCAL|2433|2433|2433|582946
162622||1- LAPTOP COMPUTER FOR FST|500|500|500|582946
165123||n/a|0|0|0|585367
158373||COMPUTER|1490|1341|1490|562620
166406||COMPUTER EQUIPMENT|9123|7298|9123|586671
163057||U.S. Treasury Securities|517291|517291|517291|583288
163058||Corporate bonds and notes|468676|468676|468676|583288
158230||LAPTOP|1070|1070|1070|562560
158231||THINKPADS|5675|5675|5675|562560
159633||FURNITURE & EQUIPMENT|522|522|522|574125
165297||MUTUAL FUNDS|151849|151849|151849|585525
165298||VEHICLE|38740|38740|38740|585525
161487||Equipment, Computers, Furniture|5187|5187|5187|581066
166348||Desk|648|648|648|586583
166349||Dell computer|3985|3985|3985|586583
157775||AUTOMOBILE|19542|19542|19542|562440
160595||Mutual Funds|11978|11978|11978|579062
166411||RAYMOND JAMES MUTUAL FUNDS|22961|22961|22961|586690
166412||COMPUTER EQUIPMENT|720|720|720|586690
159490||Purchase of Investments|1536460|1536460|1536460|573724
159492||Dell Latitude E6540 Laptop|2118|2118|2118|573724
159491||Dell Latitude E6540 Laptop|2055|2055|2055|573724
161114||Computers|1559|1559|1559|580233
156423||INVESTMENTS|267833|267833|267833|562220
156425||OFFICE EQUIPMENT|2629|2629|2629|562220
156424||AUTOMOBILE|40341|40341|40341|562220
158664||2 DELL COMPUTERS|1598|1598|1598|562786
158665||REINVESTED DIVIDENDS IN MUTUAL FUND INVESTMENT|9370|9370|9370|562786
164385||Office Furniture and Equipment|60164|60164|60164|584334
164388||Pooled Separate Accounts|61510|61510|61510|584334
164387||First ULB Corp Stock|99989|99989|99989|584334
164386||Building Improvements|56117|56117|56117|584334
162323||COMPUTER/SOFTWARE MFL|718|718|718|582648
162329||AT&T AIRCARD MIAMI|181|181|181|582648
162328||NOTEBOOK TREASURER OFFICE|402|402|402|582648
162327||5 COMPUTERS/ SOFTWARE- MIA, JAX NDC, GNS, ORL PDC |2666|2666|2666|582648
162326||PRINTER - FINANCIAL|226|226|226|582648
162325||3 COMP/SOFTWARE - PRESIDENT, TREASURER, SECRETARY|3198|3198|3198|582648
162324||4 COMPUTERSSOFTWARE - SFL (3) PNS (1)|4000|4000|4000|582648
165886||Parking Lot, 5224 Heffron Court|46394|46394|46394|586036
165885||Building, 5224 Heffron Court|282852|282852|32852|586036
165889||2013 Chevy Malibu|20522|17296|17296|586036
165888||Land, 5224 Heffron Court|43600|43600|43600|586036
165887||Furniture|5276|5276|5276|586036
158666||COMPUTERS|2216|2216|2216|562787
158667||OFFICE FURNITURE|1252|1252|1252|562787
156502||Ipad BA-NL|436|436|436|562274
156499||Core Fixed Income Fund (TRLVX)|20744|20744|20744|562274
156501||Reinvested Dividends|13355|13355|13355|562274
156500||Intl Fixed Income Fund (SEFIX)|14602|14602|14602|562274
156511||Prime Obligation Fund (TPRXX)|8840|8840|8840|562274
156510||Sprinkler System|3541|3541|3541|562274
156509||Printer - Bookeeper|1383|1383|1383|562274
156508||Computer - Bachant|1177|1177|1177|562274
156507||Computer - Bookkeeper|1309|1309|1309|562274
156506||Computer - Callahan|1178|1178|1178|562274
156505||Computer - Wolcheski|1148|1148|1148|562274
156504||NL Phone System|1122|1122|1122|562274
156503||Printer/Scanner-NL|265|265|265|562274
155456||Computer - president and stewards|924|924|924|560705
155453||Computer|895|895|895|560705
155455||Chairs|797|797|797|560705
155454||Shredder|330|330|330|560705
155457||Computer - treasurer|521|521|521|560705
155581||MADISON CORE PROPERTY FUND|3931|3931|3931|560950
155586||COPY MACHINE|16198|16198|16198|560950
155585||CONFERENCE CHAIRS|15573|15573|15573|560950
155584||COMPUTER SOFTWARE|14820|14820|14820|560950
155583||NUVEEN LARGE-CUP VALUE R-SHARES|19344|19344|19344|560950
155582||DELAWARE FIXED POOLED TRUST|44503|44503|44503|560950
167449||COPY MACHINE|7065|7065|7065|589997
161876||PIMCO REAL RETURN FUNDS|5654|5654|5654|581695
164755||LSI INVESTMENTS|9533|9533|9533|584921
166917||4201-4221 S Halsted Chicago IL|437379|437379|437379|587245
166665||Office condo mortgage payments|||23308|586965
161646||Computer|1452|1452|1452|581358
161647||Investments|788|788|788|581358
166811||Land & Building 797 Stevens Dr, Richland WA|383944|383944|383944|587140
159461||NET  EARNINGS REINVESTED|2420|2420|2420|573602
159462||2 COMPUTERS|2286|2286|2286|573602
160874||HP Pavilion Computer|563|563|563|579777
160875||HP Printer|649|649|649|579777
167359||Leasehold Improvements|23474|23474|23474|587940
167363||Server and Software|538|538|538|587940
167362||12x12 Staging|556|556|556|587940
167361||Camera|756|756|756|587940
167360||Laptop Computers (2)|4468|4468|4468|587940
154900||COMPUTER EQUIPMENT|4674|4674|4674|557818
154903||PROPERTY IMPROVEMENTS|10396|10396|10396|557818
154902||OFFICE EQUIPMENT|869|869|869|557818
154901||COMPUTER EQUIPMENT|1925|1925|1925|557818
167762||Furniture & Fixtures|1747|1747|1747|591501
167765||US Treasury securities|1882284|1882284|1882284|591501
167764||Computer software|55002|55002|55002|591501
167763||Computer equipment|40459|40459|40459|591501
169794||OFFICE EQUIPMENT|1810|1810|1810|598370
162202||Furniture|3477|3477|3477|582424
162203||Computer Equipment|4452|4452|4014|582424
161940||TV FOR ASF/MOTION|923|923|923|581875
161938||DESK|711|711|711|581875
161939||DESK|739|739|739|581875
161941||DELL COMPUTERS|1896|1896|1896|581875
