OID|DESCRIPTION|AMOUNT|RPT_ID
54920|Vacation and Sick Payable|48470|443976
51152|MN withholding|231|430719
51159|Officer withholdings|662|430719
51158|OPEIU Local 12|273|430719
51157|MN DWT|8|430719
51156|MN Unemployment|28|430719
51155|Medicare|97|430719
51154|Social Security|414|430719
51153|Federal withholding|450|430719
59570|PAYROLL TAXES|2960|455805
59571|REFUNDABLE SECURITY DEPOSIT|1495|455805
57086|Payroll Taxes Payable|608|449356
57088|American Express Payable|5298|449356
57087|Payroll W/H Payable|779|449356
58291|Deferred Roof Repair|14300|451107
58292|Payroll Liabilities|3972|451107
55700|SECURITY DEPOSITS|3013|446825
55701|PAYROLL TAXES PAYABLE|6306|446825
51224|Payroll Withholding Payables|3882|430847
53046|PAYROLL TAXES AND WITHHOLDINGS PAYABLE|4575|436435
56130|Payroll Taxes|1388|448025
59943|PAYROLL TAXES PAYABLE|2925|461299
57120|PAYROLL LIABILITIES|3816|449428
57122|ACCRUED DELEGATE FUND|9037|449428
57121|EMPLOYEE BENEFITS|6934|449428
58571|Accrued and withheld payroll taxes|3272|451349
69115|Payroll Taxes & Deduction Withheld|16944|492183
56020|PAYROLL TAXES WITHHELD AND ACCRUED|12020|447798
56021|SICK AND ANNUAL LEAVE PAYABLE|25769|447798
59657|N/A|0|457563
54843|ACCRUED VACATION AND SICK|34788|443582
56303|payroll libalities withheld but not paid|687|448345
59048|Stae of Florida|2317|452127
54742|0|0|443004
56096|SICK PAY BENEFITS PAYABLE|5929|447980
56098|PREPAID RENT|600|447980
56097|DAMAGE DEPOSITS|1500|447980
59129|PAYROLL TAXES AND DEDUCTIONS PAYABLE|5410|452219
54753|Employer Payroll Taxes|2100|443056
54754|Employee Tax Withholding|4390|443056
55254|PAYROLL WITHHOLDING LIABILITIES|2344|445432
56488|Thirft savings withheld|225|448621
56491|COLCPE|30|448621
56490|Life insurance|75|448621
56489|Payroll liabilities|529|448621
55214|PAYROLL TAXES|5983|445370
55216|KEY DEPOSIT|60|445370
55215|DUE TO MDA|176|445370
56928|State Withholdings|252|449195
67260|FICA Tax Payable|7546|489459
67261|Withholding Tax Payable|3433|489459
55868|PAYROLL TAXES PAYABLE|3783|447042
55872|UNION DUES PAYABLE|274|447042
55871|INSURANCE PAYABLE|472|447042
55870|HEALTH BENEFITS PAYABLE|690|447042
55869|PENSION PAYABLE|3731|447042
56390|Payroll Taxes Payable|6189|448523
55496|WITHHELD PAYROLL TAXES|4689|446453
55497|OTHER PAYROLL TAXES|1013|446453
57525|PAYROLL & OTHER PAYROLL TAXES & WITHHOLDINGS|3232|450061
60072|Accrued Payroll taxes|4555|461759
57973|PAYROLL|5115|450783
57975|REAL ESTATE TAXES|6118|450783
57974|PAYROLL WITHHOLDING|2185|450783
58315|PAYROLL WITHHOLDING PAYABLE - CURRENT|6347|451128
54542|Federal Income Taxes|572|441799
54547|Unemployment Taxes - Federal|21|441799
54546|Unemployment Taxes - State|78|441799
54545|State Income Taxes|352|441799
54544|FICA - Employee|452|441799
54543|FICA - Employer|452|441799
54170|OLCU - Visa - 4228|14931|439941
54171|Payroll tax liabilities|4492|439941
57981|Payroll Taxes Payable|1824|450789
57982|Other Payroll Withholdings|66|450789
54701|PAYROLL TAXES PAYABLE|237|442733
56820|Withholdings payable|21723|449027
59229|ACCRUED BENEFITS|34677|452286
59231|ACCRUED PAYROLL LIABILITIES|11688|452286
59230|SCHOLARSHIP FUND|1000|452286
62819|Payroll Liabilities|12618|474214
55263|PAYROLL TAXES|486|445444
60452|LONG PORTION OF OBLIGATION UNDER CAPITAL LEASES|65377|465344
59395|State Unemployment Taxes|96|452552
59392|Federal Withholding Taxes|622|452552
59394|City Withholding Taxes|448|452552
59393|State Withholding Taxes|534|452552
59397|Retirement Payable|11159|452552
59396|Federal Unemployment Taxes|135|452552
53054|Payroll Liabilities|6306|436440
52670|OTHER LIABILITIES|14281|436067
53182|PAYROLL LIABILITIES|4317|436492
53250|PAYROLL LIABILITIES|2205|436681
52148|COMPENSATED ABSENCES PAYABLE|27348|435436
52149|EMPLOYEE BENEFITS PAYABLE|257|435436
52454|ACCRUED RETIREMENT|2683|435806
52456|ACCRUED PAYROLL TAXES|1897|435806
52455|ACCRUED HEALTH BENEFITS|3317|435806
53055|VISA PAYMENT FOR RONALD LINEBERGER|790|436441
53061|FUNDS NOT DISBURSED ON BEHALF OF INDIVIDUAL MEMBER|1791|436441
53060|NOTE PAYABLE - PHIL GRANT (TSP DEPOSITS RETURNED)|431|436441
53059|PAYROLL LIABILITIES|3965|436441
53058|VISA PAYMENT FOR BRYAN HUDGINS|136|436441
53057|VISA PAYMENT FOR PHIL GRANT|230|436441
53056|VISA PAYMENT FOR DENNIS CONLEY|1082|436441
53508|PAYROLL LIABILITIES|16102|437745
52496|MISCELLANEOUS EMPLOYEE PAYROLL WITHHOLDINGS|4143|435841
53087|ACCRUED PAYROLL LIABILITIES|1386|436458
52049|Steward benefits|7017|435370
52052|Thrift savings plan|209|435370
52051|Union dues|212|435370
52050|Payroll taxes|467|435370
52617|ACCRUED EXPENSES|21835|435940
52913|Payroll taxes|18886|436313
52031|Employee Benefits Payable|3417|435364
52033|Advance from NRLCA for 2010 National Convention|98958|435364
52032|Accrued Wages Payable|23786|435364
52517|DEPARTMENT OF THE TREASURY - PAYROLL  LIABILITIES|6889|435883
52520|USPS ACCOUNTING SERVICE - LIFE INSURANCE WITHHELD|160|435883
52519|USPS ACCOUNTING SERVICE - HEALTH INSURANCE WITHHEL|1014|435883
52518|USPS ACCOUNTING SERVICE - FERS RETIREMENT WITHHELD|535|435883
52227|PAYROLL LIABILITIES|1015|435475
52228|BENEFITS PAYABLE|8605|435475
53319|CREDIT CARD-CLEAVELAND|337|436851
53332|OTHER PAYROLL LIABILITIES|32|436851
53331|TSP PAYABLE|2070|436851
53330|SUTA PAYABLE|39|436851
53329|STATE WITHHOLDINGS|2120|436851
53328|SOCIAL SECURITY PAYABLE|1053|436851
53327|MEDICARE PAYABLE|246|436851
53326|FUTA PAYABLE|197|436851
53325|HEALTH PLAN PAYABLE|166|436851
53324|FERS RETIREMENT PAYABLE|225|436851
53323|PAYROLL LIABILITIES FED WITHHOLDING|1883|436851
53322|CREDIT CARD-MEUSEL|1261|436851
53321|CREDIT CARD-JONES|362|436851
53320|CREDIT CARD- WOODS|182|436851
52831|Payroll Libilities|3832|436259
52833|Accured Sick Leave for Full Time Employees|30610|436259
52832|Accured Annual Leave for Full Time Employees|10500|436259
58066|Payroll withholding|2488|450891
57701|DUE TO BROKER [PENDING INVESTMENT TRADES]|4021|450242
58441|FUTA|472|451230
58438|FEDERAL WITHHOLDING|606|451230
58440|SOCIAL SECURTIY - EMPLOYEES' &  EMPLOYER'S SHARE|1187|451230
58439|MEDICARE - EMPLOYEES' &  EMPLOYER'S SHARE|278|451230
58449|RETIREMENT|195|451230
58448|LIFE INSURANCE|166|451230
58447|HEALTH INSURANCE|654|451230
58446|TSP|1145|451230
58445|CALIFORNIA TRAING TAX|4|451230
58444|CALIFORNIA UNEMPLOYMENT COMP|149|451230
58443|CALIFORNIA STATE DISABILITY|105|451230
58442|CALIFORNIA WITHHOLDING|334|451230
56103|Visa Payable |2712|448008
56105|Secturity Deposits Payable |1395|448008
56104|Benefits Withholding Payable |8448|448008
53086|NONE|0|436457
52465|ATLANTA POSTAL VISA ACCOUNT|4037|435811
52474|EMPLOYEE STATE TAX NOT REMITTED|756|435811
52473|JEFFERSON COUNTY TAX NOT REMITTED|26|435811
52472|EMPLOYEE FICA TAXES NOT REMITTED|1246|435811
52471|EMPLOYEE FEDERAL TAXES NOT REMITTED|1070|435811
52470|EMPLOYEE BENEFITS WITHHELD & NOT REMITTED|145|435811
52469|KENTUCKY UNEMPLOYMENT NOT REMITTED|1021|435811
52468|FICA TAXES NOT REMITTED|1409|435811
52467|FEDERAL UNEMPLOYMENT NOT REMITTED|706|435811
52466|EMPLOYEE BENEFITS NOT REMITTED|798|435811
56917|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|3535|449187
51353|Accrued Payroll Taxes|3972|431658
55898|BRUSH GRAPHICS|550|447255
55899|MUSCULAR DYSTROPHY ASSOCIATION|1674|447255
55141|TAXES PAYABLE|2184|445071
55142|UNFUNDED DEFERRED EXPENSES|71088|445071
55181|payroll taxes withheld|6961|445271
55409|ACCRUED PAYROLL|6350|446286
55408|ACCRUED VACATION|12895|446286
56909|Accrued Payroll|9706|449181
56912|Accrued Payroll Taxes|1016|449181
56911|Rental Security Deposits|2861|449181
56910|Payroll Tax Withholdings|5946|449181
59098|Pension payable|182811|452203
59100|Payroll taxes payable|3932|452203
59099|Accrued salary|25935|452203
54296|PAYROLL WITHHOLDINGS|3799|440207
54302|CREDIT CARD PAYABLE|2724|440207
54301|PENSION PLAN PAYABLE|22525|440207
54300|ACCRUED PAYROLL TAX EXPENSE|624|440207
54299|EXCHANGES|101|440207
54298|DEPOSITS RECEIVED-HALL RENTALS|1390|440207
54297|DEPOSITS RECEIVED-NATIONAL CONVENTION|2098|440207
54622|Accrued Leave and Sick Pay for Officers|100475|442551
55255|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|2438|445434
58307|Accrued Taxes|50000|451117
61762|CURRENT YEAR PAYROLL TAXES AND PAYROLL DEDUCTIONS|22913|468215
61766|INCOME TAXES PAYABLE, MO 1120 Y/E 12-31-03 AND 04|32428|468215
61765|INCOME TAXES PAYABLE, FED 1120 Y/E 12-31-03 AND 04|195755|468215
61764|CURRENT YEAR BUSINESS INCOME TAX  |4000|468215
61763|LIUNA LOCAL UNION A DISTRICT COUNCIL PENSION FUND|40866|468215
58233|PAYROLL TAXES PAYABLE  -1,659.00|3020|451064
56383|PAYROLL T AXES WITHHELD AND ACCRUED|4918|448519
58628|INCURRED BUT NOT REPORTED HEALTH CLAIMS|800570|451443
58640|AGENCY DUES FILE ADJUSTMENTS|30203|451443
58639|LOCAL UNION MONIES IN ESCROW|47510|451443
58638|ACCRUED PENSION COST|17394726|451443
58637|ACCRUED POSTRETIREMENT HEALTH BENEFITS|27858188|451443
58636|TENANT DEPOSITS HELD|22171|451443
58635|DEFERRED REVENUE|1049370|451443
58634|PAYROLL WITHHOLDINGS|7416|451443
58633|ACCRUED VACATION|1489523|451443
58632|EMPLOYER'S 401K MATCH PAYABLE|7858|451443
58631|EMPLOYER'S PAYROLL TAX PAYABLE|65566|451443
58630|ACCRUED SALARIES|923465|451443
58629|DUES OVERPAYMENTS/ESCROW|783734|451443
54345|Accrued Salaries|2402665|440326
54353|Accrued state UBIT|13170|440326
54352|Payroll Liabilities|384673|440326
54351|Accrued federal UBIT|36730|440326
54350|Accrued Exps - Premiums payable to Ins Underwriter|23913|440326
54349|Dues Paid in Advance|83098|440326
54348|Deferred Rent Revenue|154358|440326
54347|Dues W/H Payable|508043|440326
54346|Deferred Compensation|654678|440326
55317|VACATION LIABILITY ACCRUAL|67653|445664
55320|DUES PAYABLE|138110|445664
55319|ACCOUNTS PAYABLE|19441|445664
55318|PAYROLL TAXES PAYABLE|10028|445664
54792|FEDERAL PAYROLL TAXES|460|443137
54793|STTE PAYROLL TAXES|576|443137
58741|941 TAX|1318|451682
58749|RETIREMENT|1000|451682
58748|KNOLOGY|111|451682
58747|PER CAPITA TAX|14921|451682
58746|DECA TAX|224|451682
58745|SALARIES|3575|451682
58744|FEDERAL UNEMPLOYMENT TAX|154|451682
58743|ALABAMA UNEMPLOYMENT TAX|43|451682
58742|ALABAMA WITHHOLDING TAX|329|451682
55619|Per Capita Dues Payable|19133|446639
55620|Legal Fees Payable|723|446639
51225|FEDERAL UNEMPLOYMENT TAXES|361|430849
51226|OHIO UNEMPLOYMENT TAXES|243|430849
56942|PAYROLL TAXES|3483|449207
56943|VACATION AND SICK LEAVE|25641|449207
58196|Uncleared checks|14900|451037
56515|Payroll Liabiities-payroll taxes remitted quarterl|1744|448641
58783|Due  to locals- dues|66577|451713
57895|Payroll Taxes|366|450652
58987|PER CAPITAL PAYABLE|31426|452050
58988|DUES REFUNDS PAYABLE|1001|452050
60127|none|0|463304
53372|DEFERRED REVENUE|761|436962
61775|N/A|0|468586
59588|payroll liabilities balances|626|455928
56255|Payroll withholdings|1528|448326
56256|Dental and health  Insurance Premiums|6906|448326
95310|Payroll liabilities|1177|592158
52889|UNION DUES WITHHELD|1125|436294
52890|ACCRUED VACATION|15478|436294
59907|none|0|460940
57716|401(K) DEDUCTIONS PAYABLE|25895|450253
57721|PER CAPITA PAYABLE|50033|450253
57720|REBATES PAYABLE|7480|450253
57719|ACCRUED VACATION PAYABLE|27269|450253
57718|MISCELLANEOUS SMALL ITEMS|104|450253
57717|ACCRUED SALARIES PAYABLE|10853|450253
60165|Due to Members - dues paid in advance|10913|463486
60167|Drug and Alcohol Testing Deposits from Members|6679|463486
60166|Prepaid Initiation Fees from Members|216000|463486
56124|ACCRUED PAYROLL TAXES|5317|448016
56125|ACCRUED FEDERAL INCOME TAX LIABILITY|174|448016
53434|Payroll tax withholdings|104|437167
55073|Payroll taxes & withholdings payable|622|444567
52225|Per capita taxes collected|21308|435474
52226|Credit cards payable|24163|435474
56234|TSP contribution due to the National Union|970|448310
56235|Insurance deuction from employee check due to PDC|445|448310
58947|INTERNATIONAL UNION TIP DEDUCTION PAYABLE|46|452001
58949|EMPLOYEE DUES DEDUCTIONS|40|452001
58948|PAYROLL TAXES PAYABLE|489|452001
54175|WITHHELD PAYROLL DEDUCTIONS|7698|439970
56580|Payroll taxes payable|5271|448789
56581|Accrued pension payable|7820|448789
52609|WITHHELD BENEFITS PAYABLE|4343|435931
54513|PAYROLL TAXES|2323|441491
57367|Deferred Compensation|3018937|449892
57370|Miscellaneous Payables|2135|449892
57369|Payroll Liabilities|33242|449892
57368|Active Ballot Club|5815|449892
56868|Payroll liablilties|5886|449137
56869|Accrued Severance|54293|449137
56401| ||448549
56423|Payroll taxes and withholdings|9907|448579
51922|SECURITY DEPOSIT|3000|433956
57597|Vacation Payable|6945|450156
57598|Benefits Withholdings|1310|450156
51694|Payroll liabilities|2771|433394
56402|PAYROLL TAXES WITHHELD|819|448553
56403|BENEFITS WITHHELD|5071|448553
59146|Accrued Vacation Payable|16314|452230
59148|Income taxes payable|2700|452230
59147|Accrued wages and payroll taxes |5676|452230
52882|VACATION WITHHOLDING|736|436290
52883|WORK FEES WITHHOLDING|461|436290
52884|CLIC WITHHOLDING|206|436290
59297|ACCRUED VACATION AND SICK LEAVE PAYABLE|68870|452335
58799|PAYROLL TAXES PAYABLE|728|451744
59252|Accrued Real Estate Taxes|30922|452301
59254|Other Accued Liabilities|2295|452301
59253|Retiree Rebate Account|23803|452301
57562|Accrued Payroll & w/h Taxes payable|574|450108
51184|Advances from National|10944|430726
59966|Payroll Liabilities|18606|461411
58731|Payroll deductions payable|20|451672
57566|Payroll Tax Withheld|6|450114
57570|Employee Retirement Accrued|173|450114
57569|Employee Health Insurance Accrued|975|450114
57568|Health Insurance Withheld|51|450114
57567|Payroll Taxes Accrued - federal & state|1917|450114
54228|PAYROLL TAXES PAYABLE|6705|440075
54229|ACCRUED PAYROLL|1344|440075
60366|payroll taxes|14983|464981
60367|capital lease obligation|4987|464981
58284|Funds held for others|14497|451104
58285|Payroll liabilities|875|451104
56530|PERMIT FEES DUE TO INTERNATIONAL UNION|68827|448666
56531|PER CAPITA TAXES|30636|448666
51273|SECURITY DEPOSITS|150955|431018
51274|UNEARNED RENTAL INCOME|13238|431018
52808|Accrued Salaries Payable|117176|436230
52810|Other Payables|51996|436230
52809|Accrued Vacation Payable|79739|436230
57714|PAYROLL TAXES WITHHELD|2397|450252
57715|OTHER PAYROLL WITHHOLDINGS|2908|450252
59745|Payroll Liabilities|22494|458741
60572|Payroll Liabilities|25593|465934
59063|APWU POWER FUNDS|6126|452165
62080|SECURITY DEPOSIT|5113|470108
62084|PAYROLL TAX LIABILITY|186340|470108
62083|DEFERRED REVENUE- UNEARNED DUES|17453|470108
62082|VACATION AND SICK TIME PAYABLE|220289|470108
62081|ACCRUED WAGES AND PAYROLL TAXES PAYABLE|83113|470108
59419|Payroll taxes payable|64|452822
52053|C.O.P.E. Withheld|627|435387
52054|Payroll Liabilities|207|435387
59931|PAYROLL TAXES PAYABLE|4232|461269
59932|THRIFT SAVINGS PLAN|2626|461269
53708|Accounts Payable|3078|439037
53709|Payroll Taxes|2945|439037
56856|Payroll Taxes Payable|4394|449118
58231|Accrued Wages|13725|451061
53435|SECURITY DEPOSIT|1600|437168
53437|PAYROLL TAX  PAYABLE|1489|437168
53436|SECURITY DEPOSIT|1400|437168
54491|Account Payable-Capital One|708|441180
54492|Payroll Tax Payable|1308|441180
58306|Cope Dues Payable|2353|451116
81790|Credit Cards Payable|1857|536852
81796|Interfund Payables|1861760|536852
81795|Over-reimbursed advances due to employees|100|536852
81794|Accrued Compensation|494647|536852
81793|Per Capita Payable|809537|536852
81792|Security Deposit|8820|536852
81791|Employee Deductions|4297|536852
54958|IWD TAX|249|444141
54962|940 FED TAX|86|444141
54961|941 FED TAX|1307|444141
54960|IA TAX|691|444141
54959|IL TAX|39|444141
64920|ACCRUED TIME OFF|433650|480193
64922|MEMBER INSURANCE PREMIUM PAYABLE|90271|480193
64921|PAYROLL WITHHOLDINGS|1244|480193
57298|Employees Deferred Compensation Plan|39456|449760
57300|Per Capita Tax Payable|78195|449760
57299|Vacation Accrual|88300|449760
50886|Payroll Taxes|4072|427042
50888|Rental Security|1500|427042
50887|Pension|43216|427042
60312|Payroll Taxes Payable|2572|464147
59188|Payroll Taxes and Deductions Payable|74128|452261
59189|From Members for Disbursements on their Behalf|5518|452261
56686|MISSOURI WITHHOLDING|2220|448880
56687|UNREMITTED CITY WITHHOLDING|401|448880
56066|PAYROLL TAXES|2667|447891
58272|Payroll taxes payable|2612|451096
59172|ACCOUNTS PAYABLE|7746|452247
51763|Powernet Credit Union - Auto|2435|433722
56948|Due to AFSCME Council 4|406428|449210
56950|Due to local chapters|791193|449210
56949|Due to International|223885|449210
57527|Accrued Expenses|28038|450063
57530|Accrued Post-Retirement Benefits|6091375|450063
57529|Accrued Severance|258260|450063
57528|Accrued Vacation|266640|450063
59370|Payroll Taxes Payable|2483|452363
54635|Payroll Taxes Payable|4289|442639
55316|WITHHOLDING LIABILITIES|2445|445635
58570|SEIU INTERNATIONAL PAYABLE|318303|451347
58325|Death Burial Benefits|15000|451139
58327|Payroll Tax Withholding|1486|451139
58326|Accrued Vacation|42318|451139
56511|ACCRUED PAYROLL LIABILITIES|3550|448635
56512|ACCRUED LEASE LIABILITY|1982|448635
57301|PAYROLL LIABILITIES|425|449768
57304|PENNSYLVANIA HEALTH ACCESS NETWORK ADVANCE|5565|449768
57303|SEIU MPO ADVANCES|57537|449768
57302|DEFERRED 585 INCOME|978|449768
55850|PER CAPITA TAX PAYABLE|12860|447032
51752|ACCRUED PAYROLL WITHHOLDINGS|9200|433683
51753|CONTRACTOR BONDS PAYABLE|78000|433683
56216|940 TAXES|74|448243
56215|941 TAXES|3130|448243
56220|PER CAPITA TAXES - CAP COUNCILS|1464|448243
56219|PER CAPITA TAXES|30269|448243
56218|CITY OF DETROIT TAXES|421|448243
56217|STATE OF MICHIGAN TAXES|486|448243
51645|Payroll Liabilities|9922|433175
51649|Other Liabilities|382|433175
51648|401k Contributions Payable|1310|433175
51647|Vendors Withheld Taxes Payable|11059|433175
51646|Medical Plan Payable|8043|433175
59126|International Dues Withheld|1409|452218
59124|Member's Contigency Fund Savings|82813|452218
59125|ILA Dues Withheld - Container Royalty|2643|452218
59128|First Citizens Visa Credit Card|5737|452218
59127|Payroll Taxes|1265|452218
53243|Accrued Vacation|382428|436673
53245|Pension Payable|119433|436673
53244|Retiree Fund Payable|600|436673
51964|STATE WITHHOLDING|191|434120
55625|Sheffield Village Income Taxes W/H|381|446646
55633|Lorain City Income Taxes W/H|359|446646
55632|Ohio School District Income Taxes W/H|15|446646
55631|Credit Union Deductions W/H|440|446646
55630|403-B Deductions W/H|1855|446646
55629|Union Dues W/H|351|446646
55628|Ohio Bureau of Workers Compensation|1197|446646
55627|Ohio Dept of Job & Family Services|535|446646
55626|Ohio State Income Taxes W/H|552|446646
51359|Withholding Taxes|25218|431684
57217|Cash held as trustee|7754|449675
57221|Per capita taxes payable|28616|449675
57220|Due to affiliates|32677|449675
57219|Postretirement benefit obligation|2285142|449675
57218|Accrued sick and vacation|876075|449675
59384|FUTA PAYABLE|159|452542
59385|SUTA PAYABLE|495|452542
59388|FICA PAYABLE|6610|452542
59387|INCOME TAX WITHELD|4038|452542
59386|SINOT PAYABLE|61|452542
60199|SEP/IRA|38736|463646
60201|Per Capita Dues for AFL-CIO (December, 2010)|318|463646
60200|Per Capita Dues for IBEW (December 2010)|7532|463646
60168|Due to Florida Education Association|52646|463488
60172|Long term portion of postretirement benefit|591322|463488
60171|Current portion of postretirement benefit|40127|463488
60170|Accrued annual leave|30092|463488
60169|Accrued payroll|14064|463488
62064|ACCRUED VACATION AND SICK|2900|469983
62067|DUE TO RELATED PARTY|1898|469983
62066|ACCRUED PAYROLL TAX|1002|469983
62065|ACCRUED WAGES|8285|469983
56400|PAYROLL WITHHOLDINGS|1444|448543
69905|Special Witholdings|678|501655
69907|Payroll Taxes|5734|501655
69906|Accounts Payable|3948|501655
55411|WITHHELD AND ACCRUED PAYROLL TAXES|869|446290
