OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
50775||NTEU Mutual Funds|260234|260234|250000|250000|440326
50774||NTEU Equities|3228338|3286532|3341002|3341002|440326
50773||NTEU Trust Mutual Funds|264111|264111|263833|263833|440326
50772||NTEU Trust Equities|47971|47971|42628|42628|440326
55333||none|0|0|0|0|463304
57271||N/A|0|0|0|0|468586
54916||N/A|0|0|0|0|455928
55137||none|0|0|0|0|460940
53619||American Century Internatl Bond Fund|6799|6799|6898|6898|450459
53622||UBS Financial Services|250047|250047|250047|250047|450459
53621||Prudential Short Term Corporate Bond Fund|40744|40744|40822|40822|450459
53620||Dryden Short Term Corporate Bond Fund|29869|29869|30000|30000|450459
54561||VEHICLE|15704|7591|9898|9898|451960
50191||02 BRAVADA|31394|0|1000|1000|437412
48937||Office furniture and equipment|3520|0|0|0|435474
54567||RAYMOND JAMES MUTUAL FUNDS|11523|11523|11096|11096|452001
50673||THIRD AVENUE VALUE|10457|10457|13000|13000|439970
50666||SCHWAB PREMIER ADVISOR CASH|623860|623860|623860|623860|439970
50672||LONGLEAF PARTNER|59837|59837|62000|62000|439970
50671||OAKMARK FUND|30185|30185|33000|33000|439970
50670||FAIRHOLME|47441|47441|66000|66000|439970
50669||PIMCO TOTAL RETURN|62340|62340|64500|64500|439970
50668||LOOMIS SAYLES|164012|164012|192028|192028|439970
50667||PIMCO LOW DURATION PORTFOLIO|21684|21684|24000|24000|439970
50680||ASTON VEREDUS SELECT GROWTH|67991|67991|65000|65000|439970
50679||OAKMARK INTERNATIONAL SMALL CAP|1427|1427|2000|2000|439970
50678||OAKMARK INTERNATIONAL I|3279|3279|2000|2000|439970
50677||OAKMARK INTERNATIONAL FUND|11491|11491|13000|13000|439970
50676||COLUMBIA ACORN INTERNATIONAL|1578|1578|2000|2000|439970
50675||ARTISAN INTERNATIONAL|11066|11066|13000|13000|439970
50674||TURNER SMALL CAP|34347|34347|57000|57000|439970
49344||INVESTMENTS|193713|193713|185000|185000|435931
53275||Corporate Bonds|291534|291534|300000|300000|449892
53278||Office Furniture and Equipment|2000|0|414|414|449892
53277||Automobiles|83237|2948|13500|13500|449892
53276||Certificates of Deposit|661766|661766|659000|659000|449892
48387||SALE OF STOCK HELD AT SEI|16995|16995|16515|16515|433956
49717||DELAWARE FIXED INCOME POOLED TRUST|587022|587022|600000|600000|436290
54152||15,000 Federal National Mtg Assn|15000|15000|15000|0|451159
54153||32,000 Federal National Mtg Assn|32000|32000|31997|3|451159
54463||WACHOVIA MUTUAL FUND|19777|19777|22659|22659|451744
47489||2901 E. Artesia Blvd., Long Beach, CA 90805|69000|0|170000|170000|430726
52173||Investments|51697|66565|66565|66565|448022
50704||FIRST UNITED BANK CD|99123|99123|99123|99123|440075
54899||Automobiles(2) - Returned to Leasing Company|8568|0|0|0|454788
47648||CERTIFICATE OF DEPOSITS|190|190|190|190|431018
49544||US Treasury Securities|461644|461644|478283|478283|436230
49545||Corporate Obligations|170681|170681|175009|175009|436230
57522||OFFICE FURNITURE AND EQUIPMENT|6670|0|0|0|470108
54845||Investments|139376|139376|125543|125543|452822
54848||Leasehold improvements - abandoned (see stmt. 69)|40878|27638|0|0|452822
54847||Furniture and fixtures - abandoned (see stmt. 69)|25831|578|0|0|452822
54846||Automobiles|156366|19355|34000|34000|452822
48503||Federated Gov Income Securities F|617633|724217|705185|705185|435387
48504||Federated Fund U.S. Gov Securities A|646657|694055|675815|675815|435387
50870||120.627 shares DFA Invt Dimensions Group-LC|2726|2726|1976|1976|441180
50871||119.332 shares DFA Invt Dimensions Group-LC|2814|2814|1976|1976|441180
54722||N/A|0|0|0|0|452261
48363||MORGAN STANLEY SMITH BARNEY MARKETABLE SECURITIES|174984|174984|165696|165696|433916
48364||GOVERNMENT SECURITIES RETURN OF PRINCIPAL|22783|22783|22783|22783|433916
53925||Automobiles|3828|2744|11455|11455|450819
53926||Furniture & fixtures - abandoned (see stmt. 69)|52678|0|0|0|450819
62556||Wacovia investments|108271|107017|107017|107017|497305
53394||Sale of Stocks and Bonds|584205|584205|584205|584205|450063
51715||CHARLES SCHWAB - VARIOUS INVESTMENTS|141519|141519|141475|141475|445635
54335||MARKETABLE SECURITIES HELD BY BROKER|336351|336351|355287|355287|451347
47950||SAVANNAH ELEC & POWER BOND|30000|30000|30000|30000|433683
47698||Sale of securities|400000|400000|400000|400000|431684
47700||Sale of securities|260133|260133|260133|260133|431684
47699||Sale of securities|200000|200000|200000|200000|431684
50382||5.946shs Janus Forty Fund A|168|168|187|187|439050
50383||6.152shs Janus Forty Fund A|174|174|189|189|439050
50384||6.782shs Janus Forty  Fund A|215|215|198|198|439050
50385||6.699shs Janus Forty Fund A|212|212|178|178|439050
55409||Brad Stokes Ck 14816    Purchase Computer|50|0|50|50|463646
55410||Disposal of cell phone|347|347|142|142|463646
49453||U.S. Government Obligations|65522|65522|65240|65240|436084
49456||Phone System|8361|2090|2090|2090|436084
49455||Building & Fixed Assets|607500|607500|607500|607500|436084
49454||Land - 244 Paul Rd - Rochester, NY 14624|72500|72500|72500|72500|436084
53010||U.S. Government Obligations|275575|275575|271152|271152|449261
53011||U.S. Government Agency|669592|669592|670000|670000|449261
50377||Pioneer Global High Yield FD||||29999|439047
50381||Am. Funds Euro Pacific Growth Fund||||50151|439047
50380||Calamos Convertible Fund||||28304|439047
50379||Am. Funds Capital World Growth and Income||||46701|439047
50378||FT Templeton Global Bond||||29348|439047
54255||n/a|0|0|0|0|451273
50327||Automobile|32130|5355|14000|14000|438534
50328||Land building & improve.-3840 Park, Edison, NJ|166573|82676|265000|247658|438534
53574||Investments|12999442|12999442|12823040|12823040|450342
53575||Autos|52519|17314|31005|31005|450342
54766||N/A|0|0|0|0|452314
53973||COMPUTER EQUIPMENT|5584|450|0|0|450937
51926||Certificate of Deposit|3466|3466|3466|3466|446952
51927||Certificate of Deposit|379792|379792|379792|379792|446952
47767||US TREASURY BILLS|7710000|7710000|7710000|7710000|432588
53905||Fixed Income Securities|861103|853172|853172|853172|450781
60537||Criteria Mutual Fund - John Hancock|3283|3283|3283|3283|486839
57562||Land - 2601 S. Purdue Ave., Oklahoma City, OK|32634|32634|35000|35000|470395
57563||Building - 2601 S. Purdue Ave., Oklahoma City, OK|165840|95022|155093|62413|470395
48386||Dell Computer|0|0|50|50|433955
54995||CERTIFICATES OF DEPOSIT|0|0|0|0|457710
54675||Mutual Funds|34981|63878|66305|66305|452202
54680||Real Estate Funds|1205|844|853|853|452202
54679||Alternative Securities|1790|1665|1622|1622|452202
54678||Taxable Bonds|182336|180076|183754|183754|452202
54677||International Stock|11682|13419|15423|15423|452202
54676||US Stock|26696|28536|31928|31928|452202
50368||5TH THIRD FLOATERS|17890473|17890473|17890473|17890473|438956
50369||R MEEDER INVESTMENTS|3274509|3274509|3274509|3274509|438956
53610||OLD/OBSOLETE COMPUTER & OFFICE EQUIP|41394|34597|600|6197|450442
50555||OPEB WASH TRUST-4389 INVESTMENT|221538|221538|221538|221538|439446
50557||INVESTMENT NET GAIN/LOSS|36746|36746|36746|36746|439446
50556||MAP WASH TRUST-4405 INVESTMENT|238461|238461|238461|238461|439446
50386||US Treasury Securities|0|0|0|0|439051
50389||Vehicles|26729|11000|15729|15729|439051
50388||Stocks|41168|41168|43560|43560|439051
50387||CD|20000|20000|20000|20000|439051
55236||MICROWAVE|130|130|30|30|461531
55255||28 FOLDING CHAIRS|1159|1159|480|480|461531
55254||2 CONFERENCE TABLES|493|493|70|70|461531
55253||LITERATURE TABLE|124|124|60|60|461531
55252||4 STORAGE SHELVING UNITS|215|215|100|100|461531
55251||6 STORAGE CABINETS|1400|1400|470|470|461531
55250||18 FILE CABINETS|4500|4500|685|685|461531
55249||TYPEWRITER|175|175|25|25|461531
55248||CALCULATOR|273|273|5|5|461531
55247||CAMCORDER|623|623|50|50|461531
55246||DISPLAY CABINET|1398|1398|200|200|461531
55245||2 CREDENZAS|2363|2363|332|332|461531
55244||3 DESKS|2239|2239|358|358|461531
55243||2 PRINTERS|1841|1841|75|75|461531
55242||2 COMPUTERS|3185|3185|30|30|461531
55241||4 LOBBY CHAIRS|495|495|140|140|461531
55240||4 OFFICE CHAIRS|1333|1333|120|120|461531
55239||CHAIRMAT|68|68|9|9|461531
55238||4 BOOKCASES|542|542|120|120|461531
55237||REFRIGERATOR|865|865|100|100|461531
49238||NONE|0|0|0|0|435887
50520||Fixed assets (various)|1558689|32012|32012|32012|439416
50521||Investments (various)|506391|506391|505787|505787|439416
48454||FURNITURE & FIXTURES|95451|2354|1800|1800|434164
48456||AXA ADVISORS, LLC (MUTUAL FUND)|1296325|1296325|1203549|1203549|434164
48455||COMPUTER EQUIPMENT|33069|2991|3225|3225|434164
52637||Short-term investment funds|245088|245088|245088|245088|449059
52639||United States Government Agency obligations|30231|30231|30000|30000|449059
52638||Certificates of deposit|12232|12232|10720|10720|449059
50523||PIMCO|5400874|5400874|5520000|5520000|439418
50524||Vanguard Total Stock Market|178981|178981|165000|165000|439418
50525||Blackrock Low Duration|781500|781500|735000|735000|439418
50522||PIMCO|6939474|6939474|7100000|7100000|439418
54830||OFFICE FURNITURE AND EQUIPMENT|8764|0|0|0|452354
52658||Regent Bank Certificate of Deposit (CD)|95000|95000|95000|95000|449138
52667||Discover Bank CD|50000|50000|50000|50000|449138
52666||State Bank of India CD|50000|50000|50000|50000|449138
52665||Merchants & Manufacturers CD|50000|50000|50000|50000|449138
52664||GE Money Bank CD|95000|95000|95000|95000|449138
52663||American Express Centurion CD|95000|95000|95000|95000|449138
52662||GE Capital Financial CD|95000|95000|95000|95000|449138
52661||Business Bank CD|95000|95000|95000|95000|449138
52660||Farmers Bank CD|95000|95000|95000|95000|449138
52659||Bank of Baroda CD|95000|95000|95000|95000|449138
51375||Redemption of Certificates of Deposit|0|0|0|7649|444422
52366||U.S. TREASURY BONDS|146905|146630|145000|145000|448573
55045||N/A|0|0|0|0|458696
55042||N/A|0|0|0|0|458696
55044||N/A|0|0|0|0|458696
55043||N/A|0|0|0|0|458696
55051||N/A|0|0|0|0|458696
55050||N/A|0|0|0|0|458696
55049||N/A|0|0|0|0|458696
55048||N/A|0|0|0|0|458696
55047||N/A|0|0|0|0|458696
55046||N/A|0|0|0|0|458696
50534||Furniture and equipment|11451|0|0|0|439424
52957||1 sh Thermo Fisher Scientific Inc|50|50|43|43|449228
52738||2 sh Bank of America Corp|27|27|23|23|449228
52718||29 sh Aetna Inc (New)(CT)|899|899|873|873|449228
52754||10 sh Cigna CP|247|247|342|342|449228
52753||4 sh Chevron Corp|251|251|295|295|449228
52752||5 sh Chevron Corp|381|381|369|369|449228
52751||7 sh Chevron Corp|695|695|516|516|449228
52750||1 sh Chevron Corp|104|104|74|74|449228
52749||12 sh Chevron Corp|1229|1229|880|880|449228
52748||21 sh Cenovus Energy Inc Com|581|581|590|590|449228
52747||3 sh Cabot Oil & Gas Corp Inc|107|107|92|92|449228
52746||18 sh Cabot Oil & Gas Corp A|442|442|553|553|449228
52745||11 sh Cabot Oil & Gas Corp A|670|670|338|338|449228
52744||19 sh Cablevision Systems Corp|397|397|424|424|449228
52743||14 sh Bunge Ltd|715|715|782|782|449228
52742||23 sh Broadcom Corp CL A|591|591|758|758|449228
52741||2 sh BMC Software|73|73|90|90|449228
52740||27 sh BMC Software|978|978|1208|1208|449228
52739||4 sh Biogen Idec Inc|249|249|191|191|449228
52948||2 sh Symantec Corp|28|28|34|34|449228
52737||51 sh Bank of America Corp|652|652|581|581|449228
52736||26 sh Bank of America Corp|331|331|346|346|449228
52735||7 sh Autodesk Inc Delaware|275|275|191|191|449228
52734||46 sh Atlas Copco As a ADR A New|669|669|717|717|449228
52733||3 sh AOL Inc|43|43|70|70|449228
52732||2 sh AOL Inc|52|52|47|47|449228
52731||7 sh Anadarko Pete|197|197|307|307|449228
52730||21 sh Anadarko Pete|969|969|1206|1206|449228
52729||8 sh Anadarko Pete|369|369|515|515|449228
52728||30 sh Amgen Inc|1585|1585|1609|1609|449228
52727||10 sh Amgen Inc|425|425|538|538|449228
52726||4 sh Amazon Com Inc|199|199|656|656|449228
52725||1 sh Amazon Com Inc|50|50|121|121|449228
52724||1 sh Amazon Com Inc|79|79|121|121|449228
52723||10 sh Amazon Com Inc|789|789|1273|1273|449228
52722||6 sh Alcon Inc|857|857|962|962|449228
52721||5 sh Akamai Technologies Inc|83|83|214|214|449228
52720||12 sh Akamai Technologies Inc|221|221|513|513|449228
52719||3 sh Aetna Inc (New)(CT)|88|88|90|90|449228
52916||2 sh Roche Holdings ADR|82|82|68|68|449228
52796||1 sh Exelon Corp|48|48|39|39|449228
52795||1 sh Exelon Corp|53|53|39|39|449228
52794||2 sh Exelon Corp|98|98|78|78|449228
52793||18 sh Exelon Corp|866|866|703|703|449228
52792||3 sh Exelon Corp|144|144|138|138|449228
52791||13 sh Exelon Corp|1167|1167|598|598|449228
52790||9 sh Electronic Arts Inc|140|140|140|140|449228
52789||3 sh Electronic Arts Inc|47|47|47|47|449228
52788||13 sh Electronic Arts Inc|202|202|210|210|449228
52787||3 sh Electronic Arts Inc|51|51|49|49|449228
52786||9 sh Electronic Arts Inc|153|153|141|141|449228
52785||2 sh Electronic Arts Inc|34|34|31|31|449228
52784||6 sh Electronic Arts Inc|106|106|93|93|449228
52783||4 sh Electronic Arts Inc|71|71|63|63|449228
52782||1 sh Electronic Arts Inc|26|26|16|16|449228
52781||17 sh Electronic Arts Inc|438|438|280|280|449228
52780||11 sh Electronic Arts Inc|283|283|182|182|449228
52779||18 sh Electronic Arts Inc.|876|876|299|299|449228
52778||4 sh DPL Inc|96|96|98|98|449228
52777||2 sh DPL Inc|43|43|49|49|449228
52776||29 sh DPL Inc|638|638|708|708|449228
52775||4 sh DPL Inc|115|115|98|98|449228
52774||8 sh Dolby CLA A Com Stk|234|234|520|520|449228
52773||19 sh Devon Energy Corp New|1199|1199|1231|1231|449228
52772||17 sh DBS Group Holdings Ltd SP|646|646|716|716|449228
52771||1 sh Caremark Corp|29|29|31|31|449228
52770||1 sh Caremark Corp|26|26|34|34|449228
52769||1 sh Caremark Corp|27|27|34|34|449228
52768||20 sh Caremark Corp|555|555|678|678|449228
52767||5 sh Caremark Corp|214|214|170|170|449228
52766||3 sh Cree Research Inc|52|52|189|189|449228
52765||8 sh Cree Research Inc|198|198|505|505|449228
52764||2 sh Corning Inc|21|21|36|36|449228
52763||2 sh Corning Inc|21|21|36|36|449228
52762||34 sh Corning Inc|362|362|613|613|449228
52761||24 sh Corning Inc|648|648|432|432|449228
52760||28 sh Comcast Corp CL A Special New|608|608|476|476|449228
52759||1 sh Coca Cola Co|58|58|52|52|449228
52758||8 sh Coach Inc|283|283|389|389|449228
52757||22 sh CMS Energy CP|336|336|399|399|449228
52756||11 sh Cisco Sys Inc|281|281|258|258|449228
52755||26 sh Cigna CP|641|641|898|898|449228
52836||17 sh IShares Barclays Agg Bd Fd|1661|1661|1798|1798|449228
52835||1687 sh IShares Barclays Ag Bd Fd|171129|171129|178439|178439|449228
52834||23 sh Intel Corp|327|327|437|437|449228
52833||6 sh Intel Corp|85|85|123|123|449228
52832||10 sh Intel Corp|142|142|212|212|449228
52831||34 sh Intel Corp|809|809|720|720|449228
52830||22 sh Home Depot Inc|410|410|656|656|449228
52829||6 sh Home Depot Inc|162|162|179|179|449228
52828||2 sh Home Depot Inc|51|51|64|64|449228
52827||9 sh Home Depot Inc|243|243|297|297|449228
52826||2 sh Hewlett Packard|93|93|83|83|449228
52825||2 sh Hewlett Packard|91|91|83|83|449228
52824||19 sh Hewlett Packard|880|880|792|792|449228
52823||15 sh Hewlett Packard|695|695|734|734|449228
52822||13 sh Goodyear Tire & Rubber|145|145|130|130|449228
52821||32 sh Goodyear Tire & Rubber|442|442|320|320|449228
52820||5 sh Goodyear Tire & Rubber|67|67|50|50|449228
52819||66 sh Goodyear Tire & Rubber|809|809|659|659|449228
52818||1 sh Goldman Sachs Grp Inc|139|139|139|139|449228
52817||1 sh Goldman Sachs Grp Inc|180|180|139|139|449228
52816||3 sh Goldman Sachs Grp Inc|351|351|416|416|449228
52815||1 sh Goldman Sachs Grp Inc|87|87|139|139|449228
52814||30 sh General Electric Co|932|932|449|449|449228
52813||55 sh General Electric Co|497|497|904|904|449228
52812||1 sh Frontier Communications Corp|5|5|7|7|449228
52811||6 sh Frontier Communications Corp|38|38|45|45|449228
52810||Frontier Communication Corp cash in lieu|0|0|1|1|449228
52809||1 sh Freeport McMoran CP & Gld|24|24|96|96|449228
52808||7 sh Freeport McMoran CP & Gld|166|166|444|444|449228
52807||4 sh Exxon Mobil Corp|245|245|237|237|449228
52806||1 sh Exxon Mobil Corp|81|81|59|59|449228
52805||1 sh Exxon Mobil Corp|70|70|59|59|449228
52804||1 sh Exxon Mobil Corp|69|69|59|59|449228
52803||21 sh Exxon Mobil Corp|1430|1430|1247|1247|449228
52802||2 sh Exxon Mobil Corp|155|155|119|119|449228
52801||1 sh Exxon Mobil Corp|81|81|59|59|449228
52800||5 sh Exxon Mobil Corp|408|408|304|304|449228
52799||10 sh Exxon Mobil Corp|932|932|608|608|449228
52798||3 sh Expedia Inc|30|30|71|71|449228
52797||2 sh Exelon Corp|78|78|78|78|449228
52874||2 sh Marsh & McLennan Cos Inc|46|46|46|46|449228
52873||3 sh Marsh & McLennan Cos Inc|64|64|68|68|449228
52872||65 sh Marsh & McLennan Cos Inc|1622|1622|1479|1479|449228
52871||2 sh Madison Square Garden Inc CL A|21|21|39|39|449228
52870||7 sh Madison Square Garden Inc CL A|145|145|136|136|449228
52869||Madison Square Garden Inc CL A cash in lieu|0|0|15|15|449228
52868||36 sh LVMH Moet Hennessy Louis Vuitt|784|784|989|989|449228
52867||1 sh Liberty Media Starz SR A|43|43|51|51|449228
52866||0.154 sh Liberty Media Starz SR A|4|4|7|7|449228
52865||0.231 sh Liberty Media Starz SR A|6|6|11|11|449228
52864||2.615 sh Liberty Media Starz SR A|82|82|122|122|449228
52863||4 sh Liberty Media Hldg SR A Inter|26|26|47|47|449228
52862||60 sh Liberty Media Hldg SR A Inter|1005|1005|705|705|449228
52861||15 sh Liberty Media Hldg SR A Inter|164|164|189|189|449228
52860||78 sh Liberty Media Hodg SR A Inter|505|505|983|983|449228
52859||40 sh Liberty Media Hldg Sr A Inter|125|125|504|504|449228
52858||23 sh Liberty Media Hldg Cap Ser A|176|176|936|936|449228
52857||27 sh Liberty Media Hldg Cap Ser A|405|405|1099|1099|449228
52856||5 sh Liberty Global Inc CL A|71|71|125|125|449228
52855||6 sh Liberty Global Inc CL A|210|210|149|149|449228
52854||28 sh Kubota CP ADR|1117|1117|1156|1156|449228
52853||34 sh Komatsu Ltd Spon ADR New|602|602|653|653|449228
52852||13 sh Juniper Networks|241|241|323|323|449228
52851||31 sh JSR Corp Unspon ADR|544|544|480|480|449228
52850||1 sh JP Morgan Chase & Co|35|35|37|37|449228
52849||1 sh JP Morgan Chase & Co|46|46|37|37|449228
52848||15 sh JP Morgan Chase & Co|645|645|557|557|449228
52847||4 sh Johnson & Johnson|262|262|235|235|449228
52846||2 sh Johnson & Johnson|114|114|127|127|449228
52845||1 sh Johnson & Johnson|58|58|63|63|449228
52844||13 sh Johnson & Johnson|795|795|826|826|449228
52843||35 sh IShares MSCI EAFE Fund|1343|1343|1669|1669|449228
52842||626 sh IShares MSCI EAFE Fund|25095|25095|29855|29855|449228
52841||7 sh IShares MSCI EAFE Fund|352|352|334|334|449228
52840||425 sh IShares MSCI EAFE Fund|32857|32857|20269|20269|449228
52839||35 sh IShares Comex Gold Tr|3185|3185|4205|4205|449228
52838||55 sh IShares Barclays Agg Bd Fd|5254|5254|5818|5818|449228
52837||845 sh IShares Barclays Agg Bd Fd|80330|80330|89378|89378|449228
52915||2 sh Roche Holdings ADR|83|83|68|68|449228
52914||3 sh Rio Tinto PLC Spon ADR|441|441|616|616|449228
52913||3 sh Rio Tinto PLC Spon ADR|441|441|628|628|449228
52912||1 sh Qualcomm Inc|35|35|35|35|449228
52911||13 sh Qualcomm Inc|525|525|455|455|449228
52910||7 sh Qualcomm Inc|283|283|252|252|449228
52909||10 sh Qualcomm Inc|404|404|345|345|449228
52908||3 sh Qualcomm Inc|119|119|107|107|449228
52907||3 sh Qualcomm Inc|114|114|107|107|449228
52906||2 sh Qualcomm Inc|82|82|71|71|449228
