OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
201901|1201|UNISERV FUNDING|2010-06-21|846641|727174|434164
201902|1201|UNISERV FUNDING|2009-09-28|846641|727174|434164
201903|1201|UNISERV FUNDING|2010-03-24|846641|727174|434164
201904|1201|INSURANCE PREMIUM|2009-07-01|6000|727175|434164
201905|1201|INSURANCE PREMIUM|2010-06-28|7282|727177|434164
196780|1201|REIMBURSE FOR RENT & CLERICAL SERVICES|2009-02-13|7472|708108|427188
196781|1201|SAME.|2009-03-13|7472|708108|427188
196782|1201|SAME.|2009-04-10|7472|708108|427188
196783|1201|SAME.|2009-05-15|7472|708108|427188
196784|1201|SAME.|2009-06-12|7472|708108|427188
196785|1201|SAME.|2009-07-17|7472|708108|427188
196786|1201|SAME.|2009-08-21|7472|708108|427188
196787|1201|SAME.|2009-09-18|7472|708108|427188
196788|1201|SAME.|2009-10-16|7672|708108|427188
196789|1201|SAME.|2009-11-13|7671|708108|427188
196790|1201|SAME.|2009-12-16|7672|708108|427188
196791|1201|SAME.|2010-01-22|7672|708108|427188
197545|1201|INCOME FOR ROBUTRAD CORP|2009-02-12|66166|710082|428806
197546|1201|INCOME FOR ROBUTRAD CORP|2009-02-22|63680|710082|428806
197547|1201|INCOME FOR ROBUTRAD CORP|2009-03-12|59234|710082|428806
197548|1201|INCOME FOR ROBUTRAD CORP|2009-03-26|62103|710082|428806
197549|1201|INCOME FOR ROBUTRAD CORP|2009-04-09|63162|710082|428806
197550|1201|INCOME FOR ROBUTRAD CORP|2009-04-23|62037|710082|428806
197551|1201|INCOME FOR ROBUTRAD CORP|2009-05-07|73510|710082|428806
197552|1201|INCOME FOR ROBUTRAD CORP|2009-05-21|82496|710082|428806
197553|1201|INCOME FOR ROBUTRAD CORP|2009-06-04|78883|710082|428806
197554|1201|INCOME FOR ROBUTRAD CORP|2009-06-18|86016|710082|428806
197555|1201|INCOME FOR ROBUTRAD CORP|2009-07-01|82735|710082|428806
197556|1201|INCOME FOR ROBUTRAD CORP|2009-07-16|67087|710082|428806
197557|1201|INCOME FOR ROBUTRAD CORP|2009-07-30|80656|710082|428806
197558|1201|WORKERS COMP INSURANCE DIVIDEND|2009-04-28|23848|710083|428806
197559|1201|INCOME FOR ROBUTRAD CORP|2009-08-13|42423|710083|428806
197774|1201|SHARED SERVICES REIMBURSEMENT|2009-11-30|6177|710753|429852
197775|1201|PRIOR YEAR VOID CHECK|2009-03-01|17500|710758|429855
197776|1201|PRIOR YEAR VOID CHECK|2009-03-05|75000|710759|429855
197777|1201|PRIOR YEAR VOID CHECK|2009-04-02|15343|710760|429855
197778|1201|DUES REBATE VOIDED PAYMENT|2009-03-13|10000|710761|429855
197779|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710761|429855
197780|1201|PRIOR YEAR VOID CHECK|2009-03-05|45000|710762|429855
197781|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|5000|710763|429855
197782|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710763|429855
197783|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710763|429855
197784|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710763|429855
197785|1201|DUES REBATE VOIDED PAYMENT|2009-03-18|10000|710764|429855
197786|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710765|429855
197787|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710766|429855
197788|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710767|429855
197789|1201|DUES REBATE VOIDED PAYMENT|2009-05-04|10000|710768|429855
197790|1201|NON-EMPLOYEE WITHHOLDINGS|2009-09-17|10000|710769|429855
197791|1201|DUES REBATE VOIDED PAYMENT|2009-07-23|10000|710771|429855
197792|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710772|429855
197793|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710773|429855
197794|1201|DUES REBATE VOIDED PAYMENT|2009-10-13|10000|710774|429855
197795|1201|DUES REBATE VOIDED PAYMENT|2009-10-06|10000|710775|429855
197796|1201|DUES REBATE VOIDED PAYMENT|2010-02-09|10000|710776|429855
197797|1201|PRIOR YEAR VOID CHECK|2009-03-19|10000|710777|429855
197798|1201|DUES REBATE VOIDED PAYMENT|2009-03-19|10000|710777|429855
197799|1201|DUES REBATE VOIDED PAYMENT|2009-03-19|10000|710777|429855
197800|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710778|429855
197801|1201|DUES REBATE VOIDED PAYMENT|2009-12-17|8235|710779|429855
197802|1201|DUES REBATE VOIDED PAYMENT|2009-06-30|8235|710779|429855
197803|1201|PRIOR YEAR VOID CHECK|2009-07-24|9877|710780|429855
197804|1201|PRIOR YEAR VOID CHECK|2009-03-05|12500|710781|429855
197805|1201|DUES REBATE VOIDED PAYMENT|2009-03-19|5294|710782|429855
197806|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710783|429855
197807|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710784|429855
197808|1201|DUES REBATE VOIDED PAYMENT|2010-02-09|10000|710784|429855
197809|1201|PRIOR YEAR VOID CHECK|2009-03-03|10000|710785|429855
197810|1201|PRIOR YEAR VOID CHECK|2009-04-02|23407|710786|429855
197811|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710786|429855
197812|1201|PRIOR YEAR VOID CHECK|2009-07-24|9490|710786|429855
197813|1201|PRIOR YEAR VOID CHECK|2009-07-24|7500|710786|429855
197814|1201|PRIOR YEAR VOID CHECK|2009-07-24|7500|710786|429855
197815|1201|PRIOR YEAR VOID CHECK|2009-07-24|5000|710786|429855
197816|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710786|429855
197817|1201|PRIOR YEAR VOID CHECK|2009-04-30|15003|710787|429855
197818|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710788|429855
197819|1201|DUES REBATE VOIDED PAYMENT|2009-03-03|10000|710789|429855
197820|1201|DUES REBATE VOIDED PAYMENT|2009-11-12|10000|710790|429855
197821|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710792|429855
197822|1201|PRIOR YEAR VOID CHECK|2009-07-24|44663|710793|429855
197823|1201|PRIOR YEAR VOID CHECK|2009-07-24|5705|710793|429855
197824|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710794|429855
197825|1201|DUES REBATE VOIDED PAYMENT|2009-09-30|10000|710795|429855
197826|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710797|429855
197827|1201|DUES REBATE VOIDED PAYMENT|2009-09-17|10000|710798|429855
197828|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710799|429855
197829|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710799|429855
197830|1201|PRIOR YEAR VOID CHECK|2009-07-24|6165|710800|429855
197831|1201|DUES REBATE VOIDED PAYMENT|2009-08-20|10000|710801|429855
197832|1201|DUES REBATE VOIDED PAYMENT|2009-11-20|10000|710802|429855
197833|1201|DUES REBATE VOIDED PAYMENT|2009-05-27|10000|710803|429855
197834|1201|DUES REBATE VOIDED PAYMENT|2009-05-29|8824|710804|429855
197835|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710805|429855
197836|1201|PRIOR YEAR VOID CHECK|2009-07-24|28078|710806|429855
197837|1201|DUES REBATE VOIDED PAYMENT|2009-07-23|10000|710807|429855
197838|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710808|429855
197839|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710808|429855
197840|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710808|429855
197841|1201|DUES REBATE VOIDED PAYMENT|2009-11-19|10000|710809|429855
197842|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710810|429855
197843|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710811|429855
197844|1201|DUES REBATE VOIDED PAYMENT|2009-07-27|10000|710812|429855
197845|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710812|429855
197846|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710813|429855
197847|1201|DUES REBATE VOIDED PAYMENT|2009-05-15|10000|710814|429855
197848|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710815|429855
197849|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710816|429855
197850|1201|DUES REBATE VOIDED PAYMENT|2009-11-05|10000|710817|429855
197851|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710818|429855
197852|1201|PRIOR YEAR VOID CHECK|2009-07-24|8891|710819|429855
197853|1201|DUES REBATE VOIDED PAYMENT|2009-04-13|10000|710820|429855
197854|1201|PRIOR YEAR VOID CHECK|2009-07-24|6157|710821|429855
197855|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710822|429855
197856|1201|DUES REBATE VOIDED PAYMENT|2010-01-29|10000|710823|429855
197857|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710824|429855
197858|1201|DUES REBATE VOIDED PAYMENT|2010-02-09|10000|710825|429855
197859|1201|DUES REBATE VOIDED PAYMENT|2009-07-23|5882|710826|429855
197860|1201|DUES REBATE VOIDED PAYMENT|2009-12-31|10000|710827|429855
197861|1201|PRIOR YEAR VOID CHECK|2009-04-30|10008|710828|429855
197862|1201|PRIOR YEAR VOID CHECK|2009-07-24|8632|710829|429855
197863|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710830|429855
197864|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710831|429855
197865|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710832|429855
197866|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710833|429855
197867|1201|PRIOR YEAR VOID CHECK|2009-03-06|5000|710834|429855
197868|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710836|429855
197869|1201|PRIOR YEAR VOID CHECK|2009-04-30|10000|710837|429855
197870|1201|PRIOR YEAR VOID CHECK|2009-07-24|5000|710838|429855
197871|1201|INSO CORP LITIGATION SETTLEMENT|2009-12-01|5224|710840|429855
197872|1201|REIMBURSEMENT|2009-04-03|10939|710841|429855
197873|1201|PROMOTIONAL FEE|2009-12-11|10983|710844|429855
197874|1201|SBXLIV TICKETS|2010-01-28|6000|710845|429855
197875|1201|LEASING COMMISSION|2009-10-19|13548|710846|429855
197876|1201|REFUND OVERPAYMENT|2009-04-08|12189|710848|429855
197877|1201|ROYALTIES|2009-04-10|12328|710849|429855
197878|1201|SPORTING EVENT TICKETS|2010-02-12|6574|710852|429855
197879|1201|SBXLIV TICKETS|2010-02-16|5600|710854|429855
197880|1201|SPONSORSHIP|2009-05-22|12000|710855|429855
197881|1201|PLAYER MARKETING|2009-04-15|16500|710856|429855
197882|1201|PRIOR YEAR VOID CHECK|2009-04-06|6994|710857|429855
197883|1201|ROYALTIES|2009-03-03|85722|710860|429855
197884|1201|ROYALTIES|2009-05-01|25462|710860|429855
197885|1201|PLAYER MARKETING|2009-12-22|250000|710860|429855
197886|1201|SPONSORSHIP JB AWARDS TV SHOW|2009-10-05|195000|710861|429855
197887|1201|REIMB AIRFARE|2009-05-14|10826|710861|429855
197888|1201|PLAYER MARKETING|2009-04-15|9090|710862|429855
197889|1201|PLAYER MARKETING|2009-03-05|7506|710863|429855
197890|1201|PLAYER MARKETING|2009-08-21|6136|710863|429855
197891|1201|PLAYER MARKETING|2009-09-03|8000|710863|429855
201906|1201|FAIR SHARE|2010-05-07|13855|727179|434164
197901|1201|INSURANCE REIMBURSEMENT S/B PA|2009-03-13|162176|710874|429855
197902|1201|REIMBURSEMENT|2009-10-29|83214|710874|429855
197903|1201|PLAYER MARKETING|2009-11-23|80000|710875|429855
197904|1201|REFUND|2009-03-03|6134|710877|429855
197905|1201|REFUND OVERPAYMENT|2009-06-25|16980|710878|429855
197906|1201|SBXLIV ROOMS|2010-01-27|8800|710879|429855
197907|1201|SBXLIV TICKETS|2010-02-01|5400|710879|429855
197908|1201|PLAYER MARKETING|2009-03-13|26000|710880|429855
197909|1201|PLAYER MARKETING|2009-10-22|6500|710880|429855
197910|1201|PLAYER MARKETING|2009-05-01|40000|710880|429855
197911|1201|ROYALTIES|2009-04-08|7105|710881|429855
197912|1201|ROYALTIES|2009-06-22|12303|710881|429855
197913|1201|ROYALTIES|2009-08-21|22500|710882|429855
197914|1201|ROYALTIES|2010-01-08|22500|710882|429855
197915|1201|PLAYER MARKETING|2009-03-13|62500|710883|429855
197916|1201|PLAYER MARKETING|2009-06-25|12000|710883|429855
197917|1201|ROOKIE PREMIERE SPONSORSHIP|2009-06-30|212714|710883|429855
197918|1201|PLAYER MARKETING|2009-07-17|450000|710883|429855
197919|1201|PLAYER MARKETING|2009-10-01|86000|710883|429855
197920|1201|PLAYER MARKETING|2009-10-14|75000|710883|429855
197921|1201|PLAYER MARKETING|2009-10-22|5000|710883|429855
197922|1201|PLAYER MARKETING|2009-10-22|152500|710883|429855
197923|1201|PM/CORP MKTG|2009-12-22|401500|710883|429855
197924|1201|PLAYER MARKETING|2009-04-02|9000|710883|429855
197925|1201|PLAYER MARKETING|2009-03-03|270000|710883|429855
197926|1201|PLAYER MARKETING|2009-04-15|30000|710883|429855
197927|1201|HELMETS OFF|2009-04-22|350000|710883|429855
197928|1201|PLAYER MARKETING|2009-05-22|29500|710883|429855
197929|1201|ROYALTIES|2009-09-08|14500000|710883|429855
197930|1201|ROYALTIES|2009-03-30|14500000|710883|429855
197931|1201|ROYALTIES|2009-06-09|8750|710884|429855
197932|1201|ROYALTIES|2009-10-23|8750|710884|429855
197933|1201|ROYALTIES|2010-01-29|5715|710885|429855
197934|1201|ROYALTIES|2009-05-22|15000|710885|429855
197935|1201|ROYALTIES|2009-09-22|15000|710885|429855
197936|1201|ROYALTIES|2009-06-16|5511|710886|429855
197937|1201|ROYALTIES|2009-09-18|15847|710886|429855
197938|1201|ROYALTIES|2009-12-16|62835|710886|429855
197939|1201|ROYALTIES|2009-03-16|65528|710886|429855
197940|1201|ROYALTIES|2009-09-03|12500|710887|429855
197941|1201|ROYALTIES|2009-03-04|12500|710887|429855
197942|1201|ROYALTIES|2009-03-13|8874|710887|429855
197943|1201|ROYALTIES|2009-06-17|51544|710888|429855
198196|1201|ROYALTIES|2010-02-19|250000|710952|429855
197945|1201|ROYALTIES|2009-12-16|35718|710888|429855
197946|1201|ROYALTIES|2009-03-20|43702|710888|429855
197947|1201|ROYALTIES|2010-01-08|5665|710889|429855
197948|1201|ROYALTIES|2009-04-08|29437|710890|429855
197949|1201|ROYALTIES|2009-07-02|19165|710890|429855
197950|1201|ROYALTIES|2009-10-15|18697|710890|429855
197951|1201|ROYALTIES|2010-01-15|16986|710890|429855
197952|1201|ROYALTIES|2009-06-09|32500|710891|429855
197953|1201|ROYALTIES|2009-12-11|32500|710891|429855
197954|1201|ROYALTIES|2009-04-15|7172|710891|429855
197955|1201|ROYALTIES|2009-06-11|7020|710892|429855
197956|1201|ROYALTIES|2009-06-11|173947|710892|429855
197957|1201|HELMETS OFF 08 SPONSORSHIP|2009-06-30|12500|710892|429855
197958|1201|HELMETS OFF FY09|2009-09-16|12500|710892|429855
197959|1201|PLAYER MARKETING|2009-10-19|11250|710892|429855
197960|1201|PLAYER MARKETING|2009-11-17|11250|710892|429855
197961|1201|ROYALTIES|2009-04-02|11878|710892|429855
197962|1201|ROYALTIES|2010-02-17|75625|710892|429855
197963|1201|ROYALTIES|2009-12-16|75625|710892|429855
197964|1201|ROYALTIES|2009-06-22|75625|710892|429855
197965|1201|ROYALTIES|2009-09-16|75625|710892|429855
197966|1201|ROYALTIES|2009-06-22|30882|710893|429855
197967|1201|ROYALTIES|2009-10-06|1055382|710893|429855
197968|1201|ROYALTIES|2009-12-22|648465|710893|429855
197969|1201|ROYALTIES|2009-03-24|112143|710893|429855
197970|1201|ROYALTIES|2009-08-25|27500|710894|429855
197971|1201|ROYALTIES|2009-07-27|95000|710895|429855
197972|1201|ROYALTIES|2009-10-14|95000|710895|429855
197973|1201|ROYALTIES|2010-01-26|40732|710895|429855
197974|1201|DEPOSIT RECEIVED IN ERROR|2009-10-23|177935|710895|429855
197975|1201|ROYALTIES|2009-11-23|31732|710896|429855
197976|1201|PLAYER MARKETING|2010-01-04|10000|710896|429855
197977|1201|ROYALTIES|2009-09-02|125000|710897|429855
197978|1201|ROYALTIES|2010-01-29|125000|710897|429855
197979|1201|PLAYER MARKETING|2009-03-23|25000|710897|429855
197980|1201|ROYALTIES|2009-05-29|56686|710897|429855
197981|1201|ROYALTIES|2010-01-08|6490|710898|429855
197982|1201|ROYALTIES|2009-03-24|5391|710898|429855
197983|1201|ROYALTIES|2009-04-02|19106|710899|429855
197984|1201|ROYALTIES|2009-12-16|20000|710899|429855
197985|1201|PLAYER MARKETING|2009-06-09|20000|710899|429855
197986|1201|ROYALTIES|2009-06-17|30000|710901|429855
197987|1201|ROYALTIES|2009-09-22|30000|710901|429855
197988|1201|ROYALTIES|2009-06-17|35000|710901|429855
197989|1201|ROYALTIES|2009-09-22|30000|710901|429855
197990|1201|ROYALTIES|2009-12-16|30000|710901|429855
197991|1201|ROYALTIES|2009-03-20|78778|710901|429855
197992|1201|ROYALTIES|2009-07-02|5000|710902|429855
197993|1201|ROYALTIES|2009-07-08|19642|710903|429855
197994|1201|ROYALTIES|2009-10-01|32232|710903|429855
197995|1201|ROYALTIES|2009-12-04|25000|710903|429855
197996|1201|ROYALTIES|2010-02-12|23126|710903|429855
197997|1201|ROYALTIES|2009-07-02|16158|710904|429855
197998|1201|ROYALTIES|2009-07-30|88842|710904|429855
197999|1201|ROYALTIES|2009-10-29|105000|710904|429855
198000|1201|ROYALTIES|2010-01-08|66500|710904|429855
198001|1201|PLAYER MARKETING|2009-06-25|15000|710904|429855
198002|1201|PLAYER MARKETING|2009-10-14|56000|710904|429855
198003|1201|ROYALTIES|2009-07-30|7031|710904|429855
198004|1201|PLAYER MARKETING|2009-08-31|115000|710905|429855
198005|1201|PLAYER MARKETING|2009-03-13|7000|710905|429855
198006|1201|PLAYER MARKETING|2009-09-18|31706|710905|429855
198007|1201|PLAYER MARKETING|2009-03-16|15920|710905|429855
198008|1201|PLAYER MARKETING|2010-01-06|15000|710905|429855
198009|1201|SPONSORSHIP|2009-04-17|10000|710905|429855
198010|1201|ROYALTIES|2009-12-02|63807|710905|429855
198011|1201|ROYALTIES|2009-08-27|92500|710905|429855
198012|1201|PLAYER MARKETING|2009-12-22|30000|710906|429855
198013|1201|ROYALTIES|2009-04-02|20000|710906|429855
198014|1201|ROYALTIES|2009-08-28|20000|710906|429855
198015|1201|ROYALTIES|2010-02-11|42341|710906|429855
198016|1201|ROYALTIES|2009-06-09|135250|710907|429855
198017|1201|ROYALTIES|2009-09-15|27016|710907|429855
198018|1201|PLAYER MARKETING|2009-06-09|38313|710907|429855
198019|1201|PLAYER MARKETING|2009-07-23|15903|710907|429855
198020|1201|PLAYER MARKETING|2009-08-07|14200|710907|429855
198021|1201|ROYALTIES|2009-03-11|10430|710907|429855
198022|1201|PLAYER MARKETING|2009-11-03|15000|710907|429855
198023|1201|PLAYER MARKETING|2009-03-20|125000|710907|429855
198024|1201|PLAYER MARKETING|2009-03-26|125000|710907|429855
198025|1201|PLAYER MARKETING|2009-04-08|125000|710907|429855
198026|1201|PLAYER MARKETING|2009-03-03|125000|710907|429855
198027|1201|PLAYER MARKETING|2009-05-01|102637|710907|429855
198028|1201|PLAYER MARKETING|2009-05-01|75000|710907|429855
198029|1201|PLAYER MARKETING|2009-05-22|121400|710907|429855
198030|1201|PLAYER MARKETING|2009-03-03|250000|710907|429855
198031|1201|ROYALTIES|2009-09-29|10000|710908|429855
198032|1201|ROYALTIES|2009-06-01|32500|710909|429855
198033|1201|ROYALTIES|2009-11-04|5806|710910|429855
198034|1201|ROYALTIES|2010-01-22|6123|710910|429855
198035|1201|ROYALTIES|2010-01-15|30120|710911|429855
198036|1201|ROYALTIES|2009-09-25|7500|710911|429855
198037|1201|ROYALTIES|2009-09-22|9670|710912|429855
198038|1201|ROYALTIES|2009-09-22|12500|710913|429855
198039|1201|ROYALTIES|2009-08-27|12500|710913|429855
198040|1201|ROYALTIES|2009-08-31|5000|710914|429855
198041|1201|ROYALTIES|2009-09-23|5000|710915|429855
198042|1201|ROYALTIES|2009-10-23|5000|710916|429855
198043|1201|ROYALTIES|2009-03-13|37752|710917|429855
198044|1201|MARKETING COMMITMENT|2009-07-27|45000|710917|429855
198045|1201|ROYALTIES|2009-07-27|37998|710917|429855
198046|1201|PLAYER MARKETING|2009-05-11|7500|710918|429855
198047|1201|PLAYER MARKETING|2009-05-01|6751|710919|429855
198048|1201|PLAYER MARKETING|2009-07-17|32500|710920|429855
198049|1201|PLAYER MARKETING|2009-08-31|22000|710920|429855
198050|1201|PRIOR YEAR VOID CHECK|2009-07-27|26687|710921|429855
198051|1201|REFUND OVERPAYMENT|2009-05-05|23207|710921|429855
198052|1201|PRIOR YEAR VOID CHECK|2009-07-27|23004|710921|429855
198053|1201|POLICY CANCELLATION REFUND|2009-09-22|11615|710922|429855
198054|1201|AMBASSADOR AUTO POLICY REFUND|2009-08-26|16986|710922|429855
198055|1201|REFUND OVERPAYMENT|2009-07-07|6000|710922|429855
198056|1201|PLAYER MARKETING|2009-07-23|5030|710923|429855
198057|1201|PLAYER MARKETING|2009-05-01|6863|710924|429855
198058|1201|SPONSORSHIP|2009-09-18|10000|710925|429855
198059|1201|PLAYER MARKETING|2009-06-25|8000|710926|429855
198060|1201|PLAYER MARKETING|2009-06-22|74500|710927|429855
198061|1201|PLAYER MARKETING|2009-07-02|16000|710927|429855
198062|1201|PLAYER MARKETING|2009-07-08|15240|710927|429855
198063|1201|PLAYER MARKETING|2009-08-07|7200|710927|429855
198064|1201|PLAYER MARKETING|2009-08-07|160000|710927|429855
198065|1201|PLAYER MARKETING|2009-09-03|12550|710927|429855
198066|1201|PLAYER MARKETING|2009-10-14|20400|710927|429855
198067|1201|PLAYER MARKETING|2009-11-17|178000|710927|429855
198068|1201|PLAYER MARKETING|2009-11-23|18900|710927|429855
198069|1201|PLAYER MARKETING|2009-11-23|7050|710927|429855
198070|1201|PLAYER MARKETING|2009-12-04|9900|710927|429855
198071|1201|PLAYER MARKETING|2009-12-15|3779190|710927|429855
198072|1201|2008 SPONSORSHIP|2009-12-15|850000|710927|429855
198073|1201|2009 SPONSORSHIP|2010-02-25|25125830|710927|429855
198074|1201|2009 INTERNET|2010-02-25|8000000|710927|429855
198075|1201|PLAYER MARKETING|2009-03-26|77500|710927|429855
198076|1201|PLAYER MARKETING|2009-03-26|83500|710927|429855
198077|1201|2008 VIGNETTES|2009-04-08|123480|710927|429855
198078|1201|PLAYER MARKETING|2009-04-22|221000|710927|429855
198079|1201|SETTLEMENT|2010-02-25|5000000|710927|429855
198080|1201|ROYALTIES|2009-07-02|8750|710928|429855
198081|1201|ROYALTIES|2009-10-29|8750|710928|429855
198082|1201|ROYALTIES|2009-03-20|20792|710928|429855
198083|1201|PLAYER MARKETING|2009-07-02|7197|710929|429855
198084|1201|PLAYER MARKETING|2009-08-18|13804|710929|429855
198085|1201|PLAYER MARKETING|2009-04-15|25067|710929|429855
198086|1201|ROYALTIES|2009-03-25|625000|710930|429855
198087|1201|ROYALTIES|2009-09-16|92582|710930|429855
198088|1201|ROYALTIES|2009-10-26|532418|710930|429855
198089|1201|ROYALTIES|2009-12-16|625000|710930|429855
198090|1201|ROYALTIES|2009-07-02|625000|710930|429855
198091|1201|PLAYER MARKETING|2009-06-09|102000|710930|429855
198092|1201|PLAYER MARKETING|2009-06-25|200000|710930|429855
198093|1201|PLAYER MARKETING|2009-07-08|200000|710930|429855
198094|1201|PLAYER MARKETING|2009-07-27|200000|710930|429855
198095|1201|PLAYER MARKETING|2009-08-11|100000|710930|429855
198096|1201|ROOKIE PREMIERE|2009-11-04|144437|710930|429855
198097|1201|PLAYER MARKETING|2009-11-04|100000|710930|429855
198098|1201|PLAYER MARKETING|2009-11-23|100000|710930|429855
198099|1201|PLAYER MARKETING|2009-12-22|50000|710930|429855
198100|1201|PLAYER MARKETING|2010-01-26|50000|710930|429855
198101|1201|PLAYER MARKETING|2010-02-12|100000|710930|429855
198102|1201|PLAYER MARKETING|2009-05-13|300000|710930|429855
198103|1201|PLAYER MARKETING|2009-05-29|200000|710930|429855
198104|1201|PLAYER MARKETING|2009-06-09|32000|710931|429855
198105|1201|PLAYER MARKETING|2009-07-02|7410|710931|429855
198106|1201|ROOKIE PREMIERE|2009-07-21|51500|710931|429855
198107|1201|PLAYER MARKETING|2009-05-01|15134|710931|429855
198108|1201|ROYALTIES|2009-04-27|20000|710932|429855
198109|1201|ROYALTIES|2009-03-25|1186504|710932|429855
198110|1201|ROYALTIES|2009-03-25|296074|710932|429855
198111|1201|PLAYER MARKETING|2009-07-07|51395|710932|429855
198112|1201|PLAYER MARKETING|2009-03-26|25000|710932|429855
198113|1201|PLAYER MARKETING|2009-04-02|62576|710932|429855
198114|1201|PLAYER MARKETING|2009-04-02|650000|710932|429855
