OID|DESCRIPTION|BOOK_VALUE|RPT_ID
65513|DUES RECEIVABLE|119932|611626
65515|PREPAID EXPENSES|240|611626
65514|OTHER RECEIVABLES|4240|611626
64951|BOOKS,POSTERS,|2145|610510
64160|Closing costs - net of amortization|1900|609180
64161|Prepaid payroll|472|609180
61758|DEPOSITS|9171|595734
65791|BUILDING LEASE DEPOSIT|52515|612201
65792|PREPAID EXPENSES|155166|612201
61997|SECURITY DEPOSIT|3000|597283
61998|PREPAID EXPENSES|18494|597283
61999|EXCHANGES|116406|597283
64406|Prepaid Insurance|40298|609553
64409|Unamortized Origination Fees|741|609553
64408|Prepaid Realtors Commission|24000|609553
64407|Deposits - Security, Meetings & Utilities|14537|609553
65147|Bibles|3048|610743
67439|Security Deposit|900|613567
69607|TRAVEL ADVANCE - Katrina Fenton|871|617347
69606|TRAVEL ADVANCE - Tom Gagliardo|286|617347
69609|TRAVEL ADVANCE - Dana Duggins|322|617347
69608|TRAVEL ADVANCE - Dana Duggins|738|617347
71296|DUES AND MEMBERSHIP RECEIVABLE|8416|629701
71298|DUE FROM FONDO|6000|629701
71297|DUE FROM OTHERS|756|629701
65519|UTILITY DEPOSITS|585|611638
65667|BIBLES (12 PROTESTANT, 12 CATHOLIC, & 6 AFRICAN)|1100|611918
65503|MEN/WOMEN UAW WATCHES|1170|611610
64984|Prepaid expenses|3977|610550
62789|Prepaid expenses|24701|599501
62790|Loan costs, net of accumulated amortization|4331|599501
69697|DEFFERRED COMPENSATION RETIREMENT|258810|619288
69698|POST-RETIREMENT HEALTH CARE BENEFITS|21392961|619288
70320|PREPAID EXPENSES|21110|626545
70319|EMPLOYEE ADVANCES|7639|626545
70323|GAS CARD TO ISSUE|6905|626545
70322|MEETING ROOM RENTALS|7836|626545
70321|PREPAID DEPOSITS|178351|626545
69761|Security Deposit - Warren Office|2000|620475
69763|Prepaid Expenses|313123|620475
69762|Travel & Expense Advances|2826|620475
65767|120 shirts on hand @ $16 each|1920|612134
65766|14 Bibles on hand @ $38 each|532|612134
65768|10 hats on hand @ $12 each|120|612134
69583|Prepaid pension and healthcare expenses |99156|616419
62888|Miscellaneous prepaid|7906|601026
62891|Art|5093|601026
62890|Prepaid insurance|202|601026
62889|Prepaid taxes|4065|601026
62950|Deferred Compensation|307394|601216
62955|Affiliate Receivable|565695|601216
62954|Interest/Other|51869|601216
62953|Inventory|231951|601216
62952|Deposits|42364|601216
62951|Other Prepaid|379198|601216
62367|PREPAID EXPENSE |283777|598500
62368|SECURITY DEPOSIT|68574|598500
63950|PREPAID EXPENSES|41591|608501
63951|DEPOSITS|455|608501
66809|Prepaid expenses|17481|612954
62885|Deferred Compensation|1415590|601025
62887|Security Deposits|6271|601025
62886|Prepaid Expenses|495055|601025
67413|EXCHANGES|3393|613527
67416| PENSION BENEFITS ASSETS|22883139|613527
67415|PREPAID EXPENSES|62788|613527
67414|RENTAL DEPOSITS|54602|613527
63936|BIBLE FOR DECEASED MEMBER         8@30.00|240|608422
63937|SHIRT FOR SALE TO MEMBERS       400@15.70|6278|608422
63807|Hats|120|607853
63810|Tshirts|2250|607853
63809|Sweatshirts|1920|607853
63808|Bibles|150|607853
70013|Prepaid insurance|28312|624122
70016|Inventory held for resale|9493|624122
70015|Prepaid advertising|15160|624122
70014|Prepaid IT services|18115|624122
63395|telephones|191|605576
63400|desks and furniture|3500|605576
63399|computer network hardware|777|605576
63398|laptops|1045|605576
63397|vacuum cleaner|213|605576
63396|fold up chairs|1464|605576
65708|Rent Deposit|8294|612000
65710|Due from Related Organization|680|612000
65709|Prepaid Insurance|1258|612000
67774|Deposits|29164|614034
67775|Loan Cost Net of Amortization|1137|614034
65047|PREPAID EXPENSES|55826|610636
64170|PREPAID INSURANCE|404|609213
64171|DUE FROM AFFILIATE|19672|609213
61767|PREPAID EXPENSES|60775|595806
61768|SECURITY DEPOSIT|12465|595806
62093|PREPAID EXPENSE|9083|597878
62094|SECURITY DEPOSIT|13506|597878
63838|Bible Inventory |300|607903
69541|Inventory of Publication|11490|615459
69547|Security Deposit|20290|615459
69546|Due from Foundation|9118|615459
69545|Due from NY Region|1829|615459
69544|Undeposited Paypal receipts|24056|615459
69543|Prepaid Insurance|473|615459
69542|Travel Advance|6947|615459
63251|Postage Deposits|3754|603158
63253|Promotional Inventory|19158|603158
63252|Other Deposits|36000|603158
69722|Security Deposit|1200|619882
64107|FUNDS HELD FOR LOCAL 800 VACATION FUND|17891|609062
63115|Security Deposit|3420|602097
63118|Due from Affiliates|8534|602097
63117|Accrued Investment Income|1037|602097
63116|Prepaid Expenses|5936|602097
63029|LEASE SECURITY DEPOSIT|3735|601838
62422|LETTER OF CREDIT|30885|598582
62423|UTILITY DEPOSITS|5408|598582
63238|MISCELLANEOUS RECEIVABLES|219588|602991
63239|PREPAID EXPENSES|41098|602991
67793|PREPAID DSHS SOFTWARE DEVELOPMENT COSTS|558188|614060
67794|PREPAID EMPLOYEE BENEFITS|9927|614060
62822|PREPAID EXPENSES|161394|600220
62825|DEPOSITS|380|600220
62824|TRAVEL ADVANCES|1973|600220
62823|PREPAID INSURANCE|45903|600220
63320|INVENTORY OF CLOTHING AND APPAREL ITEMS|0|604500
70067|Prepaid Expenses|2802|624462
67682|WARREN COUNTY WATER DEPOSIT|550|613877
67685|T-Shirts (2) @ $9.50 each|19|613877
67684|BIBLES (2) @ $21.50|43|613877
67683|WARREN RURAL ELECTRIC COOP-ELECTRIC|300|613877
62169|NONE|0|598143
62911|PREPAID RENT|1000|601150
63321|Security Deposit - Other Lease|1906|604545
61613|INVENTORY OF PROMOTIONAL MERCHANDISE |20000|594706
65744|Due from affiliated labor organizations|5936|612069
65746|Other receivables|16267|612069
65745|Prepaid expense|6031|612069
65833|Rent Security Deposit|6973|612253
65834|Utility Security Deposit|1676|612253
69847|Deposit|3350|621779
62412|Receivable from Apprenticeship Training Trust|4347|598576
67694|None|0|613904
61954|MEMBER RECEIVABLE|96|596995
68020|Common Stock|43|614248
68022|Prepaid Expenses|206828|614248
68021|Deposits|2975|614248
62657|DEPOSITS|14632|599054
62658|PREPAID EXPENSES|33732|599054
63482|RENTAL SECURITY DEPOSIT|1600|606140
67783|SECURITY DEPOSIT|47000|614039
67784|OTHER RECEIVABLE|383|614039
63012|Funds in Escrow|2772|601690
65561|Security Deposit|1724|611703
62493|PREPAID EXPENSES|1950|598711
62494|SECURITY DEPOSIT|1950|598711
64151|PREPAID INSURANCE|10700|609170
64153|SECURITY DEPOSITS|2700|609170
64152|PREPAID EXPENSES|4208|609170
65213|ANNUITY CONTRACTS|377023|610890
70080|CERTIFICATE OF DEPOSIT|13402|624612
64777|Prepaid rent|975|610216
64778|Prepaid UBIT|2546|610216
63722|Protastant Bibles|435|607437
63730|25 yr. Service Rings|1700|607437
63729|Blue Strength in Numbers Labor Day Shirts|352|607437
63728|Labor Day Shirts|216|607437
63727|Nikkon 35MM Camera|138|607437
63726|Tanakh|25|607437
63725|Quran|69|607437
63724|Catholic Spanish Bibles|504|607437
63723|Catholic Bibles|624|607437
70068|Prepaids|86|624478
66242|SECURITY DEPOSIT - RENT|6601|612663
63106|Prepaid insurance|4587|602067
63108|Cooperativa de Ahorro y Crédito|805|602067
63107|Prepaid life insurance|4816|602067
63077|PREPAID EXPENSES|19945|602010
69334|Prepaid expenses|6626|614775
65272|t-shirts|630|611035
65273|coolers|120|611035
63091|Lease Deposit|7933|602028
63093|Prepaid Expenses|241|602028
63092|Lease Deposit|2300|602028
65965|BIBLES FOR FAMILY OF DECEASED MEMBERS|471|612413
62115|Merchandise Inventory|691|597956
63153|Prepaid Expenses|731785|602204
63156|Security Deposits|2886|602204
63155|Prepaid CSE Political Action Fund Contribution|278749|602204
63154|Prepaid to Lumiere Communications|151770|602204
62477|INVENTORY OF PROMOTIONAL ITEMS|13809|598629
62524|OTHER ACCOUNTS RECEIVABLE|2500|598814
62527|A/R-PER CAPITA LOANS|25588|598814
62526|LEASE DEPOSITS|11272|598814
62525|TRAVEL ADVANCES|2200|598814
61762|PREPAID EXPENSES|1435|595758
62639|Prepaid Assessments|1124|599022
65285|1. SECURITY DEPOSIT|5390|611076
64001|Bibles|1400|608614
64005|Misc. Items|1309|608614
64004|Rings|721|608614
64003|Watches|4216|608614
64002|Shirts & Hats|10503|608614
62949|DUE FROM UNAC, NET|9505|601215
69849|Zero|0|621836
62436|Inventory - Shirts|2673|598587
62753|Security Deposit|1350|599282
62649|Advances and Pre-paid Expenses|76768|599037
67709|DEPOSITS|170|613927
61956|DUE TO/DUE FROM|48804|596999
61957|DUES RECEIVABLE|11754|596999
62710|SECURITY DEPOSIT|4350|599171
62108|NONE|0|597937
67776|Security deposits|4000|614035
67779|Other receivable|46569|614035
67778|Due from related entities|13606|614035
67777|Prepaid expenses|5001|614035
63167|T-SHIRTS AND PROMOTIONAL ITEMS|2000|602238
62239|Prepaid Expenses|4517|598302
63011|INVENTORY|4304|601672
63453|DUE FROM AFFILIATES|189|605950
63454|TRANSIT CHECK INVENTORY|408|605950
62221|INVENTORY OF PROMOTIONAL ITEMS|8178|598263
63721|0|0|607418
64040| INVENTORY |13517|608724
62922|Prepaid Insurance|4565|601165
62923|Security Deposit - Office Rent|4059|601165
67326|Rent Security|712|613342
62688|Prepaid Workers Comp Insurance|2805|599084
62764|Deposits|1750|599373
63189|Promotional Inventory|50108|602293
65574|58 Bibles @ $31 each|1798|611793
63013|RENT SECURITY|26598|601750
65802|Security Deposit|1800|612221
69988|ILA LOCAL 2038 PENSION FUND BANK ACCOUNT|44792|622806
69991|ILA LOCAL 2038 HEALTH AND WELFARE ACCOUNT|59378|622806
69990|ILA LOCAL 2038 WELARE FUND ACCOUNT|16000|622806
69989|ILA LOCAL 2038 VACATION FUND ACCOUNT|3039|622806
67841|Prepaid Expenses|14543|614124
67842|Security Expenses|2400|614124
61752|Prepaid Expenses|40785|595709
67730|Utility Deposit|100|613971
61425|Pension Fund|136355|591778
61426|Other Deposits|52876|591778
63025|INVENTORY|200|601777
62443|GUARANTY DEPOSITS|3073|598597
69424|DEPOSITS|17400|614965
69426|EXCHANGES|525706|614965
69425|PREPAID EXPENSES|166537|614965
63075|PREPAID PAYROLL TAXES|12304|602007
63516|INVENTORY|9616|606398
65472|208 t shirts|1040|611584
69634|Prepaid Expense|1620|617993
65720|DUE FROM AFFILIATE TRUST FUND|37503|612022
67545|Accrued Investment Income|15921|613719
67546|Investment Market Value Adjustment|130755|613719
67182|WORKERS' COMPENSATION DEPOSIT|647|613133
67183|ADVANCE PAYROLL TRANSFER|14017|613133
62092| PROMOTIONAL MERCHANDISE ON HAND |10750|597876
62531| PROMOTIONAL MERCHANDISE ON HAND |7822|598820
64111|Labor Temple Stock|5000|609070
62134| PROMOTIONAL MERCHANDISE ON HAND |4147|598007
62101|DEFERRED COMPENSATION PLAN|112250|597919
62102|MERCHANDISE INVENTORY|25279|597919
62383| PROMOTIONAL MERCHANDISE ON HAND |17231|598525
62364|Security deposits|734|598491
65361|NONE|0|611329
62874|Prepaid Expenses|13122|600978
61675|Prepaid Expenses|263529|594863
61676|Security Deposits|70753|594863
69494|Union Label|13661|615188
61803|Inventory for resale|1310|596361
62308|ADVANCE ON BEHALF OF JAC|63210|598399
62310|INVENTORY|2975|598399
62309|PREPAID INSURANCE|15032|598399
65143|Undeposited funds|50196|610733
63312|PREPAID INSURANCE|36662|604374
63318|STAFF FLEX|40656|604374
63317|BENEFITS INSURANCE|84155|604374
63316|LOCAL CENTRAL LEDGER|747826|604374
63315|FAIR SHARE|29138|604374
63314|COBRA HEALTH INSURANCE|23659|604374
63313|PREPAID OVERHEAD SERVICES|34721|604374
66137|Deposits|1100|612561
62838|INVENTORY OF APPAREL (ESTIMATED & NOT AUDITED)|1791|600387
62839|CREDIT CARD PREPAYMENT|2106|600387
62622|INVENTORY OF T-SHIRTS (ESTIMATED)|8904|599001
62624|purposes only.  It was not subjected to audit.)|0|599001
62623|(The information on this page is for disclosure|0|599001
62177|INVENTORY OF APPAREL (ESTIMATED & NOT AUDITED)|21245|598150
66748|54 watches ($75 each)|4050|612935
66755|Electric Deposit for Gym|5000|612935
66754|Electric Deposit for Babquet Hall|1400|612935
66753|Water Deposit|50|612935
66752|1375 pens|1086|612935
66751|1375 can coolers|1086|612935
66750|1965 shirts ($712 each)|13991|612935
66749|82 bibles (31 each)|2542|612935
63522|Security Deposit, Maxxum, 300 S 1st St Suite 325|2196|606428
63523|Key Card Deposit, Maxxum, 300 S 1st St Suite 325|150|606428
69450|13 WOMEN'S WATCHES @ $61.50 EACH|800|615084
69452|4 BIBLES @ $75 EACH|300|615084
69451|15 MEN'S WATCHES @ $75.50|1133|615084
67736|Prepaid 2016 IA Stamps|212234|613984
62999|PREPAID INSURANCE|8145|601638
63001|RENTAL SECURITY DEPOSIT|1000|601638
63000|PREPAID EXPENSES|90007|601638
64169|Resale items; Shirts|568|609205
67630|Prepaid Rent|85000|613815
63384|Rent Security Deposit|14154|605455
63385|Prepaid Insurance|1119|605455
62200| PROMOTIONAL MERCHANDISE ON HAND |10957|598215
63473|NONE|0|606039
65165|RENTAL DEPOSIT|3200|610771
63425|UNREDEEMED CREDIT CARD AWARD POINTS|800|605761
74158|Due from BJV Memorial Scholarship Fund|10403|641758
74160|Due from related organization|22119|641758
74159|Investment in Plumbers & Steamfitters Prot. Assoc.|1906393|641758
65437|SECURITY DEPOSIT ON LEASED OFFICE SPACE|2400|611476
64574|Prepaid Expenses|5092|609816
64368|NA|0|609447
69879|Intangible Assets|17205|622018
69880|Prepaid Expenses|2534|622018
65457|PREPAID PAYROLL WITHHOLDINGS|5994|611514
65360|Prepaid Payroll Taxes|6146|611320
63964|Dues receivables|55004|608552
63965|Prepaid Insurance|1285|608552
65304|UAW 2317 SHIRTS|3290|611235
65305|UAW 2317 HATS|495|611235
62174|PREPAID INSURANCE|4812|598147
62176|PREPAID MAINTENANCE CONTRACT|10792|598147
62175|PREPAID REAL ESTATE TAX|72423|598147
71088|NONE|0|628131
62924|N/A|0|601166
69501|Deposits|1087|615209
69605|Other Assets|100|617342
69700|PREPAIDS|90112|619356
63792|PREPAID EXPENSES|20465|607845
62040|Deposits|1978|597552
65628|Deposit|100000|611859
63886|INVENTORY OF PROMOTIONAL MERCHANDISE|400|608019
67064|Prepaid Expenses|337883|613094
65302|24 bibles at 65.00 each|1560|611234
65303|116 t-shirts at 10.00 each|1160|611234
63157|Prepaid expenses|10423|602207
63158|Security deposit|4000|602207
63930|Prepaid Mortgage Costs - Net of Amortization|1773|608405
64521|2 umbrella's|30|609788
64532|4 Flags|100|609788
64531|1 Crew Sweatshirt|30|609788
64530|16 Reflective T-shirts|331|609788
