OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
207920|2102|Agency Fee Payers|105|F|601983
208425|2101|Active Members|277|T|603343
214827|2101|Regular members|428|T|612191
214828|2102|Agency Fee Payers|0|F|612191
217629|2101|JOURNEYMAN|284|T|614228
217630|2101|APPRENTICE|26|T|614228
217631|2101|CONSTRUCTION ELECTRICIAN CONSTRUCTION WIREMAN|2|T|614228
217632|2101|PRE-APPRENTICE|12|F|614228
205801|2101|JOURNEYMEN|253|T|598755
205802|2101|APPRENTICES|17|T|598755
205803|2101|LIFE MEMBERS|22|T|598755
205804|2101|RETIREES|87|T|598755
205805|2102|Agency Fee Payers|0|F|598755
220208|2101|ACTIVE MEMBERS|85|T|618650
212276|2101|REGULAR MEMBERS|27773|T|610066
212277|2102|Agency Fee Payers|0|F|610066
204985|2101|JOURNEYMAN|988|T|598375
204986|2101|APPRENTICE|115|T|598375
204987|2101|RETIRED MEMBER|80|T|598375
204988|2101|EARLY RETIREE AND DISABLED|115|T|598375
204989|2101|HONORARY MEMBER|80|T|598375
204990|2101|CONTRACTOR|2|F|598375
204991|2102|Agency Fee Payers|0|F|598375
212499|2101|OFFICERS|7|T|610396
212500|2101|STEWARDS|45|T|610396
212501|2101|ACTIVE MEMBERS|3680|T|610396
212485|2101|Regular fully paid members|372|T|610385
219848|2101|FULL DUES PAYING MEMBERS|85|T|615844
211332|2101|MICHIGAN LOCAL UNIONS|144375|T|609362
211333|2102|Agency Fee Payers|0|F|609362
202562|2101|ACTIVE MEMBER|2492|T|594698
202563|2101|RETIRED MEMBER|18|F|594698
202564|2101|UNEMPLOYED MEMBER|0|F|594698
202565|2101|LIFE MEMBER|427|F|594698
202566|2101|OFFICIAL MEMBER|155|F|594698
202856|2101|Active Members|3247|T|595588
205358|2101|A|11|T|598529
205359|2101|BA|979|T|598529
205360|2102|Agency Fee Payers|0|F|598529
209377|2101|Retired members|20|T|606381
209376|2101|Regular members|593|T|606381
209549|2101|JOURNEYMEN|1250|T|606910
209550|2101|APPRENTICES|312|T|606910
209551|2101|RETIREES|255|F|606910
209552|2101|ARREARS MEMBERS|71|F|606910
210590|2101|Direct Bill Members (Private Practice)|167|T|608643
210591|2101|State Employed Members|1128|T|608643
210592|2101|County Employed Members|1096|T|608643
210593|2102|Agency Fee Payers|1333|F|608643
208206|2101|FULL DUES PAYING MEMBERS|2150|T|602304
208207|2102|Agency Fee Payers|0|F|602304
204253|2101|Apprentice|94|F|597952
204252|2101|Journeyman|435|T|597952
204254|2101|Retirees|365|T|597952
202550|2101|ACTIVE MEMBER|971|T|594685
202551|2101|RETIRED MEMBER|2|F|594685
202552|2101|UNEMPLOYED MEMBER|0|F|594685
202553|2101|LIFE MEMBER|137|F|594685
202554|2101|OFFICIAL MEMBER|62|F|594685
207458|2102|Agency Fee Payers|80|F|601028
213841|2101|ACTIVE MEMBERS|42|T|611521
213842|2101|RETIRED MEMBERS|16|F|611521
219140|2101|Goodyear Tire and Rubber Company Employees|1840|T|614742
219141|2101|Rite-Way Corp|75|T|614742
219142|2102|Agency Fee Payers|0|F|614742
210118|2101|Local Union|7|T|608003
210119|2102|Agency Fee Payers|0|F|608003
211412|2101|Full time members|6779|T|609405
211413|2101|Part time members|259|T|609405
211414|2101|Part time part time members|117|T|609405
211415|2102|Agency Fee Payers|1113|F|609405
209481|2101|FULL DUES PAYING MEMBERS|675|T|606701
209482|2102|Agency Fee Payers|0|F|606701
216351|2101|Members|1563|T|613259
216352|2102|Agency Fee Payers|1|F|613259
213198|2101|Regular Members|1200|T|610930
213199|2102|Agency Fee Payers|5|F|610930
221436|2101|REGULAR MEMBERS|437|T|624843
210674|2101|REGULAR MEMBERS|649|T|608708
208086|2101|Active Members|616|T|602133
217056|2101|Active|1055|T|613868
217057|2101|Retiree|82|F|613868
207489|2101|IN-SERVICE|396758|T|601129
207490|2101|RETIREES|208563|T|601129
207491|2101|AT-LARGE|7610|F|601129
207492|2101|SPECIAL CONSTITUENCY GROUPS|5087|F|601129
207493|2102|Agency Fee Payers|22400|F|601129
210258|2101|REGULAR MEMBER|780|T|608370
210259|2101|UNEMPLOYED MEMBERS|5|F|608370
210260|2101|RETIRED, LIFE, AND EXEMPT MEMBERS|311|F|608370
210261|2102|Agency Fee Payers|5|F|608370
208030|2101|Members of Affiliated Unions|7640|F|602083
208031|2102|Agency Fee Payers|0|F|602083
208446|2101||0|F|603453
208969|2101|ASSOCIATE MEMBERS|133|F|605581
208968|2101|UNION MEMBERS|677|T|605581
208970|2101|RETIREES|199|T|605581
213467|2101|A|134|T|611311
213468|2101|BA|1294|T|611311
213469|2101|Working Dues Members|11|F|611311
210114|2101|Regular members|339|T|607991
207862|2101|Sales consultant|242|T|601913
207848|2101|Engineering assistant|9|T|601913
207863|2101|Retail sales consultant|127|T|601913
207864|2101|Customer service rep|154|T|601913
207865|2101|Customer support specialist|72|T|601913
207866|2101|Sales support specialist|10|T|601913
207867|2101|DASR|13|T|601913
207868|2101|Account executive|2|T|601913
207869|2101|Miscellaneous other categories|16|T|601913
207849|2101|Equipment tech|31|T|601913
207850|2101|Facility Tech|160|T|601913
207851|2101|Maintenance administrator|15|T|601913
207852|2101|Material Service Coordinator|1|T|601913
207853|2101|Office clerical assistant|27|T|601913
207854|2101|OPT|43|T|601913
207855|2101|Service rep|17|T|601913
207856|2101|Service tech|159|T|601913
207857|2101|Digital tech|55|T|601913
207858|2101|Digital service rep|120|T|601913
207859|2101|Systems tech|6|T|601913
207860|2101|Wire tech|283|T|601913
207861|2101|Systems specialist tech|5|T|601913
212166|2102|Agency Fee Payers|418|F|609960
205748|2101|Regular members (State and Non-state)|52543|T|598724
205749|2102|Agency Fee Payers|15220|F|598724
217139|2101|Active Members|4112|T|613950
217140|2101|Permit Fee Payers|312|F|613950
217141|2102|Agency Fee Payers|0|F|613950
220504|2101|GENERAL|578|F|620265
220197|2101|A|8|T|618561
220198|2101|BA|312|T|618561
220199|2102|Agency Fee Payers|0|F|618561
227383|2101|Regular Members|9001|T|632236
227384|2101|Beck members|1|F|632236
227385|2101|Permit Fee Payers|384|F|632236
227386|2101|Financial Core Members|198|F|632236
213167|2101|Active Members|2613|T|610909
213168|2101|Permit Fee Payers|1041|F|610909
213169|2102|Agency Fee Payers|7|F|610909
219787|2101|REGULAR MEMBERS|1078|T|615574
209908|2101|Roofers Union 70 members in good standing|290|T|607707
209909|2101|Superannuated|29|T|607707
209910|2101|Removed from rolls|9|F|607707
209911|2102|Agency Fee Payers|0|F|607707
215486|2101|REGULAR MEMBERS|2726|T|612625
215487|2101|RETIRED MEMBERS|19|F|612625
206776|2101|BA|291|T|599189
209539|2101|FULL DUES PAYING MEMBERS WITH VOTING RIGHTS|350|T|606899
220213|2101|General Member|727|T|618816
220214|2101|PSE|76|T|618816
208554|2101|Clerks|407|T|604174
208555|2101|Maintenance|250|T|604174
208556|2101|Motor Vehicle Drivers|158|T|604174
208557|2101|Pse|185|T|604174
208558|2102|Agency Fee Payers|0|F|604174
214477|2101|ACTIVE CAREER EMPLOYEES|1154|T|611953
214478|2101|POSTAL SUPPORT EMPLOYEES|149|T|611953
214479|2101|RETIRED, FULL DUES PAYING MEMBERS|5|T|611953
215522|2101|REGULAR MEMBERSHIP|1513|F|612656
216633|2101|REGULAR MEMBERS|1245|T|613516
216634|2101|POSTAL SUPPORT EMPLOYEE MEMBERS|183|T|613516
216635|2101|RETIRED MEMBERS|182|F|613516
216636|2101|HONORARY MEMBERS|7|T|613516
210292|2101|REGULAR MEMBERSHIP PAYS FULL DUES|577|T|608410
210293|2101|POSTAL SUPPORT EMPLOYEES PAY REDUCED DUES|101|T|608410
210294|2102|Agency Fee Payers|0|F|608410
216335|2101|ACTIVE|1132|T|613238
218231|2101|APWU represented Career Clerk, MVS, Maintenance employees|898|T|614470
218232|2101|APWU represented non-Career Clerk, MVS, and Maintenance employees|91|T|614470
218233|2101|non-APWU represented Carriers and Mailhandlers|7|F|614470
218234|2101|non-APWU represented supervisory USPS employees|4|F|614470
212335|2101|REGULAR MEMBERS|711|T|610168
212336|2101|RETIRED MEMBERS|2|T|610168
217120|2102|Agency Fee Payers|0|F|613928
217118|2101|USPS Employees|631|T|613928
217119|2101|Salmon Company Employees|151|T|613928
217896|2101|ALL FULL PAYING MEMBER: CAREER MEMBERS 1512 AND PSE MEMBERS 256|1768|T|614314
213740|2101|MEMBERS ARE FULL PAYING DUES|1524|T|611462
215456|2101|ACTIVE DUES PAYING MEMBERS|952|T|612608
215457|2101|ACTIVE NON-DUES PAYING MEMBERS|25|T|612608
215458|2101|ACTIVE REDUCED DUES PAYING MEMBERS|141|T|612608
215459|2101|RETIREE FULL DUES PAYING MEMBERS|6|T|612608
215460|2101|RETIREE REDUCED DUES PAYING MEMBERS|235|T|612608
214112|2101|FULL PAYING DUES MEMBERS|863|T|611682
212368|2101|ACTIVE|1342|T|610198
212369|2102|Agency Fee Payers|0|F|610198
216312|2101|Full Time Members|1580|T|613207
216313|2101|Cash Pay Members|9|T|613207
216314|2101|Non Career Members|185|T|613207
216315|2101|Retiree Members Paying Reduced Dues|370|F|613207
214289|2101|CLERK CRAFT|302|T|611839
214290|2101|MAINTENANCE CRAFT|109|T|611839
214291|2101|MOTOR VEHICLE CRAFT|48|T|611839
214292|2101|POSTAL SUPPORT EMPLOYEES|24|T|611839
214293|2102|Agency Fee Payers|0|F|611839
216231|2101|Active|617|T|613142
214707|2101|Full Dues Paying Career Employees - Full Voting Rights|770|T|612105
214708|2101|Reduced Dues Paying PSE Employees - Full Voting Rights|67|T|612105
214709|2102|Agency Fee Payers|0|F|612105
209457|2101|Members|1831|T|606601
213229|2101|REGULAR MEMBERS|832|T|610970
213350|2101|General Membership|777|T|611192
213902|2101|Active Members|1093|T|611579
213903|2101|Other- Managers|3|F|611579
213904|2101|Cash Pays|11|T|611579
213905|2101|PSE Active Members|165|T|611579
202852|2101|CAREER EMPLOYEES|881|T|595585
202853|2101|POSTAL SUPPORT EMPLOYEES|152|T|595585
202854|2101|RETIREES|373|F|595585
202855|2102|Agency Fee Payers|0|F|595585
218886|2101|POSTAL EMPLOYEES|1152|T|614666
220254|2101|DUES PAY MEMBERS|800|T|618908
220255|2102|Agency Fee Payers|0|F|618908
214105|2101|ACTIVE MEMBERS|586|T|611674
214106|2102|Agency Fee Payers|0|F|611674
217964|2101|REGULAR MEMBER|692|T|614345
210750|2102|Agency Fee Payers|0|F|608908
210749|2101|Regular Members|207|T|608908
222554|2101|ACTIVE|1220|T|626714
222555|2101|RETIREE|607|T|626714
220635|2101|ACTIVE|864|T|621003
220636|2101|RETIRED|347|T|621003
220637|2101|LIFE TIME MEMBERS|66|T|621003
220638|2101|RETIRED ASSOCIATES|2|F|621003
218878|2101|Active|570|T|614664
218879|2101|Retired|198|T|614664
218880|2101|Life|20|T|614664
218881|2102|Agency Fee Payers|0|F|614664
209508|2101|ACTIVE MEMBERS|541|T|606742
209509|2101|RETIRED MEMBERS|178|T|606742
219529|2101|ACTIVE MEMBERS|1257|T|615140
219530|2101|RETIRED MEMBERS|420|T|615140
216277|2101|ACTIVE MEMBERS|1441|T|613180
216278|2101|RETIRED MEMBERS|569|T|613180
208492|2101|REGULAR MEMBERS|734|T|603804
208493|2101|RETIRED MEMBERS|144|T|603804
208494|2102|Agency Fee Payers|0|F|603804
215473|2101|ACTIVE DUES PAYING MEMBERS|1939|T|612616
215474|2101|ACTIVE NON-DUES PAYING MEMBERS|72|T|612616
215475|2101|RETIREE DUES PAYING MEMBERS|519|T|612616
215476|2101|RETIREE NON-DUES PAYING MEMBERS|41|T|612616
214762|2101|ALL MEMBERS IN GOOD STANDING AND PAY FULL DUES|896|T|612164
202540|2101|ACTIVE MEMBER|1597|T|594674
202541|2101|RETIRED MEMBERS|419|T|594674
202542|2101|LIFE MEMBERS|98|T|594674
205661|2101|REGULAR MEMBERS|632|T|598637
205662|2101|RETIRED MEMBERS|151|T|598637
205663|2101|OWCP MEMBERS|21|T|598637
209584|2101|Active|908|T|607043
209585|2101|Retirees|280|T|607043
204811|2101|REGULAR MEMBERS|3139|T|598306
204812|2101|RETIRED MEMBERS|961|T|598306
204813|2102|Agency Fee Payers|0|F|598306
221689|2101|ACTIVE MEMBERS PAYING FULL DUES|592|T|625413
221690|2101|INACTIVE MEMBERS NOT PAYING FULL DUES|300|T|625413
209505|2101|ACTIVE MEMBERS|511|T|606736
209506|2101|RETIRED MEMBERS|257|T|606736
209507|2101|ASSOCIATE MEMBERS|57|F|606736
210631|2101|Active members|1399|T|608673
210632|2101|Retired members|481|T|608673
210633|2101|Life members|254|T|608673
210634|2101|Retired members-direct pays|8|T|608673
210635|2101|Military service members|3|T|608673
216999|2101|Regular Members|822|T|613822
217000|2101|Retired Members|329|T|613822
217001|2101|Life Members|66|T|613822
209558|2101|Active|1198|T|606968
209559|2101|Retired|616|T|606968
209560|2101|Life|168|T|606968
213701|2101|Associates|1|T|611449
213699|2101|Active|1723|T|611449
213700|2101|Retirees|736|T|611449
225997|2101|Active members|687|T|629161
225998|2101|Retired members|270|T|629161
213896|2101|active letter carriers|721|T|611573
213897|2101|retired letter carriers|290|T|611573
213898|2102|Agency Fee Payers|0|F|611573
220169|2102|Agency Fee Payers|135|F|618397
220166|2101|Active members|570|T|618397
220167|2101|Retired members|297|T|618397
220168|2101|Lifetime members|43|T|618397
209890|2101|ACTIVES|1556|T|607672
209891|2101|RETIREES|737|T|607672
209892|2102|Agency Fee Payers|0|F|607672
219632|2101|ACTIVE MEMBERS|2004|T|615236
219633|2101|RETIRED MEMBERS|936|T|615236
219634|2101|GOLD CARD MEMBERS|304|F|615236
219635|2102|Agency Fee Payers|0|F|615236
216348|2101|ACTIVE MEMBERS|826|T|613258
216349|2101|RETIRED MEMBERS|389|F|613258
216350|2101|GOLD CARD MEMBERS|19|T|613258
211115|2101|Active members|807|T|609179
211116|2101|Retired members|261|T|609179
211117|2101|Lifetime members|9|T|609179
214999|2101|Active Members|3729|T|612331
215000|2101|Retired Members|1540|T|612331
215001|2101|Life Members|38|T|612331
215002|2102|Agency Fee Payers|0|F|612331
217438|2101|Regular Memebers Active|786|T|614149
217439|2101|Retired Members|527|T|614149
217440|2101|Gold Card members|30|T|614149
217441|2101|Associate Memebers|2|F|614149
217442|2102|Agency Fee Payers|0|F|614149
213991|2101|Active Members|963|T|611606
213992|2101|Retired Members|353|T|611606
217151|2101|ACTIVE MEMBERS|782|T|613962
217152|2101|RETIREES|419|T|613962
214043|2101|Active|1806|T|611637
214044|2101|Retired|407|T|611637
214045|2101|Associate|35|T|611637
214046|2101|Life Members - Gold Card|72|T|611637
220309|2101|Regular Membership|1042|T|619104
220310|2101|Retirees Membership|430|T|619104
217077|2101|Active Letter Carriers|796|T|613888
217078|2101|Retired Letter Carriers|263|T|613888
219695|2101|ACTIVE|915|T|615311
219696|2101|RETIREE|405|T|615311
219697|2102|Agency Fee Payers|0|F|615311
213283|2101|Active Members|1696|T|611045
213284|2101|Retired Members|671|T|611045
213285|2101|Retired - Life Members|220|T|611045
215733|2101|Active Members|1400|T|612821
215734|2101|Retired Member|200|T|612821
215245|2101|ACTIVE MEMBERS|3874|T|612486
215246|2101|RETIREES|1294|T|612486
212177|2101|Active members|618|T|609975
212178|2101|Retired members|262|T|609975
216336|2101|Active Branch Members|1085|T|613241
216337|2101|Retired Members|412|T|613241
225986|2101|Active Membership|381|T|629151
220026|2101|Regular|860|T|617952
220027|2101|Retiree|440|T|617952
220028|2101|Life Members|59|T|617952
220029|2102|Agency Fee Payers|0|F|617952
213017|2101|Active Members|853|T|610813
213018|2101|Retirees|480|T|610813
213019|2101|Life Members|70|T|610813
209865|2101|Active members|3885|T|607633
209866|2101|Retired members - $24 per year|1189|T|607633
209867|2101|Retired associate members - $36 per year|31|F|607633
209868|2101|Life members|569|T|607633
211233|2101|ACTIVE MEMBERS|1030|T|609272
211234|2101|RETIREES|321|T|609272
220365|2101|REGULAR MEMBERS|1333|T|619409
220366|2101|RETIRED MEMBERS|481|T|619409
220367|2101|LIFE MEMBERS|88|T|619409
220368|2101|DIRECT PAY MEMBERS|3|T|619409
213430|2101|ACTIVE MEMBERS|590|T|611280
213431|2101|RETIRED MEMBERS|325|T|611280
215364|2101|Active|550|T|612557
215365|2101|Retired|138|T|612557
215366|2102|Agency Fee Payers|0|F|612557
211741|2101|Active Members|1726|T|609650
211742|2101|Retired Members|518|T|609650
211743|2101|Life Members|159|T|609650
211744|2102|Agency Fee Payers|416|F|609650
209250|2101|ACTIVE|1090|T|606136
209251|2101|RETIRED|454|T|606136
216359|2101|Active Members|607|T|613268
216360|2101|Retired Members|335|T|613268
214174|2101|ACTIVE MEMEBERS|928|T|611761
214175|2101|RETIRED MEMBERS|358|T|611761
212942|2101|ACTIVE|1149|T|610752
212940|2101|LIFE MEMBERS|154|T|610752
212941|2101|RETIRED|391|T|610752
220092|2101|Active Members|1859|T|618163
220093|2101|Retired members|997|F|618163
220094|2101|Life members|132|F|618163
209257|2101|Active Members of the union.|671|T|606149
209258|2101|Retired Members|350|T|606149
209259|2102|Agency Fee Payers|0|F|606149
210357|2101|REGULAR ACTIVE MEMBERSHIP|764|T|608464
210358|2101|RETIRED MEMBERS|330|T|608464
210359|2101|GOLD MEMBERS (LIFETIME MEMBERS)|20|T|608464
210360|2101|ASSOCIATE MEMBERS FOR NALC INSURANCE|226|F|608464
210361|2102|Agency Fee Payers|0|F|608464
210587|2101|ACTIVE MEMBERS|876|T|608642
210588|2101|RETIRED MEMBERS|438|T|608642
210589|2101|ASSOCIATE MEMBERS|251|F|608642
210074|2101|Regular Members|825|T|607886
220183|2101|Active|1264|T|618488
220184|2101|Retirees|644|T|618488
209896|2101|ACTIVE LETTER CARRIERS|650|T|607693
209897|2101|RETIRED LETTER CARRIERS|350|T|607693
209898|2102|Agency Fee Payers|0|F|607693
217086|2101|Regular Voting Members with full voting rights|652|T|613901
208355|2101|ACTIVE - FULL DUES|960|T|603134
208356|2101|RETIREE - REDUCED DUES|324|T|603134
216640|2101|ACTIVE MEMBERS|3609|T|613523
216641|2101|RETIRED MEMBERS|896|T|613523
216953|2101|POSTAL EMPLOYEE MEMBERS|654|T|613793
216954|2101|RETIRED MEMBERS|197|T|613793
216955|2101|SUPERVISOR MEMBERS|10|F|613793
216956|2101|NON-POSTAL EMPLOYEE MEMBERS|157|F|613793
228184|2101|Regular Active|937|T|635001
228185|2101|Regular Retired|335|T|635001
228186|2101|50 Year Life|48|T|635001
228187|2101|60 Year Life|13|T|635001
228188|2101|70 Year Life|0|T|635001
228189|2101|Associated Active|8|F|635001
228190|2101|Associate Retired|10|F|635001
228191|2101|Associated 50 Year Life|3|F|635001
214141|2101|ACTIVE|1394|T|611723
214142|2101|RETIRE|473|T|611723
214143|2101|LIFE|66|T|611723
208963|2101|Active|704|T|605572
208964|2101|Retired|382|T|605572
208965|2102|Agency Fee Payers|0|F|605572
219811|2101|REGULAR MEMBERS|3612|T|615627
219812|2101|RETIRED MEMBERS|1270|T|615627
208725|2101|ACTIVE DUES PAYING MEMBERS|1824|T|604999
208726|2102|Agency Fee Payers|0|F|604999
208294|2101|motor vehicle craft|70|T|602835
208293|2101|maintenance craft|90|T|602835
208292|2101|clerk craft|550|T|602835
219601|2101|CA EMPLOYEES PAY STATUS|935|T|615206
219602|2101|CA NONPAY EMPLOYEES|47|F|615206
217285|2101|REGULAR MEMBERS|1091|T|614045
215005|2101|REGULAR MEMBERS|616|T|612335
219433|2101|CLERKS|1011|T|614988
219434|2101|MAINTENANCE|238|T|614988
219435|2101|MOTOR VEHICLES|129|T|614988
226574|2101|Active Membership|322204|T|630173
226575|2101|Honorary Membership|0|F|630173
226576|2102|Agency Fee Payers|0|F|630173
204650|2101|Regular Carriers|939|T|598238
204651|2101|Relief Carriers|624|T|598238
204652|2101|Retirees|397|T|598238
204653|2101|Associate Members|5|F|598238
224208|2101|REULAR CARRIERRS|890|T|627312
224209|2101|RELIEF CARRIERS|445|T|627312
224210|2101|RETIRED CARRIERS|99|T|627312
224211|2102|Agency Fee Payers|0|F|627312
206611|2101|Bargaining Unit Rural Carriers|2163|T|599057
206612|2101|Retired Rural Carriers|687|T|599057
206613|2101|Associates|2|F|599057
205713|2101|REGULAR RURAL CARRIERS|990|T|598687
205714|2101|PTF CARRIERS- PART-TIME FLEXIBLE CARRIERS-|9|T|598687
205715|2101|RURAL CARRIER RELIEF- PART-TIME EMPLOYEES-|411|T|598687
205716|2101|RETIRED RURAL CARRIERS-|389|T|598687
205717|2101|ASSOCIATE MEMBERS-|10|F|598687
205718|2102|Agency Fee Payers|0|F|598687
205184|2101|Regular Rural Carrier|2147|T|598450
205185|2101|Part-Time Flexible Carrier|0|T|598450
205186|2101|Relief Carrier|1341|T|598450
205187|2101|Retired Rural Carrier|810|T|598450
205188|2101|Associate Member|9|F|598450
205189|2101|Retired Associate Members|2|F|598450
203668|2101|Regular Carriers|1608|T|597270
203669|2101|Part-Time Flex Carriers|8|T|597270
203670|2101|Leave Replacement Carriers|758|T|597270
203671|2101|Retired Carriers|551|T|597270
203672|2101|Associates - Regular|5|F|597270
203673|2101|Associates - Retired|1|F|597270
203674|2102|Agency Fee Payers|0|F|597270
202996|2101|RCA Carrier|1493|T|596181
202994|2101|Regular Carrier|2661|T|596181
202997|2101|Retired Carrier|776|T|596181
202998|2101|Associate Member|26|F|596181
202995|2101|PTF Carrier|20|T|596181
204373|2101|REGULAR CARRIERS|2569|T|598057
204374|2101|RELIEF CARRIERS|1262|T|598057
204375|2101|RETIRED CARRIERS|873|T|598057
204376|2101|ASSOCIATE MEMBERS|15|F|598057
205041|2101|REGULAR|4164|T|598389
205042|2101|RELIEF|2199|T|598389
205043|2101|RETIRED|954|T|598389
204255|2101|Regular Members|2470|T|597955
204256|2101|Rural Carrier Associate Members|1234|T|597955
204257|2101|Retired Carrier Members|779|T|597955
204258|2101|Associate Members|10|F|597955
205513|2101|Regular|2042|T|598592
205514|2101|Retired|960|T|598592
205515|2101|Relief|1040|T|598592
207315|2101|Regular|1477|T|600539
207316|2101|Relief|736|T|600539
207317|2101|Retired|411|T|600539
207318|2101|Associate|13|F|600539
205170|2101|REGULARS|1644|T|598446
205171|2101|RELIEF CARRIERS|910|T|598446
205172|2101|RETIREES|824|T|598446
205173|2101|ASSOCIATES|10|F|598446
203681|2101|Bargaining Unit Rural Carriers|1618|T|597277
203682|2101|Retired Rural Carriers|287|T|597277
203683|2101|Associates|3|F|597277
203684|2101|Retired Associates|1|F|597277
203685|2102|Agency Fee Payers|0|F|597277
204263|2101|Regular Carrier Members|1866|T|597969
204264|2101|Relief Carrier Members|838|T|597969
204265|2101|Retired Carrier Members|699|T|597969
204266|2101|Associate Members|9|F|597969
203413|2101|REGULAR|1724|T|596919
203414|2101|RELIEF|1072|T|596919
203415|2101|RETIRED|660|T|596919
203416|2101|ASSOCIATE|6|F|596919
203417|2102|Agency Fee Payers|0|F|596919
204339|2101|Regular Rural Carriers|2160|T|598009
204340|2101|PTF|2|T|598009
204341|2101|Relief Carriers|1213|T|598009
204342|2101|Retired Rural Carriers|906|T|598009
204343|2101|Associate Members|7|F|598009
213775|2101|ACTIVE MEMBERS|965|T|611479
213776|2101|ASSOCIATE MEMBERS|632|T|611479
219149|2101|Regular Members|833|T|614757
219150|2101|Associate Members|2869|F|614757
202809|2101|Clerk Craft|888|T|595297
202810|2101|Maintenance Craft|87|T|595297
202811|2101|Letter Carriers|2|F|595297
202812|2101|Postmaster|3|F|595297
202813|2101|Supervisors|6|F|595297
202814|2101|Cash Paying Members|9|T|595297
213660|2101|Active Members|874|T|611432
213661|2101|Retired Members|403|T|611432
213705|2101|Maintenance/Inspection|1|T|611451
213702|2101|Journeyman-Wireman|643|T|611451
213706|2101|Inside/Apprentice|73|F|611451
213707|2101|Journeyman/Lineman|2|T|611451
213708|2101|Solar/Teledata|4|T|611451
213709|2101|Journeyman/Teledata/Solar|3|T|611451
213710|2101|Journeyman/Line-Hivol|1|T|611451
213711|2101|Journeyman/Teledata/Crane Operator|2|T|611451
213712|2101|CE/CW Wireman|1|T|611451
213713|2101|Line/Hivol-Tech|34|F|611451
213714|2101|Teledata Apprentice|2|F|611451
213715|2101|Tester|65|T|611451
213716|2101|Groundman/Equipment Operator|2|T|611451
213717|2101|Journeyman/EQ OP|1|T|611451
213718|2101|Groundperson|12|T|611451
213719|2101|Lightning Protection Tech|1|T|611451
213720|2101|Teledata Technician|37|T|611451
213721|2101|Wireman|25|T|611451
213722|2101|Journeyman Wireman/Splicer|2|T|611451
213723|2101|Journeyman/Crane Op/Splicer|1|T|611451
