OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
55370||GE 2.85 1/30/06|203434|203434|200721|200721|463507
55369||SLM Corp 3/17/08|231728|231728|224327|224327|463507
1||NONE|0|0|0|0|224377
55349||CHECY IMPALA|18029|3606|9589|9589|463446
55350||JEEP WRANGLER|23529|8628|9500|9500|463446
10||MARKETABLE SECURITIES|224701|224701|219074|219074|228896
11||AFL-CIO Housing Investment Trust|500000|500000|500000|500000|229016
12||Building-1 Bridge Street, Metuchen, NJ|157767|117233|160000|158589|229016
55411||CASH IN CD AND TRANSFER TO CHECKING|10743|0|0|10743|463663
55343||600 SH DTE ENERGY|15157|15157|15271|15271|463438
55348||500 SH NEXEN INC 9.375% PFD DUE 3/31/48|12873|12873|12500|12500|463438
55347||100 SH EXXON MOBIL CORP|4295|4295|4890|4890|463438
55346||300 SH CONSUMERS ENERGY CO FIN III|7887|7887|7591|7591|463438
55345||1000 SH NUVEEN QUALITY PFD INCOME FUND|15018|15018|15673|15673|463438
55344||1000 SH COHEN & STEERS QUALITY INCOME REALTY|14933|14933|18530|18530|463438
55412||1999 Chevy Lumina|11428|3619|1000|1000|463670
55413||2000 Chevy Lumina|12672|5069|1643|1643|463670
55414||2002 BUICK RENDEZVOUS|28050|11687|8000|8000|463672
55279||SALE OF BOND|51048|51048|49000|49000|462905
24||A.G. EDWARDS & SONS|32183|32183|70756|38574|232727
52||MATURING OF CERTIFICATES OF DEPOSITS|78660|78660|79000|79000|243239
40||SALE OF 1999 BUICK LESABRE|24756|1234|1517|1517|241306
55478||2000 CHEVROLET TRUCK|21717|2502|5000|5000|464080
55479||2004 CHEVEROLET TRUCK|19667|6293|11000|11000|464080
2026||MOTOROLA DEBENTURE MATURED|10026|10026|10462|10462|262029
55480||AUTOMOBILE|22032|0|6617|6617|464084
55481||NET GAIN ON SALE OF SECURITIES|350027|0|356503|6476|464084
31||!st Farmers CD 3.5% due 11/1/04|50000|50000|50000|50000|240415
35||Federated Govt Tax Managed ISS #637 Money Market|265106|265106|265106|265106|240415
34||Federated 856 Prime Value money market acct|226528|226528|226528|226528|240415
33||Federal National Mortgage Ass 5.625% due 5/14/04|50551|50551|50000|50000|240415
32||First Financial Bank CD 3.5% due 11/1/04|60000|60000|60000|60000|240415
8||FIDELITY INVESTMENTS|140816|156630|156630|156630|228746
36||SCOTTISH POWER CASH IN LIEU|0|0|12|12|241304
39||OFFICE EQUIPMENT|17318|0|0|0|241304
38||SALE OF TELEPHONE|123|25|0|0|241304
37||SALE OF BOOKCASE|326|70|0|0|241304
7||COMPUTER EQUIPMENT - JUNKED|2370|0|0|0|228680
1103||Johns Road (2 acre lot) TR-20m-5|18480|21400|27500|27136|252295
1106||SER 1558 Cl 1558A Bond|4628|4628|4629|4629|252295
1105||Van Kampen Emerging Growth Mutual Fund|50000|25000|25886|25886|252295
1104||Office Furnishings|0|0|0|50|252295
55447||GE CAP-SECURITY|398900|398900|400000|400000|464069
55419||GIFT OF FORD TRUCK TO OUTGOING MANAGER|24610|19995|0|0|463709
21||SUNTRUST BANK C.D.|83281|83281|83281|83281|229199
22||PRIOR PERIOD CORRECTION - LAND|40833|40833|0|0|229199
5198||ID SELECTIVE FUND|11224|11224|11224|11905|276765
55280||LAND SACRAMENTO,CA|38885|38885|500000|427559|463052
13||Ford Explorer - Trade In|41094|0|0|0|229081
17||Ford F-150 - Trade In|33508|0|0|0|229081
16||Ford Expedition - Trade In|34643|0|0|0|229081
15||Dodge Ram - Trade In|28388|0|0|0|229081
14||Dodge Ram - Trade In|11090|0|0|0|229081
18||AUTOMOBILE TRADED-IN ON PURCHASE OF NEW AUTOMOBILE|35793|32733|18000|0|229116
23||SHARES MONY STOCK|0|0|8432|8432|229614
55431||Blk 45, North half lots 3 & 4, Camas, Washington|0|37500|33970|33970|463929
2647||GOVERNMENT BONDS|0|0|0|53000|267505
94||AUTOMOBILES|54938|0|7250|7250|246603
19||2000 OLDSMOBILE CAR|18575|0|2500|2500|229173
20||2001 TRUCK|29422|3954|6000|6000|229173
55404||1716.526 SH AIM PREMIER EQUITY CLB|24794|24794|15407|15407|463606
55407||4177.790 SH ING PRINCIPAL PROTECTION|41767|41767|40165|40165|463606
55406||1754.541 SH PUTNAM FUND FOR GROWTH|31293|31293|30753|30753|463606
55405||245.580 SH MFS EMERGING GROWTH FUND|14128|14128|7082|7082|463606
55402||Copy Machine|1000|0|0|0|463566
55403||Laptop Computer|2921|803|0|0|463566
3045||Cashed Wells Fargo CD|25000|0|0|25449|270093
3047||Cashed Ed Fund CD|60000|0|0|64102|270093
3046||Cashed Key Bank CD|90000|0|0|99742|270093
9||CERTFICATES OF DEPOSITS|161000|161000|161000|161000|228895
