OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
67721|1201|RECEIPTS ON BEHALF OF PENSION|2006-06-30|97350|224746|326467
67722|1201|RECEIPTS ON BEHALF OF PENSION|2006-07-31|121321|224746|326467
67723|1201|RECEIPTS ON BEHALF OF PENSION|2006-08-31|110627|224746|326467
67724|1201|RECEIPTS ON BEHALF OF PENSION|2006-09-30|173794|224746|326467
67725|1201|RECEIPTS ON BEHALF OF PENSION|2006-10-31|106580|224746|326467
67726|1201|RECEIPTS ON BEHALF OF PENSION|2006-11-30|97519|224746|326467
67727|1201|RECEIPTS ON BEHALF OF PENSION|2006-12-31|151389|224746|326467
67728|1201|RECEIPTS ON BEHALF OF PENSION|2007-01-31|70557|224746|326467
67729|1201|RECEIPTS ON BEHALF OF PENSION|2007-02-28|199558|224746|326467
67730|1201|EBERTS & HARRISON-RETURN PREM|2006-10-24|8653|224748|326467
67731|1201|REIMB. FOR PERKS CARD BENEFIT|2006-09-30|49140|224749|326467
67732|1201|ROSS AVIATION- DISBANDED LOCAL|2007-01-17|89048|224750|326467
67733|1201|FUNDS FROM DISBANDED LOCAL #509|2007-01-30|31849|224751|326467
67734|1201|FUNDS FROM DISBANDED LOCAL NO. 455|2007-02-27|32782|224752|326467
67735|1201|FUNDS FROM DISBANDED L-455 -|2007-02-28|6942|224752|326467
67779|1201|ROYALTIES|2006-11-30|25000|225208|326493
67780|1201|ROYALTIES|2006-03-01|7500|225209|326493
67781|1201|ROYALTIES|2006-05-02|8750|225209|326493
67782|1201|PLAYER MARKETING|2006-05-02|10000|225209|326493
67783|1201|PLAYER MARKETING|2006-05-02|10000|225209|326493
67784|1201|PLAYER MARKETING|2006-03-01|25000|225209|326493
67785|1201|ROYALTIES|2006-12-21|37500|225209|326493
67786|1201|ROYALTIES|2006-08-09|37711|225209|326493
67787|1201|ROYALTIES|2006-04-07|69402|225209|326493
67788|1201|PLAYER MARKETING|2006-09-07|70000|225209|326493
67789|1201|ROYALTIES|2006-11-28|5000|225210|326493
67790|1201|ROYALTIES|2006-06-12|20000|225210|326493
67791|1201|ROYALTIES|2006-03-14|27062|225210|326493
67792|1201|ROYALTIES|2006-09-21|54779|225210|326493
67793|1201|ROYALTIES|2006-07-14|70265|225210|326493
67794|1201|ROYALTIES|2006-12-21|70628|225210|326493
67795|1201|PLAYER MARKETING|2006-03-07|5000|225211|326493
67796|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|5905|225212|326493
67797|1201|ROYALTY VOID PAYMENT|2006-03-01|31082|225213|326493
67798|1201|ROYALTY VOID PAYMENT|2006-03-01|20029|225214|326493
67799|1201|DUES REBATE VOIDS|2006-03-01|5000|225215|326493
67800|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225215|326493
67801|1201|DUES REBATE VOIDS|2006-03-01|5000|225216|326493
67802|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|30000|225217|326493
67803|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225218|326493
67804|1201|ROYALTY VOID PAYMENT|2006-03-01|29211|225219|326493
67805|1201|ROYALTY VOID PAYMENT|2006-03-01|49725|225220|326493
67806|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225221|326493
67807|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|40000|225222|326493
67808|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225223|326493
67809|1201|ROYALTY VOID PAYMENT|2006-03-01|55569|225224|326493
67810|1201|DUES REBATE VOIDS|2006-03-01|5000|225225|326493
67811|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225225|326493
67812|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|6625|225226|326493
67813|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|5766|225227|326493
67814|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|26826|225228|326493
67815|1201|DUES REBATE VOIDS|2006-03-01|5000|225229|326493
67816|1201|DUES REBATE VOIDS|2006-03-01|5000|225230|326493
67817|1201|ROYALTY VOID PAYMENT|2006-03-01|42616|225230|326493
67818|1201|DUES REBATE VOIDS|2006-03-01|5000|225231|326493
67819|1201|ROYALTY VOID PAYMENT|2006-03-01|16391|225231|326493
67820|1201|DUES REBATE VOIDS|2006-03-01|5000|225232|326493
67821|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|10000|225233|326493
67822|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225234|326493
67823|1201|DUES REBATE VOIDS|2006-03-01|5000|225235|326493
67824|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|5000|225236|326493
67825|1201|ROYALTY VOID PAYMENT|2006-03-01|12989|225236|326493
67826|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|10000|225237|326493
67827|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225238|326493
67828|1201|ROYALTY VOID PAYMENT|2006-03-01|33701|225239|326493
67829|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|40000|225240|326493
67830|1201|ROYALTY VOID PAYMENT|2006-03-01|120252|225240|326493
67831|1201|ROYALTY VOID PAYMENT|2006-03-01|14733|225241|326493
67832|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225242|326493
67833|1201|ROYALTY VOID PAYMENT|2006-03-01|7763|225243|326493
67834|1201|ROYALTY VOID PAYMENT|2006-03-01|11026|225244|326493
67835|1201|ROYALTY VOID PAYMENT|2006-03-01|14303|225245|326493
67836|1201|ROYALTY VOID PAYMENT|2006-03-01|7679|225246|326493
67837|1201|ROYALTY VOID PAYMENT|2006-03-01|41001|225247|326493
67838|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|5000|225248|326493
67839|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|7500|225248|326493
67840|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|15000|225248|326493
67841|1201|PLAYER MARKETING VOIDED PAYMENT|2006-03-01|15000|225249|326493
67842|1201|ROYALTIES|2006-10-23|18000|225250|326493
67843|1201|ROYALTIES|2006-08-24|40000|225250|326493
67844|1201|PLAYER MARKETING|2006-11-06|96000|225250|326493
67845|1201|ROYALTIES|2006-12-12|160000|225250|326493
67846|1201|ROYALTIES|2006-03-22|162728|225250|326493
67847|1201|REIMBURSE EXPENSES|2006-07-27|7635|225251|326493
67848|1201|REIMBURSE EXPENSES|2006-11-17|16215|225251|326493
67849|1201|REIMBURSE EXPENSES|2006-05-19|49535|225251|326493
67850|1201|PLAYER MARKETING|2006-11-09|7500|225252|326493
67851|1201|ROYALTIES|2006-09-20|17500|225252|326493
67852|1201|ROYALTIES|2006-12-06|17500|225252|326493
67853|1201|SPONSORSHIP|2006-05-17|75000|225255|326493
67854|1201|ROYALTIES|2006-10-20|100000|225255|326493
67855|1201|PLAYER MARKETING|2006-11-28|13000|225256|326493
67856|1201|PLAYER MARKETING|2006-12-06|16000|225256|326493
67857|1201|PLAYER MARKETING|2006-10-05|50000|225256|326493
67858|1201|PLAYER MARKETING|2007-01-26|10000|225257|326493
67859|1201|ROYALTIES|2007-01-17|13351|225257|326493
67860|1201|PLAYER MARKETING|2006-10-05|20000|225257|326493
67861|1201|ROYALTIES|2006-05-02|25000|225257|326493
67862|1201|ROYALTIES|2007-01-03|25000|225257|326493
67863|1201|ROYALTIES|2006-04-07|50000|225257|326493
67864|1201|PLAYER MARKETING|2006-03-22|6000|225258|326493
67865|1201|VOID PAYMENT|2006-03-10|25000|225259|326493
67866|1201|NATIVE VISION AUCTION ITEMS|2006-12-08|5050|225260|326493
67867|1201|REIMBURSE EXPENSES|2006-08-16|14418|225261|326493
67868|1201|ROYALTIES|2006-06-12|5000|225262|326493
67869|1201|ROYALTIES|2007-02-16|5000|225262|326493
67870|1201|PLAYER MARKETING|2006-03-22|6500|225264|326493
67871|1201|PLAYER MARKETING|2006-12-13|10000|225265|326493
67872|1201|PLAYER MARKETING|2006-10-05|17000|225265|326493
67873|1201|ROYALTIES|2006-03-30|25000|225266|326493
67874|1201|ROYALTIES|2006-03-30|98423|225266|326493
67875|1201|PLAYER MARKETING|2007-01-11|10000|225269|326493
67876|1201|PLAYER MARKETING|2006-03-01|10000|225270|326493
67877|1201|PLAYER MARKETING|2006-11-28|40000|225271|326493
67878|1201|ROYALTIES|2006-03-30|29063|225272|326493
67879|1201|ROYALTIES|2006-07-17|224531|225272|326493
67880|1201|ROYALTIES|2006-10-12|378023|225272|326493
67881|1201|ROYALTIES|2007-01-05|618093|225272|326493
67882|1201|REIMBURSE EXPENSES|2006-06-07|23813|225274|326493
67883|1201|REIMBURSE EXPENSES|2007-01-05|9367|225276|326493
67884|1201|PLAYER MARKETING|2007-01-26|27500|225276|326493
67885|1201|PLAYER MARKETING|2006-08-07|120000|225276|326493
67886|1201|PLAYER MARKETING|2006-08-21|160000|225276|326493
67887|1201|PLAYER MARKETING|2006-09-21|350000|225276|326493
67888|1201|PLAYER MARKETING|2006-11-17|350000|225276|326493
67889|1201|ROYALTIES|2007-02-08|10358|225277|326493
67890|1201|PLAYER MARKETING|2006-05-02|15000|225277|326493
67891|1201|ROYALTIES|2006-03-01|38548|225277|326493
67892|1201|ROYALTIES|2006-03-30|43708|225277|326493
67893|1201|PLAYER MARKETING|2006-03-30|80000|225277|326493
67894|1201|ROYALTIES|2006-09-07|125000|225277|326493
67895|1201|ROYALTIES|2006-08-07|150000|225277|326493
67896|1201|REIMBURSE EXPENSES|2006-09-07|11906|225278|326493
67897|1201|REIMBURSE EXPENSES|2006-10-23|44327|225278|326493
67898|1201|PLAYER MARKETING|2006-08-21|65000|225278|326493
67899|1201|ROYALTIES|2006-06-02|29270|225279|326493
67900|1201|PLAYER MARKETING|2006-08-07|5000|225280|326493
67901|1201|ROYALTIES|2006-05-02|9671|225280|326493
67902|1201|PLAYER MARKETING|2006-08-07|5000|225281|326493
67903|1201|PLAYER MARKETING|2006-11-13|5000|225281|326493
67904|1201|PLAYER MARKETING|2006-06-02|7000|225281|326493
67905|1201|PLAYER MARKETING|2006-06-02|8000|225281|326493
67906|1201|PLAYER MARKETING|2006-05-10|10000|225281|326493
67907|1201|PLAYER MARKETING|2006-11-13|10000|225281|326493
67908|1201|PLAYER MARKETING|2006-11-13|10000|225281|326493
67909|1201|PLAYER MARKETING|2006-06-02|12000|225281|326493
67910|1201|PLAYER MARKETING|2006-04-17|14500|225281|326493
67911|1201|PLAYER MARKETING|2006-07-21|15000|225281|326493
67912|1201|PLAYER MARKETING|2006-08-07|15000|225281|326493
67913|1201|PLAYER MARKETING|2006-11-13|15000|225281|326493
67914|1201|PLAYER MARKETING|2006-11-13|15000|225281|326493
67915|1201|ROYALTIES|2006-11-28|17987|225281|326493
67916|1201|PLAYER MARKETING|2006-06-02|18000|225281|326493
67917|1201|PLAYER MARKETING|2006-08-07|25000|225281|326493
67918|1201|ROYALTIES|2006-10-30|25000|225281|326493
67919|1201|ROYALTIES|2006-09-07|25383|225281|326493
67920|1201|PLAYER MARKETING|2006-09-21|30000|225281|326493
67921|1201|PLAYER MARKETING|2006-08-07|40000|225281|326493
67922|1201|PLAYER MARKETING|2006-04-17|49000|225281|326493
67923|1201|PLAYER MARKETING|2006-09-21|50000|225281|326493
67924|1201|PLAYER MARKETING|2006-07-21|75000|225281|326493
67925|1201|PLAYER MARKETING|2006-08-21|105000|225281|326493
67926|1201|PLAYER MARKETING|2006-12-06|120000|225281|326493
67927|1201|PLAYER MARKETING|2006-06-02|135000|225281|326493
67928|1201|PLAYER MARKETING|2006-09-21|150000|225281|326493
67929|1201|SPONSORSHIP|2006-06-29|183750|225281|326493
67930|1201|ROYALTIES|2007-01-08|398235|225281|326493
67931|1201|PLAYER MARKETING|2006-06-29|400000|225281|326493
67932|1201|ROYALTIES|2006-05-10|13000000|225281|326493
68184|1201|PLAYER MARKETING|2006-12-12|8000|225345|326493
67934|1201|ROYALTIES|2006-12-12|11326|225282|326493
67935|1201|ROYALTIES|2006-07-27|12500|225282|326493
67936|1201|ROYALTIES|2006-10-12|12500|225282|326493
67937|1201|ROYALTIES|2006-05-02|7199|225283|326493
67938|1201|ROYALTIES|2006-08-17|10000|225284|326493
67939|1201|REIMBURSE OVERPAYMENT|2006-10-12|5000|225285|326493
67940|1201|ROYALTIES|2006-10-23|15483|225286|326493
67941|1201|ROYALTIES|2006-08-24|25000|225286|326493
67942|1201|ROYALTIES|2006-10-12|25000|225286|326493
67943|1201|ROYALTIES|2006-09-21|5000|225287|326493
67944|1201|REIMBURSE EXPENSES|2006-06-02|14016|225288|326493
67945|1201|PLAYER MARKETING|2006-06-20|10000|225289|326493
67946|1201|PLAYER MARKETING|2006-10-05|10000|225289|326493
67947|1201|REIMBURSE EXPENSES|2006-09-21|11256|225289|326493
67948|1201|REIMBURSE EXPENSES|2006-03-14|13012|225289|326493
67949|1201|PLAYER MARKETING|2006-09-07|24500|225289|326493
67950|1201|PLAYER MARKETING|2006-11-28|35000|225289|326493
67951|1201|PLAYER MARKETING|2006-06-12|52500|225289|326493
67952|1201|PLAYER MARKETING|2006-04-17|55000|225289|326493
67953|1201|PLAYER MARKETING|2007-01-26|55000|225289|326493
67954|1201|PLAYER MARKETING|2006-11-17|118750|225289|326493
67955|1201|NATIVE VISION AUCTION ITEMS|2006-11-29|15075|225290|326493
67956|1201|NATIVE VISION AUCTION ITEMS|2006-11-15|5300|225291|326493
67957|1201|ROYALTIES|2006-12-06|29973|225292|326493
67958|1201|ROYALTIES|2006-06-13|30000|225292|326493
67959|1201|SPONSORSHIP|2006-06-20|262500|225293|326493
67960|1201|ROYALTIES|2006-04-17|6590|225294|326493
67961|1201|ROYALTIES|2006-05-05|7310|225294|326493
67962|1201|ROYALTIES|2006-03-14|8706|225294|326493
67963|1201|ROYALTIES|2006-12-18|12804|225295|326493
67964|1201|ROYALTIES|2006-07-05|25000|225295|326493
67965|1201|ROYALTIES|2006-09-13|25000|225295|326493
67966|1201|ROYALTIES|2006-03-23|26306|225295|326493
67967|1201|ROYALTIES|2006-09-25|8000|225296|326493
67968|1201|ROYALTIES|2006-12-14|5459|225297|326493
67969|1201|ROYALTIES|2006-06-20|8309|225297|326493
67970|1201|MARKETING COMMITTMENT|2007-01-11|10000|225299|326493
67971|1201|ROYALTIES|2007-02-16|52434|225301|326493
67972|1201|ROYALTIES|2006-03-01|75647|225301|326493
67973|1201|ROYALTIES|2006-08-07|80000|225301|326493
67974|1201|ROYALTIES|2006-10-30|80000|225301|326493
67975|1201|ROYALTIES|2006-09-21|12500|225302|326493
67976|1201|ROYALTIES|2006-06-14|17500|225302|326493
67977|1201|ROYALTIES|2006-12-21|17738|225302|326493
67978|1201|PLAYER MARKETING|2006-05-05|6000|225304|326493
67979|1201|PLAYER MARKETING|2006-08-11|9000|225304|326493
67980|1201|PLAYER MARKETING|2006-08-11|21000|225304|326493
67981|1201|PLAYER MARKETING|2006-11-17|25000|225304|326493
67982|1201|PLAYER MARKETING|2007-02-14|27000|225304|326493
67983|1201|PLAYER MARKETING|2006-06-02|35500|225304|326493
67984|1201|NATIVE VISION AUCTION ITEMS|2006-11-15|5575|225306|326493
67985|1201|PLAYER MARKETING|2006-03-01|320000|225307|326493
67986|1201|REIMBURSE EXPENSES|2006-03-14|16417|225308|326493
67987|1201|ROYALTIES|2006-06-29|40000|225308|326493
67988|1201|ROYALTIES|2006-12-14|5000|225309|326493
67989|1201|ROYALTIES|2006-03-30|25000|225310|326493
67990|1201|PLAYER MARKETING|2006-03-01|50000|225310|326493
67991|1201|ROYALTIES|2006-04-14|10000|225311|326493
67992|1201|ROYALTIES|2006-06-21|10000|225311|326493
67993|1201|ROYALTIES|2006-11-17|10000|225311|326493
67994|1201|ROYALTIES|2007-02-07|12500|225311|326493
67995|1201|PLAYER MARKETING|2006-08-07|20000|225312|326493
67996|1201|PLAYER MARKETING|2006-03-22|15000|225313|326493
67997|1201|PLAYER MARKETING|2006-03-30|10000|225315|326493
67998|1201|PLAYER MARKETING|2006-11-13|10950|225315|326493
67999|1201|PLAYER MARKETING|2006-10-05|12900|225315|326493
68000|1201|PLAYER MARKETING|2006-08-07|13800|225315|326493
69660|1201|A/R Other|2006-10-12|30000|232267|328190
68001|1201|PLAYER MARKETING|2006-06-12|15000|225315|326493
68002|1201|PLAYER MARKETING|2006-04-07|18000|225315|326493
68003|1201|REIMBURSE EXPENSES|2006-06-02|21788|225315|326493
68004|1201|REIMBURSE EXPENSES|2006-07-14|42955|225315|326493
68005|1201|PLAYER MARKETING|2007-02-14|45780|225315|326493
68006|1201|PLAYER MARKETING|2006-04-11|462000|225315|326493
68007|1201|PLAYER MARKETING|2006-12-05|1459738|225315|326493
68008|1201|SETTLEMENT|2007-02-28|5000000|225315|326493
68009|1201|COLLECTIVELY BARGAINED INTERNET SPONSORSHIP|2007-02-28|6000000|225315|326493
68010|1201|COLLECTIVELY BARGAINED SPONSORSHIP AGREEMENT|2007-02-28|23295597|225315|326493
68011|1201|ROYALTIES|2006-03-22|11591|225316|326493
68012|1201|ROYALTIES|2006-06-12|11827|225316|326493
68013|1201|ROYALTIES|2006-03-14|15000|225316|326493
68014|1201|ROYALTIES|2006-09-14|14721|225317|326493
68015|1201|REIMBURSE EXPENSES|2006-03-30|5196|225318|326493
68016|1201|PLAYER MARKETING|2006-03-01|20000|225318|326493
68017|1201|REIMBURSE EXPENSES|2006-03-01|27243|225318|326493
68018|1201|ROYALTIES|2006-08-30|35191|225318|326493
68019|1201|ROYALTIES|2006-05-23|46786|225318|326493
68020|1201|ROYALTIES|2006-08-11|50000|225318|326493
68021|1201|PLAYER MARKETING|2006-07-14|120000|225318|326493
68022|1201|PLAYER MARKETING|2007-01-05|135000|225318|326493
68023|1201|SPONSORSHIP|2006-09-21|159000|225318|326493
68024|1201|ROYALTIES|2007-02-22|583234|225318|326493
68025|1201|ROYALTIES|2006-11-07|890625|225318|326493
68026|1201|ROYALTIES|2006-07-26|1040870|225318|326493
68027|1201|ROYALTIES|2006-04-21|2736873|225318|326493
68028|1201|ROYALTIES|2006-10-23|5360667|225318|326493
68029|1201|ROYALTIES|2007-01-16|5857306|225318|326493
68030|1201|ROYALTIES|2006-10-23|15000|225319|326493
68031|1201|ROYALTIES|2006-11-09|5000|225320|326493
68032|1201|ROYALTIES|2006-12-01|10000|225320|326493
68033|1201|REIMBURSE EXPENSES|2006-03-07|11912|225321|326493
68034|1201|REIMBURSE EXPENSES|2006-05-10|7417|225322|326493
68035|1201|PLAYER MARKETING|2006-05-02|9000|225322|326493
68036|1201|ROYALTIES|2006-03-22|11000|225323|326493
68037|1201|ROYALTIES|2006-09-21|41617|225323|326493
68038|1201|ROYALTIES|2006-06-29|46465|225323|326493
68039|1201|ROYALTIES|2006-12-21|90392|225323|326493
68040|1201|ROYALTIES|2006-03-22|151523|225323|326493
68041|1201|PLAYER MARKETING|2006-11-28|7500|225324|326493
68042|1201|PLAYER MARKETING|2006-12-06|9375|225324|326493
68043|1201|SPONSORSHIP|2006-12-18|10000|225324|326493
68044|1201|PLAYER MARKETING|2006-12-01|15170|225324|326493
68045|1201|PLAYER MARKETING|2006-08-21|16500|225324|326493
68046|1201|PLAYER MARKETING|2006-08-24|21600|225324|326493
68047|1201|PLAYER MARKETING|2006-10-23|28475|225324|326493
68048|1201|PLAYER MARKETING|2006-11-17|36780|225324|326493
68049|1201|PLAYER MARKETING|2006-07-27|39900|225324|326493
68050|1201|PLAYER MARKETING|2006-09-21|42725|225324|326493
68051|1201|PLAYER MARKETING|2006-11-06|47000|225324|326493
68052|1201|PLAYER MARKETING|2006-06-02|54500|225324|326493
68053|1201|PLAYER MARKETING|2006-07-27|59750|225324|326493
68054|1201|PLAYER MARKETING|2006-10-30|62900|225324|326493
68055|1201|PLAYER MARKETING|2007-01-05|64803|225324|326493
68056|1201|PLAYER MARKETING|2006-10-12|67225|225324|326493
68057|1201|PLAYER MARKETING|2006-08-21|67250|225324|326493
68058|1201|PLAYER MARKETING|2006-11-09|67398|225324|326493
68059|1201|PLAYER MARKETING|2006-12-13|74000|225324|326493
68060|1201|PLAYER MARKETING|2006-09-21|75350|225324|326493
68061|1201|PLAYER MARKETING|2006-10-05|80250|225324|326493
68062|1201|REIMBURSE EXPENSES-ROOKIE PREMIERE|2006-09-21|97782|225324|326493
68063|1201|ROYALTIES|2006-03-02|100000|225324|326493
68064|1201|PLAYER MARKETING|2006-03-14|100000|225324|326493
68065|1201|PLAYER MARKETING|2006-11-13|100724|225324|326493
68066|1201|PLAYER MARKETING|2006-07-21|108873|225324|326493
68067|1201|PLAYER MARKETING|2006-10-05|109675|225324|326493
68068|1201|PLAYER MARKETING|2006-03-07|118265|225324|326493
68069|1201|PLAYER MARKETING|2006-06-02|129825|225324|326493
68070|1201|PLAYER MARKETING|2006-06-02|140125|225324|326493
68071|1201|PLAYER MARKETING|2006-05-05|163250|225324|326493
68072|1201|PLAYER MARKETING|2006-06-02|168443|225324|326493
68073|1201|PLAYER MARKETING|2006-03-30|168775|225324|326493
68074|1201|PLAYER MARKETING|2006-03-22|181250|225324|326493
68075|1201|PLAYER MARKETING|2006-07-14|212315|225324|326493
68076|1201|PLAYER MARKETING|2006-06-29|226779|225324|326493
68077|1201|ROYALTIES|2006-06-23|230222|225324|326493
68078|1201|PLAYER MARKETING|2006-06-29|251850|225324|326493
68079|1201|PLAYER MARKETING|2006-04-17|259625|225324|326493
68080|1201|PLAYER MARKETING|2006-06-14|260352|225324|326493
68081|1201|PLAYER MARKETING|2006-05-02|267750|225324|326493
68082|1201|ROYALTIES|2006-07-19|269778|225324|326493
68083|1201|PLAYER MARKETING|2006-04-07|546706|225324|326493
68084|1201|ROYALTIES|2006-03-16|649964|225324|326493
68085|1201|ROYALTIES|2006-09-28|1129402|225324|326493
68086|1201|ROYALTIES|2006-12-18|1276423|225324|326493
68087|1201|ROYALTIES|2006-12-21|5617|225325|326493
68088|1201|ROYALTIES|2006-09-28|7677|225325|326493
68089|1201|ROYALTIES|2006-06-02|12500|225325|326493
68090|1201|ROYALTIES|2007-01-26|35000|225326|326493
68091|1201|REIMBURSE EXPENSES|2006-03-01|13917|225327|326493
68092|1201|ROYALTIES|2006-08-24|12500|225328|326493
68093|1201|ROYALTIES|2006-08-21|30000|225328|326493
68094|1201|ROYALTIES|2006-10-05|11063|225329|326493
68095|1201|ROYALTIES|2006-12-15|13529|225329|326493
68096|1201|PLAYER MARKETING|2006-08-24|18715|225329|326493
68097|1201|ROYALTIES|2006-09-28|41132|225329|326493
68098|1201|ROYALTIES|2006-06-29|125000|225329|326493
68099|1201|ROYALTIES|2006-06-12|158000|225329|326493
68100|1201|ROYALTIES|2006-06-20|171500|225329|326493
