OID|DESCRIPTION|AMOUNT|RPT_ID
137455|RETIREMENT W/H PAYABLE|514|718829
137454|PAYROLL TAXES PAYABLE|472|718829
137983|ACCRUED PAYROLL TAXES AND WITHHOLDINGS|1318|720442
141381|PAYROLL LIABILITIES|7765|727894
141382|OTHER LIABILITIES |452|727906
141728|Payroll liabilities|5674|729559
140116|Arizona State Withholding Taxes - December 2019.|429|724320
140119|Medicare Withholding - December 2019.|357|724320
140118|Social Security Withholding - December 2019.|1528|724320
140117|Federal Withholding Taxes - December 2019.|990|724320
138129|Local W/H|276|720660
138131|Payroll Liabilities - Other |23081|720660
138130|Insurance W/H|363|720660
140445|NONE|0|725078
139954|Unclaimed Funds|1777|723981
139955|Credit Card Liabilities|5126|723981
137992|SECURITY DEPOSIT|5264|720456
135017|PAYROLL TAXES & WITHHOLDINGS PAYABLE|2296|709294
138136|Payroll and Use Tax liabilities|261|720689
135123|PAYROLL WITHHOLDING LIABILITIES |20|709649
137872|FEDERAL WITHHOLDING PAYABLE|1763|720168
137875|STATE WITHHOLDING PAYABLE|514|720168
137874|SOCIAL SECURITY PAYABLE|2991|720168
137873|MEDICARE PAYABLE|693|720168
139503|RENT DEPOSIT|1400|723380
139505|ACCRUED DELEGATE FUND|21492|723380
139504|PAYROLL LIABILITIES|12594|723380
139435|Accrued and withheld payroll taxes|5851|723305
137416|Payroll Withholdings|15199|718585
137417|Muscular Dystrophy Association fund raisers |2231|718585
137642|PAYROLL TAXES WITHHELD AND ACCRUED|1159|719459
141627|N/A|0|729038
139216|payroll taxes|4761|722997
140959|Due to State of Florida|2317|725895
143658|Sick Leave Benefits Payable|15233|736609
143660|Prepaid Rent|1200|736609
143659|Damage Deposits|2100|736609
141152|Payroll Tax Deductions Payable|793|726745
139859|Employer Payroll Taxes|19|723869
139860|Employee Taxes Withheld|1739|723869
137740|PAYROLL TAX LIABILITIES|1745|719808
134584|PAYROLL LIABILITIES FEDERAL TAXES 941|3002|706351
134589|PAYROLL DEDUCTION CONTRIBUTIONS TO BOARD FUNDS|117|706351
134588|PAYROLL LIABILITIES NYS INCOME TAXES|651|706351
134587|PAYROLL LIABILITIES NYS EMPLOYMENT TAXES|129|706351
134586|PAYROLL LIABILITIES NYS PFL|36|706351
134585|PAYROLL LIABILITIES FEDERAL UNEMPLOYMENT 940|102|706351
139283|N/A|0|723092
139348|PAYROLL TAXES |5100|723187
139349|DUE TO MDA|7629|723187
141886|STATE WITHHOLDINGS|0|730472
141795|PAYROLL LIABILITIES|863|730100
141794|CREDIT CARD|1671|730100
141854|PAYROLL TAXES|0|730311
141855|BUILDING CORP|15104|730311
139901|WITHHELD PAYROLL TAX|1275|723913
139902|OTHER PAYROLL TAXES |1238|723913
137445|Witholding Payroll taxes  5149|5149|718743
140314|PAYROLL|5303|724884
140316|REAL ESTATE|6896|724884
140315|PAYROLL TAXES|2227|724884
142688|PAYROLL RELATED TAXES AND WITHHOLDINGS|4891|735486
136955|Federal Taxes (941) Forward|1077|714744
136957|Unemployment Tax State|3|714744
136956|State Taxes|342|714744
138511|PAYROLL LIABILITIES|546|721313
141034|Payroll Liabilities|3259|726131
137234|ACCRUED UNEMPLOYMENT|66|717421
137240|Payroll Liabilities|6283|717470
140648|PAYROLL WITHHOLDING|936|725353
140650|K. COLES REWARD ACCOUNT|20501|725353
140649|2020 CONVENTION FEES|8305|725353
142316|PAYROLL TAXES|356|733696
142268|FICA TAX PAYABLE - IRS|6540|733133
142269|INCOME TAX WITHHELD PAYABLE - PUERTO RICO TREASURY|2477|733133
141278|FEDERAL FORM 941 TAXES PAYABLE|1750|727445
141282|FEDERAL UNEMPLOYMENT TAX PAYABLE-FORM 940|113|727445
141281|STATE UNEMPLOYMENT TAX PAYABLE|23|727445
141280|CITY WITHHOLDING TAX PAYABLE|576|727445
141279|OHIO WITHHOLDING TAX PAYABLE|341|727445
135269|ACCRUED SALARIES AND RELATED|134144|709973
135270|DEFERRED REVENUE|2469282|709973
135341|Payroll Liabilities|869|710066
135465|Payroll liabilities|2583|710149
135206|payroll taxes|6975|709815
135021|Payroll Liabilities|791|709305
135049|PAYROLL LIABILITIES|2593|709423
135146|PAYROLL LIABILITIES|4568|709699
135147|CREDIT CARD|17230|709699
134961|EMPLOYEE BENEFITS|8489|709051
134962|PAYROLL TAX LIABILITIES|1113|709051
135204|MISCELLANEOUS PAYROLL WITHHOLDINGS|6314|709794
136885|Accrued payroll liabilities|15506|713803
135333|Payroll liabilities|2655|710061
135332|ACCRUED EXPENSES|21952|710053
134949|Payroll Tax Liabilities|387|708850
135142|Department of Treasury - Payroll Taxes|10058|709664
135143|APCU Visa - Union Credit Card Liability|812|709664
135144|Payroll Liabilities|3462|709695
135145|Accrued Annual Leave and Sick Leave|15353|709695
135189|Payroll Liabilities of Accrued Sick Leave |32684|709747
138993|Accrued Salaries|10325|722453
138252|Due to Broker|5877|720919
140727|FRINGE BENEFITS PAYABLE|3036|725476
139362|PAYROLL TAX LIABILITY|289|723203
139361|VISA PAYABLE|3477|723203
139363|SECURITY DEPOSITS|2220|723203
135205|none|0|709807
140431|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|2647|725059
134427|ACCRUED PAYROLL TAXES|1866|705544
139940|Payroll Withholdings|21632|723972
139941|Accrued Sick Leave|3244|723972
141009|PAYROLL TAXES PAYABLE|759|726051
141011|REAL ESTATE TAXES PAYABLE|8048|726051
141010|UNFUNDED DEFERRED EXPENSES-CARRYOVER ANNUAL LEAVE|99624|726051
138380|Credit card|785|721119
138033|Payroll withholding liabilities|868|720496
138034|Payroll taxes payable|302|720496
137976|PAYROLL LIABILITIES|22259|720410
137144|Accrued Leave - Liability|15707|716844
137866|ACCRUED LIABILITIES|10297|720162
137867|ACCRUED PAYROLL|13409|720162
141585|Amex Credit Card|2951|728898
141589|Accrued Compensated Balances|15537|728898
141588|Payroll Liabilities|19833|728898
141587|Security Deposits Payable|3519|728898
141586|State Payroll Checks|6583|728898
137725|LIUNA PENSION PAYABLE|16298|719706
140173|CREDIT CARD - WELLS FARGO & CITI CARD|16549|724545
141327|PAYROLL WITHHOLDINGS|4080|727562
141109|ACCRUED LEAVE PAYABLE|26979|726482
141110|ACCRUED SICK PAYABLE|14850|726482
138831|PAYROLL WITHHOLDINGS NOT REMITTED AT Y/E|673|722160
140269|Payroll Taxes Withheld|1615|724795
137110|Payroll Taxes Payable|5544|716682
138918|IRA PAYABLE|300|722285
138920|PAYROLL TAXES PAYABLE|4448|722285
138919|HEALTH INSURANCE PAYABLE|4400|722285
137183|UNITED STATE TREASURY - IRS - Employee Taxes|2950|717026
137185|DEPARTMENT OF REVENUE - unemployment taxes due |17|717026
137184|FLORIDA STATE TAXES - APWU Union Dues|434|717026
140769|COMP AL & SL|69701|725537
140771|TAXES PAYABLE|4545|725537
140770|BENEFITS PAYABLE|4210|725537
142100|WITHHOLDING TAXES AND PAYROLL DEDUCTIONS (PAYCHEX)|662|732131
140832|FUNDS ON BEHALF OF AFFILIATES|485287|725596
140820|INCURRED BUT NOT REPORTED HEALTH CLAIMS|544194|725596
140831|UNION MONIES IN ESCROW|73684|725596
140830|ACCRUED PENSION OBLIGATION|30050181|725596
140829|ACCRUED POSTRETIREMENT HEALTH BENEFITS OBLIGATION|58534266|725596
140828|TENANT DEPOSIT HELD|8000|725596
140827|DEFERRED REVENUE|1464735|725596
140826|PAYROLL WITHHOLDINGS|94161|725596
140825|ACCRUED VACATION PAYABLE|1854806|725596
140824|EMPLOYER'S 401K PAYABLE|82115|725596
140823|EMPLOYER'S PAYROLL TAX PAYABLE|144815|725596
140822|ACCRUED SALARIES|1974236|725596
140821|DUES OVERPAYMENTS/ESCROW|402383|725596
136705|ACCRUED SALARY AND VACATION|2522266|713074
136713|DEPOSITS|6080|713074
136712|TAXES PAYABLE|54577|713074
136711|DEFERRED COMPENSATION|1598332|713074
136710|LONG TERM PORTION OF DEFERRED GAINS|1723068|713074
136709|DEFERRED RENT INCENTIVES|587121|713074
136708|MEMBERSHIP DUES RECIEVED IN ADVANCE|44582|713074
136707|PREMIUMS PAYABLE TO INSURANCE UNDERWRITERS|3121|713074
136706|PAYABLE TO CHAPTERS|440369|713074
139412|N/A|0|723257
142414|PAYROLL TAX LIABILITY |2779|734598
136199|Payroll taxes|1740|710935
136200|Deferred revenue from theft loss recovery|3850|710935
140160|N/A|0|724426
141877|Payroll taxes Payable|121|730442
136313|n/a|0|711634
141625|Payroll Liabilities |1231|729034
136886|Payroll Taxes Payable|681|713854
137269|IRS|2400|717580
137273|Wells Fargo|2398|717580
137272|IRS|13|717580
137271|NCESC|224|717580
137270|NC DOR|858|717580
139219|Payroll Liabilities|9236|723008
139220|Local Credit Card|1745|723008
140864|Payroll Liabilities|1635|725668
134486|PAYROLL LIABILITIES|11091|706100
134487|CREDIT CARD PAYABLES|55548|706100
141613|N/A|0|729029
141624|N/A|0|729029
141623|N/A|0|729029
141622|N/A|0|729029
141621|N/A|0|729029
141620|N/A|0|729029
141619|N/A|0|729029
141618|N/A|0|729029
141617|N/A|0|729029
141616|N/A|0|729029
141615|N/A|0|729029
141614|N/A|0|729029
138378|PAYROLL TAXES|2911|721118
138379|VACATION AND SICK LEAVE|25199|721118
138064|CREDIT CARDS |3941|720548
138065|PAYROLL LIABILITIES|7687|720548
138329|PAYROLL TAXES PAYABLE|623|721031
140880|Payroll Liabilities|1289|725711
140881|Local Credit Card|1267|725711
141064|payroll liabilities|1672|726216
141065|credit card liabilities|1708|726216
140434|Payroll liabilities|38560|725064
136887|0|0|713894
136898|0|0|713894
136897|0|0|713894
136896|0|0|713894
136895|0|0|713894
136894|0|0|713894
136893|0|0|713894
136892|0|0|713894
136891|0|0|713894
136890|0|0|713894
136889|0|0|713894
136888|0|0|713894
134511|0|0|706245
141607|Payroll Taxes|340|729001
140007|No liabilities exist n/a|0|724039
136402|Accrued Vacation|16325|712100
141081|CREDIT CARDS PAYABLE|1431|726276
138109|Fed income tax|566|720641
138116|Unemployment Taxes State|23|720641
138115|Unemployment Taxes Federal (940)|63|720641
138114|FICA Employer OASDI and HI (941)|803|720641
138113|Voluntary Cont (CAP/COPE etc) Forward|406|720641
138112|Charitable Contributions Forward|1150|720641
138111|State Income Taxes Forward|126|720641
138110|FICA-Employee OASDI and HI Forward|803|720641
135066|PAYROLL TAXES PAYABLE|1070|709491
144098| ||738212
140368|Accrued payroll |852|724975
142014|ACCRUED EXP - NATIONAL UNION BENEFIT FUND|212281|730662
142022|ESCROW PAYABLE - UNOP|623311|730662
142021|ESCROW PAYABLE - AHERF|2254|730662
142020|ACCRUED EXP - SEVERANCE|120091|730662
142019|ACCRUED EXP - VACATION|242684|730662
142018|ACCRUED EXP - SICK TIME|230827|730662
142017|ACCRUED EXP - DISTRICT 1199C TRAINING FUND|4847|730662
142016|ACCRUED EXP - DISTRICT 1199C LEGAL SERVICES PLAN|884|730662
142015|ACCRUED EXP - NATIONAL UNION PENSION FUND|122679|730662
140457|Employee payroll withholdings|1171|725091
141222|Accrued Payroll and Payroll Taxes|19174|727168
138657|Payroll and withholding taxes payable|374|721775
135383|Per capita taxes collected|26219|710111
135386|Phones loans|1398|710111
135385|Credit cards payable|4435|710111
135384|Employee dues wihheld|114|710111
140139|PAYROLL WITHHOLDINGS PAYABLE|1525|724378
139153|State tax withholding from vendor|48|722869
139155|Payroll tax withholding from employees|138|722869
139154|Voluntary COPE deductions from members|10|722869
140902|Payroll Tax Liabilities|2547|725792
140903|Accrued Pension Payable|7084|725792
135820|WITHHELD BENEFITS|5524|710525
136735|PAYROLL TAXES|263|713136
135690|Payroll taxes payable|700|710414
141144|Payroll Liabilities|48719|726684
141147|Deferred Compensation|4638757|726684
141146|Active Ballot Club|28650|726684
141145|Miscellaneous Payables|3134|726684
141473|ACCRUED SEVERANCE|78056|728381
141474|PAYROLL LIABILITIES|1568|728381
135378|DUE TO ILA - PER CAPITA REMITTANCE|436|710110
135382|FUTA|55|710110
135381|SUI|66|710110
135380|ALABAMA TAX WITHHOLDINGS|326|710110
135379|FICA/MED/FEDERAL WITHHOLDINGS|907|710110
136870|Payroll liabilities|169903|713358
140196|Payroll taxes and withholdings|33667|724707
135501|Accrued Expenses|4578|710213
134826|Payroll Liabilities|2127|708180
137402|PAYROLL LIABILITIES|26104|718409
140069|Payroll Taxes Liability|2202|724176
141815|BENEFITS WITHHELD FROM OFFICER SALARY|819|730181
141377|ACCRUED WAGES|2083|727847
141380|ACCRUE INCOME TAXES|3400|727847
141379|ACCRUED VACATION PAYABLE|18185|727847
141378|ACCRUED PAYROLL TAXES|2111|727847
135236|Work Fees Withholding|318|709885
135235|Vacation Withholding|392|709885
135238|Vacation Time Earned But Not Paid Out|32092|709885
135237|CLIC Withholding|142|709885
142186|Real Estate Tax Payable|20998|732674
142191|Security Deposit - Rent|2131|732674
142190|Other|481|732674
142189|POWER|3969|732674
142188|Chicago Retiree Chapter|44155|732674
142187|Accrued Payroll|11507|732674
140718|Accrued Expenses|5000|725461
140344|PAYROLL LIABILITIES|3491|724938
137374|NONE|0|718323
136499|PAYROLL TAXES PAYABLE|647|712397
136500|ACCRUED PAYROLL|6850|712397
139017|PAYROLL LIABILITIES|2527|722537
139018|CREDIT CARD|2055|722537
140092|Payroll liabilities|4165|724242
141053|Credit Card Liabilities|2525|726208
134507|Security Deposits|405647|706165
136025|Withheld payable|11525|710699
136023|Accrued Salaries Payable|153479|710699
136024|Accrued Vacation & Sick Pay Payable|198793|710699
136026|Other Payables|25597|710699
139122|N/A|0|722768
141310|Payroll Liability|3854|727522
141311|Master Card|2794|727522
140535|FULL TIME OFFICERS ANNUAL LEAVE PAYABLE|17543|725211
140537|APWU RETIREMENT, AP CREDITS & PAYROLL PAYABLE|671|725211
140536|DUE TO APWU POWER|153|725211
138955|SECURITY DEPOSITS|8113|722361
138957|VACATION AND SICK TIME PAYABLE|391610|722361
138956|ACCRUED WAGES AND PAYROLL TAXES PAYABLE|168690|722361
137935|PAYROLL WITHHOLDINGS |199|720344
139166|Payroll tax and withholding payable|1169|722872
134817|COPE|44|708173
136701|Payroll Taxes|4984|713063
138654|Payroll Taxes Payable|3529|721772
135534|ACCRUED PAYROLL|3868|710248
135535|PAYROLL LIABILITIES|335|710248
141757|Refund Payable|44|729921
141759|Payroll Liabilities|11576|729921
141758|Other Liabilities|1632|729921
140777|Other Liabilities|11886|725559
140778|Accrued Vacation and Sick Leave|845278|725559
137070|Fed 941 |74|716615
137076|Iowa Unemployment|119|716615
137075|Fed Unemployment|83|716615
137074|Illinois 501|102|716615
137073|IOWA 941|1160|716615
137072|Fed FICA Employer|271|716615
137071|Fed FICA Employee|271|716615
140607|Accrued leave|447026|725307
140609|Payroll withholdings|32415|725307
140608|Accrued salaries|63692|725307
140963|Employee Deferred Compensation Plan|42204|725919
140969|Vacation Accrual|77600|725919
140968|United Way|10|725919
140967|Unite Here TIP|80|725919
140966|Employee Dues Liability|958|725919
140965|401 Employee 401K Contribution|1141|725919
140964|Unite Here Per Capita Payable|221954|725919
134319|PAYROLL TAXES PAYABLE|3823|703127
134320|SECURITY DEPOSIT|1600|703127
139782|Accrued expenses|22957|723774
141003|Payroll Taxes/Deductions Payable & Advanced Subsid|1048862|726039
137585|Missouri Withholding|1041|719227
137588|City of Kansas City Withholding|52|719227
137587|City of St Louis Withholding|228|719227
137586|Illinois Withholding|42|719227
140387|Payroll Withholdings|37681|725008
140389|Funds received, due other organizations |12639|725008
140388|Funds to be escheated to state|2507|725008
137641|PAYROLL TAXES|2549|719458
140752|PENDING CREDIT CARD CHARGES|9|725523
139134|Payroll Liabilities|3539|722798
140432|Liability for future litigation|17896|725063
140433|Payroll liabilities|8949|725063
134351|NLRB Settlement Agreement Case No. 08-CB-206215|5600|703315
142302|DUE TO INTERNATIONAL|153648|733391
142301|DUE TO AFSCME COUNCIL 4|475121|733391
142303|DUE TO CHAPTERS|1034975|733391
142031|ACCRUED EXPENSES|115391|731534
142036|DEFERRED REVENUE|256498|731534
142035|ACCRUED WAGES|140411|731534
142034|ACCRUED POST - RETIREMENT BENEFITS|13824796|731534
142033|ACCRUED SEVERANCE|281545|731534
142032|ACCRUED VACATION|351468|731534
141709|PAYROLL TAXES PAYABLE|1279|729468
144196|BB&T Credit Cards|6618|738618
144197|Payroll Liabilities|428|738618
139145|WITHHOLDING LIABILITIES|3768|722838
140446|Repayment of Dues Received|16633|725079
140448|Vacation and Sick Leave Accrual|69996|725079
140447|Death Burial Benefits Accrual|2000|725079
142013|Accrued payroll taxes|198|730640
141520|Federal Income Taxes (941) Forward|364|728593
141526|Unemployement Taxes State|47|728593
141525|Unemployment Taxes Federal (940)|14|728593
141524|FICA Employer OASDI and HI (941)|556|728593
141523|City Income Taxes Forward|6|728593
141522|State Income Taxes Forward|280|728593
141521|FICA-Employee OASDI and HI Forward|556|728593
134840|Impuestos sobre nominas a pagar|5168|708260
134842|Vendor Taxes Payable|4607|708260
134841|Beneficios empleados  por pagar|5924|708260
140955|First Citizens Visa Credit Card|8160|725885
140957|Member's Contingency Fund Withheld|892439|725885
140956|Payroll Taxes|1291|725885
136034|Vacation Liability|260773|710706
136037|Post-retirement benefit Obligation|322799|710706
136036|PR tax and Benefit Liability|4401|710706
136035|Sick Time Liability|177053|710706
139200|SECURITY DEPOSIT|2200|722960
136038|BENEFITS PAYABLE|14138|710707
136039|SCHOLARSHIPS PAYABLE|4725|710707
138207|Ohio State Income Taxes W/H|570|720882
138212|RITA Tax Fwd|522|720882
138211|Union Dues Fwd|726|720882
138210|FUTA Tax W/H|54|720882
138209|School District Taxes W/H|6|720882
138208|Ohio Dept of Job & Family Services|100|720882
135074|NONE|0|709508
142248|FUTA PAYABLE|333|732820
142252|OTHER PAYROLL LIABILITIES|155|732820
142251|SINOT PAYABLE|129|732820
142250|FICA PAYABLE|6659|732820
142249|PR WITHHOLDING PAYABLE|4564|732820
139911|SEP/IRA|45149|723934
139912|Payroll Liabilities|488|723934
136383|Accrued Annual Leave|38638|712027
136386|Accrued Postretirement Benefit|675332|712027
136385|Capital Lease Obligation|4539|712027
136384|Accrued Payroll|13264|712027
142448|PAYROLL LIABILITIES|11254|734708
140456|Payroll Liabilities|1720|725089
139089|ACCRUED AND WITHHELD PAYROLL LIABILITIES|100|722660
140783|ACCRUED SUBSIDIES|101016|725572
140796|ACCRUED DEFENSE|67532|725572
140795|ACCRUED RETIREMENT INCENTIVE|275720|725572
140794|DEFERRED REVENUE|29067|725572
140793|ACCRUED REAL ESTATE TAXES|61650|725572
140792|ACCRUED EXPENSE|30359|725572
140791|PSRP SCHOLARSHIP|2805|725572
140790|FAIR SHARE ESCROW|38123|725572
140789|DUE TO COPE|812877|725572
140788|DIRECT DEPOSIT PROGRAM|301170|725572
140787|ACCRUED VACATION|483210|725572
140786|ACCRUED SEVERANCE|2110586|725572
140785|ACCRUED HRA/FSA|654010|725572
140784|ACCRUED WITHHOLDING|28530|725572
142048|State Withholding Payable|490|731557
142049|Per Capita Withholding|15|731557
134989|Payroll taxes payable|189|709185
