OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
273275|2101|Journeymen & Apprentices|4332|T|710669
273276|2101|Early Retired|124|T|710669
273277|2101|Retired|104|T|710669
273278|2101|Disabled|24|T|710669
273279|2101|Honorary|174|T|710669
273280|2102|Agency Fee Payers|6|F|710669
272041|2101|JOURNEYMEN|2443|T|710173
272042|2101|APPRENTICE|771|T|710173
272043|2101|RETIRED|246|T|710173
272044|2101|DISABLED|18|T|710173
272045|2101|HONORARY|193|T|710173
272046|2101|ARREARS|258|F|710173
271138|2101|ACTIVE MEMBER|3143|T|709659
271139|2101|APPRENTICES|1298|T|709659
271140|2101|50 DISABLED MEMBERS|23|T|709659
271141|2101|IN SERVICE|6|T|709659
271142|2101|RETIRED|211|T|709659
271143|2101|HONARARY|104|T|709659
271144|2102|Agency Fee Payers|3|F|709659
271122|2101|Building Trades|898|T|709656
271123|2101|Production workers|292|T|709656
271124|2101|Retired, Military and disabled members|248|T|709656
271125|2102|Agency Fee Payers|0|F|709656
273894|2101|APPRENTICE|829|T|711350
273893|2101|JOURNEYMEN|2792|T|711350
273895|2101|RETIRED|169|T|711350
273896|2101|DISABLED|8|T|711350
273897|2101|HONORARY|103|T|711350
273898|2101|ARREARS|352|F|711350
273899|2102|Agency Fee Payers|1|F|711350
270275|2101|JOURNEYMEN|3329|T|708282
270276|2101|APPRENTICE|1419|T|708282
270277|2101|RETIRED|184|T|708282
270278|2101|DISABLED|24|T|708282
270279|2101|HONORARY|237|T|708282
270280|2101|ARREARS|496|F|708282
270281|2102|Agency Fee Payers|6|F|708282
273868|2101|JOURNEYMEN|2549|T|711276
273869|2101|APPRENTICE|749|T|711276
273870|2101|RETIRED|203|T|711276
273871|2101|DISABLED|58|T|711276
273872|2101|HONORARY|199|T|711276
273873|2101|ARREARS|388|F|711276
273874|2102|Agency Fee Payers|5|F|711276
273805|2101|Journeyman|2518|T|711082
273806|2101|Apprentice|1040|T|711082
273807|2101|Retired|326|T|711082
272635|2101|REGULAR MEMBERS|1684|T|710418
272636|2101|RELIEF CARRIERS|1323|T|710418
272637|2101|PTF|2|T|710418
272638|2101|ARC'S|9|T|710418
272639|2101|RETIRED|388|T|710418
272640|2101|ASSOCIATES|10|F|710418
272641|2101|RETIRED ASSOCIATES|0|F|710418
272329|2101|APPRENTICES|32|F|710298
272330|2101|RETIREES|173|F|710298
272331|2101|HONORARY MEMBERS|42|F|710298
272332|2101|JOURNEYMEN|263|T|710298
272333|2101|PROBATIONARIES|15|F|710298
273685|2102|Agency Fee Payers|0|F|710887
273680|2101|REGULAR|1131|T|710887
273681|2101|APPRENTICE|305|T|710887
273682|2101|DISABLED|28|T|710887
273683|2101|RETIRED|174|T|710887
273684|2101|HONORARY MEMBER|138|T|710887
273163|2101|Full Dues|9904|T|710632
273164|2101|Half Dues|3244|T|710632
273165|2101|Quarter Dues|1098|T|710632
273228|2101|Journeyman|630|T|710659
273229|2101|Apprentice|122|T|710659
273230|2101|Retired|48|T|710659
273231|2101|Honorary|24|T|710659
273232|2102|Agency Fee Payers|0|F|710659
285238|2101|Public Sector|512|T|732578
285239|2101|Private Sector|19|T|732578
285354|2101|General Membership|11087|T|732886
278291|2101|Cement Masons|47|T|721458
278292|2101|Cement Masons Apprentices|4|T|721458
278293|2101|Retirees|24|T|721458
278294|2101|Plasterers|1|T|721458
284355|2101|CLASS A MEMBERSHIP|284|T|729829
284356|2101|CLASS BA MEMBERSHIP|16|T|729829
290163|2101|Special Retired Affiliated|11|F|737932
290164|2101|Active Member|341|T|737932
290165|2101|Retiree Member|164|T|737932
289752|2101|ACTIVE|12304|T|737206
289753|2102|Agency Fee Payers|0|F|737206
282912|2102|Agency Fee Payers|0|F|725927
282842|2101|GENERAL MEMBERS|1800|T|725832
280290|2101|A Members|316|T|723397
280291|2101|BA Members|16|T|723397
280292|2102|Agency Fee Payers|0|F|723397
278932|2101|Apprentice|180|T|722272
278933|2101|Industrial|270|T|722272
278934|2101|Regular|801|T|722272
278935|2101|Life|120|T|722272
278936|2102|Agency Fee Payers|0|F|722272
276564|2101|Regular Members|858|T|719564
281459|2101|Regular Members|12948|T|724413
281460|2102|Agency Fee Payers|1144|F|724413
284784|2101|Dues Paying Members|419|T|730532
273678|2101|Active Members|13819|T|710886
273679|2102|Agency Fee Payers|153|F|710886
283637|2101|ACTIVE FULL TIME MEMBERS|9223|T|728069
283638|2101|ACTIVE PART TIME MEMBERS|3248|T|728069
283639|2102|Agency Fee Payers|0|F|728069
275503|2101|Regular members|691|T|716839
275504|2102|Agency Fee Payers|0|F|716839
280346|2101|A Members|3|T|723469
280347|2101|BA Members|1344|T|723469
279141|2101|Clerical Members (active, dues-paying)|10|T|722442
279142|2101|Operations and Mechanical members (active, dues-paying)|697|T|722442
279408|2101|Regular Members|43446|T|722704
279409|2102|Agency Fee Payers|0|F|722704
290013|2101|FULL TIME|10679|T|737747
290014|2101|PART TIME|584|T|737747
290015|2101|RETIREE|1520|F|737747
290016|2101|ASSOCIATE|15|F|737747
290017|2102|Agency Fee Payers|548|F|737747
274782|2101|TYPE BA MEMBERS|563|T|713094
274783|2101|TYPE A MEMBERS|75|T|713094
274784|2102|Agency Fee Payers|5|F|713094
274740|2101|GENERAL MEMBERSHIP|2790|T|713065
274043|2101|Active members with all rights|503|T|711559
274044|2101|Members on LTD|8|F|711559
274045|2101|Members not sworn in|16|F|711559
274378|2101|GENERAL MEMBERSHIP|299|T|712384
274446|2101|Full Dues Paying Members|820|T|712618
274447|2102|Agency Fee Payers|0|F|712618
285301|2101|Active|13378|T|732716
285302|2101|Apprentice|431|F|732716
285303|2101|Executive Inactive|20|F|732716
285304|2101|Inactive|533|F|732716
285305|2102|Agency Fee Payers|40|F|732716
274709|2101|REGULAR MEMBERS|1705|T|713032
274710|2101|RETIRED MEMBERS|2|T|713032
274711|2102|Agency Fee Payers|8|F|713032
275231|2101|Active Members|309|T|715558
281491|2101|Regular Members|464|T|724460
281492|2102|Agency Fee Payers|0|F|724460
279213|2101|A MEMBER|474|T|722521
279214|2101|BA MEMBER|8|T|722521
279215|2102|Agency Fee Payers|0|F|722521
270740|2101|JOURNEYMEN MEMBERS|244|T|709370
270741|2101|APPRENTICE MEMBERS|31|T|709370
270742|2101|RETIREE MEMBERS|55|T|709370
270743|2101|LIFE MEMBERS|40|T|709370
270744|2102|Agency Fee Payers|0|F|709370
279746|2101|Active|81|T|723013
275709|2101|Regular Member|26059|T|717383
275710|2102|Agency Fee Payers|0|F|717383
270793|2101|JOURNEYMAN|876|T|709411
270794|2101|APPRENTICE|185|T|709411
270795|2101|RETIRED MEMBER|100|T|709411
270796|2101|EARLY RETIREE AND DISABLED|105|T|709411
270797|2101|HONORARY MEMBER|98|T|709411
270798|2101|CONTRACTOR|2|F|709411
270799|2102|Agency Fee Payers|0|F|709411
276104|2101|OFFICERS|7|T|718584
276105|2101|STEWARDS|50|T|718584
276106|2101|ACTIVE MEMBERS|3579|T|718584
280906|2101|Regular Full Paid Members|356|T|723839
280907|2102|Agency Fee Payers|0|F|723839
284839|2101|LOCAL UNIONS IN MICHIGAN|123904|T|730603
284840|2102|Agency Fee Payers|0|F|730603
269662|2101|ACTIVE MEMBER|2009|T|706292
269663|2101|RETIRED MEMBER|10|F|706292
269664|2101|UNEMPLOYED MEMBER|0|F|706292
269665|2101|LIFE MEMBER|484|F|706292
269666|2101|OFFICIAL MEMBER|120|F|706292
274130|2101|ACTIVE MEMBERS|4300|T|711888
275041|2101|A|44|T|713649
275042|2101|BA|885|T|713649
275043|2102|Agency Fee Payers|0|F|713649
275015|2101|GENERAL MEMBERSHIP|662|T|713426
282905|2101|Regular members|539|T|725917
282906|2101|Retired members|26|T|725917
275451|2101|JOURNEYMAN|1685|T|716716
275452|2101|APPRENTICES|653|T|716716
275453|2101|RETIREES|204|F|716716
275454|2101|ARREARS MEMBERS|105|F|716716
275455|2102|Agency Fee Payers|0|F|716716
274842|2101|State Employed Members|900|T|713173
274843|2101|County Employed Members|1900|T|713173
274844|2101|Private Practice Members|100|T|713173
274845|2102|Agency Fee Payers|10|F|713173
281545|2101|Regular members|307|T|724691
281546|2101|Adjunct members|765|T|724691
281547|2101|Conscientious objectors|5|T|724691
281548|2101|Full-time still to sign union card|25|T|724691
274832|2101|FULL DUES PAYING MEMBERS|2450|T|713160
274833|2102|Agency Fee Payers|0|F|713160
271058|2101|Journeyman|447|T|709616
271059|2101|Apprentices|111|F|709616
271060|2101|Retirees|344|T|709616
269384|2101|ACTIVE MEMBER|998|T|705279
269385|2101|RETIRED MEMBER|0|F|705279
269386|2101|UNEMPLOYED MEMBER|0|F|705279
269387|2101|LIFE MEMBER|133|F|705279
269388|2101|OFFICIAL MEMBER|62|F|705279
285058|2101|Union Representatives|397|T|732055
285059|2101|Office Clerical|168|T|732055
285060|2102|Agency Fee Payers|0|F|732055
278731|2101|ACTIVE MEMBERS|50|T|722109
278732|2101|RETIRED MEMBERS|18|F|722109
278733|2101|PROBATIONARY MEMBERS|4|F|722109
284198|2101|The Goodyear Tire and Rubber Company Employees|1840|T|729323
284199|2101|Diversified/Riteway Corp.|70|T|729323
284200|2102|Agency Fee Payers|0|F|729323
276244|2101|FULL DUES PAYING MEMBERS HAVE FULL VOTING RIGHTS|369|T|718955
273487|2101|Active Members|3845|T|710764
279046|2101|Members|1721|T|722357
279047|2102|Agency Fee Payers|1|F|722357
282940|2101|FULL DUES PAYING MEMBERS HAVE FULL VOTING RIGHTS|560|T|725957
285062|2101|Regular Members|1200|T|732090
285063|2102|Agency Fee Payers|5|F|732090
285444|2101|Regular Members|470|T|733235
285445|2102|Agency Fee Payers|0|F|733235
280161|2101|Regular Members|803|T|723340
274896|2101|Active Members|617|T|713218
282213|2101|ACTIVE MEMBERS|9944|T|725250
282172|2101|Active|1181|T|725210
282173|2101|Retiree|24|T|725210
274277|2101|IN-SERVICE|420609|T|712123
274278|2101|RETIREES|232598|T|712123
274279|2101|AT-LARGE|7308|F|712123
274280|2101|SPECIAL CONSTITUENCY GROUPS|3166|F|712123
274281|2102|Agency Fee Payers|1145|F|712123
274903|2101|Members of Affiliated Unions|8515|F|713226
274904|2102|Agency Fee Payers|0|F|713226
275266|2101|Union Members|620|T|715705
275267|2101|Retirees|271|T|715705
275268|2101|Associates|30|F|715705
275269|2102|Agency Fee Payers|0|F|715705
279337|2101|A|201|T|722615
279338|2101|BA|1036|T|722615
279339|2101|Working Dues Members|14|F|722615
279340|2102|Agency Fee Payers|0|F|722615
274961|2101|Wire Technician|291|T|713332
274962|2101|Sales Consultant|232|T|713332
274963|2101|Engineering Assistant|7|T|713332
274964|2101|Outside Plant Technician|60|T|713332
274965|2101|Services Technician|121|T|713332
274966|2101|Systems Technician|2|T|713332
274967|2101|Material Service Coordinator|2|T|713332
274968|2101|Field Service Technician|8|T|713332
274969|2101|Electronic Technician|30|T|713332
274970|2101|Facility Technician|140|T|713332
274971|2101|Digital Technician|57|T|713332
274972|2101|Office Assistant|22|T|713332
274973|2101|System Specialist Tech|6|T|713332
274974|2101|Sales Associate|140|T|713332
274975|2101|Machine Operator|5|T|713332
274976|2101|Customer Service Rep I|130|T|713332
274977|2101|Retail Sales Consultant|110|T|713332
274978|2101|Sales Support Specialist|13|T|713332
274979|2101|Customer Support Specialist|2|T|713332
274980|2101|DEX-YP|4|T|713332
277446|2101|Active Members|378|T|720725
273090|2101|Regular members|52883|T|710608
273091|2102|Agency Fee Payers|582|F|710608
280145|2101|Active Members|4688|T|723332
280146|2102|Agency Fee Payers|0|F|723332
282276|2101|Regular Members|715|T|725305
276627|2101|BA MEMBERS|314|T|719657
276628|2101|A MEMBERS|8|T|719657
290249|2101|Regular members|7372|T|738061
290250|2101|Financial Core Workers|218|F|738061
290251|2101|Fee payers|1300|F|738061
279707|2101|Active Members|2155|T|722945
279708|2101|Permit Fee Payers|446|F|722945
279709|2102|Agency Fee Payers|14|F|722945
283111|2101|REGULAR MEMBERS|904|T|726231
276964|2101|Roofers Local Union 70 Members in Good Standing|327|T|720175
276965|2101|Superannuated|26|T|720175
276966|2101|Removed From Rolls|11|F|720175
276967|2102|Agency Fee Payers|0|F|720175
278427|2101|REGULAR MEMBERS|3005|T|721785
278428|2101|RETIRED MEMBERS|27|F|721785
272249|2101|BA|282|T|710264
283029|2101|Career Employees|643|T|726107
283030|2101|PSE|71|T|726107
281497|2101|ACTIVE CAREER EMPLOYEES|1129|T|724496
281498|2101|POSTAL SUPPORT EMPLOYEES|116|T|724496
281499|2101|RETIRED, FULL DUES PAYING MEMBERS|5|T|724496
281500|2102|Agency Fee Payers|0|F|724496
286551|2101|CAREER EMPLOYEE MEMBERSHIP (REGULAR)|1286|T|735371
286552|2101|NON-CAREER MEMBERSHIP (PSE)|127|T|735371
286553|2102|Agency Fee Payers|0|F|735371
282698|2101|REGULAR CAREER EMPLOYEES|1089|T|725634
282699|2101|PSE OR POSTAL SUPPORT EMPLOYEE MEMBERS|111|T|725634
282700|2101|HONORARY MEMBERS|5|T|725634
282701|2101|RETIRED MEMBERS|244|T|725634
282702|2102|Agency Fee Payers|0|F|725634
275139|2101|REGULAR MEMBERSHIP PAYS FULL DUES|594|T|714678
275140|2101|POSTAL SUPPORT EMPLOYEES PAY REDUCED DUES|85|T|714678
279070|2101|ACTIVE|1220|T|722381
282948|2101|Full-Time, Part-Time, Career employees|967|T|725983
282949|2101|PSE, non-career employees|73|T|725983
282950|2101|EAS non APWU craft employees|2|F|725983
284306|2101|REGULAR MEMBERS|630|T|729616
284307|2101|PSE MEMBERS|66|T|729616
284168|2101|USPS Employees|641|T|729261
284169|2101|Salmon Company Truck Drivers|54|T|729261
282071|2101|ALL FULL DUES PAYING MEMBERS - 1,755 TOTAL VOTING MEMBERS|1755|T|725108
284162|2101|ALL FULL DUES PAYING MEMBERS - 1,442 TOTAL VOTING MEMBERS|1442|F|729250
281506|2101|ACTIVE DUES PAYING MEMBERS|1016|T|724532
281507|2101|ACTIVE NON-DUES PAYING MEMBERS|32|T|724532
281508|2101|ACTIVE REDUCED DUES PAYING MEMBERS|106|T|724532
281509|2101|RETIREE FULL DUES PAYING MEMBERS|5|T|724532
281510|2101|RETIREE REDUCED DUES PAYING MEMBERS|303|T|724532
281511|2101|RETIREE NON-DUES PAYING MEMBERS|6|T|724532
283592|2101|ALL FULL DUE PAYING MEMBERS - 780 VOTING MEMBERS|780|T|727883
275880|2101|REGULAR MEMBERS|1215|T|717911
275881|2102|Agency Fee Payers|0|F|717911
281851|2101|FULL TIME MEMBERS|1440|T|724921
281852|2101|CASH DUES PAY MEMBERS|10|T|724921
281853|2101|NON CAREER MEMBERS|128|T|724921
281854|2101|RETIREE MEMBERS PAYING REDUCE DUES|493|F|724921
278359|2101|CLERK CRAFT|263|T|721709
278360|2101|MAINTENANCE CRAFT|126|T|721709
278361|2101|MOTOR VEHICLE CRAFT|58|T|721709
278362|2101|POSTAL SUPPORT EMPLOYEES|43|T|721709
283629|2101|ACTIVE|734|T|728058
276940|2101|REGULAR MEMBERS|764|T|720143
276941|2101|PSE EMPLOYEES|54|T|720143
279820|2101|Members|1999|T|723075
283424|2101|REGULAR MEMBERS CAREER|731|T|727411
283425|2101|REGULAR MEMBERS PSE|80|T|727411
279721|2101|ALL FULL DUE PAYING MEMBERS - 761 VOTING MEMBERS|761|T|722955
281141|2101|Active and PSE Members|1127|T|723984
281142|2101|Cash Pays|11|T|723984
281143|2101|Others (Managers & Supervisors)|10|F|723984
269646|2101|CAREER EMPLOYEES|938|T|706252
269647|2101|POSTAL SUPPORT EMPLOYEES|146|T|706252
269648|2101|RETIREES|397|F|706252
269649|2102|Agency Fee Payers|0|F|706252
284421|2101|Full paying members|10|T|729959
284422|2101|PSE paying members|4|T|729959
284423|2102|Agency Fee Payers|14|F|729959
276200|2101|Dues Pay Members|867|T|718829
276201|2102|Agency Fee Payers|0|F|718829
277152|2101|ACTIVE MEMBERS|546|T|720442
277153|2102|Agency Fee Payers|0|F|720442
283593|2101|REGULAR MEMBER|774|T|727894
283594|2102|Agency Fee Payers|0|F|727894
282951|2101|ACTIVE MEMBERS|1327|T|725988
282952|2101|RETIREE|548|T|725988
282953|2101|MANAGEMENT MEMBERS|7|F|725988
282954|2101|lLIFETIME MEMBERS|34|T|725988
281175|2101|RETIREE|394|T|724012
281174|2101|ACTIVE MEMBERS|836|T|724012
281176|2101|LIFETIME MEMBERS|64|T|724012
284291|2101|Regular Members|345|T|729559
281405|2101|Active|666|T|724320
281406|2101|Retired|224|T|724320
281407|2101|Life|20|T|724320
281408|2102|Agency Fee Payers|0|F|724320
277380|2101|Active Members|622|T|720660
277381|2101|Retired Members paying $24.00 per year|220|T|720660
277382|2101|Retired Members over 50 years|52|T|720660
282026|2101|GENERAL MEMBERSHIP - FULL VOTING RIGHTS|1283|T|725078
282027|2101|RETIREE - GOLD-DIRECT|50|T|725078
282028|2101|RETIREE|403|T|725078
281139|2101|ACTIVE MEMBERS|1571|T|723981
281140|2101|RETIRED MEMBERS|606|T|723981
282910|2101|Regular member|730|T|725925
282911|2101|Retired member|158|T|725925
280888|2101|ACTIVE DUES PAYING MEMBERS|1847|T|723824
280889|2101|ACTIVE NON-DUES PAYING MEMBERS|57|T|723824
280890|2101|RETIREE DUES PAYING MEMBERS|516|T|723824
280891|2101|RETIREE NON-DUES PAYING MEMBERS|94|T|723824
277172|2101|REGULAR|857|T|720456
269679|2101|ACTIVE MEMBER|1519|T|706300
269680|2101|RETIRED MEMBERS|478|T|706300
269681|2101|LIFE MEMBERS|83|T|706300
270684|2101|REGULAR MEMBERS|637|T|709294
270685|2101|RETIRED MEMBERS|140|T|709294
277390|2101|Active|900|F|720689
271107|2101|REGULAR MEMBERS|3311|T|709649
271108|2101|RETIRED MEMBERS|800|T|709649
276961|2101|ACTIVE MEMBERS|647|T|720168
276962|2101|INACTIVE MEMBERS|267|T|720168
280265|2101|ACTIVE MEMBERS|556|T|723380
280266|2101|RETIRED MEMBERS|253|T|723380
280267|2101|ASSOCIATE MEMBERS|21|F|723380
272273|2101|Members - Regular|2050|T|710275
272274|2101|Members - Apprentice|510|T|710275
272275|2101|Members - Retired|450|T|710275
280114|2101|Active members|1462|T|723305
280115|2101|Retired members|478|T|723305
280116|2101|Life members|190|T|723305
280117|2101|Retired members-direct pays|12|T|723305
280118|2101|Military service members|3|T|723305
279645|2101|Regular Members|857|T|722884
279646|2101|Retired Members|365|T|722884
279647|2101|Life Members|77|T|722884
281315|2101|Active|1193|T|724177
281316|2101|Retired|625|T|724177
281317|2101|Life|166|T|724177
281318|2102|Agency Fee Payers|0|F|724177
282104|2101|Active|2215|T|725152
282105|2101|Retirees|525|T|725152
282106|2101|Associates|0|T|725152
284078|2101|Active Members|735|T|729084
284079|2101|Retired Members|225|T|729084
276107|2101|Active Letter Carriers|762|T|718585
276108|2101|Retired Letter Carriers|304|T|718585
276109|2102|Agency Fee Payers|0|F|718585
280332|2101|Active Members|1024|T|723449
280333|2101|Associate Members|85|T|723449
280334|2101|Retired members|320|T|723449
280335|2101|Lifetime members|40|T|723449
280336|2102|Agency Fee Payers|86|F|723449
276509|2101|ACTIVES|1547|T|719459
276510|2101|RETIREES|631|T|719459
276511|2102|Agency Fee Payers|0|F|719459
284068|2101|Active|2085|T|729038
284069|2101|Retired|949|T|729038
284070|2101|Gold Card Members|289|F|729038
284071|2102|Agency Fee Payers|0|F|729038
281757|2101|ACTIVE MEMBERS|886|T|724865
281758|2101|RETIRED MEMBERS|432|T|724865
281759|2101|GOLD CARD MEMBERS|19|T|724865
281760|2102|Agency Fee Payers|0|F|724865
279740|2101|Active members|839|T|722997
279741|2101|retired members|217|T|722997
279742|2101|lifetime members|65|T|722997
282894|2101|Retired Members|1580|T|725895
282893|2101|Active Members|3799|T|725895
282895|2101|Life Members|53|T|725895
283871|2101|Active Letter Carriers|820|T|728598
283872|2101|Retired Letter Carriers|573|T|728598
283112|2101|ACTIVE MEMBERS|1016|T|726248
283113|2101|RETIRED MEMBERS|407|T|726248
279896|2101|Active Members|719|T|723145
279897|2101|Retirees|409|T|723145
289237|2101|Active|1721|T|736609
289238|2101|Retired|454|T|736609
289239|2101|Associate|36|T|736609
289240|2101|Life Members - Gold Card|80|T|736609
283262|2101|Regular Membership|1129|T|726745
283263|2101|Retirees Membership|382|T|726745
280942|2101|Active Letter Carriers|836|T|723869
280943|2101|Retired Letter Carriers|266|T|723869
282634|2101|ACTIVE|951|T|725561
282635|2101|RETIRED|374|T|725561
276725|2101|ACTIVE MEMBERS|1739|T|719808
276726|2101|RETIRED MEMBERS|633|T|719808
276727|2101|RETIRED-LIFE MEMBERS|226|T|719808
277287|2101|Regular members|1506|T|720585
280830|2101|Active Members|3722|T|723789
280831|2101|Retirees|1724|T|723789
280052|2101|Active Members|637|T|723267
280053|2101|Retired Members|312|T|723267
284741|2101|Active member|1570|T|730482
284742|2101|Retired member|416|T|730482
275300|2101|Regular|994|T|716017
275301|2101|Retiree|347|T|716017
275302|2101|Life Member|103|T|716017
275303|2102|Agency Fee Payers|0|F|716017
278514|2101|Active Members|829|T|721853
278515|2101|Retirees|512|T|721853
278516|2101|Life Members|114|T|721853
269738|2101|ACTIVE MEMBERS       FULL DUES|521|T|706351
269739|2101|RETIREES                     NOT FULL DUES|239|T|706351
269740|2101|LIFE MEMBERS            NO DUES|36|T|706351
269741|2102|Agency Fee Payers|0|F|706351
277857|2101|Active members|605|T|721111
277858|2101|Retired members|253|T|721111
277859|2101|Lifetime members|97|T|721111
277891|2101|Active members|3772|T|721169
277892|2101|Retired members - $24 per year|1223|T|721169
277893|2101|Retired associate members - $36 per year|26|F|721169
277894|2101|Life members|350|T|721169
279843|2101|ACTIVE MEMBERS|674|T|723092
279844|2101|RETIRED MEMBERS|181|T|723092
279845|2101|ASSOCIATE MEMBERS|94|F|723092
279939|2101|ACTIVE MEMBERS PAY FULL DUES|1055|T|723187
279940|2101|RETIREES PAY REDUCED DUES|289|T|723187
279941|2102|Agency Fee Payers|0|F|723187
277022|2101|REGULAR MEMBERS|1211|F|720277
277023|2101|RETIRED MEMBERS|482|F|720277
277024|2101|LIFE MEMBERS|120|F|720277
277025|2102|Agency Fee Payers|0|F|720277
284729|2101|ACTIVE MEMBERS|597|T|730472
284730|2101|RETIRED|339|T|730472
281673|2101|Regular Membership - Full Dues|668|T|724786
279416|2101|Active|572|T|722711
279417|2101|Retired|181|T|722711
279418|2102|Agency Fee Payers|0|F|722711
279300|2102|Agency Fee Payers|472|F|722576
279297|2101|ACTIVE MEMBERS|1794|T|722576
279298|2101|RETIRED MEMBERS|442|T|722576
279299|2101|LIFE MEMBERS|172|T|722576
277020|2101|ACTIVE|1155|T|720269
277021|2101|RETIRED|544|T|720269
284500|2101|ACTIVE MEMBERS|664|T|730100
284501|2101|RETIRED MEMBERS|360|T|730100
284648|2101|ACTIVE MEMBERS|842|T|730311
284649|2101|RETIRED MEMBERS|276|T|730311
284650|2102|Agency Fee Payers|0|F|730311
281030|2101|LIFE MEMBERS|172|T|723913
281031|2101|RETIREE MEMBER|391|T|723913
281032|2101|ACTIVE MEMBERS|1079|T|723913
279586|2101|Active Members|1851|T|722841
279587|2101|Retired Members|728|F|722841
279588|2101|Life Members|423|F|722841
276177|2101|Active Members of Union  Fully participating members|739|T|718743
276178|2101|Retired Members  Former active members now retired|305|F|718743
281806|2101|REGULAR ACTIVE MEMBERSHIPS|880|T|724884
281807|2101|RETIRED MEMBERS|280|T|724884
281808|2101|GOLD MEMBERS (LIFETIME MEMBERS)|40|T|724884
281809|2101|ASSOCIATE MEMBERS FOR NALC INSURANCE|208|F|724884
286780|2101|ACTIVE MEMBERS|973|T|735486
286781|2101|RETIRED MEMBERS|438|T|735486
286782|2101|ASSOCIATE MEMBERS|280|F|735486
286783|2102|Agency Fee Payers|0|F|735486
275148|2101|Regular Members|809|T|714744
276898|2101|Active|1206|T|720017
276899|2101|Retirees|647|T|720017
279702|2101|MEMBERS PAYING FULL DUES|550|T|722941
279703|2101|RETIREES PAYING $24.00 ANNUALLY|275|T|722941
279704|2102|Agency Fee Payers|0|F|722941
278156|2101|ACTIVE LETTER CARRIERS|658|T|721313
278157|2101|RETIRED LETTER CARRIERS|384|T|721313
278158|2102|Agency Fee Payers|1036|F|721313
283053|2101|Active Members|646|T|726131
283054|2101|Retirees|292|T|726131
283055|2101|Insurance Only Members|39|F|726131
282887|2101|Regular Voting Members with Full Voting Rights|669|T|725883
282888|2102|Agency Fee Payers|0|F|725883
275170|2101|ACTIVE MEMBERS|957|T|714859
275171|2101|RETIRED MEMBERS|223|T|714859
275172|2101|RETIRED|138|T|714859
275720|2101|ACTIVE|3917|T|717421
275721|2101|RETIRED MEMBERS|1008|T|717421
279087|2101|POSTAL MEMBERS|754|T|722393
279088|2101|RETIRED MEMBERS|198|T|722393
279089|2101|SUPERVISOR MEMBERS|18|F|722393
279090|2101|NON-POSTAL MEMBERS|162|F|722393
282994|2101|Regular Active|888|T|726052
282995|2101|Regular Retired|385|T|726052
282996|2101|50 Year Life|51|T|726052
282997|2101|60 Year Life|14|T|726052
282998|2101|Associate Active|36|F|726052
276273|2101|ACTIVE|1333|T|719043
276274|2101|RETIREE|519|T|719043
276275|2101|LIFE|73|T|719043
275729|2101|Active|765|T|717470
275730|2101|Retired|428|T|717470
275314|2101|ACTIVE|473|T|716164
275315|2101|RETIRED|229|T|716164
275316|2101|50+ YEAR LIFETIME MEMBERS|86|T|716164
282338|2101|REGULAR MEMBERS|3638|T|725353
282339|2101|RETIRED MEMBERS|635|T|725353
282340|2101|LIFETIME MEMBERS|489|T|725353
282341|2101|MILITARY MEMBERS|3|T|725353
282342|2102|Agency Fee Payers|0|F|725353
