OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
111750||1819 NEWPORT ROAD WILMINGTON, DE. 19808|178004|60225|178004|164997|725957
111478||CAR|24776|0|5500|5500|725250
111479||INVESTMENTS|88437|88437|90600|90600|725250
108734||AUTOMOBILES|1005876|371963|302527|302527|712123
108737||MUTUAL FUNDS|1955474|1955474|2165553|2165553|712123
108736||CORPORATE BONDS|4746759|4746759|4706752|4706752|712123
108735||US GOVERNMENT AND GOVERNMENT AGENCIES|2062055|2062055|1913590|1913590|712123
108354||US Government securities|1443367|1425449|1425449|1425449|710608
108358||Land and Blgd. 116 Blvd of Allies, Pgh., PA|1052764|479547|585014|585014|710608
108357||Common stock|296955|337119|337119|337119|710608
108356||Registered Investment Companies|2357485|2432996|2432996|2432996|710608
108355||Corporate and mumnicipal obligations|653779|644595|644595|644595|710608
111780||2201 W 52ND STREET, DENVER, COLORADO 80221|152164|50000|1050000|1050000|726231
108993||0|0|0|0|0|714678
110273||1411.83 SH AMERN US GOVT SECS FUND CL A|20197|19751|19751|19751|722381
110277||259.98 SH INVESTMENT CO OF AMERICA|10295|9835|9835|9835|722381
110276||1352 SH INTER BOND FD OF AMERICA|18717|18360|18360|18360|722381
110275||414.71 SH GROWTH FUND OF AMERICA|19150|21224|21224|21224|722381
110274||2032.48 SH BOND FUND OF AMERICA|26520|26941|26941|26941|722381
111417||SALE OF MUTUIAL FUNDS IN 2019|91595|91595|91595|91595|725108
111331||NONE|0|0|0|0|724921
107048||NONE|0|0|0|0|706252
109540||STOCK AND BOND FUNDS|10419|10419|10000|10000|720442
109597||NA|0|0|0|0|720660
111131||Computers and software|5449|0|0|0|724177
111139||Heating system|6965|0|0|0|724177
111138||Leasehold improvements|979|0|0|0|724177
111137||Copy machine|4885|0|0|0|724177
111136||Computer equipment|500|0|0|0|724177
111135||Various equipment|5791|0|0|0|724177
111134||Wood hutch|583|0|0|0|724177
111133||Furniture|5045|0|0|0|724177
111132||Security equipment|699|0|0|0|724177
112070||N/A|0|0|0|0|729038
111710||Ally Bank Miduale UT|70000|70000|70000|70000|725895
111713||Synchrony Draper UT|200000|200000|200000|200000|725895
111712||Discover Bank Greenwood DE|190000|190000|190000|190000|725895
111711||Synchrony Bank|45000|45000|45000|45000|725895
111848||125 Grayson St.  San Antonio, TX 78212|148461|148461|1550000|1439113|726745
109378||TCW FDS INC TOTAL RETURN BD FD CL 1|326|326|326|326|719808
109946||Franklin US Gov't Securities Fund Class A |2822|2822|2435|2435|721853
109949||Franklin Floating Rate Daily Access Fund Class A|3233|3233|2654|2654|721853
109948||Templeton Global Bond Fund Class A|2419|2419|2390|2390|721853
109947||Franklin Strategic Income Fund Class A|2311|2311|2521|2521|721853
109749||Wells Fargo - annuity distribution|55125|55125|55125|55125|721169
112217||N/A|0|0|0|0|730311
109243||None|0|0|0|0|718743
107581||N/A|0|0|0|0|709051
107734||10 x 16 Portable storage building - junked|2745|182|0|0|709664
107735||HP Pavilion computer - junked|2413|0|0|0|709664
110299||Sale of 2012 Chevrolet Malibu|19509|19509|2000|2000|722453
109693||Sale of various mutual funds|260093|360852|360852|360852|720919
109695||Sale of 2016 Chevrolet Equinox|29697|7177|7000|7000|720919
109694||Sale of various common stocks|252860|255151|255151|255151|720919
107804||none|0|0|0|0|709807
111370||NONE|0|0|0|0|725059
110032||NONE|0|0|0|0|722160
111277||NONE|0|0|0|0|724795
109935||Wells Fargo Advisors - General Fund|267836|267836|657428|657428|721841
109939||ARC Trust V|44719|44719|10971|10971|721841
109938||Cole Credit Property Trust IV - Legal Fund|1463|1463|1463|1463|721841
109937||Well Fargo Advisors - Legal Fund|856829|856829|612549|612549|721841
109936||Cole Credit Property Trust IV - General Fund|7156|7156|7156|7156|721841
108743||Building, 36 Wine Street Hampton, VA 23669|160044|15668|150000|140856|712145
111653||Common Trust Fund Wellington|3529|3529|3755|3755|725596
108866||NTEU EQUITIES|419655|419655|406406|406406|713074
110593||VANGUARD STSE DEVELOPED MARKETS|95552|95552|110164|14612|723257
108541||Scrapped office equipment|25187|522|0|0|710935
111182||N/A|0|0|0|0|724426
108650||n/a|0|0|0|0|711634
107032||HP ENVY 17.3 LAPTOP|1629|1330|350|350|706100
112057||N/A|0|0|0|0|729029
112068||N/A|0|0|0|0|729029
112067||N/A|0|0|0|0|729029
112066||N/A|0|0|0|0|729029
112065||N/A|0|0|0|0|729029
112064||N/A|0|0|0|0|729029
112063||N/A|0|0|0|0|729029
112062||N/A|0|0|0|0|729029
112061||N/A|0|0|0|0|729029
112060||N/A|0|0|0|0|729029
112059||N/A|0|0|0|0|729029
112058||N/A|0|0|0|0|729029
109725||NONE|0|0|0|0|721031
111371||MUTUAL FUNDS|700575|700575|657056|657056|725064
112036||NONE|0|0|0|0|728852
108972||0|0|0|0|0|713894
108983||0|0|0|0|0|713894
108982||0|0|0|0|0|713894
108981||0|0|0|0|0|713894
108980||0|0|0|0|0|713894
108979||0|0|0|0|0|713894
108978||0|0|0|0|0|713894
108977||0|0|0|0|0|713894
108976||0|0|0|0|0|713894
108975||0|0|0|0|0|713894
108974||0|0|0|0|0|713894
108973||0|0|0|0|0|713894
107047||0|0|0|0|0|706245
108724||Computer Equipment|1230|0|0|0|712100
111342||U S TREASURY SECURITIES|260790|260790|261808|261808|724975
111343||CORPORATE BONDS AND NOTES|275863|275863|276881|276881|724975
108599||BONDS|489|489|489|489|711376
111720||MARKETABLE SECURITIES|542816|552742|552742|552742|725928
112262||SEI Investment Account|1489182|1489182|1489182|1489182|730469
112263||Apple Bank CD|252945|252945|252945|252945|730469
110763||1104 Hull Street, Baltimore MD, 21230|68066|0|354898|354898|723604
111174||RAYMOND JAMES MUTUAL FUNDS|45993|45993|52380|52380|724378
110425||Sale of Investments|758783|758783|749075|749075|722869
108256||INVESTMENTS|8498|8498|8923|8923|710525
111845||Corporate Bonds|3298228|3200711|3200711|3200711|726684
111846||208 Miller Ave, So San Francisco, CA 94080|1130297|356100|6000000|5988675|726684
111194||Post Road Roof|7264|3836|3428|3428|724707
111195||2013 Chevy Malibu|17296|16175|750|750|724707
111130||No Activity|0|0|0|0|724176
107846||CASH/MONEY FUND|364368|364368|364368|364368|709885
107847||STOCKS|322755|322755|339105|339105|709885
110281||OFFICE FURNITURE AND EQUIPMENT|10345|0|0|0|722390
109523||MARKETABLE SECURITIES|25580|25580|26140|26140|720362
109215||NONE|0|0|0|0|718323
111192||Mutual Funds|860264|879009|879009|879009|724695
108444||Computer equipment reimb|80|80|80|80|710699
108443||US Treasury & agency securities|997282|997282|997282|997282|710699
108446||Abandoned property|2440569|34095|0|0|710699
108445||Leasehold paid by affiliates|85517|85517|0|0|710699
109372||FRANKLIN ADJ US GOVT SEC C|61499|56865|56865|56865|719741
109373||FRANKLIN ADJ US GOVT SEC A|53883|49818|49818|49818|719741
111473||NONE|0|0|0|0|725211
110263||US TREAS, STOCKS, CORP. BONDS, MF, & MNY FD|3226989|3327804|3327804|3327804|722361
110264||OFFICE FURNITURE & EQUIPMENT|18904|0|0|0|722361
110426||Automobiles|60122|13026|21000|21000|722872
110427||Furniture & Fixtures|20303|2719|0|0|722872
107506||Franklin U.S. Government|11182|9837|9837|9837|708173
107511||Templeton Global Bond Fund |20986|19129|19129|19129|708173
107510||Franklin Mutual Global Discovery|0|0|0|0|708173
107509||Franklin High-Yield Tax-Free Income|15901|15829|15829|15829|708173
107508||Franklin High Income Fund |4104|3751|3751|3751|708173
107507||Franklin Federal Tax Free Income Fund|18169|17914|17914|17914|708173
109310||1751.804 sh JP Morgan Strategic|20014|20014|20008|20008|719227
109312||2016 Chevrolet Equinox|33197|5810|8000|8000|719227
109311||3893.641 sh Lord Abbett Short Duration Fund|17035|17035|15574|15574|719227
108653||MUTUAL FUNDS|224546|224904|224904|224904|711659
109600||Building improvements - abandoned (see stmt 69)|18674|0|0|0|720697
109601||Furniture & equipment - abandoned (see stmt 69)|66374|0|0|0|720697
106883||1998 GMC|1500|1500|1500|1500|703315
112308||SALE OF INVESTMENTS|1148136|1148136|1148136|1148136|731534
112165||FURNITURE AND FIXTURES|82735|12782|0|0|730101
111719||6139 Chillum Place, NE Washington DC|422745|125152|1162000|1057998|725920
108451||U.S. Treasuries |19183|19183|19183|19183|710706
110451||2012 FORD TAURUS|23290|0|3010|3010|722960
110454||COMPUTER EQUIPMENT|8671|0|0|0|722960
110453||2015 IMPALA|27440|4573|0|0|722960
110452||2013 CHRYSLER 300|35391|0|0|0|722960
107684||NET GAIN FROM SALE OF SECURITIES|0|0|217881|217881|709508
108703||549.860 shs Pace Gov. MM|548|548|550|550|711969
108708||14.867 shs JP Morgan Strategic|182|182|171|171|711969
108707||9.451 shs First Eagle Global|539|539|559|559|711969
108706||9.285 shs First Eagle Global|530|530|532|532|711969
108705||8.733 shs First Eagle Global|192|192|180|180|711969
108704||287.000 shs Pace Gov. MM|286|286|287|287|711969
111037||2015 Ford Taurus|35886|20934|11000|0|723934
111408||Mutual Funds|4196|4196|4259|4259|725089
111646||U.S. GOVERNMENT OBLIGATIONS|124843|125545|125098|125098|725572
111648||CORPORATE BONDS|102270|100084|100000|100000|725572
111647||U.S. GOVERNMENT AGENCIES|1506788|1500089|1498970|1498970|725572
108644||MUTUAL FUNDS|212887|209551|209551|209551|711584
108645||CLOSED END FUND|87836|83830|83830|83830|711584
109114||N/A|0|0|0|0|717133
108604||Automobile|38121|12707|12707|12707|711439
107601||Ford Taurus|12825|5558|3000|3000|709146
112095||INVESTMENTS|14847330|14847330|14442379|14442379|729326
112096||AUTOMOBILES|59280|0|16064|16064|729326
111546||Edward Jones Withdrawl|150000|150000|150000|150000|725370
107104||BANK DEPOSIT SWEEP PROGRAM|250000|250000|250000|250000|706704
107105||BANK DEPOSIT SWEEP PROGRAM|202757|202757|202757|202757|706704
111006||REDEMPTION OF CERTIFICATES OF DEPOSIT|615700|615700|615700|615700|723889
110787||1/5 LAND 1440 BELLEFONTAINE AVE. LIMA, OHIO |20073|20073|0|0|723652
110788||1/5 OWNERSHIP BUILDING  |80291|80291|0|0|723652
107418||STOCKS|6280|6280|7059|7059|707559
108738||UTILITY VAN|21830|0|2500|2500|712139
108740||FIDELITY|38815267|38894006|39376362|39376362|712139
108739||FIFTH THIRD |351450|347798|347803|347803|712139
112938||2014 Ford Fusion|24640|2464|6500|6500|735206
110510||Old/Obsolete Compter & Office Equipment|292078|276193|0|0|723113
108721||Stocks|264320|264320|276893|276893|712077
108722||Vehicles|31288|31288|20462|20462|712077
111987||Various fixed assets|20508|236|174|174|728282
111988||Various investments|19691592|19691592|19691418|19691418|728282
108229||COMPUTER EQUIPMENT|53388|0|3850|3850|710446
108230||US BANK (MUTUAL FUNDS)|1155939|1155939|1130000|1130000|710446
113919||Short-term investment funds|30005|30005|30005|30005|736866
113921||Municipal obligations|10000|10000|10000|10000|736866
113920||Corporate obligations|10000|10000|10000|10000|736866
108684||Baird Core Plus Bond Fund|5973|5973|6000|6000|711939
108696||Vanguard Total Bond Market Fund|5972|5972|6000|6000|711939
108695||Vanguard Global Equity Fund|4279|4279|7000|7000|711939
108694||Vanguard Global Equity Fund|132301|132301|225000|225000|711939
108693||Vanguard Global Equity Fund|52920|52920|90000|90000|711939
108692||Vanguard Total Stock Market Fund|4962|4962|10060|10060|711939
108691||Vanguard Total Stock Market Fund|68070|68070|138000|138000|711939
108690||Vanguard Total Stock Market Fund|31075|31075|63000|63000|711939
108689||Vanguard International Growth Fund|41413|41413|62000|62000|711939
108688||Prudential Fixed Income Fund|4603|4603|4835|4835|711939
108687||Prudential Fixed Income Fund|4548|4548|4622|4622|711939
108686||Prudential Fixed Income Fund|4582|4582|4566|4566|711939
108685||Prudential Fixed Income Fund|4549|4549|4476|4476|711939
109969||OFFICE FURNITURE AND EQUIPMENT|120231|0|0|0|721917
110592||Various Furniture and Equipment|96492|0|0|0|723242
108680||VICTORYSHARES US 500 ENHANCE|122668|122668|112597|112597|711933
108663||ALLIANZGI SHT DUR HIGH INC P|56050|56050|53198|53198|711933
108679||VANGUARD MIDCAP GROWTH ETF|20361|20361|27577|27577|711933
108678||VANGUARD MID CAP VALUE ETF|54105|54105|73378|73378|711933
108677||THORNBURG LIMITED-TRM INC INST|10607|10607|10599|10599|711933
108676||PIMCO SHORT TERM I2|66998|66998|67148|67148|711933
108675||PACER TRENDPILOT US LARGE CAP|116664|116664|112142|112142|711933
108674||OAKMARK INTERNATIONAL ADVISOR|135618|135618|117467|117467|711933
108673||MFS VALUE I|116857|116857|150998|150998|711933
108672||MFS TOTAL RETURN I|40221|40221|42894|42894|711933
108671||JPMORGAN VALUE ADVANTAGE I|70855|70855|83415|83415|711933
108670||JANUS HENDERSON INTL OPP I|57813|57813|65691|65691|711933
108669||INVESCO OPP DEVELOPING MKTS Y|88963|88963|91998|91998|711933
108668||HARTFORD MIDCAP I|67171|67171|70796|70796|711933
108667||FRANKLIN INTL GROWTH ADV|45986|45986|43629|43629|711933
108666||DIAMOND HILL LONG-SHORT I|38871|38871|41815|41815|711933
108665||CLEARBRIDGE LARGE CAP GWTH I|27561|27561|43279|43279|711933
108664||BNY MELLON SM/MD CAP GW I|67255|67255|70632|70632|711933
108683||INVESCO PREMIER TX EXEMPT INST|27415|27415|27415|27415|711933
108682||WISDOMTREE US MIDCAP DIV FND|71183|71183|68585|68585|711933
108681||VIRTUS NWFLT MLTSEC SHTM BD I|135668|135668|138533|138533|711933
110049||CORPORATE BONDS|287016|286968|286968|286968|722195
110055||2015 FORD TAURUS|18830|0|8000|8000|722195
110054||2014 FORD TAURUS|22291|0|6000|6000|722195
110053||2014 FORD TAURUS|20392|0|4000|4000|722195
110052||U.S. GOVERNMENT AGENCY|1523872|1524140|1524140|1524140|722195
110051||U.S. GOVERNMENT OBLIGATIONS|100680|100441|100441|100441|722195
110050||U.S. TREASURY BILLS|656222|656222|656222|656222|722195
111957||N/A|0|0|0|0|727779
108715||Sale of Investments|421169|399839|399839|399839|712049
111644||MARKETABLE SECURITIES|367460|367460|371801|371801|725566
109959||VARIOUS INVESTMENTS|557688|557688|554074|554074|721898
107717||BONDS & US TREASURIES|9161487|9141138|9141138|9141138|709651
108658||LAPTOP COMPUTER|1116|0|25|25|711800
112324||NPC ACCOUNT INVESTMENTS|394141|394141|404567|404567|731589
112325||FIDELITY ACCOUNT INVESTMENTS|35815|35815|36299|36299|731589
107063||MUTUAL FUNDS|14290|14486|14247|14247|706293
112252||Sale of Securities Common Stocks, Remics & Bonds|1469989|1469989|1434145|1434145|730456
112253||Capital Gain Distribution|1596|1596|1596|1596|730456
107540||Laptop|679|133|400|400|708534
111603||Vanguard Total Stock Markket Index Fund|2121|2501|2501|2501|725456
108035||EQUITIES|321186|321186|510409|510409|710233
108038||AUTOMOBILE|21310|16279|13428|13428|710233
108037||CORPORATE SECURITIES|186480|186480|191372|191372|710233
108036||MUTUAL FUNDS|201291|201291|199893|199893|710233
110870||COMMON STOCKS|355392|355392|389717|389717|723729
108834||FURNITURE |952|952|952|952|712942
110445||Vehicles|39722|13903|20000|20000|722929
108842||AIG GOVERNMENT MONEY MARKET FUND CLASS A|92980|92980|92980|92980|713000
108843||AIG STRATEGIC BOND FUND CLASS A|192961|192961|192961|192961|713000
114453||Sale of securities|207385|207780|207780|395|739357
108905||PARTNERSHIP|6711116|6711116|6711116|6711116|713189
108903||COMMON STOCK|3965503|3965503|4846570|4846570|713189
108904||CORPORATE BONDS|10069145|10069145|9556081|9556081|713189
108909||EQUIPMENT-Vehicles|91701|91701|38000|38000|713189
108908||TREASURY SECURITIES|40093120|40093120|40105915|40105915|713189
108907||MUTUAL FUNDS|1763042|1763042|1416155|1416155|713189
108906||FEDERAL AGENCIES|193853|193853|195160|195160|713189
108221||MUTUAL FUNDS AND EXCHANGE TRADED FUNDS|5114024|5114024|5195176|5195176|710434
108223||GOVERNMENT AGENCY OBLIGATIONS|19913|19913|20593|20593|710434
108222||CORPORATE BOND SECURITIES|1434803|1416884|1405644|1405644|710434
107064||213 SHAW ST, PASADENA TEXAS |334208|158751|42957|42957|706295
111032||chairs, & tables|2150|2150|575|575|723923
111036||Stack Chairs|1984|0|0|0|723923
111035||Tables|60|0|0|0|723923
111034||6 Office Chairs|1000|0|0|0|723923
111033||3 Broken Roasters |200|0|0|0|723923
109603||MS BANK CD|100000|100000|100000|100000|720701
109604||BANK OF CHINA CD|100000|100000|100000|100000|720701
108462||Ford Motor Co New - 500 Shares|5993|5993|4876|4876|710734
108461||Advansix Inc - 2 Shares|11|11|67|67|710734
108467||Garrett Motion Inc - .6 Shares|3|3|10|10|710734
108466||Weatherford International - 500 Shares|8203|8203|1276|1276|710734
108465||Transocean Ltd - 100 Shares|5979|5979|1202|1202|710734
108464||Great Lakes Dredge & Dock Corp - 1000 Shares|6777|6777|5450|5450|710734
108463||General Electric Co - 108 Shares|3038|3038|1391|1391|710734
109343||MARKETABLE SECURITIES|9404|9404|9404|9404|719482
107564||Mortgage/Assets Backed Securities|609|609|626|626|708622
107629||NONE|0|0|0|0|709221
108957||INVESCO|0|0|1133|1133|713363
108404||Preferred Stocks|99473|99473|97394|97394|710645
108405||Corporate Bonds|86889|86889|83130|83130|710645
109216||MARKETABLE SECURITIES|307464|307464|301322|301322|718332
107973||MUTUAL FUNDS|311947|433759|311947|311947|710167
109184||Vangard Securities|60873|100958|103717|103717|717924
108237||LAND & BUILDING 1811 AIR LANE DRIVE NASHVILLE, TN |416160|105645|1170494|967475|710458
107863||Computer equipment|4000|0|1100|1100|709970
107864||Mutual funds|634922|634922|634922|634922|709970
108889||Common Stock|197858|298690|298690|298690|713146
108892||Money Market Mutual Funds|944317|944317|944317|944317|713146
108891||Corporate Obligations|260524|260000|260000|260000|713146
108890||US Government & Agency Obligations|249337|250735|250735|250735|713146
110929||Ice maker|152|0|159|159|723802
112191||2011 Impala|16800|0|500|500|730268
112201||2015 Chevy Traverse|24699|17701|12500|12500|730268
112200||2015 Chevy Traverse|24699|17701|12500|12500|730268
112199||2015 GMC Acadia|23326|13996|12500|12500|730268
112198||2013 Traverse|23326|13996|10500|10500|730268
112197||2015 Ford Fusion|18226|4253|2500|2500|730268
112196||2015 Ford Fusion|18344|4280|5000|5000|730268
112195||2013 Chevy Impala|16550|0|700|700|730268
112194||2013 Chevy Impala|16550|0|750|750|730268
112193||2013 Chevy Impala|16550|0|750|750|730268
112192||2013 Chevy Impala|16550|0|750|750|730268
111959||CRA Qualified Investment Instl (Mutual Fund)|677|648|648|648|727809
111961||Pimco Total Return ESG 12 (Mutual Fund)|1917|1945|1945|1945|727809
111960||iShares MSCI KLD 400 SCL ETF|674|970|970|970|727809
111531||Fixed Income Securities |855012|855012|845016|845016|725326
111534||Unit Investment Trust|415267|415267|397423|397423|725326
111533||Exchange Traded Securities|122075|122075|120350|120350|725326
111532||Investment Equities|35675|35675|54224|54224|725326
106882||Equipment|22062|2032|0|0|703262
108868||AUTOMOBILE - DONATED (SEE QUESTION 15) |9844|0|0|0|713082
108869||BLDG IMP - PARAMOUNT - DISPOSAL OF A/C UNIT|4085|0|0|0|713082
110304||OFFICE FURNITURE AND EQUIPMENT|20120|16382|0|0|722470
112072||COMMON STOCKS|1170927|1217054|1217054|1217054|729100
112075||MUTUAL FUNDS|1716890|1658521|1658521|1658521|729100
112074||CORPORATE DEBT SECURITIES|3133660|2987524|2987524|2987524|729100
112073||GOVERNMENT AGENCY SECURITIES|691928|667459|667459|667459|729100
110608||Sale of Mutual Funds|184027|184027|159236|159236|723298
112011||FORD 2008 CUSTOM 500|12500|0|2200|2200|728543
110517||Land - 5300 Baumhart Rd - Lorain OH 44053|124100|124100|81485|81061|723143
110520||Other Fixed Assets|1729|1729|74|74|723143
110519||Office Furniture and Equipment|35491|35491|350|350|723143
110518||Building - 5300 Baumhart Rd - Lorain OH 44053|330000|330000|100000|100000|723143
110834||Mutual Funds|165600|165600|192500|192500|723690
112158||INVESTMENTS - U.S. GOVERNMENT AGENCY SECURITIES|50083|50083|50000|50000|730052
112162||INVESTMENTS - U.S. TREASURY SECURITIES|49754|49754|50000|50000|730052
112161||INVESTMENTS - CORPORATE BONDS|26390|26390|25000|25000|730052
112160||INVESTMENTS - CORPORATE STOCK|120506|120506|101169|101169|730052
112159||INVESTMENTS - MUTUAL AND EXCHANGE-TRADED FUNDS|372720|372720|420655|420655|730052
111262||Vanguard 500 Index Fund Admiral|120253|120253|175000|175000|724775
111265||Corporate & Foreign Bonds|97589|97589|90011|90011|724775
111264||U.S. Government Agencies|10165|10165|9986|9986|724775
111263||U.S. Treasury Obligations|129860|129860|120888|120888|724775
109964||Bank Amer Corp Sub N|222600|222600|200000|200000|721910
109966||Building Fund Investment|348853|348853|348853|348853|721910
109965||Credit Suisse MTN|45000|45000|45000|45000|721910
107874||INVESTMENT-MUTUAL FUNDS|228663|228663|228043|228043|709989
107672||SALE OF MUTUAL FUNDS|320093|320093|367503|367503|709419
107674||COMPUTERS|1472|1129|0|0|709419
107673||PRINTERS|9196|7637|0|0|709419
107628||INVESTMENT-MUTUAL FUNDS|189192|189192|190778|190778|709219
108262||INVESTMENT-MUTUAL FUNDS|245200|245200|252864|252864|710528
107803||Sale of vehicle|16377|8189|6200|6200|709782
110940||NONE|0|0|0|0|723809
108660||Equities|6165|6165|10998|10998|711829
108662||Mixed Assets|10092|10092|10000|10000|711829
108661||Taxable Fixed Income|29991|29991|29162|29162|711829
109442||FRANKLIN ADJ US GOVT SEC C|232511|215381|215381|215381|719928
107078||Realized Gains on Investments|216863|216863|216863|216863|706309
107079||Unrealized Gains on Investments|94239|94239|94239|94239|706309
108601||Securities|10842|10842|9780|9780|711406
107943||AUTOMOBILE|39891|7313|10000|10000|710131
108950||MARKETABLE SECURITIES|7015456|7015456|7034006|7034006|713309
110884||Weights Dumb bells Gym|2100|2100|2100|2100|723755
111790||Vehicles (x3)|57100|7228|10473|10473|726500
111310||U.S. Treasury Note 1.875% 12/31/2019|180000|180000|180000|180000|724895
107887||INVESTMENT-MUTUAL FUNDS|243148|243148|247611|247611|710041
111306||Investments|99893|99893|91715|91715|724893
111654||Mutual funds|1029146|1029146|1029146|1029146|725627
109167||NONE|0|0|0|0|717668
110732||Exchange - Traded Funds|3780|4327|4327|4327|723538
110733||Mutual Funds|36939|36987|36987|36987|723538
111892||COMMON STOCK|426666|421785|421785|421785|727306
111899||CORPORATE BONDS|199249|206750|206750|206750|727306
111898||MUTUAL FUNDS|48024|50000|50000|50000|727306
111897||MUNICIPAL BONDS|135128|140616|140616|140616|727306
111896||PUBLICLY TRADED PARTNERSHIPS|3066|3066|3066|3066|727306
111895||US GOVERNMENT AND TREASURY SECURITIES|31882|31881|31881|31881|727306
111894||EXCHANGE TRADED FUNDS|144946|130978|130978|130978|727306
111893||UNIT TRUSTS|129539|154190|154190|154190|727306
112039||Leasehold Improvements (old office)|7200|3078|0|0|728899
108052||Mutual Funds|517251|517251|704410|704410|710252
108053||Government Securities|367843|367843|215273|215273|710252
108056||Corporate Debt Securities|216818|216818|195996|195996|710252
108055||Exchange Traded Funds|393524|393524|426798|426798|710252
108054||US Treasury|473794|473794|473794|473794|710252
108238||SALE OF GOVERNMENT SECURITIES|1257000|1257000|1257000|1257000|710460
109667||Danone|2317|2317|3380|3380|720893
109651||Moodys Corp 07/15/2019 (BOND)|24978|24978|25000|25000|720893
109666||DuPont DeNemours|16089|16089|12622|12622|720893
109665||Corteva Inc|1949|1949|4567|4567|720893
109664||Core Laboratories NV|8268|8268|2713|2713|720893
109663||American Tower REIT|14186|14186|26994|26994|720893
109662||DuPont DeNemours|64|64|49|49|720893
109661||Cortiva Inc|8|8|18|18|720893
109660||Frontier Comm 4/15/2024 (BOND)|23782|23782|14087|14087|720893
109659||Frontier Comm 1/15/2023 (BOND)|25548|25548|14750|14750|720893
109658||GoldCorp|23561|23561|16534|16534|720893
109657||Vodaphone Group|24449|24449|10962|10962|720893
109656||Novartis A G|29836|29836|33136|33136|720893
109655||Dow Inc|29|29|38|38|720893
109654||TechniPFMC Lyd|9128|9128|4301|4301|720893
109653||Qualcomm Inc|10905|10905|10589|10589|720893
109652||Cimarex Energy|35543|35543|22797|22797|720893
109681||Federal Farm Credit Banks 10/5/2022 (BOND)|10000|10000|10000|10000|720893
109680||Celgene Corp|54015|54015|54015|54015|720893
109679||JP Morgan Chase 11/30/2027 (BOND)|10000|10000|10000|10000|720893
109678||JP Morgan Chase 11/15/2027 (BOND)|25000|25000|25000|25000|720893
109677||Amazon 12/5/2019 (BOND)|20000|20000|20000|20000|720893
