OID|DESCRIPTION|AMOUNT|RPT_ID
115720|VACATION AND SICK LEAVE|26580|640194
115633|CREDIT CARD PAYMENTS DUE|1897|640066
115634|PAYROLL LIABILITIES DUE|3803|640066
118520|N/A|0|645219
138333|PAYROLL TAXES PAYABLE|1852|721034
118355|Credit Cards|13605|643763
118356|Payroll Liabilities|2208|643763
116158|n/a|0|640960
118630|Payroll Liabilities|2051|647199
117273|Due to related parties|85932|642359
117274|Accrued payroll|39250|642359
110211|Credit Card Payable|6728|624772
121421|NONE|0|658366
119059|N/A|0|650173
118503|PAYROLL TAXES|774|644744
115198|0|0|639433
112216|Pass-Thru Contributions Payable|56100|629464
112217|Accrued Vacation Liability|14506|629464
116692|Federal Tax  941/944|896|641674
116694|Texas Unemployment tax|392|641674
116693|Federal Unemployment Tax  940|239|641674
118580|CREDIT CARD PAYABLE|3180|646655
119092|PAYROLL TAXES PAYABLE|1300|650383
113792|Accrued wages|406|636661
118068|n/a|0|643373
117905|Deferred Rent Income|17472|643210
117910|Per Capita Tax Payable|64491|643210
117909|Surety Bonds Payable|3999|643210
117908|Local Chapter Rebates Payable|8900|643210
117907|Security Deposit Held|3200|643210
117906|Payroll & Benefits Payable|43326|643210
117765|ACCRUED EXP - NATIONAL UNION PENSION FUND|29821|643085
117773|ESCROW PAYABLE - UNOP|349017|643085
117772|ESCROW PAYABLE - AHREF|2773|643085
117771|ACCRUED EXP - SEVERANCE|63771|643085
117770|ACCRUED EXP - VACATION|168017|643085
117769|ACCRUED EXP - SICK TIME|162174|643085
117768|ACCRUED EXP - DISTRICT 1199C TRAINING FUND|2272|643085
117767|ACCRUED EXP - DISTRICT 1199C LEGAL SERVICES PLAN|376|643085
117766|ACCRUED EXP - NATIONAL UNION BENEFIT FUND|55131|643085
118347|Employee payroll withholdings|1402|643746
114519|Applicant initiation and dues refunds|269640|638453
114409|Payroll and withholding taxes payable|739|638199
110476|Per capita taxes collected|26968|626176
110477|Credit cards payable, Wells Fargo Bank|3943|626176
117083|CFC Contributions|6514|642185
117592|PAYROLL WITHHOLDINGS PAYABLE|5479|642881
117593|T.V. TEAMSTERS LOCAL 150 PAYABLE|7462|642881
117888|Payroll Tax Liabilities|2744|643189
117889|Accrued Pension Payable|7085|643189
118844|WITHHELD BENEFITS|6027|648886
112646|PAYROLL TAXES|3102|630324
114622|FederalIncome Taxes 941 Forward|3655|638663
114625|FicaEmployer OASDI and HI 941|45|638663
114624|County Income Taxes Forward|72|638663
114623|State Income Taxes Forward|555|638663
111104|PAYROLL TAXES PAYABLE|2157|627069
111105|EXCESS GRANT FUNDS PAYABLE|7312|627069
118240|Active Ballot Club|27425|643562
118243|Deferred Compensation|4128605|643562
118242|Miscellaneous Payables|4328|643562
118241|Payroll Liabilities|47804|643562
123342|ACCRUED SEVERANCE|78056|667346
115279|Payroll taxes and withholdings|21659|639610
110739|ACCRUED EXPENSES|3562|626812
111008|Security Deposits|3000|627008
111009|Payroll Liabilities|1388|627008
110350|Payroll Liabilities|3894|625414
117026|Payroll Taxes Liability|2165|642089
115712|ACCRUED PAYROLL AND PAYROLL TAXES|6236|640181
115714|ACCRUED INCOME TAXES|21|640181
115713|ACCRUED VACATION PAYABLE|12849|640181
110467|Vacation Withholding|392|626162
110470|Vacation Time Earned But Not Paid Out|26969|626162
110469|CLIC Withholding|123|626162
110468|Work Fees Withholding|290|626162
116247|VACATION AND SICK TIME PAYABLE|21255|641054
119266|PAYROLL TAXES |655|652557
118596|Real Estate Taxes Payable|18264|647062
118595|Accrued payroll|14381|647062
118598|Other|510|647062
118597|Security Deposit - Rent|2131|647062
116272|Accrued Payroll and Withholding Taxes Payable|590|641080
116936|Accrued Expenses|5000|642037
116937|Per Capita Taxes Payable|98475|642037
117025|Accrued State & Federal Payroll Taxes|972|642086
113264|INAUGURAL BADGE ORDER|11000|634294
112399|PAYROLL TAXES PAYABLE|1163|629859
112400|ACCRUED PAYROLL|6650|629859
118955|OBLIGATIONS UNDER CAPITAL LEASE|25047|649590
118956|ACCRUED LIABILITIES|11462|649590
113580|Payroll liabilities|3646|635869
114459|PER CAPITA TAX PAYABLE|233924|638263
110020|PREPAID RENT|57491|622328
110022|SECURITY DEPOSITS|362387|622328
110021|ACCRUED EXPENSES|12756|622328
112020|Accrued Salaries Payable|77000|627886
112022|Other Payables|186986|627886
112021|Accrued Vacation & Sick Pay Payable|183294|627886
115117|PAYROLL WITHHOLDINGS |868|639307
114313|PAYROLL TAX LIABILITIES|436|637948
116105|DUE TO UNAC/UHCP, NET|129112|640825
113877|Payroll Liabilities|5843|636851
113878|Mastercard Balance Due|2078|636851
125501|MONIES DUE TO APWU POWER|703|671029
125502|PAYROLL LIABILITIES PAYABLE|181|671029
115702|SECURITY DEPOSITS|5545|640173
115704|VACATION AND SICK TIME PAYABLE|266209|640173
115703|ACCRUED WAGES AND PAYROLL TAXES PAYABLE|95387|640173
111762|Payroll Liabilities|5355|627511
111763|COPE|35|627511
114895|Payroll Taxes Payable|5651|639120
111155|ACCRUED PAYROLL|11266|627109
111157|PAYROLL LIABILITIES|1010|627109
111156|SECURITY DEPOSTS|1500|627109
111825|CAPITAL ONE CREDIT CARD|1038|627615
111826|PAYROLL TAX LIABILITY|1950|627615
118673|Refund Payable|44|647545
118676|Other Liabilities|972|647545
118675|Payroll Tax Payable|89|647545
118674|COPE Payable|482|647545
116783|Other Liabilities|5726|641788
113886|IOWA 941|618|636865
113891|IL 941 ANNUAL|1410|636865
113890|IWD UNEMPLOYMENT|77|636865
113889|941 FED DEC.|2759|636865
113888|940 FED ANNUAL|4|636865
113887|940 FED 4TH QTR|46|636865
117631|Payroll withholdings|2356|642945
117632|Accrued Absences|370610|642945
114664|Employee Deferred Compensation Plan|44125|638700
114666|Per Capita Payable|121285|638700
114665|Vacation Accrual|57100|638700
109683|PENSION LIABILITY|24544|619385
109685|SECURITY DEPOSIT ON RENTAL|5750|619385
109684|PAYROLL LIABILITY|4455|619385
118736|Accrued Expenses|44945|647946
116349|Payroll Taxes/Deductions Payable & Subsidies|1400124|641145
115643|Missouri withholdings |1062|640088
115646|Kansas City earnings tax|51|640088
115645|St. Louis City withholdings|351|640088
115644|Illinois withholdings|12|640088
114237|Funds to be escheated to state|2507|637806
114236|Payroll taxes withheld|0|637806
114238|Funds received, due to others|7781|637806
113064|PAYROLL TAXES|3668|632770
118096|WELLS FARGO|56|643402
114484|Federal Withholding Payable|478|638337
114487|Payroll Liabilities|27|638337
114486|FUTA Payable|412|638337
114485|FICA Payable|1222|638337
116826|PAYROLL LIABILITIES|10348|641874
118873|Payroll and witholding taxes payable|4007|649039
116299|Payroll liabilities|1070|641099
118420|Due to AFSCME Council 4|106912|643925
118422|Due to Chapters|929941|643925
118421|Due to International|59670|643925
118587|Accrued Expenses|149311|646891
118590|Accrued Post-Retirement Benefits|10771676|646891
118589|Accrued Severance|200523|646891
118588|Accrued Vacation|276494|646891
117749|Payroll taxes payable|3018|643065
112728|Payroll Liabilities|535|630494
114795|WITHHOLDING LIABILITIES|20746|638999
117031|Death Burial Benefits Accrual|5550|642095
117032|Vacation Accrual|44600|642095
116609|Payroll Liabilities|2281|641548
116610|Advances from Locals|30000|641548
114430|FEDERAL INCOME TAXES (941) Forward|477|638233
114436|Unemployment Taxes State|368|638233
114435|Unemployment Taxes Federal (940)|28|638233
114434|FICA Employer OASDI and HI (941)|379|638233
114433|City Income Taxes Federal |39|638233
114432|State Income Taxes Forward|195|638233
114431|FICA - Employee OASDI and HI Forward|379|638233
110318|Impuestos sobre Nominas por Pagar|512|625342
110321|Impuestos sobre Servicios Prestados por Pagar|5824|625342
110320|Otros descuentos de Nominas por Pagar|340|625342
110319|Beneficios de Nominas por Pagar|35790|625342
117645|Accounts Payable|1315|642961
117649|Member's Contingency Fund Withheld|649757|642961
117648|Payroll Taxes|1709|642961
117647|First Citizens Visa Credit Card|74|642961
117646|First Citizens Visa Credit Card|5869|642961
111886|Pen & 401k Payable|8260|627672
111883|Retiree Medical Trust/Benserco|637|627672
111884|Vacation Liability|216029|627672
111885|Sick Time Liability|294932|627672
111888|COPE to trans (A35,BG35,BR10)|90|627672
111887|Dues P Staff U $330|426|627672
114301|SECURITY DEPOSIT|2700|637939
110638|BENEFITS PAYABLE|13151|626692
110639|PAYROLL TAXES|2441|626692
116256|Rita Taxes W/H|653|641068
116264|Secretary Pension Plan|420|641068
116263|Ohio Edison|145|641068
116262|Union Dues W/H|528|641068
116261|FICA/MECA Taxes W/H|4622|641068
116260|Federal Taxes W/H|3849|641068
116259|Ohio Dept of Job & Family Services|580|641068
116258|Ohio State Income Taxes W/H|852|641068
116257|School District Taxes W/H|4|641068
112176|WITHHOLDING TAXES|35584|628943
112178|U.A.W. LOCAL 129|23|628943
112177|ROBERT GUNTER|5430|628943
117163|Federal Income Taxes (941)|520|642268
117166|FUTA (940)|62|642268
117165|FICA, Employer OASDI and HI (941)|398|642268
117164|FICA - Employee OASDI and HI (941)|398|642268
119223|UNION EMPLOYEES RELATED DEBTS|2460|650547
119229|OTHER PAYROLL LIABILITIES|154|650547
119228|FUTA PAYABLE|29|650547
119227|FICA PAYABLE|941|650547
119226|PR WITHOLDING|385|650547
119225|SINOT PAYABLE|72|650547
119224|SUTA PAYABLE|650|650547
117431|SEP/IRA|34211|642569
117433|Per Capita dues (Dec 2016 paid in Jan 2016)|10662|642569
117432|Payroll liabilities|239|642569
112218|Accrued Annual Leave|43682|629465
112221|Accrued Postretirement Benefit|1141584|629465
112220|Capital Lease Obligation|10899|629465
112219|Accrued Payroll|6347|629465
118859|PAYROLL WITHOLDINGS PAYABLE|703|648945
114659|ACCRUED REAL ESTATE TAXES|57500|638691
114649|ACCRUED SUBSIDIES|133163|638691
114658|ACCRUED EXPENSE|27914|638691
114657|PSRP SCHOLARSHIP|3601|638691
114656|FAIR SHARE ESCROW|39954|638691
114655|DUE TO COPE|880745|638691
114654|DIRECT DEPOSIT PROGRAM|364089|638691
114653|ACCRUED VACATION|486702|638691
114652|ACCRUED SEVERANCE|2621172|638691
114651|ACCRUED HSA/FSA|531918|638691
114650|ACCRUED WITHHOLDING|6395|638691
114662|ACCRUED DEFENSE|89552|638691
114661|ACCRUED RETIREMENT INCENTIVE|187500|638691
114660|DEFERRED REVENUE|30567|638691
115326|State Withholding Payable|618|639644
115327|Per Capita Withholding|14|639644
112027|PAYROLL TAXES PAYABLE|42|627890
110134|WITHHELD PAYROLL TAXES AND BENEFITS|2021|624272
116656|RETIREE CHAPTER FUNDS|2650|641616
112163|Accrued Expenses|525|628850
112164|Payroll Taxes Payable|2236|628850
114840|Local Union Rebates Payable|510|639030
114834|Medical Care Payable|3893|639030
114839|Disaster Relief Payable|76540|639030
114838|Real Estate Taxes Payable|14010|639030
114837|Accrued Severance Payable|2139748|639030
114836|Accrued Vacation Payable|707772|639030
114835|Dependent Care Payable|1596|639030
114848|Accrued Convention-International|66862|639030
114847|Accrued Convention-Council 31|229439|639030
114846|Deferred Rent|851410|639030
114845|Employee Post Retirement Obligation|17852548|639030
114844|Central Labor Body Payable|169|639030
114843|Chicago Federal Payable|24307|639030
114842|Unallocated Membership Dues|210226|639030
114841|Solidarity Fund|1594194|639030
116684|LOCAL & NATIONAL DUES PAYABLE|311954|641661
116685|FLEX PLAN PAYABLE|27|641661
118874|MUFG Union Bank Credit Card |178|649130
118067|BARNERT ESCROW PAYABLE|19862|643372
116376|PAYROLL TAXES|472|641186
118600|Employee withholdings|234|647157
118601|Strike funds (restricted funds)|50|647157
110109|CREDIT CARD PAYABLE|3239|624163
110110|RETIREMENT CONTRIBUTION WITHHOLDINGS PAYABLE|5178|624163
116312|ACCRUED PAYROLL AND PAYROLL TAXES|197862|641113
116314|DEFERRED RENT|77584|641113
116313|ACCRUED BENEFITS|572862|641113
110422|VACATION AND SICK PAY ACCRUAL|79659|625960
110423|EXCHANGES|140794|625960
115966|Payroll Liabilities|5916|640606
115973|Security Deposits & Prepaid Rents|23710|640606
115972|Reserve for Convention|43510|640606
115971|Reserve for Legal Settlements|400000|640606
115970|Due to Local Unions|69108|640606
115969|Accrued Expenses|18753|640606
115968|Accrued Audit Expenses|35500|640606
115967|Accrued Salaries & Benefits|1045916|640606
116054|Federal income tax (941)|479|640758
116058|Unemployment taxes federal (940)|272|640758
116057|Unemployment Taxes State|24|640758
116056|State income tax Forward|1853|640758
116055|Fica-employee oasdi and Hi forward|470|640758
118336|Payroll Witholdings|3630|643729
118335|Pension fund payable|55952|643723
118288|CA PIT/SDI|6|643637
118295|MN Unemployment Tax|15|643637
118294|MN Income Tax|23|643637
118293|MD Income Tax|59|643637
118292|IL Unemployment|14|643637
118291|IL Income Tax|8|643637
118290|Federal Unemployment (940)|199|643637
118289|Federal Tax (941/944)|559|643637
118666|MA Withholding|200|647523
126844|n/a|0|676920
114219|FEDERAL INCOME TAXES FORWARD|2376|637709
114225|UNEMPLOYMENT TAXES STATE|561|637709
114224|UNEMPLOYMENT TAXES FEDERAL|166|637709
114223|UNION DUES FORWARD|55|637709
114222|DENTAL/MEDICAL/VISION INSURANCE FORWARD|809|637709
114221|STATE OF MICHIGAN INCOME TAXES FORWARD|950|637709
114220|FICA-EMPLOYEE OASDI & HI FORWARD|1234|637709
117275|FEDERAL INCOME TAXES (941) FORWARD|3795|642361
117278|STATE UNEMPLOYMENT|257|642361
