OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
47590||FANNIE MAE NOTES|9999|9999|9904|9904|430961
47264||WACHOVIA MUTUAL FUNDS|48442|48442|36329|36329|423496
43989||Certificate of Deposit|18000|18002|18000|18000|418447
46993||CERTIFICATES OF DEPOSIT|114300|114300|114300|114300|420904
46979||Land at 54-56 and 58-62 Berkeley St  
Boston MA|110000|110000|325990|325990|420885
46980||Bldgs at 54-56 and 58-62 Berkeley St
Boston MA|1249609|817260|3077512|3077512|420885
47067||2000 DODGE DURANGO|34429|3000|3000|3000|422037
47495||MORTGAGE BACKED BONDS|904|904|904|904|430735
40693||US Treasury Securities|766276|766276|771265|771265|404196
43047||NONE|0|0|0|0|416321
46233||BUILDING IMPROVEMENTS|15201|0|0|0|419966
46232||OFFICE FURNITURE AND EQUIPMENT|158634|0|0|0|419966
46964||Investments|368195|368195|370460|370460|420851
40798||977.026 shares DFA Invt Dimensions Group-EM|25997|25997|30000|30000|405046
40800||351.185 shares DFA Invt Dimensions Group-EM|10172|10172|7955|7955|405046
40799||666.8 shares DFA Invt Dimensions Group-EM|20347|20347|20000|20000|405046
38259||GOVERNMENT SECURITIES|406677|424493|424493|424493|402636
43336||Automobiles|34363|7843|18184|18184|417294
43337||Furniture and equipment - abandoned see stmt. 69|1090|0|0|0|417294
38293||Office furniture & equipment junked|3766|903|0|0|402709
46087||Sale of Stocks and Bonds|2571096|2571096|2571096|2571096|419690
47285||WELLS FARGO - VARIOUS INVESTMENTS|645528|645528|636428|636428|425249
47286||CHARLES SCHWAB - VARIOUS INVESTMENTS|1331646|1331646|1343337|1343337|425249
46666||MARKETABLE SECURITIES HELD BY BROKER|877175|877175|717466|717466|420464
38071||FEDERAL NATIONAL MORTGAGE ASSN NOTE|19175|20006|20000|20000|402059
38079||ALLIANCE BERNSTEIN HIGH INCOME MUTUAL FUND|144|144|91|91|402059
38078||HARTFORD MID CAP MUTUAL FUND|19816|19816|12744|12744|402059
38077||HARTFORD TOTAL RETURN MUTUAL FUND|63184|63184|56591|56591|402059
38076||HARTFORD DIVIDEND & GROWTH MUTUAL FUND|17556|17556|12349|12349|402059
38075||HARTFORD CAPTIAL APPRECIATION MUTUAL FUND|22084|22084|12247|12247|402059
38074||HARTFORD HIGH YIELD MUTUAL FUND|37228|37228|25682|25682|402059
38073||WASHINGTON MUTUAL INVESTORS MUTUAL FUND|34734|34734|25556|25556|402059
38072||FIFTH THIRD BANK BOND|49954|49836|50000|50000|402059
47696||Sale of securities|200000|200000|200000|200000|431682
47697||Sale of securities|326031|236214|236214|236214|431682
41046||30M US Tresury Note|30176|30176|30000|30000|406620
41050||5.59shs Janus Forty Fund|158|158|162|162|406620
41049||4.91shs Janus Adviser|139|139|135|135|406620
41048||12.34shs First Eagle|192|192|144|144|406620
41047||15.98shs First Eagle|248|248|188|188|406620
40351||U.S. Government Obligations|118383|113030|113030|113030|403808
42002||LEASEHOLD IMPROVEMENTS|26061|12567|0|0|411902
42003||MORTGAGE BACKED SECURITIES|663183|663183|643999|643999|411902
40975||Automobile|21080|6100|6100|6100|405940
42895||Autos|32104|13614|17375|17375|415683
42894||Investments|5162037|5162037|5177222|5177222|415683
47022||Computer Server|0|0|0|4978|421228
41267||SALE OF INVESTMENT|172381|172381|172381|172381|407793
47181||CERTIFICATE OF DEPOSIT|114202|114202|114202|114202|422199
37708||US TREASURY BILLS|7810000|7810000|7810000|7810000|400549
47172||5000 ROYAL BANK CDA GLOBAL|5006|0|4028|4028|422038
47068||4000 BROADWAY BANK CD|4000|0|3904|3904|422038
47087||6000 MIDFIRST BANK CD|6000|0|5704|5704|422038
47086||6000 GINNIE MAE CMO|5541|0|5829|5829|422038
47085||5000 GE CAP FINANCIAL CD|5000|0|4862|4862|422038
47084||5000 BROADWAY BANK CD|5000|0|4899|4899|422038
47083||141 WELLS FARGO CAP|3525|0|2913|2913|422038
47082||50 WELLS FARGO CAP|1250|0|954|954|422038
47081||56 MORGAN STANLEY CAP TRUST|1412|0|1135|1135|422038
47080||30 MORGAN STANLEY CAP TRUST|839|0|608|608|422038
47079||20 MORGAN STANLEY CAP TRUST|587|0|405|405|422038
47078||40 MORGAN STANLEY CAP TRUST|1075|0|811|811|422038
47077||200 KEYCORP CAP|5325|0|4103|4103|422038
47076||150 KEYCORP CAP|4012|0|3081|3081|422038
47075||50 KEYCORP CAP|1338|0|1027|1027|422038
47074||68 CITIGROUP CAP|1758|0|1310|1310|422038
47073||14000 WELLS FARGO BANK CD|14000|0|13658|13658|422038
47072||6000 TREYNOR ST BANK CD|6000|0|5659|5659|422038
47071||60 POWERSHARES GLOBAL EXCHANGE|1684|0|1573|1573|422038
47070||40 POWERSHARES GLOBAL EXCHANGE|1235|0|1049|1049|422038
47069||14000 GINNIE MAE CMO|12921|0|13644|13644|422038
47133||145 POWERSHARES GLOBAL EXCHANGE|4195|0|3839|3839|422038
47129||165 POWERSHARES GLOBAL EXCHANGE|4921|0|4235|4235|422038
47128||4.966 PIMCO TOTAL RETURN|54|0|55|55|422038
47127||51.764 PIMCO TOTAL RETURN|587|0|569|569|422038
47126||4.101 PIMCO TOTAL RETURN|45|0|45|45|422038
47125||302.662 PIMCO TOTAL RETURN|3411|0|3329|3329|422038
47124||124.490 PIMCO TOTAL RETURN|1403|0|1369|1369|422038
47123||3.893 PIMCO TOTAL RETURN|42|0|43|43|422038
47122||4.108 PIMCO TOTAL RETURN|44|0|45|45|422038
47121||1.043 PIMCO TOTAL RETURN|11|0|11|11|422038
47120||840.503 PIMCO TOTAL RETURN|9019|0|9246|9246|422038
47119||28.463 PIMCO TOTAL RETURN|305|0|300|300|422038
47118||16000 MIDFIRST BANK|16000|0|15228|15228|422038
47117||9000 MIDFIRST BANK|9000|0|8566|8566|422038
47116||40000 HSBC BANK|40000|0|39134|39134|422038
47115||7000 GOLDMAN SACHS BANK|7653|0|7329|7329|422038
47114||7000 GOLDMAN SACHS BANK|7656|0|7351|7351|422038
47113||58000 GINNIE MAE CMO|53511|0|56544|56544|422038
47112||18000 BROADWAY BANK CD|18000|0|17653|17653|422038
47111||5000 BROADWAY BANK CD|5000|0|4904|4904|422038
47110||157 ROYAL BANK OF SCOTLAND|3988|0|1274|1274|422038
47109||23 AEGON NV NON CUMULATIVE|633|0|370|370|422038
47108||159 AEGON NV NON CUMULATIVE|3975|0|2561|2561|422038
47107||45 POWERSHARES GLOBAL EXCHANGE|1377|0|1152|1152|422038
47106||405 WELLS FARGO CAP|10125|0|8497|8497|422038
47105||391 WACHOVIA CAP|9912|0|8170|8170|422038
47104||200 KEYCORP CAP|5365|0|4088|4088|422038
47103||35 KEYCORP CAP|987|0|715|715|422038
47102||5 KEYCORP CAP|135|0|102|102|422038
47101||55 KEYCORP CAP|1487|0|1126|1126|422038
47100||125 KEYCORP CAP|3336|0|2559|2559|422038
47099||50 KEYCORP CAP|1347|0|1024|1024|422038
47098||60 FIFTH THIRD CAP|1596|0|1133|1133|422038
47097||27 BARCLAYS BANK PLC|806|0|519|519|422038
47096||50 BARCLAYS BANK PLC|1402|0|962|962|422038
47095||200 BARCLAYS BANK PLC|5385|0|3847|3847|422038
47094||20 BARCLAYS BANK PLC|602|0|385|385|422038
47093||15 BARCLAYS BANK PLC|470|0|289|289|422038
47092||113 BARCLAYS BANK PLC|2859|0|2174|2174|422038
47091||300 BARCLAYS BANK PLC|7590|0|5878|5878|422038
47090||75 POWERSHARES GLOBAL EXCHANGE|2070|0|1979|1979|422038
47089||30 POWERSHARES GLOBAL EXCHANGE|949|0|792|792|422038
47088||60 POWERSHARES  GLOBAL EXCHANGE|1810|0|1583|1583|422038
47171||65 MORGAN STANLEY CAP|1737|0|1269|1269|422038
47170||63 MORGAN STANLEY CAP|1645|0|1230|1230|422038
47169||55 MORGAN STANLEY CAP|1392|0|1074|1074|422038
47168||65 MORGAN STANLEY CAP|1624|0|1269|1269|422038
47167||25 MORGAN STANLEY CAP|625|0|490|490|422038
47166||55 MORGAN STANLEY CAP|1415|0|1077|1077|422038
47165||100 MORGAN STANLEY CAP|2501|0|1958|1958|422038
47164||70 MORGAN STANLEY CAP|1822|0|1371|1371|422038
47163||22000 LEHMAN COML BANK|22000|0|22000|22000|422038
47162||400 KEYCORP CAP|10730|0|8285|8285|422038
47161||300 KEYCORP CAP|8018|0|6213|6213|422038
47160||162 KEYCORP CAP|4354|0|3355|3355|422038
47159||38 KEYCORP CAP|1021|0|788|788|422038
47158||75 KEYCORP CAP|2023|0|1555|1555|422038
47157||37 KEYCORP CAP|1037|0|767|767|422038
47156||300 KEYCORP CAP|7945|0|6219|6219|422038
47155||250 KEYCORP CAP|6643|0|5183|5183|422038
47154||125 ING GROUP|3348|0|2061|2061|422038
47153||30 ING GROUP|847|0|495|495|422038
47152||200 ING GROUP|5244|0|3298|3298|422038
47151||50 ING GROUP|1377|0|825|825|422038
47150||5000 CATERPILLAR FINL|5000|0|4569|4569|422038
47149||200 CAPITAL ONE CAP|5471|0|4322|4322|422038
47148||200 CAPITAL ONE CAP|5404|0|3811|3811|422038
47147||50 CAPITAL ONE CAP|1350|0|953|953|422038
47146||100 BARCLAYS BANK|2739|0|2011|2011|422038
47145||300 BARCLAYS BANK|8233|0|6033|6033|422038
47144||300 BARCLAYS BANK|8260|0|6033|6033|422038
47143||100 BARCLAYS BANK|2753|0|1708|1708|422038
47142||159 AMERICAN FINANCIAL GROUP|4201|0|3252|3252|422038
47141||60 AMERICAN FINANCIAL GROUP|1614|0|1227|1227|422038
47140||300 AMERICAN FINANCIAL GROUP|7923|0|6136|6136|422038
47139||25 AEGON NV NON CUM|725|0|405|405|422038
47138||20 AEGON NV NON CUM|599|0|324|324|422038
47137||300 AEGON NV NON CUM|7500|0|4857|4857|422038
47136||300 AEGON NV NON CUM|7500|0|5255|5255|422038
47135||480 AEGON NV|12000|0|8532|8532|422038
47134||450 AEGON NV|11250|0|8598|8598|422038
47132||40 POWERSHARES GLOBAL EXCHANGE|1195|0|1059|1059|422038
47131||45 POWERSHARES GLOBAL EXCHANGE|1347|0|1191|1191|422038
47130||35 POWERSHARES GLOBAL EXCHANGE|1048|0|898|898|422038
47175||463 WELLS FARGO CAP|11575|0|9387|9387|422038
47174||26 ROYAL BANK OF SCOTLAND|736|0|213|213|422038
47173||200 ROYAL BANK OF SCOTLAND|5150|0|1637|1637|422038
40105||2006 FORD FUSION|20450|12270|4500|0|403573
37804||Sale of US Government Securities|285090|285090|285090|285090|401427
37805||Sale of Investments|111497|111497|120233|120233|401427
42041||CERTIFICATES OF DEPOSIT|150000|150000|150000|150000|412292
40478||Equipment|9428|9428|0|0|403859
40479||Furniture & Fixtures|3036|3036|0|0|403859
46146||DOMESTIC EQUITY|48145|48145|52766|52766|419860
46150||MUTUAL FUNDS|37961|37961|37873|37873|419860
46149||REAL ESTATE FUNDS|3564|3564|4377|4377|419860
46148||FIXED INCOME|120020|120020|129848|129848|419860
46147||INTERNATIONAL EQUITY|50073|50073|58121|58121|419860
41033||5TH THIRD FLOATERS|4274008|4274008|4274008|4274008|406607
41034||R MEEDER INVESTMENTS|2886812|2886812|2886812|2886812|406607
46047||NONE|0|0|0|0|419648
41037||K.P. CD ACCOUNT|317643|317643|317643|317643|406615
41039||MAP ACCT WASH TRUST-4405|616947|616947|616947|616947|406615
41038||OPEB WASH TRUST-4389|527292|527292|527292|527292|406615
41051||US Treasury Securities|9997|9997|10000|10000|406622
41054||Vehicles|25971|12000|13971|13971|406622
41053||Stocks|70983|70983|56960|56960|406622
41052||CD|10000|10000|10000|10000|406622
42318||TABLE SAW|186|186|120|120|413700
42317||SMOKER|575|575|450|450|413700
42326||TWO FILING CABINETS|489|489|62|62|413700
42325||POPCORN MACHINE|510|510|215|215|413700
42324||BUTTON MACHINE|469|469|170|170|413700
42323||SATELLITE DISH & TWO RECEIVERS|135|135|26|26|413700
42322||TWO TELEVISIONS, TWO DVD PLAYERS, TWO STANDS|1126|1126|316|316|413700
42321||TWO PROJECTORS|1751|1751|414|414|413700
42320||DIGITAL CAMERA|638|638|260|260|413700
42319||CASH REGISTER|120|120|40|40|413700
38138||REDEMPTION OF MUTUAL FUND SHARES|14100|14100|14100|14100|402325
41068||VARIOUS FIXED ASSETS|124501|792|792|792|406664
41069||VARIOUS INVESTMENTS|3121506|3121506|2810232|2810232|406664
39593||FURNITURE & FIXTURES|4055|0|350|350|403182
39595||AXA ADVISORS, LLC (MUTUAL FUND)|423652|377827|377827|377827|403182
39594||COMPUTER EQUIPMENT|66894|7250|7089|7089|403182
46661||Short-term investment funds|50518|50518|50518|50518|420462
46662||Certificates of deposit|9900|9900|10000|10000|420462
46665||Corporate obligations|30088|30088|28631|28631|420462
46664||Mutual funds|28216|28216|27340|27340|420462
46663||Common and preferred stock|205455|205455|160628|160628|420462
41075||PIMCO|2137970|2137970|2020000|2020000|406736
41076||Blackrock Low Duration Fund|54818|54818|50000|50000|406736
41940||None|0|0|0|0|410922
46762||Bryant Bank CD|95000|95000|95000|95000|420619
46773||MidFirst Bank CD|50000|50000|50000|50000|420619
46772||Isreal Discount Bank CD|50000|50000|50000|50000|420619
46771||Bank Baroda CD|50000|50000|50000|50000|420619
46770||Cashmere Valley Bank|90000|90000|90000|90000|420619
46769||Commercial Bank CD|95000|95000|95000|95000|420619
46768||Frontier Bank CD|95000|95000|95000|95000|420619
46767||CapMark Bank CD|95000|95000|95000|95000|420619
46766||Southern Community Bank CD|95000|95000|95000|95000|420619
46765||Banner Bank CD|95000|95000|95000|95000|420619
46764||Haven Trust CD|90000|90000|90000|90000|420619
46763||First Trust CD|95000|95000|95000|95000|420619
46795||Furniture|69398|1942|0|0|420652
46796||Tenant improvements|17365|9913|0|0|420652
38278||AUTOMOBILE|21878|0|3200|3200|402686
70404||Furniture and Equipment|281524|0|0|0|533505
70405||Computers|13891|978|0|0|533505
46790||U.S. TREASURY BONDS|117135|120013|117039|117039|420626
50208||N/A|0|0|0|0|437609
50204||N/A|0|0|0|0|437609
50207||N/A|0|0|0|0|437609
50206||N/A|0|0|0|0|437609
50205||N/A|0|0|0|0|437609
50214||N/A|0|0|0|0|437609
50213||N/A|0|0|0|0|437609
50212||N/A|0|0|0|0|437609
50211||N/A|0|0|0|0|437609
50210||N/A|0|0|0|0|437609
50209||N/A|0|0|0|0|437609
41081||Furniture and equipment|38108|1872|1029|1029|406827
46483||4 sh Shaw Group Incorporated|139|139|126|126|420114
46335||21 sh Alcoa Inc.|863|863|234|234|420114
46361||2 sh Bank of America Corp.|43|43|8|8|420114
46360||1 sh Bank of America Corp.|21|21|4|4|420114
46359||26 sh Bank of America Corp.|592|592|106|106|420114
46358||19 sh Bank of America Corp.|426|426|78|78|420114
46357||2 sh Ball Corporation|57|57|78|78|420114
46356||1 sh Ball Corporation|29|29|39|39|420114
46355||20 sh Ball Corporation|588|588|775|775|420114
46354||5 sh Ball Corporation|147|147|212|212|420114
46353||16 sh Ball Corporation|858|858|680|680|420114
46352||48 sh Axis Capital Holdings Ltd.|1293|1293|1448|1448|420114
46351||2 sh Axis Capital Holdings Ltd.|54|54|60|60|420114
46350||1 sh AT&T Inc.|24|24|26|26|420114
46349||16 sh AT&T Inc.|622|622|413|413|420114
46348||15 sh AT&T Inc.|583|583|400|400|420114
46347||3 sh AT&T Inc.|117|117|80|80|420114
46346||2sh Assurant Inc.|68|68|50|50|420114
46345||19 sh Assuarnt Inc.|674|674|477|477|420114
46344||3 sh Assurant Inc.|172|172|75|75|420114
46343||10 sh Assuarnt Inc.|661|661|251|251|420114
46342||Cash in Lieu  AOL Inc.|0|0|7|7|420114
46341||4 sh Anadarko Pete|310|310|273|273|420114
46340||1 sh Amgen Inc.|58|58|60|60|420114
46339||12 sh Amgen Inc.|638|638|721|721|420114
46338||1 sh Amgen Inc.|52|52|60|60|420114
46337||7 sh Amgen Inc.|365|365|436|436|420114
46336||34 sh Alcoa Inc.|324|324|379|379|420114
46449||5 sh Lorillard Inc.|351|351|304|304|420114
46400||1 sh General Cable CP Del New|14|14|14|14|420114
46399||1 sh General Cable CP Del New|15|15|14|14|420114
46398||20 sh General Cable CP Del New|376|376|287|287|420114
46397||15 sh General Cable CP Del New|582|582|215|215|420114
46396||13 sh Benentech Tend|895|895|1235|1235|420114
46395||5 sh Freeport McMoran CP&GLD|119|119|381|381|420114
46394||1 sh Exxon Mobil Corp.|93|93|70|70|420114
46393||3 sh Exxon Mobil Corp.|280|280|234|234|420114
46392||24 sh Expedia, Inc.|244|244|551|551|420114
46391||27 sh Expedia, Inc.|609|609|620|620|420114
46390||1 sh EMC Corp. Mass|11|11|17|17|420114
46389||1 sh Du Pont EI De Nemours & Co.|28|28|34|34|420114
46388||1 sh DPL Inc.|29|29|26|26|420114
46387||16 sh DPL Inc.|459|459|361|361|420114
46386||1 sh Devon Energy Corp. New|63|63|72|72|420114
46385||26 sh Dell Inc.|306|306|253|253|420114
46384||44 sj Dell Inc.|908|908|428|428|420114
46383||11 sh CVS Caremark Corp.|471|471|361|361|420114
46382||3 sh Covidien PLC New|104|104|141|141|420114
46381||23 sh Covidien PLC New|858|858|1081|1081|420114
46380||2 sh Covidien PLC New|75|75|85|85|420114
46379||8 sh Citigroup Inc.|61|61|34|34|420114
46378||1 sh Citigroup Inc.|12|12|4|4|420114
46377||63 sh Citigroup Inc.|777|777|271|271|420114
46376||8 sh Citigroup Inc.|162|162|34|34|420114
46375||39 sh Citigroup Inc.|839|839|168|168|420114
46374||1 sh Cigna CP|25|25|33|33|420114
