OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|CASH_PAID|RPT_ID
52513||2007 Crown Vic LX 4 Door|22788|22788|22788|350745
52518||Computer Network and Printer|10091|10091|10091|350745
52517||Training Building Improvements|107013|107013|107013|350745
52516||Black Chain Link Fence|8937|8937|8937|350745
52515||Security Systems|1737|1737|1737|350745
52514||2008 Silverado Truck|25537|25537|25537|350745
58470||automobile|31820|26461|15300|367806
58471||computer equipment|840|840|840|367806
51743||Automobiles
Purchased in Yr-2007|225293|225293|225293|350295
51744||ALICARE
ACS Preferred Stk-2 Shs|200000|200000|200000|350295
52930||Leasehold Improvements, Autos, Office Furniture|79442|79442|79442|350895
54910||Paper Folding Machine|1700|0|1700|351971
54911||Wireless Adapter & Pointer|276|0|276|351971
54702||EQUIPMENT AND FURNITURE|18455|18455|18455|351748
54703||MARKETABLE SECURITIES|433130|433130|433130|351748
40709||ROOF, SIDING AND DUCT WORK
(SEE ITEM 69)|30808|30808|4802|337274
40711||FURNACE|3278|3278|3278|337274
40710||DELL COMPUTER|1870|1870|1870|337274
41764||Dell Desktop Computers|5321|5321|5321|339078
41765||Dell Notebook Computers|5938|5938|5938|339078
47209||2007 CHRYSLER VAN|34570|31113|34570|347833
47211||SOFTWARE & COMPUTER EQUIPMENT|13341|12007|13341|347833
47210||DESK|2003|1803|2003|347833
40582||HP Color Printer|216|216|216|337096
40588||Walk-In Gate|2064|2064|2064|337096
40587||Windows & Doors|17539|17539|17539|337096
40586||Phone System|4007|4007|4007|337096
40585||Iceberg Erase Board|162|162|162|337096
40584||Brother Typewriter & Fax Machine|461|461|461|337096
40583||I560 Phone Package|344|344|344|337096
41692||Purchase of Marketable Securities|41656|41656|41656|338990
41237||EQUITY AND FIXED INCOME SECURITIES|1186930|1186930|1186930|338530
41239||OFFICE FURNITURE AND EQUIPMENT|14356|14356|14356|338530
41238||BUILDING IMPROVEMENTS|30647|30647|30647|338530
42170||Printer|375|375|375|340152
42171||File Cabinet|411|411|411|340152
43815||Building Improvements (main office)|20500|20500|20500|343347
52454||EXHIBIT DISPLAY|2517|2517|2517|350708
38918||BUILDING IMPROVEMENTS - 161 LONDONDERRY TPKE.|2350|2350|2350|335074
38919||COMPUTER EQUIPMENT|11882|11882|11882|335074
38402||MUTUAL FUNDS|35152|35152|35152|334726
51830||HOOVER VACUUM CLEANER|300|300|300|350404
63218||Vanguard Star Mutual Fund|50000|50000|50000|372039
63219||Furniture & Equipment (reclassify cap. purch. FY07|4382|4382|4382|372039
33341||OFFICE EQUIPMENT|1130|1130|1130|327681
33342||MARKETABLE SECURITIES|50000|50000|50000|327681
41004||MUTUAL FUNDS|37186|37186|37186|337992
38414||FHLMC 3184|50500|50500|50500|334763
38415||Evergreen Global Dividend Opportunity|50000|50000|50000|334763
33433||OFFICE EQUIPMENT|1280|1280|1280|327982
54857||NEW FLOORS|5707|5707|5707|351866
54858||PAINTING OF ENTIRE OFFICE|10684|10684|10684|351866
53951||OFFICE EQUIPMENT AND FURNITURE|4288|4288|4288|351516
48647||Retail Employees Credit Union CD, MM and Savings|49670|49670|49670|348687
47029||Furniture & Equipment|192|192|192|347687
62989||COMPUTER SYSTEM|16731|16731|16731|371152
62992||AUTOMOBILES|146470|146470|110670|371152
62991||OFFICE FURNITURE|9969|9969|9969|371152
62990||LEASEHOLD IMPROVEMENTS|165840|165840|165840|371152
40884||STOCKS|4061586|4061586|4061586|337882
40892||SOFTWARE|187174|187174|187174|337882
40891||OFFICE FURNITURE & EQUIPMENT|711727|711727|711727|337882
40890||LEASEHOLD IMPROVEMENTS|134313|134313|134313|337882
40889||COMPUTER EQUIPMENT|348388|348388|348388|337882
40888||AUTOMOBILES|1447534|1447534|1447534|337882
40887||CORPORATE BONDS|2351393|2351393|2351393|337882
40886||US GOVT. AGENCY|16993961|16993961|16993961|337882
40885||US TREASURIES|11642497|11642497|11642497|337882
54929||1015,1017.1019 OREGON, ALAMOGORDO, NM 88310|191000|250000|29871|352195
61847||VARIOUS MARKETABLE SECURITIES|17205|17205|17205|369049
52753||Computer monitor|203|203|203|350837
52752||Computer memory|515|515|515|350837
52755||100 shares of Black Hills Corporation|4324|4324|4324|350837
52754||Office equipment - power adapter|107|107|107|350837
69926||AUTOMOBILE - 2007 BUICK LACROSSE|22628|22628|22628|381781
44029||HP Compaq nx 7400 Lap Top Notebook|1313|1313|1313|343948
44031||Sharp MX3501 Copy Machine|13621|13621|13621|343948
44030||HP Pavilion A6212N Desk Top Computer|1300|1300|1300|343948
37932||Building Improvements|440965|440965|440965|334290
37930||Marketable Securities|5537267|5537267|5537267|334290
37931||Furniture and Fixtures|146862|146862|146862|334290
45078||COMPUTER|1257|1257|1257|345575
54307||Camcorder|2700|2700|2700|351619
54313||Office Furniture|1485|1486|1486|351619
54312||2004 Mercury Monterey (4 dr. wagon/van)|21418|21414|2910|351619
54311||Kitchen appliances (cafeteria)|3186|3186|3185|351619
54310||Terminal Server (Computer)|3685|3685|3685|351619
54309||Kitchen improvements (cafeteria area)|3008|3008|3008|351619
54308||Fence & Rolling Gate for Parking Lot|3230|3230|3230|351619
48923||COMPUTER|819|805|819|348829
37766||Certificate of Deposit-BMW Bank of No. America|50000|50000|50000|334235
37770||Certicate of Deposit-Discover Bank|30000|30000|30000|334235
37769||CMA Reserve Fund|106418|106418|106418|334235
37768||Certificate of Deposit-Western Bank|45000|45000|45000|334235
37767||Certificate of Deposit-Washington Mutual|35000|35000|35000|334235
55349||Toshiba Laptop|992|992|992|355187
38073||FIST SECURITY BANK MISSOULA CD|26000|25884|26000|334421
38075||GMAC BANK CD|36000|35679|36000|334421
38074||LEHMAN BROTHERS CD|22000|21919|22000|334421
54006||Computers|4097|4097|4097|351533
54007||Copier|9959|9959|9959|351533
51465||BUILDING - 1385 TENNESSEE AVE, CINCINNATI OH 45229|430199|430199|430199|350026
51466||LAND - 1385 TENNESSEE AVE., CINCINNATI, OH 45229|22500|22500|22500|350026
53025||TOSHIBA 65" DLP PROJECTION TV|1926|1926|1926|350915
46872||WIRE ROUTING|0|0|64|347574
46875||3 PRINTERS|0|0|283|347574
46874||2 USB CABLES|0|0|173|347574
46873||COMPUTER|0|0|778|347574
54710||Purchase of Copy Machine|2299|2299|2299|351754
54711||Purchase of Projector|949|949|949|351754
49694||Computer & accy and furniture & fixture|16327|14982|16327|349118
49696||Templeton Growth Fund|15483|15483|15483|349118
49695||Franklin Income Fund|73012|73012|73012|349118
55224||Office furniture and equipment|9254|8329|9254|354087
55106||2007 FORD FREESTAR|17242|17242|17242|353266
44843||Computer & accy plus software|1888|1574|1888|345217
51631||COMPUTER AND PRINTER|1534|1534|1534|350195
44189||FURNITURE AND EQUIPMENT|5680|5680|5680|344405
33197||Printer HP 1020|290|290|290|326915
33201||Desks (4)|2984|2984|2984|326915
33200||Workstations (4)|1169|1169|1169|326915
33199||Phones (4) TWA Comm.|555|555|555|326915
33198||TV 19" Insignia|225|225|225|326915
54314||PURCHASE OF FURNITURE & FIXTURES|1797|1797|1797|351620
54317||PURCHASED SHARES OF HIGHLAND CAP FLOAT RATE FUND|14282|0|14282|351620
54316||PURCHASED SHARES OF HARTFORD CAPITAL APPRECIATION|14282|0|14282|351620
54315||PURCHASE OF BUILDING IMPROVEMENTS|10831|10831|10831|351620
44060||Furniture|1000|1000|1000|344141
44063||Investment - Mutual Fund|4353|4353|4353|344141
44062||Leasehold Improvements|3710|3710|3710|344141
44061||Office Equipment|1516|1516|1516|344141
53927||DIVIDEND REINVESTMENT PF FRANKLIN FUNDS US GOVT FD|11094|11094|11094|351499
55234||Dyno Label Maker|130|97|130|354136
55236||Two Dell Computers|878|700|878|354136
55235||Envision 17" LED Monitor|190|133|190|354136
53900||LAPTOP|1469|1469|1469|351490
48148||BUILDING IMPROVEMENTS|41227|41227|41227|348384
48149||NEW AIR CONDITIONER|3989|3989|3989|348384
53109||two Dell Vostro 1000 computers|1244|0|1244|350949
44184||CITIGROUP SMITH BARNEY INVESTMENT ACCOUNT|146432|146432|146432|344402
44186||ROUNDING|1|1|1|344402
44185||COMMERCE ACCOUNT|1253237|1253237|1253237|344402
51875||New Vinyl Flooring    6215 Watt Ave N Highlands|8585|8585|8585|350428
49584||2007 FORD FUSION|19188|19188|19188|349048
33794||Computers|10482|10482|10482|329624
33796||Air Conditioning for Computer Room|9500|8500|8500|329624
33795||Computer Security Cabinets|986|986|986|329624
38161||COMPUTER|581|387|581|334607
38163||PRINTER|240|180|240|334607
38162||FAX MACHINE|187|125|187|334607
49609||BUILDING IMPROVEMENTS|26785|26785|26785|349063
50554||2007 Lincoln MKX - 24 month lease|14459|14459|14459|349705
51821||Leasehold Improvements - New Roof|9300|9300|9300|350394
51824||Computer|1152|1152|1152|350394
51823||Office Equipment|836|836|836|350394
51822||Leasehold Improvements - New Windows|7860|7860|7860|350394
54896||Compter Desk - 2007|76|76|76|351884
43823||TABBER|1509|1509|1509|343504
52015||UBS Securities- Seymour Scholarship Fund|63919|63919|63919|350514
54292||BUILDING IMPROVEMENTS|42155|42155|42155|351611
54293||OFFICE EQUIPMENT|11973|11973|11973|351611
79260||Copier for the office|4144|3315|4144|399258
79265||HP 1020 Laser printer for the Vice President|143|114|143|399258
79264||Glass top for the conference table in Union Hall|941|753|941|399258
79263||Computer for the Treasurer's office|1109|887|1109|399258
79262||Laptop for Vice President for use in training|991|793|991|399258
79261||Bookcase for the Secretary's office|494|395|494|399258
51923||Repurchase Agreements 01/01/2008|477484|477484|477484|350458
51933||Computers|1763|1763|1763|350458
51932||Projector|799|799|799|350458
51931||File Cabinet|927|927|927|350458
51930||Repurchase Agreements 03/27/2008|97650|97650|97650|350458
51929||Repurchase Agreements 09/27/2007|97650|97650|97650|350458
51928||Repurchase Agreements 10/18/2008|99738|99738|99738|350458
51927||Repurchase Agreements 07/18/2007|99738|99738|99738|350458
51926||Repurchase Agreements 02/12/2008|35000|35000|35000|350458
51925||Repurchase Agreements 04/16/2008|300088|300088|300088|350458
51924||Repurchase Agreements 07/10/2007|299901|299901|299901|350458
45054||OFFICE EQUIPMENT|859|859|859|345536
49499||Hard Drive|86|86|86|349022
49504||Desk, chair, computer monitor|455|455|455|349022
49503||Computer monitor|186|186|186|349022
49502||Computer monitor|193|193|193|349022
49501||Brother fax machine|131|131|131|349022
49500||Brother fax machine|131|131|131|349022
44405||BUILDING IMPROVEMENTS|17679|17679|17679|344847
46648||COMPUTER EQUIPMENT|4230|4230|4230|347116
55254||OFFICE AND COMPUTER EQUIPMENT|2966|2966|2966|354454
55512||LAPTOP PROJECTOR|856|856|856|356044
55513||SAMSUNG HDTV|1134|1134|1134|356044
57334||Purchase of Vanguard GNMA fund shares|9134|9134|9134|364678
57335||Purchase of building ay 888 Third St, Santa Rosa|14400|14400|14400|364678
46019||ROOF|9321|9321|9321|346556
46020||FURNACE|3100|3100|3100|346556
50502||COMPUTER EQUIPMENT|946|757|946|349684
46607||Parking Lot 4815 Poplar Level Rd Louisville, KY.|22046|22046|22046|347065
46612||Morgan Stanley  Pioneer Strategic Income B|1307|1307|1307|347065
46611||Morgan Stanley  U.S. Securities Trust A|1001|1001|1001|347065
46610||Fence 4815 Poplar Level Rd Louisville, KY.|1925|1925|1925|347065
46609||Storage Shed 4815 Poplar Level Rd Louisville, KY.|3482|3482|3482|347065
46608||Storage Shed 4815 Poplar Level Rd Louisville, KY.|3435|3435|3435|347065
45037||SanDisk Flash Drive|64|64|64|345513
45043||Paper Shredder|96|96|96|345513
45042||Pop-Up Canopy|181|181|181|345513
45041||UAW Banner|160|160|160|345513
45040||Voice Cam Recorder|64|64|64|345513
45039||2 File Cabinets (2 Drawer)|157|157|157|345513
45038||DiskGo Flash Drive|43|43|43|345513
49850||OFFICE COPIER|4792|4792|4792|349250
57311||Equipment|8571|8571|8571|364254
42607||Land/Building- 4437 Woodville Rd|235000|235000|235000|341410
46684||LAND FOR PROPOSED NEW FACILITY, CHICAGO ILLINOIS|2336696|2336696|2336696|347151
57069||HOME IMPROVEMENTS|62445|62445|62445|363650
57070||FIXED ASSETS|18493|18493|18493|363650
46972||Building Improvements|763|0|763|347647
46973||Copier|17720|0|17720|347647
40175||Computer|1232|1232|1232|336113
37366||OFFICE EQUIPMENT|5343|5343|5343|333534
39306||OFFICE EQUIPMENT|3711|3711|3711|335372
38036||COMPUTER|724|724|724|334386
38037||STORAGE BUILDING, LOCATED 3668 STARTOWN RD MAIDEN|3229|3229|3229|334386
36917||FEDERAL HOME LOAN MORTGAGE CORP|20000|20000|20000|333255
36921||SYMANTEC BALLOT COUNTING SOFTWARE|1129|1129|1129|333255
36920||ACER TRAVELMATE SOFTWARE|1548|1548|1548|333255
36919||SCANNER|2718|2718|2718|333255
36918||GOVERNMENT NATIONAL MORTGAGE ASSN|11809|11809|11809|333255
37443||COMPUTER - ASSISTANT STATE STEWARD|2208|0|2208|333850
39700||2 Dell Computers-LAT D620|4222|4222|4222|335499
39703||Dell Computer-LAT D820|2045|2045|2045|335499
39702||Dell Computer-LAT D620|2164|2164|2164|335499
39701||Dell Computer-GX520|1819|1819|1819|335499
37865||SONY COMPUTER|3091|3091|3091|334265
39102||VEHICLE|15250|13725|15250|335179
37455||Office equipment|2721|0|2721|333918
38033||BROTHER INTELLIFAX 1270E FAX MACHINE|125|107|125|334384
38024||HP7410 AIO PRINTER - REPLACED BY WARRANTY|1|1|0|334384
38032||PELOUZE POSTAL SCALE|35|30|35|334384
38031||HP LASERJET PRINTER|310|248|310|334384
38030||2007 DELORME ATLAS SOFTWARE PROGRAM|52|42|52|334384
38029||LABELWRITER|180|144|180|334384
38028||DYMO LABELWRITER|222|178|222|334384
38027||DYMO LABELWRITER|222|178|222|334384
38026||CANNON COPIER IR227|6492|5194|6492|334384
38025||GATEWAY M685E LAPTOP - REPLACED BY WARRANTY|1|1|0|334384
88296||OFFICE FURNITURE AND EQUIPMENT|10853|10853|10853|413684
53814||Computer Equipment|7459|7459|7459|351388
53816||Lord Abbet Diversified Income Fund - ISFCX|79216|79216|79216|351388
53815||General Office Equipment|1978|1978|1978|351388
40351||INVESTMENTS|245279|245279|245279|336278
40352||OFFICE EQUIPMENT|5897|5897|5897|336278
49707||VARIOUS SECURITIES|4092116|4092116|4092116|349147
49708||BUILDING IMPROVEMENTS|4400|4400|4400|349147
53190||Computers|0|0|4669|350985
42611||HP COMPUTER & PRINTER|739|739|739|341475
42612||GAS FURNACE - 5 TON, 8451 ENDICOTT LN, DALLAS, TX|4800|4800|4800|341475
48175||COMPUTER|1303|1303|1303|348401
39631||EDITORS EXTERNAL HARDDRIVE|143|143|143|335486
39635||8200 HARDDRIVE|502|502|502|335486
39634||HP ALL IN ONE PRINTER-ASST STEWARD|265|265|265|335486
39633||HIRSH 4 DRAWER FILE CABINET|148|148|148|335486
39632||DIGITAL VOICE RECORDER|73|73|73|335486
64781||HP Laser Jet 2420d Printer [GL Account 705]|542|542|542|374945
64778||Carpet Installation [GL Account 684]|6290|6290|6290|374945
64780||HP Pavilion a6010e PC [GL Account 705]|749|749|749|374945
64779||HP Pavilion dv9000t Laptop [GL Account 705]|1953|1953|1953|374945
64789||Tripp-Lite Mobile Surge Protector [GL Account 705]|20|20|20|374945
64788||HP Mobile Remote Control Device [GL Account 705]|20|20|20|374945
64787||Kensington Laptop Lock [GL Account 705]|45|45|45|374945
64786||10'/6' USB Cables [GL Account 705]|76|76|76|374945
64785||Wireless Access Point [GL Account 705]|135|135|135|374945
64784||Gateway 19" Monitor [GL Account 705]|230|230|230|374945
64783||Office Furniture [GL Account 705]|289|289|289|374945
64782||HP 22" Flat Panel Monitor [GL Account 705]|330|330|330|374945
48110||6/29/2007 COPY MACHINE
EDRON BUSINESS SYSTEMS|5061|5061|5061|348372
45127||COMPUTER PRINTER|75|75|75|345626
45128||FAX MACHINE|90|90|90|345626
55681||COMPUTER HARDWARE|6149|6149|6149|357904
44870||OFFICE FURNITURE AND EQUIPMENT|10680|10680|10680|345223
51850||Laptop Computer|1000|1000|1000|350419
51852||Projector|708|708|708|350419
51851||3 Computers|1751|1751|1751|350419
42488||HVAC SYSTEM|8950|0|8950|341373
42489||COOLING SYSTEM|5399|0|5399|341373
46695||New Roof|27200|26323|27200|347158
46696||Heating and Cooling Sysytem|7000|6533|7000|347158
53988||Purchases of Stocks and Bonds|1441035|1441035|1441035|351527
53992||Office Furniture and Equipment|36487|36487|36487|351527
53991||Building Improv - 4907 Fitzhugh Ave, Richmond, VA|4850|4850|4850|351527
53990||Building - 1976 Brilland Court, Glen Allen, VA|356802|356802|356802|351527
53989||Land - 1976 Brilland Court, Glen Allen, VA|25000|25000|25000|351527
56384||Computers and Computer Equipment|12533|11170|12533|362005
56385||Furniture|1485|809|1485|362005
55223||OFFICE FURNITURE AND EQUIPMENT|8799|8799|8799|354084
42042||Land - 864 Main Street, Darby PA|138442|138442|138442|339917
42044||Construction in Progress - 864 Main Street, Darby|40391|40391|40391|339917
42043||Building - 864 Main Street, Darby PA|415200|415200|415200|339917
50784||LASER PRINTER|709|638|709|349783
51710||Office Furniture and Equipment|10924|10924|10924|350265
49148||Furniture|28944|28944|28944|348896
49150||Investment in CD's and annuities|15172|15172|15172|348896
49149||Building Improvements|2794|2794|2794|348896
54989||COMPUTER|1400|1400|1400|352560
54992||COMPUTER|749|749|749|352560
54991||PRINTER|1129|1129|1129|352560
54990||INVENTORY LABEL SYSTEM, W/BARCODE & SCANNER|653|653|653|352560
51548||AIR CONDITIONING/FURNACE UNIT|2860|2860|2860|350153
52945||AMERICAN FUNDS-EURO-PACIFIC GROWTH|5000|5000|5000|350907
52949||AMERICAN FUNDS-AMERICAN BALANCED|20000|20000|20000|350907
52948||AMERICAN FUNDS-INCOME FUND OF AMERICA|10000|10000|10000|350907
52947||AMERICAN FUNDS-CAPITAL INCOME BUILDER|10000|10000|10000|350907
52946||AMERICAN FUNDS-SMALL CAP|5000|5000|5000|350907
52944||AMERICAN FUNDS-AMCAP|10000|10000|10000|350907
52943||AMERICAN FUNDS-BOND FUND OF AMERICA|20000|20000|20000|350907
55233||OFFICE FURNITURE ( TABLE, CHAIRS)|2616|2616|2616|354095
56568||Furniture|62447|62447|62447|362795
56578||Wells Reit II|100000|100000|100000|362795
56577||Inland American REIT|100000|100000|100000|362795
56576||Mutual Funds|1937012|1937012|1937012|362795
56575||US Government Securities|903997|903997|903997|362795
56574||US Treasury Securities|821801|821801|821801|362795
56573||Laptops|3041|3041|3041|362795
56572||File Drawers|604|604|604|362795
56571||Computer Monitor|315|315|315|362795
56570||Plasma TV|1401|1401|1401|362795
56567||Surge Protectors|346|346|346|362795
56566||Telephone Switch|1309|1309|1309|362795
56569||Laser Printers|499|499|499|362795
58715||Notebook PC|2052|2052|2052|367899
58719||Investment in NAGE Housing|337139|337139|337139|367899
58718||Webcast Equipment|13750|13750|13750|367899
58717||Peachtree Accounting Software|4147|4147|4147|367899
58716||Battery Backup AS400|3640|3640|3640|367899
51804||MUTUAL FUNDS|2741209|2741209|2741209|350365
51807||BUILDING|19200|19200|19200|350365
51806||LEASHOLD IMPOVEMENTS|9777|9777|9777|350365
51805||FURNITURE & EQUIPMENT|1329435|1329435|1098374|350365
56151||Furniture and Fixtures|67142|67142|67142|360793
56145||NTEU Legal Rep Fund - Bonds|159929|159929|159929|360793
56150||NTEU Legal Rep Fund - Mutual Funds|275138|275138|275138|360793
56149||NTEU  Legal Rep Fund  - Equities|1093986|1093986|1093986|360793
56148||NTEU - Union Equities|3882622|3882622|3882622|360793
56147||NTEU Union - US Treasury Investments|7048|7048|7048|360793
56146||NTEU Legal Rep Fund - US Treasury Investments|621091|621091|621091|360793
56156||NTEU Trust Equities|69215|69215|69215|360793
56155||NTEU Trust Mutual Funds|75916|75916|75916|360793
56154||Leasehold Improvements|11126|11126|11126|360793
56153||Software|34297|34297|34297|360793
56152||Computer Equipment|112411|112411|112411|360793
45320||COMPUTERS AND EQUIPMENT|7061|7061|7061|345810
45321||CAMCORDER|4032|4032|4032|345810
53887||Office Equipment|8904|0|8904|351482
34434||Computers|7076|7076|7076|332215
47689||COMPUTER|1155|1155|1155|348052
47698||COMPUTER|788|788|788|348052
47697||COMPUTER|788|788|788|348052
47696||COMPUTERS (2)|2580|2580|2580|348052
47695||COMPUTER|997|997|997|348052
47694||MULTI MEDIA|1800|1800|1800|348052
47693||COMPUTER|3076|3076|3076|348052
47692||COMPUTER|651|651|651|348052
47691||PRINTER|735|735|735|348052
47690||COMPUTER|945|945|945|348052
44139||30 CHAIRS & 6 TABLES FOR MEETING ROOM|891|885|891|344335
44140||8FT FOLDING TABLE|74|0|74|344335
54178||FURNITURE AND EQUIPMENT|47498|0|47498|351583
54070||POPCORN MACHINE|236|0|236|351551
54077||7 FLAT PANEL DISPLAY MONITORS|1667|0|1667|351551
54076||15 SMART CARD READER KEYBOARDS|802|0|802|351551
54075||15 COMPUTERS|11042|0|11042|351551
54074||2 HAND TRUCKS|75|0|75|351551
54073||2 COMMERICAL COFFEE MAKERS W/ 4 POTS|533|0|533|351551
54072||5 X 10 BANNER W/ LOGO|200|0|200|351551
54071||4 ICE CHEST COOLERS|160|0|160|351551
53832||DELL LAPTOP COMPUTERS (3)|3867|3867|3867|351413
53838||INVESTMENTS - VARIOUS STOCKS|714|714|714|351413
53837||INVESTMENT - CAPITAL WORLD GROWTH & INC CL A 15 SH|650|650|650|351413
53836||INVESTMENT - INVESTMENT CO OF AMERICA CL A 3 SHS|84|84|84|351413
53835||INVESTMENT - CAPITAL INC BLDR FD CL A 234 SHS|15325|15325|15325|351413
53834||INVESTMENT - GROWTH FUND OF AMERICA 6 SHS|191|191|191|351413
53833||INVESTMENT - FUNDAMENTAL INVESTORS 120 SHS|5377|5377|5377|351413
46208||Computer Equipment|1004|0|1004|346835
46210||cONFERENCE tABLE|550|0|550|346835
46209||Office FURNITURE|1328|0|1328|346835
51717||Paper Shredder|110|110|110|350280
51716||Whirlpool Microwave|97|97|97|350280
102149||not applicable|0|0|0|438349
67842||Berklin Port USB|73|60|73|379960
67839||Compaq Computer|1097|896|1097|379960
67841||Westel Modem|104|85|104|379960
67840||HP Printer|366|299|366|379960
67855||Vacuum Cleaner|42|41|42|379960
67854||Office Filing Cabinets|186|164|186|379960
67853||Modular Shelf|91|80|91|379960
67852||Chairs (Eight)|256|225|256|379960
67851||Tables|176|155|176|379960
67850||Office Hutch|250|229|250|379960
67849||Desk Chair|110|96|110|379960
67848||Office Desk|408|355|408|379960
67847||Office Phone|80|65|80|379960
67846||Paper Shredder|90|73|90|379960
67845||Surge Protectors (Three)|81|66|81|379960
67844||Computer Speakers|40|33|40|379960
67843||Epson Printer (Two)|220|180|220|379960
33826||COMPUTER|1184|1184|1184|329650
33827||COMPUTER|1445|1445|1445|329650
44307||CERTIFICATE OF DEPOSIT|15340|15340|15340|344697
46841||Office equipment|33029|29191|33029|347523
63456||Office Equipment|2123|2123|2123|372421
48963||OFFICE EQUIPMENT|1846|1662|1846|348846
40673||FURNITURE AND EQUIPMENT|12895|12895|12895|337259
65461||Digital Recorder for Meeting Notes|119|119|119|377058
65463||Vacumn Cleaner|90|90|90|377058
65462||Shredder|59|59|59|377058
45733||CALCULATOR FOR IN-PLANT OFFICE|13|0|13|346403
45730||2 SHELF BOOK CASEFOR IN-PLANT OFFICE|50|0|50|346403
45732||3 - 4X6 UAW OUTDOOR FLAGS|505|0|505|346403
45731||FIRE EXTINGUISHER FOR UNION HALL|41|0|41|346403
45738||ROBERTS CUSTOM SOFTWARE FINANCIAL/MEMBERSHIP|4950|0|4950|346403
45737||36X48 MARKER BOARD FOR UNION HALL|30|0|30|346403
45736||24X36 CORK BOARD FOR UNION HALL|18|0|18|346403
45735||FILE CABINET FOR UNION HALL|145|0|145|346403
45734||PAPER SHREDDER FOR UNION HALL|85|0|85|346403
43791||FILE CABINET|291|291|291|343323
43799||CART|237|237|237|343323
43798||FILE CABINET|226|226|226|343323
43797||LEATHER CHAIR|108|108|108|343323
43796||LEATHER CHAIR|108|108|108|343323
43795||LATERAL FILE CABINET|215|215|215|343323
43794||HUTCH|194|194|194|343323
43793||DESK|269|269|269|343323
43792||FILE CABINET|291|291|291|343323
62987||PURCHASE OF COMPUTER|0|0|3367|371148
57407||COMPUTERS AND EQUIPMENT|26229|26229|26229|366259
57408||VEHICLES|33526|33526|33526|366259
43028||MAC COMPUTER|1886|1886|1886|343175
43031||ASPIRE & PAVILION NOTEBOOK|2559|2559|2559|343175
43030||GATEWAY COMPUTER|1010|1010|1010|343175
43029||DELL COMPUTER|1492|1492|1492|343175
54925||PURCHASES OF SMITH BARNEY CITIGROUP EQUITY FUNDS|688899|688899|688899|352099
54926||PURCHASE OF VEHICLE|19412|19412|19412|352099
78390||FORD TRAVELER|24642|24642|24642|392170
78393||CELL AND OTHER PHONE EQUIPMENT|2246|2246|2246|392170
78392||FURNITURE AND RELATED ASSETS|1524|1524|1524|392170
78391||COMPUTERS AND OFFICE EQUIPMENT|6936|6936|6936|392170
52415||Computers and Software|1500|1500|1500|350687
52416||Copiers, printers and equipment|12876|12876|12876|350687
51203||WORKSTATION AND PHONE SYSTEM|3500|3500|3500|349915
51212||COMPUTER|1594|1594|1594|349915
51211||COMPUTER|1594|1594|1594|349915
51210||COMPUTER|1594|1594|1594|349915
51209||COMPUTER|1594|1594|1594|349915
51208||PRINTER|1593|1593|1593|349915
51207||COMPUTER|1746|1746|1746|349915
51206||COMPUTER|1746|1746|1746|349915
51205||COMPUTER|1597|1597|1597|349915
51204||PRINTER|1014|1014|1014|349915
40473||IMPROVEMENT - PAINTING|1500|1500|1500|336676
