OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
23316||300 SHARES BRISTOL MYERS SQUIBB|7988|7988|8529|8529|348462
23315||400 SHARES CISCO|12183|12183|11772|11772|348462
23314||400 SHARES DELL|13010|13010|10916|10916|348462
23313||400 SHARES E DIGITAL|3166|3166|72|72|348462
18998||Schwab Premier Advisor Cash|409030|409030|409030|409030|338634
19019||2 Laptop Computers|3850|0|0|0|338634
19018||Dell Inspirion 3800 Laptop Computer - Hgb|2079|0|0|0|338634
19017||22 Dell Inspirion 3700 C433GT laptop Computers - H|47176|0|0|0|338634
19016||Third Avenue Real Estate|20278|20278|40171|40171|338634
19015||Goldman Sachs|65823|65823|97000|97000|338634
19014||Oakmark International Fund|8336|8336|14000|14000|338634
19013||First Eagle|6676|6676|11000|11000|338634
19012||DFA International Small Company Fund|11158|11158|23000|23000|338634
19011||Artisan International|7789|7789|14000|14000|338634
19010||Turner Small Cap|7037|7037|12000|12000|338634
19009||Third Avenue Value|6295|6295|11000|11000|338634
19008||Longleaf Partner|20354|20354|26000|26000|338634
19007||TCW Galileo|9033|9033|11980|11980|338634
19006||Oakmark Fund|10139|10139|14000|14000|338634
19005||Fairholme|12743|12743|15000|15000|338634
19004||Vanguard Inflation|54454|54454|51646|51646|338634
19003||Pimco Total Return|5359|5359|5000|5000|338634
19002||Loomis Sayles|2216|2216|3000|3000|338634
19001||Metropolitan West Low Durationg Bond CI I|7933|7933|8000|8000|338634
19000||DFA One Year Fixed Income Portfolio|2067|2067|2000|2000|338634
18999||Money Market Fund|269213|269213|269213|269213|338634
17621||OLYMPIA LABOR TEMPLE|0|0|460843|460843|334555
17623||INVESTMENTS|19087|19087|22928|22928|334555
17622||AUTOMOBILE|12000|12000|12000|12000|334555
26110||NONE|0|0|0|0|351874
30661||Marketable Securities|0|0|0|4428411|376808
29557||Mainstay Convertible Fund A|27360|39682|39682|39682|371688
29562||US Corporate Bonds|2395075|2397400|2397400|2397400|371688
29561||New American High Income Fund|100000|100000|100000|100000|371688
29560||Mainstay Balanced Fund A|29367|32970|32970|32970|371688
29559||Mainstay MidCap Growth Fund A|27663|45629|45629|45629|371688
29558||Mainstay Map Fund A|31490|44188|44188|44188|371688
23605||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23598||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23604||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23603||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23602||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23601||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23600||AMD ATHLON 1800 COMPUTER0|1331|222|0|0|348833
23599||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23587||COMPUTER HP 6630C|638|0|0|0|348833
23596||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23595||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23594||LAPTOTP|2100|0|0|0|348833
23593||TOSHIBA LAPTOP|1700|0|0|0|348833
23592||TOSHIBA LAPTOP|1700|0|0|0|348833
23591||HP COMPUTER 8756|950|0|0|0|348833
23590||HP COMPUTER 6830|550|0|0|0|348833
23589||HP COMPUTER 6830|550|0|0|0|348833
23588||COMPUTER HP 6635|536|0|0|0|348833
23597||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23630||CHAIR|318|0|0|0|348833
23629||HIGH BACK CHAIR|298|0|0|0|348833
23628||OFFICE FURNITURE|3231|0|0|0|348833
23627||OFFICE EQUIPMENT|4236|0|0|0|348833
23626||SOFTWARE|643|0|0|0|348833
23625||COMPUTER COMPAQ 214OUS|2212|479|0|0|348833
23624||AMD ATHLON 1800 COMPUTER|1332|221|0|0|348833
23623||AMD ATHLON 1800 COMPUTER|1332|221|0|0|348833
23622||AMD ATHLON 1800 COMPUTER|1332|221|0|0|348833
23621||AMD ATHLON 1800 COMPUTER|1332|221|0|0|348833
23620||AMD ATHLON 1800 COMPUTER|1332|222|0|0|348833
23619||AMD ATHLON 1800 COMPUTER|1332|222|0|0|348833
23618||AMD ATHLON 1800 COMPUTER|1332|222|0|0|348833
23617||AMD ATHLON 1800 COMPUTER|1332|222|0|0|348833
23616||AMD ATHLON 1800 COMPUTER0|1331|222|0|0|348833
23615||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23614||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23613||AMD ATHLON 1800 COMPUTER00|1331|222|0|0|348833
23612||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23611||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23610||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23609||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23608||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23607||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
23606||AMD ATHLON 1800 COMPUTER|1331|222|0|0|348833
17385||Funds held in SEI investments|9951|9951|25853|25852|334039
17387||Funds held in Wachovia investments|150720|150720|150720|150720|334039
17386||Investment in Labor Realty Trust|0|0|1569|1569|334039
26197||Computer Equipment|3495|209|0|0|353689
15735||AUTOMOBILE|30151|19472|19472|19472|332136
15738||MCMORGAN PRINCIPAL PRESERVATION|703578|703578|703578|703578|332136
15737||MCMORGAN BALANCED FUND|18489292|18489292|2052761|2052761|332136
15736||MCMORGAN EQUITY INVESTMENT|610723|610723|621493|621493|332136
25321||OBSOLETE  TELEPHONE SYSTEM - DISPOSED OF|2000|0|0|0|351012
26095||NONE|0|0|0|0|351826
24787||MUTUAL FUNDS NET|77579|77579|77597|77579|350270
18929||US TREASURY SECURITIES|50000|50000|50000|50000|338487
18934||CERTIFICATE OF DEPOSIT - GEORGIA BANK & TRUST|59000|59000|59000|59000|338487
18933||CERTIFICATE OF DEPOSIT - MACATAWA BANK|57000|57000|57000|57000|338487
18932||CERTIFICATE OF DEPOSIT - LA SALLE NATIONAL BANK|60000|60000|60000|60000|338487
18931||CERTIFICATE OF DEPOSIT - HAPPY STATE BANK|63000|63000|63000|63000|338487
18930||CERTIFICATE OF DEPOSIT - NATIONAL REPUBLIC BANK|96000|96000|96000|96000|338487
25697||Union Vans (2) - End of Lease term|10815|1233|0|0|351498
15401||MORTGAGE BACKED BONDS|1595|1595|1595|1595|329511
26733||None|0|0|0|0|360805
24468||Investments|102380|102380|101763|101763|349864
24470||Furniture & equipment - abandoned (see stmt 69)|24466|10274|0|0|349864
24469||Automobiles|100701|22253|23500|23500|349864
18289||868.056 SHS Federated Gov't Securities F|7787|7787|7500|7500|335509
18290||993.377 SHS Federated US Gov't Securities A|8117|8117|7500|7500|335509
18896||Certificate of deposit redemptions|215000|215000|215000|215000|337995
26515||None|0|0|0|0|358593
27993||1094.092 shares DFA Invt Dimensions Group-SC|32380|32380|34976|2596|368003
23491||Equity securities|150|150|0|0|348718
17802||GOVERNMENT SECURITIES|152259|154886|154886|154886|334935
17803||EQUITIES|29920|30674|30674|30674|334935
22327||Furniture & equipment - abandoned (see stmt 69)|47289|1286|0|0|346940
22329||Stolen auto - (see stmt 69)|20538|5717|10011|10011|346940
22328||Building improvement  - abandoned (see stmt 69)|4675|0|0|0|346940
18617||Typewriter Junked|619|0|0|0|336429
25751||Maturity of Bonds|3285365|3285365|3285365|3285365|351549
26710||VARIOUS WELLS FARGO INVESTMENTS|138780|138780|137954|137954|360645
25229||MARKETABLE SECURITIES HELD BY BROKER|3415506|3415506|3724973|3724973|350844
17419||ALLIANCE BERNSTEIN MUTUAL FUNDS|47031|47031|40201|40201|334174
17420||BANK OF AMERICA BOND|15000|15000|15000|15000|334174
18744||500shs John Hancock Pfd.|11587|11587|11907|11907|337278
18768||7shs Janus Advisor|188|188|234|234|337278
18767||7shs Janus Advisor|185|185|218|218|337278
18766||6shs Janus Advisor|159|159|176|176|337278
18765||50shs 3M|3867|3867|3688|3688|337278
18764||60shs Wells Fargo|1444|1444|2144|2144|337278
18763||48shs Proctor & Gamble|1887|1887|2921|2921|337278
18762||100shs Pfizer|3187|3187|2819|2819|337278
18761||50shs Novartis|2391|2391|2848|2848|337278
18760||60shs Microsoft|3150|3150|1613|1613|337278
18759||20shs Genetech|395|395|1577|1577|337278
18758||100shs GAP|3926|3926|1833|1833|337278
18757||30shs Citigroup|1545|1545|1486|1486|337278
18756||50shs Cisco|3095|3095|1144|1144|337278
18755||30shs Black & Decker|1552|1552|2412|2412|337278
18754||9shs UBS Global Alloc.|124|124|125|125|337278
18753||60shs Precision Parts|3370|3370|3552|3552|337278
18752||70shs Mettler|4354|4354|4537|4537|337278
18751||65shs Medtronic|3582|3582|3012|3012|337278
18750||100shs Maxim|4132|4132|3158|3158|337278
18749||40shs Marriott|1443|1443|1553|1553|337278
18748||60shs Marriott|2157|2157|2329|2329|337278
18747||20shs Black & Decker|1584|1584|1608|1608|337278
18746||25M Chase Manhattan|25160|25160|25000|25000|337278
18745||1250shs John Hancock Pfd.|28974|28974|29767|29767|337278
17500||U. S. Government Obligations|292932|298177|298177|298177|334247
18692||AUTOMOBILE|26915|10200|10200|10200|337103
18694||AUTOMOBILE|30918|14240|14240|14240|337103
18693||AUTOMOBILE|25046|11000|11000|11000|337103
23271||Investments|3568756|3568756|3568756|3568756|348416
27241||Building 
483 Chickering Road, North Andover, MA|116788|61341|317060|317060|364095
27244||Furniture|3620|0|0|0|364095
27243||Land
483 Chickering Road, North Andover, MA|22940|22940|22940|22940|364095
27242||Equipment|31354|0|0|0|364095
15546||GAIN ON SALE OF INVESTMENTS|150000|280965|280965|280965|330637
25254||POSTAL CREDIT UNION INVESTMENT ACCOUNT|14157|14157|14157|14157|350884
29702||BUILDING & LOT 
240 LINCOLN AVE., MORRISTOWN, TN|296636|70700|300000|268810|372603
29703||TABLES, CHAIRS, FLOOR FAN, & SHELVING|1737|0|225|225|372603
22038||OPPENHEIMER|1383|1383|1181|1181|346606
22039||INDEPENDENT BANK|25000|25000|25000|25000|346606
18547||Equipment|145|0|0|0|336338
29460||EQUITY FUNDS|174673|174673|185124|185124|370617
29464||REAL ESTATE FUNDS|247|247|264|264|370617
29463||BOND FUNDS|29907|29907|30000|30000|370617
29462||FIXED INCOME FUNDS|34411|34411|34637|34637|370617
29461||MUTUAL FUNDS|96936|96936|93707|93707|370617
18846||AUTOMOBILE-CHRYSLER|34222|14667|10500|10500|337883
18850||5/3 SECURITIES/FLOATERS|2808577|2808577|2808577|2808577|337883
18849||PRINTING PRESS|15222|0|200|200|337883
18848||LAPTOP COMPUTER|1317|439|400|400|337883
18847||AUTOMOBILE-BUICK|28219|20157|9685|9685|337883
25569||OLD/OBSOLETE COMPUTERS, OFFICE FURNITURE & EQUIPME|18560|18560|0|0|351255
25570||BUILDING & LEASEHOLD IMPROVEMENTS|3694|2216|0|0|351255
19044||900 SHS PFIZER|11573|22636|22636|22636|338780
19051||112 SHS BROADRIDGE|647|2163|2163|2163|338780
19050||320 SHS APPOLLO GROUP|15887|12491|12491|12491|338780
19049||410 SHS AMGEN|30759|27646|27646|27646|338780
19048||1000 SHS AFFILIATED|50762|48477|48477|48477|338780
19047||540 SHS QUEST DIAGNOSTICS|18391|26184|26184|26184|338780
19046||400 SHS LABORATORY|15615|26204|26204|26204|338780
19045||700 SHS CHOICEPOINT|27147|26228|26228|26228|338780
18862||US Treasury Securities|20410|20410|20000|20000|337886
18865||Vehicles|20900|10000|14700|14700|337886
18864||Bonds|15556|15556|14971|14971|337886
18863||Stocks|45815|45815|63176|63176|337886
17360||REDEMPTION OF MUTUAL FUND SHARES|27000|27000|27000|27000|333805
18886||VARIOUS FIXED ASSETS|99289|15901|4967|4967|337933
18887||VARIOUS INVESTMENTS|1629512|1629512|1860407|1860407|337933
26769||AXA ADVISORS, LLC (MUTUAL FINDS)|35666|35666|35498|35498|361552
26768||COMPUTER EQUIPMENT|39613|1006|5845|5845|361552
26767||FURNITURE & FIXTURES|32188|0|2586|2586|361552
26770||EDWARDSVILLE OFFICE|256445|256445|475000|463792|361552
25852||Common and preferred stock|107247|107247|110542|110542|351617
25857||Short-term investment funds|135409|135409|135409|135409|351617
25856||Corporate obligations|32818|32818|40218|40218|351617
25855||United States Government Agency obligations|134|134|111|111|351617
25854||Mutual funds|6142|6142|5511|5511|351617
25853||Certificates of deposit|10620|10620|11403|11403|351617
18854||Vanguard Total Stock Market Fund|135188|135188|150000|150000|337884
18851||Vanguard Inflation Protected Securities Fund|66490|66490|70500|70500|337884
18853||Vanguard International Growth Fund|27201|27201|40000|40000|337884
18852||PIMCO Total Return Fund|110022|110022|106000|106000|337884
18856||Blackrock Low Duration Fund|1038618|1038618|1000000|1000000|337884
18855||American Funds Europacific Fund|448528|448528|780000|780000|337884
24700||Certificate of deposit investments|200000|200000|198985|198985|350051
24698||Collateralized mortgage obligation investments|105986|105986|105986|105986|350051
24699||Mutual fund investments|117960|117960|118821|118821|350051
20074||none|0|0|0|0|341368
23455||U.S TREASURY NOTES|40125|40125|40244|40244|348634
23457||CORPORATE BONDS|19990|19990|20000|20000|348634
23456||U.S GOVERNMENT AGENCY OBLIGATIONS|161618|161618|162102|162102|348634
26236||None|0|0|0|0|354587
18815||Office furniture and equipment|58045|747|100|100|337730
26723||Sale of car|20127|16102|14500|14500|360743
17560||Investment proceeds from Merrill Lynch|0|0|0|190000|334370
24203||Bank Commonwealth Norfolk|100000|100000|100000|100000|349709
24205||Mutual funds|9|9|9|9|349709
24204||Western Bank|100000|100000|100000|100000|349709
26511||CERTIFICATE OF DEPOSIT|100000|100000|100000|100000|358451
26512||GOVERNMENT AGENCY BONDS|1205384|1208850|1206439|1206439|358451
18814||Office Furniture and Equipment|2652|594|741|741|337690
23377||BUILDING FURNITURE AND EQUIPMENT
MOUNT VERNON WA|181591|181591|25000|25000|348510
25262||OFFICE CHAIR|144|144|144|144|350894
25263||MEAT SLICER|50|50|50|50|350894
18353||35 SH GANNETT CO INC|1647|1647|2056|2056|335558
18346||40000 US TREAS NTS DTD 11/15/01 INT 3.50%|39741|39741|39999|39999|335558
18352||45 SH DILLARDS INC|1208|1208|1526|1526|335558
18351||105 SH BRISTOL MYERS SQUIBB CO|2551|2551|2709|2709|335558
18350||27 SH KRAFT FOODS INC|678|678|884|884|335558
18349||85 SH SABRE HLDGS INC|1763|1763|2784|2784|335558
18348||167 SH EMC CORP|2211|2211|3007|3007|335558
18347||1000 US TREAS NTS DTD 11/15/02 INT 3.00%|973|973|982|982|335558
18368||97 SH AVIS BUDGET GROUP|4827|4827|2750|2750|335558
18367||6 SH VERIGY LTD|70|70|97|97|335558
18366||92 SH REALOGY CORP|0|0|2778|2778|335558
18365||4 SH IDEARC INC|92|92|125|125|335558
18364||190 SH TYCO INTL LTD NEW|5203|5203|6480|6480|335558
18363||89 SH VERIZON COMMUNICATIONS|2760|2760|3350|3350|335558
18362||30 SH CVS CORP|858|858|1011|1011|335558
18361||19 SH TRAVELERS COMPANIES INC|847|847|1042|1042|335558
18360||42 SH FEDERATED DEPARTMENT STORES|1516|1516|1958|1958|335558
18359||55 SH JPMORGAN CHASE & CO|2359|2359|2882|2882|335558
18358||55 SH MERCK & CO INC|1899|1899|2592|2592|335558
18357||85 SH MICROSOFT INC|2741|2741|2588|2588|335558
18356||15 SH MARATHON OIL CORP|1092|1092|1308|1308|335558
18355||10 SH KOHLS CORP|573|573|670|670|335558
18354||120 SH HCA INC|5208|5208|6120|6120|335558
23413||US Treasury Security|44900|44900|44900|44900|348533
23414||US Treasury Security|44712|44712|44712|44712|348533
26653||AUTOMOBILE (1)|24946|0|2551|2551|360022
26654||VANGUARD INVESTMENTS|124174|121584|125000|125000|360022
21490||Collection of CDO Principal|10788|10788|10788|10788|345332
21491||Delphi Corp|14918|14918|22164|22164|345332
16386||1995 Ford Taurus|11442|0|550|550|332256
16389||1998 Ford Taurus|9400|1097|800|800|332256
16388||1995 Ford Taurus|7300|0|500|500|332256
16387||1999 Ford Taurus|12350|0|1000|1000|332256
25091||Redemption of Admiral Trsy Money Mkt|1190000|1190000|1190000|1190000|350680
18520||Disposal of Depreciated Furniture and Equipment|12608|0|0|0|336240
18097||RETIREMENT OF POSTAGE MACHINE|2233|0|0|0|335322
17324||MUTUAL FUNDS|2589329|2589329|2645838|2645838|333533
17326||EQUITIES|52368|52368|67904|67904|333533
17325||CORPORATE & U.S. AGENCY SECURITIES|70348|70348|70719|70719|333533
22897||MUTUAL FUNDS|32626|34673|35000|35000|347887
22898||EQUITY INVESTMENTS|100000|100000|125048|125048|347887
23467||Deferred Comp. - Liquidation of Mutual Funds|3614|0|3614|3614|348684
23411||INVESTMENT BROKERAGE ACCOUNT - MUTUAL FUNDS|35000|35000|35000|35000|348532
23412||INVESTMENT BROKERAGE ACCOUNT - MUTUAL FUNDS|30000|30000|30000|30000|348532
20449||NONE|0|0|0|0|342361
20807||FIRST UNION SECURITIES|67645|50000|50000|50000|343682
19161||Computer Equipment and software|33457|517|0|0|338937
17554||342.175 SHARES CALAMOS GROWTH FUND|19908|19908|18731|18731|334348
17556||100 UNITS ING PRIME TRUST FUND|25000|25000|25000|25000|334348
17555||1182.340 SHARES VAN KAMPEN COMSTOCK FUND|21030|21030|22500|22500|334348
47964||Federal Home Loan Bank Bonds|200000|200000|200000|200000|433801
47966||RG Bank Preferred Stocks|51264|44000|43931|43931|433801
47965||PR AAA Portfolio Bond Fund|13800|11864|11864|11864|433801
19188||COMMON STOCK Total|4117004|4117004|5088776|5088776|339069
19196||Copier|15763|0|4200|4200|339069
19195||Digital Fax|6670|0|400|400|339069
19194||US SECURITIES Total|6444496|6444496|6521215|6521215|339069
19193||US BACKED SECURITIES Total|1223657|1223657|1224234|1224234|339069
19192||US ASSET BACKED SECURITIES Total|295149|295149|295000|295000|339069
19191||PREFERRED STOCK Total|205500|205500|200000|200000|339069
19190||MUTUAL FUNDS Total|18310|18310|17909|17909|339069
19189||CORPORATE BONDS Total|2849909|2849909|2854991|2854991|339069
18080||U.S. GOVT AND GOVT AGENCY OBLIGATIONS|48737|74266|74266|74266|335280
18082||COLLATERALIZED NOTES|19864|19864|19864|19864|335280
18081||CLOSED END FUNDS - EQUITIES|290620|290620|404090|404090|335280
15424||Mortgage Revived|4492|4492|4492|4492|329620
23346||Hall Equipment|322|322|145|145|348474
23345||Office Equipment|500|500|5|5|348474
18718||AFL-CIO HOUSING INVESTMENT TRUST|186403|201121|201121|201121|337245
26093||INVESTMENT|270242|268651|268651|268651|351814
18626||Marketable Securities|275000|275000|275000|275000|336467
23275||2003 GMC Envoy|34562|34562|6705|6705|348426
17538||Return of Principle|6944|6944|6944|6944|334287
17533||Mutual Funds|136821|136821|163013|163013|334287
17537||Government Bonds|261705|261705|265000|265000|334287
17536||Brokered Certificates of Deposit|336512|336512|340000|340000|334287
17535||Fixed Income Mutual Funds|29851|29851|32508|32509|334287
17534||Asset Backed securities|68022|68022|64077|64077|334287
18085||NONE|0|0|0|0|335300
23462||1997 Dodge Truck|15620|0|2200|2200|348671
23465||Mutual Fund Liquidated|23|0|23|23|348671
23464||Mutual Fund Liquidated - PIMCO Real Return Fund Cl|2944|0|2944|2944|348671
23463||Mutual Funds Liquidated - Franklin Income Fund|596|0|596|596|348671
25236||Vanguard Group 500 Index Admiral Shares|63828|63828|100000|100000|350851
25235||Vanguard Group Short Term Tresury Admiral Shares|290378|290378|285000|285000|350851
25238||WT CR Land America/ Commonwealth Land Title|4984407|4984407|4984407|4984407|350851
25237||Unite General Pooled Fund|50583|50581|50571|50571|350851
26606||Citigroup Capital XV|25000|25000|25044|25044|359246
26593||Hillman Group Cap Trust|67578|67578|71304|71304|359246
26605||FPL Group Capital|12500|12500|12604|12604|359246
26604||Thornburg Mtg Adj Pref|74885|74885|72806|72806|359246
26603||Saturns Cummins Eng|25000|25000|25893|25893|359246
