OID|INV_TYPE|NAME|AMOUNT|RPT_ID
128255|704|Marketable Securities Total BookValue||447895
128256|705|Other Investments Total Cost||447895
128257|706|Other Investments Total Book Value||447895
123095|701|N/A|0|439556
123096|702|N/A|0|439556
124071|703|Marketable Securities Total Cost|989543|440542
124072|704|Marketable Securities Total BookValue|989543|440542
124073|701|MERRILL LYNCH SPECIAL ACCOUNT|342038|440542
124074|701|MERRILL LYNCH SERVICE AWARD ACCOUNT|647505|440542
124075|705|Other Investments Total Cost||440542
124076|706|Other Investments Total Book Value||440542
119495|701|Dominion Res 06/15/64|55600|435918
119496|701|Countrywide 04-J2|27329|435918
119497|701|Hartford Capital Appreciation|74394|435918
119498|701|Hartford Capital Appreciation II|34954|435918
119499|701|Hartford International Opportunity|32077|435918
119500|701|Hartford Dividend Growth|34836|435918
119501|701|Eaton Vance Large Cap Value|51594|435918
119502|703|Marketable Securities Total Cost|345430|435918
119503|704|Marketable Securities Total BookValue|318061|435918
119504|702|N/A|0|435918
116311|701|HARRIS PREFERRED CAPITAL - 1,000 SHARES|25000|430742
116312|703|Marketable Securities Total Cost|25000|430742
116313|704|Marketable Securities Total BookValue|25000|430742
116314|702|N/A|0|430742
127890|703|Marketable Securities Total Cost||447518
127891|704|Marketable Securities Total BookValue||447518
127892|705|Other Investments Total Cost||447518
127893|706|Other Investments Total Book Value||447518
133205|703|Marketable Securities Total Cost|359821|450353
133206|704|Marketable Securities Total BookValue|359821|450353
133207|701|Retail Employees Credit Union|333062|450353
133208|701|Retail Employees Credit Money Market Fund|26754|450353
133209|705|Other Investments Total Cost||450353
133210|706|Other Investments Total Book Value|26260|450353
133211|702|Minneapolis Labor Temple Association Stock|23750|450353
125881|704|Marketable Securities Total BookValue|0|445303
125880|703|Marketable Securities Total Cost|0|445303
125882|705|Other Investments Total Cost|0|445303
125883|706|Other Investments Total Book Value|0|445303
123636|703|Marketable Securities Total Cost|39000|440227
123637|704|Marketable Securities Total BookValue|29479|440227
123638|701|644.168 Shares DWS Strategic Government Sec Fund-A|5694|440227
123639|701|487.737 Shares Principal Real Estate Fund Class B|7409|440227
123640|701|1154.973 Shares Principal LargeCap Blend Fund II|9684|440227
123641|701|579.908 Shares Principal Gov't High Quality Bond|6512|440227
123642|705|Other Investments Total Cost||440227
123643|706|Other Investments Total Book Value||440227
122728|703|Marketable Securities Total Cost|18332250|439247
122729|704|Marketable Securities Total BookValue|18332250|439247
122730|701|Victory Institutional Diversified Stock Fund|2132931|439247
122731|701|Victory Capital Series A Core Fixed Income LLC|8884114|439247
122732|705|Other Investments Total Cost|37986247|439247
122733|706|Other Investments Total Book Value|37986247|439247
122734|702|NYSUT Building Corporation -Trust |37986247|439247
127245|701|N/A|0|446840
127246|702|N/A|0|446840
124410|703|Marketable Securities Total Cost|0|442089
124411|704|Marketable Securities Total BookValue|0|442089
124412|705|Other Investments Total Cost|0|442089
124413|706|Other Investments Total Book Value|0|442089
129196|703|Marketable Securities Total Cost|41454|448506
129197|704|Marketable Securities Total BookValue|41454|448506
129198|701|Alliant Energy Corporation|9018|448506
129199|701|Black Hills Corporation|7752|448506
129200|701|ITC Holdings Corp|5220|448506
129201|701|Xcel Energy Inc.|6850|448506
129202|705|Other Investments Total Cost||448506
129203|706|Other Investments Total Book Value||448506
123355|701|N/A|0|439975
123356|702|N/A|0|439975
124189|701|N/A|0|441206
124190|702|N/A|0|441206
125485|701|N/A|0|444580
125486|702|N/A|0|444580
118495|701|T Rowe Price Equity Income Fund|441194|435443
118496|701|Harbor Capital Appreciation Fund|436199|435443
118497|703|Marketable Securities Total Cost|8663405|435443
118498|704|Marketable Securities Total BookValue|7956934|435443
118499|702|N/A|0|435443
147308|703|Marketable Securities Total Cost||475420
147309|704|Marketable Securities Total BookValue||475420
147310|705|Other Investments Total Cost||475420
147311|706|Other Investments Total Book Value||475420
123839|701|N/A|0|440420
123840|702|N/A|0|440420
134508|701|N/A|0|451034
134509|702|N/A|0|451034
136969|701|N/A|0|452244
136970|703|Marketable Securities Total Cost|59469|452244
136971|704|Marketable Securities Total BookValue|59469|452244
136972|702|N/A|0|452244
136973|705|Other Investments Total Cost|3072|452244
136974|706|Other Investments Total Book Value|3072|452244
117105|701|N/A|0|432765
117106|702|Merrill Lynch - Certificates of Deposit|227623|432765
117107|702|Jersey Trades FCU - Certificate of Deposit|256656|432765
117108|702|Jersey Trades FCU - Certificate of Deposit|23526|432765
117109|705|Other Investments Total Cost|507805|432765
117110|706|Other Investments Total Book Value|507805|432765
137233|701|Core Cash|4670|452304
137234|701|Interbond Fund|3097|452304
137235|701|vALUE fUND|4153|452304
137236|703|Marketable Securities Total Cost|11071|452304
137237|704|Marketable Securities Total BookValue|11920|452304
137238|702|N/A|0|452304
132282|703|Marketable Securities Total Cost||450006
132283|704|Marketable Securities Total BookValue|2210|450006
132284|705|Other Investments Total Cost||450006
132285|706|Other Investments Total Book Value||450006
125725|701|N/A|0|445091
125726|702|N/A|0|445091
139404|703|Marketable Securities Total Cost|0|461788
139405|704|Marketable Securities Total BookValue|0|461788
139406|705|Other Investments Total Cost|0|461788
139407|706|Other Investments Total Book Value|0|461788
138802|703|Marketable Securities Total Cost|178828|460299
138803|704|Marketable Securities Total BookValue|161082|460299
138804|701|RBC DAIN RAUCHER|17381|460299
138805|701|RBC DAIN RAUCHER|36981|460299
138806|701|RBC DAIN RAUCHER|106720|460299
138807|705|Other Investments Total Cost||460299
138808|706|Other Investments Total Book Value||460299
124596|703|Marketable Securities Total Cost|614056|442867
124597|704|Marketable Securities Total BookValue|614056|442867
124598|701|American Funds|146124|442867
124599|701|Lord Abbett Funds|55573|442867
124601|705|Other Investments Total Cost||442867
124602|706|Other Investments Total Book Value||442867
124600|701|Pimco|10815|442867
130579|701|N/A|0|449034
130580|702|N/A|0|449034
130581|705|Other Investments Total Cost|51245|449034
130582|706|Other Investments Total Book Value|51245|449034
127516|703|Marketable Securities Total Cost||447012
127517|704|Marketable Securities Total BookValue||447012
127518|705|Other Investments Total Cost||447012
127519|706|Other Investments Total Book Value||447012
124910|701|NA|0|443608
124909|704|Marketable Securities Total BookValue||443608
124911|705|Other Investments Total Cost|4200|443608
124912|706|Other Investments Total Book Value|4200|443608
124913|702|Plain Dealer|4200|443608
124908|703|Marketable Securities Total Cost||443608
133745|703|Marketable Securities Total Cost||450694
133746|704|Marketable Securities Total BookValue||450694
133747|701|N/A|0|450694
133748|705|Other Investments Total Cost|0|450694
133749|706|Other Investments Total Book Value|0|450694
129269|703|Marketable Securities Total Cost|0|448528
129270|704|Marketable Securities Total BookValue|0|448528
129271|705|Other Investments Total Cost|0|448528
129272|706|Other Investments Total Book Value|0|448528
131950|703|Marketable Securities Total Cost|827787|449801
131951|704|Marketable Securities Total BookValue|942624|449801
131952|701|franklin flex capital growth fund|182054|449801
131953|701|franklin income fund class a|118716|449801
131954|701|franklin us government|34935|449801
131955|701|franklin total return fund class a|45430|449801
131956|701|franklin rising dividends fd|110415|449801
131957|701|franklin balance sheet fund class a|153509|449801
131958|701|mutual global discovery class a|121755|449801
131959|701|templeton world fund class a|135961|449801
131960|701|templeton global bond fund class a|39849|449801
131961|705|Other Investments Total Cost||449801
131962|706|Other Investments Total Book Value||449801
137807|703|Marketable Securities Total Cost||454435
137808|704|Marketable Securities Total BookValue||454435
137809|705|Other Investments Total Cost||454435
137810|706|Other Investments Total Book Value||454435
125016|703|Marketable Securities Total Cost||443976
125017|704|Marketable Securities Total BookValue||443976
125018|705|Other Investments Total Cost|4575|443976
125019|706|Other Investments Total Book Value|4575|443976
116212|701|None|0|430719
116213|701|None|0|430719
116214|701|None|0|430719
116215|702|None|0|430719
137937|703|Marketable Securities Total Cost|204653|455805
137938|704|Marketable Securities Total BookValue|178640|455805
137939|701|HARTFORD CAPITAL APPRECIATION|11490|455805
137940|701|HARTFORD FLOATING RATE FUND|86522|455805
137941|701|HARTFORD CAP FLOAT RATE|28841|455805
137942|701|SEI GNMA|19276|455805
137943|701|HUNTINGTON FIXED INCOME SECURITIES FUND|9565|455805
137944|705|Other Investments Total Cost||455805
137945|706|Other Investments Total Book Value||455805
131423|703|Marketable Securities Total Cost|37939|449356
131424|704|Marketable Securities Total BookValue|37939|449356
131425|701|CGM Realty/CGMRX|2404|449356
131426|701|Fairholme-Mutual Fund|6496|449356
131427|701|Harbor-Mutual Fund|3765|449356
131428|701|Royal Alliance-Mutual Fund|22955|449356
131429|701|Royce-Mutual Fund|2319|449356
131430|705|Other Investments Total Cost||449356
131431|706|Other Investments Total Book Value||449356
138072|703|Marketable Securities Total Cost||456964
138073|704|Marketable Securities Total BookValue||456964
138074|705|Other Investments Total Cost||456964
138075|706|Other Investments Total Book Value||456964
134754|703|Marketable Securities Total Cost||451107
134755|704|Marketable Securities Total BookValue||451107
134756|705|Other Investments Total Cost|0|451107
134757|706|Other Investments Total Book Value||451107
124337|705|Other Investments Total Cost|70000|441814
124335|703|Marketable Securities Total Cost||441814
124338|706|Other Investments Total Book Value|80295|441814
124336|704|Marketable Securities Total BookValue||441814
131671|701|N/A|0|449563
131672|702|N/A|0|449563
125731|705|Other Investments Total Cost|0|445109
125729|703|Marketable Securities Total Cost|0|445109
125730|704|Marketable Securities Total BookValue|0|445109
125732|706|Other Investments Total Book Value|0|445109
130289|701|N/A|0|448935
130290|702|N/A|0|448935
130291|705|Other Investments Total Cost|90|448935
130292|706|Other Investments Total Book Value|90|448935
127212|701|N/A|0|446825
127213|702|N/A|0|446825
116368|701|N/A|0|430847
116369|702|36.56% Ownership in Building Corporation|850000|430847
116370|705|Other Investments Total Cost|850000|430847
116371|706|Other Investments Total Book Value|850000|430847
120657|701|N/A|0|436435
120658|702|N/A|0|436435
119815|701|N/A|0|436088
119816|702|N/A|0|436088
135476|701|N/A|0|451349
135477|702|NALC Building Corp, negative retained earnings|-51855|451349
145729|703|Marketable Securities Total Cost||470896
145730|704|Marketable Securities Total BookValue||470896
145731|701|N/A|0|470896
145732|705|Other Investments Total Cost||470896
145733|706|Other Investments Total Book Value||470896
145734|702|N/A|0|470896
133508|703|Marketable Securities Total Cost|0|450571
133509|704|Marketable Securities Total BookValue|0|450571
133510|705|Other Investments Total Cost|0|450571
133511|706|Other Investments Total Book Value|0|450571
126776|704|Marketable Securities Total BookValue||446443
126775|703|Marketable Securities Total Cost||446443
126777|701|N/A|0|446443
126778|705|Other Investments Total Cost||446443
126779|706|Other Investments Total Book Value||446443
126780|702|N/A|0|446443
130240|701|N/A|0|448920
130241|702|N/A|0|448920
137187|703|Marketable Securities Total Cost|107934|452295
137188|704|Marketable Securities Total BookValue|122528|452295
137189|701|Matrix - Mutual Funds|122528|452295
137190|705|Other Investments Total Cost||452295
137191|706|Other Investments Total Book Value||452295
128128|701|NA|0|447798
128131|702|NA|0|447798
128127|704|Marketable Securities Total BookValue||447798
128129|705|Other Investments Total Cost||447798
128130|706|Other Investments Total Book Value||447798
128126|703|Marketable Securities Total Cost||447798
138227|704|Marketable Securities Total BookValue||457563
138226|703|Marketable Securities Total Cost||457563
138228|701|N/A|0|457563
138229|705|Other Investments Total Cost||457563
138230|706|Other Investments Total Book Value||457563
124884|703|Marketable Securities Total Cost||443582
124885|704|Marketable Securities Total BookValue||443582
124886|705|Other Investments Total Cost|356805|443582
124887|706|Other Investments Total Book Value|356805|443582
124888|702|NATIONAL ASSOCIATION OF LETTER CARRIERS HOLDING AS|356805|443582
136687|703|Marketable Securities Total Cost|904429|452127
136688|704|Marketable Securities Total BookValue|904429|452127
136689|701|UBS Securities - Scholarship Fund|196078|452127
136690|701|Tropical Letter Carriers Holding Corporation|708351|452127
136691|705|Other Investments Total Cost||452127
136692|706|Other Investments Total Book Value||452127
137278|703|Marketable Securities Total Cost||452315
137279|704|Marketable Securities Total BookValue||452315
137280|705|Other Investments Total Cost|50000|452315
137281|706|Other Investments Total Book Value|50000|452315
137282|702|Certificate of Deposit |15000|452315
137283|702|Certificate of Deposit|15000|452315
137284|702|Certificate of Deposit|10000|452315
137285|702|Certificate of Deposit|10000|452315
124638|703|Marketable Securities Total Cost||443004
124639|704|Marketable Securities Total BookValue||443004
124640|705|Other Investments Total Cost||443004
124641|706|Other Investments Total Book Value||443004
136895|701|N/A|0|452219
136896|702|N/A|0|452219
124654|703|Marketable Securities Total Cost||443056
124655|704|Marketable Securities Total BookValue||443056
124656|705|Other Investments Total Cost||443056
124657|706|Other Investments Total Book Value||443056
129521|704|Marketable Securities Total BookValue||448621
129520|703|Marketable Securities Total Cost||448621
129522|705|Other Investments Total Cost|318135|448621
129523|706|Other Investments Total Book Value|318135|448621
129524|702|U, Inc., 1/2 Union Building|318135|448621
130529|703|Marketable Securities Total Cost||449009
130530|704|Marketable Securities Total BookValue||449009
130531|705|Other Investments Total Cost||449009
130532|706|Other Investments Total Book Value||449009
133884|701|N/A|0|450753
133885|702|N/A|0|450753
134338|701|N/A|0|450983
134339|702|N/A|0|450983
125010|703|Marketable Securities Total Cost||443905
125011|704|Marketable Securities Total BookValue||443905
125012|701|N/A|0|443905
125013|705|Other Investments Total Cost||443905
125014|706|Other Investments Total Book Value||443905
125015|702|N/A|0|443905
125983|703|Marketable Securities Total Cost|211194|445376
125984|704|Marketable Securities Total BookValue|211194|445376
125985|701|Franklin US Gov't Securities Fund Class A|50481|445376
125986|701|Franklin Floating Rate Daily Access Fund Class A|63817|445376
125987|701|Franklin Templeton Global Bond Fund Class A|48448|445376
125988|701|Franklin Strategic Income Fund Class|48448|445376
125989|705|Other Investments Total Cost||445376
125990|706|Other Investments Total Book Value||445376
127325|703|Marketable Securities Total Cost||446858
127326|704|Marketable Securities Total BookValue||446858
127327|705|Other Investments Total Cost|2229106|446858
127328|706|Other Investments Total Book Value|2229106|446858
127329|702|Investments at AXA Equitable|1549473|446858
127330|702|Investments at Genworth Life Insurance Company|508745|446858
127331|702|Investments at Jackson National Life Insurance |170888|446858
125959|701|N/A|0|445370
125960|702|N/A|0|445370
130949|703|Marketable Securities Total Cost|0|449195
130950|704|Marketable Securities Total BookValue||449195
130951|705|Other Investments Total Cost|0|449195
130952|706|Other Investments Total Book Value||449195
131908|703|Marketable Securities Total Cost||449765
131909|704|Marketable Securities Total BookValue||449765
131910|705|Other Investments Total Cost||449765
131911|706|Other Investments Total Book Value||449765
159418|703|Marketable Securities Total Cost|0|489459
159419|704|Marketable Securities Total BookValue|0|489459
159420|705|Other Investments Total Cost|0|489459
159421|706|Other Investments Total Book Value|0|489459
127702|701|N/A|0|447042
127703|702|N/A|0|447042
129254|703|Marketable Securities Total Cost|8590|448523
129255|704|Marketable Securities Total BookValue|4453|448523
129256|705|Other Investments Total Cost||448523
129257|706|Other Investments Total Book Value||448523
132524|701|N/A|0|450061
132525|702|N/A|0|450061
139391|703|Marketable Securities Total Cost|57087|461759
139392|704|Marketable Securities Total BookValue|57087|461759
139393|701|Morgan Stanley U.S. Trust A|23720|461759
139394|701|Morgan Stanley Pioneer Strategic Income B|33367|461759
139395|705|Other Investments Total Cost||461759
139396|706|Other Investments Total Book Value||461759
133942|703|Marketable Securities Total Cost||450783
133943|704|Marketable Securities Total BookValue||450783
133944|705|Other Investments Total Cost||450783
133945|706|Other Investments Total Book Value||450783
124317|703|Marketable Securities Total Cost|0|441799
124318|704|Marketable Securities Total BookValue|0|441799
124319|705|Other Investments Total Cost|0|441799
124320|706|Other Investments Total Book Value|0|441799
131811|703|Marketable Securities Total Cost||449672
131812|704|Marketable Securities Total BookValue||449672
131813|705|Other Investments Total Cost||449672
131814|706|Other Investments Total Book Value||449672
130565|701|N/A|0|449027
130566|702|N/A|0|449027
134906|701|0|0|451144
134909|701|0|0|451144
134907|701|0|0|451144
134905|701|0|0|451144
134908|701|0|0|451144
134910|701|0|0|451144
134911|701|0|0|451144
134912|701|0|0|451144
134913|701|0|0|451144
134914|701|0|0|451144
134915|701|0|0|451144
134919|705|Other Investments Total Cost|0|451144
134916|701|0|0|451144
134903|704|Marketable Securities Total BookValue|0|451144
134917|701|0|0|451144
134918|701|0|0|451144
134920|706|Other Investments Total Book Value|0|451144
134921|702|0|0|451144
134922|702|0|0|451144
134923|702|0|0|451144
134924|702|0|0|451144
134925|702|0|0|451144
134926|702|0|0|451144
134927|702|0|0|451144
134928|702|0|0|451144
134929|702|0|0|451144
134930|702|0|0|451144
134902|703|Marketable Securities Total Cost|0|451144
134904|701|0|0|451144
137146|703|Marketable Securities Total Cost||452286
137147|704|Marketable Securities Total BookValue||452286
137148|705|Other Investments Total Cost||452286
137149|706|Other Investments Total Book Value||452286
136303|703|Marketable Securities Total Cost||451907
136304|704|Marketable Securities Total BookValue||451907
136305|705|Other Investments Total Cost||451907
136306|706|Other Investments Total Book Value||451907
146859|703|Marketable Securities Total Cost||474214
146860|704|Marketable Securities Total BookValue||474214
146861|705|Other Investments Total Cost||474214
146862|706|Other Investments Total Book Value||474214
137196|701|N/A|0|452297
137197|702|N/A  AMALGAMATED BANK COMMON STOCK|25013|452297
137198|705|Other Investments Total Cost|25013|452297
137199|706|Other Investments Total Book Value|25013|452297
126151|706|Other Investments Total Book Value|0|445444
126148|703|Marketable Securities Total Cost|0|445444
126149|704|Marketable Securities Total BookValue|0|445444
126150|705|Other Investments Total Cost|0|445444
124378|701|N/A|0|441859
124379|702|N/A|0|441859
140493|703|Marketable Securities Total Cost||465344
140494|704|Marketable Securities Total BookValue||465344
140495|705|Other Investments Total Cost||465344
140496|706|Other Investments Total Book Value||465344
120678|703|Marketable Securities Total Cost||436440
120679|704|Marketable Securities Total BookValue||436440
120680|701|N/A|0|436440
120681|705|Other Investments Total Cost||436440
120682|706|Other Investments Total Book Value||436440
120683|702|N/A|0|436440
117834|701|N/A|0|433911
117835|702|N/A|0|433911
117881|701|N/A|0|433926
117882|702|N/A|0|433926
120934|701|N/A|0|436492
120935|702|N/A|0|436492
121563|701|N/A|0|436996
121564|702|N/A|0|436996
121106|701|N/A|0|436681
121107|702|N/A|0|436681
118479|701|N/A|0|435436
118480|702|N/A|0|435436
119144|701|N/A|0|435806
119145|702|N/A|0|435806
120684|701|N/A|0|436441
120685|702|N/A|0|436441
121922|703|Marketable Securities Total Cost|227774|437745
121923|704|Marketable Securities Total BookValue|227774|437745
121924|701|FEDERAL NATIONAL MORTGAGE ASSOC.|43350|437745
121925|701|GNMA II GUARANTEED PASS THROUGH|89441|437745
121926|701|FEDERAL HOME LOAN MORTGAGE|77822|437745
121927|705|Other Investments Total Cost||437745
121928|706|Other Investments Total Book Value||437745
121929|702|N/A|0|437745
119235|701|N/A|0|435841
119236|702|N/A|0|435841
120790|706|Other Investments Total Book Value||436458
120788|704|Marketable Securities Total BookValue||436458
120789|705|Other Investments Total Cost||436458
120787|703|Marketable Securities Total Cost||436458
118318|701|N/A|0|435370
118319|702|N/A|0|435370
120354|701|N/A|0|436314
120355|702|N/A|0|436314
119173|701|N/A|0|435814
119174|702|N/A|0|435814
119619|701|N/A|0|435940
119620|702|N/A|0|435940
120352|701|N/A|0|436313
120353|702|N/A|0|436313
118306|701|N/A|0|435364
118307|702|N/A|0|435364
119312|701|N/A|0|435883
119313|702|N/A|0|435883
118640|701|N/A|0|435475
118641|702|N/A|0|435475
121343|706|Other Investments Total Book Value||436851
121341|704|Marketable Securities Total BookValue||436851
121342|705|Other Investments Total Cost||436851
121340|703|Marketable Securities Total Cost||436851
120150|701|N/A|0|436259
120151|702|N/A|0|436259
