OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
13644|Fifth Third Bank|87000|0|5500|0|81500|433287
13649|NONE|0|0|0|0|0|433401
13650|General Motors Acceptance Corp|43512|0|8702|0|34810|433438
13652|NO.CA. CARPENTERS REGIONAL COUNCIL|2841431|0|147986|0|2693445|433559
13653|HUNTINGTON NATIONAL BANK|7371|0|4286|0|3085|433560
13654|HUNTINGTON NATIONAL BANK|7560|0|4419|0|3141|433560
13655|KEY BANK|69453|0|31192|0|38261|433560
13656|NONE|0|0|0|0|0|433563
13657|NJ State Fraternal Order of Police|267925|0|55925|0|212000|433725
13662|SunTrust|44128652|2152156|5779160|0|40501648|433809
13667|NOTE PAYABLE AFL-CIO|4146|0|4146|0|0|433918
13671|Ikon|796|0|796|0|0|433928
13672|Great American Leasing|824|0|824|0|0|433928
13674|None|0|0|0|0|0|433938
13679|BANK OF AMERICA|7995|0|2922|0|5073|433949
13680|IBEW FCU|12650|0|4482|0|8168|433949
13681|PRAIRIELAND CREDIT UNION|8612|0|6319|0|2293|433951
13682|PRAIRIELAND CREDIT UNION|12434|0|4989|0|7445|433951
13683|PRAIRIELAND CREDIT UNION|15854|0|4893|0|10961|433951
13684|None|0|0|0|0|0|433955
13685|CARPENTERS DISTRICT COUNCIL OF ST. LOUIS AND VICIN|553499|0|36295|0|517204|433969
13686|None - Not Applicable|0|0|0|0|0|433971
13687|IBEW LU 278 FCU I|6162|0|6162|0|0|433974
13688|IBEW LU 278 FCU J|4169|0|4169|0|0|433974
13689|IBEW LU 278 FCU K|0|10959|4570|0|6389|433974
13690|IBEW LU 278 FCU L|0|4554|386|0|4168|433974
13691|IBEW LU 278 FCU  M|0|17250|736|0|16514|433974
13692|MORTGAGE ON BUILDING|249377|0|10567|0|238810|434016
13695|DUE TO GMAC CREDIT|12256|0|7649|0|4607|434097
13697|NOT APPLICABLE|0|0|0|0|0|434103
13698|None|0|0|0|0|0|434141
13699|Bank of America|484800|0|21444|0|463356|434222
13700|Bryn Mawr Trust|0|100000|3312|0|96688|434245
13701|NONE|0|0|0|0|0|434253
13702|CHRYSLER FINANCIAL|33688|0|5425|0|28263|434254
13704|PEC COLONIAL BANK|200000|0|200000|0|0|435329
13706|Ford Motor Credit|41094|0|32243|0|8851|435348
13707|PACIFIC NW IRONWORKERS FEDERAL CU|0|14479|2288|0|12191|435361
13708|Brien Motors|47253|0|14042|0|33211|435363
13709|RHINEBECK SAVINGS BANK|16811|0|3330|0|13481|435390
13710|SARATOGA NATIONAL BANK|23684|0|4325|0|19359|435390
13715|FIRST UNITED BANK & TRUST|0|20667|2133|0|18534|435408
13716|XEROX CORP|4581|0|1895|0|2686|435416
13717|BANTERRA BANK|12981|0|9042|0|3939|435416
13718|BANK OF MARION|0|328802|0|0|328802|435416
13719|NONE|0|0|0|0|0|435419
13720|NONE|0|0|0|0|0|435420
14218|CWA NATIONAL|178395|0|6096|0|172299|440188
14219|Certificates payable|3350|0|0|0|3350|440192
14220|Auto loan|35148|0|6491|0|28657|440192
14221|COMM WORKERS OF AMERICA|215668|0|6165|0|209503|440197
14222|NEAFCU|0|60000|3677|0|56323|440200
14223|CHASE AUTOMOTIVE FINANCE|643|0|643|0|0|440204
14224|NISSAN MOTOR ACCEPTANCE|19067|0|0|13828|5239|440204
14225|SOUTHEAST FINANCIAL FEDERAL CU|67568||67568||0|440209
14226|CWA International|0|1295|1295|0|0|440227
14227|Amcore(Bldg Loan)|650000|850000|42397||1457603|440283
14228|BUSINESS VEHICLE FINANCE|0|21997|7448|0|14549|440310
14229|CHRYSLER FINANCIAL|0|24300|6480|0|17820|440310
13733|GMAC|1339|0|1339|0|0|435442
13734|NONE|0|0|0|0|0|435450
13735|NONE|0|0|0|0|0|435454
13736|Sovereign Bank|0|18892|3275|0|15617|435467
13737|Sovereign Bank|11328|0|11328|0|0|435467
14230|FORD CREDIT|0|50447|46419|0|4028|440310
14231|GMAC|0|94595|20818|17199|56578|440310
13759|NONE|0|0|0|0|0|435553
13760|GMAC|0|29911|0|0|29911|435556
13761|Lessor-Xerox|2431|0|2431|0|0|435559
13762|Lessor-Pitney Bowes|1244|0|1244|0|0|435559
13763|Lessor-Wells Fargo|10239|0|10239|0|0|435559
13764|Lessor-Wells Fargo|546247|0|169267|0|376980|435559
13765|Lessor-Wells Fargo|224601|0|121124|0|103477|435559
13766|Lessor-Pitney Bowes|12640|0|12640|0|0|435559
13767|Lessor-Wells Fargo|38287|0|38287|0|0|435559
13768|Lessor-Xerox|28396|0|22496|0|5900|435559
13769|Lessor-Xerox|16965|0|13440|0|3525|435559
13770|Lessor-Xerox|14049|0|6240|0|7809|435559
13771|Lessor-Wells Fargo|22390|0|8993|0|13397|435559
13772|INTERNATIONAL|2160000|0|1080000|0|1080000|435560
13775|NONE|0|0|0|0|0|435585
13776|NONE|0|0|0|0|0|435587
13777|None|0|0|0|0|0|435591
13778|EDWARD JONES|142356|0|142356|0|0|435611
13783|ILLINOIS NATIONAL BANK|0|263084|2994|0|260090|435625
13784|GMAC|0|63468|0|0|63468|435629
13785|GMAC|0|58898|6544|0|52354|435629
13786|XEROX CORPORATION|9131|0|1489|0|7642|435635
13787|NONE|0|0|0|0|0|435636
13788|NONE|0|0|0|0|0|435645
13789|NO. CA CARPENTERS REGIONAL COUNCIL|2682543|400000|24799|0|3057744|435648
13790|Const. Ind. Resources|0|1412|1075|0|337|435653
13791|Local 324 Health Fund|0|19445|16798|0|2647|435653
13792|Chase Bank|0|375000|0|0|375000|435653
13793|U.S. Bank|0|62331|0|0|62331|435653
13794|GMAC Financing|0|554145|28026|0|526119|435653
13800|GMAC Financial|47799|0|11842|0|35957|435655
13801|First National Bank|236862|0|6733|0|230129|435662
13802|NONE|0|0|0|0|0|435672
13803|N/A|0|0|0|0|0|435690
13804|Automobile|2619|31241|7992|0|25868|435692
13805|Midwest Carpenters & Millwrights FCU|0|85900|6542|0|79358|435693
13806|AFT Loan (7/07)|16861|0|16861|0|0|435694
13807|NONE|0|0|0|0|0|435695
13808|NONE|0|0|0|0|0|435696
13809|NONE|0|0|0|0|0|435698
13810|NONE|0|0|0|0|0|435703
13811|NONE|0|0|0|0|0|435715
13812|Payment on Mortgage|0|0|6910|0|0|435716
13813|NONE|0|0|0|0|0|435720
13814|Ford Motor Credit Co|19151|0|4690|0|14461|435723
13815|JPMORGAN CHASE BANK|0|219000|33160|0|185840|435724
13816|MORTGAGE NOTE PAYABLE|506843|0|30502|0|476341|435725
13817|NONE|0|0|0|0|0|435743
13818|None|0|0|0|0|0|435770
13819|Bancorp South|60333|0|684|0|59649|435776
13820|One Thirteen Credit Union|133632|0|133632|0|0|435779
13821|CSEA, Retirees Council 400|38318|0|20654|0|17664|435780
13822|GMAC FINANCING CORP|0|37927|9217|0|28710|435786
13823|M&T Bank|492001|0|258297|0|233704|435787
13824|M&T Bank - Line of Credit|0|9926|5040|0|4886|435791
13825|Daimler Chrysler Truck Financial|32481|0|12064|0|20417|435796
13826|Brotherhood Bank|512249|0|36313|0|475936|435804
13827|NONE|0|0|0|0|0|435805
13828|None|0|0|0|0|0|435815
13829|GATEWAY METRO CREDIT UN|10625|0|8125|0|2500|435816
13830|NONE|0|0|0|0|0|435829
13831|NONE|0|0|0|0|0|435839
13832|NONE|0|0|0|0|0|435866
13833|COMMERCE BANK LINE OF CREDIT|1300000|0|350000|0|950000|435870
13834|Automobile Loan|0|23722|2947|0|20775|435871
13835|FORD MOTOR CREDIT|33243|0|6046|0|27197|435873
13836|FORD MOTOR CREDIT|18844|0|7613|0|11231|435873
13837|FORD MOTOR CREDIT|17844|0|7613|0|10231|435873
13838|NONE|0|0|0|0|0|435876
13839|WILMINGTON TRUST COMPANY|587488|0|0|0|587488|435877
13840|FIRST BANK OF DELAWARE|5400092|0|92904|0|5307188|435877
13841|FIRST BANK OF DELAWARE|790316|0|10363|0|779953|435877
13842|PREFERRED ELECTRIC|57700|0|22440|0|35260|435877
13843|ATLANTIC STEEL|6705|0|6705|0|0|435877
13844|FIRST BANK OF DELAWARE|344563|0|72036|0|272527|435877
13845|FIRST BANK OF DELAWARE|424445|0|0|0|424445|435877
13846|CHASE BANK|0|22176|2700|0|19476|435877
13847|None|0|0|0|0|0|435879
13848|NONE|0|0|0|0|0|435881
13850|NONE|0|0|0|0|0|435883
13854|NONE|0|0|0|0|0|435887
13855|NONE|0|0|0|0|0|435895
13856|CHRYSLER FINANCIAL|72340|0|20329|0|52011|435899
13857|CITI FINANCIAL|31199|0|4609|0|26590|435899
13858|N/A|0|0|0|0|0|435901
13859|AUTOMOBILE LOAN|13614|17526|4159|0|26981|435902
13860|S&T Bank Line of Credit|2719|9417|4700|0|7436|435918
13861|Wachovia Margin Account|5023|565|5588|0|0|435918
13862|GMAC Financing|68605|0|43206|0|25399|435918
13863|First National Bank|0|48052|12171|0|35881|435918
13864|BANK OF HAWAII MORTGAGE|1850000|0|500000|0|1350000|435929
13865|CWA LOAN I|538367|0|88050|0|450317|435933
13866|CWA LOAN II|848812|0|52100|0|796712|435933
13871|NONE|0|0|0|0|0|435955
13872|FORD CREDIT|4337|21083|4946|0|20474|435958
13873|TELEPHONE SYSTEM|7778|0|3795|0|3983|436007
14241|National CWA|237242|0|225546|11696|0|440388
13875|AMALGAMATED BANK|9242314|0|0|9242314|0|436013
13876|XEROX CORPORATION|0|11455|520|0|10935|436015
13877|CREDIT CARDS|5617|12913|5617|0|12913|436019
13878|NONE|0|0|0|0|0|436026
13879|GMAC - AUTOMOBILE LOAN|11850|0|4656|0|7194|436031
13880|PNC BANK NA|0|135700|0|0|135700|436032
13881|Vacation Loan Payable|108155|0|108155|0|0|436058
13882|CHASE BANK|178711|38041|4312|0|212440|436065
13883|Chrysler Credit|14329|0|7571|0|6758|436079
13884|GMAC Financing|16670|0|7366|0|9304|436079
13885|Rochester Carpenters Local 85|358915|3000|361915|0|0|436084
13886|Local 85 Building Corp|0|102977|0|0|102977|436084
13887|NONE|0|0|0|0|0|436094
13888|UNITED LEASING ASSOCIATES|10746|0|3411|0|7335|436099
13889|Auto Loan  47004|0|34368|0|0|34368|436100
13890|Auto Loan  46989|0|33149|0|0|33149|436100
13891|CREDIT CARD BALANCES|14160|14428|14160|0|14428|436108
13892|UNCLAIMED VACATION FUND CHECKS AND PAYROLL OVERPAY|8493|0|117|0|8376|436108
13893|NET CONTRACTOR OVERPAYMENTS|391|0|391|0|0|436108
13894|None|0|0|0|0|0|436155
13895|NOTE PAYABLE TO NCCRC|1964717|0|40093|0|1924624|436168
13896|None|0|0|0|0|0|436175
13897|THE BRYN MAWR TRUST CO.|520000|0|260000|0|260000|436176
13898|HEALTH & WELFARE FUND|579090|0|473173|0|105917|436176
13899|RBC Bank|16759|0|16759|0|0|436183
13900|Ford Credit|14137|0|14137|0|0|436183
13901|NONE|0|0|0|0|0|436185
13902|NONE|0|0|0|0|0|436186
13903|None|0|0|0|0|0|436187
13921|COMMUNITY BANK|101359|0|8415|0|92944|436205
13926|NONE|0|0|0|0|0|436210
13931|JP Morgan Chase|26292|0|26292|0|0|436230
13932|NONE|0|0|0|0|0|436248
13933|FIFTH THIRD BANK AUTO LOAN|22574|0|5617|16957|0|436266
13934|FORD CREDIT AUTO LOAN|0|46618|2939|0|43679|436266
13937|None|0|0|0|0|0|436270
13938|NONE|0|0|0|0|0|436278
13939|Bank of Nashville|4070|0|4070|0|0|436279
13940|Regions Bank Credit Lines|73084|85666|0|0|158750|436279
13941|Regions Bank|812862|0|35017|0|777845|436279
13942|Regions Bank|145202|0|24435|0|120767|436279
13943|F & M Bank|249866|8312|0|0|258178|436279
13944|F & M Bank|0|29960|0|0|29960|436279
13945|Carroll Bank & Trust|0|38000|9808|0|28192|436279
13946|Pinnacle National Bank|0|250000|0|0|250000|436279
13947|GMAC|0|47391|0|0|47391|436285
13948|NONE|0|0|0|0|0|436293
13949|Ford Credit|263441|61657|83333|0|241765|436296
13950|NONE|0|0|0|0|0|436300
13951|Lori Hatfield|1975|3419|3690|0|1704|436306
13952|BANK RI|0|500000|11873|0|488127|436308
13953|NO CALIFORNIA CARPENTERS REGIONAL COUNCIL|230983|0|51560|0|179423|436312
13954|UNITED LABOR BANK LOAN|182777|0|1991|0|180786|436316
13955|UNITED LABOR CREDIT CARD|8550|346|8896|0|0|436316
13956|Vehicle loan|6445|0|3626|0|2819|436327
13957|NONE|0|0|0|0|0|436328
13960|United Leasing|21285|0|4565|0|16720|436345
13962|Suntrust Bank|49870|0|14678|0|35192|436353
13989|Powernet Credit Union|75000|249950|76565|0|248385|436389
13990|GMAC|0|27101|1856|0|25245|436394
13991|BOILERMAKER BANK & TRUST CO.|77000|0|77000|0|0|436395
13993|ATLANTA POSTAL CREDIT UNION|0|190000|90883|0|99117|436441
13994|FIRST COLLINSVILLE BANK|111632|0|34357|0|77275|436444
13995|NONE|0|0|0|0|0|436457
13996|APCU|0|17000|17000|0|0|436458
13997|TRUCK NOTE-CHASE BANK|12708|0|3564|0|9144|436460
13998|AMALGAMATED BANK OF CHICAGO|9000000|0|2400000|0|6600000|436462
13999|EAGLE BANK|0|8100000|945000|0|7155000|436462
14002|NONE|0|0|0|0|0|436466
14004|M&M Bank - Auto Loan|0|10055|783|0|9272|436473
14005|NONE|0|0|0|0|0|436482
14006|FORD CREDIT|13544|0|6521|0|7023|436484
14007|Wachovia|1903061|0|640702|0|1262359|436486
14008|n/a|0|0|0|0|0|436490
14009|NONE|0|0|0|0|0|436547
14010|EQUIPMENT LOAN PAYABLE|47912|0|47912|0|0|436576
14011|NONE|0|0|0|0|0|436579
14232|CITIZENS BANK|1103438|0|315168|0|788270|440347
14013|AMALGAMATED BANK|13750000|0|7500000|0|6250000|436589
14014|TEXAS GULF BANK|111544||8480||103064|436591
14015|N/A|0|0|0|0|0|436631
14016|Depaula Chevrolet Hummer, Inc.|0|60551|6728|0|53823|436682
14017|Depaula Chevrolet Hummer, Inc.|0|49664|5518|0|44146|436682
14018|Depaula Chevrolet Hummer, Inc.|0|49412|5490|0|43922|436682
14019|Powernet Credit Union|20328|0|9392|0|10936|436709
14020|The Savannah Bank|339043|0|21982|0|317061|436774
14021|Bank of America Line of Credit|25000|0|25000|0|0|436777
14022|Alliance Bank|13238|0|2777|0|10461|436777
14023|SunTrust|45868|0|8044|0|37824|436793
14034|N/A|0|0|0|0|0|436846
14035|Bank of America 1st Floor|278664|0|8572|0|270092|436868
14036|Bank of America 2nd Floor|1265144|0|39362|0|1225782|436868
14037|Bank of America Auto|94855|0|19353|14519|60983|436868
14038|WELLS FARGO|0|105951|105951|0|0|436932
14039|NONE|0|0|0|0|0|436974
14040|N/A|0|0|0|0|0|436975
14041|Mortgage Payable|388118|0|388118||0|436983
14042|KEY BANK - 4901 MAYFLOWER|74|0|74|0|0|436987
14043|IRONWORKERS DISTRICT COUNCIL 16|22089|0|12244|0|9845|436989
14044|MEMBER|0|20000|10000|0|10000|436989
14045|GMAC CREDIT CORPORATION|227912|165555|133488|0|259979|436991
14046|S&T BANK|354444|0|0|354444|0|436991
14047|MARSHALL ELEVATOR|51300|0|49963|0|1337|436991
14048|SECURITY DEPOSIT|5400|0|600|0|4800|436991
14049|BUILDERS HARDWARE|2987|0|2987|0|0|436991
14050|DUE TO TRAINEE'S|750|12700|0|0|13450|436991
14051|GOOSEBUMPS|0|6770|0|0|6770|436991
14052|ALL SYSTEMS FIRE|0|10698|0|0|10698|436991
14053|PNC|0|661000|0|0|661000|436991
14054|United  Labor Bank|7689|0|1538|0|6151|436994
14055|UNION YES FED CR UN|231379|0|8504|0|222875|436995
14056|GMAC -BUICK LA CROSSE|0|23555|3492|0|20063|436998
14058|CITY NATIONAL BANK|114581|0|101676|0|12905|437006
14059|CHASE CAR LOAN|13807|0|3208|0|10599|437007
14060|J.P MORGAN|24212|0|4799|0|19413|437007
14061|ALLAY|41861|0|4519|0|37342|437007
14062|ALLAY|23077|0|4376|0|18701|437007
14063|JAY BECKMAN, TREASURER|0|5000|0|0|5000|437012
14064|NICOLE KENNELLY, EXEC. DIR.|0|3500|0|0|3500|437012
14067|Firsts Trad Union Bank - Roof loan|28903|0|7710|0|21193|437167
14068|BANCO POPULAR DE PR|1137100|0|29290|0|1107810|437212
14069|COOP DE A&C BO QUEBRADA|62653|0|2414|0|60239|437212
14070|NONE|0|0|0|0|0|437216
14071|Farmers & Mechanis Bank, Galesburg, IL|3077|0|3077|0|0|437230
14072|First Bank, Galesburg, IL|12562|0|3303|0|9259|437230
14073|M&T BANK|21756|0|5842|0|15914|437244
14074|GMAC|26451|0|7013|0|19438|437244
14075|GMAC|21763|0|5743|0|16020|437244
14076|GMAC|17235|0|3629|0|13606|437250
14077|NONE|0|0|0|0|0|437302
14078|FORD MOTOR CREDIT-TAURUS|5956|0|1914|0|4042|437469
14079|FORD MOTOR CREDIT-FOCUS|7737|0|2499|0|5238|437469
14080|ALB TEACHERS FEDERATION|40212|0|13404|0|26808|437469
14081|FORD MOTOR CREDIT-08 FOCUS|0|10341|2105|0|8236|437469
14082|FORD MOTOR CREDIT-09 FOCUS|0|11164|880|0|10284|437469
14083|NONE|0|0|0|0|0|437581
14084|KEY CORPORATE CAPITAL INC|2508|0|1320|0|1188|437590
14096|NONE|0|0|0|0|0|437655
14097|NONE|0|0|0|0|0|437810
14098|Auto Loan|0|33050|1931|0|31119|437813
14101|Inter-tel|8094||8094||0|437955
14102|Fidelity Federal Bank- Mortgage|98757|0|10924|0|87833|438028
14103|Fidelity Federal Bank- Auto Loan|25793|0|6156|0|19637|438028
14104|Canon Financial|15998|0|3678|0|12320|438195
14105|EAST SIDE NEIGHBORHOOD DEV.|10997|0|0|1571|9426|438196
14106|CEFCU|21170|0|13991|0|7179|438268
14108|GMAC|0|58215|11643|0|46572|438335
14109|GMAC AUTO LOAN 2007|2931|0|2714|217|0|438348
14110|GMAC AUTO LOAN 2008|15056|0|4974|0|10082|438348
14111|GMAC AUTO LOAN 2006|3226|0|3226|0|0|438348
14112|GMAC AUTO LOAN 2010|0|15062|1227|0|13835|438348
14118|Minnequa Works Fed Credit Union|18210|0|12626|0|5584|438520
14119|Plumbers & Pipefitters Local 58|232273|0|232273|0|0|438520
14122|NONE|0|0|0|0|0|438525
14124|GMAC - 2005 BUICK LESABRE|8703|0|4268|0|4435|438538
14125|IMCU 2005 BUICK PARK AVENUE|14063|0|2569|0|11494|438538
14126|IMCU|22532|0|1980|0|20552|438538
14133|GMAC - Car Loan|20787|0|6396|0|14391|438552
14134|Local 108 Health Expense Benefit Plan|0|50000|0|0|50000|438555
14136|COOP A/C CASA DEL TRABAJADOR|28297|0|5297|0|23000|438560
14137|COOP A/C CASA DEL TRABAJADOR|2593|5000|4614|0|2979|438560
14138|DE LAGE FINANCIAL|8077|23606|8077|0|23606|438560
14139|VEGA COOP - MORTGAGE|609271|0|2409|0|606862|438560
14143|PNC Bank|317022|0|15995|0|301027|438790
14146|KC DISTRICT COUNCIL|15000|0|0|0|15000|438904
14148|BANK OF AMERICA|1030878|0|89180|0|941698|438955
14149|MILESTONE|45420|0|17478|0|27942|438955
14150|N/A|0|0|0|0|0|438956
14151|AFSCME International|0|675000|350000||325000|439004
14152|Ally|0|0|7474||18081|439004
14156|None|0|0|0|0|0|439157
14157|GMAC/ALLY|24438||5148||19290|439167
14158|GMAC/ALLY||28010|700||27310|439167
14159|GMAC/ALLY||28435|0|0|28435|439167
14160|NONE|0|0|0|0|0|439168
14167|New England Regional Council|103812|0|11474|0|92338|439323
14168|Cambridge Savings Bank|3878366|0|105555|0|3772811|439324
14169|Service Employees Int'l Union|1799245|0|733040|0|1066205|439324
14171|Bank of America|0|12801000|12801000|0|0|439331
14177|N/A|0|0|0|0|0|439414
14178|Mortgage payable Key Bank - Auburn Building|1488173|0|35822|0|1452351|439424
14187|CWA, WASHINGTON, DC|0|334000|0|6661|327339|439440
14188|COMMERCE BANK, MORTGAGE|331996|0|331996|0|0|439440
14193|GMAC|17538|0|1475|16063|0|439448
14194|GMAC|0|36427|3542|0|32885|439448
14195|BANK OF AMERICA MORTGAGE|0|8311363|34631|0|8276732|439460
14197|MACATAWA BANK|157231|0|34613|0|122618|439704
14198|Advanced Dues from National|0|68100|68100|0|0|439709
14199|Mount Washington Bank|58794|0|20589|0|38205|439826
14200|Ford Credit|17109|0|17109|0|0|439860
14201|Ford Credit|17181|0|4088|0|13093|439860
14202|Ford Credit|0|23824|0|0|23824|439860
14205|ILLINOIS NATIONAL BANK|0|29521|1145|0|28376|439915
14206|CHASE BANK ACCOUNT #0083|358001|0|144000|0|214001|439955
14207|NONE|0|0|0|0|0|440032
14208|none|0|0|0|0|0|440035
14209|Ford Credit Company|10265|0|10265|0|0|440041
14210|SOUTHSIDE BANK|5049|0|5049|0|0|440057
14211|SOUTHSIDE BANK|17092|0|6093|0|10999|440057
14213|CWA MORTGAGE|148151|0|6212|0|141939|440132
14214|CWA AFL-CIO, CLC National Union|954704|0|25251|0|929453|440148
14215|FORD MOTOR CREDIT|0|27751|7708|0|20043|440164
14216|LINE OF CREDIT|0|50000|40000|0|10000|440164
14233|FORD CREDIT|0|21218|2824|0|18394|440347
14234|FORD MOTOR CREDIT|37873|0|0|37873|0|440353
14507|GE Capital|62876|||46810|16066|446191
14242|PNC Bank, N.A.|0|225000|3327|0|221673|440388
14243|NONE|0|0|0|0|0|440419
14244|PNC Bank|0|30000|564||29436|440422
14246|CWA International|51165|0|33560|0|17605|440467
14247|GMAC|0|87178|13319|0|73859|440469
14248|GMAC|0|58550|8945|0|49605|440469
14249|CWA - To Construct Union Hall|8050||8050||0|440485
14252|Comm Workers of America|971014|0|20024|0|950990|440509
14253|C.W.A. AFL-CIO NAT'L UNION|175338|0|30492|0|144846|440515
14254|UNION YES FCU- LINE OF CREDIT|242107|75000|41351|0|275756|440515
14255|UNION YES FCU- AUTO LOAN|10179|0|3249|0|6930|440515
14256|UNION YES FCU- AUTO LOAN|10695|0|3184|0|7511|440515
14257|UNION YES FCU- AUTO LOAN|10773|0|3411|0|7362|440515
14258|UNION YES FCU- AUTO LOAN|11427|0|3346|0|8081|440515
14259|UNION YES FCU- AUTO LOAN|11427|0|3346|0|8081|440515
14260|UNION YES FCU- AUTO LOAN|6454|4878|3317|0|8015|440515
14261|UNION YES FCU- AUTO LOAN|9817|0|2924|0|6893|440515
14262|UNION YES FCU- AUTO LOAN|12158|0|3342|0|8816|440515
14263|UNION YES FCU- AUTO LOAN|44611|0|7073|0|37538|440515
14264|Various members|589938|548295|447431|0|690802|440516
14265|Southeast Financial Credit Union|40878|46500|16333||71045|440525
14266|UFT EDUCATIONAL FOUNDATION, INC.|861192|0|861192|0|0|440526
14267|REVOLVING CREDIT LOAN - AMALGAMATED BANK|5000000|57000000|53000000|0|9000000|440526
14268|260 PARK AVENUE REALTY CORP.|41232961|0|21973|9922|41237388|440526
14269|49 EAST 21 COMPANY, INC.|8433127|0|5200|0|8433127|440526
14270|HEWLETT-PACKARD FINANCIAL SERVICES COMPANY|0|189258|47389|15763|126106|440526
14271|DE LAGE LANDEN FINANCIAL SERVICES|0|77419|19033|0|58386|440526
14272|CWA -NATIONAL OFFICE|3955511|0|38811||3916700|440540
14273|SBC CAPITAL SERVICE - 1|28208||5837||22371|440540
14274|SBC CAPITAL SERVICE - 2|10560|0|3864||6696|440540
14275|DUE TO NATIONAL|506436|0|11913|0|494523|440542
14276|CWA 1109 BUILDING CORP|16932|0|16932|0|0|440542
14277|DUE TO CWA 1109 PENSION FUND|136559|0|136559|0|0|440542
14281|CWA INTERNATIONAL|32313|0|10271|0|22042|440625
14400|JP Morgan Chase|87064|0|13501|0|73563|444358
14283|CWA NATIONAL|826580|0|0|6636|819944|440785
14284|Bank of America|193054|0|193054||0|440804
14286|United Nurses Assoc/UHCP|27154|204247|201071|0|30330|441040
14287|BANK OF AMERICA CREDIT CARD|15504|3613|||19117|441042
14288|CHILD AND ELDER CARE|34666||34666||0|441042
15428|GMAC|0|19606|0|0|19606|452090
14289|BENEFITS ADMIN PROGRAM|4500||4500||0|441042
14290|NEGATIVE BAL RECEIVABLE|9|321|9||321|441042
14293|Bergman Loan Note|9432|0|9407|25|0|441044
14294|Apple Enterprise Services|10142|0|5031|0|5111|441044
14295|Note payable - CWA ternational|3789|0|2167|0|1622|441206
14296|OPEIU International|42000|0|0|0|42000|441207
