OID|INV_TYPE|NAME|AMOUNT|RPT_ID
312999|701|PIMCO MODERATE DURATION FUND|3131626|685517
313000|705|Other Investments Total Cost||685517
313001|706|Other Investments Total Book Value||685517
295508|703|Marketable Securities Total Cost|0|665709
295509|704|Marketable Securities Total BookValue|0|665709
295510|705|Other Investments Total Cost|0|665709
295511|706|Other Investments Total Book Value|0|665709
295885|705|Other Investments Total Cost||666148
295886|706|Other Investments Total Book Value||666148
295877|704|Marketable Securities Total BookValue|2207211|666148
295878|701|Principal Capital Appreciation Fund|122355|666148
295879|701|Principal Equity Income Fund|143641|666148
295880|701|Principal Midcap Fund Class A|157020|666148
295881|701|Principal Government & High|344807|666148
295882|701|Principal Sam Flexible Income|725312|666148
295883|701|Principal Short-Term Income|349000|666148
295884|701|Principal Income Fund Class A|267366|666148
295876|703|Marketable Securities Total Cost|2060964|666148
308456|705|Other Investments Total Cost||681965
308454|703|Marketable Securities Total Cost||681965
308457|706|Other Investments Total Book Value||681965
308455|704|Marketable Securities Total BookValue||681965
289592|703|Marketable Securities Total Cost|5416581|656517
289593|704|Marketable Securities Total BookValue|5373116|656517
289594|705|Other Investments Total Cost|122936|656517
289595|706|Other Investments Total Book Value|702939|656517
289596|702|Investment in UFCW Local 1776 Limited Partnership|702939|656517
291492|703|Marketable Securities Total Cost|0|658298
291493|704|Marketable Securities Total BookValue|0|658298
291494|705|Other Investments Total Cost|0|658298
291495|706|Other Investments Total Book Value|0|658298
302533|703|Marketable Securities Total Cost|64763|670635
302534|704|Marketable Securities Total BookValue|70123|670635
302535|701|PIMCO PAC NVT MGMT SER LOW DURATION FUND|5335|670635
302536|701|PIMCO PAC INVT MGMT TOTAL RETURN FUND|34687|670635
302537|705|Other Investments Total Cost||670635
302538|706|Other Investments Total Book Value||670635
293769|703|Marketable Securities Total Cost||663240
293770|704|Marketable Securities Total BookValue||663240
293771|705|Other Investments Total Cost||663240
293772|706|Other Investments Total Book Value||663240
304101|703|Marketable Securities Total Cost||671597
304102|704|Marketable Securities Total BookValue||671597
304103|705|Other Investments Total Cost||671597
304104|706|Other Investments Total Book Value||671597
304617|704|Marketable Securities Total BookValue|16483|671923
304616|703|Marketable Securities Total Cost|12661|671923
304618|701|Core Cash|4676|671923
304619|701|Interboond Fund|3686|671923
304620|701|Value Fund|8121|671923
304621|705|Other Investments Total Cost||671923
304622|706|Other Investments Total Book Value||671923
293090|703|Marketable Securities Total Cost|2210|661254
293091|704|Marketable Securities Total BookValue|2210|661254
293092|705|Other Investments Total Cost||661254
293093|706|Other Investments Total Book Value||661254
293013|703|Marketable Securities Total Cost|0|661205
293014|704|Marketable Securities Total BookValue|0|661205
293015|705|Other Investments Total Cost|0|661205
293016|706|Other Investments Total Book Value|0|661205
292826|703|Marketable Securities Total Cost|0|660096
292827|704|Marketable Securities Total BookValue|0|660096
292828|705|Other Investments Total Cost|0|660096
292829|706|Other Investments Total Book Value|0|660096
305624|703|Marketable Securities Total Cost|463509|672551
305625|704|Marketable Securities Total BookValue|463838|672551
305626|701|AMERN US GOVT SECS FUND CL A|90062|672551
305627|701|BOND FUND OF AMERICA|93497|672551
305628|701|GROWTH FUND OF AMERICA|98233|672551
305629|701|INTER BOND FD OF AMERICA|89772|672551
305630|701|INVESTMENT CO OF AMERICA|92274|672551
305631|705|Other Investments Total Cost||672551
305632|706|Other Investments Total Book Value||672551
304516|703|Marketable Securities Total Cost|0|671860
304517|704|Marketable Securities Total BookValue|0|671860
304518|705|Other Investments Total Cost|0|671860
304519|706|Other Investments Total Book Value|0|671860
303596|703|Marketable Securities Total Cost||671162
303597|704|Marketable Securities Total BookValue||671162
303598|705|Other Investments Total Cost||671162
303599|706|Other Investments Total Book Value||671162
301286|703|Marketable Securities Total Cost|849516|669761
301287|704|Marketable Securities Total BookValue|849516|669761
301288|701|AMERICAN FUNDS|190098|669761
301289|701|BLACKROCK GLOBAL|124369|669761
301290|701|COHEN & STEERS|43060|669761
301291|701|FRANKLIN INCOME FUNDS|125181|669761
301292|701|POWERSHARES|62228|669761
301293|701|SX5E|56140|669761
301294|705|Other Investments Total Cost||669761
301295|706|Other Investments Total Book Value||669761
301336|704|Marketable Securities Total BookValue||669784
301337|705|Other Investments Total Cost||669784
301338|706|Other Investments Total Book Value||669784
301335|703|Marketable Securities Total Cost||669784
304442|705|Other Investments Total Cost|68978|671832
304443|706|Other Investments Total Book Value|68978|671832
304441|704|Marketable Securities Total BookValue||671832
304440|703|Marketable Securities Total Cost||671832
305032|703|Marketable Securities Total Cost||672146
305033|704|Marketable Securities Total BookValue||672146
305034|705|Other Investments Total Cost||672146
305035|706|Other Investments Total Book Value||672146
293792|703|Marketable Securities Total Cost||663332
293793|704|Marketable Securities Total BookValue||663332
293794|705|Other Investments Total Cost||663332
293795|706|Other Investments Total Book Value||663332
304465|703|Marketable Securities Total Cost|0|671841
304466|704|Marketable Securities Total BookValue|0|671841
304467|705|Other Investments Total Cost|0|671841
304468|706|Other Investments Total Book Value|0|671841
296535|703|Marketable Securities Total Cost|0|666712
296536|704|Marketable Securities Total BookValue|0|666712
296537|705|Other Investments Total Cost|0|666712
296538|706|Other Investments Total Book Value|0|666712
306342|703|Marketable Securities Total Cost||674939
306343|704|Marketable Securities Total BookValue||674939
306344|705|Other Investments Total Cost||674939
306345|706|Other Investments Total Book Value||674939
300457|703|Marketable Securities Total Cost|396649|669316
300458|704|Marketable Securities Total BookValue|396649|669316
300459|701|Franklin Growth Opportunities|75210|669316
300460|701|Franklin Income|33555|669316
300461|701|Franklin Mutual Global Discovery|36374|669316
300462|701|Franklin Rising Dividend|112705|669316
300463|701|Franklin Strategic Income|31991|669316
300464|701|Franklin Vanue |75080|669316
300465|701|Templeton Global Bond|31734|669316
300466|705|Other Investments Total Cost||669316
300467|706|Other Investments Total Book Value||669316
295516|703|Marketable Securities Total Cost||665782
295517|704|Marketable Securities Total BookValue||665782
295518|705|Other Investments Total Cost||665782
295519|706|Other Investments Total Book Value||665782
304452|703|Marketable Securities Total Cost|4575|671836
304453|704|Marketable Securities Total BookValue|4575|671836
304454|705|Other Investments Total Cost||671836
304455|706|Other Investments Total Book Value||671836
304028|703|Marketable Securities Total Cost||671558
304029|704|Marketable Securities Total BookValue||671558
304030|705|Other Investments Total Cost||671558
304031|706|Other Investments Total Book Value||671558
285779|703|Marketable Securities Total Cost|0|650450
285780|704|Marketable Securities Total BookValue|0|650450
285781|701|NONE|0|650450
285782|705|Other Investments Total Cost|0|650450
285783|706|Other Investments Total Book Value|0|650450
285784|702|NONE|0|650450
306040|703|Marketable Securities Total Cost|100000|673199
306041|704|Marketable Securities Total BookValue|105300|673199
306042|701|2018 CD|105300|673199
306043|705|Other Investments Total Cost||673199
306044|706|Other Investments Total Book Value||673199
306685|703|Marketable Securities Total Cost|20134|676376
306686|704|Marketable Securities Total BookValue|20134|676376
306687|701|Fairholme-Mutual Fund|8162|676376
306688|705|Other Investments Total Cost||676376
306689|706|Other Investments Total Book Value||676376
295153|703|Marketable Securities Total Cost|34286|665396
295154|704|Marketable Securities Total BookValue|34286|665396
295155|701|BERKLEY W R CORP SUB DEBENTURE|5179|665396
295156|701|BANK OF AMERICA CORP 6.204% D|8870|665396
295157|701|PUBLIC STORAGE DEP SHS REPSTG|9818|665396
295158|701|STATE STREET CORP PFD SERIES E|10419|665396
295159|705|Other Investments Total Cost||665396
295160|706|Other Investments Total Book Value||665396
298823|703|Marketable Securities Total Cost||668389
298824|704|Marketable Securities Total BookValue||668389
298825|705|Other Investments Total Cost||668389
298826|706|Other Investments Total Book Value||668389
291133|703|Marketable Securities Total Cost|0|657660
291134|704|Marketable Securities Total BookValue|0|657660
291135|705|Other Investments Total Cost|0|657660
291136|706|Other Investments Total Book Value|0|657660
301497|703|Marketable Securities Total Cost|0|669915
301498|704|Marketable Securities Total BookValue|0|669915
301499|705|Other Investments Total Cost|0|669915
301500|706|Other Investments Total Book Value|0|669915
303560|703|Marketable Securities Total Cost|0|671148
303561|704|Marketable Securities Total BookValue||671148
303562|705|Other Investments Total Cost|84931|671148
303563|706|Other Investments Total Book Value|84931|671148
305722|703|Marketable Securities Total Cost||672672
305723|704|Marketable Securities Total BookValue||672672
305724|705|Other Investments Total Cost||672672
305725|706|Other Investments Total Book Value||672672
294977|703|Marketable Securities Total Cost|0|665221
294978|704|Marketable Securities Total BookValue|0|665221
294979|705|Other Investments Total Cost|0|665221
294980|706|Other Investments Total Book Value|0|665221
303157|703|Marketable Securities Total Cost||670952
303158|704|Marketable Securities Total BookValue||670952
303159|705|Other Investments Total Cost|90|670952
303160|706|Other Investments Total Book Value|90|670952
285643|703|Marketable Securities Total Cost||650233
285644|704|Marketable Securities Total BookValue||650233
285645|705|Other Investments Total Cost|850000|650233
285646|706|Other Investments Total Book Value|850000|650233
285647|702|36.56% OWNERSHIP IN BUILDING CORPORATION|850000|650233
299901|703|Marketable Securities Total Cost||669017
299902|704|Marketable Securities Total BookValue||669017
299903|705|Other Investments Total Cost||669017
299904|706|Other Investments Total Book Value|-143941|669017
299905|702|NALC Building Corp, negative retained earnings|-143941|669017
293221|703|Marketable Securities Total Cost|0|661964
293223|705|Other Investments Total Cost|0|661964
293224|706|Other Investments Total Book Value|0|661964
293222|704|Marketable Securities Total BookValue|0|661964
296531|703|Marketable Securities Total Cost||666707
296532|704|Marketable Securities Total BookValue||666707
296533|705|Other Investments Total Cost||666707
296534|706|Other Investments Total Book Value||666707
293121|703|Marketable Securities Total Cost||661516
293122|704|Marketable Securities Total BookValue||661516
293123|705|Other Investments Total Cost||661516
293124|706|Other Investments Total Book Value||661516
315067|705|Other Investments Total Cost||690343
315065|703|Marketable Securities Total Cost||690343
315068|706|Other Investments Total Book Value||690343
315066|704|Marketable Securities Total BookValue||690343
305686|703|Marketable Securities Total Cost|153985|672618
305687|704|Marketable Securities Total BookValue|153985|672618
305688|701|Matrix Mutual Funds|153985|672618
305689|705|Other Investments Total Cost||672618
305690|706|Other Investments Total Book Value||672618
298077|703|Marketable Securities Total Cost||667858
298078|704|Marketable Securities Total BookValue||667858
298079|705|Other Investments Total Cost||667858
298080|706|Other Investments Total Book Value||667858
303048|703|Marketable Securities Total Cost||670898
303049|704|Marketable Securities Total BookValue||670898
303050|705|Other Investments Total Cost|336339|670898
303051|706|Other Investments Total Book Value|336339|670898
303052|702|Real Property: 3062 NW 60th Ave, Ft Lauderdale, FL|336339|670898
307977|703|Marketable Securities Total Cost||680554
307978|704|Marketable Securities Total BookValue||680554
307979|705|Other Investments Total Cost||680554
307980|706|Other Investments Total Book Value||680554
296475|703|Marketable Securities Total Cost|1675876|666679
296476|704|Marketable Securities Total BookValue|1675876|666679
296477|701|Amex Centurion Salt lake City UT|80000|666679
296478|701|Sallie Mae BK VD salt Lake City UT|136000|666679
296479|701|Synchrony BK Utah|245000|666679
296480|701|Discover BK Greenwood|190000|666679
296481|701|Synchrony Draper UT|200000|666679
296482|701|Goldman Sachs NY|242069|666679
296483|701|BB&T Corporation|29741|666679
296484|701|General Electric CAP|26088|666679
296485|701|PPL Capital FU|51380|666679
296486|701|Assured Guaranty MUNI HLDGS|18598|666679
296487|701|Ally BK Midvalue UT|70000|666679
296488|701|Capital One Bank Glen Allen VA|245000|666679
296489|701|Discover Greenwood DE|42000|666679
296490|701|Comenity Bank Jumbo|100000|666679
296491|705|Other Investments Total Cost|44645592|666679
296492|706|Other Investments Total Book Value|44645592|666679
296493|702|Tropical Letter Carriers holding Corporation|44645592|666679
294181|703|Marketable Securities Total Cost||664008
294182|704|Marketable Securities Total BookValue||664008
294183|705|Other Investments Total Cost||664008
294184|706|Other Investments Total Book Value||664008
305219|702|Real Prop: 1840 Alice Ave, West Palm Beach, FL|3730|672239
305215|703|Marketable Securities Total Cost||672239
305216|704|Marketable Securities Total BookValue||672239
305217|705|Other Investments Total Cost|3730|672239
305218|706|Other Investments Total Book Value|3730|672239
299546|703|Marketable Securities Total Cost|0|668726
299547|704|Marketable Securities Total BookValue||668726
299548|701|None|0|668726
299549|705|Other Investments Total Cost||668726
299550|706|Other Investments Total Book Value||668726
296176|703|Marketable Securities Total Cost|159792|666465
296177|704|Marketable Securities Total BookValue|160415|666465
296178|701|CALAMOS INVT TR NEW MARKET NEUTRAL INCOME|9537|666465
296179|701|COHEN & STEERS PFD SECS & INCOME FD INCC CLASS 1|13045|666465
296180|701|FEDERATED EQUITEY FDS STRATEGIC VALUE DIVID FD|8629|666465
296181|701|FIRST EAGLE GLOBAL FUND|8585|666465
296182|701|FRANKLIN MANAGED TR RISING DIVIDS FD|9277|666465
296183|701|PAYDEN & RYGEL INVT GROUP GNMA FD|8927|666465
296184|701|JPMORGAN TR I INCOME BLDR FD|8444|666465
296185|701|VIRTUS NEWFLEET MULTI SCTR SHRT TRM BD FD CL 1|10857|666465
296186|701|PIMCO FDS INCOME FD INSTL CL|27944|666465
296187|701|TCW FDS INC TOTAL RETURN BD FD CL 1|30146|666465
296188|701|THORNBURG INCOME TR LTD TERM INCOME FD CL 1|10692|666465
296189|705|Other Investments Total Cost||666465
296190|706|Other Investments Total Book Value||666465
299420|703|Marketable Securities Total Cost||668628
299421|704|Marketable Securities Total BookValue||668628
299422|705|Other Investments Total Cost|357946|668628
299423|706|Other Investments Total Book Value|357946|668628
299424|702|Building Investment - U Inc|357946|668628
301421|706|Other Investments Total Book Value||669842
301418|703|Marketable Securities Total Cost||669842
301419|704|Marketable Securities Total BookValue||669842
301420|705|Other Investments Total Cost||669842
297325|703|Marketable Securities Total Cost|0|667274
297326|704|Marketable Securities Total BookValue|0|667274
297327|705|Other Investments Total Cost|0|667274
297328|706|Other Investments Total Book Value|0|667274
298598|705|Other Investments Total Cost||668272
298592|703|Marketable Securities Total Cost||668272
298599|706|Other Investments Total Book Value||668272
298593|704|Marketable Securities Total BookValue|221739|668272
298594|701|Franklin US Gov't Securities Fund Class A|58971|668272
298595|701|Franklin Floating Rate Daily Access Fund Class A|65592|668272
298596|701|Franklin Templeton Global Bond Fund Class A|48990|668272
298597|701|Franklin Strategic Income Fund Class|48186|668272
302447|703|Marketable Securities Total Cost||670607
302448|704|Marketable Securities Total BookValue||670607
302449|705|Other Investments Total Cost|1453495|670607
302450|706|Other Investments Total Book Value|1453495|670607
302451|702|Genworth Life|408597|670607
302452|702|Jackson National Life|80016|670607
302453|702|Wells Fargo|964882|670607
303556|703|Marketable Securities Total Cost||671143
303557|704|Marketable Securities Total BookValue||671143
303558|705|Other Investments Total Cost||671143
303559|706|Other Investments Total Book Value||671143
300669|703|Marketable Securities Total Cost|0|669438
300670|704|Marketable Securities Total BookValue|0|669438
300671|705|Other Investments Total Cost||669438
300672|706|Other Investments Total Book Value||669438
304900|703|Marketable Securities Total Cost|0|672055
304901|704|Marketable Securities Total BookValue|0|672055
304902|705|Other Investments Total Cost|0|672055
304903|706|Other Investments Total Book Value|0|672055
298348|703|Marketable Securities Total Cost||668080
298349|704|Marketable Securities Total BookValue||668080
298350|705|Other Investments Total Cost||668080
298351|706|Other Investments Total Book Value||668080
306820|703|Marketable Securities Total Cost||676869
306821|704|Marketable Securities Total BookValue||676869
306822|705|Other Investments Total Cost||676869
306823|706|Other Investments Total Book Value||676869
299870|704|Marketable Securities Total BookValue||668976
299869|703|Marketable Securities Total Cost||668976
299871|701|N/A|0|668976
299872|705|Other Investments Total Cost||668976
299873|706|Other Investments Total Book Value||668976
299874|702|N/A|0|668976
306032|703|Marketable Securities Total Cost||673189
306033|704|Marketable Securities Total BookValue||673189
306034|705|Other Investments Total Cost||673189
306035|706|Other Investments Total Book Value||673189
293748|703|Marketable Securities Total Cost|103214|663201
293749|704|Marketable Securities Total BookValue|103215|663201
293750|701|Morgan Stanley Trust B|26464|663201
293751|701|Morgan Stanley Pioneer A|76750|663201
293752|705|Other Investments Total Cost||663201
293753|706|Other Investments Total Book Value||663201
302514|703|Marketable Securities Total Cost||670632
302515|704|Marketable Securities Total BookValue||670632
302516|705|Other Investments Total Cost||670632
302517|706|Other Investments Total Book Value||670632
295464|703|Marketable Securities Total Cost||665647
295465|704|Marketable Securities Total BookValue||665647
295466|705|Other Investments Total Cost||665647
295467|706|Other Investments Total Book Value||665647
297916|703|Marketable Securities Total Cost||667727
297917|704|Marketable Securities Total BookValue||667727
297918|705|Other Investments Total Cost||667727
297919|706|Other Investments Total Book Value||667727
298488|703|Marketable Securities Total Cost||668145
298489|704|Marketable Securities Total BookValue||668145
298490|705|Other Investments Total Cost||668145
298491|706|Other Investments Total Book Value||668145
296126|703|Marketable Securities Total Cost||666419
296128|705|Other Investments Total Cost||666419
296129|706|Other Investments Total Book Value||666419
296127|704|Marketable Securities Total BookValue||666419
312630|703|Marketable Securities Total Cost||684906
